language,lexer_function,lex_state,token_symbol
cpp,ts_lex,627,aux_sym_char_literal_token1
cpp,ts_lex,628,anon_sym_L_DQUOTE
cpp,ts_lex,629,anon_sym_u_DQUOTE
cpp,ts_lex,630,anon_sym_U_DQUOTE
cpp,ts_lex,631,anon_sym_u8_DQUOTE
cpp,ts_lex,632,anon_sym_DQUOTE
cpp,ts_lex,633,aux_sym_string_literal_token1
cpp,ts_lex,634,aux_sym_string_literal_token1
cpp,ts_lex,635,aux_sym_string_literal_token1
cpp,ts_lex,636,aux_sym_string_literal_token1
cpp,ts_lex,637,aux_sym_string_literal_token1
cpp,ts_lex,638,sym_escape_sequence
cpp,ts_lex,639,sym_escape_sequence
cpp,ts_lex,640,sym_escape_sequence
cpp,ts_lex,641,sym_escape_sequence
cpp,ts_lex,642,sym_escape_sequence
cpp,ts_lex,643,sym_escape_sequence
cpp,ts_lex,644,sym_escape_sequence
cpp,ts_lex,645,sym_system_lib_string
cpp,ts_lex,646,sym_system_lib_string
cpp,ts_lex,647,sym_true
cpp,ts_lex,648,sym_false
cpp,ts_lex,649,sym_identifier
cpp,ts_lex,650,sym_identifier
cpp,ts_lex,651,sym_identifier
cpp,ts_lex,652,sym_identifier
cpp,ts_lex,653,sym_identifier
cpp,ts_lex,654,sym_identifier
cpp,ts_lex,655,sym_identifier
cpp,ts_lex,656,sym_identifier
cpp,ts_lex,657,sym_identifier
cpp,ts_lex,658,sym_identifier
cpp,ts_lex,659,sym_identifier
cpp,ts_lex,660,sym_identifier
cpp,ts_lex,661,sym_identifier
cpp,ts_lex,662,sym_identifier
cpp,ts_lex,663,sym_identifier
cpp,ts_lex,664,sym_identifier
cpp,ts_lex,665,sym_identifier
cpp,ts_lex,666,sym_identifier
cpp,ts_lex,667,sym_identifier
cpp,ts_lex,668,sym_identifier
cpp,ts_lex,669,sym_identifier
cpp,ts_lex,670,sym_identifier
cpp,ts_lex,671,sym_identifier
cpp,ts_lex,672,sym_identifier
cpp,ts_lex,673,sym_identifier
cpp,ts_lex,674,sym_identifier
cpp,ts_lex,675,sym_identifier
cpp,ts_lex,676,sym_identifier
cpp,ts_lex,677,sym_identifier
cpp,ts_lex,678,sym_identifier
cpp,ts_lex,679,sym_identifier
cpp,ts_lex,680,sym_identifier
cpp,ts_lex,681,sym_identifier
cpp,ts_lex,682,sym_identifier
cpp,ts_lex,683,sym_identifier
cpp,ts_lex,684,sym_identifier
cpp,ts_lex,685,sym_identifier
cpp,ts_lex,686,sym_identifier
cpp,ts_lex,687,sym_identifier
cpp,ts_lex,688,sym_identifier
cpp,ts_lex,689,sym_identifier
cpp,ts_lex,690,sym_identifier
cpp,ts_lex,691,sym_identifier
cpp,ts_lex,692,sym_identifier
cpp,ts_lex,693,sym_identifier
cpp,ts_lex,694,sym_identifier
cpp,ts_lex,695,sym_identifier
cpp,ts_lex,696,sym_identifier
cpp,ts_lex,697,sym_identifier
cpp,ts_lex,698,sym_identifier
cpp,ts_lex,699,sym_identifier
cpp,ts_lex,700,sym_identifier
cpp,ts_lex,701,sym_identifier
cpp,ts_lex,702,sym_identifier
cpp,ts_lex,703,sym_identifier
cpp,ts_lex,704,sym_identifier
cpp,ts_lex,705,sym_identifier
cpp,ts_lex,706,sym_identifier
cpp,ts_lex,707,sym_identifier
cpp,ts_lex,708,sym_identifier
cpp,ts_lex,709,sym_identifier
cpp,ts_lex,710,sym_identifier
cpp,ts_lex,711,sym_identifier
cpp,ts_lex,712,sym_identifier
cpp,ts_lex,713,sym_identifier
cpp,ts_lex,714,sym_identifier
cpp,ts_lex,715,sym_identifier
cpp,ts_lex,716,sym_identifier
cpp,ts_lex,717,sym_identifier
cpp,ts_lex,718,sym_identifier
cpp,ts_lex,719,sym_identifier
cpp,ts_lex,720,sym_identifier
cpp,ts_lex,721,sym_identifier
cpp,ts_lex,722,sym_identifier
cpp,ts_lex,723,sym_identifier
cpp,ts_lex,724,sym_identifier
cpp,ts_lex,725,sym_identifier
cpp,ts_lex,726,sym_identifier
cpp,ts_lex,727,sym_identifier
cpp,ts_lex,728,sym_identifier
cpp,ts_lex,729,sym_identifier
cpp,ts_lex,730,sym_identifier
cpp,ts_lex,731,sym_identifier
cpp,ts_lex,732,sym_identifier
cpp,ts_lex,733,sym_identifier
cpp,ts_lex,734,sym_identifier
cpp,ts_lex,735,sym_identifier
cpp,ts_lex,736,sym_identifier
cpp,ts_lex,737,sym_identifier
cpp,ts_lex,738,sym_identifier
cpp,ts_lex,739,sym_comment
cpp,ts_lex,740,sym_comment
cpp,ts_lex,741,sym_comment
cpp,ts_lex,742,sym_comment
cpp,ts_lex,743,sym_comment
cpp,ts_lex,744,sym_comment
cpp,ts_lex,745,sym_comment
cpp,ts_lex,746,sym_comment
cpp,ts_lex,747,sym_comment
cpp,ts_lex,748,anon_sym_GT2
cpp,ts_lex,749,aux_sym_pure_virtual_clause_token1
cpp,ts_lex,750,anon_sym_R_DQUOTE
cpp,ts_lex,751,anon_sym_LR_DQUOTE
cpp,ts_lex,752,anon_sym_uR_DQUOTE
cpp,ts_lex,753,anon_sym_UR_DQUOTE
cpp,ts_lex,754,anon_sym_u8R_DQUOTE
cpp,ts_lex,755,anon_sym_DASH_GT_STAR
cpp,ts_lex,756,anon_sym_CARET_CARET
cpp,ts_lex,757,anon_sym_LBRACK_COLON
cpp,ts_lex,758,anon_sym_COLON_RBRACK
cpp,ts_lex,759,anon_sym_LPAREN_RPAREN
cpp,ts_lex,760,anon_sym_LBRACK_RBRACK
cpp,ts_lex,761,anon_sym_DQUOTE_DQUOTE
cpp,ts_lex,762,sym_literal_suffix
cpp,ts_lex,763,sym_literal_suffix
cpp,ts_lex,764,sym_literal_suffix
cpp,ts_lex,765,sym_literal_suffix
cpp,ts_lex,766,sym_literal_suffix
cpp,ts_lex,767,sym_literal_suffix
cpp,ts_lex,768,sym_literal_suffix
cpp,ts_lex,769,sym_literal_suffix
cpp,ts_lex,770,sym_literal_suffix
cpp,ts_lex,771,sym_literal_suffix
cpp,ts_lex_keywords,42,anon_sym_do
cpp,ts_lex_keywords,50,anon_sym_if
cpp,ts_lex_keywords,62,anon_sym_or
cpp,ts_lex_keywords,102,anon_sym_and
cpp,ts_lex_keywords,103,anon_sym_asm
cpp,ts_lex_keywords,121,anon_sym_for
cpp,ts_lex_keywords,130,anon_sym_new
cpp,ts_lex_keywords,133,anon_sym_not
cpp,ts_lex_keywords,155,anon_sym_try
cpp,ts_lex_keywords,163,anon_sym_xor
cpp,ts_lex_keywords,164,anon_sym_NULL
cpp,ts_lex_keywords,196,sym_auto
cpp,ts_lex_keywords,200,anon_sym_case
cpp,ts_lex_keywords,214,anon_sym_else
cpp,ts_lex_keywords,215,anon_sym_enum
cpp,ts_lex_keywords,221,anon_sym_goto
cpp,ts_lex_keywords,224,anon_sym_long
cpp,ts_lex_keywords,250,sym_this
cpp,ts_lex_keywords,267,anon_sym___asm
cpp,ts_lex_keywords,285,anon_sym___try
cpp,ts_lex_keywords,295,anon_sym_bitor
cpp,ts_lex_keywords,296,anon_sym_break
cpp,ts_lex_keywords,297,anon_sym_catch
cpp,ts_lex_keywords,298,anon_sym_class
cpp,ts_lex_keywords,302,anon_sym_compl
cpp,ts_lex_keywords,304,anon_sym_const
cpp,ts_lex_keywords,313,anon_sym_final
cpp,ts_lex_keywords,326,anon_sym_or_eq
cpp,ts_lex_keywords,335,anon_sym_short
cpp,ts_lex_keywords,343,anon_sym_throw
cpp,ts_lex_keywords,346,anon_sym_union
cpp,ts_lex_keywords,348,anon_sym_using
cpp,ts_lex_keywords,351,anon_sym_while
cpp,ts_lex_keywords,373,sym_ms_signed_ptr_modifier
cpp,ts_lex_keywords,378,sym_ms_unsigned_ptr_modifier
cpp,ts_lex_keywords,385,anon_sym_and_eq
cpp,ts_lex_keywords,386,anon_sym_bitand
cpp,ts_lex_keywords,397,anon_sym_delete
cpp,ts_lex_keywords,399,anon_sym_export
cpp,ts_lex_keywords,400,anon_sym_extern
cpp,ts_lex_keywords,401,anon_sym_friend
cpp,ts_lex_keywords,402,anon_sym_import
cpp,ts_lex_keywords,403,anon_sym_inline
cpp,ts_lex_keywords,404,anon_sym_module
cpp,ts_lex_keywords,409,anon_sym_not_eq
cpp,ts_lex_keywords,416,anon_sym_public
cpp,ts_lex_keywords,420,anon_sym_return
cpp,ts_lex_keywords,421,anon_sym_signed
cpp,ts_lex_keywords,422,anon_sym_sizeof
cpp,ts_lex_keywords,423,anon_sym_static
cpp,ts_lex_keywords,424,anon_sym_struct
cpp,ts_lex_keywords,425,anon_sym_switch
cpp,ts_lex_keywords,433,anon_sym_xor_eq
cpp,ts_lex_keywords,436,anon_sym__Atomic
cpp,ts_lex_keywords,441,anon_sym___asm__
cpp,ts_lex_keywords,443,anon_sym___based
cpp,ts_lex_keywords,444,anon_sym___cdecl
cpp,ts_lex_keywords,453,anon_sym___leave
cpp,ts_lex_keywords,463,anon_sym_alignas
cpp,ts_lex_keywords,464,anon_sym_alignof
cpp,ts_lex_keywords,468,anon_sym_concept
cpp,ts_lex_keywords,474,anon_sym_default
cpp,ts_lex_keywords,475,anon_sym_defined
cpp,ts_lex_keywords,477,anon_sym_mutable
cpp,ts_lex_keywords,481,anon_sym_nullptr
cpp,ts_lex_keywords,485,anon_sym_private
cpp,ts_lex_keywords,493,anon_sym_typedef
cpp,ts_lex_keywords,496,anon_sym_virtual
cpp,ts_lex_keywords,498,anon_sym__Alignas
cpp,ts_lex_keywords,499,anon_sym__Alignof
cpp,ts_lex_keywords,500,anon_sym__Generic
cpp,ts_lex_keywords,501,anon_sym__Nonnull
cpp,ts_lex_keywords,507,anon_sym___except
cpp,ts_lex_keywords,512,anon_sym___inline
cpp,ts_lex_keywords,516,anon_sym___thread
cpp,ts_lex_keywords,520,anon_sym__alignof
cpp,ts_lex_keywords,522,anon_sym_co_await
cpp,ts_lex_keywords,524,anon_sym_co_yield
cpp,ts_lex_keywords,528,anon_sym_continue
cpp,ts_lex_keywords,529,anon_sym_decltype
cpp,ts_lex_keywords,530,anon_sym_explicit
cpp,ts_lex_keywords,532,anon_sym_noexcept
cpp,ts_lex_keywords,533,anon_sym_noreturn
cpp,ts_lex_keywords,534,anon_sym_offsetof
cpp,ts_lex_keywords,535,anon_sym_operator
cpp,ts_lex_keywords,536,anon_sym_override
cpp,ts_lex_keywords,538,anon_sym_register
cpp,ts_lex_keywords,539,anon_sym_requires
cpp,ts_lex_keywords,540,anon_sym_restrict
cpp,ts_lex_keywords,542,anon_sym_template
cpp,ts_lex_keywords,544,anon_sym_typename
cpp,ts_lex_keywords,545,anon_sym_unsigned
cpp,ts_lex_keywords,546,anon_sym_volatile
cpp,ts_lex_keywords,547,anon_sym__Noreturn
cpp,ts_lex_keywords,548,anon_sym___alignof
cpp,ts_lex_keywords,550,anon_sym___clrcall
cpp,ts_lex_keywords,554,anon_sym___finally
cpp,ts_lex_keywords,558,anon_sym___stdcall
cpp,ts_lex_keywords,564,anon_sym_co_return
cpp,ts_lex_keywords,565,anon_sym_consteval
cpp,ts_lex_keywords,566,anon_sym_constexpr
cpp,ts_lex_keywords,567,anon_sym_constinit
cpp,ts_lex_keywords,568,anon_sym_namespace
cpp,ts_lex_keywords,569,anon_sym_protected
cpp,ts_lex_keywords,574,anon_sym___declspec
cpp,ts_lex_keywords,576,anon_sym___fastcall
cpp,ts_lex_keywords,578,anon_sym___inline__
cpp,ts_lex_keywords,579,sym_ms_restrict_modifier
cpp,ts_lex_keywords,580,anon_sym___thiscall
cpp,ts_lex_keywords,584,anon_sym__unaligned
cpp,ts_lex_keywords,587,anon_sym___alignof__
cpp,ts_lex_keywords,588,anon_sym___attribute
cpp,ts_lex_keywords,592,anon_sym___unaligned
cpp,ts_lex_keywords,600,anon_sym___restrict__
cpp,ts_lex_keywords,601,anon_sym___vectorcall
cpp,ts_lex_keywords,602,anon_sym___volatile__
cpp,ts_lex_keywords,604,anon_sym_thread_local
cpp,ts_lex_keywords,605,anon_sym___attribute__
cpp,ts_lex_keywords,606,anon_sym___extension__
cpp,ts_lex_keywords,607,anon_sym___forceinline
cpp,ts_lex_keywords,608,anon_sym_static_assert
c,ts_lex,121,ts_builtin_sym_end
c,ts_lex,122,aux_sym_preproc_include_token1
c,ts_lex,123,aux_sym_preproc_include_token2
c,ts_lex,124,aux_sym_preproc_def_token1
c,ts_lex,125,anon_sym_LPAREN
c,ts_lex,126,anon_sym_DOT_DOT_DOT
c,ts_lex,127,anon_sym_COMMA
c,ts_lex,128,anon_sym_RPAREN
c,ts_lex,129,aux_sym_preproc_if_token1
c,ts_lex,130,anon_sym_LF
c,ts_lex,131,aux_sym_preproc_if_token2
c,ts_lex,132,aux_sym_preproc_if_token2
c,ts_lex,133,aux_sym_preproc_ifdef_token1
c,ts_lex,134,aux_sym_preproc_ifdef_token2
c,ts_lex,135,aux_sym_preproc_else_token1
c,ts_lex,136,aux_sym_preproc_else_token1
c,ts_lex,137,aux_sym_preproc_elif_token1
c,ts_lex,138,aux_sym_preproc_elif_token1
c,ts_lex,139,aux_sym_preproc_elifdef_token1
c,ts_lex,140,aux_sym_preproc_elifdef_token1
c,ts_lex,141,aux_sym_preproc_elifdef_token2
c,ts_lex,142,aux_sym_preproc_elifdef_token2
c,ts_lex,143,sym_preproc_arg
c,ts_lex,144,sym_preproc_arg
c,ts_lex,145,sym_preproc_arg
c,ts_lex,146,sym_preproc_arg
c,ts_lex,147,sym_preproc_arg
c,ts_lex,148,sym_preproc_arg
c,ts_lex,149,sym_preproc_arg
c,ts_lex,150,sym_preproc_arg
c,ts_lex,151,sym_preproc_arg
c,ts_lex,152,sym_preproc_arg
c,ts_lex,153,sym_preproc_arg
c,ts_lex,154,sym_preproc_arg
c,ts_lex,155,sym_preproc_directive
c,ts_lex,156,sym_preproc_directive
c,ts_lex,157,sym_preproc_directive
c,ts_lex,158,sym_preproc_directive
c,ts_lex,159,sym_preproc_directive
c,ts_lex,160,sym_preproc_directive
c,ts_lex,161,sym_preproc_directive
c,ts_lex,162,sym_preproc_directive
c,ts_lex,163,sym_preproc_directive
c,ts_lex,164,sym_preproc_directive
c,ts_lex,165,sym_preproc_directive
c,ts_lex,166,sym_preproc_directive
c,ts_lex,167,sym_preproc_directive
c,ts_lex,168,sym_preproc_directive
c,ts_lex,169,sym_preproc_directive
c,ts_lex,170,sym_preproc_directive
c,ts_lex,171,sym_preproc_directive
c,ts_lex,172,sym_preproc_directive
c,ts_lex,173,sym_preproc_directive
c,ts_lex,174,sym_preproc_directive
c,ts_lex,175,sym_preproc_directive
c,ts_lex,176,sym_preproc_directive
c,ts_lex,177,sym_preproc_directive
c,ts_lex,178,sym_preproc_directive
c,ts_lex,179,sym_preproc_directive
c,ts_lex,180,sym_preproc_directive
c,ts_lex,181,sym_preproc_directive
c,ts_lex,182,sym_preproc_directive
c,ts_lex,183,sym_preproc_directive
c,ts_lex,184,sym_preproc_directive
c,ts_lex,185,sym_preproc_directive
c,ts_lex,186,anon_sym_LPAREN2
c,ts_lex,187,anon_sym_BANG
c,ts_lex,188,anon_sym_BANG
c,ts_lex,189,anon_sym_TILDE
c,ts_lex,190,anon_sym_DASH
c,ts_lex,191,anon_sym_DASH
c,ts_lex,192,anon_sym_DASH
c,ts_lex,193,anon_sym_DASH
c,ts_lex,194,anon_sym_DASH
c,ts_lex,195,anon_sym_PLUS
c,ts_lex,196,anon_sym_PLUS
c,ts_lex,197,anon_sym_PLUS
c,ts_lex,198,anon_sym_PLUS
c,ts_lex,199,anon_sym_PLUS
c,ts_lex,200,anon_sym_STAR
c,ts_lex,201,anon_sym_STAR
c,ts_lex,202,anon_sym_SLASH
c,ts_lex,203,anon_sym_SLASH
c,ts_lex,204,anon_sym_PERCENT
c,ts_lex,205,anon_sym_PERCENT
c,ts_lex,206,anon_sym_PIPE_PIPE
c,ts_lex,207,anon_sym_AMP_AMP
c,ts_lex,208,anon_sym_PIPE
c,ts_lex,209,anon_sym_PIPE
c,ts_lex,210,anon_sym_CARET
c,ts_lex,211,anon_sym_CARET
c,ts_lex,212,anon_sym_AMP
c,ts_lex,213,anon_sym_AMP
c,ts_lex,214,anon_sym_AMP
c,ts_lex,215,anon_sym_EQ_EQ
c,ts_lex,216,anon_sym_BANG_EQ
c,ts_lex,217,anon_sym_GT
c,ts_lex,218,anon_sym_GT
c,ts_lex,219,anon_sym_GT_EQ
c,ts_lex,220,anon_sym_LT_EQ
c,ts_lex,221,anon_sym_LT
c,ts_lex,222,anon_sym_LT
c,ts_lex,223,anon_sym_LT_LT
c,ts_lex,224,anon_sym_LT_LT
c,ts_lex,225,anon_sym_GT_GT
c,ts_lex,226,anon_sym_GT_GT
c,ts_lex,227,anon_sym_SEMI
c,ts_lex,228,anon_sym_COLON_COLON
c,ts_lex,229,anon_sym_LBRACK_LBRACK
c,ts_lex,230,anon_sym_RBRACK_RBRACK
c,ts_lex,231,anon_sym_LBRACE
c,ts_lex,232,anon_sym_RBRACE
c,ts_lex,233,anon_sym_LBRACK
c,ts_lex,234,anon_sym_LBRACK
c,ts_lex,235,anon_sym_RBRACK
c,ts_lex,236,anon_sym_EQ
c,ts_lex,237,anon_sym_EQ
c,ts_lex,238,anon_sym_COLON
c,ts_lex,239,anon_sym_QMARK
c,ts_lex,240,anon_sym_STAR_EQ
c,ts_lex,241,anon_sym_SLASH_EQ
c,ts_lex,242,anon_sym_PERCENT_EQ
c,ts_lex,243,anon_sym_PLUS_EQ
c,ts_lex,244,anon_sym_DASH_EQ
c,ts_lex,245,anon_sym_LT_LT_EQ
c,ts_lex,246,anon_sym_GT_GT_EQ
c,ts_lex,247,anon_sym_AMP_EQ
c,ts_lex,248,anon_sym_CARET_EQ
c,ts_lex,249,anon_sym_PIPE_EQ
c,ts_lex,250,anon_sym_DASH_DASH
c,ts_lex,251,anon_sym_PLUS_PLUS
c,ts_lex,252,anon_sym_DOT
c,ts_lex,253,anon_sym_DOT
c,ts_lex,254,anon_sym_DOT
c,ts_lex,255,anon_sym_DOT
c,ts_lex,256,anon_sym_DASH_GT
c,ts_lex,257,sym_number_literal
c,ts_lex,258,sym_number_literal
c,ts_lex,259,sym_number_literal
c,ts_lex,260,sym_number_literal
c,ts_lex,261,sym_number_literal
c,ts_lex,262,sym_number_literal
c,ts_lex,263,sym_number_literal
c,ts_lex,264,sym_number_literal
c,ts_lex,265,sym_number_literal
c,ts_lex,266,sym_number_literal
c,ts_lex,267,sym_number_literal
c,ts_lex,268,sym_number_literal
c,ts_lex,269,sym_number_literal
c,ts_lex,270,sym_number_literal
c,ts_lex,271,sym_number_literal
c,ts_lex,272,sym_number_literal
c,ts_lex,273,sym_number_literal
c,ts_lex,274,anon_sym_L_SQUOTE
c,ts_lex,275,anon_sym_u_SQUOTE
c,ts_lex,276,anon_sym_U_SQUOTE
c,ts_lex,277,anon_sym_u8_SQUOTE
c,ts_lex,278,anon_sym_SQUOTE
c,ts_lex,279,aux_sym_char_literal_token1
c,ts_lex,280,aux_sym_char_literal_token1
c,ts_lex,281,aux_sym_char_literal_token1
c,ts_lex,282,aux_sym_char_literal_token1
c,ts_lex,283,anon_sym_L_DQUOTE
c,ts_lex,284,anon_sym_u_DQUOTE
c,ts_lex,285,anon_sym_U_DQUOTE
c,ts_lex,286,anon_sym_u8_DQUOTE
c,ts_lex,287,anon_sym_DQUOTE
c,ts_lex,288,aux_sym_string_literal_token1
c,ts_lex,289,aux_sym_string_literal_token1
c,ts_lex,290,aux_sym_string_literal_token1
c,ts_lex,291,aux_sym_string_literal_token1
c,ts_lex,292,aux_sym_string_literal_token1
c,ts_lex,293,sym_escape_sequence
c,ts_lex,294,sym_escape_sequence
c,ts_lex,295,sym_escape_sequence
c,ts_lex,296,sym_escape_sequence
c,ts_lex,297,sym_escape_sequence
c,ts_lex,298,sym_escape_sequence
c,ts_lex,299,sym_escape_sequence
c,ts_lex,300,sym_system_lib_string
c,ts_lex,301,sym_system_lib_string
c,ts_lex,302,sym_identifier
c,ts_lex,303,sym_identifier
c,ts_lex,304,sym_identifier
c,ts_lex,305,sym_identifier
c,ts_lex,306,sym_identifier
c,ts_lex,307,sym_identifier
c,ts_lex,308,sym_identifier
c,ts_lex,309,sym_identifier
c,ts_lex,310,sym_identifier
c,ts_lex,311,sym_identifier
c,ts_lex,312,sym_identifier
c,ts_lex,313,sym_identifier
c,ts_lex,314,sym_identifier
c,ts_lex,315,sym_comment
c,ts_lex,316,sym_comment
c,ts_lex,317,sym_comment
c,ts_lex,318,sym_comment
c,ts_lex,319,sym_comment
c,ts_lex,320,sym_comment
c,ts_lex,321,sym_comment
c,ts_lex,322,sym_comment
c,ts_lex,323,sym_comment
c,ts_lex_keywords,44,anon_sym_do
c,ts_lex_keywords,52,anon_sym_if
c,ts_lex_keywords,96,anon_sym_asm
c,ts_lex_keywords,110,anon_sym_for
c,ts_lex_keywords,113,sym_primitive_type
c,ts_lex_keywords,140,anon_sym_NULL
c,ts_lex_keywords,141,sym_true
c,ts_lex_keywords,172,anon_sym_auto
c,ts_lex_keywords,173,sym_primitive_type
c,ts_lex_keywords,175,anon_sym_case
c,ts_lex_keywords,176,sym_primitive_type
c,ts_lex_keywords,182,anon_sym_else
c,ts_lex_keywords,183,anon_sym_enum
c,ts_lex_keywords,187,anon_sym_goto
c,ts_lex_keywords,194,anon_sym_long
c,ts_lex_keywords,217,sym_false
c,ts_lex_keywords,224,anon_sym___asm
c,ts_lex_keywords,242,anon_sym___try
c,ts_lex_keywords,250,anon_sym_break
c,ts_lex_keywords,256,anon_sym_const
c,ts_lex_keywords,276,anon_sym_short
c,ts_lex_keywords,291,anon_sym_union
c,ts_lex_keywords,294,anon_sym_while
c,ts_lex_keywords,315,sym_ms_signed_ptr_modifier
c,ts_lex_keywords,320,sym_ms_unsigned_ptr_modifier
c,ts_lex_keywords,336,anon_sym_extern
c,ts_lex_keywords,337,anon_sym_inline
c,ts_lex_keywords,349,anon_sym_return
c,ts_lex_keywords,350,anon_sym_signed
c,ts_lex_keywords,351,anon_sym_sizeof
c,ts_lex_keywords,353,anon_sym_static
c,ts_lex_keywords,354,anon_sym_struct
c,ts_lex_keywords,355,anon_sym_switch
c,ts_lex_keywords,367,anon_sym__Atomic
c,ts_lex_keywords,372,anon_sym___asm__
c,ts_lex_keywords,374,anon_sym___based
c,ts_lex_keywords,375,anon_sym___cdecl
c,ts_lex_keywords,384,anon_sym___leave
c,ts_lex_keywords,394,anon_sym_alignas
c,ts_lex_keywords,395,anon_sym_alignof
c,ts_lex_keywords,402,anon_sym_default
c,ts_lex_keywords,403,anon_sym_defined
c,ts_lex_keywords,407,anon_sym_nullptr
c,ts_lex_keywords,413,anon_sym_typedef
c,ts_lex_keywords,420,anon_sym__Alignas
c,ts_lex_keywords,421,anon_sym__Alignof
c,ts_lex_keywords,422,anon_sym__Generic
c,ts_lex_keywords,423,anon_sym__Nonnull
c,ts_lex_keywords,429,anon_sym___except
c,ts_lex_keywords,434,anon_sym___inline
c,ts_lex_keywords,438,anon_sym___thread
c,ts_lex_keywords,442,anon_sym__alignof
c,ts_lex_keywords,446,anon_sym_continue
c,ts_lex_keywords,448,anon_sym_noreturn
c,ts_lex_keywords,450,anon_sym_offsetof
c,ts_lex_keywords,452,anon_sym_register
c,ts_lex_keywords,453,anon_sym_restrict
c,ts_lex_keywords,456,anon_sym_unsigned
c,ts_lex_keywords,457,anon_sym_volatile
c,ts_lex_keywords,458,anon_sym__Noreturn
c,ts_lex_keywords,459,anon_sym___alignof
c,ts_lex_keywords,461,anon_sym___clrcall
c,ts_lex_keywords,465,anon_sym___finally
c,ts_lex_keywords,469,anon_sym___stdcall
c,ts_lex_keywords,475,anon_sym_constexpr
c,ts_lex_keywords,480,anon_sym___declspec
c,ts_lex_keywords,482,anon_sym___fastcall
c,ts_lex_keywords,484,anon_sym___inline__
c,ts_lex_keywords,485,sym_ms_restrict_modifier
c,ts_lex_keywords,486,anon_sym___thiscall
c,ts_lex_keywords,490,anon_sym__unaligned
c,ts_lex_keywords,493,anon_sym___alignof__
c,ts_lex_keywords,494,anon_sym___attribute
c,ts_lex_keywords,498,anon_sym___unaligned
c,ts_lex_keywords,505,anon_sym___restrict__
c,ts_lex_keywords,506,anon_sym___vectorcall
c,ts_lex_keywords,507,anon_sym___volatile__
c,ts_lex_keywords,508,anon_sym_thread_local
c,ts_lex_keywords,509,anon_sym___attribute__
c,ts_lex_keywords,510,anon_sym___extension__
c,ts_lex_keywords,511,anon_sym___forceinline
python,ts_lex,54,ts_builtin_sym_end
python,ts_lex,55,anon_sym_SEMI
python,ts_lex,56,anon_sym_DOT
python,ts_lex,57,anon_sym_DOT
python,ts_lex,58,anon_sym_LPAREN
python,ts_lex,59,anon_sym_RPAREN
python,ts_lex,60,anon_sym_COMMA
python,ts_lex,61,anon_sym_STAR
python,ts_lex,62,anon_sym_STAR
python,ts_lex,63,anon_sym_STAR
python,ts_lex,64,anon_sym_STAR
python,ts_lex,65,anon_sym_GT_GT
python,ts_lex,66,anon_sym_GT_GT
python,ts_lex,67,anon_sym_COLON_EQ
python,ts_lex,68,anon_sym_COLON
python,ts_lex,69,anon_sym_COLON
python,ts_lex,70,anon_sym_STAR2
python,ts_lex,71,anon_sym_DASH_GT
python,ts_lex,72,anon_sym_STAR_STAR
python,ts_lex,73,anon_sym_STAR_STAR
python,ts_lex,74,anon_sym_EQ
python,ts_lex,75,anon_sym_EQ
python,ts_lex,76,anon_sym_LBRACK
python,ts_lex,77,anon_sym_RBRACK
python,ts_lex,78,anon_sym_AT
python,ts_lex,79,anon_sym_AT
python,ts_lex,80,anon_sym_DASH
python,ts_lex,81,anon_sym_DASH
python,ts_lex,82,anon_sym_DASH
python,ts_lex,83,anon_sym_PIPE
python,ts_lex,84,anon_sym_PIPE
python,ts_lex,85,anon_sym_LBRACE
python,ts_lex,86,anon_sym_RBRACE
python,ts_lex,87,anon_sym_PLUS
python,ts_lex,88,anon_sym_PLUS
python,ts_lex,89,anon_sym_SLASH
python,ts_lex,90,anon_sym_SLASH
python,ts_lex,91,anon_sym_PERCENT
python,ts_lex,92,anon_sym_PERCENT
python,ts_lex,93,anon_sym_SLASH_SLASH
python,ts_lex,94,anon_sym_SLASH_SLASH
python,ts_lex,95,anon_sym_AMP
python,ts_lex,96,anon_sym_AMP
python,ts_lex,97,anon_sym_CARET
python,ts_lex,98,anon_sym_CARET
python,ts_lex,99,anon_sym_LT_LT
python,ts_lex,100,anon_sym_LT_LT
python,ts_lex,101,anon_sym_TILDE
python,ts_lex,102,anon_sym_LT
python,ts_lex,103,anon_sym_LT
python,ts_lex,104,anon_sym_LT
python,ts_lex,105,anon_sym_LT_EQ
python,ts_lex,106,anon_sym_EQ_EQ
python,ts_lex,107,anon_sym_BANG_EQ
python,ts_lex,108,anon_sym_GT_EQ
python,ts_lex,109,anon_sym_GT
python,ts_lex,110,anon_sym_GT
python,ts_lex,111,anon_sym_GT
python,ts_lex,112,anon_sym_LT_GT
python,ts_lex,113,anon_sym_PLUS_EQ
python,ts_lex,114,anon_sym_DASH_EQ
python,ts_lex,115,anon_sym_STAR_EQ
python,ts_lex,116,anon_sym_SLASH_EQ
python,ts_lex,117,anon_sym_AT_EQ
python,ts_lex,118,anon_sym_SLASH_SLASH_EQ
python,ts_lex,119,anon_sym_PERCENT_EQ
python,ts_lex,120,anon_sym_STAR_STAR_EQ
python,ts_lex,121,anon_sym_GT_GT_EQ
python,ts_lex,122,anon_sym_LT_LT_EQ
python,ts_lex,123,anon_sym_AMP_EQ
python,ts_lex,124,anon_sym_CARET_EQ
python,ts_lex,125,anon_sym_PIPE_EQ
python,ts_lex,126,sym_ellipsis
python,ts_lex,127,sym_escape_sequence
python,ts_lex,128,sym_escape_sequence
