language,construct_id,construct,evidence_name,parser_symbol,parser_symbol_id,resolved,implementation_class,implementation_role_vector
julia,C014,Literal,string_literal,sym_string_literal,209,1,IMPL_980f8398de6d,00000000001000000000010000000000
nim,C014,Literal,_generalized_string_literal,sym__generalized_string_literal,312,1,IMPL_980f8398de6d,00000000001000000000010000000000
nim,C014,Literal,_literal,sym__literal,329,1,IMPL_980f8398de6d,00000000001000000000010000000000
nim,C014,Literal,_string_literal,sym__string_literal,332,1,IMPL_980f8398de6d,00000000001000000000010000000000
nim,C014,Literal,char_literal,sym_char_literal,331,1,IMPL_980f8398de6d,00000000001000000000010000000000
nim,C014,Literal,custom_numeric_literal,sym_custom_numeric_literal,98,1,IMPL_980f8398de6d,00000000001000000000010000000000
nim,C014,Literal,float_literal,sym_float_literal,97,1,IMPL_980f8398de6d,00000000001000000000010000000000
nim,C014,Literal,integer_literal,sym_integer_literal,96,1,IMPL_980f8398de6d,00000000001000000000010000000000
nim,C014,Literal,interpreted_string_literal,sym_interpreted_string_literal,333,1,IMPL_980f8398de6d,00000000001000000000010000000000
nim,C014,Literal,long_string_literal,sym_long_string_literal,338,1,IMPL_980f8398de6d,00000000001000000000010000000000
nim,C014,Literal,nil_literal,sym_nil_literal,330,1,IMPL_980f8398de6d,00000000001000000000010000000000
nim,C014,Literal,raw_string_literal,sym_raw_string_literal,335,1,IMPL_980f8398de6d,00000000001000000000010000000000
csharp,C014,Literal,boolean_literal,sym_boolean_literal,457,1,IMPL_980f8398de6d,00000000001000000000010000000000
csharp,C014,Literal,character_literal,sym_character_literal,454,1,IMPL_980f8398de6d,00000000001000000000010000000000
csharp,C014,Literal,character_literal_content,sym_character_literal_content,172,1,IMPL_980f8398de6d,00000000001000000000010000000000
csharp,C014,Literal,integer_literal,sym_integer_literal,173,1,IMPL_980f8398de6d,00000000001000000000010000000000
csharp,C014,Literal,literal,sym_literal,453,1,IMPL_980f8398de6d,00000000001000000000010000000000
csharp,C014,Literal,null_literal,sym_null_literal,170,1,IMPL_980f8398de6d,00000000001000000000010000000000
csharp,C014,Literal,raw_string_literal,sym_raw_string_literal,456,1,IMPL_980f8398de6d,00000000001000000000010000000000
csharp,C014,Literal,real_literal,sym_real_literal,174,1,IMPL_980f8398de6d,00000000001000000000010000000000
csharp,C014,Literal,string_literal,sym_string_literal,455,1,IMPL_980f8398de6d,00000000001000000000010000000000
csharp,C014,Literal,string_literal_content,sym_string_literal_content,176,1,IMPL_980f8398de6d,00000000001000000000010000000000
csharp,C014,Literal,string_literal_encoding,sym_string_literal_encoding,178,1,IMPL_980f8398de6d,00000000001000000000010000000000
csharp,C014,Literal,verbatim_string_literal,sym_verbatim_string_literal,179,1,IMPL_980f8398de6d,00000000001000000000010000000000
java,C014,Literal,_literal,sym__literal,140,1,IMPL_980f8398de6d,00000000001000000000010000000000
java,C014,Literal,_multiline_string_literal,sym__multiline_string_literal,143,1,IMPL_980f8398de6d,00000000001000000000010000000000
java,C014,Literal,_string_literal,sym__string_literal,142,1,IMPL_980f8398de6d,00000000001000000000010000000000
java,C014,Literal,binary_integer_literal,sym_binary_integer_literal,5,1,IMPL_980f8398de6d,00000000001000000000010000000000
java,C014,Literal,character_literal,sym_character_literal,10,1,IMPL_980f8398de6d,00000000001000000000010000000000
java,C014,Literal,class_literal,sym_class_literal,161,1,IMPL_980f8398de6d,00000000001000000000010000000000
java,C014,Literal,decimal_floating_point_literal,sym_decimal_floating_point_literal,6,1,IMPL_980f8398de6d,00000000001000000000010000000000
java,C014,Literal,decimal_integer_literal,sym_decimal_integer_literal,2,1,IMPL_980f8398de6d,00000000001000000000010000000000
java,C014,Literal,hex_floating_point_literal,sym_hex_floating_point_literal,7,1,IMPL_980f8398de6d,00000000001000000000010000000000
java,C014,Literal,hex_integer_literal,sym_hex_integer_literal,3,1,IMPL_980f8398de6d,00000000001000000000010000000000
java,C014,Literal,null_literal,sym_null_literal,20,1,IMPL_980f8398de6d,00000000001000000000010000000000
java,C014,Literal,octal_integer_literal,sym_octal_integer_literal,4,1,IMPL_980f8398de6d,00000000001000000000010000000000
java,C014,Literal,string_literal,sym_string_literal,141,1,IMPL_980f8398de6d,00000000001000000000010000000000
kotlin,C014,Literal,_function_literal,sym__function_literal,273,1,IMPL_980f8398de6d,00000000001000000000010000000000
kotlin,C014,Literal,_uni_character_literal,sym__uni_character_literal,340,1,IMPL_980f8398de6d,00000000001000000000010000000000
kotlin,C014,Literal,bin_literal,sym_bin_literal,132,1,IMPL_980f8398de6d,00000000001000000000010000000000
kotlin,C014,Literal,boolean_literal,sym_boolean_literal,336,1,IMPL_980f8398de6d,00000000001000000000010000000000
kotlin,C014,Literal,character_literal,sym_character_literal,337,1,IMPL_980f8398de6d,00000000001000000000010000000000
kotlin,C014,Literal,collection_literal,sym_collection_literal,264,1,IMPL_980f8398de6d,00000000001000000000010000000000
kotlin,C014,Literal,hex_literal,sym_hex_literal,131,1,IMPL_980f8398de6d,00000000001000000000010000000000
kotlin,C014,Literal,integer_literal,sym_integer_literal,130,1,IMPL_980f8398de6d,00000000001000000000010000000000
kotlin,C014,Literal,lambda_literal,sym_lambda_literal,268,1,IMPL_980f8398de6d,00000000001000000000010000000000
kotlin,C014,Literal,long_literal,sym_long_literal,335,1,IMPL_980f8398de6d,00000000001000000000010000000000
kotlin,C014,Literal,null_literal,sym_null_literal,139,1,IMPL_980f8398de6d,00000000001000000000010000000000
kotlin,C014,Literal,object_literal,sym_object_literal,274,1,IMPL_980f8398de6d,00000000001000000000010000000000
kotlin,C014,Literal,real_literal,sym_real_literal,129,1,IMPL_980f8398de6d,00000000001000000000010000000000
kotlin,C014,Literal,string_literal,sym_string_literal,266,1,IMPL_980f8398de6d,00000000001000000000010000000000
kotlin,C014,Literal,unsigned_literal,sym_unsigned_literal,334,1,IMPL_980f8398de6d,00000000001000000000010000000000
swift,C014,Literal,_basic_literal,,,0,IMPL_980f8398de6d,00000000001000000000010000000000
swift,C014,Literal,_extended_regex_literal,,,0,IMPL_980f8398de6d,00000000001000000000010000000000
swift,C014,Literal,_multiline_regex_literal,,,0,IMPL_980f8398de6d,00000000001000000000010000000000
swift,C014,Literal,_oneline_regex_literal,,,0,IMPL_980f8398de6d,00000000001000000000010000000000
swift,C014,Literal,_string_literal,,,0,IMPL_980f8398de6d,00000000001000000000010000000000
swift,C014,Literal,_uni_character_literal,,,0,IMPL_980f8398de6d,00000000001000000000010000000000
swift,C014,Literal,array_literal,,,0,IMPL_980f8398de6d,00000000001000000000010000000000
swift,C014,Literal,bin_literal,,,0,IMPL_980f8398de6d,00000000001000000000010000000000
swift,C014,Literal,boolean_literal,,,0,IMPL_980f8398de6d,00000000001000000000010000000000
swift,C014,Literal,colorLiteral,,,0,IMPL_980f8398de6d,00000000001000000000010000000000
swift,C014,Literal,dictionary_literal,,,0,IMPL_980f8398de6d,00000000001000000000010000000000
swift,C014,Literal,fileLiteral,,,0,IMPL_980f8398de6d,00000000001000000000010000000000
swift,C014,Literal,hex_literal,,,0,IMPL_980f8398de6d,00000000001000000000010000000000
swift,C014,Literal,imageLiteral,,,0,IMPL_980f8398de6d,00000000001000000000010000000000
swift,C014,Literal,integer_literal,,,0,IMPL_980f8398de6d,00000000001000000000010000000000
swift,C014,Literal,lambda_literal,,,0,IMPL_980f8398de6d,00000000001000000000010000000000
swift,C014,Literal,line_string_literal,,,0,IMPL_980f8398de6d,00000000001000000000010000000000
swift,C014,Literal,multi_line_string_literal,,,0,IMPL_980f8398de6d,00000000001000000000010000000000
swift,C014,Literal,nil_literal,,,0,IMPL_980f8398de6d,00000000001000000000010000000000
swift,C014,Literal,oct_literal,,,0,IMPL_980f8398de6d,00000000001000000000010000000000
swift,C014,Literal,playground_literal,,,0,IMPL_980f8398de6d,00000000001000000000010000000000
swift,C014,Literal,raw_string_literal,,,0,IMPL_980f8398de6d,00000000001000000000010000000000
swift,C014,Literal,real_literal,,,0,IMPL_980f8398de6d,00000000001000000000010000000000
swift,C014,Literal,regex_literal,,,0,IMPL_980f8398de6d,00000000001000000000010000000000
swift,C014,Literal,special_literal,,,0,IMPL_980f8398de6d,00000000001000000000010000000000
rust,C015,Tuple,tuple_expression,sym_tuple_expression,260,1,IMPL_00b2b59dbd2a,00000000000100000000010000000000
rust,C015,Tuple,tuple_pattern,sym_tuple_pattern,296,1,IMPL_00b2b59dbd2a,00000000000100000000010000000000
rust,C015,Tuple,tuple_struct_pattern,sym_tuple_struct_pattern,298,1,IMPL_00b2b59dbd2a,00000000000100000000010000000000
rust,C015,Tuple,tuple_type,sym_tuple_type,223,1,IMPL_00b2b59dbd2a,00000000000100000000010000000000
python,C015,Tuple,_tuple_pattern,sym__tuple_pattern,169,1,IMPL_00b2b59dbd2a,00000000000100000000010000000000
python,C015,Tuple,tuple,sym_tuple,218,1,IMPL_00b2b59dbd2a,00000000000100000000010000000000
python,C015,Tuple,tuple_expression,sym_tuple_expression,123,1,IMPL_00b2b59dbd2a,00000000000100000000010000000000
python,C015,Tuple,tuple_pattern,sym_tuple_pattern,180,1,IMPL_00b2b59dbd2a,00000000000100000000010000000000
julia,C015,Tuple,open_tuple,sym_open_tuple,123,1,IMPL_00b2b59dbd2a,00000000000100000000010000000000
julia,C015,Tuple,tuple_expression,sym_tuple_expression,171,1,IMPL_00b2b59dbd2a,00000000000100000000010000000000
nim,C015,Tuple,_tuple_declaration,sym__tuple_declaration,200,1,IMPL_00b2b59dbd2a,00000000000100000000010000000000
nim,C015,Tuple,_tuple_field_declaration_list,sym__tuple_field_declaration_list,279,1,IMPL_00b2b59dbd2a,00000000000100000000010000000000
nim,C015,Tuple,tuple,,,0,IMPL_00b2b59dbd2a,00000000000100000000010000000000
nim,C015,Tuple,tuple_construction,sym_tuple_construction,310,1,IMPL_00b2b59dbd2a,00000000000100000000010000000000
nim,C015,Tuple,tuple_deconstruct_declaration,sym_tuple_deconstruct_declaration,326,1,IMPL_00b2b59dbd2a,00000000000100000000010000000000
nim,C015,Tuple,tuple_type,sym_tuple_type,273,1,IMPL_00b2b59dbd2a,00000000000100000000010000000000
csharp,C015,Tuple,tuple_element,sym_tuple_element,316,1,IMPL_00b2b59dbd2a,00000000000100000000010000000000
csharp,C015,Tuple,tuple_expression,sym_tuple_expression,452,1,IMPL_00b2b59dbd2a,00000000000100000000010000000000
csharp,C015,Tuple,tuple_pattern,sym_tuple_pattern,284,1,IMPL_00b2b59dbd2a,00000000000100000000010000000000
csharp,C015,Tuple,tuple_type,sym_tuple_type,315,1,IMPL_00b2b59dbd2a,00000000000100000000010000000000
swift,C015,Tuple,_tuple_pattern,,,0,IMPL_00b2b59dbd2a,00000000000100000000010000000000
swift,C015,Tuple,_tuple_pattern_item,,,0,IMPL_00b2b59dbd2a,00000000000100000000010000000000
swift,C015,Tuple,_tuple_type_item_identifier,,,0,IMPL_00b2b59dbd2a,00000000000100000000010000000000
swift,C015,Tuple,tuple_expression,,,0,IMPL_00b2b59dbd2a,00000000000100000000010000000000
swift,C015,Tuple,tuple_type,,,0,IMPL_00b2b59dbd2a,00000000000100000000010000000000
swift,C015,Tuple,tuple_type_item,,,0,IMPL_00b2b59dbd2a,00000000000100000000010000000000
go,C016,AggregateCollection,argument_list,sym_argument_list,174,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
go,C016,AggregateCollection,expression_list,sym_expression_list,117,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
go,C016,AggregateCollection,field_declaration_list,sym_field_declaration_list,128,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
go,C016,AggregateCollection,field_name_list,,,0,IMPL_6521a7e37bbf,00000000000100000000010000000000
go,C016,AggregateCollection,import_spec_list,sym_import_spec_list,100,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
go,C016,AggregateCollection,parameter_list,sym_parameter_list,111,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
go,C016,AggregateCollection,special_argument_list,sym_special_argument_list,173,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
go,C016,AggregateCollection,statement_list,sym_statement_list,137,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
go,C016,AggregateCollection,type_parameter_list,sym_type_parameter_list,109,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
go,C016,AggregateCollection,var_spec_list,sym_var_spec_list,106,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
rust,C016,AggregateCollection,declaration_list,sym_declaration_list,175,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
rust,C016,AggregateCollection,enum_variant_list,sym_enum_variant_list,179,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
rust,C016,AggregateCollection,field_declaration_list,sym_field_declaration_list,181,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
rust,C016,AggregateCollection,field_initializer_list,sym_field_initializer_list,263,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
rust,C016,AggregateCollection,ordered_field_declaration_list,sym_ordered_field_declaration_list,183,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
rust,C016,AggregateCollection,scoped_use_list,sym_scoped_use_list,206,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
rust,C016,AggregateCollection,use_list,sym_use_list,207,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,_old_style_parameter_list,,,0,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,argument_list,sym_argument_list,366,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,declaration_list,sym_declaration_list,276,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,enumerator_list,sym_enumerator_list,308,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,field_declaration_list,sym_field_declaration_list,311,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,field_initializer_list,sym_field_initializer_list,418,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,gnu_asm_clobber_list,sym_gnu_asm_clobber_list,363,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,gnu_asm_goto_list,sym_gnu_asm_goto_list,364,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,gnu_asm_input_operand_list,sym_gnu_asm_input_operand_list,361,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,gnu_asm_output_operand_list,sym_gnu_asm_output_operand_list,359,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,initializer_list,sym_initializer_list,370,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,parameter_list,sym_parameter_list,316,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,preproc_argument_list,sym_preproc_argument_list,258,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,preproc_elif_in_enumerator_list,sym_preproc_elif_in_enumerator_list,246,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,preproc_elif_in_field_declaration_list,sym_preproc_elif_in_field_declaration_list,241,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,preproc_elifdef_in_enumerator_list,sym_preproc_elifdef_in_enumerator_list,247,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,preproc_elifdef_in_field_declaration_list,sym_preproc_elifdef_in_field_declaration_list,242,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,preproc_else_in_enumerator_list,sym_preproc_else_in_enumerator_list,245,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,preproc_else_in_field_declaration_list,sym_preproc_else_in_field_declaration_list,240,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,preproc_if_in_enumerator_list,sym_preproc_if_in_enumerator_list,243,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,preproc_if_in_field_declaration_list,sym_preproc_if_in_field_declaration_list,238,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,preproc_ifdef_in_enumerator_list,sym_preproc_ifdef_in_enumerator_list,244,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,preproc_ifdef_in_field_declaration_list,sym_preproc_ifdef_in_field_declaration_list,239,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,requires_parameter_list,sym_requires_parameter_list,483,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,subscript_argument_list,sym_subscript_argument_list,470,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,template_argument_list,sym_template_argument_list,449,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
cpp,C016,AggregateCollection,template_parameter_list,sym_template_parameter_list,407,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
c,C016,AggregateCollection,_old_style_parameter_list,sym__old_style_parameter_list,259,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
c,C016,AggregateCollection,argument_list,sym_argument_list,309,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
c,C016,AggregateCollection,declaration_list,sym_declaration_list,213,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
c,C016,AggregateCollection,enumerator_list,sym_enumerator_list,248,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
c,C016,AggregateCollection,field_declaration_list,sym_field_declaration_list,251,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
c,C016,AggregateCollection,gnu_asm_clobber_list,sym_gnu_asm_clobber_list,306,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
c,C016,AggregateCollection,gnu_asm_goto_list,sym_gnu_asm_goto_list,307,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
c,C016,AggregateCollection,gnu_asm_input_operand_list,sym_gnu_asm_input_operand_list,304,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
c,C016,AggregateCollection,gnu_asm_output_operand_list,sym_gnu_asm_output_operand_list,302,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
c,C016,AggregateCollection,initializer_list,sym_initializer_list,313,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
c,C016,AggregateCollection,parameter_list,sym_parameter_list,258,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
c,C016,AggregateCollection,preproc_argument_list,sym_preproc_argument_list,194,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
c,C016,AggregateCollection,preproc_elif_in_enumerator_list,sym_preproc_elif_in_enumerator_list,182,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
c,C016,AggregateCollection,preproc_elif_in_field_declaration_list,sym_preproc_elif_in_field_declaration_list,177,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
c,C016,AggregateCollection,preproc_elifdef_in_enumerator_list,sym_preproc_elifdef_in_enumerator_list,183,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
c,C016,AggregateCollection,preproc_elifdef_in_field_declaration_list,sym_preproc_elifdef_in_field_declaration_list,178,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
c,C016,AggregateCollection,preproc_else_in_enumerator_list,sym_preproc_else_in_enumerator_list,181,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
c,C016,AggregateCollection,preproc_else_in_field_declaration_list,sym_preproc_else_in_field_declaration_list,176,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
c,C016,AggregateCollection,preproc_if_in_enumerator_list,sym_preproc_if_in_enumerator_list,179,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
c,C016,AggregateCollection,preproc_if_in_field_declaration_list,sym_preproc_if_in_field_declaration_list,174,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
c,C016,AggregateCollection,preproc_ifdef_in_enumerator_list,sym_preproc_ifdef_in_enumerator_list,180,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
c,C016,AggregateCollection,preproc_ifdef_in_field_declaration_list,sym_preproc_ifdef_in_field_declaration_list,175,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
python,C016,AggregateCollection,_import_list,sym__import_list,116,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
python,C016,AggregateCollection,argument_list,sym_argument_list,158,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
python,C016,AggregateCollection,dictionary,sym_dictionary,219,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
python,C016,AggregateCollection,dictionary_comprehension,sym_dictionary_comprehension,222,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
python,C016,AggregateCollection,dictionary_splat,sym_dictionary_splat,150,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
python,C016,AggregateCollection,dictionary_splat_pattern,sym_dictionary_splat_pattern,185,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
python,C016,AggregateCollection,expression_list,sym_expression_list,162,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
python,C016,AggregateCollection,list,sym_list,216,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
python,C016,AggregateCollection,pattern_list,sym_pattern_list,201,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
zig,C016,AggregateCollection,initializer_list,sym_initializer_list,238,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
julia,C016,AggregateCollection,_import_list,sym__import_list,154,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
julia,C016,AggregateCollection,argument_list,alias_sym_argument_list,243,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
julia,C016,AggregateCollection,macro_argument_list,sym_macro_argument_list,183,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,_block_statement_list,sym__block_statement_list,144,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,_call_argument_list,sym__call_argument_list,256,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,_call_block_argument_list,sym__call_block_argument_list,251,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,_call_do_argument_list,sym__call_do_argument_list,254,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,_colon_equal_expression_list,sym__colon_equal_expression_list,316,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,_command_block_argument_list,sym__command_block_argument_list,248,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,_command_complex_expression_argument_list,sym__command_complex_expression_argument_list,258,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,_command_expression_argument_list,sym__command_expression_argument_list,260,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,_command_statement_argument_list,sym__command_statement_argument_list,246,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,_concept_parameter_list,sym__concept_parameter_list,214,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,_dot_generic_argument_list,sym__dot_generic_argument_list,263,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,_equal_expression_list,sym__equal_expression_list,315,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,_field_declaration_list,sym__field_declaration_list,323,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,_line_statement_list,sym__line_statement_list,143,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,_object_field_declaration_branch_list,sym__object_field_declaration_branch_list,202,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,_object_field_declaration_list,sym__object_field_declaration_list,203,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,_parameter_declaration_list,sym__parameter_declaration_list,322,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,_semi_statement_list,aux_sym__semi_statement_list,145,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,_tuple_field_declaration_list,sym__tuple_field_declaration_list,279,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,argument_list,,,0,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,array_construction,sym_array_construction,308,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,expression_list,sym_expression_list,314,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,field_declaration_list,,,0,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,generic_argument_list,,,0,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,generic_parameter_list,sym_generic_parameter_list,183,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,parameter_declaration_list,sym_parameter_declaration_list,321,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,parameter_list,,,0,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,pragma_list,sym_pragma_list,313,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,refinement_list,sym_refinement_list,213,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,statement_list,sym_statement_list,142,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
nim,C016,AggregateCollection,symbol_declaration_list,sym_symbol_declaration_list,325,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
csharp,C016,AggregateCollection,_attribute_list,sym__attribute_list,229,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
csharp,C016,AggregateCollection,accessor_list,sym_accessor_list,273,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
csharp,C016,AggregateCollection,argument_list,sym_argument_list,283,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
csharp,C016,AggregateCollection,array_creation_expression,sym_array_creation_expression,427,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
csharp,C016,AggregateCollection,attribute_argument_list,sym_attribute_argument_list,226,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
csharp,C016,AggregateCollection,attribute_list,sym_attribute_list,228,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
csharp,C016,AggregateCollection,base_list,sym_base_list,254,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
csharp,C016,AggregateCollection,bracketed_argument_list,sym_bracketed_argument_list,293,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
csharp,C016,AggregateCollection,bracketed_parameter_list,sym_bracketed_parameter_list,276,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
csharp,C016,AggregateCollection,declaration_list,sym_declaration_list,260,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
csharp,C016,AggregateCollection,enum_member_declaration_list,sym_enum_member_declaration_list,240,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
csharp,C016,AggregateCollection,implicit_array_creation_expression,sym_implicit_array_creation_expression,431,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
csharp,C016,AggregateCollection,parameter_list,sym_parameter_list,279,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
csharp,C016,AggregateCollection,preproc_elif_in_attribute_list,sym_preproc_elif_in_attribute_list,474,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
csharp,C016,AggregateCollection,preproc_else_in_attribute_list,sym_preproc_else_in_attribute_list,473,1,IMPL_6521a7e37bbf,00000000000100000000010000000000
