language,action_ref,action_ordinal,entry_count,reusable,action_kind,action_args
cpp,8938,0,1,false,REDUCE,"sym_noexcept, 4, 0, 0"
cpp,8940,0,1,true,REDUCE,"sym_noexcept, 4, 0, 0"
cpp,8942,0,1,false,REDUCE,"sym_lambda_expression, 5, 0, 184"
cpp,8944,0,1,true,REDUCE,"sym_lambda_expression, 5, 0, 184"
cpp,8946,0,1,false,REDUCE,"sym_lambda_expression, 3, 0, 78"
cpp,8948,0,1,true,REDUCE,"sym_lambda_expression, 3, 0, 78"
cpp,8950,0,1,false,REDUCE,"sym_requires_expression, 2, 0, 22"
cpp,8952,0,1,true,REDUCE,"sym_requires_expression, 2, 0, 22"
cpp,8954,0,1,false,REDUCE,"sym_lambda_expression, 2, 0, 33"
cpp,8956,0,1,true,REDUCE,"sym_lambda_expression, 2, 0, 33"
cpp,8958,0,1,true,SHIFT,3056
cpp,8960,0,1,true,SHIFT,6280
cpp,8962,0,1,false,SHIFT,6280
cpp,8964,0,1,true,SHIFT,3012
cpp,8966,0,1,true,SHIFT,6275
cpp,8968,0,1,false,SHIFT,6275
cpp,8970,0,2,true,REDUCE,"sym__function_declarator_seq, 4, 0, 24"
cpp,8970,1,2,true,SHIFT,11416
cpp,8973,0,2,false,REDUCE,"sym__function_declarator_seq, 4, 0, 24"
cpp,8973,1,2,false,SHIFT,11416
cpp,8976,0,2,true,REDUCE,"sym__function_declarator_seq, 4, 0, 24"
cpp,8976,1,2,true,SHIFT,4928
cpp,8979,0,1,false,REDUCE,"sym_throw_specifier, 4, 0, 0"
cpp,8981,0,1,true,REDUCE,"sym_throw_specifier, 4, 0, 0"
cpp,8983,0,2,true,REDUCE,"sym__function_declarator_seq, 4, 0, 24"
cpp,8983,1,2,true,SHIFT,4917
cpp,8986,0,2,true,REDUCE,"sym__function_declarator_seq, 4, 0, 24"
cpp,8986,1,2,true,SHIFT,5257
cpp,8989,0,2,true,REDUCE,"sym__function_declarator_seq, 4, 0, 24"
cpp,8989,1,2,true,SHIFT,7742
cpp,8992,0,1,false,REDUCE,"sym_fold_expression, 3, 0, 41"
cpp,8994,0,1,true,REDUCE,"sym_fold_expression, 3, 0, 41"
cpp,8996,0,1,false,REDUCE,"sym__requirement_clause_constraint, 3, 0, 0"
cpp,8998,0,1,true,REDUCE,"sym__requirement_clause_constraint, 3, 0, 0"
cpp,9000,0,1,false,REDUCE,"sym_constraint_conjunction, 3, 0, 58"
cpp,9002,0,1,true,REDUCE,"sym_constraint_conjunction, 3, 0, 58"
cpp,9004,0,2,false,REDUCE,"sym_qualified_identifier, 2, 1, 34"
cpp,9004,1,2,false,SHIFT,307
cpp,9007,0,1,false,REDUCE,"sym_throw_specifier, 5, 0, 0"
cpp,9009,0,1,true,REDUCE,"sym_throw_specifier, 5, 0, 0"
cpp,9011,0,1,false,REDUCE,"sym_requirement_seq, 3, 0, 0"
cpp,9013,0,1,true,REDUCE,"sym_requirement_seq, 3, 0, 0"
cpp,9015,0,2,false,REDUCE,"sym__function_declarator_seq, 5, 0, 24"
cpp,9015,1,2,false,SHIFT,3651
cpp,9018,0,2,false,REDUCE,"sym__function_declarator_seq, 5, 0, 24"
cpp,9018,1,2,false,SHIFT,7749
cpp,9021,0,2,false,REDUCE,"sym__function_declarator_seq, 6, 0, 24"
cpp,9021,1,2,false,SHIFT,3651
cpp,9024,0,2,false,REDUCE,"sym__function_declarator_seq, 6, 0, 24"
cpp,9024,1,2,false,SHIFT,7749
cpp,9027,0,1,false,REDUCE,"sym_noexcept, 1, 0, 0"
cpp,9029,0,1,true,REDUCE,"sym_noexcept, 1, 0, 0"
cpp,9031,0,1,true,SHIFT,1421
cpp,9033,0,1,false,REDUCE,"sym_array_type_declarator, 3, 0, 27"
cpp,9035,0,1,true,REDUCE,"sym_array_type_declarator, 3, 0, 27"
cpp,9037,0,1,false,REDUCE,"sym_parenthesized_type_declarator, 3, -10, 0"
cpp,9039,0,1,true,REDUCE,"sym_parenthesized_type_declarator, 3, -10, 0"
cpp,9041,0,1,false,REDUCE,"sym_array_type_declarator, 4, 0, 27"
cpp,9043,0,1,true,REDUCE,"sym_array_type_declarator, 4, 0, 27"
cpp,9045,0,1,false,REDUCE,"sym_array_type_declarator, 5, 0, 182"
cpp,9047,0,1,true,REDUCE,"sym_array_type_declarator, 5, 0, 182"
cpp,9049,0,1,false,SHIFT,3605
cpp,9051,0,1,false,SHIFT,11316
cpp,9053,0,2,false,REDUCE,"aux_sym__type_definition_type_repeat1, 2, 0, 0"
cpp,9053,1,2,false,SHIFT_REPEAT,3497
cpp,9056,0,2,false,REDUCE,"aux_sym__type_definition_type_repeat1, 2, 0, 0"
cpp,9056,1,2,false,SHIFT_REPEAT,11094
cpp,9059,0,1,false,REDUCE,"sym_function_type_declarator, 2, 0, 92"
cpp,9061,0,1,true,REDUCE,"sym_function_type_declarator, 2, 0, 92"
cpp,9063,0,1,false,REDUCE,"sym__type_declarator, 1, 0, 43"
cpp,9065,0,1,true,REDUCE,"sym__type_declarator, 1, 0, 43"
cpp,9067,0,1,false,REDUCE,"sym__type_declarator, 1, 0, 0"
cpp,9069,0,1,true,REDUCE,"sym__type_declarator, 1, 0, 0"
cpp,9071,0,1,false,REDUCE,"sym__function_attributes_end, 3, 0, 0"
cpp,9073,0,1,true,REDUCE,"sym__function_attributes_end, 3, 0, 0"
cpp,9075,0,1,true,REDUCE,"aux_sym_attributed_declarator_repeat1, 2, 0, 0"
cpp,9077,0,2,true,REDUCE,"aux_sym_attributed_declarator_repeat1, 2, 0, 0"
cpp,9077,1,2,true,SHIFT_REPEAT,9280
cpp,9080,0,1,false,REDUCE,"sym__type_declarator, 1, 0, 1"
cpp,9082,0,1,true,REDUCE,"sym__type_declarator, 1, 0, 1"
cpp,9084,0,1,false,REDUCE,"sym__type_declarator, 1, 0, 44"
cpp,9086,0,1,true,REDUCE,"sym__type_declarator, 1, 0, 44"
cpp,9088,0,1,false,REDUCE,"sym_parenthesized_type_declarator, 4, -10, 0"
cpp,9090,0,1,true,REDUCE,"sym_parenthesized_type_declarator, 4, -10, 0"
cpp,9092,0,2,false,REDUCE,"sym_qualified_identifier, 2, 1, 34"
cpp,9092,1,2,false,SHIFT,311
cpp,9095,0,1,false,REDUCE,"sym_array_type_declarator, 4, 0, 124"
cpp,9097,0,1,true,REDUCE,"sym_array_type_declarator, 4, 0, 124"
cpp,9099,0,1,true,SHIFT,316
cpp,9101,0,1,false,SHIFT,3295
cpp,9103,0,1,false,SHIFT,3299
cpp,9105,0,1,false,SHIFT,3300
cpp,9107,0,2,false,REDUCE,"aux_sym_sized_type_specifier_repeat1, 2, 0, 0"
cpp,9107,1,2,false,SHIFT_REPEAT,3295
cpp,9110,0,1,false,SHIFT,3319
cpp,9112,0,1,false,SHIFT,3320
cpp,9114,0,1,false,SHIFT,3284
cpp,9116,0,1,false,REDUCE,"sym__string, 1, 0, 0"
cpp,9118,0,1,true,REDUCE,"sym__string, 1, 0, 0"
cpp,9120,0,1,false,REDUCE,"sym_template_parameter_list, 2, 0, 0"
cpp,9122,0,1,true,REDUCE,"sym_template_parameter_list, 2, 0, 0"
cpp,9124,0,2,false,REDUCE,"sym__function_declarator_seq, 4, 0, 24"
cpp,9124,1,2,false,SHIFT,4913
cpp,9127,0,1,false,SHIFT,3753
cpp,9129,0,1,false,REDUCE,"sym_template_parameter_list, 4, 0, 0"
cpp,9131,0,1,true,REDUCE,"sym_template_parameter_list, 4, 0, 0"
cpp,9133,0,2,true,REDUCE,"sym__function_declarator_seq, 4, 0, 24"
cpp,9133,1,2,true,SHIFT,5677
cpp,9136,0,2,true,REDUCE,"sym__function_declarator_seq, 4, 0, 24"
cpp,9136,1,2,true,SHIFT,7756
cpp,9139,0,1,false,REDUCE,"sym__function_postfix, 1, 0, 0"
cpp,9141,0,1,true,REDUCE,"sym__function_postfix, 1, 0, 0"
cpp,9143,0,1,false,REDUCE,"aux_sym__function_postfix_repeat1, 2, 0, 0"
cpp,9145,0,1,true,REDUCE,"aux_sym__function_postfix_repeat1, 2, 0, 0"
cpp,9147,0,2,false,REDUCE,"aux_sym__function_postfix_repeat1, 2, 0, 0"
cpp,9147,1,2,false,SHIFT_REPEAT,3651
cpp,9150,0,1,false,REDUCE,"sym_template_parameter_list, 3, 0, 0"
cpp,9152,0,1,true,REDUCE,"sym_template_parameter_list, 3, 0, 0"
cpp,9154,0,1,false,SHIFT,3290
cpp,9156,0,2,false,REDUCE,"sym_sized_type_specifier, 1, 0, 0"
cpp,9156,1,2,false,SHIFT,3877
cpp,9159,0,1,false,SHIFT,3802
cpp,9161,0,2,false,REDUCE,"sym_sized_type_specifier, 1, 0, 0"
cpp,9161,1,2,false,SHIFT,11451
cpp,9164,0,1,false,SHIFT,3302
cpp,9166,0,2,false,REDUCE,"sym_sized_type_specifier, 2, 0, 0"
cpp,9166,1,2,false,SHIFT,3877
cpp,9169,0,2,false,REDUCE,"sym_sized_type_specifier, 2, 0, 0"
cpp,9169,1,2,false,SHIFT,11451
cpp,9172,0,1,false,SHIFT,4021
cpp,9174,0,2,false,REDUCE,"sym_sized_type_specifier, 1, 0, 0"
cpp,9174,1,2,false,SHIFT,3945
cpp,9177,0,1,false,SHIFT,3764
cpp,9179,0,2,false,REDUCE,"sym_sized_type_specifier, 1, 0, 0"
cpp,9179,1,2,false,SHIFT,11443
cpp,9182,0,1,false,SHIFT,4019
cpp,9184,0,1,false,SHIFT,4038
cpp,9186,0,2,false,REDUCE,"sym_sized_type_specifier, 2, 0, 0"
cpp,9186,1,2,false,SHIFT,3945
cpp,9189,0,1,false,SHIFT,4039
cpp,9191,0,2,false,REDUCE,"sym_sized_type_specifier, 2, 0, 0"
cpp,9191,1,2,false,SHIFT,11443
cpp,9194,0,1,false,SHIFT,4037
cpp,9196,0,2,true,REDUCE,"sym__function_declarator_seq, 2, 0, 24"
cpp,9196,1,2,true,SHIFT,4325
cpp,9199,0,2,false,REDUCE,"sym__function_declarator_seq, 2, 0, 24"
cpp,9199,1,2,false,SHIFT,4325
cpp,9202,0,2,true,REDUCE,"sym__function_declarator_seq, 2, 0, 24"
cpp,9202,1,2,true,SHIFT,4925
cpp,9205,0,2,false,REDUCE,"sym__function_declarator_seq, 2, 0, 24"
cpp,9205,1,2,false,SHIFT,5278
cpp,9208,0,2,false,REDUCE,"sym__function_declarator_seq, 2, 0, 24"
cpp,9208,1,2,false,SHIFT,7741
cpp,9211,0,2,true,REDUCE,"sym__function_declarator_seq, 2, 0, 24"
cpp,9211,1,2,true,SHIFT,4939
cpp,9214,0,1,true,SHIFT,3537
cpp,9216,0,2,true,REDUCE,"sym__function_declarator_seq, 2, 0, 24"
cpp,9216,1,2,true,SHIFT,5278
cpp,9219,0,2,true,REDUCE,"sym__function_declarator_seq, 2, 0, 24"
cpp,9219,1,2,true,SHIFT,7769
cpp,9222,0,1,true,REDUCE,"sym_destructor_name, 2, 0, 0"
cpp,9224,0,1,false,REDUCE,"sym_destructor_name, 2, 0, 0"
cpp,9226,0,1,false,REDUCE,"sym_new_expression, 2, 0, 21"
cpp,9228,0,1,true,REDUCE,"sym_new_expression, 2, 0, 21"
cpp,9230,0,1,true,SHIFT,1295
cpp,9232,0,1,true,SHIFT,1830
cpp,9234,0,1,true,SHIFT,2607
cpp,9236,0,2,true,REDUCE,"sym__declarator, 1, 0, 0"
cpp,9236,1,2,true,REDUCE,"sym_expression, 1, 0, 0"
cpp,9239,0,2,false,REDUCE,"sym__declarator, 1, 0, 0"
cpp,9239,1,2,false,REDUCE,"sym_expression, 1, 0, 0"
cpp,9242,0,1,true,SHIFT,3582
cpp,9244,0,1,false,SHIFT,11315
cpp,9246,0,1,true,SHIFT,942
cpp,9248,0,1,false,REDUCE,"sym_new_expression, 3, 0, 46"
cpp,9250,0,1,true,REDUCE,"sym_new_expression, 3, 0, 46"
cpp,9252,0,1,true,SHIFT,3583
cpp,9254,0,1,false,SHIFT,3576
cpp,9256,0,1,false,REDUCE,"sym_new_expression, 3, 0, 68"
cpp,9258,0,1,true,REDUCE,"sym_new_expression, 3, 0, 68"
cpp,9260,0,1,false,SHIFT,1353
cpp,9262,0,2,false,REDUCE,"sym_qualified_type_identifier, 2, 1, 35"
cpp,9262,1,2,false,SHIFT,320
cpp,9265,0,2,false,REDUCE,"aux_sym_concatenated_string_repeat1, 2, 0, 0"
cpp,9265,1,2,false,SHIFT_REPEAT,3576
cpp,9268,0,2,true,REDUCE,"aux_sym_concatenated_string_repeat1, 2, 0, 0"
cpp,9268,1,2,true,SHIFT_REPEAT,9475
cpp,9271,0,2,true,REDUCE,"aux_sym_concatenated_string_repeat1, 2, 0, 0"
cpp,9271,1,2,true,SHIFT_REPEAT,10613
cpp,9274,0,1,false,REDUCE,"sym_new_expression, 4, 0, 96"
cpp,9276,0,1,true,REDUCE,"sym_new_expression, 4, 0, 96"
cpp,9278,0,1,true,SHIFT,3518
cpp,9280,0,1,true,SHIFT,3519
cpp,9282,0,1,false,SHIFT,3565
cpp,9284,0,2,false,REDUCE,"sym_expression, 1, 0, 0"
cpp,9284,1,2,false,SHIFT,301
cpp,9287,0,2,true,REDUCE,"sym__function_declarator_seq, 3, 0, 24"
cpp,9287,1,2,true,SHIFT,4939
cpp,9290,0,2,true,REDUCE,"sym__function_declarator_seq, 3, 0, 24"
cpp,9290,1,2,true,SHIFT,5278
cpp,9293,0,2,true,REDUCE,"sym__function_declarator_seq, 3, 0, 24"
cpp,9293,1,2,true,SHIFT,7769
cpp,9296,0,1,false,REDUCE,"sym_trailing_return_type, 2, 0, 0"
cpp,9298,0,1,true,REDUCE,"sym_trailing_return_type, 2, 0, 0"
cpp,9300,0,1,false,REDUCE,"sym_pointer_type_declarator, 5, 1, 180"
cpp,9302,0,1,true,REDUCE,"sym_pointer_type_declarator, 5, 1, 180"
cpp,9304,0,1,true,SHIFT,2319
cpp,9306,0,1,false,SHIFT,1048
cpp,9308,0,1,false,REDUCE,"sym_abstract_array_declarator, 2, 0, 0"
cpp,9310,0,1,true,REDUCE,"sym_abstract_array_declarator, 2, 0, 0"
cpp,9312,0,1,true,SHIFT,11315
cpp,9314,0,1,true,SHIFT,870
cpp,9316,0,1,false,REDUCE,"sym_abstract_function_declarator, 2, 0, 25"
cpp,9318,0,1,true,REDUCE,"sym_abstract_function_declarator, 2, 0, 25"
cpp,9320,0,1,false,SHIFT,3629
cpp,9322,0,1,false,REDUCE,"sym_constraint_disjunction, 3, 0, 58"
cpp,9324,0,1,true,REDUCE,"sym_constraint_disjunction, 3, 0, 58"
cpp,9326,0,1,true,SHIFT,7774
cpp,9328,0,1,false,SHIFT,7774
cpp,9330,0,2,false,REDUCE,"sym_qualified_type_identifier, 2, 1, 35"
cpp,9330,1,2,false,SHIFT,318
cpp,9333,0,1,false,REDUCE,"sym__abstract_declarator, 1, 0, 0"
cpp,9335,0,1,true,REDUCE,"sym__abstract_declarator, 1, 0, 0"
cpp,9337,0,1,false,REDUCE,"sym_abstract_function_declarator, 1, 0, 40"
cpp,9339,0,1,true,REDUCE,"sym_abstract_function_declarator, 1, 0, 40"
cpp,9341,0,2,false,REDUCE,"aux_sym_concatenated_string_repeat1, 2, 0, 0"
cpp,9341,1,2,false,SHIFT_REPEAT,3629
cpp,9344,0,2,true,REDUCE,"aux_sym_concatenated_string_repeat1, 2, 0, 0"
cpp,9344,1,2,true,SHIFT_REPEAT,9506
cpp,9347,0,2,true,REDUCE,"aux_sym_concatenated_string_repeat1, 2, 0, 0"
cpp,9347,1,2,true,SHIFT_REPEAT,10589
cpp,9350,0,1,false,SHIFT,3618
cpp,9352,0,2,true,REDUCE,"sym__function_declarator_seq, 3, 0, 24"
cpp,9352,1,2,true,SHIFT,4925
cpp,9355,0,2,false,REDUCE,"sym__function_declarator_seq, 3, 0, 24"
cpp,9355,1,2,false,SHIFT,5278
cpp,9358,0,2,false,REDUCE,"sym__function_declarator_seq, 3, 0, 24"
cpp,9358,1,2,false,SHIFT,7741
cpp,9361,0,1,false,REDUCE,"sym_abstract_parenthesized_declarator, 3, 0, 0"
cpp,9363,0,1,true,REDUCE,"sym_abstract_parenthesized_declarator, 3, 0, 0"
cpp,9365,0,1,false,REDUCE,"sym_abstract_array_declarator, 3, 0, 135"
cpp,9367,0,1,true,REDUCE,"sym_abstract_array_declarator, 3, 0, 135"
cpp,9369,0,1,false,REDUCE,"sym_abstract_array_declarator, 3, 0, 0"
cpp,9371,0,1,true,REDUCE,"sym_abstract_array_declarator, 3, 0, 0"
cpp,9373,0,1,false,REDUCE,"sym_abstract_array_declarator, 3, 0, 27"
cpp,9375,0,1,true,REDUCE,"sym_abstract_array_declarator, 3, 0, 27"
cpp,9377,0,1,false,REDUCE,"sym_new_expression, 4, 0, 117"
cpp,9379,0,1,true,REDUCE,"sym_new_expression, 4, 0, 117"
cpp,9381,0,1,false,REDUCE,"sym_new_expression, 5, 0, 143"
cpp,9383,0,1,true,REDUCE,"sym_new_expression, 5, 0, 143"
cpp,9385,0,1,true,SHIFT,7791
cpp,9387,0,1,false,SHIFT,7791
cpp,9389,0,1,false,REDUCE,"sym_virtual_specifier, 1, 0, 0"
cpp,9391,0,1,true,REDUCE,"sym_virtual_specifier, 1, 0, 0"
cpp,9393,0,1,false,REDUCE,"sym_requires_clause, 2, 0, 23"
cpp,9395,0,1,true,REDUCE,"sym_requires_clause, 2, 0, 23"
cpp,9397,0,1,true,SHIFT,7790
cpp,9399,0,1,false,SHIFT,7790
cpp,9401,0,2,false,REDUCE,"aux_sym__type_definition_type_repeat1, 2, 0, 0"
cpp,9401,1,2,false,SHIFT_REPEAT,3877
cpp,9404,0,2,false,REDUCE,"aux_sym__type_definition_type_repeat1, 2, 0, 0"
cpp,9404,1,2,false,SHIFT_REPEAT,11451
cpp,9407,0,1,false,REDUCE,"sym_abstract_parenthesized_declarator, 4, 0, 0"
cpp,9409,0,1,true,REDUCE,"sym_abstract_parenthesized_declarator, 4, 0, 0"
cpp,9411,0,1,true,SHIFT,8111
cpp,9413,0,1,true,SHIFT,8824
cpp,9415,0,1,false,REDUCE,"sym_abstract_array_declarator, 4, 0, 187"
cpp,9417,0,1,true,REDUCE,"sym_abstract_array_declarator, 4, 0, 187"
cpp,9419,0,1,false,REDUCE,"sym_abstract_array_declarator, 4, 0, 124"
cpp,9421,0,1,true,REDUCE,"sym_abstract_array_declarator, 4, 0, 124"
cpp,9423,0,1,false,REDUCE,"sym_abstract_array_declarator, 4, 0, 27"
cpp,9425,0,1,true,REDUCE,"sym_abstract_array_declarator, 4, 0, 27"
cpp,9427,0,1,true,REDUCE,"sym_abstract_reference_declarator, 1, 0, 0"
cpp,9429,0,1,false,REDUCE,"sym_abstract_reference_declarator, 1, 0, 0"
cpp,9431,0,1,false,REDUCE,"sym_new_expression, 4, 0, 95"
cpp,9433,0,1,true,REDUCE,"sym_new_expression, 4, 0, 95"
cpp,9435,0,1,false,REDUCE,"sym_abstract_array_declarator, 5, 0, 182"
cpp,9437,0,1,true,REDUCE,"sym_abstract_array_declarator, 5, 0, 182"
cpp,9439,0,1,false,REDUCE,"sym_pointer_type_declarator, 3, 1, 42"
cpp,9441,0,1,true,REDUCE,"sym_pointer_type_declarator, 3, 1, 42"
cpp,9443,0,1,true,SHIFT,3215
cpp,9445,0,1,false,REDUCE,"sym__function_declarator_seq, 7, 0, 24"
cpp,9447,0,1,true,REDUCE,"sym__function_declarator_seq, 7, 0, 24"
cpp,9449,0,1,true,SHIFT,7773
cpp,9451,0,1,false,SHIFT,7773
cpp,9453,0,2,true,REDUCE,"sym_expression, 1, 0, 0"
cpp,9453,1,2,true,SHIFT,10303
cpp,9456,0,2,true,REDUCE,"sym__lambda_capture_identifier, 1, 0, 0"
cpp,9456,1,2,true,SHIFT,11075
cpp,9459,0,3,true,REDUCE,"sym_expression, 1, 0, 0"
cpp,9459,1,3,true,REDUCE,"sym__lambda_capture_identifier, 1, 0, 0"
cpp,9459,2,3,true,SHIFT,8589
cpp,9463,0,1,false,SHIFT,1335
cpp,9465,0,2,false,REDUCE,"aux_sym__type_definition_type_repeat1, 2, 0, 0"
cpp,9465,1,2,false,SHIFT_REPEAT,3945
cpp,9468,0,2,false,REDUCE,"aux_sym__type_definition_type_repeat1, 2, 0, 0"
cpp,9468,1,2,false,SHIFT_REPEAT,11443
cpp,9471,0,1,true,SHIFT,11075
cpp,9473,0,2,true,REDUCE,"sym_expression, 1, 0, 0"
cpp,9473,1,2,true,SHIFT,8589
cpp,9476,0,1,false,REDUCE,"sym_pointer_type_declarator, 4, 1, 90"
cpp,9478,0,1,true,REDUCE,"sym_pointer_type_declarator, 4, 1, 90"
cpp,9480,0,1,false,REDUCE,"sym_pointer_type_declarator, 2, 1, 5"
cpp,9482,0,1,true,REDUCE,"sym_pointer_type_declarator, 2, 1, 5"
cpp,9484,0,1,false,REDUCE,"sym_reference_type_declarator, 2, 1, 0"
cpp,9486,0,1,true,REDUCE,"sym_reference_type_declarator, 2, 1, 0"
cpp,9488,0,2,false,REDUCE,"sym_expression, 1, 0, 0"
cpp,9488,1,2,false,SHIFT,321
cpp,9491,0,1,false,REDUCE,"sym_new_expression, 3, 0, 67"
cpp,9493,0,1,true,REDUCE,"sym_new_expression, 3, 0, 67"
cpp,9495,0,1,false,REDUCE,"sym_qualified_field_identifier, 2, 2, 126"
cpp,9497,0,1,true,REDUCE,"sym_qualified_field_identifier, 2, 2, 126"
cpp,9499,0,2,false,REDUCE,"sym_qualified_field_identifier, 2, 2, 126"
cpp,9499,1,2,false,SHIFT,311
cpp,9502,0,2,false,REDUCE,"aux_sym_concatenated_string_repeat1, 2, 0, 0"
cpp,9502,1,2,false,SHIFT_REPEAT,3706
cpp,9505,0,2,true,REDUCE,"aux_sym_concatenated_string_repeat1, 2, 0, 0"
cpp,9505,1,2,true,SHIFT_REPEAT,9513
cpp,9508,0,2,true,REDUCE,"aux_sym_concatenated_string_repeat1, 2, 0, 0"
cpp,9508,1,2,true,SHIFT_REPEAT,10609
cpp,9511,0,1,false,SHIFT,3727
cpp,9513,0,1,false,REDUCE,"sym_template_method, 2, 0, 125"
cpp,9515,0,1,true,REDUCE,"sym_template_method, 2, 0, 125"
cpp,9517,0,1,false,REDUCE,"sym_attributed_type_declarator, 2, 0, 0"
cpp,9519,0,1,true,REDUCE,"sym_attributed_type_declarator, 2, 0, 0"
cpp,9521,0,2,false,REDUCE,"sym_expression, 1, 0, 0"
cpp,9521,1,2,false,SHIFT,307
cpp,9524,0,2,false,REDUCE,"aux_sym_concatenated_string_repeat1, 2, 0, 0"
cpp,9524,1,2,false,SHIFT_REPEAT,3727
cpp,9527,0,2,true,REDUCE,"aux_sym_concatenated_string_repeat1, 2, 0, 0"
cpp,9527,1,2,true,SHIFT_REPEAT,9420
cpp,9530,0,2,true,REDUCE,"aux_sym_concatenated_string_repeat1, 2, 0, 0"
cpp,9530,1,2,true,SHIFT_REPEAT,10608
cpp,9533,0,1,false,SHIFT,3751
cpp,9535,0,1,false,REDUCE,"sym_new_declarator, 3, 0, 175"
cpp,9537,0,1,true,REDUCE,"sym_new_declarator, 3, 0, 175"
cpp,9539,0,1,true,REDUCE,"sym__lambda_capture_identifier, 1, 0, 0"
cpp,9541,0,2,true,REDUCE,"sym_expression, 1, 0, 0"
cpp,9541,1,2,true,REDUCE,"sym__lambda_capture_identifier, 1, 0, 0"
cpp,9544,0,1,true,REDUCE,"sym__lambda_capture_identifier, 2, 0, 0"
cpp,9546,0,2,false,REDUCE,"sym_expression, 1, 0, 0"
cpp,9546,1,2,false,SHIFT,305
cpp,9549,0,2,true,REDUCE,"sym_expression, 1, 0, 0"
cpp,9549,1,2,true,REDUCE,"sym__lambda_capture_identifier, 2, 0, 0"
cpp,9552,0,1,false,SHIFT,295
cpp,9554,0,2,true,REDUCE,"aux_sym__type_definition_type_repeat1, 2, 0, 0"
cpp,9554,1,2,true,SHIFT_REPEAT,3991
cpp,9557,0,2,false,REDUCE,"aux_sym__type_definition_type_repeat1, 2, 0, 0"
cpp,9557,1,2,false,SHIFT_REPEAT,3991
cpp,9560,0,2,true,REDUCE,"aux_sym__type_definition_type_repeat1, 2, 0, 0"
cpp,9560,1,2,true,SHIFT_REPEAT,11463
cpp,9563,0,1,false,SHIFT,3706
cpp,9565,0,2,true,REDUCE,"aux_sym__type_definition_type_repeat1, 2, 0, 0"
cpp,9565,1,2,true,SHIFT_REPEAT,4026
cpp,9568,0,2,false,REDUCE,"aux_sym__type_definition_type_repeat1, 2, 0, 0"
cpp,9568,1,2,false,SHIFT_REPEAT,4026
cpp,9571,0,2,true,REDUCE,"aux_sym__type_definition_type_repeat1, 2, 0, 0"
cpp,9571,1,2,true,SHIFT_REPEAT,11477
cpp,9574,0,1,false,SHIFT,8085
cpp,9576,0,1,true,SHIFT,8795
cpp,9578,0,1,false,REDUCE,"sym_field_expression, 3, 1, 75"
cpp,9580,0,1,true,REDUCE,"sym_field_expression, 3, 1, 75"
cpp,9582,0,2,false,REDUCE,"sym_field_expression, 3, 1, 75"
cpp,9582,1,2,false,SHIFT,311
cpp,9585,0,1,false,SHIFT,4121
cpp,9587,0,1,false,SHIFT,3707
cpp,9589,0,1,false,SHIFT,3877
cpp,9591,0,1,false,SHIFT,4097
cpp,9593,0,1,false,SHIFT,11451
cpp,9595,0,1,false,REDUCE,"sym__scope_resolution, 1, 0, 0"
cpp,9597,0,1,true,REDUCE,"sym_reflect_expression, 2, 0, 0"
cpp,9599,0,1,false,REDUCE,"sym_reflect_expression, 2, 0, 0"
cpp,9601,0,1,true,REDUCE,"sym__scope_resolution, 1, 0, 0"
cpp,9603,0,1,false,SHIFT,1571
cpp,9605,0,1,false,SHIFT,7033
cpp,9607,0,2,false,REDUCE,"aux_sym_sized_type_specifier_repeat1, 2, 0, 0"
cpp,9607,1,2,false,SHIFT_REPEAT,3823
cpp,9610,0,2,false,REDUCE,"sym_sized_type_specifier, 2, 0, 0"
cpp,9610,1,2,false,SHIFT,4265
cpp,9613,0,2,false,REDUCE,"sym_sized_type_specifier, 2, 0, 0"
cpp,9613,1,2,false,SHIFT,3497
cpp,9616,0,1,false,SHIFT,4266
cpp,9618,0,2,false,REDUCE,"sym_sized_type_specifier, 2, 0, 0"
cpp,9618,1,2,false,SHIFT,11094
cpp,9621,0,1,false,SHIFT,4253
cpp,9623,0,2,false,REDUCE,"aux_sym_sized_type_specifier_repeat1, 2, 0, 0"
cpp,9623,1,2,false,SHIFT_REPEAT,3766
cpp,9626,0,1,false,REDUCE,"sym_qualified_field_identifier, 2, 0, 34"
cpp,9628,0,1,true,REDUCE,"sym_qualified_field_identifier, 2, 0, 34"
cpp,9630,0,1,false,REDUCE,"sym_parenthesized_expression, 3, 0, 41"
cpp,9632,0,1,true,REDUCE,"sym_parenthesized_expression, 3, 0, 41"
cpp,9634,0,1,false,SHIFT,4118
cpp,9636,0,1,false,SHIFT,11443
cpp,9638,0,1,false,REDUCE,"sym_pointer_expression, 2, 0, 4"
cpp,9640,0,1,true,REDUCE,"sym_pointer_expression, 2, 0, 4"
cpp,9642,0,1,true,SHIFT,1305
cpp,9644,0,1,true,SHIFT,3845
cpp,9646,0,1,false,SHIFT,8223
cpp,9648,0,1,true,SHIFT,8223
cpp,9650,0,1,false,REDUCE,"sym_qualified_identifier, 3, 1, 79"
cpp,9652,0,1,true,REDUCE,"sym_qualified_identifier, 3, 1, 79"
cpp,9654,0,2,false,REDUCE,"sym_qualified_identifier, 3, 1, 79"
cpp,9654,1,2,false,SHIFT,311
cpp,9657,0,1,false,REDUCE,"sym_unary_expression, 2, 0, 4"
cpp,9659,0,1,true,REDUCE,"sym_unary_expression, 2, 0, 4"
cpp,9661,0,2,true,REDUCE,"aux_sym_type_definition_repeat1, 2, 0, 0"
