language,parse_state,primary_state
cpp,10861,10861
cpp,10862,10664
cpp,10863,10863
cpp,10864,10645
cpp,10865,10692
cpp,10866,10648
cpp,10867,10867
cpp,10868,10868
cpp,10869,10634
cpp,10870,10654
cpp,10871,10772
cpp,10872,9202
cpp,10873,10774
cpp,10874,10851
cpp,10875,10653
cpp,10876,10680
cpp,10877,10877
cpp,10878,10636
cpp,10879,10879
cpp,10880,10784
cpp,10881,10634
cpp,10882,10635
cpp,10883,10676
cpp,10884,10675
cpp,10885,10675
cpp,10886,10676
cpp,10887,10857
cpp,10888,10858
cpp,10889,10685
cpp,10890,10686
cpp,10891,10771
cpp,10892,10725
cpp,10893,10893
cpp,10894,10894
cpp,10895,10649
cpp,10896,10896
cpp,10897,10897
cpp,10898,10898
cpp,10899,10639
cpp,10900,10743
cpp,10901,8231
cpp,10902,10667
cpp,10903,10903
cpp,10904,10653
cpp,10905,10718
cpp,10906,10639
cpp,10907,10639
cpp,10908,10674
cpp,10909,10658
cpp,10910,10656
cpp,10911,10636
cpp,10912,10912
cpp,10913,10913
cpp,10914,10914
cpp,10915,10661
cpp,10916,10628
cpp,10917,10662
cpp,10918,10661
cpp,10919,10662
cpp,10920,10665
cpp,10921,10668
cpp,10922,10665
cpp,10923,10645
cpp,10924,10668
cpp,10925,10648
cpp,10926,10643
cpp,10927,10685
cpp,10928,10673
cpp,10929,10654
cpp,10930,10664
cpp,10931,10726
cpp,10932,10686
cpp,10933,10666
cpp,10934,10627
cpp,10935,10636
cpp,10936,10936
cpp,10937,10937
cpp,10938,10750
cpp,10939,10832
cpp,10940,10664
cpp,10941,10675
cpp,10942,10691
cpp,10943,10774
cpp,10944,10731
cpp,10945,10714
cpp,10946,10685
cpp,10947,10686
cpp,10948,10948
cpp,10949,10725
cpp,10950,10732
cpp,10951,10877
cpp,10952,10952
cpp,10953,10816
cpp,10954,10664
cpp,10955,10664
cpp,10956,10853
cpp,10957,10743
cpp,10958,10666
cpp,10959,10897
cpp,10960,10635
cpp,10961,10961
cpp,10962,10653
cpp,10963,10963
cpp,10964,10638
cpp,10965,10700
cpp,10966,10636
cpp,10967,10702
cpp,10968,10692
cpp,10969,10969
cpp,10970,10857
cpp,10971,10971
cpp,10972,10648
cpp,10973,10628
cpp,10974,10789
cpp,10975,10641
cpp,10976,10635
cpp,10977,10649
cpp,10978,10645
cpp,10979,10682
cpp,10980,10648
cpp,10981,10981
cpp,10982,10982
cpp,10983,10653
cpp,10984,10654
cpp,10985,10985
cpp,10986,10986
cpp,10987,10635
cpp,10988,10988
cpp,10989,10682
cpp,10990,10688
cpp,10991,10991
cpp,10992,10627
cpp,10993,10653
cpp,10994,10636
cpp,10995,10675
cpp,10996,10664
cpp,10997,10666
cpp,10998,10750
cpp,10999,10999
cpp,11000,10685
cpp,11001,10686
cpp,11002,10636
cpp,11003,10642
cpp,11004,10688
cpp,11005,10999
cpp,11006,10861
cpp,11007,11007
cpp,11008,10743
cpp,11009,11009
cpp,11010,10877
cpp,11011,10635
cpp,11012,10682
cpp,11013,11013
cpp,11014,10707
cpp,11015,10660
cpp,11016,10742
cpp,11017,10688
cpp,11018,10628
cpp,11019,10642
cpp,11020,10642
cpp,11021,10645
cpp,11022,10647
cpp,11023,10648
cpp,11024,10647
cpp,11025,10654
cpp,11026,11026
cpp,11027,8230
cpp,11028,10642
cpp,11029,10675
cpp,11030,10982
cpp,11031,10686
cpp,11032,10716
cpp,11033,10647
cpp,11034,10730
cpp,11035,10651
cpp,11036,10674
cpp,11037,10893
cpp,11038,11038
cpp,11039,11039
cpp,11040,10674
cpp,11041,10714
cpp,11042,10628
cpp,11043,10661
cpp,11044,10674
cpp,11045,11045
cpp,11046,10648
cpp,11047,10654
cpp,11048,11048
cpp,11049,11049
cpp,11050,10673
cpp,11051,10686
cpp,11052,10772
cpp,11053,10893
cpp,11054,10664
cpp,11055,10662
cpp,11056,10751
cpp,11057,10635
cpp,11058,10648
cpp,11059,10654
cpp,11060,10766
cpp,11061,10786
cpp,11062,10686
cpp,11063,10660
cpp,11064,11064
cpp,11065,10832
cpp,11066,10695
cpp,11067,11067
cpp,11068,11068
cpp,11069,10648
cpp,11070,10654
cpp,11071,10686
cpp,11072,10719
cpp,11073,10720
cpp,11074,10640
cpp,11075,11075
cpp,11076,10718
cpp,11077,10654
cpp,11078,10686
cpp,11079,10639
cpp,11080,10719
cpp,11081,10649
cpp,11082,10660
cpp,11083,10732
cpp,11084,10654
cpp,11085,10686
cpp,11086,11086
cpp,11087,10651
cpp,11088,10775
cpp,11089,11089
cpp,11090,10654
cpp,11091,10686
cpp,11092,11092
cpp,11093,11093
cpp,11094,11094
cpp,11095,10654
cpp,11096,10686
cpp,11097,10665
cpp,11098,11098
cpp,11099,10654
cpp,11100,10686
cpp,11101,10668
cpp,11102,11102
cpp,11103,10654
cpp,11104,10686
cpp,11105,10667
cpp,11106,11106
cpp,11107,10654
cpp,11108,10686
cpp,11109,11109
cpp,11110,10726
cpp,11111,10654
cpp,11112,10686
cpp,11113,11113
cpp,11114,11114
cpp,11115,10654
cpp,11116,10686
cpp,11117,10816
cpp,11118,10654
cpp,11119,10686
cpp,11120,10730
cpp,11121,10653
cpp,11122,10661
cpp,11123,10636
cpp,11124,10772
cpp,11125,11098
cpp,11126,10730
cpp,11127,10684
cpp,11128,11094
cpp,11129,11129
cpp,11130,10894
cpp,11131,10695
cpp,11132,11132
cpp,11133,11133
cpp,11134,10775
cpp,11135,11135
cpp,11136,10720
cpp,11137,11137
cpp,11138,10640
cpp,11139,11039
cpp,11140,10730
cpp,11141,11141
cpp,11142,10775
cpp,11143,10633
cpp,11144,10653
cpp,11145,10647
cpp,11146,10729
cpp,11147,10991
cpp,11148,11039
cpp,11149,10725
cpp,11150,10745
cpp,11151,11151
cpp,11152,11114
cpp,11153,11153
cpp,11154,10695
cpp,11155,10853
cpp,11156,10893
cpp,11157,11157
cpp,11158,10772
cpp,11159,10731
cpp,11160,10719
cpp,11161,10720
cpp,11162,10640
cpp,11163,11163
cpp,11164,10664
cpp,11165,10775
cpp,11166,11166
cpp,11167,10635
cpp,11168,11168
cpp,11169,11169
cpp,11170,10747
cpp,11171,11171
cpp,11172,10752
cpp,11173,10861
cpp,11174,10789
cpp,11175,10635
cpp,11176,10986
cpp,11177,10857
cpp,11178,10660
cpp,11179,10666
cpp,11180,10789
cpp,11181,10692
cpp,11182,10636
cpp,11183,10660
cpp,11184,11184
cpp,11185,10857
cpp,11186,10653
cpp,11187,11187
cpp,11188,10861
cpp,11189,10986
cpp,11190,10653
cpp,11191,10687
cpp,11192,10999
cpp,11193,10636
cpp,11194,10771
cpp,11195,10667
cpp,11196,10632
cpp,11197,10653
cpp,11198,10635
cpp,11199,10988
cpp,11200,11200
cpp,11201,11201
cpp,11202,10861
cpp,11203,11203
cpp,11204,8211
cpp,11205,11205
cpp,11206,10821
cpp,11207,10653
cpp,11208,10636
cpp,11209,11209
cpp,11210,10706
cpp,11211,10709
cpp,11212,11212
cpp,11213,10863
cpp,11214,11214
cpp,11215,11215
cpp,11216,10689
cpp,11217,10661
cpp,11218,10662
cpp,11219,10665
cpp,11220,10668
cpp,11221,10730
cpp,11222,10821
cpp,11223,10655
cpp,11224,10821
cpp,11225,2799
cpp,11226,11226
cpp,11227,11227
cpp,11228,11228
cpp,11229,10734
cpp,11230,11230
cpp,11231,10636
cpp,11232,11232
cpp,11233,11233
cpp,11234,11234
cpp,11235,11235
cpp,11236,11236
cpp,11237,11237
cpp,11238,10742
cpp,11239,10695
cpp,11240,11240
cpp,11241,11168
cpp,11242,10747
cpp,11243,10656
cpp,11244,10772
cpp,11245,10667
cpp,11246,10635
cpp,11247,11247
cpp,11248,11248
cpp,11249,11249
cpp,11250,10700
cpp,11251,11251
cpp,11252,11039
cpp,11253,10707
cpp,11254,11254
cpp,11255,10688
cpp,11256,11256
cpp,11257,10752
cpp,11258,11205
cpp,11259,11259
cpp,11260,10752
cpp,11261,11261
cpp,11262,11262
cpp,11263,10719
cpp,11264,11264
cpp,11265,10863
cpp,11266,10720
cpp,11267,10676
cpp,11268,10745
cpp,11269,10640
cpp,11270,11270
cpp,11271,10664
cpp,11272,10775
cpp,11273,10689
cpp,11274,10664
cpp,11275,10627
cpp,11276,10636
cpp,11277,10642
cpp,11278,10635
cpp,11279,10857
cpp,11280,10698
cpp,11281,10664
cpp,11282,10666
cpp,11283,10861
cpp,11284,11098
cpp,11285,10684
cpp,11286,11094
cpp,11287,11129
cpp,11288,10894
cpp,11289,10707
cpp,11290,11132
cpp,11291,11291
cpp,11292,10961
cpp,11293,11293
cpp,11294,11141
cpp,11295,11295
cpp,11296,10633
cpp,11297,10789
cpp,11298,10961
cpp,11299,10729
cpp,11300,10991
cpp,11301,10789
cpp,11302,11151
cpp,11303,11114
cpp,11304,10893
cpp,11305,10635
cpp,11306,10775
cpp,11307,10688
cpp,11308,11169
cpp,11309,11309
cpp,11310,11132
cpp,11311,10653
cpp,11312,10988
cpp,11313,11205
cpp,11314,10726
cpp,11315,11098
cpp,11316,11094
cpp,11317,10894
cpp,11318,10635
cpp,11319,11132
cpp,11320,10642
cpp,11321,11321
cpp,11322,10675
cpp,11323,11141
cpp,11324,11324
cpp,11325,10633
cpp,11326,10653
cpp,11327,10729
cpp,11328,11328
cpp,11329,11151
cpp,11330,11114
cpp,11331,10674
cpp,11332,11169
cpp,11333,11333
cpp,11334,10695
cpp,11335,10734
cpp,11336,10988
cpp,11337,11205
cpp,11338,11338
cpp,11339,11098
cpp,11340,11094
cpp,11341,10894
cpp,11342,11342
cpp,11343,11132
cpp,11344,11344
cpp,11345,11345
cpp,11346,11141
cpp,11347,10633
cpp,11348,11348
cpp,11349,10729
cpp,11350,11350
cpp,11351,11151
cpp,11352,11114
cpp,11353,11353
cpp,11354,11169
cpp,11355,10772
cpp,11356,10660
cpp,11357,10988
cpp,11358,11205
cpp,11359,10765
cpp,11360,11098
cpp,11361,11094
cpp,11362,10894
cpp,11363,10680
cpp,11364,11132
cpp,11365,11365
cpp,11366,11366
cpp,11367,10633
cpp,11368,10664
cpp,11369,10729
cpp,11370,10664
cpp,11371,11151
cpp,11372,11114
cpp,11373,11141
cpp,11374,11169
cpp,11375,11129
cpp,11376,10735
cpp,11377,10988
cpp,11378,11205
cpp,11379,11379
cpp,11380,11098
cpp,11381,11094
cpp,11382,10894
cpp,11383,10689
cpp,11384,11132
cpp,11385,10705
cpp,11386,10706
cpp,11387,10633
cpp,11388,10672
cpp,11389,10729
cpp,11390,11390
cpp,11391,11151
cpp,11392,11114
cpp,11393,10634
cpp,11394,11169
cpp,11395,11395
cpp,11396,10747
cpp,11397,10988
cpp,11398,11205
cpp,11399,10747
cpp,11400,11098
cpp,11401,11094
cpp,11402,10894
cpp,11403,10661
cpp,11404,11132
cpp,11405,10664
cpp,11406,10633
cpp,11407,11407
cpp,11408,10729
cpp,11409,11114
cpp,11410,10730
cpp,11411,11169
cpp,11412,11039
cpp,11413,10988
cpp,11414,11205
cpp,11415,10700
cpp,11416,11098
cpp,11417,11094
cpp,11418,10635
cpp,11419,11132
cpp,11420,10695
cpp,11421,11421
cpp,11422,10729
cpp,11423,11114
cpp,11424,10661
cpp,11425,10988
cpp,11426,11098
cpp,11427,11094
cpp,11428,11132
cpp,11429,10729
cpp,11430,11114
cpp,11431,10988
cpp,11432,11098
cpp,11433,11094
cpp,11434,11132
cpp,11435,10729
cpp,11436,11114
cpp,11437,10988
cpp,11438,11098
cpp,11439,11094
cpp,11440,11114
cpp,11441,10988
cpp,11442,11098
cpp,11443,11094
cpp,11444,11114
cpp,11445,10988
cpp,11446,11098
cpp,11447,11094
cpp,11448,11114
cpp,11449,10988
cpp,11450,11098
cpp,11451,11094
cpp,11452,11114
cpp,11453,10988
cpp,11454,11098
cpp,11455,11094
cpp,11456,11114
cpp,11457,10988
cpp,11458,11098
cpp,11459,11094
cpp,11460,11114
cpp,11461,10988
cpp,11462,11098
cpp,11463,11094
cpp,11464,11114
cpp,11465,10988
cpp,11466,11098
cpp,11467,11094
cpp,11468,11114
cpp,11469,10988
cpp,11470,11098
cpp,11471,11094
cpp,11472,11114
cpp,11473,10988
cpp,11474,11094
cpp,11475,11114
cpp,11476,10988
cpp,11477,11094
cpp,11478,11094
cpp,11479,11094
cpp,11480,11480
cpp,11481,10725
cpp,11482,11129
cpp,11483,11344
cpp,11484,11321
cpp,11485,11007
cpp,11486,10752
cpp,11487,10719
cpp,11488,10653
cpp,11489,10642
cpp,11490,10635
cpp,11491,10660
cpp,11492,11492
cpp,11493,10706
cpp,11494,10660
cpp,11495,11495
cpp,11496,11496
cpp,11497,11497
cpp,11498,10682
cpp,11499,10991
cpp,11500,10766
cpp,11501,11501
cpp,11502,10775
cpp,11503,11503
cpp,11504,11504
cpp,11505,10662
cpp,11506,10747
cpp,11507,11507
cpp,11508,10643
cpp,11509,10664
cpp,11510,10630
cpp,11511,10682
cpp,11512,10747
cpp,11513,11513
cpp,11514,10641
cpp,11515,11515
cpp,11516,10742
cpp,11517,10689
cpp,11518,10685
cpp,11519,10707
cpp,11520,10718
cpp,11521,10653
cpp,11522,11168
cpp,11523,10642
cpp,11524,10636
cpp,11525,11379
cpp,11526,10645
cpp,11527,10686
cpp,11528,10635
cpp,11529,10642
cpp,11530,10647
cpp,11531,10635
cpp,11532,11169
cpp,11533,10649
cpp,11534,11534
cpp,11535,10682
cpp,11536,10662
cpp,11537,10652
cpp,11538,10735
cpp,11539,11151
cpp,11540,10627
cpp,11541,10702
cpp,11542,10661
cpp,11543,10662
cpp,11544,10636
cpp,11545,10857
cpp,11546,10665
cpp,11547,10861
cpp,11548,10635
cpp,11549,10668
cpp,11550,10700
cpp,11551,11551
cpp,11552,10709
cpp,11553,10752
cpp,11554,10743
cpp,11555,11555
cpp,11556,10851
cpp,11557,11557
cpp,11558,10692
cpp,11559,11559
cpp,11560,10636
cpp,11561,10643
cpp,11562,10707
cpp,11563,10725
cpp,11564,11007
cpp,11565,10682
cpp,11566,10665
cpp,11567,10651
cpp,11568,11568
cpp,11569,10683
cpp,11570,10851
cpp,11571,11571
cpp,11572,10661
cpp,11573,10857
cpp,11574,10635
cpp,11575,10661
cpp,11576,10662
cpp,11577,10665
cpp,11578,10668
cpp,11579,10660
cpp,11580,10726
cpp,11581,10897
cpp,11582,10627
cpp,11583,10651
cpp,11584,10688
cpp,11585,11585
cpp,11586,10636
cpp,11587,11587
cpp,11588,11129
cpp,11589,11344
cpp,11590,11321
cpp,11591,10692
cpp,11592,10857
cpp,11593,10735
cpp,11594,10991
cpp,11595,10742
cpp,11596,11168
cpp,11597,11379
cpp,11598,10688
cpp,11599,10745
cpp,11600,11600
cpp,11601,10861
cpp,11602,11129
cpp,11603,11344
cpp,11604,11321
cpp,11605,10630
cpp,11606,11606
cpp,11607,11137
cpp,11608,10991
cpp,11609,11168
cpp,11610,11379
cpp,11611,10861
cpp,11612,10743
cpp,11613,10665
cpp,11614,11344
cpp,11615,11321
cpp,11616,11137
cpp,11617,10745
cpp,11618,10661
cpp,11619,11168
cpp,11620,11379
cpp,11621,10688
cpp,11622,10743
cpp,11623,11344
cpp,11624,11321
cpp,11625,10666
cpp,11626,10786
cpp,11627,10668
cpp,11628,11168
cpp,11629,11379
cpp,11630,10632
cpp,11631,11344
cpp,11632,11321
cpp,11633,10720
cpp,11634,10668
cpp,11635,11168
cpp,11636,11379
cpp,11637,11637
cpp,11638,10652
cpp,11639,11639
cpp,11640,11168
cpp,11641,11379
cpp,11642,10676
cpp,11643,10660
cpp,11644,11379
cpp,11645,10734
cpp,11646,11379
cpp,11647,10709
cpp,11648,11379
cpp,11649,10661
cpp,11650,11379
cpp,11651,10655
cpp,11652,11379
cpp,11653,10658
cpp,11654,11379
cpp,11655,10653
cpp,11656,11379
cpp,11657,10893
cpp,11658,11379
cpp,11659,10961
cpp,11660,11379
cpp,11661,11661
cpp,11662,11379
cpp,11663,11663
cpp,11664,11379
cpp,11665,10858
cpp,11666,11379
cpp,11667,10747
cpp,11668,11379
cpp,11669,11669
cpp,11670,11670
cpp,11671,10673
cpp,11672,10654
cpp,11673,10896
cpp,11674,10660
cpp,11675,10694
cpp,11676,10789
cpp,11677,10661
cpp,11678,11678
cpp,11679,10664
cpp,11680,11680
cpp,11681,10642
cpp,11682,11682
cpp,11683,10653
cpp,11684,10694
cpp,11685,11685
cpp,11686,10893
cpp,11687,10660
cpp,11688,10896
cpp,11689,11682
cpp,11690,10635
cpp,11691,10896
cpp,11692,11682
cpp,11693,11693
cpp,11694,10896
cpp,11695,11682
cpp,11696,10688
cpp,11697,10896
cpp,11698,11682
cpp,11699,10982
cpp,11700,10896
cpp,11701,11682
cpp,11702,10832
cpp,11703,10896
cpp,11704,11682
cpp,11705,11705
cpp,11706,11682
cpp,11707,11682
cpp,11708,11682
cpp,11709,11682
cpp,11710,11682
cpp,11711,11682
cpp,11712,11682
cpp,11713,11682
cpp,11714,11682
cpp,11715,11682
cpp,11716,11682
cpp,11717,11682
cpp,11718,11682
cpp,11719,10653
cpp,11720,10664
cpp,11721,10642
cpp,11722,11682
cpp,11723,10639
cpp,11724,10647
cpp,11725,10674
cpp,11726,10981
cpp,11727,10981
cpp,11728,10981
cpp,11729,10981
cpp,11730,10981
cpp,11731,10981
cpp,11732,10981
cpp,11733,11733
c,0,0
c,1,1
c,2,2
c,3,3
c,4,4
c,5,5
c,6,6
c,7,7
c,8,8
c,9,9
c,10,2
c,11,4
c,12,3
c,13,5
c,14,2
c,15,4
c,16,3
c,17,5
c,18,2
c,19,4
c,20,3
c,21,5
c,22,22
c,23,23
c,24,24
c,25,25
c,26,22
c,27,23
c,28,25
c,29,29
c,30,29
c,31,22
c,32,32
c,33,23
c,34,25
c,35,29
c,36,36
c,37,32
c,38,23
c,39,25
c,40,32
c,41,29
c,42,32
c,43,43
c,44,44
c,45,45
c,46,46
c,47,47
c,48,48
c,49,49
c,50,46
c,51,45
c,52,49
c,53,45
c,54,47
c,55,48
c,56,46
c,57,47
c,58,45
c,59,46
c,60,49
c,61,49
c,62,48
c,63,48
c,64,47
c,65,65
c,66,65
c,67,46
c,68,65
c,69,45
c,70,65
c,71,47
c,72,65
c,73,49
c,74,48
c,75,75
c,76,75
c,77,75
c,78,75
c,79,75
c,80,80
c,81,81
c,82,82
c,83,83
c,84,84
c,85,85
c,86,86
c,87,82
c,88,88
c,89,88
c,90,90
c,91,91
c,92,92
c,93,93
c,94,94
c,95,95
c,96,96
c,97,97
c,98,98
c,99,99
c,100,100
c,101,101
c,102,102
c,103,103
c,104,104
c,105,105
c,106,106
c,107,107
c,108,108
c,109,109
c,110,110
c,111,111
c,112,112
c,113,113
c,114,114
c,115,115
c,116,116
c,117,117
c,118,118
c,119,119
c,120,120
c,121,121
c,122,122
c,123,123
c,124,124
c,125,125
c,126,126
c,127,127
c,128,128
c,129,129
c,130,130
c,131,131
c,132,132
c,133,133
c,134,134
c,135,135
c,136,136
c,137,137
c,138,138
c,139,139
c,140,140
c,141,141
c,142,142
c,143,143
c,144,144
c,145,145
c,146,80
c,147,80
c,148,80
c,149,90
c,150,83
c,151,88
c,152,97
c,153,84
c,154,81
c,155,85
c,156,91
c,157,110
c,158,92
c,159,93
c,160,111
c,161,108
c,162,112
c,163,109
c,164,105
c,165,108
c,166,90
c,167,114
c,168,115
c,169,117
c,170,113
c,171,109
c,172,86
c,173,82
c,174,118
c,175,94
c,176,83
c,177,88
c,178,81
c,179,86
c,180,109
c,181,105
c,182,108
c,183,114
c,184,115
c,185,117
c,186,82
c,187,95
c,188,86
c,189,98
c,190,99
c,191,105
c,192,118
c,193,98
c,194,99
c,195,104
c,196,106
c,197,107
c,198,90
c,199,118
c,200,116
c,201,97
c,202,84
c,203,85
c,204,91
c,205,116
c,206,96
c,207,100
c,208,101
c,209,103
c,210,110
c,211,111
c,212,112
c,213,113
c,214,93
c,215,94
c,216,95
c,217,102
c,218,98
c,219,99
c,220,101
c,221,103
c,222,104
c,223,106
c,224,107
c,225,101
c,226,103
c,227,110
c,228,111
c,229,112
c,230,113
c,231,116
c,232,97
c,233,84
c,234,85
c,235,91
c,236,92
c,237,93
c,238,94
c,239,95
c,240,96
c,241,100
c,242,102
c,243,96
c,244,81
c,245,83
c,246,115
c,247,104
c,248,117
c,249,106
c,250,107
c,251,100
c,252,114
c,253,102
c,254,92
c,255,121
c,256,145
c,257,143
c,258,120
c,259,121
c,260,122
c,261,124
c,262,125
c,263,126
c,264,123
c,265,128
c,266,127
c,267,119
c,268,131
c,269,137
c,270,270
c,271,129
c,272,130
c,273,132
c,274,133
c,275,134
c,276,135
c,277,136
c,278,138
c,279,139
c,280,140
c,281,141
c,282,131
c,283,142
c,284,144
c,285,145
c,286,120
c,287,122
c,288,124
c,289,123
c,290,128
c,291,127
c,292,119
c,293,129
c,294,130
c,295,132
c,296,134
c,297,135
c,298,136
c,299,138
c,300,139
c,301,140
c,302,141
c,303,142
c,304,143
c,305,121
c,306,125
c,307,126
c,308,133
c,309,142
c,310,144
c,311,137
c,312,270
c,313,313
c,314,313
c,315,122
c,316,316
c,317,128
c,318,127
c,319,119
c,320,320
c,321,321
c,322,322
c,323,323
c,324,129
c,325,130
c,326,132
c,327,133
c,328,134
c,329,135
c,330,144
c,331,136
c,332,138
c,333,323
c,334,139
c,335,140
c,336,141
c,337,313
c,338,338
c,339,124
c,340,340
c,341,125
c,342,342
c,343,340
c,344,316
c,345,338
c,346,321
c,347,323
c,348,340
c,349,316
c,350,338
c,351,126
c,352,321
c,353,323
c,354,123
c,355,342
c,356,356
c,357,340
c,358,316
c,359,338
c,360,338
c,361,145
c,362,340
c,363,143
c,364,321
c,365,323
c,366,316
c,367,342
c,368,120
c,369,342
c,370,370
c,371,342
c,372,313
c,373,321
c,374,374
c,375,374
c,376,374
c,377,374
c,378,378
c,379,378
c,380,380
c,381,378
c,382,382
c,383,270
c,384,378
c,385,378
c,386,382
c,387,382
c,388,382
c,389,382
c,390,378
c,391,382
c,392,392
c,393,392
c,394,394
c,395,395
c,396,270
c,397,270
c,398,80
c,399,399
c,400,400
c,401,400
c,402,400
c,403,400
c,404,400
c,405,400
c,406,400
c,407,400
c,408,408
c,409,270
c,410,410
c,411,411
c,412,412
c,413,413
c,414,414
c,415,415
c,416,416
c,417,417
c,418,418
c,419,419
c,420,420
c,421,421
c,422,380
c,423,423
c,424,424
c,425,425
c,426,426
c,427,427
c,428,428
c,429,429
c,430,429
c,431,426
c,432,432
c,433,427
c,434,428
c,435,435
c,436,426
c,437,427
c,438,428
c,439,429
c,440,440
c,441,441
c,442,442
c,443,443
c,444,444
c,445,444
c,446,446
c,447,447
c,448,448
c,449,444
c,450,450
c,451,451
c,452,452
c,453,452
c,454,451
c,455,455
c,456,456
c,457,457
c,458,458
c,459,459
c,460,460
c,461,461
c,462,456
c,463,463
c,464,458
c,465,465
c,466,456
c,467,467
c,468,458
c,469,469
c,470,470
c,471,470
c,472,456
c,473,456
c,474,470
c,475,458
c,476,476
c,477,477
c,478,470
c,479,479
c,480,470
c,481,481
c,482,470
c,483,456
c,484,484
c,485,485
c,486,486
c,487,487
c,488,484
c,489,489
c,490,490
c,491,484
c,492,492
c,493,484
c,494,494
c,495,495
c,496,496
c,497,497
c,498,498
c,499,499
c,500,500
c,501,501
c,502,501
c,503,503
c,504,504
c,505,505
c,506,506
c,507,505
c,508,505
c,509,501
c,510,504
c,511,511
c,512,512
c,513,513
c,514,514
c,515,515
c,516,516
c,517,499
c,518,518
c,519,519
c,520,506
c,521,521
c,522,522
c,523,523
c,524,506
c,525,501
c,526,521
c,527,410
c,528,528
c,529,505
c,530,530
c,531,531
c,532,532
c,533,512
c,534,534
c,535,500
c,536,536
c,537,521
c,538,536
c,539,513
c,540,534
c,541,532
c,542,542
c,543,514
c,544,515
c,545,545
c,546,546
c,547,547
c,548,513
c,549,516
c,550,532
c,551,519
c,552,534
c,553,500
c,554,554
c,555,554
c,556,536
c,557,534
c,558,500
c,559,559
c,560,512
c,561,513
c,562,562
c,563,536
c,564,522
c,565,514
c,566,559
c,567,512
c,568,513
c,569,514
c,570,515
c,571,516
c,572,499
c,573,518
c,574,519
c,575,506
c,576,521
c,577,499
c,578,501
c,579,505
c,580,512
c,581,514
c,582,515
c,583,516
c,584,499
c,585,518
c,586,519
c,587,506
c,588,521
c,589,501
c,590,505
c,591,532
c,592,534
c,593,500
c,594,536
c,595,518
c,596,559
c,597,522
c,598,515
c,599,522
c,600,512
c,601,522
c,602,513
c,603,514
c,604,532
c,605,554
c,606,534
c,607,500
c,608,516
c,609,536
c,610,515
c,611,516
c,612,499
c,613,518
c,614,518
c,615,519
c,616,506
c,617,521
c,618,519
c,619,532
c,620,620
c,621,621
c,622,622
c,623,623
c,624,624
c,625,625
c,626,626
c,627,627
c,628,628
c,629,629
c,630,630
c,631,631
c,632,632
c,633,633
c,634,634
c,635,635
c,636,636
c,637,637
c,638,638
c,639,639
c,640,640
c,641,640
c,642,639
c,643,639
c,644,640
c,645,640
c,646,639
c,647,647
c,648,648
c,649,649
c,650,650
c,651,651
c,652,651
c,653,653
c,654,654
c,655,654
c,656,395
c,657,651
c,658,654
c,659,394
c,660,654
c,661,651
c,662,662
c,663,663
c,664,653
c,665,665
c,666,666
c,667,667
c,668,668
c,669,669
c,670,670
c,671,671
c,672,672
c,673,673
c,674,674
c,675,675
c,676,676
c,677,677
c,678,678
c,679,679
c,680,680
c,681,681
c,682,682
c,683,666
c,684,684
c,685,676
c,686,666
c,687,676
c,688,666
c,689,676
c,690,690
c,691,691
c,692,692
c,693,693
c,694,694
c,695,695
c,696,696
c,697,697
c,698,698
c,699,699
c,700,700
c,701,701
c,702,702
c,703,703
c,704,704
c,705,705
c,706,706
c,707,694
c,708,708
c,709,709
c,710,710
c,711,700
c,712,712
c,713,663
c,714,625
c,715,625
c,716,716
c,717,394
c,718,395
c,719,719
c,720,720
c,721,721
c,722,722
c,723,723
c,724,724
c,725,725
c,726,726
c,727,727
c,728,728
c,729,729
c,730,730
c,731,731
c,732,732
c,733,733
c,734,734
c,735,735
c,736,736
c,737,737
c,738,738
c,739,739
c,740,740
c,741,741
c,742,742
c,743,743
c,744,744
c,745,745
c,746,746
c,747,747
c,748,748
c,749,749
c,750,750
c,751,751
c,752,752
c,753,753
c,754,754
c,755,755
c,756,756
c,757,757
c,758,758
c,759,759
c,760,760
c,761,761
c,762,762
c,763,763
c,764,764
c,765,765
c,766,766
c,767,767
c,768,768
c,769,769
c,770,770
c,771,771
c,772,772
c,773,773
c,774,774
c,775,775
c,776,776
c,777,777
c,778,778
c,779,779
c,780,780
c,781,781
c,782,782
c,783,778
c,784,784
c,785,785
c,786,778
c,787,142
c,788,788
c,789,782
c,790,778
c,791,143
c,792,121
c,793,778
c,794,794
c,795,125
c,796,782
c,797,126
c,798,133
c,799,799
c,800,800
c,801,782
c,802,802
c,803,803
c,804,804
c,805,805
c,806,806
c,807,807
c,808,808
c,809,809
c,810,810
c,811,811
c,812,812
c,813,813
c,814,814
c,815,806
c,816,809
c,817,817
c,818,810
c,819,811
c,820,820
c,821,821
c,822,812
c,823,807
c,824,824
c,825,817
c,826,805
c,827,625
c,828,828
c,829,813
c,830,830
c,831,808
c,832,828
c,833,830
c,834,814
c,835,675
c,836,836
c,837,675
c,838,788
c,839,636
c,840,784
c,841,627
c,842,777
c,843,775
c,844,779
c,845,780
c,846,781
c,847,800
c,848,848
c,849,802
c,850,803
c,851,776
c,852,777
c,853,804
c,854,785
c,855,799
c,856,775
c,857,779
c,858,780
c,859,781
c,860,142
c,861,143
c,862,802
c,863,125
c,864,126
c,865,133
c,866,142
c,867,143
c,868,121
c,869,125
c,870,126
c,871,133
c,872,800
c,873,873
c,874,874
c,875,804
