language,production_id,field_map_entry_count,alias_entry_count
java,146,4,0
java,147,6,0
java,148,4,0
java,149,1,0
java,150,2,0
java,151,2,0
java,152,1,0
java,153,2,0
java,154,2,0
java,155,2,0
java,156,3,0
java,157,3,0
java,158,2,0
java,159,3,0
java,160,4,0
java,161,5,0
java,162,5,0
java,163,5,0
java,164,5,0
java,165,5,0
java,166,4,0
java,167,2,0
java,168,3,0
java,169,3,0
java,170,3,0
java,171,3,0
java,172,3,0
java,173,5,0
java,174,4,0
java,175,4,0
java,176,2,0
java,177,1,0
java,178,2,0
java,179,6,0
java,180,3,0
java,181,4,0
java,182,4,0
java,183,4,0
java,184,4,0
java,185,4,0
java,186,5,0
java,187,5,0
java,188,1,0
java,189,3,0
java,190,2,0
java,191,1,0
java,192,2,0
java,193,2,0
java,194,2,0
java,195,1,0
java,196,3,0
java,197,3,0
java,198,3,0
java,199,5,0
java,200,5,0
java,201,5,0
java,202,3,0
java,203,3,0
java,204,4,0
java,205,4,0
java,206,6,0
java,207,4,0
kotlin,0,0,0
kotlin,1,0,1
kotlin,2,0,1
kotlin,3,0,1
kotlin,4,0,1
kotlin,5,0,1
kotlin,6,0,1
kotlin,7,1,0
kotlin,8,0,2
kotlin,9,1,0
kotlin,10,0,1
kotlin,11,1,0
kotlin,12,2,0
kotlin,13,1,0
kotlin,14,0,1
kotlin,15,2,0
kotlin,16,1,0
kotlin,17,2,0
kotlin,18,3,0
kotlin,19,3,0
