predicate_id,language,lexer_function,instruction_ordinal,opcode,arg1,arg2,source_guard
p_5898cfb05ef29d47a5ec,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 100
p_5898cfb05ef29d47a5ec,go,ts_lex_keywords,1,PUSH_INT,100,,lookahead == 100
p_5898cfb05ef29d47a5ec,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 100
p_45f1bc81aff855b9f67f,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 101
p_45f1bc81aff855b9f67f,go,ts_lex_keywords,1,PUSH_INT,101,,lookahead == 101
p_45f1bc81aff855b9f67f,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 101
p_b2d958eaa92ec6fc031e,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 102
p_b2d958eaa92ec6fc031e,go,ts_lex_keywords,1,PUSH_INT,102,,lookahead == 102
p_b2d958eaa92ec6fc031e,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 102
p_2728406fd95609cd0b50,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 103
p_2728406fd95609cd0b50,go,ts_lex_keywords,1,PUSH_INT,103,,lookahead == 103
p_2728406fd95609cd0b50,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 103
p_26e0403fb1a17f95738c,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 105
p_26e0403fb1a17f95738c,go,ts_lex_keywords,1,PUSH_INT,105,,lookahead == 105
p_26e0403fb1a17f95738c,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 105
p_1ec7535ca08cbc67e584,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 109
p_1ec7535ca08cbc67e584,go,ts_lex_keywords,1,PUSH_INT,109,,lookahead == 109
p_1ec7535ca08cbc67e584,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 109
p_1af76f2b341dbae1c703,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 110
p_1af76f2b341dbae1c703,go,ts_lex_keywords,1,PUSH_INT,110,,lookahead == 110
p_1af76f2b341dbae1c703,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 110
p_47cfba3f60cef9a8741a,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 112
p_47cfba3f60cef9a8741a,go,ts_lex_keywords,1,PUSH_INT,112,,lookahead == 112
p_47cfba3f60cef9a8741a,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 112
p_773b9812479da89c94bf,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 114
p_773b9812479da89c94bf,go,ts_lex_keywords,1,PUSH_INT,114,,lookahead == 114
p_773b9812479da89c94bf,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 114
p_112de06f8f8c4e03bb83,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 115
p_112de06f8f8c4e03bb83,go,ts_lex_keywords,1,PUSH_INT,115,,lookahead == 115
p_112de06f8f8c4e03bb83,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 115
p_65963ff381a7e716cf9f,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 116
p_65963ff381a7e716cf9f,go,ts_lex_keywords,1,PUSH_INT,116,,lookahead == 116
p_65963ff381a7e716cf9f,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 116
p_b4831bba165c30f18598,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 118
p_b4831bba165c30f18598,go,ts_lex_keywords,1,PUSH_INT,118,,lookahead == 118
p_b4831bba165c30f18598,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 118
p_82a1e5de5493a1f3dd3e,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 'r'
p_82a1e5de5493a1f3dd3e,go,ts_lex_keywords,1,PUSH_INT,114,,lookahead == 'r'
p_82a1e5de5493a1f3dd3e,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 'r'
p_45c12963ab5aeb248052,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 'a'
p_45c12963ab5aeb248052,go,ts_lex_keywords,1,PUSH_INT,97,,lookahead == 'a'
p_45c12963ab5aeb248052,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 'a'
p_83a82275fa605babf4e4,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 'h'
p_83a82275fa605babf4e4,go,ts_lex_keywords,1,PUSH_INT,104,,lookahead == 'h'
p_83a82275fa605babf4e4,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 'h'
p_b4b87899f9c513593b03,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 'o'
p_b4b87899f9c513593b03,go,ts_lex_keywords,1,PUSH_INT,111,,lookahead == 'o'
p_b4b87899f9c513593b03,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 'o'
p_3eca8f9ca5d9156d1c13,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 'e'
p_3eca8f9ca5d9156d1c13,go,ts_lex_keywords,1,PUSH_INT,101,,lookahead == 'e'
p_3eca8f9ca5d9156d1c13,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 'e'
p_8a64e3108a1cb55b24ca,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 'l'
p_8a64e3108a1cb55b24ca,go,ts_lex_keywords,1,PUSH_INT,108,,lookahead == 'l'
p_8a64e3108a1cb55b24ca,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 'l'
p_2892a4b5092d40853321,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 'u'
p_2892a4b5092d40853321,go,ts_lex_keywords,1,PUSH_INT,117,,lookahead == 'u'
p_2892a4b5092d40853321,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 'u'
p_58980e987d62eec37ee5,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 'f'
p_58980e987d62eec37ee5,go,ts_lex_keywords,1,PUSH_INT,102,,lookahead == 'f'
p_58980e987d62eec37ee5,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 'f'
p_aa683acca70a5616d655,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 'm'
p_aa683acca70a5616d655,go,ts_lex_keywords,1,PUSH_INT,109,,lookahead == 'm'
p_aa683acca70a5616d655,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 'm'
p_c234aa933373547fadfe,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 'n'
p_c234aa933373547fadfe,go,ts_lex_keywords,1,PUSH_INT,110,,lookahead == 'n'
p_c234aa933373547fadfe,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 'n'
p_3b8863ac5a2483a7b1ed,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 'i'
p_3b8863ac5a2483a7b1ed,go,ts_lex_keywords,1,PUSH_INT,105,,lookahead == 'i'
p_3b8863ac5a2483a7b1ed,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 'i'
p_d5f8fb661d47f8660be8,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 't'
p_d5f8fb661d47f8660be8,go,ts_lex_keywords,1,PUSH_INT,116,,lookahead == 't'
p_d5f8fb661d47f8660be8,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 't'
p_e16d17fa38c6fc2c4166,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 'w'
p_e16d17fa38c6fc2c4166,go,ts_lex_keywords,1,PUSH_INT,119,,lookahead == 'w'
p_e16d17fa38c6fc2c4166,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 'w'
p_4f74f689033df5f51e77,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 'y'
p_4f74f689033df5f51e77,go,ts_lex_keywords,1,PUSH_INT,121,,lookahead == 'y'
p_4f74f689033df5f51e77,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 'y'
p_cdb83e3f7aa6d8c014e6,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 's'
p_cdb83e3f7aa6d8c014e6,go,ts_lex_keywords,1,PUSH_INT,115,,lookahead == 's'
p_cdb83e3f7aa6d8c014e6,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 's'
p_b59fbaae553938848c10,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 'p'
p_b59fbaae553938848c10,go,ts_lex_keywords,1,PUSH_INT,112,,lookahead == 'p'
p_b59fbaae553938848c10,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 'p'
p_e76c9ab7aa708d276ef8,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 'k'
p_e76c9ab7aa708d276ef8,go,ts_lex_keywords,1,PUSH_INT,107,,lookahead == 'k'
p_e76c9ab7aa708d276ef8,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 'k'
p_b6e56667b53affb4839a,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 'c'
p_b6e56667b53affb4839a,go,ts_lex_keywords,1,PUSH_INT,99,,lookahead == 'c'
p_b6e56667b53affb4839a,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 'c'
p_4c6395996307edc17d57,go,ts_lex_keywords,0,PUSH_LOOKAHEAD,,,lookahead == 'g'
p_4c6395996307edc17d57,go,ts_lex_keywords,1,PUSH_INT,103,,lookahead == 'g'
p_4c6395996307edc17d57,go,ts_lex_keywords,2,CMP_EQ,,,lookahead == 'g'
p_f6be174ec35409738c29,rust,ts_lex,0,PUSH_EOF,,,eof
p_36124be0cbc9d21816fb,rust,ts_lex,0,PUSH_INT,9,,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' '
p_36124be0cbc9d21816fb,rust,ts_lex,1,PUSH_LOOKAHEAD,,,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' '
p_36124be0cbc9d21816fb,rust,ts_lex,2,CMP_LE,,,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' '
p_36124be0cbc9d21816fb,rust,ts_lex,3,PUSH_LOOKAHEAD,,,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' '
p_36124be0cbc9d21816fb,rust,ts_lex,4,PUSH_INT,13,,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' '
p_36124be0cbc9d21816fb,rust,ts_lex,5,CMP_LE,,,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' '
p_36124be0cbc9d21816fb,rust,ts_lex,6,AND,,,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' '
p_36124be0cbc9d21816fb,rust,ts_lex,7,PUSH_LOOKAHEAD,,,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' '
p_36124be0cbc9d21816fb,rust,ts_lex,8,PUSH_INT,32,,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' '
p_36124be0cbc9d21816fb,rust,ts_lex,9,CMP_EQ,,,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' '
p_36124be0cbc9d21816fb,rust,ts_lex,10,OR,,,('\t' <= lookahead && lookahead <= '\r') || lookahead == ' '
p_8551f46767d7577d0201,rust,ts_lex,0,PUSH_INT,49,,('1' <= lookahead && lookahead <= '9')
p_8551f46767d7577d0201,rust,ts_lex,1,PUSH_LOOKAHEAD,,,('1' <= lookahead && lookahead <= '9')
p_8551f46767d7577d0201,rust,ts_lex,2,CMP_LE,,,('1' <= lookahead && lookahead <= '9')
p_8551f46767d7577d0201,rust,ts_lex,3,PUSH_LOOKAHEAD,,,('1' <= lookahead && lookahead <= '9')
p_8551f46767d7577d0201,rust,ts_lex,4,PUSH_INT,57,,('1' <= lookahead && lookahead <= '9')
p_8551f46767d7577d0201,rust,ts_lex,5,CMP_LE,,,('1' <= lookahead && lookahead <= '9')
p_8551f46767d7577d0201,rust,ts_lex,6,AND,,,('1' <= lookahead && lookahead <= '9')
p_2ca84447cdf9ac763f58,rust,ts_lex,0,SET_CONTAINS,sym_identifier_character_set_1,685,"set_contains(sym_identifier_character_set_1, 685, lookahead)"
p_ecb13621de9ab9635755,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 33
p_ecb13621de9ab9635755,rust,ts_lex,1,PUSH_INT,33,,lookahead == 33
p_ecb13621de9ab9635755,rust,ts_lex,2,CMP_EQ,,,lookahead == 33
p_7f9f6808f6d1f24fa0b8,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 34
p_7f9f6808f6d1f24fa0b8,rust,ts_lex,1,PUSH_INT,34,,lookahead == 34
p_7f9f6808f6d1f24fa0b8,rust,ts_lex,2,CMP_EQ,,,lookahead == 34
p_12cf5c555b2a4e8546cb,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 35
p_12cf5c555b2a4e8546cb,rust,ts_lex,1,PUSH_INT,35,,lookahead == 35
p_12cf5c555b2a4e8546cb,rust,ts_lex,2,CMP_EQ,,,lookahead == 35
p_f393c0a105e2b9dee88c,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 36
p_f393c0a105e2b9dee88c,rust,ts_lex,1,PUSH_INT,36,,lookahead == 36
p_f393c0a105e2b9dee88c,rust,ts_lex,2,CMP_EQ,,,lookahead == 36
p_873c7eb276849f7f42ab,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 37
p_873c7eb276849f7f42ab,rust,ts_lex,1,PUSH_INT,37,,lookahead == 37
p_873c7eb276849f7f42ab,rust,ts_lex,2,CMP_EQ,,,lookahead == 37
p_dd2198673760af0ba5ca,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 38
p_dd2198673760af0ba5ca,rust,ts_lex,1,PUSH_INT,38,,lookahead == 38
p_dd2198673760af0ba5ca,rust,ts_lex,2,CMP_EQ,,,lookahead == 38
p_cc4564929b744020862b,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 39
p_cc4564929b744020862b,rust,ts_lex,1,PUSH_INT,39,,lookahead == 39
p_cc4564929b744020862b,rust,ts_lex,2,CMP_EQ,,,lookahead == 39
p_0b1af54cea26bf5b055c,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 40
p_0b1af54cea26bf5b055c,rust,ts_lex,1,PUSH_INT,40,,lookahead == 40
p_0b1af54cea26bf5b055c,rust,ts_lex,2,CMP_EQ,,,lookahead == 40
p_05bf26c755ba7f9e5ea6,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 41
p_05bf26c755ba7f9e5ea6,rust,ts_lex,1,PUSH_INT,41,,lookahead == 41
p_05bf26c755ba7f9e5ea6,rust,ts_lex,2,CMP_EQ,,,lookahead == 41
p_049eac0e6eba5e724b26,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 42
p_049eac0e6eba5e724b26,rust,ts_lex,1,PUSH_INT,42,,lookahead == 42
p_049eac0e6eba5e724b26,rust,ts_lex,2,CMP_EQ,,,lookahead == 42
p_2217f98ff2e543033015,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 43
p_2217f98ff2e543033015,rust,ts_lex,1,PUSH_INT,43,,lookahead == 43
p_2217f98ff2e543033015,rust,ts_lex,2,CMP_EQ,,,lookahead == 43
p_253023110ed7274e7f34,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 44
p_253023110ed7274e7f34,rust,ts_lex,1,PUSH_INT,44,,lookahead == 44
p_253023110ed7274e7f34,rust,ts_lex,2,CMP_EQ,,,lookahead == 44
p_e611f9fac53bc0713728,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 45
p_e611f9fac53bc0713728,rust,ts_lex,1,PUSH_INT,45,,lookahead == 45
p_e611f9fac53bc0713728,rust,ts_lex,2,CMP_EQ,,,lookahead == 45
p_bdbf414c2bdfdfef9d59,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 46
p_bdbf414c2bdfdfef9d59,rust,ts_lex,1,PUSH_INT,46,,lookahead == 46
p_bdbf414c2bdfdfef9d59,rust,ts_lex,2,CMP_EQ,,,lookahead == 46
p_83f4bef434b5a4c69d16,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 47
p_83f4bef434b5a4c69d16,rust,ts_lex,1,PUSH_INT,47,,lookahead == 47
p_83f4bef434b5a4c69d16,rust,ts_lex,2,CMP_EQ,,,lookahead == 47
p_5a32556fe39c9fecef13,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 48
p_5a32556fe39c9fecef13,rust,ts_lex,1,PUSH_INT,48,,lookahead == 48
p_5a32556fe39c9fecef13,rust,ts_lex,2,CMP_EQ,,,lookahead == 48
p_e4080e01872d88c3ecfe,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 58
p_e4080e01872d88c3ecfe,rust,ts_lex,1,PUSH_INT,58,,lookahead == 58
p_e4080e01872d88c3ecfe,rust,ts_lex,2,CMP_EQ,,,lookahead == 58
p_b1469d905be782caca1d,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 59
p_b1469d905be782caca1d,rust,ts_lex,1,PUSH_INT,59,,lookahead == 59
p_b1469d905be782caca1d,rust,ts_lex,2,CMP_EQ,,,lookahead == 59
p_b071c943088a5ec4f626,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 60
p_b071c943088a5ec4f626,rust,ts_lex,1,PUSH_INT,60,,lookahead == 60
p_b071c943088a5ec4f626,rust,ts_lex,2,CMP_EQ,,,lookahead == 60
p_917e5e133886ee1132a2,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 61
p_917e5e133886ee1132a2,rust,ts_lex,1,PUSH_INT,61,,lookahead == 61
p_917e5e133886ee1132a2,rust,ts_lex,2,CMP_EQ,,,lookahead == 61
p_7d684135eec1b954f4cf,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 62
p_7d684135eec1b954f4cf,rust,ts_lex,1,PUSH_INT,62,,lookahead == 62
p_7d684135eec1b954f4cf,rust,ts_lex,2,CMP_EQ,,,lookahead == 62
p_cd18468735634a805eff,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 63
p_cd18468735634a805eff,rust,ts_lex,1,PUSH_INT,63,,lookahead == 63
p_cd18468735634a805eff,rust,ts_lex,2,CMP_EQ,,,lookahead == 63
p_ade234e40b7c75ea4a9a,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 64
p_ade234e40b7c75ea4a9a,rust,ts_lex,1,PUSH_INT,64,,lookahead == 64
p_ade234e40b7c75ea4a9a,rust,ts_lex,2,CMP_EQ,,,lookahead == 64
p_c091bd431023ceeebb21,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 91
p_c091bd431023ceeebb21,rust,ts_lex,1,PUSH_INT,91,,lookahead == 91
p_c091bd431023ceeebb21,rust,ts_lex,2,CMP_EQ,,,lookahead == 91
p_ed1537b284ebf203aafe,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 92
p_ed1537b284ebf203aafe,rust,ts_lex,1,PUSH_INT,92,,lookahead == 92
p_ed1537b284ebf203aafe,rust,ts_lex,2,CMP_EQ,,,lookahead == 92
p_64804fe9549735bd6904,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 93
p_64804fe9549735bd6904,rust,ts_lex,1,PUSH_INT,93,,lookahead == 93
p_64804fe9549735bd6904,rust,ts_lex,2,CMP_EQ,,,lookahead == 93
p_997028001bae816355b6,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 94
p_997028001bae816355b6,rust,ts_lex,1,PUSH_INT,94,,lookahead == 94
p_997028001bae816355b6,rust,ts_lex,2,CMP_EQ,,,lookahead == 94
p_916148a6ab4fab1504d5,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 98
p_916148a6ab4fab1504d5,rust,ts_lex,1,PUSH_INT,98,,lookahead == 98
p_916148a6ab4fab1504d5,rust,ts_lex,2,CMP_EQ,,,lookahead == 98
p_4c80c76250727c23ca6b,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 99
p_4c80c76250727c23ca6b,rust,ts_lex,1,PUSH_INT,99,,lookahead == 99
p_4c80c76250727c23ca6b,rust,ts_lex,2,CMP_EQ,,,lookahead == 99
p_34ef2132e4acf03907a6,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 109
p_34ef2132e4acf03907a6,rust,ts_lex,1,PUSH_INT,109,,lookahead == 109
p_34ef2132e4acf03907a6,rust,ts_lex,2,CMP_EQ,,,lookahead == 109
p_a3cdb1f98e1a9a1c0298,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 114
p_a3cdb1f98e1a9a1c0298,rust,ts_lex,1,PUSH_INT,114,,lookahead == 114
p_a3cdb1f98e1a9a1c0298,rust,ts_lex,2,CMP_EQ,,,lookahead == 114
p_1aa776368d3865ac0f7a,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 123
p_1aa776368d3865ac0f7a,rust,ts_lex,1,PUSH_INT,123,,lookahead == 123
p_1aa776368d3865ac0f7a,rust,ts_lex,2,CMP_EQ,,,lookahead == 123
p_d452728321dd400c4979,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 124
p_d452728321dd400c4979,rust,ts_lex,1,PUSH_INT,124,,lookahead == 124
p_d452728321dd400c4979,rust,ts_lex,2,CMP_EQ,,,lookahead == 124
p_fd4a5475c249a5738e4c,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 125
p_fd4a5475c249a5738e4c,rust,ts_lex,1,PUSH_INT,125,,lookahead == 125
p_fd4a5475c249a5738e4c,rust,ts_lex,2,CMP_EQ,,,lookahead == 125
p_0db5ffabee8de4ffb10f,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == '\n'
p_0db5ffabee8de4ffb10f,rust,ts_lex,1,PUSH_INT,10,,lookahead == '\n'
p_0db5ffabee8de4ffb10f,rust,ts_lex,2,CMP_EQ,,,lookahead == '\n'
p_ae5e89753a7de6d6a57e,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == '['
p_ae5e89753a7de6d6a57e,rust,ts_lex,1,PUSH_INT,91,,lookahead == '['
p_ae5e89753a7de6d6a57e,rust,ts_lex,2,CMP_EQ,,,lookahead == '['
p_2d4b690634da60698f47,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead != 0
p_2d4b690634da60698f47,rust,ts_lex,1,PUSH_INT,0,,lookahead != 0
p_2d4b690634da60698f47,rust,ts_lex,2,CMP_NE,,,lookahead != 0
p_3fb697ff67ee89fee9d3,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead != 0 && lookahead != '['
p_3fb697ff67ee89fee9d3,rust,ts_lex,1,PUSH_INT,0,,lookahead != 0 && lookahead != '['
p_3fb697ff67ee89fee9d3,rust,ts_lex,2,CMP_NE,,,lookahead != 0 && lookahead != '['
p_3fb697ff67ee89fee9d3,rust,ts_lex,3,PUSH_LOOKAHEAD,,,lookahead != 0 && lookahead != '['
p_3fb697ff67ee89fee9d3,rust,ts_lex,4,PUSH_INT,91,,lookahead != 0 && lookahead != '['
p_3fb697ff67ee89fee9d3,rust,ts_lex,5,CMP_NE,,,lookahead != 0 && lookahead != '['
p_3fb697ff67ee89fee9d3,rust,ts_lex,6,AND,,,lookahead != 0 && lookahead != '['
p_0ee7356a76a4de7ae087,rust,ts_lex,0,PUSH_LOOKAHEAD,,,"lookahead == '""'"
p_0ee7356a76a4de7ae087,rust,ts_lex,1,PUSH_INT,34,,"lookahead == '""'"
p_0ee7356a76a4de7ae087,rust,ts_lex,2,CMP_EQ,,,"lookahead == '""'"
p_64aa6e27fe428f8e4e9c,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == '/'
p_64aa6e27fe428f8e4e9c,rust,ts_lex,1,PUSH_INT,47,,lookahead == '/'
p_64aa6e27fe428f8e4e9c,rust,ts_lex,2,CMP_EQ,,,lookahead == '/'
p_c8b2fcd61a9c2569d14b,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == ';'
p_c8b2fcd61a9c2569d14b,rust,ts_lex,1,PUSH_INT,59,,lookahead == ';'
p_c8b2fcd61a9c2569d14b,rust,ts_lex,2,CMP_EQ,,,lookahead == ';'
p_140ce0669e30e7852903,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 'r'
p_140ce0669e30e7852903,rust,ts_lex,1,PUSH_INT,114,,lookahead == 'r'
p_140ce0669e30e7852903,rust,ts_lex,2,CMP_EQ,,,lookahead == 'r'
p_48ef3f5d978c49a370cf,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == '{'
p_48ef3f5d978c49a370cf,rust,ts_lex,1,PUSH_INT,123,,lookahead == '{'
p_48ef3f5d978c49a370cf,rust,ts_lex,2,CMP_EQ,,,lookahead == '{'
p_f5d260a7c056e1b34db1,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == 'b' || lookahead == 'c'
p_f5d260a7c056e1b34db1,rust,ts_lex,1,PUSH_INT,98,,lookahead == 'b' || lookahead == 'c'
p_f5d260a7c056e1b34db1,rust,ts_lex,2,CMP_EQ,,,lookahead == 'b' || lookahead == 'c'
p_f5d260a7c056e1b34db1,rust,ts_lex,3,PUSH_LOOKAHEAD,,,lookahead == 'b' || lookahead == 'c'
p_f5d260a7c056e1b34db1,rust,ts_lex,4,PUSH_INT,99,,lookahead == 'b' || lookahead == 'c'
p_f5d260a7c056e1b34db1,rust,ts_lex,5,CMP_EQ,,,lookahead == 'b' || lookahead == 'c'
p_f5d260a7c056e1b34db1,rust,ts_lex,6,OR,,,lookahead == 'b' || lookahead == 'c'
p_290f1337eb8cd7f7e609,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == '&'
p_290f1337eb8cd7f7e609,rust,ts_lex,1,PUSH_INT,38,,lookahead == '&'
p_290f1337eb8cd7f7e609,rust,ts_lex,2,CMP_EQ,,,lookahead == '&'
p_6c7a814c2057ee533e85,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == '\''
p_6c7a814c2057ee533e85,rust,ts_lex,1,PUSH_INT,39,,lookahead == '\''
p_6c7a814c2057ee533e85,rust,ts_lex,2,CMP_EQ,,,lookahead == '\''
p_286932740826100561c1,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == '\\'
p_286932740826100561c1,rust,ts_lex,1,PUSH_INT,92,,lookahead == '\\'
p_286932740826100561c1,rust,ts_lex,2,CMP_EQ,,,lookahead == '\\'
p_bf8aeacdc615387025ac,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == '*'
p_bf8aeacdc615387025ac,rust,ts_lex,1,PUSH_INT,42,,lookahead == '*'
p_bf8aeacdc615387025ac,rust,ts_lex,2,CMP_EQ,,,lookahead == '*'
p_60d8690085171d8607d9,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == '+'
p_60d8690085171d8607d9,rust,ts_lex,1,PUSH_INT,43,,lookahead == '+'
p_60d8690085171d8607d9,rust,ts_lex,2,CMP_EQ,,,lookahead == '+'
p_5a788d3be63f80829478,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == '?'
p_5a788d3be63f80829478,rust,ts_lex,1,PUSH_INT,63,,lookahead == '?'
p_5a788d3be63f80829478,rust,ts_lex,2,CMP_EQ,,,lookahead == '?'
p_aaa265e61de9f9d65414,rust,ts_lex,0,PUSH_LOOKAHEAD,,,lookahead == '.'
p_aaa265e61de9f9d65414,rust,ts_lex,1,PUSH_INT,46,,lookahead == '.'
