feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield
parameter,93,65,46,19,62,44,130,11,4,25,11,16,54,53,21,68,121,107,58,2,137,16,97,15,133,183,152,21,28,163,154,59,49,270,61,23,14,84,46,345,14,83,73,162,123,8,244,240,8,46,5,176,25,0,9,27,1,211,115,0,36,39,57,70,63,394,83,32,6,100,158,8,41,44,30,31,72,0,15,8,82,47,3,10,87,92,100,15,163,20,23,3,7,83,311,124,28,120
pattern,44,36,32,10,34,27,79,3,3,21,13,15,39,37,12,33,53,54,43,1,77,16,63,8,66,104,83,20,21,80,79,33,24,109,38,12,12,49,30,148,8,46,40,89,52,6,117,117,7,34,8,85,11,0,6,17,0,101,62,1,24,30,35,35,29,83,152,18,3,54,81,5,15,22,19,21,46,0,9,7,46,22,2,9,46,53,61,15,78,13,12,2,5,40,131,63,20,56
pointer,20,15,10,9,23,17,24,1,2,7,2,8,16,13,6,18,26,25,15,1,27,3,13,5,23,26,26,0,7,27,28,16,17,38,13,7,8,12,14,43,12,13,8,23,28,4,39,43,1,17,1,22,4,0,4,7,0,36,26,0,6,16,11,14,16,32,18,44,4,21,31,5,4,10,10,8,18,0,3,3,19,14,3,4,16,19,18,2,31,8,6,2,4,24,43,18,9,20
primitive_bool,3,3,1,4,4,2,5,0,0,4,1,3,3,3,0,4,4,5,4,0,4,4,3,3,5,5,4,0,3,4,4,5,2,7,4,3,2,4,5,7,3,2,2,5,4,2,7,7,2,4,1,3,1,0,0,1,0,6,5,0,1,3,3,4,3,6,3,4,7,5,5,2,1,4,0,5,4,0,3,1,4,4,0,3,3,2,2,0,5,3,3,0,1,4,7,5,3,5
primitive_float,62,38,30,17,36,22,75,4,3,23,5,10,29,47,11,45,71,52,42,1,91,17,57,9,94,100,91,10,22,109,86,35,20,186,40,13,13,51,27,233,9,51,35,99,87,8,181,152,7,29,2,113,18,0,7,20,0,107,68,0,17,28,29,43,33,100,54,21,5,280,160,7,20,23,15,25,38,0,7,6,51,30,1,5,41,49,61,13,121,14,15,2,7,55,224,77,20,76
primitive_integer,115,87,41,20,52,62,127,13,4,27,15,13,50,71,22,62,109,116,59,1,136,19,97,13,143,186,140,22,25,175,136,47,43,330,65,23,15,70,37,466,11,104,63,165,189,10,335,289,8,43,11,154,47,1,9,23,2,188,131,1,41,38,54,65,61,158,81,31,5,160,590,8,47,40,21,29,72,0,11,9,105,39,4,8,88,101,108,28,206,23,18,2,6,108,441,135,26,128
primitive_string,5,5,4,5,5,3,5,0,2,4,3,3,4,5,1,5,7,7,6,0,7,1,6,2,8,8,6,0,4,7,6,4,4,10,3,2,3,4,5,10,3,5,2,6,5,1,10,10,1,4,1,8,1,0,3,3,0,7,5,0,2,5,4,1,4,8,5,5,2,7,8,10,1,2,2,4,3,0,1,2,5,3,0,1,3,3,3,0,8,4,0,2,3,5,10,6,4,6
random,14,25,9,3,13,12,25,5,1,5,1,3,15,10,8,16,32,27,11,1,30,2,23,2,22,44,38,9,5,29,44,11,11,53,14,6,6,16,4,86,3,28,21,34,23,2,62,55,3,7,4,32,12,0,3,5,0,54,26,1,20,9,19,15,11,41,15,4,1,20,47,1,92,9,8,5,20,0,4,1,20,8,1,2,32,33,26,7,35,2,4,1,1,18,77,36,4,31
reference,26,20,10,6,19,11,32,6,0,9,3,5,17,18,7,17,27,28,22,1,34,7,27,4,31,40,34,5,9,35,32,16,12,47,17,14,7,20,13,63,5,21,13,40,31,7,52,48,4,16,2,35,10,0,1,7,1,44,40,0,13,15,12,22,20,44,22,10,4,23,40,2,9,75,5,10,25,0,6,2,26,13,1,5,19,27,25,4,38,6,9,0,2,32,63,26,9,27
reflection,13,9,7,3,20,11,22,2,1,3,0,3,17,10,8,11,22,27,11,0,21,1,13,7,19,28,28,5,5,23,18,11,13,36,9,6,6,11,9,42,4,14,16,23,20,3,35,36,0,10,1,25,3,0,3,3,1,32,20,0,5,13,13,10,15,30,19,10,0,15,21,2,8,5,42,4,14,0,1,2,15,8,1,1,12,22,13,3,27,4,4,1,4,16,39,21,5,19
return,17,6,23,8,23,11,35,4,2,29,2,8,16,15,0,12,33,23,14,0,26,17,27,4,22,31,22,3,23,34,27,15,11,39,15,6,8,12,35,41,4,10,5,27,19,3,34,38,3,15,1,36,1,0,3,16,0,28,23,0,3,10,9,7,18,31,21,8,5,25,29,4,5,10,4,41,17,0,6,4,15,11,1,4,16,15,16,1,33,7,3,2,3,18,37,19,27,21
scope,36,37,23,13,34,31,73,7,1,18,10,9,35,31,12,33,54,48,32,1,61,14,61,9,56,89,71,10,19,86,75,30,21,115,28,16,11,49,26,146,12,38,22,79,51,5,109,112,4,25,13,86,7,1,2,14,0,88,49,0,26,25,30,42,29,72,46,18,4,38,72,3,20,25,14,17,162,0,14,3,44,23,2,8,55,51,49,18,74,11,16,0,3,42,131,60,20,53
set,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shadowing,10,6,6,3,8,2,12,1,0,6,1,5,8,5,3,6,15,8,7,0,11,5,9,1,13,13,12,2,7,17,12,5,3,16,9,6,2,8,7,22,3,8,3,10,12,1,18,18,4,7,1,14,1,0,0,2,0,14,12,0,3,5,4,8,8,15,9,3,3,7,11,1,4,6,1,6,14,0,24,1,10,6,0,5,12,8,10,1,13,3,5,0,2,9,20,10,5,12
slice,3,4,2,3,6,3,10,1,1,4,2,2,2,8,1,5,7,10,5,0,9,3,9,2,10,11,9,0,4,9,9,7,4,11,7,3,2,7,5,12,1,7,5,9,8,2,8,10,1,4,1,9,3,0,2,1,0,9,7,0,3,3,7,5,1,8,7,3,1,6,9,2,1,2,2,4,3,0,1,12,5,7,0,1,6,6,7,0,10,3,3,1,1,6,11,6,4,4
struct,65,43,17,13,37,33,75,2,2,12,12,11,30,32,16,49,62,62,34,1,71,6,52,8,62,88,87,16,12,76,73,41,28,121,30,19,12,32,17,187,8,52,33,88,78,9,135,133,5,28,10,78,14,0,6,12,0,94,71,1,26,25,34,29,38,82,46,19,4,51,105,5,20,26,15,15,44,0,10,5,196,25,1,5,49,61,45,23,84,13,16,2,6,47,160,69,13,57
subtyping,22,19,16,12,20,16,36,2,2,12,3,6,18,22,7,28,36,32,23,1,30,7,22,6,34,40,35,2,12,42,32,20,14,52,21,8,6,22,18,60,6,23,15,36,24,4,50,50,2,13,2,39,6,0,4,12,0,38,33,0,9,16,15,23,21,47,22,14,4,30,39,3,8,13,8,11,23,0,6,7,25,68,0,5,25,20,24,1,44,9,13,2,6,28,57,23,11,28
switch_match,1,2,0,0,4,0,3,0,1,1,0,0,1,0,0,0,3,3,1,0,1,0,2,0,1,2,5,0,1,3,2,0,3,6,2,1,3,1,2,5,4,0,1,2,2,0,6,6,0,0,0,2,0,0,0,1,0,5,1,0,0,2,1,0,3,3,2,3,0,1,4,0,1,1,1,1,2,0,0,0,1,0,6,0,0,2,2,0,4,0,0,0,0,2,5,3,2,0
symbol_table,5,3,6,3,4,3,12,0,0,4,1,5,5,3,1,7,7,7,7,0,7,4,6,1,8,11,7,0,5,10,9,6,3,11,7,3,2,10,5,14,4,6,2,11,8,2,11,11,3,5,1,9,1,0,0,2,0,13,9,0,2,4,2,11,6,10,9,4,3,5,8,1,2,5,1,4,8,0,5,1,5,5,0,14,5,5,4,0,11,3,5,0,2,7,12,10,3,7
task_async,50,55,15,6,32,35,75,94,1,11,11,11,27,33,16,42,90,63,32,2,61,7,64,7,58,130,89,18,11,102,97,30,33,139,29,16,9,39,15,296,5,65,44,107,59,3,203,145,4,25,15,89,24,0,2,7,0,110,54,1,70,20,37,35,31,87,46,16,3,41,88,3,32,19,12,16,55,0,12,6,49,25,0,5,323,86,76,23,82,8,13,1,3,39,230,76,9,79
thread,68,94,16,10,30,65,78,17,2,12,10,14,32,36,34,42,64,75,37,2,64,6,78,6,59,127,95,19,14,87,96,30,56,143,29,25,12,33,17,282,6,65,47,95,95,5,199,172,5,23,20,72,53,0,3,13,2,128,85,0,56,30,37,34,42,92,53,19,2,49,101,3,33,27,22,15,51,0,8,6,61,20,2,5,86,313,59,31,83,6,9,2,4,63,230,87,14,58
throw_raise,58,50,21,9,38,31,86,24,1,13,4,12,41,46,10,30,77,69,45,1,78,9,101,9,96,302,103,21,13,112,97,35,36,182,31,15,20,49,21,257,5,62,52,117,68,6,226,173,7,29,4,96,24,1,4,16,0,139,74,0,28,27,43,45,39,100,61,18,2,61,108,3,26,25,13,16,49,0,10,7,45,24,2,4,76,59,331,11,109,10,11,1,5,60,234,96,13,91
time,18,19,2,0,4,15,21,0,0,0,6,0,10,10,4,11,9,11,6,0,14,0,17,1,13,29,22,10,0,20,27,5,9,24,4,2,1,3,2,43,1,16,12,30,23,2,34,44,0,2,13,18,5,0,0,1,0,17,13,0,19,6,9,4,6,15,15,2,0,13,28,0,7,4,3,1,18,0,1,0,23,1,0,0,23,31,11,49,13,0,0,0,0,6,42,22,1,11
tuple,71,64,49,21,62,47,128,14,4,30,8,12,49,56,21,68,129,104,60,2,118,20,92,14,150,190,127,19,32,205,123,51,39,310,68,24,16,72,47,383,14,90,69,150,129,7,312,274,7,38,3,168,29,1,7,28,0,198,121,0,33,42,49,74,61,163,78,31,5,121,206,8,35,38,27,33,74,0,13,10,84,44,4,11,82,83,109,13,483,28,24,2,8,94,387,133,33,158
tuple_type,8,10,9,7,10,8,18,0,1,10,1,5,7,11,4,9,17,15,10,0,19,9,15,5,19,18,15,1,9,21,15,10,6,27,17,2,2,11,10,28,5,8,3,15,15,3,22,24,3,10,1,24,2,0,2,6,0,19,17,0,3,9,9,9,11,20,13,8,3,14,23,4,2,6,4,7,11,0,3,3,13,9,0,3,8,6,10,0,28,28,8,1,4,12,28,11,10,17
type_inference,10,8,6,8,13,10,20,2,0,4,1,5,9,11,6,15,20,16,16,0,21,4,15,4,18,20,16,0,4,21,18,14,8,24,16,4,3,18,6,29,3,15,6,21,14,2,25,24,3,9,0,24,3,0,1,2,0,22,19,0,2,8,9,17,12,23,12,6,3,15,18,0,4,9,4,3,16,0,5,3,16,13,0,5,13,9,11,0,24,8,32,0,1,15,27,17,3,19
unary_op,2,1,2,1,1,1,2,0,3,2,0,1,2,2,0,1,3,2,2,0,2,0,1,0,3,2,3,0,2,2,3,1,1,3,1,0,1,1,3,2,2,2,1,3,3,0,3,3,0,1,0,2,0,0,2,2,0,2,2,0,0,2,2,0,2,3,2,2,0,2,2,2,1,0,1,2,0,0,0,1,2,2,0,0,1,2,1,0,2,1,0,3,1,2,3,2,2,1
union_sum,4,4,2,4,6,4,7,0,1,3,1,3,4,4,1,7,6,7,5,0,6,2,5,3,6,6,6,0,3,6,6,3,4,8,5,2,2,3,4,8,3,5,3,5,8,2,8,8,1,4,1,6,1,0,2,4,0,6,7,0,3,4,3,3,4,7,5,4,1,7,6,3,1,2,4,3,3,0,2,1,6,6,0,2,3,4,5,0,8,4,1,1,8,7,8,5,2,5
unsafe,44,51,24,13,35,41,69,7,2,18,6,10,27,34,16,38,66,62,40,1,70,12,54,6,69,91,78,7,18,90,73,32,32,133,38,19,13,40,25,167,10,58,22,72,93,8,137,139,5,26,4,72,27,1,6,19,1,97,84,0,15,28,29,37,50,83,40,24,4,55,108,5,18,32,16,18,42,0,9,6,47,28,2,7,39,63,60,6,94,12,15,2,7,196,165,55,17,66
variable,165,164,60,23,96,92,234,67,5,30,18,18,84,91,38,103,235,198,102,2,225,18,189,21,267,446,264,43,35,388,247,74,80,764,94,33,19,142,57,1362,21,157,149,314,288,15,908,659,10,61,16,383,98,2,9,29,2,437,214,1,99,62,82,101,96,311,131,43,7,224,441,10,77,63,39,37,131,0,20,11,160,57,5,12,230,230,234,42,387,28,27,3,8,165,1864,250,33,298
visibility,74,57,28,12,36,39,99,9,2,17,5,10,44,38,18,44,79,90,45,1,86,12,86,9,95,159,127,19,19,129,118,42,33,218,42,17,14,66,26,290,11,74,46,135,86,5,211,185,7,34,8,116,31,1,6,11,0,184,92,1,34,30,43,62,43,124,63,18,5,77,135,6,36,26,21,19,60,0,10,6,69,23,3,10,76,87,96,22,133,11,17,2,5,55,250,310,19,100
while,13,7,25,8,22,10,33,0,3,28,2,6,17,18,0,10,31,19,16,1,25,18,26,2,16,33,21,1,28,32,28,13,10,36,14,6,8,13,36,35,6,9,6,22,15,4,32,36,1,11,1,32,1,0,3,17,0,29,23,0,1,12,10,8,15,28,20,9,3,20,26,4,4,9,5,27,20,0,5,4,13,11,2,3,9,14,13,1,33,10,3,2,2,17,33,19,36,18
yield,55,53,35,16,50,40,93,16,3,18,6,9,43,39,19,41,143,90,48,1,88,13,77,11,106,161,116,13,19,303,98,37,39,220,48,15,12,61,27,299,7,69,59,118,89,7,249,210,6,29,1,108,27,1,5,17,0,169,93,0,24,35,40,52,48,120,56,20,5,76,128,6,31,27,19,21,53,0,12,4,57,28,0,7,79,58,91,11,158,17,19,1,5,66,298,100,18,374
