language,repository,from_rule,to_symbol,path
cpp,tree-sitter/tree-sitter-cpp,requires_parameter_list,parameter_declaration,$.members[1].members[0].members[0].members[0]
cpp,tree-sitter/tree-sitter-cpp,requires_parameter_list,optional_parameter_declaration,$.members[1].members[0].members[0].members[1]
cpp,tree-sitter/tree-sitter-cpp,requires_parameter_list,variadic_parameter_declaration,$.members[1].members[0].members[0].members[2]
cpp,tree-sitter/tree-sitter-cpp,requires_parameter_list,parameter_declaration,$.members[1].members[0].members[1].content.members[1].members[0]
cpp,tree-sitter/tree-sitter-cpp,requires_parameter_list,optional_parameter_declaration,$.members[1].members[0].members[1].content.members[1].members[1]
cpp,tree-sitter/tree-sitter-cpp,requires_parameter_list,variadic_parameter_declaration,$.members[1].members[0].members[1].content.members[1].members[2]
cpp,tree-sitter/tree-sitter-cpp,requires_expression,requires_parameter_list,$.members[1].content.members[0].content
cpp,tree-sitter/tree-sitter-cpp,requires_expression,requirement_seq,$.members[2].content
cpp,tree-sitter/tree-sitter-cpp,lambda_declarator,attribute_declaration,$.members[0].members[0].content
cpp,tree-sitter/tree-sitter-cpp,lambda_declarator,parameter_list,$.members[0].members[1].content
cpp,tree-sitter/tree-sitter-cpp,lambda_declarator,lambda_specifier,$.members[0].members[2].content
cpp,tree-sitter/tree-sitter-cpp,lambda_declarator,_function_exception_specification,$.members[0].members[3].members[0]
cpp,tree-sitter/tree-sitter-cpp,lambda_declarator,attribute_declaration,$.members[0].members[4].content
cpp,tree-sitter/tree-sitter-cpp,lambda_declarator,trailing_return_type,$.members[0].members[5].members[0]
cpp,tree-sitter/tree-sitter-cpp,lambda_declarator,requires_clause,$.members[0].members[6].members[0]
cpp,tree-sitter/tree-sitter-cpp,lambda_declarator,attribute_declaration,$.members[1].content
cpp,tree-sitter/tree-sitter-cpp,lambda_declarator,attribute_declaration,$.members[2].members[0].content
cpp,tree-sitter/tree-sitter-cpp,lambda_declarator,trailing_return_type,$.members[2].members[1]
cpp,tree-sitter/tree-sitter-cpp,lambda_declarator,attribute_declaration,$.members[3].members[0].content
cpp,tree-sitter/tree-sitter-cpp,lambda_declarator,_function_exception_specification,$.members[3].members[1]
cpp,tree-sitter/tree-sitter-cpp,lambda_declarator,attribute_declaration,$.members[3].members[2].content
cpp,tree-sitter/tree-sitter-cpp,lambda_declarator,trailing_return_type,$.members[3].members[3].members[0]
cpp,tree-sitter/tree-sitter-cpp,lambda_declarator,attribute_declaration,$.members[4].members[0].content
cpp,tree-sitter/tree-sitter-cpp,lambda_declarator,lambda_specifier,$.members[4].members[1].content
cpp,tree-sitter/tree-sitter-cpp,lambda_declarator,_function_exception_specification,$.members[4].members[2].members[0]
cpp,tree-sitter/tree-sitter-cpp,lambda_declarator,attribute_declaration,$.members[4].members[3].content
cpp,tree-sitter/tree-sitter-cpp,lambda_declarator,trailing_return_type,$.members[4].members[4].members[0]
cpp,tree-sitter/tree-sitter-cpp,lambda_expression,lambda_capture_specifier,$.members[0].content
cpp,tree-sitter/tree-sitter-cpp,lambda_expression,template_parameter_list,$.members[1].members[0].members[0].content
cpp,tree-sitter/tree-sitter-cpp,lambda_expression,requires_clause,$.members[1].members[0].members[1].members[0].content
cpp,tree-sitter/tree-sitter-cpp,lambda_expression,lambda_declarator,$.members[2].members[0].content
cpp,tree-sitter/tree-sitter-cpp,lambda_expression,compound_statement,$.members[3].content
cpp,tree-sitter/tree-sitter-cpp,lambda_capture_specifier,lambda_default_capture,$.content.members[1].members[0]
cpp,tree-sitter/tree-sitter-cpp,lambda_capture_specifier,_lambda_capture,$.content.members[1].members[1].members[0].members[0]
cpp,tree-sitter/tree-sitter-cpp,lambda_capture_specifier,_lambda_capture,$.content.members[1].members[1].members[0].members[1].content.members[1]
cpp,tree-sitter/tree-sitter-cpp,lambda_capture_specifier,lambda_default_capture,$.content.members[1].members[2].members[0]
cpp,tree-sitter/tree-sitter-cpp,lambda_capture_specifier,_lambda_capture,$.content.members[1].members[2].members[2].members[0]
cpp,tree-sitter/tree-sitter-cpp,lambda_capture_specifier,_lambda_capture,$.content.members[1].members[2].members[2].members[1].content.members[1]
cpp,tree-sitter/tree-sitter-cpp,_lambda_capture_identifier,identifier,$.members[1].members[0]
cpp,tree-sitter/tree-sitter-cpp,_lambda_capture_identifier,qualified_identifier,$.members[1].members[1]
cpp,tree-sitter/tree-sitter-cpp,_lambda_capture_identifier,identifier_parameter_pack_expansion,$.members[1].members[2].content
cpp,tree-sitter/tree-sitter-cpp,lambda_capture_initializer,identifier,$.members[2].content
cpp,tree-sitter/tree-sitter-cpp,lambda_capture_initializer,expression,$.members[4].content
cpp,tree-sitter/tree-sitter-cpp,_lambda_capture,this,$.members[0].members[1]
cpp,tree-sitter/tree-sitter-cpp,_lambda_capture,_lambda_capture_identifier,$.members[1]
cpp,tree-sitter/tree-sitter-cpp,_lambda_capture,lambda_capture_initializer,$.members[2]
cpp,tree-sitter/tree-sitter-cpp,_unary_left_fold,_fold_operator,$.members[1].content
cpp,tree-sitter/tree-sitter-cpp,_unary_left_fold,expression,$.members[2].content
cpp,tree-sitter/tree-sitter-cpp,_unary_right_fold,expression,$.members[0].content
cpp,tree-sitter/tree-sitter-cpp,_unary_right_fold,_fold_operator,$.members[1].content
cpp,tree-sitter/tree-sitter-cpp,_binary_fold,expression,$.members[0].content
cpp,tree-sitter/tree-sitter-cpp,_binary_fold,_binary_fold_operator,$.members[1]
cpp,tree-sitter/tree-sitter-cpp,_binary_fold,expression,$.members[2].content
cpp,tree-sitter/tree-sitter-cpp,fold_expression,_unary_right_fold,$.members[1].members[0]
cpp,tree-sitter/tree-sitter-cpp,fold_expression,_unary_left_fold,$.members[1].members[1]
cpp,tree-sitter/tree-sitter-cpp,fold_expression,_binary_fold,$.members[1].members[2]
cpp,tree-sitter/tree-sitter-cpp,parameter_pack_expansion,expression,$.content.members[0].content
cpp,tree-sitter/tree-sitter-cpp,type_parameter_pack_expansion,type_descriptor,$.members[0].content
cpp,tree-sitter/tree-sitter-cpp,identifier_parameter_pack_expansion,identifier,$.members[0].content
cpp,tree-sitter/tree-sitter-cpp,destructor_name,identifier,$.content.members[1]
cpp,tree-sitter/tree-sitter-cpp,dependent_identifier,template_function,$.members[1]
cpp,tree-sitter/tree-sitter-cpp,dependent_field_identifier,template_method,$.members[1]
cpp,tree-sitter/tree-sitter-cpp,dependent_type_identifier,template_type,$.members[1]
cpp,tree-sitter/tree-sitter-cpp,_scope_resolution,_namespace_identifier,$.content.members[0].content.members[0].members[0]
cpp,tree-sitter/tree-sitter-cpp,_scope_resolution,template_type,$.content.members[0].content.members[0].members[1]
cpp,tree-sitter/tree-sitter-cpp,_scope_resolution,decltype,$.content.members[0].content.members[0].members[2]
cpp,tree-sitter/tree-sitter-cpp,_scope_resolution,splice_expression,$.content.members[0].content.members[0].members[3]
cpp,tree-sitter/tree-sitter-cpp,_scope_resolution,splice_type_specifier,$.content.members[0].content.members[0].members[4]
cpp,tree-sitter/tree-sitter-cpp,_scope_resolution,dependent_type_identifier,$.content.members[0].content.members[0].members[5].content
cpp,tree-sitter/tree-sitter-cpp,qualified_field_identifier,_scope_resolution,$.members[0]
cpp,tree-sitter/tree-sitter-cpp,qualified_field_identifier,dependent_field_identifier,$.members[1].content.members[0].content
cpp,tree-sitter/tree-sitter-cpp,qualified_field_identifier,qualified_field_identifier,$.members[1].content.members[1].content
cpp,tree-sitter/tree-sitter-cpp,qualified_field_identifier,template_method,$.members[1].content.members[2]
cpp,tree-sitter/tree-sitter-cpp,qualified_field_identifier,_field_identifier,$.members[1].content.members[3].content
cpp,tree-sitter/tree-sitter-cpp,qualified_identifier,_scope_resolution,$.members[0]
cpp,tree-sitter/tree-sitter-cpp,qualified_identifier,dependent_identifier,$.members[1].content.members[0].content
cpp,tree-sitter/tree-sitter-cpp,qualified_identifier,qualified_identifier,$.members[1].content.members[1]
cpp,tree-sitter/tree-sitter-cpp,qualified_identifier,template_function,$.members[1].content.members[2]
cpp,tree-sitter/tree-sitter-cpp,qualified_identifier,identifier,$.members[1].content.members[3].content.members[1]
cpp,tree-sitter/tree-sitter-cpp,qualified_identifier,operator_name,$.members[1].content.members[4]
cpp,tree-sitter/tree-sitter-cpp,qualified_identifier,destructor_name,$.members[1].content.members[5]
cpp,tree-sitter/tree-sitter-cpp,qualified_identifier,pointer_type_declarator,$.members[1].content.members[6]
cpp,tree-sitter/tree-sitter-cpp,qualified_type_identifier,_scope_resolution,$.members[0]
cpp,tree-sitter/tree-sitter-cpp,qualified_type_identifier,dependent_type_identifier,$.members[1].content.members[0].content
cpp,tree-sitter/tree-sitter-cpp,qualified_type_identifier,qualified_type_identifier,$.members[1].content.members[1].content
cpp,tree-sitter/tree-sitter-cpp,qualified_type_identifier,template_type,$.members[1].content.members[2]
cpp,tree-sitter/tree-sitter-cpp,qualified_type_identifier,_type_identifier,$.members[1].content.members[3].content
cpp,tree-sitter/tree-sitter-cpp,qualified_operator_cast_identifier,_scope_resolution,$.members[0]
cpp,tree-sitter/tree-sitter-cpp,qualified_operator_cast_identifier,qualified_operator_cast_identifier,$.members[1].content.members[0].content
cpp,tree-sitter/tree-sitter-cpp,qualified_operator_cast_identifier,operator_cast,$.members[1].content.members[1]
cpp,tree-sitter/tree-sitter-cpp,_assignment_expression_lhs,expression,$.members[0].content
cpp,tree-sitter/tree-sitter-cpp,_assignment_expression_lhs,expression,$.members[2].content.members[0]
cpp,tree-sitter/tree-sitter-cpp,_assignment_expression_lhs,initializer_list,$.members[2].content.members[1]
cpp,tree-sitter/tree-sitter-cpp,reflect_expression,expression,$.content.members[1].members[1]
cpp,tree-sitter/tree-sitter-cpp,reflect_expression,type_descriptor,$.content.members[1].members[2]
cpp,tree-sitter/tree-sitter-cpp,splice_specifier,expression,$.members[1]
cpp,tree-sitter/tree-sitter-cpp,_splice_specialization_specifier,splice_specifier,$.members[0]
cpp,tree-sitter/tree-sitter-cpp,_splice_specialization_specifier,template_argument_list,$.members[1]
cpp,tree-sitter/tree-sitter-cpp,splice_type_specifier,splice_specifier,$.content.members[0]
cpp,tree-sitter/tree-sitter-cpp,splice_type_specifier,_splice_specialization_specifier,$.content.members[1]
cpp,tree-sitter/tree-sitter-cpp,splice_expression,splice_specifier,$.content.members[0]
cpp,tree-sitter/tree-sitter-cpp,splice_expression,_splice_specialization_specifier,$.content.members[1].members[1]
cpp,tree-sitter/tree-sitter-cpp,expansion_statement,_for_range_loop_body,$.members[3]
cpp,tree-sitter/tree-sitter-cpp,expansion_statement,statement,$.members[5].content
cpp,tree-sitter/tree-sitter-cpp,operator_name,identifier,$.content.members[1].members[52].members[1]
cpp,tree-sitter/tree-sitter-cpp,user_defined_literal,number_literal,$.members[0].members[0]
cpp,tree-sitter/tree-sitter-cpp,user_defined_literal,char_literal,$.members[0].members[1]
cpp,tree-sitter/tree-sitter-cpp,user_defined_literal,_string,$.members[0].members[2]
cpp,tree-sitter/tree-sitter-cpp,user_defined_literal,literal_suffix,$.members[1]
cpp,tree-sitter/tree-sitter-cpp,_namespace_identifier,identifier,$.content
c,tree-sitter/tree-sitter-c,translation_unit,_top_level_item,$.content
c,tree-sitter/tree-sitter-c,_top_level_item,function_definition,$.members[0]
c,tree-sitter/tree-sitter-c,_top_level_item,_old_style_function_definition,$.members[1].content
c,tree-sitter/tree-sitter-c,_top_level_item,linkage_specification,$.members[2]
c,tree-sitter/tree-sitter-c,_top_level_item,declaration,$.members[3]
c,tree-sitter/tree-sitter-c,_top_level_item,_top_level_statement,$.members[4]
c,tree-sitter/tree-sitter-c,_top_level_item,attributed_statement,$.members[5]
c,tree-sitter/tree-sitter-c,_top_level_item,type_definition,$.members[6]
c,tree-sitter/tree-sitter-c,_top_level_item,_empty_declaration,$.members[7]
c,tree-sitter/tree-sitter-c,_top_level_item,preproc_if,$.members[8]
c,tree-sitter/tree-sitter-c,_top_level_item,preproc_ifdef,$.members[9]
c,tree-sitter/tree-sitter-c,_top_level_item,preproc_include,$.members[10]
c,tree-sitter/tree-sitter-c,_top_level_item,preproc_def,$.members[11]
c,tree-sitter/tree-sitter-c,_top_level_item,preproc_function_def,$.members[12]
c,tree-sitter/tree-sitter-c,_top_level_item,preproc_call,$.members[13]
c,tree-sitter/tree-sitter-c,_block_item,function_definition,$.members[0]
c,tree-sitter/tree-sitter-c,_block_item,_old_style_function_definition,$.members[1].content
c,tree-sitter/tree-sitter-c,_block_item,linkage_specification,$.members[2]
c,tree-sitter/tree-sitter-c,_block_item,declaration,$.members[3]
c,tree-sitter/tree-sitter-c,_block_item,statement,$.members[4]
c,tree-sitter/tree-sitter-c,_block_item,attributed_statement,$.members[5]
c,tree-sitter/tree-sitter-c,_block_item,type_definition,$.members[6]
c,tree-sitter/tree-sitter-c,_block_item,_empty_declaration,$.members[7]
c,tree-sitter/tree-sitter-c,_block_item,preproc_if,$.members[8]
c,tree-sitter/tree-sitter-c,_block_item,preproc_ifdef,$.members[9]
c,tree-sitter/tree-sitter-c,_block_item,preproc_include,$.members[10]
c,tree-sitter/tree-sitter-c,_block_item,preproc_def,$.members[11]
c,tree-sitter/tree-sitter-c,_block_item,preproc_function_def,$.members[12]
c,tree-sitter/tree-sitter-c,_block_item,preproc_call,$.members[13]
c,tree-sitter/tree-sitter-c,preproc_include,string_literal,$.members[1].content.members[0]
c,tree-sitter/tree-sitter-c,preproc_include,system_lib_string,$.members[1].content.members[1]
c,tree-sitter/tree-sitter-c,preproc_include,identifier,$.members[1].content.members[2]
c,tree-sitter/tree-sitter-c,preproc_include,preproc_call_expression,$.members[1].content.members[3].content
c,tree-sitter/tree-sitter-c,preproc_def,identifier,$.members[1].content
c,tree-sitter/tree-sitter-c,preproc_def,preproc_arg,$.members[2].content.members[0]
c,tree-sitter/tree-sitter-c,preproc_function_def,identifier,$.members[1].content
c,tree-sitter/tree-sitter-c,preproc_function_def,preproc_params,$.members[2].content
c,tree-sitter/tree-sitter-c,preproc_function_def,preproc_arg,$.members[3].content.members[0]
c,tree-sitter/tree-sitter-c,preproc_params,identifier,$.members[1].members[0].members[0].members[0]
c,tree-sitter/tree-sitter-c,preproc_params,identifier,$.members[1].members[0].members[1].content.members[1].members[0]
c,tree-sitter/tree-sitter-c,preproc_call,preproc_directive,$.members[0].content
c,tree-sitter/tree-sitter-c,preproc_call,preproc_arg,$.members[1].content.members[0]
c,tree-sitter/tree-sitter-c,preproc_if,_preproc_expression,$.content.members[1].content
c,tree-sitter/tree-sitter-c,preproc_if,_block_item,$.content.members[3].content
c,tree-sitter/tree-sitter-c,preproc_if,preproc_else,$.content.members[4].content.members[0].members[0]
c,tree-sitter/tree-sitter-c,preproc_if,preproc_elif,$.content.members[4].content.members[0].members[1]
c,tree-sitter/tree-sitter-c,preproc_if,preproc_elifdef,$.content.members[4].content.members[0].members[2]
c,tree-sitter/tree-sitter-c,preproc_ifdef,identifier,$.content.members[1].content
c,tree-sitter/tree-sitter-c,preproc_ifdef,_block_item,$.content.members[2].content
c,tree-sitter/tree-sitter-c,preproc_ifdef,preproc_else,$.content.members[3].content.members[0].members[0]
c,tree-sitter/tree-sitter-c,preproc_ifdef,preproc_elif,$.content.members[3].content.members[0].members[1]
c,tree-sitter/tree-sitter-c,preproc_ifdef,preproc_elifdef,$.content.members[3].content.members[0].members[2]
c,tree-sitter/tree-sitter-c,preproc_else,_block_item,$.content.members[1].content
c,tree-sitter/tree-sitter-c,preproc_elif,_preproc_expression,$.content.members[1].content
c,tree-sitter/tree-sitter-c,preproc_elif,_block_item,$.content.members[3].content
c,tree-sitter/tree-sitter-c,preproc_elif,preproc_else,$.content.members[4].content.members[0].members[0]
c,tree-sitter/tree-sitter-c,preproc_elif,preproc_elif,$.content.members[4].content.members[0].members[1]
c,tree-sitter/tree-sitter-c,preproc_elif,preproc_elifdef,$.content.members[4].content.members[0].members[2]
c,tree-sitter/tree-sitter-c,preproc_elifdef,identifier,$.content.members[1].content
c,tree-sitter/tree-sitter-c,preproc_elifdef,_block_item,$.content.members[2].content
c,tree-sitter/tree-sitter-c,preproc_elifdef,preproc_else,$.content.members[3].content.members[0].members[0]
c,tree-sitter/tree-sitter-c,preproc_elifdef,preproc_elif,$.content.members[3].content.members[0].members[1]
c,tree-sitter/tree-sitter-c,preproc_elifdef,preproc_elifdef,$.content.members[3].content.members[0].members[2]
c,tree-sitter/tree-sitter-c,preproc_if_in_field_declaration_list,_preproc_expression,$.content.members[1].content
c,tree-sitter/tree-sitter-c,preproc_if_in_field_declaration_list,_field_declaration_list_item,$.content.members[3].content
c,tree-sitter/tree-sitter-c,preproc_if_in_field_declaration_list,preproc_else_in_field_declaration_list,$.content.members[4].content.members[0].members[0].content
c,tree-sitter/tree-sitter-c,preproc_if_in_field_declaration_list,preproc_elif_in_field_declaration_list,$.content.members[4].content.members[0].members[1].content
c,tree-sitter/tree-sitter-c,preproc_if_in_field_declaration_list,preproc_elifdef_in_field_declaration_list,$.content.members[4].content.members[0].members[2].content
c,tree-sitter/tree-sitter-c,preproc_ifdef_in_field_declaration_list,identifier,$.content.members[1].content
c,tree-sitter/tree-sitter-c,preproc_ifdef_in_field_declaration_list,_field_declaration_list_item,$.content.members[2].content
c,tree-sitter/tree-sitter-c,preproc_ifdef_in_field_declaration_list,preproc_else_in_field_declaration_list,$.content.members[3].content.members[0].members[0].content
c,tree-sitter/tree-sitter-c,preproc_ifdef_in_field_declaration_list,preproc_elif_in_field_declaration_list,$.content.members[3].content.members[0].members[1].content
c,tree-sitter/tree-sitter-c,preproc_ifdef_in_field_declaration_list,preproc_elifdef_in_field_declaration_list,$.content.members[3].content.members[0].members[2].content
c,tree-sitter/tree-sitter-c,preproc_else_in_field_declaration_list,_field_declaration_list_item,$.content.members[1].content
c,tree-sitter/tree-sitter-c,preproc_elif_in_field_declaration_list,_preproc_expression,$.content.members[1].content
c,tree-sitter/tree-sitter-c,preproc_elif_in_field_declaration_list,_field_declaration_list_item,$.content.members[3].content
c,tree-sitter/tree-sitter-c,preproc_elif_in_field_declaration_list,preproc_else_in_field_declaration_list,$.content.members[4].content.members[0].members[0].content
c,tree-sitter/tree-sitter-c,preproc_elif_in_field_declaration_list,preproc_elif_in_field_declaration_list,$.content.members[4].content.members[0].members[1].content
c,tree-sitter/tree-sitter-c,preproc_elif_in_field_declaration_list,preproc_elifdef_in_field_declaration_list,$.content.members[4].content.members[0].members[2].content
c,tree-sitter/tree-sitter-c,preproc_elifdef_in_field_declaration_list,identifier,$.content.members[1].content
c,tree-sitter/tree-sitter-c,preproc_elifdef_in_field_declaration_list,_field_declaration_list_item,$.content.members[2].content
c,tree-sitter/tree-sitter-c,preproc_elifdef_in_field_declaration_list,preproc_else_in_field_declaration_list,$.content.members[3].content.members[0].members[0].content
c,tree-sitter/tree-sitter-c,preproc_elifdef_in_field_declaration_list,preproc_elif_in_field_declaration_list,$.content.members[3].content.members[0].members[1].content
c,tree-sitter/tree-sitter-c,preproc_elifdef_in_field_declaration_list,preproc_elifdef_in_field_declaration_list,$.content.members[3].content.members[0].members[2].content
c,tree-sitter/tree-sitter-c,preproc_if_in_enumerator_list,_preproc_expression,$.content.members[1].content
c,tree-sitter/tree-sitter-c,preproc_if_in_enumerator_list,enumerator,$.content.members[3].content.members[0]
c,tree-sitter/tree-sitter-c,preproc_if_in_enumerator_list,preproc_else_in_enumerator_list,$.content.members[4].content.members[0].members[0].content
c,tree-sitter/tree-sitter-c,preproc_if_in_enumerator_list,preproc_elif_in_enumerator_list,$.content.members[4].content.members[0].members[1].content
c,tree-sitter/tree-sitter-c,preproc_if_in_enumerator_list,preproc_elifdef_in_enumerator_list,$.content.members[4].content.members[0].members[2].content
c,tree-sitter/tree-sitter-c,preproc_ifdef_in_enumerator_list,identifier,$.content.members[1].content
c,tree-sitter/tree-sitter-c,preproc_ifdef_in_enumerator_list,enumerator,$.content.members[2].content.members[0]
c,tree-sitter/tree-sitter-c,preproc_ifdef_in_enumerator_list,preproc_else_in_enumerator_list,$.content.members[3].content.members[0].members[0].content
c,tree-sitter/tree-sitter-c,preproc_ifdef_in_enumerator_list,preproc_elif_in_enumerator_list,$.content.members[3].content.members[0].members[1].content
c,tree-sitter/tree-sitter-c,preproc_ifdef_in_enumerator_list,preproc_elifdef_in_enumerator_list,$.content.members[3].content.members[0].members[2].content
c,tree-sitter/tree-sitter-c,preproc_else_in_enumerator_list,enumerator,$.content.members[1].content.members[0]
c,tree-sitter/tree-sitter-c,preproc_elif_in_enumerator_list,_preproc_expression,$.content.members[1].content
c,tree-sitter/tree-sitter-c,preproc_elif_in_enumerator_list,enumerator,$.content.members[3].content.members[0]
c,tree-sitter/tree-sitter-c,preproc_elif_in_enumerator_list,preproc_else_in_enumerator_list,$.content.members[4].content.members[0].members[0].content
c,tree-sitter/tree-sitter-c,preproc_elif_in_enumerator_list,preproc_elif_in_enumerator_list,$.content.members[4].content.members[0].members[1].content
c,tree-sitter/tree-sitter-c,preproc_elif_in_enumerator_list,preproc_elifdef_in_enumerator_list,$.content.members[4].content.members[0].members[2].content
c,tree-sitter/tree-sitter-c,preproc_elifdef_in_enumerator_list,identifier,$.content.members[1].content
c,tree-sitter/tree-sitter-c,preproc_elifdef_in_enumerator_list,enumerator,$.content.members[2].content.members[0]
c,tree-sitter/tree-sitter-c,preproc_elifdef_in_enumerator_list,preproc_else_in_enumerator_list,$.content.members[3].content.members[0].members[0].content
c,tree-sitter/tree-sitter-c,preproc_elifdef_in_enumerator_list,preproc_elif_in_enumerator_list,$.content.members[3].content.members[0].members[1].content
c,tree-sitter/tree-sitter-c,preproc_elifdef_in_enumerator_list,preproc_elifdef_in_enumerator_list,$.content.members[3].content.members[0].members[2].content
c,tree-sitter/tree-sitter-c,preproc_if_in_enumerator_list_no_comma,_preproc_expression,$.content.members[1].content
c,tree-sitter/tree-sitter-c,preproc_if_in_enumerator_list_no_comma,enumerator,$.content.members[3].content
c,tree-sitter/tree-sitter-c,preproc_if_in_enumerator_list_no_comma,preproc_else_in_enumerator_list_no_comma,$.content.members[4].content.members[0].members[0].content
c,tree-sitter/tree-sitter-c,preproc_if_in_enumerator_list_no_comma,preproc_elif_in_enumerator_list_no_comma,$.content.members[4].content.members[0].members[1].content
c,tree-sitter/tree-sitter-c,preproc_if_in_enumerator_list_no_comma,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[4].content.members[0].members[2].content
c,tree-sitter/tree-sitter-c,preproc_ifdef_in_enumerator_list_no_comma,identifier,$.content.members[1].content
c,tree-sitter/tree-sitter-c,preproc_ifdef_in_enumerator_list_no_comma,enumerator,$.content.members[2].content
c,tree-sitter/tree-sitter-c,preproc_ifdef_in_enumerator_list_no_comma,preproc_else_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[0].content
c,tree-sitter/tree-sitter-c,preproc_ifdef_in_enumerator_list_no_comma,preproc_elif_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[1].content
c,tree-sitter/tree-sitter-c,preproc_ifdef_in_enumerator_list_no_comma,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[2].content
c,tree-sitter/tree-sitter-c,preproc_else_in_enumerator_list_no_comma,enumerator,$.content.members[1].content
c,tree-sitter/tree-sitter-c,preproc_elif_in_enumerator_list_no_comma,_preproc_expression,$.content.members[1].content
c,tree-sitter/tree-sitter-c,preproc_elif_in_enumerator_list_no_comma,enumerator,$.content.members[3].content
c,tree-sitter/tree-sitter-c,preproc_elif_in_enumerator_list_no_comma,preproc_else_in_enumerator_list_no_comma,$.content.members[4].content.members[0].members[0].content
c,tree-sitter/tree-sitter-c,preproc_elif_in_enumerator_list_no_comma,preproc_elif_in_enumerator_list_no_comma,$.content.members[4].content.members[0].members[1].content
c,tree-sitter/tree-sitter-c,preproc_elif_in_enumerator_list_no_comma,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[4].content.members[0].members[2].content
c,tree-sitter/tree-sitter-c,preproc_elifdef_in_enumerator_list_no_comma,identifier,$.content.members[1].content
c,tree-sitter/tree-sitter-c,preproc_elifdef_in_enumerator_list_no_comma,enumerator,$.content.members[2].content
c,tree-sitter/tree-sitter-c,preproc_elifdef_in_enumerator_list_no_comma,preproc_else_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[0].content
c,tree-sitter/tree-sitter-c,preproc_elifdef_in_enumerator_list_no_comma,preproc_elif_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[1].content
c,tree-sitter/tree-sitter-c,preproc_elifdef_in_enumerator_list_no_comma,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[2].content
c,tree-sitter/tree-sitter-c,_preproc_expression,identifier,$.members[0]
c,tree-sitter/tree-sitter-c,_preproc_expression,preproc_call_expression,$.members[1].content
c,tree-sitter/tree-sitter-c,_preproc_expression,number_literal,$.members[2]
c,tree-sitter/tree-sitter-c,_preproc_expression,char_literal,$.members[3]
c,tree-sitter/tree-sitter-c,_preproc_expression,preproc_defined,$.members[4]
c,tree-sitter/tree-sitter-c,_preproc_expression,preproc_unary_expression,$.members[5].content
c,tree-sitter/tree-sitter-c,_preproc_expression,preproc_binary_expression,$.members[6].content
c,tree-sitter/tree-sitter-c,_preproc_expression,preproc_parenthesized_expression,$.members[7].content
c,tree-sitter/tree-sitter-c,preproc_parenthesized_expression,_preproc_expression,$.members[1]
c,tree-sitter/tree-sitter-c,preproc_defined,identifier,$.members[0].content.members[2]
c,tree-sitter/tree-sitter-c,preproc_defined,identifier,$.members[1].members[1]
c,tree-sitter/tree-sitter-c,preproc_unary_expression,_preproc_expression,$.content.members[1].content
c,tree-sitter/tree-sitter-c,preproc_call_expression,identifier,$.content.members[0].content
c,tree-sitter/tree-sitter-c,preproc_call_expression,preproc_argument_list,$.content.members[1].content.content
c,tree-sitter/tree-sitter-c,preproc_argument_list,_preproc_expression,$.members[1].members[0].members[0]
c,tree-sitter/tree-sitter-c,preproc_argument_list,_preproc_expression,$.members[1].members[0].members[1].content.members[1]
c,tree-sitter/tree-sitter-c,preproc_binary_expression,_preproc_expression,$.members[0].content.members[0].content
c,tree-sitter/tree-sitter-c,preproc_binary_expression,_preproc_expression,$.members[0].content.members[2].content
c,tree-sitter/tree-sitter-c,preproc_binary_expression,_preproc_expression,$.members[1].content.members[0].content
c,tree-sitter/tree-sitter-c,preproc_binary_expression,_preproc_expression,$.members[1].content.members[2].content
c,tree-sitter/tree-sitter-c,preproc_binary_expression,_preproc_expression,$.members[2].content.members[0].content
c,tree-sitter/tree-sitter-c,preproc_binary_expression,_preproc_expression,$.members[2].content.members[2].content
c,tree-sitter/tree-sitter-c,preproc_binary_expression,_preproc_expression,$.members[3].content.members[0].content
c,tree-sitter/tree-sitter-c,preproc_binary_expression,_preproc_expression,$.members[3].content.members[2].content
c,tree-sitter/tree-sitter-c,preproc_binary_expression,_preproc_expression,$.members[4].content.members[0].content
c,tree-sitter/tree-sitter-c,preproc_binary_expression,_preproc_expression,$.members[4].content.members[2].content
c,tree-sitter/tree-sitter-c,preproc_binary_expression,_preproc_expression,$.members[5].content.members[0].content
c,tree-sitter/tree-sitter-c,preproc_binary_expression,_preproc_expression,$.members[5].content.members[2].content
c,tree-sitter/tree-sitter-c,preproc_binary_expression,_preproc_expression,$.members[6].content.members[0].content
c,tree-sitter/tree-sitter-c,preproc_binary_expression,_preproc_expression,$.members[6].content.members[2].content
c,tree-sitter/tree-sitter-c,preproc_binary_expression,_preproc_expression,$.members[7].content.members[0].content
c,tree-sitter/tree-sitter-c,preproc_binary_expression,_preproc_expression,$.members[7].content.members[2].content
c,tree-sitter/tree-sitter-c,preproc_binary_expression,_preproc_expression,$.members[8].content.members[0].content
c,tree-sitter/tree-sitter-c,preproc_binary_expression,_preproc_expression,$.members[8].content.members[2].content
