language,repository,category,path,value_kind,value_json
c,tree-sitter/tree-sitter-c,inline,inline[3],str,"""_non_case_statement"""
c,tree-sitter/tree-sitter-c,inline,inline[4],str,"""_assignment_left_expression"""
c,tree-sitter/tree-sitter-c,inline,inline[5],str,"""_expression_not_binary"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[0][0],str,"""type_specifier"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[0][1],str,"""_declarator"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[1][0],str,"""type_specifier"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[1][1],str,"""_declarator"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[1][2],str,"""macro_type_specifier"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[2][0],str,"""type_specifier"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[2][1],str,"""expression"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[3][0],str,"""type_specifier"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[3][1],str,"""expression"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[3][2],str,"""macro_type_specifier"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[4][0],str,"""type_specifier"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[4][1],str,"""macro_type_specifier"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[5][0],str,"""type_specifier"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[5][1],str,"""sized_type_specifier"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[6][0],str,"""sized_type_specifier"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[7][0],str,"""attributed_statement"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[8][0],str,"""_declaration_modifiers"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[8][1],str,"""attributed_statement"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[9][0],str,"""enum_specifier"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[10][0],str,"""type_specifier"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[10][1],str,"""_old_style_parameter_list"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[11][0],str,"""parameter_list"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[11][1],str,"""_old_style_parameter_list"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[12][0],str,"""function_declarator"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[12][1],str,"""_function_declaration_declarator"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[13][0],str,"""_block_item"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[13][1],str,"""statement"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[14][0],str,"""_top_level_item"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[14][1],str,"""_top_level_statement"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[15][0],str,"""type_specifier"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[15][1],str,"""_top_level_expression_statement"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[16][0],str,"""type_qualifier"""
c,tree-sitter/tree-sitter-c,conflicts,conflicts[16][1],str,"""extension_expression"""
c,tree-sitter/tree-sitter-c,supertypes,supertypes[0],str,"""expression"""
c,tree-sitter/tree-sitter-c,supertypes,supertypes[1],str,"""statement"""
c,tree-sitter/tree-sitter-c,supertypes,supertypes[2],str,"""type_specifier"""
c,tree-sitter/tree-sitter-c,supertypes,supertypes[3],str,"""_declarator"""
c,tree-sitter/tree-sitter-c,supertypes,supertypes[4],str,"""_field_declarator"""
c,tree-sitter/tree-sitter-c,supertypes,supertypes[5],str,"""_type_declarator"""
c,tree-sitter/tree-sitter-c,supertypes,supertypes[6],str,"""_abstract_declarator"""
c,tree-sitter/tree-sitter-c,precedences,precedences,array,[]
c,tree-sitter/tree-sitter-c,reserved,reserved,object,{}
python,tree-sitter/tree-sitter-python,word,word,str,"""identifier"""
python,tree-sitter/tree-sitter-python,externals,externals[0].type,str,"""SYMBOL"""
python,tree-sitter/tree-sitter-python,externals,externals[0].name,str,"""_newline"""
python,tree-sitter/tree-sitter-python,externals,externals[1].type,str,"""SYMBOL"""
python,tree-sitter/tree-sitter-python,externals,externals[1].name,str,"""_indent"""
python,tree-sitter/tree-sitter-python,externals,externals[2].type,str,"""SYMBOL"""
python,tree-sitter/tree-sitter-python,externals,externals[2].name,str,"""_dedent"""
python,tree-sitter/tree-sitter-python,externals,externals[3].type,str,"""SYMBOL"""
python,tree-sitter/tree-sitter-python,externals,externals[3].name,str,"""string_start"""
python,tree-sitter/tree-sitter-python,externals,externals[4].type,str,"""SYMBOL"""
python,tree-sitter/tree-sitter-python,externals,externals[4].name,str,"""_string_content"""
python,tree-sitter/tree-sitter-python,externals,externals[5].type,str,"""SYMBOL"""
python,tree-sitter/tree-sitter-python,externals,externals[5].name,str,"""escape_interpolation"""
python,tree-sitter/tree-sitter-python,externals,externals[6].type,str,"""SYMBOL"""
python,tree-sitter/tree-sitter-python,externals,externals[6].name,str,"""string_end"""
python,tree-sitter/tree-sitter-python,externals,externals[7].type,str,"""SYMBOL"""
python,tree-sitter/tree-sitter-python,externals,externals[7].name,str,"""comment"""
python,tree-sitter/tree-sitter-python,externals,externals[8].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,externals,externals[8].value,str,"""]"""
python,tree-sitter/tree-sitter-python,externals,externals[9].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,externals,externals[9].value,str,""")"""
python,tree-sitter/tree-sitter-python,externals,externals[10].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,externals,externals[10].value,str,"""}"""
python,tree-sitter/tree-sitter-python,externals,externals[11].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,externals,externals[11].value,str,"""except"""
python,tree-sitter/tree-sitter-python,extras,extras[0].type,str,"""SYMBOL"""
python,tree-sitter/tree-sitter-python,extras,extras[0].name,str,"""comment"""
python,tree-sitter/tree-sitter-python,extras,extras[1].type,str,"""PATTERN"""
python,tree-sitter/tree-sitter-python,extras,extras[1].value,str,"""[\\s\\f\\uFEFF\\u2060\\u200B]|\\r?\\n"""
python,tree-sitter/tree-sitter-python,extras,extras[2].type,str,"""SYMBOL"""
python,tree-sitter/tree-sitter-python,extras,extras[2].name,str,"""line_continuation"""
python,tree-sitter/tree-sitter-python,inline,inline[0],str,"""_simple_statement"""
python,tree-sitter/tree-sitter-python,inline,inline[1],str,"""_compound_statement"""
python,tree-sitter/tree-sitter-python,inline,inline[2],str,"""_suite"""
python,tree-sitter/tree-sitter-python,inline,inline[3],str,"""_expressions"""
python,tree-sitter/tree-sitter-python,inline,inline[4],str,"""_left_hand_side"""
python,tree-sitter/tree-sitter-python,inline,inline[5],str,"""keyword_identifier"""
python,tree-sitter/tree-sitter-python,conflicts,conflicts[0][0],str,"""primary_expression"""
python,tree-sitter/tree-sitter-python,conflicts,conflicts[0][1],str,"""pattern"""
python,tree-sitter/tree-sitter-python,conflicts,conflicts[1][0],str,"""primary_expression"""
python,tree-sitter/tree-sitter-python,conflicts,conflicts[1][1],str,"""list_splat_pattern"""
python,tree-sitter/tree-sitter-python,conflicts,conflicts[2][0],str,"""tuple"""
python,tree-sitter/tree-sitter-python,conflicts,conflicts[2][1],str,"""tuple_pattern"""
python,tree-sitter/tree-sitter-python,conflicts,conflicts[3][0],str,"""list"""
python,tree-sitter/tree-sitter-python,conflicts,conflicts[3][1],str,"""list_pattern"""
python,tree-sitter/tree-sitter-python,conflicts,conflicts[4][0],str,"""with_item"""
python,tree-sitter/tree-sitter-python,conflicts,conflicts[4][1],str,"""_collection_elements"""
python,tree-sitter/tree-sitter-python,conflicts,conflicts[5][0],str,"""named_expression"""
python,tree-sitter/tree-sitter-python,conflicts,conflicts[5][1],str,"""as_pattern"""
python,tree-sitter/tree-sitter-python,conflicts,conflicts[6][0],str,"""print_statement"""
python,tree-sitter/tree-sitter-python,conflicts,conflicts[6][1],str,"""primary_expression"""
python,tree-sitter/tree-sitter-python,conflicts,conflicts[7][0],str,"""type_alias_statement"""
python,tree-sitter/tree-sitter-python,conflicts,conflicts[7][1],str,"""primary_expression"""
python,tree-sitter/tree-sitter-python,conflicts,conflicts[8][0],str,"""match_statement"""
python,tree-sitter/tree-sitter-python,conflicts,conflicts[8][1],str,"""primary_expression"""
python,tree-sitter/tree-sitter-python,supertypes,supertypes[0],str,"""_simple_statement"""
python,tree-sitter/tree-sitter-python,supertypes,supertypes[1],str,"""_compound_statement"""
python,tree-sitter/tree-sitter-python,supertypes,supertypes[2],str,"""expression_statement"""
python,tree-sitter/tree-sitter-python,supertypes,supertypes[3],str,"""expression"""
python,tree-sitter/tree-sitter-python,supertypes,supertypes[4],str,"""primary_expression"""
python,tree-sitter/tree-sitter-python,supertypes,supertypes[5],str,"""pattern"""
python,tree-sitter/tree-sitter-python,supertypes,supertypes[6],str,"""parameter"""
python,tree-sitter/tree-sitter-python,precedences,precedences,array,[]
python,tree-sitter/tree-sitter-python,reserved,reserved.global[0].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[0].value,str,"""False"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[1].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[1].value,str,"""await"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[2].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[2].value,str,"""else"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[3].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[3].value,str,"""import"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[4].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[4].value,str,"""pass"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[5].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[5].value,str,"""None"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[6].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[6].value,str,"""break"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[7].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[7].value,str,"""except"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[8].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[8].value,str,"""in"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[9].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[9].value,str,"""raise"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[10].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[10].value,str,"""True"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[11].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[11].value,str,"""class"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[12].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[12].value,str,"""finally"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[13].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[13].value,str,"""is"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[14].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[14].value,str,"""return"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[15].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[15].value,str,"""and"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[16].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[16].value,str,"""continue"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[17].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[17].value,str,"""for"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[18].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[18].value,str,"""lambda"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[19].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[19].value,str,"""try"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[20].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[20].value,str,"""as"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[21].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[21].value,str,"""def"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[22].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[22].value,str,"""from"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[23].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[23].value,str,"""nonlocal"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[24].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[24].value,str,"""while"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[25].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[25].value,str,"""assert"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[26].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[26].value,str,"""del"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[27].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[27].value,str,"""global"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[28].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[28].value,str,"""not"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[29].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[29].value,str,"""with"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[30].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[30].value,str,"""async"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[31].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[31].value,str,"""elif"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[32].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[32].value,str,"""if"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[33].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[33].value,str,"""or"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[34].type,str,"""STRING"""
python,tree-sitter/tree-sitter-python,reserved,reserved.global[34].value,str,"""yield"""
zig,tree-sitter-grammars/tree-sitter-zig,word,word,str,"""_identifier"""
zig,tree-sitter-grammars/tree-sitter-zig,externals,externals,array,[]
zig,tree-sitter-grammars/tree-sitter-zig,extras,extras[0].type,str,"""SYMBOL"""
zig,tree-sitter-grammars/tree-sitter-zig,extras,extras[0].name,str,"""comment"""
zig,tree-sitter-grammars/tree-sitter-zig,extras,extras[1].type,str,"""PATTERN"""
zig,tree-sitter-grammars/tree-sitter-zig,extras,extras[1].value,str,"""\\s"""
zig,tree-sitter-grammars/tree-sitter-zig,inline,inline[0],str,"""_reserved_identifier"""
zig,tree-sitter-grammars/tree-sitter-zig,conflicts,conflicts[0][0],str,"""for_expression"""
zig,tree-sitter-grammars/tree-sitter-zig,conflicts,conflicts[1][0],str,"""while_expression"""
zig,tree-sitter-grammars/tree-sitter-zig,conflicts,conflicts[2][0],str,"""expression"""
zig,tree-sitter-grammars/tree-sitter-zig,conflicts,conflicts[2][1],str,"""_function_prototype"""
zig,tree-sitter-grammars/tree-sitter-zig,conflicts,conflicts[3][0],str,"""expression"""
zig,tree-sitter-grammars/tree-sitter-zig,conflicts,conflicts[3][1],str,"""if_type_expression"""
zig,tree-sitter-grammars/tree-sitter-zig,conflicts,conflicts[4][0],str,"""comptime_type_expression"""
zig,tree-sitter-grammars/tree-sitter-zig,conflicts,conflicts[4][1],str,"""expression"""
zig,tree-sitter-grammars/tree-sitter-zig,conflicts,conflicts[5][0],str,"""comptime_type_expression"""
zig,tree-sitter-grammars/tree-sitter-zig,conflicts,conflicts[5][1],str,"""parameter"""
zig,tree-sitter-grammars/tree-sitter-zig,supertypes,supertypes[0],str,"""statement"""
zig,tree-sitter-grammars/tree-sitter-zig,supertypes,supertypes[1],str,"""expression"""
zig,tree-sitter-grammars/tree-sitter-zig,supertypes,supertypes[2],str,"""type_expression"""
zig,tree-sitter-grammars/tree-sitter-zig,supertypes,supertypes[3],str,"""primary_type_expression"""
zig,tree-sitter-grammars/tree-sitter-zig,precedences,precedences[0][0].type,str,"""SYMBOL"""
zig,tree-sitter-grammars/tree-sitter-zig,precedences,precedences[0][0].name,str,"""container_field"""
zig,tree-sitter-grammars/tree-sitter-zig,precedences,precedences[0][1].type,str,"""SYMBOL"""
zig,tree-sitter-grammars/tree-sitter-zig,precedences,precedences[0][1].name,str,"""type_expression"""
zig,tree-sitter-grammars/tree-sitter-zig,reserved,reserved,object,{}
julia,tree-sitter/tree-sitter-julia,word,word,str,"""_word_identifier"""
julia,tree-sitter/tree-sitter-julia,externals,externals[0].type,str,"""SYMBOL"""
julia,tree-sitter/tree-sitter-julia,externals,externals[0].name,str,"""_block_comment_rest"""
julia,tree-sitter/tree-sitter-julia,externals,externals[1].type,str,"""SYMBOL"""
julia,tree-sitter/tree-sitter-julia,externals,externals[1].name,str,"""_immediate_paren"""
julia,tree-sitter/tree-sitter-julia,externals,externals[2].type,str,"""SYMBOL"""
julia,tree-sitter/tree-sitter-julia,externals,externals[2].name,str,"""_immediate_bracket"""
julia,tree-sitter/tree-sitter-julia,externals,externals[3].type,str,"""SYMBOL"""
julia,tree-sitter/tree-sitter-julia,externals,externals[3].name,str,"""_immediate_brace"""
julia,tree-sitter/tree-sitter-julia,externals,externals[4].type,str,"""SYMBOL"""
julia,tree-sitter/tree-sitter-julia,externals,externals[4].name,str,"""_immediate_string_start"""
julia,tree-sitter/tree-sitter-julia,externals,externals[5].type,str,"""SYMBOL"""
julia,tree-sitter/tree-sitter-julia,externals,externals[5].name,str,"""_immediate_command_start"""
julia,tree-sitter/tree-sitter-julia,externals,externals[6].type,str,"""SYMBOL"""
julia,tree-sitter/tree-sitter-julia,externals,externals[6].name,str,"""_content_cmd_1"""
julia,tree-sitter/tree-sitter-julia,externals,externals[7].type,str,"""SYMBOL"""
julia,tree-sitter/tree-sitter-julia,externals,externals[7].name,str,"""_content_cmd_1_raw"""
julia,tree-sitter/tree-sitter-julia,externals,externals[8].type,str,"""SYMBOL"""
julia,tree-sitter/tree-sitter-julia,externals,externals[8].name,str,"""_content_cmd_3"""
julia,tree-sitter/tree-sitter-julia,externals,externals[9].type,str,"""SYMBOL"""
julia,tree-sitter/tree-sitter-julia,externals,externals[9].name,str,"""_content_cmd_3_raw"""
julia,tree-sitter/tree-sitter-julia,externals,externals[10].type,str,"""SYMBOL"""
julia,tree-sitter/tree-sitter-julia,externals,externals[10].name,str,"""_content_str_1"""
julia,tree-sitter/tree-sitter-julia,externals,externals[11].type,str,"""SYMBOL"""
julia,tree-sitter/tree-sitter-julia,externals,externals[11].name,str,"""_content_str_1_raw"""
julia,tree-sitter/tree-sitter-julia,externals,externals[12].type,str,"""SYMBOL"""
julia,tree-sitter/tree-sitter-julia,externals,externals[12].name,str,"""_content_str_3"""
julia,tree-sitter/tree-sitter-julia,externals,externals[13].type,str,"""SYMBOL"""
julia,tree-sitter/tree-sitter-julia,externals,externals[13].name,str,"""_content_str_3_raw"""
julia,tree-sitter/tree-sitter-julia,externals,externals[14].type,str,"""SYMBOL"""
julia,tree-sitter/tree-sitter-julia,externals,externals[14].name,str,"""_end_cmd"""
julia,tree-sitter/tree-sitter-julia,externals,externals[15].type,str,"""SYMBOL"""
julia,tree-sitter/tree-sitter-julia,externals,externals[15].name,str,"""_end_str"""
julia,tree-sitter/tree-sitter-julia,extras,extras[0].type,str,"""PATTERN"""
julia,tree-sitter/tree-sitter-julia,extras,extras[0].value,str,"""\\s"""
julia,tree-sitter/tree-sitter-julia,extras,extras[1].type,str,"""SYMBOL"""
julia,tree-sitter/tree-sitter-julia,extras,extras[1].name,str,"""line_comment"""
julia,tree-sitter/tree-sitter-julia,extras,extras[2].type,str,"""SYMBOL"""
julia,tree-sitter/tree-sitter-julia,extras,extras[2].name,str,"""block_comment"""
julia,tree-sitter/tree-sitter-julia,inline,inline[0],str,"""_block_form"""
julia,tree-sitter/tree-sitter-julia,inline,inline[1],str,"""_terminator"""
julia,tree-sitter/tree-sitter-julia,inline,inline[2],str,"""_definition"""
julia,tree-sitter/tree-sitter-julia,inline,inline[3],str,"""_statement"""
julia,tree-sitter/tree-sitter-julia,inline,inline[4],str,"""_operation"""
julia,tree-sitter/tree-sitter-julia,conflicts,conflicts[0][0],str,"""juxtaposition_expression"""
julia,tree-sitter/tree-sitter-julia,conflicts,conflicts[0][1],str,"""_primary_expression"""
julia,tree-sitter/tree-sitter-julia,conflicts,conflicts[1][0],str,"""juxtaposition_expression"""
julia,tree-sitter/tree-sitter-julia,conflicts,conflicts[1][1],str,"""_expression"""
julia,tree-sitter/tree-sitter-julia,conflicts,conflicts[2][0],str,"""matrix_row"""
julia,tree-sitter/tree-sitter-julia,conflicts,conflicts[2][1],str,"""comprehension_expression"""
julia,tree-sitter/tree-sitter-julia,conflicts,conflicts[3][0],str,"""parenthesized_expression"""
julia,tree-sitter/tree-sitter-julia,conflicts,conflicts[3][1],str,"""tuple_expression"""
julia,tree-sitter/tree-sitter-julia,supertypes,supertypes[0],str,"""_expression"""
julia,tree-sitter/tree-sitter-julia,supertypes,supertypes[1],str,"""_statement"""
julia,tree-sitter/tree-sitter-julia,supertypes,supertypes[2],str,"""_definition"""
julia,tree-sitter/tree-sitter-julia,precedences,precedences,array,[]
julia,tree-sitter/tree-sitter-julia,reserved,reserved,object,{}
nim,alaviss/tree-sitter-nim,word,word,str,"""identifier"""
nim,alaviss/tree-sitter-nim,externals,externals[0].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,externals,externals[0].name,str,"""_block_comment_content"""
nim,alaviss/tree-sitter-nim,externals,externals[1].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,externals,externals[1].name,str,"""_block_documentation_comment_content"""
nim,alaviss/tree-sitter-nim,externals,externals[2].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,externals,externals[2].name,str,"""comment_content"""
nim,alaviss/tree-sitter-nim,externals,externals[3].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,externals,externals[3].name,str,"""_long_string_quote"""
nim,alaviss/tree-sitter-nim,externals,externals[4].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,externals,externals[4].name,str,"""_layout_start"""
nim,alaviss/tree-sitter-nim,externals,externals[5].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,externals,externals[5].name,str,"""_layout_end"""
nim,alaviss/tree-sitter-nim,externals,externals[6].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,externals,externals[6].name,str,"""_layout_terminator"""
nim,alaviss/tree-sitter-nim,externals,externals[7].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,externals,externals[7].name,str,"""_layout_empty"""
nim,alaviss/tree-sitter-nim,externals,externals[8].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,externals,externals[8].name,str,"""_inhibit_layout_end"""
nim,alaviss/tree-sitter-nim,externals,externals[9].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,externals,externals[9].name,str,"""_inhibit_keyword_termination"""
nim,alaviss/tree-sitter-nim,externals,externals[10].type,str,"""STRING"""
nim,alaviss/tree-sitter-nim,externals,externals[10].value,str,""","""
nim,alaviss/tree-sitter-nim,externals,externals[11].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,externals,externals[11].name,str,"""_synchronize"""
nim,alaviss/tree-sitter-nim,externals,externals[12].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,externals,externals[12].name,str,"""_invalid_layout"""
nim,alaviss/tree-sitter-nim,externals,externals[13].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,externals,externals[13].name,str,"""_sigil_operator"""
nim,alaviss/tree-sitter-nim,externals,externals[14].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,externals,externals[14].name,str,"""_prefix_operator"""
nim,alaviss/tree-sitter-nim,externals,externals[15].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,externals,externals[15].name,str,"""_want_export_marker"""
nim,alaviss/tree-sitter-nim,externals,externals[16].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,externals,externals[16].name,str,"""_case_of"""
nim,alaviss/tree-sitter-nim,extras,extras[0].type,str,"""PATTERN"""
nim,alaviss/tree-sitter-nim,extras,extras[0].value,str,"""[\\n\\r ]+"""
nim,alaviss/tree-sitter-nim,extras,extras[1].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,extras,extras[1].name,str,"""_synchronize"""
nim,alaviss/tree-sitter-nim,extras,extras[2].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,extras,extras[2].name,str,"""comment"""
nim,alaviss/tree-sitter-nim,extras,extras[3].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,extras,extras[3].name,str,"""documentation_comment"""
nim,alaviss/tree-sitter-nim,extras,extras[4].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,extras,extras[4].name,str,"""block_comment"""
nim,alaviss/tree-sitter-nim,extras,extras[5].type,str,"""SYMBOL"""
nim,alaviss/tree-sitter-nim,extras,extras[5].name,str,"""block_documentation_comment"""
nim,alaviss/tree-sitter-nim,inline,inline,array,[]
nim,alaviss/tree-sitter-nim,conflicts,conflicts[0][0],str,"""symbol_declaration"""
nim,alaviss/tree-sitter-nim,conflicts,conflicts[0][1],str,"""_basic_expression"""
nim,alaviss/tree-sitter-nim,supertypes,supertypes,array,[]
nim,alaviss/tree-sitter-nim,precedences,precedences[0][0].type,str,"""STRING"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][0].value,str,"""sigil"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][1].type,str,"""STRING"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][1].value,str,"""suffix"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][2].type,str,"""STRING"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][2].value,str,"""unary"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][3].type,str,"""STRING"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][3].value,str,"""type_modifiers"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][4].type,str,"""STRING"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][4].value,str,"""binary_10"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][5].type,str,"""STRING"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][5].value,str,"""binary_9"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][6].type,str,"""STRING"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][6].value,str,"""binary_8"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][7].type,str,"""STRING"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][7].value,str,"""binary_7"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][8].type,str,"""STRING"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][8].value,str,"""binary_6"""
nim,alaviss/tree-sitter-nim,precedences,precedences[0][9].type,str,"""STRING"""
