language,repository,rule,path,value_kind,value_json
go,tree-sitter/tree-sitter-go,type_parameter_list,rules.type_parameter_list.members[1].members[0].name,str,"""type_parameter_declaration"""
go,tree-sitter/tree-sitter-go,type_parameter_list,rules.type_parameter_list.members[1].members[1].type,str,"""REPEAT"""
go,tree-sitter/tree-sitter-go,type_parameter_list,rules.type_parameter_list.members[1].members[1].content.type,str,"""SEQ"""
go,tree-sitter/tree-sitter-go,type_parameter_list,rules.type_parameter_list.members[1].members[1].content.members[0].type,str,"""STRING"""
go,tree-sitter/tree-sitter-go,type_parameter_list,rules.type_parameter_list.members[1].members[1].content.members[0].value,str,""","""
go,tree-sitter/tree-sitter-go,type_parameter_list,rules.type_parameter_list.members[1].members[1].content.members[1].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,type_parameter_list,rules.type_parameter_list.members[1].members[1].content.members[1].name,str,"""type_parameter_declaration"""
go,tree-sitter/tree-sitter-go,type_parameter_list,rules.type_parameter_list.members[2].type,str,"""CHOICE"""
go,tree-sitter/tree-sitter-go,type_parameter_list,rules.type_parameter_list.members[2].members[0].type,str,"""STRING"""
go,tree-sitter/tree-sitter-go,type_parameter_list,rules.type_parameter_list.members[2].members[0].value,str,""","""
go,tree-sitter/tree-sitter-go,type_parameter_list,rules.type_parameter_list.members[2].members[1].type,str,"""BLANK"""
go,tree-sitter/tree-sitter-go,type_parameter_list,rules.type_parameter_list.members[3].type,str,"""STRING"""
go,tree-sitter/tree-sitter-go,type_parameter_list,rules.type_parameter_list.members[3].value,str,"""]"""
go,tree-sitter/tree-sitter-go,type_parameter_declaration,rules.type_parameter_declaration.type,str,"""SEQ"""
go,tree-sitter/tree-sitter-go,type_parameter_declaration,rules.type_parameter_declaration.members[0].type,str,"""SEQ"""
go,tree-sitter/tree-sitter-go,type_parameter_declaration,rules.type_parameter_declaration.members[0].members[0].type,str,"""FIELD"""
go,tree-sitter/tree-sitter-go,type_parameter_declaration,rules.type_parameter_declaration.members[0].members[0].name,str,"""name"""
go,tree-sitter/tree-sitter-go,type_parameter_declaration,rules.type_parameter_declaration.members[0].members[0].content.type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,type_parameter_declaration,rules.type_parameter_declaration.members[0].members[0].content.name,str,"""identifier"""
go,tree-sitter/tree-sitter-go,type_parameter_declaration,rules.type_parameter_declaration.members[0].members[1].type,str,"""REPEAT"""
go,tree-sitter/tree-sitter-go,type_parameter_declaration,rules.type_parameter_declaration.members[0].members[1].content.type,str,"""SEQ"""
go,tree-sitter/tree-sitter-go,type_parameter_declaration,rules.type_parameter_declaration.members[0].members[1].content.members[0].type,str,"""STRING"""
go,tree-sitter/tree-sitter-go,type_parameter_declaration,rules.type_parameter_declaration.members[0].members[1].content.members[0].value,str,""","""
go,tree-sitter/tree-sitter-go,type_parameter_declaration,rules.type_parameter_declaration.members[0].members[1].content.members[1].type,str,"""FIELD"""
go,tree-sitter/tree-sitter-go,type_parameter_declaration,rules.type_parameter_declaration.members[0].members[1].content.members[1].name,str,"""name"""
go,tree-sitter/tree-sitter-go,type_parameter_declaration,rules.type_parameter_declaration.members[0].members[1].content.members[1].content.type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,type_parameter_declaration,rules.type_parameter_declaration.members[0].members[1].content.members[1].content.name,str,"""identifier"""
go,tree-sitter/tree-sitter-go,type_parameter_declaration,rules.type_parameter_declaration.members[1].type,str,"""FIELD"""
go,tree-sitter/tree-sitter-go,type_parameter_declaration,rules.type_parameter_declaration.members[1].name,str,"""type"""
go,tree-sitter/tree-sitter-go,type_parameter_declaration,rules.type_parameter_declaration.members[1].content.type,str,"""ALIAS"""
go,tree-sitter/tree-sitter-go,type_parameter_declaration,rules.type_parameter_declaration.members[1].content.content.type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,type_parameter_declaration,rules.type_parameter_declaration.members[1].content.content.name,str,"""type_elem"""
go,tree-sitter/tree-sitter-go,type_parameter_declaration,rules.type_parameter_declaration.members[1].content.named,bool,true
go,tree-sitter/tree-sitter-go,type_parameter_declaration,rules.type_parameter_declaration.members[1].content.value,str,"""type_constraint"""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.type,str,"""SEQ"""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[0].type,str,"""STRING"""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[0].value,str,"""("""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[1].type,str,"""CHOICE"""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[1].members[0].type,str,"""SEQ"""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[1].members[0].members[0].type,str,"""CHOICE"""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[1].members[0].members[0].members[0].type,str,"""SEQ"""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[1].members[0].members[0].members[0].members[0].type,str,"""CHOICE"""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[1].members[0].members[0].members[0].members[0].members[0].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[1].members[0].members[0].members[0].members[0].members[0].name,str,"""parameter_declaration"""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[1].members[0].members[0].members[0].members[0].members[1].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[1].members[0].members[0].members[0].members[0].members[1].name,str,"""variadic_parameter_declaration"""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[1].members[0].members[0].members[0].members[1].type,str,"""REPEAT"""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[1].members[0].members[0].members[0].members[1].content.type,str,"""SEQ"""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[1].members[0].members[0].members[0].members[1].content.members[0].type,str,"""STRING"""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[1].members[0].members[0].members[0].members[1].content.members[0].value,str,""","""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[1].members[0].members[0].members[0].members[1].content.members[1].type,str,"""CHOICE"""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[1].members[0].members[0].members[0].members[1].content.members[1].members[0].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[1].members[0].members[0].members[0].members[1].content.members[1].members[0].name,str,"""parameter_declaration"""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[1].members[0].members[0].members[0].members[1].content.members[1].members[1].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[1].members[0].members[0].members[0].members[1].content.members[1].members[1].name,str,"""variadic_parameter_declaration"""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[1].members[0].members[0].members[1].type,str,"""BLANK"""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[1].members[0].members[1].type,str,"""CHOICE"""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[1].members[0].members[1].members[0].type,str,"""STRING"""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[1].members[0].members[1].members[0].value,str,""","""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[1].members[0].members[1].members[1].type,str,"""BLANK"""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[1].members[1].type,str,"""BLANK"""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[2].type,str,"""STRING"""
go,tree-sitter/tree-sitter-go,parameter_list,rules.parameter_list.members[2].value,str,""")"""
go,tree-sitter/tree-sitter-go,parameter_declaration,rules.parameter_declaration.type,str,"""SEQ"""
go,tree-sitter/tree-sitter-go,parameter_declaration,rules.parameter_declaration.members[0].type,str,"""CHOICE"""
go,tree-sitter/tree-sitter-go,parameter_declaration,rules.parameter_declaration.members[0].members[0].type,str,"""SEQ"""
go,tree-sitter/tree-sitter-go,parameter_declaration,rules.parameter_declaration.members[0].members[0].members[0].type,str,"""FIELD"""
go,tree-sitter/tree-sitter-go,parameter_declaration,rules.parameter_declaration.members[0].members[0].members[0].name,str,"""name"""
go,tree-sitter/tree-sitter-go,parameter_declaration,rules.parameter_declaration.members[0].members[0].members[0].content.type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,parameter_declaration,rules.parameter_declaration.members[0].members[0].members[0].content.name,str,"""identifier"""
go,tree-sitter/tree-sitter-go,parameter_declaration,rules.parameter_declaration.members[0].members[0].members[1].type,str,"""REPEAT"""
go,tree-sitter/tree-sitter-go,parameter_declaration,rules.parameter_declaration.members[0].members[0].members[1].content.type,str,"""SEQ"""
go,tree-sitter/tree-sitter-go,parameter_declaration,rules.parameter_declaration.members[0].members[0].members[1].content.members[0].type,str,"""STRING"""
go,tree-sitter/tree-sitter-go,parameter_declaration,rules.parameter_declaration.members[0].members[0].members[1].content.members[0].value,str,""","""
go,tree-sitter/tree-sitter-go,parameter_declaration,rules.parameter_declaration.members[0].members[0].members[1].content.members[1].type,str,"""FIELD"""
go,tree-sitter/tree-sitter-go,parameter_declaration,rules.parameter_declaration.members[0].members[0].members[1].content.members[1].name,str,"""name"""
go,tree-sitter/tree-sitter-go,parameter_declaration,rules.parameter_declaration.members[0].members[0].members[1].content.members[1].content.type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,parameter_declaration,rules.parameter_declaration.members[0].members[0].members[1].content.members[1].content.name,str,"""identifier"""
go,tree-sitter/tree-sitter-go,parameter_declaration,rules.parameter_declaration.members[0].members[1].type,str,"""BLANK"""
go,tree-sitter/tree-sitter-go,parameter_declaration,rules.parameter_declaration.members[1].type,str,"""FIELD"""
go,tree-sitter/tree-sitter-go,parameter_declaration,rules.parameter_declaration.members[1].name,str,"""type"""
go,tree-sitter/tree-sitter-go,parameter_declaration,rules.parameter_declaration.members[1].content.type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,parameter_declaration,rules.parameter_declaration.members[1].content.name,str,"""_type"""
go,tree-sitter/tree-sitter-go,variadic_parameter_declaration,rules.variadic_parameter_declaration.type,str,"""SEQ"""
go,tree-sitter/tree-sitter-go,variadic_parameter_declaration,rules.variadic_parameter_declaration.members[0].type,str,"""FIELD"""
go,tree-sitter/tree-sitter-go,variadic_parameter_declaration,rules.variadic_parameter_declaration.members[0].name,str,"""name"""
go,tree-sitter/tree-sitter-go,variadic_parameter_declaration,rules.variadic_parameter_declaration.members[0].content.type,str,"""CHOICE"""
go,tree-sitter/tree-sitter-go,variadic_parameter_declaration,rules.variadic_parameter_declaration.members[0].content.members[0].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,variadic_parameter_declaration,rules.variadic_parameter_declaration.members[0].content.members[0].name,str,"""identifier"""
go,tree-sitter/tree-sitter-go,variadic_parameter_declaration,rules.variadic_parameter_declaration.members[0].content.members[1].type,str,"""BLANK"""
go,tree-sitter/tree-sitter-go,variadic_parameter_declaration,rules.variadic_parameter_declaration.members[1].type,str,"""STRING"""
go,tree-sitter/tree-sitter-go,variadic_parameter_declaration,rules.variadic_parameter_declaration.members[1].value,str,"""..."""
go,tree-sitter/tree-sitter-go,variadic_parameter_declaration,rules.variadic_parameter_declaration.members[2].type,str,"""FIELD"""
go,tree-sitter/tree-sitter-go,variadic_parameter_declaration,rules.variadic_parameter_declaration.members[2].name,str,"""type"""
go,tree-sitter/tree-sitter-go,variadic_parameter_declaration,rules.variadic_parameter_declaration.members[2].content.type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,variadic_parameter_declaration,rules.variadic_parameter_declaration.members[2].content.name,str,"""_type"""
go,tree-sitter/tree-sitter-go,type_alias,rules.type_alias.type,str,"""SEQ"""
go,tree-sitter/tree-sitter-go,type_alias,rules.type_alias.members[0].type,str,"""FIELD"""
go,tree-sitter/tree-sitter-go,type_alias,rules.type_alias.members[0].name,str,"""name"""
go,tree-sitter/tree-sitter-go,type_alias,rules.type_alias.members[0].content.type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,type_alias,rules.type_alias.members[0].content.name,str,"""_type_identifier"""
go,tree-sitter/tree-sitter-go,type_alias,rules.type_alias.members[1].type,str,"""FIELD"""
go,tree-sitter/tree-sitter-go,type_alias,rules.type_alias.members[1].name,str,"""type_parameters"""
go,tree-sitter/tree-sitter-go,type_alias,rules.type_alias.members[1].content.type,str,"""CHOICE"""
go,tree-sitter/tree-sitter-go,type_alias,rules.type_alias.members[1].content.members[0].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,type_alias,rules.type_alias.members[1].content.members[0].name,str,"""type_parameter_list"""
go,tree-sitter/tree-sitter-go,type_alias,rules.type_alias.members[1].content.members[1].type,str,"""BLANK"""
go,tree-sitter/tree-sitter-go,type_alias,rules.type_alias.members[2].type,str,"""STRING"""
go,tree-sitter/tree-sitter-go,type_alias,rules.type_alias.members[2].value,str,"""="""
go,tree-sitter/tree-sitter-go,type_alias,rules.type_alias.members[3].type,str,"""FIELD"""
go,tree-sitter/tree-sitter-go,type_alias,rules.type_alias.members[3].name,str,"""type"""
go,tree-sitter/tree-sitter-go,type_alias,rules.type_alias.members[3].content.type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,type_alias,rules.type_alias.members[3].content.name,str,"""_type"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.type,str,"""SEQ"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[0].type,str,"""STRING"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[0].value,str,"""type"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].type,str,"""CHOICE"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[0].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[0].name,str,"""type_spec"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[1].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[1].name,str,"""type_alias"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].type,str,"""SEQ"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[0].type,str,"""STRING"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[0].value,str,"""("""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].type,str,"""CHOICE"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].type,str,"""SEQ"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[0].type,str,"""CHOICE"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[0].members[0].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[0].members[0].name,str,"""type_spec"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[0].members[1].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[0].members[1].name,str,"""type_alias"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[1].type,str,"""REPEAT"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[1].content.type,str,"""SEQ"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[1].content.members[0].type,str,"""CHOICE"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[1].content.members[0].members[0].type,str,"""PATTERN"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[1].content.members[0].members[0].value,str,"""\\n"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[1].content.members[0].members[1].type,str,"""STRING"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[1].content.members[0].members[1].value,str,""";"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[1].content.members[0].members[2].type,str,"""STRING"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[1].content.members[0].members[2].value,str,"""\u0000"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[1].content.members[1].type,str,"""CHOICE"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[1].content.members[1].members[0].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[1].content.members[1].members[0].name,str,"""type_spec"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[1].content.members[1].members[1].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[1].content.members[1].members[1].name,str,"""type_alias"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[2].type,str,"""CHOICE"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[2].members[0].type,str,"""CHOICE"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[2].members[0].members[0].type,str,"""PATTERN"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[2].members[0].members[0].value,str,"""\\n"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[2].members[0].members[1].type,str,"""STRING"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[2].members[0].members[1].value,str,""";"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[2].members[0].members[2].type,str,"""STRING"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[2].members[0].members[2].value,str,"""\u0000"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[0].members[2].members[1].type,str,"""BLANK"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[1].members[1].type,str,"""BLANK"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[2].type,str,"""STRING"""
go,tree-sitter/tree-sitter-go,type_declaration,rules.type_declaration.members[1].members[2].members[2].value,str,""")"""
go,tree-sitter/tree-sitter-go,type_spec,rules.type_spec.type,str,"""SEQ"""
go,tree-sitter/tree-sitter-go,type_spec,rules.type_spec.members[0].type,str,"""FIELD"""
go,tree-sitter/tree-sitter-go,type_spec,rules.type_spec.members[0].name,str,"""name"""
go,tree-sitter/tree-sitter-go,type_spec,rules.type_spec.members[0].content.type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,type_spec,rules.type_spec.members[0].content.name,str,"""_type_identifier"""
go,tree-sitter/tree-sitter-go,type_spec,rules.type_spec.members[1].type,str,"""FIELD"""
go,tree-sitter/tree-sitter-go,type_spec,rules.type_spec.members[1].name,str,"""type_parameters"""
go,tree-sitter/tree-sitter-go,type_spec,rules.type_spec.members[1].content.type,str,"""CHOICE"""
go,tree-sitter/tree-sitter-go,type_spec,rules.type_spec.members[1].content.members[0].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,type_spec,rules.type_spec.members[1].content.members[0].name,str,"""type_parameter_list"""
go,tree-sitter/tree-sitter-go,type_spec,rules.type_spec.members[1].content.members[1].type,str,"""BLANK"""
go,tree-sitter/tree-sitter-go,type_spec,rules.type_spec.members[2].type,str,"""FIELD"""
go,tree-sitter/tree-sitter-go,type_spec,rules.type_spec.members[2].name,str,"""type"""
go,tree-sitter/tree-sitter-go,type_spec,rules.type_spec.members[2].content.type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,type_spec,rules.type_spec.members[2].content.name,str,"""_type"""
go,tree-sitter/tree-sitter-go,field_name_list,rules.field_name_list.type,str,"""SEQ"""
go,tree-sitter/tree-sitter-go,field_name_list,rules.field_name_list.members[0].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,field_name_list,rules.field_name_list.members[0].name,str,"""_field_identifier"""
go,tree-sitter/tree-sitter-go,field_name_list,rules.field_name_list.members[1].type,str,"""REPEAT"""
go,tree-sitter/tree-sitter-go,field_name_list,rules.field_name_list.members[1].content.type,str,"""SEQ"""
go,tree-sitter/tree-sitter-go,field_name_list,rules.field_name_list.members[1].content.members[0].type,str,"""STRING"""
go,tree-sitter/tree-sitter-go,field_name_list,rules.field_name_list.members[1].content.members[0].value,str,""","""
go,tree-sitter/tree-sitter-go,field_name_list,rules.field_name_list.members[1].content.members[1].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,field_name_list,rules.field_name_list.members[1].content.members[1].name,str,"""_field_identifier"""
go,tree-sitter/tree-sitter-go,expression_list,rules.expression_list.type,str,"""SEQ"""
go,tree-sitter/tree-sitter-go,expression_list,rules.expression_list.members[0].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,expression_list,rules.expression_list.members[0].name,str,"""_expression"""
go,tree-sitter/tree-sitter-go,expression_list,rules.expression_list.members[1].type,str,"""REPEAT"""
go,tree-sitter/tree-sitter-go,expression_list,rules.expression_list.members[1].content.type,str,"""SEQ"""
go,tree-sitter/tree-sitter-go,expression_list,rules.expression_list.members[1].content.members[0].type,str,"""STRING"""
go,tree-sitter/tree-sitter-go,expression_list,rules.expression_list.members[1].content.members[0].value,str,""","""
go,tree-sitter/tree-sitter-go,expression_list,rules.expression_list.members[1].content.members[1].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,expression_list,rules.expression_list.members[1].content.members[1].name,str,"""_expression"""
go,tree-sitter/tree-sitter-go,_type,rules._type.type,str,"""CHOICE"""
go,tree-sitter/tree-sitter-go,_type,rules._type.members[0].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,_type,rules._type.members[0].name,str,"""_simple_type"""
go,tree-sitter/tree-sitter-go,_type,rules._type.members[1].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,_type,rules._type.members[1].name,str,"""parenthesized_type"""
go,tree-sitter/tree-sitter-go,parenthesized_type,rules.parenthesized_type.type,str,"""SEQ"""
go,tree-sitter/tree-sitter-go,parenthesized_type,rules.parenthesized_type.members[0].type,str,"""STRING"""
go,tree-sitter/tree-sitter-go,parenthesized_type,rules.parenthesized_type.members[0].value,str,"""("""
go,tree-sitter/tree-sitter-go,parenthesized_type,rules.parenthesized_type.members[1].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,parenthesized_type,rules.parenthesized_type.members[1].name,str,"""_type"""
go,tree-sitter/tree-sitter-go,parenthesized_type,rules.parenthesized_type.members[2].type,str,"""STRING"""
go,tree-sitter/tree-sitter-go,parenthesized_type,rules.parenthesized_type.members[2].value,str,""")"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.type,str,"""CHOICE"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[0].type,str,"""PREC_DYNAMIC"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[0].value,int,-1
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[0].content.type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[0].content.name,str,"""_type_identifier"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[1].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[1].name,str,"""generic_type"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[2].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[2].name,str,"""qualified_type"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[3].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[3].name,str,"""pointer_type"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[4].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[4].name,str,"""struct_type"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[5].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[5].name,str,"""interface_type"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[6].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[6].name,str,"""array_type"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[7].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[7].name,str,"""slice_type"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[8].type,str,"""PREC_DYNAMIC"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[8].value,int,3
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[8].content.type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[8].content.name,str,"""map_type"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[9].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[9].name,str,"""channel_type"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[10].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[10].name,str,"""function_type"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[11].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,_simple_type,rules._simple_type.members[11].name,str,"""negated_type"""
go,tree-sitter/tree-sitter-go,generic_type,rules.generic_type.type,str,"""PREC_DYNAMIC"""
go,tree-sitter/tree-sitter-go,generic_type,rules.generic_type.value,int,1
go,tree-sitter/tree-sitter-go,generic_type,rules.generic_type.content.type,str,"""SEQ"""
go,tree-sitter/tree-sitter-go,generic_type,rules.generic_type.content.members[0].type,str,"""FIELD"""
go,tree-sitter/tree-sitter-go,generic_type,rules.generic_type.content.members[0].name,str,"""type"""
go,tree-sitter/tree-sitter-go,generic_type,rules.generic_type.content.members[0].content.type,str,"""CHOICE"""
go,tree-sitter/tree-sitter-go,generic_type,rules.generic_type.content.members[0].content.members[0].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,generic_type,rules.generic_type.content.members[0].content.members[0].name,str,"""_type_identifier"""
go,tree-sitter/tree-sitter-go,generic_type,rules.generic_type.content.members[0].content.members[1].type,str,"""SYMBOL"""
go,tree-sitter/tree-sitter-go,generic_type,rules.generic_type.content.members[0].content.members[1].name,str,"""qualified_type"""
