language,repository,rule,field,path,payload_json
rust,tree-sitter/tree-sitter-rust,let_condition,pattern,$.members[1],"{""type"":""FIELD"",""name"":""pattern"",""content"":{""type"":""SYMBOL"",""name"":""_pattern""}}"
rust,tree-sitter/tree-sitter-rust,let_condition,value,$.members[3],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""PREC_LEFT"",""value"":3,""content"":{""type"":""SYMBOL"",""name"":""_expression""}}}"
rust,tree-sitter/tree-sitter-rust,match_expression,value,$.members[1],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}"
rust,tree-sitter/tree-sitter-rust,match_expression,body,$.members[2],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""match_block""}}"
rust,tree-sitter/tree-sitter-rust,match_arm,pattern,$.content.members[1],"{""type"":""FIELD"",""name"":""pattern"",""content"":{""type"":""SYMBOL"",""name"":""match_pattern""}}"
rust,tree-sitter/tree-sitter-rust,match_arm,value,$.content.members[3].members[0].members[0],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}"
rust,tree-sitter/tree-sitter-rust,match_arm,value,$.content.members[3].members[1],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""PREC"",""value"":1,""content"":{""type"":""SYMBOL"",""name"":""_expression_ending_with_block""}}}"
rust,tree-sitter/tree-sitter-rust,last_match_arm,pattern,$.members[1],"{""type"":""FIELD"",""name"":""pattern"",""content"":{""type"":""SYMBOL"",""name"":""match_pattern""}}"
rust,tree-sitter/tree-sitter-rust,last_match_arm,value,$.members[3],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}"
rust,tree-sitter/tree-sitter-rust,match_pattern,condition,$.members[1].members[0].members[1],"{""type"":""FIELD"",""name"":""condition"",""content"":{""type"":""SYMBOL"",""name"":""_condition""}}"
rust,tree-sitter/tree-sitter-rust,while_expression,condition,$.members[2],"{""type"":""FIELD"",""name"":""condition"",""content"":{""type"":""SYMBOL"",""name"":""_condition""}}"
rust,tree-sitter/tree-sitter-rust,while_expression,body,$.members[3],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""block""}}"
rust,tree-sitter/tree-sitter-rust,loop_expression,body,$.members[2],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""block""}}"
rust,tree-sitter/tree-sitter-rust,for_expression,pattern,$.members[2],"{""type"":""FIELD"",""name"":""pattern"",""content"":{""type"":""SYMBOL"",""name"":""_pattern""}}"
rust,tree-sitter/tree-sitter-rust,for_expression,value,$.members[4],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}"
rust,tree-sitter/tree-sitter-rust,for_expression,body,$.members[5],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""block""}}"
rust,tree-sitter/tree-sitter-rust,const_block,body,$.members[1],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""block""}}"
rust,tree-sitter/tree-sitter-rust,closure_expression,parameters,$.content.members[3],"{""type"":""FIELD"",""name"":""parameters"",""content"":{""type"":""SYMBOL"",""name"":""closure_parameters""}}"
rust,tree-sitter/tree-sitter-rust,closure_expression,return_type,$.content.members[4].members[0].members[0].members[0].members[1],"{""type"":""FIELD"",""name"":""return_type"",""content"":{""type"":""SYMBOL"",""name"":""_type""}}"
rust,tree-sitter/tree-sitter-rust,closure_expression,body,$.content.members[4].members[0].members[1],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""block""}}"
rust,tree-sitter/tree-sitter-rust,closure_expression,body,$.content.members[4].members[1],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_expression""},{""type"":""STRING"",""value"":""_""}]}}"
rust,tree-sitter/tree-sitter-rust,field_expression,value,$.content.members[0],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}"
rust,tree-sitter/tree-sitter-rust,field_expression,field,$.content.members[2],"{""type"":""FIELD"",""name"":""field"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_field_identifier""},{""type"":""SYMBOL"",""name"":""integer_literal""}]}}"
rust,tree-sitter/tree-sitter-rust,generic_pattern,type_arguments,$.members[2],"{""type"":""FIELD"",""name"":""type_arguments"",""content"":{""type"":""SYMBOL"",""name"":""type_arguments""}}"
rust,tree-sitter/tree-sitter-rust,tuple_struct_pattern,type,$.members[0],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""SYMBOL"",""name"":""scoped_identifier""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""generic_type_with_turbofish""},""named"":true,""value"":""generic_type""}]}}"
rust,tree-sitter/tree-sitter-rust,struct_pattern,type,$.members[0],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_type_identifier""},{""type"":""SYMBOL"",""name"":""scoped_type_identifier""}]}}"
rust,tree-sitter/tree-sitter-rust,field_pattern,name,$.members[2].members[0],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""identifier""},""named"":true,""value"":""shorthand_field_identifier""}}"
rust,tree-sitter/tree-sitter-rust,field_pattern,name,$.members[2].members[1].members[0],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""_field_identifier""}}"
rust,tree-sitter/tree-sitter-rust,field_pattern,pattern,$.members[2].members[1].members[2],"{""type"":""FIELD"",""name"":""pattern"",""content"":{""type"":""SYMBOL"",""name"":""_pattern""}}"
rust,tree-sitter/tree-sitter-rust,range_pattern,left,$.members[0].members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_literal_pattern""},{""type"":""SYMBOL"",""name"":""_path""}]}}"
rust,tree-sitter/tree-sitter-rust,range_pattern,right,$.members[0].members[1].members[0].members[1],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_literal_pattern""},{""type"":""SYMBOL"",""name"":""_path""}]}}"
rust,tree-sitter/tree-sitter-rust,range_pattern,right,$.members[1].members[1],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_literal_pattern""},{""type"":""SYMBOL"",""name"":""_path""}]}}"
rust,tree-sitter/tree-sitter-rust,line_comment,doc,$.members[1].members[1].members[1],"{""type"":""FIELD"",""name"":""doc"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_line_doc_content""},""named"":true,""value"":""doc_comment""}}"
rust,tree-sitter/tree-sitter-rust,_line_doc_comment_marker,outer,$.members[0],"{""type"":""FIELD"",""name"":""outer"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_outer_line_doc_comment_marker""},""named"":true,""value"":""outer_doc_comment_marker""}}"
rust,tree-sitter/tree-sitter-rust,_line_doc_comment_marker,inner,$.members[1],"{""type"":""FIELD"",""name"":""inner"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_inner_line_doc_comment_marker""},""named"":true,""value"":""inner_doc_comment_marker""}}"
rust,tree-sitter/tree-sitter-rust,block_comment,doc,$.members[1].members[0].members[0].members[1].members[0],"{""type"":""FIELD"",""name"":""doc"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_block_comment_content""},""named"":true,""value"":""doc_comment""}}"
rust,tree-sitter/tree-sitter-rust,_block_doc_comment_marker,outer,$.members[0],"{""type"":""FIELD"",""name"":""outer"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_outer_block_doc_comment_marker""},""named"":true,""value"":""outer_doc_comment_marker""}}"
rust,tree-sitter/tree-sitter-rust,_block_doc_comment_marker,inner,$.members[1],"{""type"":""FIELD"",""name"":""inner"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_inner_block_doc_comment_marker""},""named"":true,""value"":""inner_doc_comment_marker""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_include,path,$.members[1],"{""type"":""FIELD"",""name"":""path"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""string_literal""},{""type"":""SYMBOL"",""name"":""system_lib_string""},{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_call_expression""},""named"":true,""value"":""call_expression""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_def,name,$.members[1],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_def,value,$.members[2],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""preproc_arg""},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_function_def,name,$.members[1],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_function_def,parameters,$.members[2],"{""type"":""FIELD"",""name"":""parameters"",""content"":{""type"":""SYMBOL"",""name"":""preproc_params""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_function_def,value,$.members[3],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""preproc_arg""},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_call,directive,$.members[0],"{""type"":""FIELD"",""name"":""directive"",""content"":{""type"":""SYMBOL"",""name"":""preproc_directive""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_call,argument,$.members[1],"{""type"":""FIELD"",""name"":""argument"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""preproc_arg""},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_if,condition,$.content.members[1],"{""type"":""FIELD"",""name"":""condition"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_if,alternative,$.content.members[4],"{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""preproc_else""},{""type"":""SYMBOL"",""name"":""preproc_elif""},{""type"":""SYMBOL"",""name"":""preproc_elifdef""}]},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef,name,$.content.members[1],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef,alternative,$.content.members[3],"{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""preproc_else""},{""type"":""SYMBOL"",""name"":""preproc_elif""},{""type"":""SYMBOL"",""name"":""preproc_elifdef""}]},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif,condition,$.content.members[1],"{""type"":""FIELD"",""name"":""condition"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif,alternative,$.content.members[4],"{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""preproc_else""},{""type"":""SYMBOL"",""name"":""preproc_elif""},{""type"":""SYMBOL"",""name"":""preproc_elifdef""}]},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef,name,$.content.members[1],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef,alternative,$.content.members[3],"{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""preproc_else""},{""type"":""SYMBOL"",""name"":""preproc_elif""},{""type"":""SYMBOL"",""name"":""preproc_elifdef""}]},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_if_in_field_declaration_list,condition,$.content.members[1],"{""type"":""FIELD"",""name"":""condition"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_if_in_field_declaration_list,alternative,$.content.members[4],"{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_field_declaration_list""},""named"":true,""value"":""preproc_else""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_field_declaration_list""},""named"":true,""value"":""preproc_elif""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_field_declaration_list""},""named"":true,""value"":""preproc_elifdef""}]},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_field_declaration_list,name,$.content.members[1],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_field_declaration_list,alternative,$.content.members[3],"{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_field_declaration_list""},""named"":true,""value"":""preproc_else""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_field_declaration_list""},""named"":true,""value"":""preproc_elif""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_field_declaration_list""},""named"":true,""value"":""preproc_elifdef""}]},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif_in_field_declaration_list,condition,$.content.members[1],"{""type"":""FIELD"",""name"":""condition"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif_in_field_declaration_list,alternative,$.content.members[4],"{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_field_declaration_list""},""named"":true,""value"":""preproc_else""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_field_declaration_list""},""named"":true,""value"":""preproc_elif""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_field_declaration_list""},""named"":true,""value"":""preproc_elifdef""}]},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_field_declaration_list,name,$.content.members[1],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_field_declaration_list,alternative,$.content.members[3],"{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_field_declaration_list""},""named"":true,""value"":""preproc_else""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_field_declaration_list""},""named"":true,""value"":""preproc_elif""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_field_declaration_list""},""named"":true,""value"":""preproc_elifdef""}]},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_if_in_enumerator_list,condition,$.content.members[1],"{""type"":""FIELD"",""name"":""condition"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_if_in_enumerator_list,alternative,$.content.members[4],"{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list""},""named"":true,""value"":""preproc_else""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list""},""named"":true,""value"":""preproc_elif""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list""},""named"":true,""value"":""preproc_elifdef""}]},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_enumerator_list,name,$.content.members[1],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_enumerator_list,alternative,$.content.members[3],"{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list""},""named"":true,""value"":""preproc_else""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list""},""named"":true,""value"":""preproc_elif""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list""},""named"":true,""value"":""preproc_elifdef""}]},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif_in_enumerator_list,condition,$.content.members[1],"{""type"":""FIELD"",""name"":""condition"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif_in_enumerator_list,alternative,$.content.members[4],"{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list""},""named"":true,""value"":""preproc_else""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list""},""named"":true,""value"":""preproc_elif""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list""},""named"":true,""value"":""preproc_elifdef""}]},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_enumerator_list,name,$.content.members[1],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_enumerator_list,alternative,$.content.members[3],"{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list""},""named"":true,""value"":""preproc_else""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list""},""named"":true,""value"":""preproc_elif""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list""},""named"":true,""value"":""preproc_elifdef""}]},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_if_in_enumerator_list_no_comma,condition,$.content.members[1],"{""type"":""FIELD"",""name"":""condition"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_if_in_enumerator_list_no_comma,alternative,$.content.members[4],"{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_else""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elif""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elifdef""}]},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_enumerator_list_no_comma,name,$.content.members[1],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_ifdef_in_enumerator_list_no_comma,alternative,$.content.members[3],"{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_else""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elif""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elifdef""}]},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif_in_enumerator_list_no_comma,condition,$.content.members[1],"{""type"":""FIELD"",""name"":""condition"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elif_in_enumerator_list_no_comma,alternative,$.content.members[4],"{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_else""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elif""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elifdef""}]},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_enumerator_list_no_comma,name,$.content.members[1],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_enumerator_list_no_comma,alternative,$.content.members[3],"{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_else_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_else""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elif_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elif""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elifdef""}]},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_unary_expression,operator,$.content.members[0],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""!""},{""type"":""STRING"",""value"":""~""},{""type"":""STRING"",""value"":""-""},{""type"":""STRING"",""value"":""+""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_unary_expression,argument,$.content.members[1],"{""type"":""FIELD"",""name"":""argument"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_call_expression,function,$.content.members[0],"{""type"":""FIELD"",""name"":""function"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_call_expression,arguments,$.content.members[1],"{""type"":""FIELD"",""name"":""arguments"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_argument_list""},""named"":true,""value"":""argument_list""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,left,$.members[0].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,operator,$.members[0].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""+""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,right,$.members[0].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,left,$.members[1].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,operator,$.members[1].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""-""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,right,$.members[1].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,left,$.members[2].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,operator,$.members[2].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""*""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,right,$.members[2].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,left,$.members[3].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,operator,$.members[3].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""/""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,right,$.members[3].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,left,$.members[4].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,operator,$.members[4].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""%""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,right,$.members[4].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
