ast_node,kind,file,line,mapped_gap_features,mapped_gap_score
TemplateNameLoc,enum_variant,lib/Sema/SemaTemplate.cpp,7574,cpp_template_deduction;cpp_temp_materialization;cpp_name_lookup,3.530019
TemplateNameLoc,enum_variant,lib/Sema/SemaTemplate.cpp,7601,cpp_template_deduction;cpp_temp_materialization;cpp_name_lookup,3.530019
TemplateNameLoc,enum_variant,lib/Sema/SemaTemplate.cpp,7762,cpp_template_deduction;cpp_temp_materialization;cpp_name_lookup,3.530019
NameInfo,enum_variant,lib/Sema/SemaTemplateInstantiateDecl.cpp,2480,cpp_template_deduction;cpp_temp_materialization;cpp_name_lookup,3.530019
PassToConsumerRAII,declaration,lib/Sema/SemaTemplateInstantiateDecl.cpp,4410,cpp_template_deduction;cpp_temp_materialization;cpp_raii_destructors,3.529723
SK_BindReferenceToTemporary,enum_variant,include/clang/Sema/Initialization.h,796,cpp_temp_materialization;cpp_reference_binding;cpp_ctor_initialization_order,3.510836
LocalInstantiationScope,declaration,include/clang/Sema/Template.h,228,cpp_template_deduction;cpp_temp_materialization;c_thread_local,3.508988
IncompatiblePointerSign,enum_variant,include/clang/Sema/Sema.h,9448,cpp_member_pointers;c_pointer_arithmetic;c_pointer_provenance,3.506075
StmtProfilerWithPointers,declaration,lib/AST/StmtProfile.cpp,77,cpp_member_pointers;c_pointer_arithmetic;c_pointer_provenance,3.506075
StmtProfilerWithoutPointers,declaration,lib/AST/StmtProfile.cpp,165,cpp_member_pointers;c_pointer_arithmetic;c_pointer_provenance,3.506075
MLV_ArrayType,enum_variant,include/clang/AST/Expr.h,279,c_flexible_array_member;c_effective_type_aliasing;c_array_decay,3.505309
CM_ArrayType,enum_variant,include/clang/AST/Expr.h,329,c_flexible_array_member;c_effective_type_aliasing;c_array_decay,3.505309
ArrayTypeTraitExpr,declaration,include/clang/AST/ExprCXX.h,2456,c_flexible_array_member;c_effective_type_aliasing;c_array_decay,3.505309
VariableArrayType,declaration,include/clang/AST/StmtIterator.h,26,c_flexible_array_member;c_effective_type_aliasing;c_array_decay,3.505309
ArrayType,declaration,include/clang/AST/Type.h,2786,c_flexible_array_member;c_effective_type_aliasing;c_array_decay,3.505309
ArraySizeModifier,declaration,include/clang/AST/Type.h,2792,c_flexible_array_member;c_effective_type_aliasing;c_array_decay,3.505309
ConstantArrayType,declaration,include/clang/AST/Type.h,2846,c_flexible_array_member;c_effective_type_aliasing;c_array_decay,3.505309
IncompleteArrayType,declaration,include/clang/AST/Type.h,2900,c_flexible_array_member;c_effective_type_aliasing;c_array_decay,3.505309
VariableArrayType,declaration,include/clang/AST/Type.h,2945,c_flexible_array_member;c_effective_type_aliasing;c_array_decay,3.505309
DependentSizedArrayType,declaration,include/clang/AST/Type.h,3000,c_flexible_array_member;c_effective_type_aliasing;c_array_decay,3.505309
ArrayLocInfo,declaration,include/clang/AST/TypeLoc.h,1454,c_flexible_array_member;c_effective_type_aliasing;c_array_decay,3.505309
ArrayTypeLoc,declaration,include/clang/AST/TypeLoc.h,1460,c_flexible_array_member;c_effective_type_aliasing;c_array_decay,3.505309
ArrayTypeLoc,enum_variant,include/clang/AST/TypeLoc.h,1461,c_flexible_array_member;c_effective_type_aliasing;c_array_decay,3.505309
ArrayType,enum_variant,include/clang/AST/TypeLoc.h,1462,c_flexible_array_member;c_effective_type_aliasing;c_array_decay,3.505309
ConstantArrayTypeLoc,declaration,include/clang/AST/TypeLoc.h,1510,c_flexible_array_member;c_effective_type_aliasing;c_array_decay,3.505309
ConstantArrayTypeLoc,enum_variant,include/clang/AST/TypeLoc.h,1512,c_flexible_array_member;c_effective_type_aliasing;c_array_decay,3.505309
IncompleteArrayTypeLoc,declaration,include/clang/AST/TypeLoc.h,1516,c_flexible_array_member;c_effective_type_aliasing;c_array_decay,3.505309
IncompleteArrayTypeLoc,enum_variant,include/clang/AST/TypeLoc.h,1518,c_flexible_array_member;c_effective_type_aliasing;c_array_decay,3.505309
DependentSizedArrayTypeLoc,declaration,include/clang/AST/TypeLoc.h,1522,c_flexible_array_member;c_effective_type_aliasing;c_array_decay,3.505309
DependentSizedArrayTypeLoc,enum_variant,include/clang/AST/TypeLoc.h,1524,c_flexible_array_member;c_effective_type_aliasing;c_array_decay,3.505309
VariableArrayTypeLoc,declaration,include/clang/AST/TypeLoc.h,1533,c_flexible_array_member;c_effective_type_aliasing;c_array_decay,3.505309
VariableArrayTypeLoc,enum_variant,include/clang/AST/TypeLoc.h,1535,c_flexible_array_member;c_effective_type_aliasing;c_array_decay,3.505309
ArrayTypeInfo,declaration,include/clang/Sema/DeclSpec.h,1184,c_flexible_array_member;c_effective_type_aliasing;c_array_decay,3.505309
ArrayType,declaration,include/clang/Sema/Sema.h,78,c_flexible_array_member;c_effective_type_aliasing;c_array_decay,3.505309
Array,enum_variant,lib/Sema/SemaType.cpp,3456,c_flexible_array_member;c_effective_type_aliasing;c_array_decay,3.505309
Array,enum_variant,lib/Sema/SemaType.cpp,3525,c_flexible_array_member;c_effective_type_aliasing;c_array_decay,3.505309
ImplicitConversionKind,declaration,include/clang/Sema/Overload.h,79,cpp_overload_resolution;cpp_operator_overload;cpp_impl_defined,3.501150
ImplicitConversionRank,declaration,include/clang/Sema/Overload.h,172,cpp_overload_resolution;cpp_operator_overload;cpp_impl_defined,3.501150
UserDefinedConversionSequence,declaration,include/clang/Sema/Overload.h,344,cpp_overload_resolution;cpp_operator_overload;cpp_impl_defined,3.501150
ImplicitConversionSequence,declaration,include/clang/Sema/Overload.h,487,cpp_overload_resolution;cpp_operator_overload;cpp_impl_defined,3.501150
UserDefinedConversion,enum_variant,include/clang/Sema/Overload.h,495,cpp_overload_resolution;cpp_operator_overload;cpp_impl_defined,3.501150
CSK_InitByUserDefinedConversion,enum_variant,include/clang/Sema/Overload.h,846,cpp_overload_resolution;cpp_operator_overload;cpp_impl_defined,3.501150
DFIDeducedMismatchArgs,declaration,lib/Sema/SemaOverload.cpp,581,cpp_overload_resolution;cpp_operator_overload;c_char_signedness,3.489409
EK_ArrayElement,enum_variant,include/clang/Sema/Initialization.h,74,c_flexible_array_member;cpp_ctor_initialization_order;c_array_decay,3.487659
SK_ArrayLoopIndex,enum_variant,include/clang/Sema/Initialization.h,862,c_flexible_array_member;cpp_ctor_initialization_order;c_array_decay,3.487659
SK_ArrayLoopInit,enum_variant,include/clang/Sema/Initialization.h,865,c_flexible_array_member;cpp_ctor_initialization_order;c_array_decay,3.487659
SK_ArrayInit,enum_variant,include/clang/Sema/Initialization.h,868,c_flexible_array_member;cpp_ctor_initialization_order;c_array_decay,3.487659
SK_GNUArrayInit,enum_variant,include/clang/Sema/Initialization.h,871,c_flexible_array_member;cpp_ctor_initialization_order;c_array_decay,3.487659
SK_ParenthesizedArrayInit,enum_variant,include/clang/Sema/Initialization.h,875,c_flexible_array_member;cpp_ctor_initialization_order;c_array_decay,3.487659
FK_ArrayNeedsInitList,enum_variant,include/clang/Sema/Initialization.h,960,c_flexible_array_member;cpp_ctor_initialization_order;c_array_decay,3.487659
FK_ArrayNeedsInitListOrStringLiteral,enum_variant,include/clang/Sema/Initialization.h,964,c_flexible_array_member;cpp_ctor_initialization_order;c_array_decay,3.487659
FK_ArrayNeedsInitListOrWideStringLiteral,enum_variant,include/clang/Sema/Initialization.h,968,c_flexible_array_member;cpp_ctor_initialization_order;c_array_decay,3.487659
FK_NonConstantArrayInit,enum_variant,include/clang/Sema/Initialization.h,990,c_flexible_array_member;cpp_ctor_initialization_order;c_array_decay,3.487659
FK_VariableLengthArrayHasInitializer,enum_variant,include/clang/Sema/Initialization.h,1055,c_flexible_array_member;cpp_ctor_initialization_order;c_array_decay,3.487659
ReferenceTypeBitfields,declaration,include/clang/AST/Type.h,1544,c_effective_type_aliasing;c_bitfields;cpp_reference_binding,3.476759
NamedDecl,declaration,include/clang/AST/CXXInheritance.h,36,cpp_inheritance;cpp_multiple_inheritance_layout;cpp_name_lookup,3.473760
VectorTypeBitfields,declaration,include/clang/AST/Type.h,1588,c_effective_type_aliasing;c_bitfields;cpp_ctor_initialization_order,3.473289
UnresolvedSetImpl,declaration,include/clang/AST/DeclTemplate.h,55,cpp_template_deduction;cpp_temp_materialization;cpp_impl_defined,3.472174
TSK_ImplicitInstantiation,enum_variant,lib/Sema/SemaTemplateInstantiateDecl.cpp,1543,cpp_template_deduction;cpp_temp_materialization;cpp_impl_defined,3.472174
TSK_ImplicitInstantiation,enum_variant,lib/Sema/SemaTemplateInstantiateDecl.cpp,2993,cpp_template_deduction;cpp_temp_materialization;cpp_impl_defined,3.472174
AmbiguousBaseSubobjectTypes,enum_variant,include/clang/Sema/Lookup.h,90,cpp_object_representation;c_effective_type_aliasing;cpp_name_lookup,3.467800
FK_NonConstLValueReferenceBindingToBitfield,enum_variant,include/clang/Sema/Initialization.h,1002,cpp_reference_binding;cpp_ctor_initialization_order,3.456320
FK_NonConstLValueReferenceBindingToUnrelated,enum_variant,include/clang/Sema/Initialization.h,1009,cpp_reference_binding;cpp_ctor_initialization_order,3.456320
FK_RValueReferenceBindingToLValue,enum_variant,include/clang/Sema/Initialization.h,1012,cpp_reference_binding;cpp_ctor_initialization_order,3.456320
FK_ReferenceBindingToInitList,enum_variant,include/clang/Sema/Initialization.h,1033,cpp_reference_binding;cpp_ctor_initialization_order,3.456320
CK_CopyAndAutoreleaseBlockObject,enum_variant,lib/Sema/SemaDeclCXX.cpp,12743,cpp_object_representation;cpp_copy_move;cpp_auto_decltype,3.446050
TypedefNameDecl,declaration,include/clang/Sema/MultiplexExternalSemaSource.h,31,cpp_multiple_inheritance_layout;c_effective_type_aliasing;cpp_name_lookup,3.445040
NKI_LastKindWithoutPointerIdentity,enum_variant,include/clang/AST/ASTTypeTraits.h,128,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
PointerLikeTypeTraits,declaration,include/clang/AST/CanonicalType.h,378,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
PointerLikeTypeTraits,declaration,include/clang/AST/DeclCXX.h,105,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
PointerLikeTypeTraits,declaration,include/clang/AST/DeclGroup.h,140,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
PointerLikeTypeTraits,declaration,include/clang/AST/DeclGroup.h,142,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
PointerLikeTypeTraits,declaration,include/clang/AST/ExternalASTSource.h,496,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
PointerLikeTypeTraits,declaration,include/clang/AST/Type.h,75,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
PointerLikeTypeTraits,declaration,include/clang/AST/Type.h,77,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
PointerLikeTypeTraits,declaration,include/clang/AST/Type.h,88,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
PointerLikeTypeTraits,declaration,include/clang/AST/Type.h,1254,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
STK_CPointer,enum_variant,include/clang/AST/Type.h,2040,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
STK_BlockPointer,enum_variant,include/clang/AST/Type.h,2041,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
PointerType,declaration,include/clang/AST/Type.h,2511,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
BlockPointerType,declaration,include/clang/AST/Type.h,2613,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
PointerLikeLocInfo,declaration,include/clang/AST/TypeLoc.h,1167,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
PointerLikeTypeLoc,declaration,include/clang/AST/TypeLoc.h,1173,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
PointerTypeLoc,declaration,include/clang/AST/TypeLoc.h,1202,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
BlockPointerTypeLoc,declaration,include/clang/AST/TypeLoc.h,1215,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
PointerTypeInfo,declaration,include/clang/Sema/DeclSpec.h,1152,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
BlockPointerTypeInfo,declaration,include/clang/Sema/DeclSpec.h,1463,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
PointerLikeTypeTraits,declaration,include/clang/Sema/Ownership.h,119,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
EncodePointerToObjCTypedef,enum_variant,lib/AST/ASTContext.cpp,6804,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
TDS_Pointer,enum_variant,lib/Sema/SemaType.cpp,44,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
Pointer,enum_variant,lib/Sema/SemaType.cpp,3453,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
BlockPointer,enum_variant,lib/Sema/SemaType.cpp,3454,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
NonPointer,enum_variant,lib/Sema/SemaType.cpp,3505,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
SingleLevelPointer,enum_variant,lib/Sema/SemaType.cpp,3507,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
MultiLevelPointer,enum_variant,lib/Sema/SemaType.cpp,3509,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
MaybePointerToCFRef,enum_variant,lib/Sema/SemaType.cpp,3511,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
CFErrorRefPointer,enum_variant,lib/Sema/SemaType.cpp,3513,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
NSErrorPointerPointer,enum_variant,lib/Sema/SemaType.cpp,3515,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
Pointer,enum_variant,lib/Sema/SemaType.cpp,6169,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
BlockPointer,enum_variant,lib/Sema/SemaType.cpp,6170,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
PK_Pointer,enum_variant,lib/Sema/SemaType.cpp,6568,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
PK_BlockPointer,enum_variant,lib/Sema/SemaType.cpp,6569,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
PK_FunctionPointer,enum_variant,lib/Sema/SemaType.cpp,6571,c_effective_type_aliasing;c_pointer_arithmetic;c_pointer_provenance,3.435893
ObjCObjectTypeImpl,declaration,include/clang/AST/Type.h,5572,cpp_object_representation;c_effective_type_aliasing;cpp_impl_defined,3.409955
LookupOperatorName,enum_variant,include/clang/Sema/Sema.h,3036,cpp_name_lookup;cpp_operator_overload,3.386822
AutoTypeBitfields,declaration,include/clang/AST/Type.h,1613,c_effective_type_aliasing;c_bitfields;cpp_auto_decltype,3.374614
FK_ReferenceInitDropsQualifiers,enum_variant,include/clang/Sema/Initialization.h,1015,cpp_reference_binding;cpp_ctor_initialization_order;c_qualifiers,3.369007
CompatiblePointerDiscardsQualifiers,enum_variant,include/clang/Sema/Sema.h,9452,c_pointer_arithmetic;c_pointer_provenance;c_qualifiers,3.334400
IncompatiblePointerDiscardsQualifiers,enum_variant,include/clang/Sema/Sema.h,9457,c_pointer_arithmetic;c_pointer_provenance;c_qualifiers,3.334400
IncompatibleNestedPointerQualifiers,enum_variant,include/clang/Sema/Sema.h,9463,c_pointer_arithmetic;c_pointer_provenance;c_qualifiers,3.334400
AwaitCallType,declaration,lib/Sema/SemaCoroutine.cpp,364,c_effective_type_aliasing;cpp_coroutine_lowering;cpp_co_await,3.283187
DecltypeAuto,enum_variant,include/clang/AST/Type.h,1383,cpp_auto_decltype;c_effective_type_aliasing,3.269680
NCR,declaration,include/clang/AST/CommentHTMLNamedCharacterReferences.td,2,cpp_reference_binding;cpp_name_lookup;c_char_signedness,3.265535
OverloadExpr,declaration,include/clang/AST/ExprCXX.h,2581,cpp_overload_resolution;cpp_operator_overload,2.468066
OverloadCandidate,declaration,include/clang/Sema/CodeCompleteConsumer.h,990,cpp_overload_resolution;cpp_operator_overload,2.468066
APValue,declaration,include/clang/Sema/Overload.h,46,cpp_overload_resolution;cpp_operator_overload,2.468066
ASTContext,declaration,include/clang/Sema/Overload.h,47,cpp_overload_resolution;cpp_operator_overload,2.468066
Sema,declaration,include/clang/Sema/Overload.h,48,cpp_overload_resolution;cpp_operator_overload,2.468066
OverloadingResult,declaration,include/clang/Sema/Overload.h,52,cpp_overload_resolution;cpp_operator_overload,2.468066
OR_Success,enum_variant,include/clang/Sema/Overload.h,54,cpp_overload_resolution;cpp_operator_overload,2.468066
OR_No_Viable_Function,enum_variant,include/clang/Sema/Overload.h,57,cpp_overload_resolution;cpp_operator_overload,2.468066
OR_Ambiguous,enum_variant,include/clang/Sema/Overload.h,60,cpp_overload_resolution;cpp_operator_overload,2.468066
OverloadCandidateDisplayKind,declaration,include/clang/Sema/Overload.h,66,cpp_overload_resolution;cpp_operator_overload,2.468066
OCD_AllCandidates,enum_variant,include/clang/Sema/Overload.h,69,cpp_overload_resolution;cpp_operator_overload,2.468066
ICK_Identity,enum_variant,include/clang/Sema/Overload.h,81,cpp_overload_resolution;cpp_operator_overload,2.468066
ICK_Lvalue_To_Rvalue,enum_variant,include/clang/Sema/Overload.h,84,cpp_overload_resolution;cpp_operator_overload,2.468066
ICK_Function_Conversion,enum_variant,include/clang/Sema/Overload.h,93,cpp_overload_resolution;cpp_operator_overload,2.468066
ICK_Qualification,enum_variant,include/clang/Sema/Overload.h,96,cpp_overload_resolution;cpp_operator_overload,2.468066
ICK_Integral_Promotion,enum_variant,include/clang/Sema/Overload.h,99,cpp_overload_resolution;cpp_operator_overload,2.468066
ICK_Floating_Promotion,enum_variant,include/clang/Sema/Overload.h,102,cpp_overload_resolution;cpp_operator_overload,2.468066
ICK_Complex_Promotion,enum_variant,include/clang/Sema/Overload.h,105,cpp_overload_resolution;cpp_operator_overload,2.468066
ICK_Integral_Conversion,enum_variant,include/clang/Sema/Overload.h,108,cpp_overload_resolution;cpp_operator_overload,2.468066
ICK_Floating_Conversion,enum_variant,include/clang/Sema/Overload.h,111,cpp_overload_resolution;cpp_operator_overload,2.468066
ICK_Complex_Conversion,enum_variant,include/clang/Sema/Overload.h,114,cpp_overload_resolution;cpp_operator_overload,2.468066
ICK_Floating_Integral,enum_variant,include/clang/Sema/Overload.h,117,cpp_overload_resolution;cpp_operator_overload,2.468066
ICK_Boolean_Conversion,enum_variant,include/clang/Sema/Overload.h,126,cpp_overload_resolution;cpp_operator_overload,2.468066
ICK_Compatible_Conversion,enum_variant,include/clang/Sema/Overload.h,129,cpp_overload_resolution;cpp_operator_overload,2.468066
ICK_Derived_To_Base,enum_variant,include/clang/Sema/Overload.h,132,cpp_overload_resolution;cpp_operator_overload,2.468066
ICK_Complex_Real,enum_variant,include/clang/Sema/Overload.h,141,cpp_overload_resolution;cpp_operator_overload,2.468066
ICK_Writeback_Conversion,enum_variant,include/clang/Sema/Overload.h,150,cpp_overload_resolution;cpp_operator_overload,2.468066
ICK_Zero_Event_Conversion,enum_variant,include/clang/Sema/Overload.h,153,cpp_overload_resolution;cpp_operator_overload,2.468066
ICK_Zero_Queue_Conversion,enum_variant,include/clang/Sema/Overload.h,156,cpp_overload_resolution;cpp_operator_overload,2.468066
ICK_C_Only_Conversion,enum_variant,include/clang/Sema/Overload.h,159,cpp_overload_resolution;cpp_operator_overload,2.468066
ICK_Num_Conversion_Kinds,enum_variant,include/clang/Sema/Overload.h,165,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Exact_Match,enum_variant,include/clang/Sema/Overload.h,174,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Promotion,enum_variant,include/clang/Sema/Overload.h,177,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Conversion,enum_variant,include/clang/Sema/Overload.h,180,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_OCL_Scalar_Widening,enum_variant,include/clang/Sema/Overload.h,183,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Complex_Real_Conversion,enum_variant,include/clang/Sema/Overload.h,186,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Writeback_Conversion,enum_variant,include/clang/Sema/Overload.h,189,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_C_Conversion,enum_variant,include/clang/Sema/Overload.h,192,cpp_overload_resolution;cpp_operator_overload,2.468066
NarrowingKind,declaration,include/clang/Sema/Overload.h,203,cpp_overload_resolution;cpp_operator_overload,2.468066
NK_Not_Narrowing,enum_variant,include/clang/Sema/Overload.h,205,cpp_overload_resolution;cpp_operator_overload,2.468066
NK_Constant_Narrowing,enum_variant,include/clang/Sema/Overload.h,211,cpp_overload_resolution;cpp_operator_overload,2.468066
NK_Variable_Narrowing,enum_variant,include/clang/Sema/Overload.h,215,cpp_overload_resolution;cpp_operator_overload,2.468066
NK_Dependent_Narrowing,enum_variant,include/clang/Sema/Overload.h,219,cpp_overload_resolution;cpp_operator_overload,2.468066
StandardConversionSequence,declaration,include/clang/Sema/Overload.h,230,cpp_overload_resolution;cpp_operator_overload,2.468066
AmbiguousConversionSequence,declaration,include/clang/Sema/Overload.h,389,cpp_overload_resolution;cpp_operator_overload,2.468066
BadConversionSequence,declaration,include/clang/Sema/Overload.h,437,cpp_overload_resolution;cpp_operator_overload,2.468066
FailureKind,declaration,include/clang/Sema/Overload.h,438,cpp_overload_resolution;cpp_operator_overload,2.468066
Kind,declaration,include/clang/Sema/Overload.h,493,cpp_overload_resolution;cpp_operator_overload,2.468066
StandardConversion,enum_variant,include/clang/Sema/Overload.h,494,cpp_overload_resolution;cpp_operator_overload,2.468066
AmbiguousConversion,enum_variant,include/clang/Sema/Overload.h,496,cpp_overload_resolution;cpp_operator_overload,2.468066
EllipsisConversion,enum_variant,include/clang/Sema/Overload.h,497,cpp_overload_resolution;cpp_operator_overload,2.468066
CompareKind,declaration,include/clang/Sema/Overload.h,657,cpp_overload_resolution;cpp_operator_overload,2.468066
Better,enum_variant,include/clang/Sema/Overload.h,658,cpp_overload_resolution;cpp_operator_overload,2.468066
Indistinguishable,enum_variant,include/clang/Sema/Overload.h,659,cpp_overload_resolution;cpp_operator_overload,2.468066
OverloadFailureKind,declaration,include/clang/Sema/Overload.h,670,cpp_overload_resolution;cpp_operator_overload,2.468066
OverloadCandidate,declaration,include/clang/Sema/Overload.h,730,cpp_overload_resolution;cpp_operator_overload,2.468066
OverloadCandidateSet,declaration,include/clang/Sema/Overload.h,830,cpp_overload_resolution;cpp_operator_overload,2.468066
CandidateSetKind,declaration,include/clang/Sema/Overload.h,832,cpp_overload_resolution;cpp_operator_overload,2.468066
CSK_Normal,enum_variant,include/clang/Sema/Overload.h,834,cpp_overload_resolution;cpp_operator_overload,2.468066
OverloadCandidate,declaration,include/clang/Sema/Sema.h,159,cpp_overload_resolution;cpp_operator_overload,2.468066
OverloadCandidateSet,declaration,include/clang/Sema/Sema.h,160,cpp_overload_resolution;cpp_operator_overload,2.468066
OverloadExpr,declaration,include/clang/Sema/Sema.h,161,cpp_overload_resolution;cpp_operator_overload,2.468066
OverloadKind,declaration,include/clang/Sema/Sema.h,2503,cpp_overload_resolution;cpp_operator_overload,2.468066
Ovl_Overload,enum_variant,include/clang/Sema/Sema.h,2506,cpp_overload_resolution;cpp_operator_overload,2.468066
OverloadFixItKind,declaration,include/clang/Sema/SemaFixItUtils.h,20,cpp_overload_resolution;cpp_operator_overload,2.468066
OverloadTy,enum_variant,lib/Sema/SemaExpr.cpp,5172,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Exact_Match,enum_variant,lib/Sema/SemaOverload.cpp,115,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Exact_Match,enum_variant,lib/Sema/SemaOverload.cpp,116,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Exact_Match,enum_variant,lib/Sema/SemaOverload.cpp,117,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Exact_Match,enum_variant,lib/Sema/SemaOverload.cpp,118,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Exact_Match,enum_variant,lib/Sema/SemaOverload.cpp,119,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Exact_Match,enum_variant,lib/Sema/SemaOverload.cpp,120,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Promotion,enum_variant,lib/Sema/SemaOverload.cpp,121,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Promotion,enum_variant,lib/Sema/SemaOverload.cpp,122,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Promotion,enum_variant,lib/Sema/SemaOverload.cpp,123,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Conversion,enum_variant,lib/Sema/SemaOverload.cpp,124,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Conversion,enum_variant,lib/Sema/SemaOverload.cpp,125,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Conversion,enum_variant,lib/Sema/SemaOverload.cpp,126,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Conversion,enum_variant,lib/Sema/SemaOverload.cpp,127,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Conversion,enum_variant,lib/Sema/SemaOverload.cpp,128,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Conversion,enum_variant,lib/Sema/SemaOverload.cpp,129,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Conversion,enum_variant,lib/Sema/SemaOverload.cpp,130,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Conversion,enum_variant,lib/Sema/SemaOverload.cpp,131,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Conversion,enum_variant,lib/Sema/SemaOverload.cpp,132,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Conversion,enum_variant,lib/Sema/SemaOverload.cpp,133,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_OCL_Scalar_Widening,enum_variant,lib/Sema/SemaOverload.cpp,134,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Complex_Real_Conversion,enum_variant,lib/Sema/SemaOverload.cpp,135,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Conversion,enum_variant,lib/Sema/SemaOverload.cpp,136,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Conversion,enum_variant,lib/Sema/SemaOverload.cpp,137,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_Writeback_Conversion,enum_variant,lib/Sema/SemaOverload.cpp,138,cpp_overload_resolution;cpp_operator_overload,2.468066
ICR_C_Conversion,enum_variant,lib/Sema/SemaOverload.cpp,142,cpp_overload_resolution;cpp_operator_overload,2.468066
DFIArguments,declaration,lib/Sema/SemaOverload.cpp,570,cpp_overload_resolution;cpp_operator_overload,2.468066
DFIParamWithArguments,declaration,lib/Sema/SemaOverload.cpp,576,cpp_overload_resolution;cpp_operator_overload,2.468066
UnbridgedCastsSet,declaration,lib/Sema/SemaOverload.cpp,861,cpp_overload_resolution;cpp_operator_overload,2.468066
Entry,declaration,lib/Sema/SemaOverload.cpp,862,cpp_overload_resolution;cpp_operator_overload,2.468066
NewI,enum_variant,lib/Sema/SemaOverload.cpp,1168,cpp_overload_resolution;cpp_operator_overload,2.468066
