language,repository,node_type,required,multiple,child_type,child_named
julia,tree-sitter/tree-sitter-julia,parametrized_type_expression,True,True,vector_expression,True
julia,tree-sitter/tree-sitter-julia,parenthesized_expression,True,True,_expression,True
julia,tree-sitter/tree-sitter-julia,parenthesized_expression,True,True,assignment,True
julia,tree-sitter/tree-sitter-julia,parenthesized_expression,True,True,generator,True
julia,tree-sitter/tree-sitter-julia,prefixed_command_literal,False,True,content,True
julia,tree-sitter/tree-sitter-julia,prefixed_command_literal,False,True,escape_sequence,True
julia,tree-sitter/tree-sitter-julia,prefixed_string_literal,False,True,content,True
julia,tree-sitter/tree-sitter-julia,prefixed_string_literal,False,True,escape_sequence,True
julia,tree-sitter/tree-sitter-julia,primitive_definition,True,True,integer_literal,True
julia,tree-sitter/tree-sitter-julia,primitive_definition,True,True,type_head,True
julia,tree-sitter/tree-sitter-julia,public_statement,True,True,identifier,True
julia,tree-sitter/tree-sitter-julia,public_statement,True,True,interpolation_expression,True
julia,tree-sitter/tree-sitter-julia,public_statement,True,True,macro_identifier,True
julia,tree-sitter/tree-sitter-julia,public_statement,True,True,operator,True
julia,tree-sitter/tree-sitter-julia,quote_expression,True,False,character_literal,True
julia,tree-sitter/tree-sitter-julia,quote_expression,True,False,command_literal,True
julia,tree-sitter/tree-sitter-julia,quote_expression,True,False,comprehension_expression,True
julia,tree-sitter/tree-sitter-julia,quote_expression,True,False,curly_expression,True
julia,tree-sitter/tree-sitter-julia,quote_expression,True,False,float_literal,True
julia,tree-sitter/tree-sitter-julia,quote_expression,True,False,identifier,True
julia,tree-sitter/tree-sitter-julia,quote_expression,True,False,integer_literal,True
julia,tree-sitter/tree-sitter-julia,quote_expression,True,False,matrix_expression,True
julia,tree-sitter/tree-sitter-julia,quote_expression,True,False,operator,True
julia,tree-sitter/tree-sitter-julia,quote_expression,True,False,parenthesized_expression,True
julia,tree-sitter/tree-sitter-julia,quote_expression,True,False,prefixed_command_literal,True
julia,tree-sitter/tree-sitter-julia,quote_expression,True,False,prefixed_string_literal,True
julia,tree-sitter/tree-sitter-julia,quote_expression,True,False,string_literal,True
julia,tree-sitter/tree-sitter-julia,quote_expression,True,False,tuple_expression,True
julia,tree-sitter/tree-sitter-julia,quote_expression,True,False,vector_expression,True
julia,tree-sitter/tree-sitter-julia,quote_statement,False,False,block,True
julia,tree-sitter/tree-sitter-julia,range_expression,True,True,_expression,True
julia,tree-sitter/tree-sitter-julia,return_statement,False,False,_expression,True
julia,tree-sitter/tree-sitter-julia,return_statement,False,False,assignment,True
julia,tree-sitter/tree-sitter-julia,return_statement,False,False,open_tuple,True
julia,tree-sitter/tree-sitter-julia,selected_import,True,True,identifier,True
julia,tree-sitter/tree-sitter-julia,selected_import,True,True,import_alias,True
julia,tree-sitter/tree-sitter-julia,selected_import,True,True,import_path,True
julia,tree-sitter/tree-sitter-julia,selected_import,True,True,interpolation_expression,True
julia,tree-sitter/tree-sitter-julia,selected_import,True,True,macro_identifier,True
julia,tree-sitter/tree-sitter-julia,selected_import,True,True,operator,True
julia,tree-sitter/tree-sitter-julia,signature,True,False,argument_list,True
julia,tree-sitter/tree-sitter-julia,signature,True,False,call_expression,True
julia,tree-sitter/tree-sitter-julia,signature,True,False,identifier,True
julia,tree-sitter/tree-sitter-julia,signature,True,False,typed_expression,True
julia,tree-sitter/tree-sitter-julia,signature,True,False,where_expression,True
julia,tree-sitter/tree-sitter-julia,source_file,False,True,_expression,True
julia,tree-sitter/tree-sitter-julia,source_file,False,True,assignment,True
julia,tree-sitter/tree-sitter-julia,source_file,False,True,open_tuple,True
julia,tree-sitter/tree-sitter-julia,splat_expression,True,False,_expression,True
julia,tree-sitter/tree-sitter-julia,string_interpolation,True,False,_expression,True
julia,tree-sitter/tree-sitter-julia,string_interpolation,True,False,assignment,True
julia,tree-sitter/tree-sitter-julia,string_literal,False,True,content,True
julia,tree-sitter/tree-sitter-julia,string_literal,False,True,escape_sequence,True
julia,tree-sitter/tree-sitter-julia,string_literal,False,True,string_interpolation,True
julia,tree-sitter/tree-sitter-julia,struct_definition,True,True,block,True
julia,tree-sitter/tree-sitter-julia,struct_definition,True,True,type_head,True
julia,tree-sitter/tree-sitter-julia,ternary_expression,True,True,_expression,True
julia,tree-sitter/tree-sitter-julia,ternary_expression,True,True,assignment,True
julia,tree-sitter/tree-sitter-julia,try_statement,True,True,block,True
julia,tree-sitter/tree-sitter-julia,try_statement,True,True,catch_clause,True
julia,tree-sitter/tree-sitter-julia,try_statement,True,True,else_clause,True
julia,tree-sitter/tree-sitter-julia,try_statement,True,True,finally_clause,True
julia,tree-sitter/tree-sitter-julia,tuple_expression,False,True,_expression,True
julia,tree-sitter/tree-sitter-julia,tuple_expression,False,True,assignment,True
julia,tree-sitter/tree-sitter-julia,tuple_expression,False,True,generator,True
julia,tree-sitter/tree-sitter-julia,type_head,True,False,adjoint_expression,True
julia,tree-sitter/tree-sitter-julia,type_head,True,False,binary_expression,True
julia,tree-sitter/tree-sitter-julia,type_head,True,False,boolean_literal,True
julia,tree-sitter/tree-sitter-julia,type_head,True,False,broadcast_call_expression,True
julia,tree-sitter/tree-sitter-julia,type_head,True,False,call_expression,True
julia,tree-sitter/tree-sitter-julia,type_head,True,False,character_literal,True
julia,tree-sitter/tree-sitter-julia,type_head,True,False,command_literal,True
julia,tree-sitter/tree-sitter-julia,type_head,True,False,comprehension_expression,True
julia,tree-sitter/tree-sitter-julia,type_head,True,False,curly_expression,True
julia,tree-sitter/tree-sitter-julia,type_head,True,False,field_expression,True
julia,tree-sitter/tree-sitter-julia,type_head,True,False,identifier,True
julia,tree-sitter/tree-sitter-julia,type_head,True,False,index_expression,True
julia,tree-sitter/tree-sitter-julia,type_head,True,False,interpolation_expression,True
julia,tree-sitter/tree-sitter-julia,type_head,True,False,macrocall_expression,True
julia,tree-sitter/tree-sitter-julia,type_head,True,False,matrix_expression,True
julia,tree-sitter/tree-sitter-julia,type_head,True,False,parametrized_type_expression,True
julia,tree-sitter/tree-sitter-julia,type_head,True,False,parenthesized_expression,True
julia,tree-sitter/tree-sitter-julia,type_head,True,False,prefixed_command_literal,True
julia,tree-sitter/tree-sitter-julia,type_head,True,False,prefixed_string_literal,True
julia,tree-sitter/tree-sitter-julia,type_head,True,False,quote_expression,True
julia,tree-sitter/tree-sitter-julia,type_head,True,False,string_literal,True
julia,tree-sitter/tree-sitter-julia,type_head,True,False,tuple_expression,True
julia,tree-sitter/tree-sitter-julia,type_head,True,False,vector_expression,True
julia,tree-sitter/tree-sitter-julia,typed_expression,True,True,_expression,True
julia,tree-sitter/tree-sitter-julia,unary_expression,True,True,_expression,True
julia,tree-sitter/tree-sitter-julia,unary_typed_expression,True,False,adjoint_expression,True
julia,tree-sitter/tree-sitter-julia,unary_typed_expression,True,False,boolean_literal,True
julia,tree-sitter/tree-sitter-julia,unary_typed_expression,True,False,broadcast_call_expression,True
julia,tree-sitter/tree-sitter-julia,unary_typed_expression,True,False,call_expression,True
julia,tree-sitter/tree-sitter-julia,unary_typed_expression,True,False,character_literal,True
julia,tree-sitter/tree-sitter-julia,unary_typed_expression,True,False,command_literal,True
julia,tree-sitter/tree-sitter-julia,unary_typed_expression,True,False,comprehension_expression,True
julia,tree-sitter/tree-sitter-julia,unary_typed_expression,True,False,curly_expression,True
julia,tree-sitter/tree-sitter-julia,unary_typed_expression,True,False,field_expression,True
julia,tree-sitter/tree-sitter-julia,unary_typed_expression,True,False,identifier,True
julia,tree-sitter/tree-sitter-julia,unary_typed_expression,True,False,index_expression,True
julia,tree-sitter/tree-sitter-julia,unary_typed_expression,True,False,interpolation_expression,True
julia,tree-sitter/tree-sitter-julia,unary_typed_expression,True,False,macrocall_expression,True
julia,tree-sitter/tree-sitter-julia,unary_typed_expression,True,False,matrix_expression,True
julia,tree-sitter/tree-sitter-julia,unary_typed_expression,True,False,parametrized_type_expression,True
julia,tree-sitter/tree-sitter-julia,unary_typed_expression,True,False,parenthesized_expression,True
julia,tree-sitter/tree-sitter-julia,unary_typed_expression,True,False,prefixed_command_literal,True
julia,tree-sitter/tree-sitter-julia,unary_typed_expression,True,False,prefixed_string_literal,True
julia,tree-sitter/tree-sitter-julia,unary_typed_expression,True,False,quote_expression,True
julia,tree-sitter/tree-sitter-julia,unary_typed_expression,True,False,string_literal,True
julia,tree-sitter/tree-sitter-julia,unary_typed_expression,True,False,tuple_expression,True
julia,tree-sitter/tree-sitter-julia,unary_typed_expression,True,False,vector_expression,True
julia,tree-sitter/tree-sitter-julia,using_statement,True,True,identifier,True
julia,tree-sitter/tree-sitter-julia,using_statement,True,True,import_alias,True
julia,tree-sitter/tree-sitter-julia,using_statement,True,True,import_path,True
julia,tree-sitter/tree-sitter-julia,using_statement,True,True,interpolation_expression,True
julia,tree-sitter/tree-sitter-julia,using_statement,True,True,macro_identifier,True
julia,tree-sitter/tree-sitter-julia,using_statement,True,True,operator,True
julia,tree-sitter/tree-sitter-julia,using_statement,True,True,selected_import,True
julia,tree-sitter/tree-sitter-julia,vector_expression,False,True,_expression,True
julia,tree-sitter/tree-sitter-julia,vector_expression,False,True,assignment,True
julia,tree-sitter/tree-sitter-julia,where_expression,True,True,_expression,True
julia,tree-sitter/tree-sitter-julia,while_statement,False,False,block,True
nim,alaviss/tree-sitter-nim,accent_quoted,True,True,identifier,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,accent_quoted,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,array_construction,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,blank_identifier,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,block,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,bracket_expression,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,call,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,case,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,cast,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,char_literal,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,colon_expression,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,curly_construction,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,curly_expression,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,custom_numeric_literal,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,distinct_type,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,do_block,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,dot_expression,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,dot_generic_call,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,elif_branch,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,else_branch,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,enum_type,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,equal_expression,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,except_branch,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,finally_branch,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,float_literal,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,for,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,func_expression,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,generalized_string,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,identifier,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,if,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,infix_expression,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,integer_literal,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,interpreted_string_literal,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,iterator_expression,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,iterator_type,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,long_string_literal,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,nil_literal,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,object_type,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,of_branch,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,out_type,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,parenthesized,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,pointer_type,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,pragma_expression,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,prefix_expression,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,proc_expression,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,proc_type,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,raw_string_literal,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,ref_type,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,statement_list,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,try,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,tuple_construction,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,tuple_type,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,var_type,True
nim,alaviss/tree-sitter-nim,argument_list,False,True,when,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,accent_quoted,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,array_construction,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,blank_identifier,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,block,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,bracket_expression,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,call,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,case,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,cast,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,char_literal,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,colon_expression,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,curly_construction,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,curly_expression,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,custom_numeric_literal,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,distinct_type,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,dot_expression,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,dot_generic_call,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,enum_type,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,equal_expression,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,float_literal,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,for,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,func_expression,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,generalized_string,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,identifier,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,if,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,infix_expression,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,integer_literal,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,interpreted_string_literal,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,iterator_expression,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,iterator_type,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,long_string_literal,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,nil_literal,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,object_type,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,out_type,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,parenthesized,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,pointer_type,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,pragma_expression,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,prefix_expression,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,proc_expression,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,proc_type,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,raw_string_literal,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,ref_type,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,try,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,tuple_construction,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,tuple_type,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,var_type,True
nim,alaviss/tree-sitter-nim,array_construction,False,True,when,True
nim,alaviss/tree-sitter-nim,assembly_statement,True,False,interpreted_string_literal,True
nim,alaviss/tree-sitter-nim,assembly_statement,True,False,long_string_literal,True
nim,alaviss/tree-sitter-nim,assembly_statement,True,False,raw_string_literal,True
nim,alaviss/tree-sitter-nim,bind_statement,True,False,expression_list,True
nim,alaviss/tree-sitter-nim,block_comment,True,False,comment_content,True
nim,alaviss/tree-sitter-nim,block_documentation_comment,True,False,comment_content,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,accent_quoted,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,array_construction,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,blank_identifier,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,block,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,bracket_expression,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,call,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,case,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,cast,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,char_literal,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,curly_construction,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,curly_expression,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,custom_numeric_literal,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,distinct_type,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,dot_expression,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,dot_generic_call,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,enum_type,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,float_literal,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,for,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,func_expression,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,generalized_string,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,identifier,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,if,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,infix_expression,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,integer_literal,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,interpreted_string_literal,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,iterator_expression,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,iterator_type,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,long_string_literal,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,nil_literal,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,object_type,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,out_type,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,parenthesized,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,pointer_type,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,pragma_expression,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,prefix_expression,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,proc_expression,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,proc_type,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,raw_string_literal,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,ref_type,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,try,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,tuple_construction,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,tuple_type,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,var_type,True
nim,alaviss/tree-sitter-nim,break_statement,False,False,when,True
nim,alaviss/tree-sitter-nim,call,True,False,argument_list,True
nim,alaviss/tree-sitter-nim,char_literal,True,False,char_content,True
nim,alaviss/tree-sitter-nim,char_literal,True,False,escape_sequence,True
nim,alaviss/tree-sitter-nim,comment,True,False,comment_content,True
nim,alaviss/tree-sitter-nim,const_section,False,True,variable_declaration,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,accent_quoted,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,array_construction,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,blank_identifier,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,block,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,bracket_expression,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,call,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,case,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,cast,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,char_literal,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,curly_construction,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,curly_expression,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,custom_numeric_literal,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,distinct_type,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,dot_expression,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,dot_generic_call,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,enum_type,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,float_literal,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,for,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,func_expression,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,generalized_string,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,identifier,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,if,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,infix_expression,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,integer_literal,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,interpreted_string_literal,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,iterator_expression,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,iterator_type,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,long_string_literal,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,nil_literal,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,object_type,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,out_type,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,parenthesized,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,pointer_type,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,pragma_expression,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,prefix_expression,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,proc_expression,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,proc_type,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,raw_string_literal,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,ref_type,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,try,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,tuple_construction,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,tuple_type,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,var_type,True
nim,alaviss/tree-sitter-nim,continue_statement,False,False,when,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,accent_quoted,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,array_construction,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,blank_identifier,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,block,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,bracket_expression,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,call,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,case,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,cast,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,char_literal,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,colon_expression,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,curly_construction,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,curly_expression,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,custom_numeric_literal,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,distinct_type,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,dot_expression,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,dot_generic_call,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,enum_type,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,equal_expression,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,float_literal,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,for,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,func_expression,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,generalized_string,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,identifier,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,if,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,infix_expression,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,integer_literal,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,interpreted_string_literal,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,iterator_expression,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,iterator_type,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,long_string_literal,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,nil_literal,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,object_type,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,out_type,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,parenthesized,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,pointer_type,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,pragma_expression,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,prefix_expression,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,proc_expression,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,proc_type,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,raw_string_literal,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,ref_type,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,try,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,tuple_construction,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,tuple_type,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,var_type,True
nim,alaviss/tree-sitter-nim,curly_construction,False,True,when,True
nim,alaviss/tree-sitter-nim,discard_statement,False,False,accent_quoted,True
nim,alaviss/tree-sitter-nim,discard_statement,False,False,array_construction,True
nim,alaviss/tree-sitter-nim,discard_statement,False,False,blank_identifier,True
nim,alaviss/tree-sitter-nim,discard_statement,False,False,block,True
nim,alaviss/tree-sitter-nim,discard_statement,False,False,bracket_expression,True
nim,alaviss/tree-sitter-nim,discard_statement,False,False,call,True
nim,alaviss/tree-sitter-nim,discard_statement,False,False,case,True
nim,alaviss/tree-sitter-nim,discard_statement,False,False,cast,True
nim,alaviss/tree-sitter-nim,discard_statement,False,False,char_literal,True
nim,alaviss/tree-sitter-nim,discard_statement,False,False,curly_construction,True
nim,alaviss/tree-sitter-nim,discard_statement,False,False,curly_expression,True
nim,alaviss/tree-sitter-nim,discard_statement,False,False,custom_numeric_literal,True
nim,alaviss/tree-sitter-nim,discard_statement,False,False,distinct_type,True
nim,alaviss/tree-sitter-nim,discard_statement,False,False,dot_expression,True
nim,alaviss/tree-sitter-nim,discard_statement,False,False,dot_generic_call,True
nim,alaviss/tree-sitter-nim,discard_statement,False,False,enum_type,True
nim,alaviss/tree-sitter-nim,discard_statement,False,False,float_literal,True
nim,alaviss/tree-sitter-nim,discard_statement,False,False,for,True
nim,alaviss/tree-sitter-nim,discard_statement,False,False,func_expression,True
nim,alaviss/tree-sitter-nim,discard_statement,False,False,generalized_string,True
nim,alaviss/tree-sitter-nim,discard_statement,False,False,identifier,True
nim,alaviss/tree-sitter-nim,discard_statement,False,False,if,True
