language,repository,supertype,subtype,subtype_named
python,tree-sitter/tree-sitter-python,primary_expression,true,True
python,tree-sitter/tree-sitter-python,primary_expression,tuple,True
python,tree-sitter/tree-sitter-python,primary_expression,unary_operator,True
zig,tree-sitter-grammars/tree-sitter-zig,expression,asm_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,expression,assignment_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,expression,async_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,expression,await_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,expression,binary_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,expression,block,True
zig,tree-sitter-grammars/tree-sitter-zig,expression,break_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,expression,catch_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,expression,comptime_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,expression,continue_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,expression,for_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,expression,if_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,expression,nosuspend_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,expression,resume_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,expression,return_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,expression,try_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,expression,type_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,expression,unary_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,expression,while_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,anyframe,False
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,anyframe_type,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,array_type,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,boolean,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,builtin_function,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,builtin_type,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,call_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,character,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,dereference_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,enum_declaration,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,error_type,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,error_union_type,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,field_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,float,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,function_signature,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,identifier,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,index_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,integer,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,multiline_string,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,null,False
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,null_coercion_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,nullable_type,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,opaque_declaration,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,pointer_type,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,range_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,slice_type,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,string,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,struct_declaration,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,switch_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,undefined,False
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,union_declaration,True
zig,tree-sitter-grammars/tree-sitter-zig,primary_type_expression,unreachable,False
zig,tree-sitter-grammars/tree-sitter-zig,statement,comptime_statement,True
zig,tree-sitter-grammars/tree-sitter-zig,statement,defer_statement,True
zig,tree-sitter-grammars/tree-sitter-zig,statement,errdefer_statement,True
zig,tree-sitter-grammars/tree-sitter-zig,statement,expression_statement,True
zig,tree-sitter-grammars/tree-sitter-zig,statement,for_statement,True
zig,tree-sitter-grammars/tree-sitter-zig,statement,if_statement,True
zig,tree-sitter-grammars/tree-sitter-zig,statement,labeled_statement,True
zig,tree-sitter-grammars/tree-sitter-zig,statement,nosuspend_statement,True
zig,tree-sitter-grammars/tree-sitter-zig,statement,suspend_statement,True
zig,tree-sitter-grammars/tree-sitter-zig,statement,switch_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,statement,variable_declaration,True
zig,tree-sitter-grammars/tree-sitter-zig,statement,while_statement,True
zig,tree-sitter-grammars/tree-sitter-zig,type_expression,anonymous_struct_initializer,True
zig,tree-sitter-grammars/tree-sitter-zig,type_expression,error_set_declaration,True
zig,tree-sitter-grammars/tree-sitter-zig,type_expression,labeled_type_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,type_expression,parenthesized_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,type_expression,primary_type_expression,True
zig,tree-sitter-grammars/tree-sitter-zig,type_expression,struct_initializer,True
julia,tree-sitter/tree-sitter-julia,_definition,abstract_definition,True
julia,tree-sitter/tree-sitter-julia,_definition,function_definition,True
julia,tree-sitter/tree-sitter-julia,_definition,macro_definition,True
julia,tree-sitter/tree-sitter-julia,_definition,module_definition,True
julia,tree-sitter/tree-sitter-julia,_definition,primitive_definition,True
julia,tree-sitter/tree-sitter-julia,_definition,struct_definition,True
julia,tree-sitter/tree-sitter-julia,_expression,_definition,True
julia,tree-sitter/tree-sitter-julia,_expression,_statement,True
julia,tree-sitter/tree-sitter-julia,_expression,adjoint_expression,True
julia,tree-sitter/tree-sitter-julia,_expression,arrow_function_expression,True
julia,tree-sitter/tree-sitter-julia,_expression,binary_expression,True
julia,tree-sitter/tree-sitter-julia,_expression,boolean_literal,True
julia,tree-sitter/tree-sitter-julia,_expression,broadcast_call_expression,True
julia,tree-sitter/tree-sitter-julia,_expression,call_expression,True
julia,tree-sitter/tree-sitter-julia,_expression,character_literal,True
julia,tree-sitter/tree-sitter-julia,_expression,command_literal,True
julia,tree-sitter/tree-sitter-julia,_expression,compound_assignment_expression,True
julia,tree-sitter/tree-sitter-julia,_expression,comprehension_expression,True
julia,tree-sitter/tree-sitter-julia,_expression,curly_expression,True
julia,tree-sitter/tree-sitter-julia,_expression,field_expression,True
julia,tree-sitter/tree-sitter-julia,_expression,float_literal,True
julia,tree-sitter/tree-sitter-julia,_expression,identifier,True
julia,tree-sitter/tree-sitter-julia,_expression,index_expression,True
julia,tree-sitter/tree-sitter-julia,_expression,integer_literal,True
julia,tree-sitter/tree-sitter-julia,_expression,interpolation_expression,True
julia,tree-sitter/tree-sitter-julia,_expression,juxtaposition_expression,True
julia,tree-sitter/tree-sitter-julia,_expression,macrocall_expression,True
julia,tree-sitter/tree-sitter-julia,_expression,matrix_expression,True
julia,tree-sitter/tree-sitter-julia,_expression,operator,True
julia,tree-sitter/tree-sitter-julia,_expression,parametrized_type_expression,True
julia,tree-sitter/tree-sitter-julia,_expression,parenthesized_expression,True
julia,tree-sitter/tree-sitter-julia,_expression,prefixed_command_literal,True
julia,tree-sitter/tree-sitter-julia,_expression,prefixed_string_literal,True
julia,tree-sitter/tree-sitter-julia,_expression,quote_expression,True
julia,tree-sitter/tree-sitter-julia,_expression,range_expression,True
julia,tree-sitter/tree-sitter-julia,_expression,splat_expression,True
julia,tree-sitter/tree-sitter-julia,_expression,string_literal,True
julia,tree-sitter/tree-sitter-julia,_expression,ternary_expression,True
julia,tree-sitter/tree-sitter-julia,_expression,tuple_expression,True
julia,tree-sitter/tree-sitter-julia,_expression,typed_expression,True
julia,tree-sitter/tree-sitter-julia,_expression,unary_expression,True
julia,tree-sitter/tree-sitter-julia,_expression,unary_typed_expression,True
julia,tree-sitter/tree-sitter-julia,_expression,vector_expression,True
julia,tree-sitter/tree-sitter-julia,_expression,where_expression,True
julia,tree-sitter/tree-sitter-julia,_statement,break_statement,True
julia,tree-sitter/tree-sitter-julia,_statement,compound_statement,True
julia,tree-sitter/tree-sitter-julia,_statement,const_statement,True
julia,tree-sitter/tree-sitter-julia,_statement,continue_statement,True
julia,tree-sitter/tree-sitter-julia,_statement,export_statement,True
julia,tree-sitter/tree-sitter-julia,_statement,for_statement,True
julia,tree-sitter/tree-sitter-julia,_statement,global_statement,True
julia,tree-sitter/tree-sitter-julia,_statement,if_statement,True
julia,tree-sitter/tree-sitter-julia,_statement,import_statement,True
julia,tree-sitter/tree-sitter-julia,_statement,let_statement,True
julia,tree-sitter/tree-sitter-julia,_statement,local_statement,True
julia,tree-sitter/tree-sitter-julia,_statement,public_statement,True
julia,tree-sitter/tree-sitter-julia,_statement,quote_statement,True
julia,tree-sitter/tree-sitter-julia,_statement,return_statement,True
julia,tree-sitter/tree-sitter-julia,_statement,try_statement,True
julia,tree-sitter/tree-sitter-julia,_statement,using_statement,True
julia,tree-sitter/tree-sitter-julia,_statement,while_statement,True
csharp,tree-sitter/tree-sitter-c-sharp,declaration,class_declaration,True
csharp,tree-sitter/tree-sitter-c-sharp,declaration,constructor_declaration,True
csharp,tree-sitter/tree-sitter-c-sharp,declaration,conversion_operator_declaration,True
csharp,tree-sitter/tree-sitter-c-sharp,declaration,delegate_declaration,True
csharp,tree-sitter/tree-sitter-c-sharp,declaration,destructor_declaration,True
csharp,tree-sitter/tree-sitter-c-sharp,declaration,enum_declaration,True
csharp,tree-sitter/tree-sitter-c-sharp,declaration,event_declaration,True
csharp,tree-sitter/tree-sitter-c-sharp,declaration,event_field_declaration,True
csharp,tree-sitter/tree-sitter-c-sharp,declaration,extension_declaration,True
csharp,tree-sitter/tree-sitter-c-sharp,declaration,field_declaration,True
csharp,tree-sitter/tree-sitter-c-sharp,declaration,indexer_declaration,True
csharp,tree-sitter/tree-sitter-c-sharp,declaration,interface_declaration,True
csharp,tree-sitter/tree-sitter-c-sharp,declaration,method_declaration,True
csharp,tree-sitter/tree-sitter-c-sharp,declaration,namespace_declaration,True
csharp,tree-sitter/tree-sitter-c-sharp,declaration,operator_declaration,True
csharp,tree-sitter/tree-sitter-c-sharp,declaration,preproc_if,True
csharp,tree-sitter/tree-sitter-c-sharp,declaration,property_declaration,True
csharp,tree-sitter/tree-sitter-c-sharp,declaration,record_declaration,True
csharp,tree-sitter/tree-sitter-c-sharp,declaration,struct_declaration,True
csharp,tree-sitter/tree-sitter-c-sharp,declaration,using_directive,True
csharp,tree-sitter/tree-sitter-c-sharp,expression,lvalue_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,expression,non_lvalue_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,literal,boolean_literal,True
csharp,tree-sitter/tree-sitter-c-sharp,literal,character_literal,True
csharp,tree-sitter/tree-sitter-c-sharp,literal,integer_literal,True
csharp,tree-sitter/tree-sitter-c-sharp,literal,null_literal,True
csharp,tree-sitter/tree-sitter-c-sharp,literal,raw_string_literal,True
csharp,tree-sitter/tree-sitter-c-sharp,literal,real_literal,True
csharp,tree-sitter/tree-sitter-c-sharp,literal,string_literal,True
csharp,tree-sitter/tree-sitter-c-sharp,literal,verbatim_string_literal,True
csharp,tree-sitter/tree-sitter-c-sharp,lvalue_expression,conditional_access_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,lvalue_expression,element_access_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,lvalue_expression,element_binding_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,lvalue_expression,generic_name,True
csharp,tree-sitter/tree-sitter-c-sharp,lvalue_expression,identifier,True
csharp,tree-sitter/tree-sitter-c-sharp,lvalue_expression,member_access_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,lvalue_expression,parenthesized_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,lvalue_expression,prefix_unary_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,lvalue_expression,this,False
csharp,tree-sitter/tree-sitter-c-sharp,lvalue_expression,tuple_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,anonymous_method_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,anonymous_object_creation_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,array_creation_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,as_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,assignment_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,await_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,base,False
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,binary_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,cast_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,checked_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,collection_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,conditional_access_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,conditional_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,default_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,implicit_array_creation_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,implicit_object_creation_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,implicit_stackalloc_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,initializer_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,interpolated_string_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,invocation_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,is_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,is_pattern_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,lambda_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,literal,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,makeref_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,object_creation_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,parenthesized_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,postfix_unary_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,prefix_unary_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,preproc_if,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,query_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,range_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,ref_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,reftype_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,refvalue_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,sizeof_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,stackalloc_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,switch_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,throw_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,typeof_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,non_lvalue_expression,with_expression,True
csharp,tree-sitter/tree-sitter-c-sharp,pattern,and_pattern,True
csharp,tree-sitter/tree-sitter-c-sharp,pattern,constant_pattern,True
csharp,tree-sitter/tree-sitter-c-sharp,pattern,declaration_pattern,True
csharp,tree-sitter/tree-sitter-c-sharp,pattern,discard,True
csharp,tree-sitter/tree-sitter-c-sharp,pattern,list_pattern,True
csharp,tree-sitter/tree-sitter-c-sharp,pattern,negated_pattern,True
csharp,tree-sitter/tree-sitter-c-sharp,pattern,or_pattern,True
csharp,tree-sitter/tree-sitter-c-sharp,pattern,parenthesized_pattern,True
csharp,tree-sitter/tree-sitter-c-sharp,pattern,recursive_pattern,True
csharp,tree-sitter/tree-sitter-c-sharp,pattern,relational_pattern,True
csharp,tree-sitter/tree-sitter-c-sharp,pattern,type_pattern,True
csharp,tree-sitter/tree-sitter-c-sharp,pattern,var_pattern,True
csharp,tree-sitter/tree-sitter-c-sharp,statement,block,True
csharp,tree-sitter/tree-sitter-c-sharp,statement,break_statement,True
csharp,tree-sitter/tree-sitter-c-sharp,statement,checked_statement,True
csharp,tree-sitter/tree-sitter-c-sharp,statement,continue_statement,True
csharp,tree-sitter/tree-sitter-c-sharp,statement,do_statement,True
csharp,tree-sitter/tree-sitter-c-sharp,statement,empty_statement,True
csharp,tree-sitter/tree-sitter-c-sharp,statement,expression_statement,True
csharp,tree-sitter/tree-sitter-c-sharp,statement,fixed_statement,True
csharp,tree-sitter/tree-sitter-c-sharp,statement,for_statement,True
csharp,tree-sitter/tree-sitter-c-sharp,statement,foreach_statement,True
csharp,tree-sitter/tree-sitter-c-sharp,statement,goto_statement,True
csharp,tree-sitter/tree-sitter-c-sharp,statement,if_statement,True
csharp,tree-sitter/tree-sitter-c-sharp,statement,labeled_statement,True
csharp,tree-sitter/tree-sitter-c-sharp,statement,local_declaration_statement,True
csharp,tree-sitter/tree-sitter-c-sharp,statement,local_function_statement,True
csharp,tree-sitter/tree-sitter-c-sharp,statement,lock_statement,True
csharp,tree-sitter/tree-sitter-c-sharp,statement,preproc_if,True
csharp,tree-sitter/tree-sitter-c-sharp,statement,return_statement,True
csharp,tree-sitter/tree-sitter-c-sharp,statement,switch_statement,True
csharp,tree-sitter/tree-sitter-c-sharp,statement,throw_statement,True
csharp,tree-sitter/tree-sitter-c-sharp,statement,try_statement,True
csharp,tree-sitter/tree-sitter-c-sharp,statement,unsafe_statement,True
csharp,tree-sitter/tree-sitter-c-sharp,statement,using_statement,True
csharp,tree-sitter/tree-sitter-c-sharp,statement,while_statement,True
csharp,tree-sitter/tree-sitter-c-sharp,statement,yield_statement,True
csharp,tree-sitter/tree-sitter-c-sharp,type,alias_qualified_name,True
csharp,tree-sitter/tree-sitter-c-sharp,type,array_type,True
csharp,tree-sitter/tree-sitter-c-sharp,type,function_pointer_type,True
csharp,tree-sitter/tree-sitter-c-sharp,type,generic_name,True
csharp,tree-sitter/tree-sitter-c-sharp,type,identifier,True
csharp,tree-sitter/tree-sitter-c-sharp,type,implicit_type,True
csharp,tree-sitter/tree-sitter-c-sharp,type,nullable_type,True
csharp,tree-sitter/tree-sitter-c-sharp,type,pointer_type,True
csharp,tree-sitter/tree-sitter-c-sharp,type,predefined_type,True
csharp,tree-sitter/tree-sitter-c-sharp,type,qualified_name,True
csharp,tree-sitter/tree-sitter-c-sharp,type,ref_type,True
csharp,tree-sitter/tree-sitter-c-sharp,type,scoped_type,True
csharp,tree-sitter/tree-sitter-c-sharp,type,tuple_type,True
csharp,tree-sitter/tree-sitter-c-sharp,type_declaration,class_declaration,True
csharp,tree-sitter/tree-sitter-c-sharp,type_declaration,delegate_declaration,True
csharp,tree-sitter/tree-sitter-c-sharp,type_declaration,enum_declaration,True
csharp,tree-sitter/tree-sitter-c-sharp,type_declaration,interface_declaration,True
csharp,tree-sitter/tree-sitter-c-sharp,type_declaration,record_declaration,True
csharp,tree-sitter/tree-sitter-c-sharp,type_declaration,struct_declaration,True
java,tree-sitter/tree-sitter-java,_literal,binary_integer_literal,True
java,tree-sitter/tree-sitter-java,_literal,character_literal,True
java,tree-sitter/tree-sitter-java,_literal,decimal_floating_point_literal,True
java,tree-sitter/tree-sitter-java,_literal,decimal_integer_literal,True
java,tree-sitter/tree-sitter-java,_literal,false,True
java,tree-sitter/tree-sitter-java,_literal,hex_floating_point_literal,True
java,tree-sitter/tree-sitter-java,_literal,hex_integer_literal,True
java,tree-sitter/tree-sitter-java,_literal,null_literal,True
java,tree-sitter/tree-sitter-java,_literal,octal_integer_literal,True
java,tree-sitter/tree-sitter-java,_literal,string_literal,True
java,tree-sitter/tree-sitter-java,_literal,true,True
java,tree-sitter/tree-sitter-java,_simple_type,boolean_type,True
java,tree-sitter/tree-sitter-java,_simple_type,floating_point_type,True
java,tree-sitter/tree-sitter-java,_simple_type,generic_type,True
java,tree-sitter/tree-sitter-java,_simple_type,integral_type,True
java,tree-sitter/tree-sitter-java,_simple_type,scoped_type_identifier,True
java,tree-sitter/tree-sitter-java,_simple_type,type_identifier,True
java,tree-sitter/tree-sitter-java,_simple_type,void_type,True
java,tree-sitter/tree-sitter-java,_type,_unannotated_type,True
java,tree-sitter/tree-sitter-java,_type,annotated_type,True
java,tree-sitter/tree-sitter-java,_unannotated_type,_simple_type,True
java,tree-sitter/tree-sitter-java,_unannotated_type,array_type,True
java,tree-sitter/tree-sitter-java,declaration,annotation_type_declaration,True
java,tree-sitter/tree-sitter-java,declaration,class_declaration,True
java,tree-sitter/tree-sitter-java,declaration,enum_declaration,True
java,tree-sitter/tree-sitter-java,declaration,import_declaration,True
java,tree-sitter/tree-sitter-java,declaration,interface_declaration,True
java,tree-sitter/tree-sitter-java,declaration,module_declaration,True
java,tree-sitter/tree-sitter-java,declaration,package_declaration,True
java,tree-sitter/tree-sitter-java,declaration,record_declaration,True
java,tree-sitter/tree-sitter-java,expression,assignment_expression,True
java,tree-sitter/tree-sitter-java,expression,binary_expression,True
java,tree-sitter/tree-sitter-java,expression,cast_expression,True
java,tree-sitter/tree-sitter-java,expression,instanceof_expression,True
java,tree-sitter/tree-sitter-java,expression,lambda_expression,True
java,tree-sitter/tree-sitter-java,expression,primary_expression,True
java,tree-sitter/tree-sitter-java,expression,switch_expression,True
java,tree-sitter/tree-sitter-java,expression,ternary_expression,True
java,tree-sitter/tree-sitter-java,expression,unary_expression,True
java,tree-sitter/tree-sitter-java,expression,update_expression,True
java,tree-sitter/tree-sitter-java,module_directive,exports_module_directive,True
java,tree-sitter/tree-sitter-java,module_directive,opens_module_directive,True
java,tree-sitter/tree-sitter-java,module_directive,provides_module_directive,True
java,tree-sitter/tree-sitter-java,module_directive,requires_module_directive,True
java,tree-sitter/tree-sitter-java,module_directive,uses_module_directive,True
java,tree-sitter/tree-sitter-java,primary_expression,_literal,True
java,tree-sitter/tree-sitter-java,primary_expression,array_access,True
java,tree-sitter/tree-sitter-java,primary_expression,array_creation_expression,True
java,tree-sitter/tree-sitter-java,primary_expression,class_literal,True
java,tree-sitter/tree-sitter-java,primary_expression,field_access,True
java,tree-sitter/tree-sitter-java,primary_expression,identifier,True
java,tree-sitter/tree-sitter-java,primary_expression,method_invocation,True
java,tree-sitter/tree-sitter-java,primary_expression,method_reference,True
java,tree-sitter/tree-sitter-java,primary_expression,object_creation_expression,True
java,tree-sitter/tree-sitter-java,primary_expression,parenthesized_expression,True
java,tree-sitter/tree-sitter-java,primary_expression,template_expression,True
java,tree-sitter/tree-sitter-java,primary_expression,this,True
java,tree-sitter/tree-sitter-java,statement,;,False
java,tree-sitter/tree-sitter-java,statement,assert_statement,True
java,tree-sitter/tree-sitter-java,statement,block,True
java,tree-sitter/tree-sitter-java,statement,break_statement,True
java,tree-sitter/tree-sitter-java,statement,continue_statement,True
java,tree-sitter/tree-sitter-java,statement,declaration,True
java,tree-sitter/tree-sitter-java,statement,do_statement,True
java,tree-sitter/tree-sitter-java,statement,enhanced_for_statement,True
java,tree-sitter/tree-sitter-java,statement,expression_statement,True
java,tree-sitter/tree-sitter-java,statement,for_statement,True
java,tree-sitter/tree-sitter-java,statement,if_statement,True
java,tree-sitter/tree-sitter-java,statement,labeled_statement,True
java,tree-sitter/tree-sitter-java,statement,local_variable_declaration,True
java,tree-sitter/tree-sitter-java,statement,return_statement,True
java,tree-sitter/tree-sitter-java,statement,switch_expression,True
java,tree-sitter/tree-sitter-java,statement,synchronized_statement,True
java,tree-sitter/tree-sitter-java,statement,throw_statement,True
java,tree-sitter/tree-sitter-java,statement,try_statement,True
java,tree-sitter/tree-sitter-java,statement,try_with_resources_statement,True
java,tree-sitter/tree-sitter-java,statement,while_statement,True
java,tree-sitter/tree-sitter-java,statement,yield_statement,True
