language,repository,file,sha256,source
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,b46bbba6ecf4c4278a38fdd9e397e0ded4ff2127c9a333a7b0e3eb359e2147fd,"; Identifiers
(identifier) @variable

(field_expression
  (identifier) @variable.member .)

; Symbols
(quote_expression
  "":"" @string.special.symbol
  [
    (identifier)
    (operator)
  ] @string.special.symbol)

; Function calls
(call_expression
  (identifier) @function.call)

(call_expression
  (field_expression
    (identifier) @function.call .))

(broadcast_call_expression
  (identifier) @function.call)

(broadcast_call_expression
  (field_expression
    (identifier) @function.call .))

(binary_expression
  (_)
  (operator) @_pipe
  (identifier) @function.call
  (#any-of? @_pipe ""|>"" "".|>""))

; Macros
(macro_identifier
  ""@"" @function.macro
  (identifier) @function.macro)

(macro_definition
  (signature
    (call_expression
      .
      (identifier) @function.macro)))

; Built-in functions
; print.(""\"""", filter(name -> getglobal(Core, name) isa Core.Builtin, names(Core)), ""\"" "")
((identifier) @function.builtin
  (#any-of? @function.builtin
    ""applicable"" ""fieldtype"" ""getfield"" ""getglobal"" ""invoke"" ""isa"" ""isdefined"" ""isdefinedglobal""
    ""modifyfield!"" ""modifyglobal!"" ""nfields"" ""replacefield!"" ""replaceglobal!"" ""setfield!""
    ""setfieldonce!"" ""setglobal!"" ""setglobalonce!"" ""swapfield!"" ""swapglobal!"" ""throw"" ""tuple""
    ""typeassert"" ""typeof""))

; Type definitions
(type_head
  (_) @type.definition)

; Type annotations
(parametrized_type_expression
  [
    (identifier) @type
    (field_expression
      (identifier) @type .)
  ]
  (curly_expression
    (_) @type))

(typed_expression
  (identifier) @type .)

(unary_typed_expression
  (identifier) @type .)

(where_expression
  [
    (curly_expression
      (_) @type)
    (_) @type
  ] .)

(unary_expression
  (operator) @operator
  (_) @type
  (#any-of? @operator ""<:"" "">:""))

(binary_expression
  (_) @type
  (operator) @operator
  (_) @type
  (#any-of? @operator ""<:"" "">:""))

; Built-in types
; print.(""\"""", filter(name -> typeof(Base.eval(Core, name)) in [DataType, UnionAll], names(Core)), ""\"" "")
((identifier) @type.builtin
  (#any-of? @type.builtin
    ""AbstractArray"" ""AbstractChar"" ""AbstractFloat"" ""AbstractString"" ""Any"" ""ArgumentError"" ""Array""
    ""AssertionError"" ""AtomicMemory"" ""AtomicMemoryRef"" ""Bool"" ""BoundsError"" ""Char""
    ""ConcurrencyViolationError"" ""Cvoid"" ""DataType"" ""DenseArray"" ""DivideError"" ""DomainError""
    ""ErrorException"" ""Exception"" ""Expr"" ""FieldError"" ""Float16"" ""Float32"" ""Float64"" ""Function""
    ""GenericMemory"" ""GenericMemoryRef"" ""GlobalRef"" ""IO"" ""InexactError"" ""InitError"" ""Int"" ""Int128""
    ""Int16"" ""Int32"" ""Int64"" ""Int8"" ""Integer"" ""InterruptException"" ""LineNumberNode"" ""LoadError""
    ""Memory"" ""MemoryRef"" ""Method"" ""MethodError"" ""Module"" ""NTuple"" ""NamedTuple"" ""Nothing"" ""Number""
    ""OutOfMemoryError"" ""OverflowError"" ""Pair"" ""Ptr"" ""QuoteNode"" ""ReadOnlyMemoryError"" ""Real"" ""Ref""
    ""SegmentationFault"" ""Signed"" ""StackOverflowError"" ""String"" ""Symbol"" ""Task"" ""Tuple"" ""Type""
    ""TypeError"" ""TypeVar"" ""UInt"" ""UInt128"" ""UInt16"" ""UInt32"" ""UInt64"" ""UInt8"" ""UndefInitializer""
    ""UndefKeywordError"" ""UndefRefError"" ""UndefVarError"" ""Union"" ""UnionAll"" ""Unsigned"" ""VecElement""
    ""WeakRef""))

; Keywords
[
  ""global""
  ""local""
] @keyword

(compound_statement
  [
    ""begin""
    ""end""
  ] @keyword)

(quote_statement
  [
    ""quote""
    ""end""
  ] @keyword)

(let_statement
  [
    ""let""
    ""end""
  ] @keyword)

(if_statement
  [
    ""if""
    ""end""
  ] @keyword.conditional)

(elseif_clause
  ""elseif"" @keyword.conditional)

(else_clause
  ""else"" @keyword.conditional)

(ternary_expression
  [
    ""?""
    "":""
  ] @keyword.conditional.ternary)

(try_statement
  [
    ""try""
    ""end""
  ] @keyword.exception)

(catch_clause
  ""catch"" @keyword.exception)

(finally_clause
  ""finally"" @keyword.exception)

(for_statement
  [
    ""for""
    ""end""
  ] @keyword.repeat)

(for_binding
  ""outer"" @keyword.repeat)

; comprehensions
(for_clause
  ""for"" @keyword.repeat)

(if_clause
  ""if"" @keyword.conditional)

(while_statement
  [
    ""while""
    ""end""
  ] @keyword.repeat)

[
  (break_statement)
  (continue_statement)
] @keyword.repeat

[
  ""const""
  ""mutable""
] @keyword.modifier

(function_definition
  [
    ""function""
    ""end""
  ] @keyword.function)

(do_clause
  [
    ""do""
    ""end""
  ] @keyword.function)

(macro_definition
  [
    ""macro""
    ""end""
  ] @keyword)

(return_statement
  ""return"" @keyword.return)

(module_definition
  [
    ""module""
    ""baremodule""
    ""end""
  ] @keyword.import)

(export_statement
  ""export"" @keyword.import)

(public_statement
  ""public"" @keyword.import)

(import_statement
  ""import"" @keyword.import)

(using_statement
  ""using"" @keyword.import)

(import_alias
  ""as"" @keyword.import)

(selected_import
  "":"" @punctuation.delimiter)

(struct_definition
  [
    ""mutable""
    ""struct""
    ""end""
  ] @keyword.type)

(abstract_definition
  [
    ""abstract""
    ""type""
    ""end""
  ] @keyword.type)

(primitive_definition
  [
    ""primitive""
    ""type""
    ""end""
  ] @keyword.type)

; Operators & Punctuation
(operator) @operator

(adjoint_expression
  ""'"" @operator)

(range_expression
  "":"" @operator)

(arrow_function_expression
  ""->"" @operator)

[
  "".""
  ""...""
] @punctuation.special

[
  "",""
  "";""
  ""::""
] @punctuation.delimiter

; Treat `::` as operator in type contexts, see
; https://github.com/nvim-treesitter/nvim-treesitter/pull/7392
(typed_expression
  ""::"" @operator)

(unary_typed_expression
  ""::"" @operator)

[
  ""(""
  "")""
  ""[""
  ""]""
  ""{""
  ""}""
] @punctuation.bracket

; Interpolation
(string_interpolation
  .
  ""$"" @punctuation.special)

(interpolation_expression
  .
  ""$"" @punctuation.special)

; Keyword operators
((operator) @keyword.operator
  (#any-of? @keyword.operator ""in"" ""isa""))

(where_expression
  ""where"" @keyword.operator)

; Built-in constants
((identifier) @constant.builtin
  (#any-of? @constant.builtin ""nothing"" ""missing""))

((identifier) @variable.builtin
  (#any-of? @variable.builtin ""begin"" ""end"")
  (#has-ancestor? @variable.builtin index_expression))

; Literals
(boolean_literal) @boolean

(integer_literal) @number

(float_literal) @number.float

((identifier) @number.float
  (#any-of? @number.float ""NaN"" ""NaN16"" ""NaN32"" ""Inf"" ""Inf16"" ""Inf32""))

(character_literal) @character

(escape_sequence) @string.escape

(string_literal) @string

(prefixed_string_literal
  prefix: (identifier) @function.macro) @string

(command_literal) @string.special

(prefixed_command_literal
  prefix: (identifier) @function.macro) @string.special

((string_literal) @string.documentation
  .
  [
    (abstract_definition)
    (assignment)
    (const_statement)
    (function_definition)
    (macro_definition)
    (module_definition)
    (struct_definition)
  ])

(source_file
  (string_literal) @string.documentation
  .
  [
    (identifier)
    (call_expression)
  ])

[
  (line_comment)
  (block_comment)
] @comment
"
julia,tree-sitter/tree-sitter-julia,queries/injections.scm,8c9533faf169d4734d7f6b0e84dd063055eb63cd4966f2e5416deaf574965db8,"; Inject markdown in docstrings
((string_literal
  (content) @injection.content)
  .
  [
    (module_definition)
    (abstract_definition)
    (struct_definition)
    (function_definition)
    (macro_definition)
    (assignment)
    (const_statement)
    (call_expression)
    (identifier)
  ]
  (#set! injection.language ""markdown""))

; Inject comments
([
  (line_comment)
  (block_comment)
] @injection.content
  (#set! injection.language ""comment""))

; Inject regex in r""..."" and r""""""..."""""" (e.g. r""hello\bworld"")
(prefixed_string_literal
  prefix: (identifier) @_prefix
  (content) @injection.content
  (#eq? @_prefix ""r"")
  (#set! injection.language ""regex""))

; Inject markdown in md""..."" and md""""""..."""""" (e.g. md""**Bold** and _Italics_"")
(prefixed_string_literal
  prefix: (identifier) @_prefix
  (content) @injection.content
  (#eq? @_prefix ""md"")
  (#set! injection.language ""markdown""))

; Inject bash in `...` and ```...``` (e.g. `git add --help`)
(command_literal
  (content) @injection.content
  (#set! injection.language ""bash""))
"
julia,tree-sitter/tree-sitter-julia,queries/locals.scm,78d0e89ff899e97a82a2ed092a370ca11fccee28c6b182086eb9aa9ed137dc28,"; References
(identifier) @local.reference

; Definitions
(assignment
  .
  (identifier) @local.definition)

(assignment
  .
  (tuple_expression
    (identifier) @local.definition))

(assignment
  .
  (open_tuple
    (identifier) @local.definition))

(for_binding
  .
  (identifier) @local.definition)

(for_binding
  .
  (tuple_expression
    (identifier) @local.definition))

(import_statement
  (identifier) @local.definition)

(using_statement
  (identifier) @local.definition)

(selected_import
  (identifier) @local.definition)

(module_definition
  .
  (identifier) @local.definition)

(type_head
  (identifier) @local.definition)

(type_head
  (binary_expression
    .
    (identifier) @local.definition))

(function_definition
  (signature
    (call_expression
      .
      (identifier) @local.definition.function))) @local.scope

(macro_definition
  (signature
    (call_expression
      .
      (identifier) @local.definition.function))) @local.scope

; Scopes
[
  (quote_statement)
  (let_statement)
  (for_statement)
  (while_statement)
  (try_statement)
  (catch_clause)
  (finally_clause)
  (do_clause)
] @local.scope
"
nim,alaviss/tree-sitter-nim,queries/highlights.scm,feda18993ae651016a36a3d9e936715e6bc31626ecad9ae29006996d597256a8,"; SPDX-FileCopyrightText: 2023 Leorize <leorize+oss@disroot.org>
; SPDX-License-Identifier: MPL-2.0

; Punctuations
[ ""."" "";"" "","" "":"" ] @punctuation.delimiter
[ ""("" "")"" ""["" ""]"" ""{"" ""}"" ""{."" "".}"" ] @punctuation.bracket

; Operator by default, but could be overriden
[ ""="" ] @operator

; Special
(blank_identifier) @variable.builtin

; Calls
(call
  function: [
    (identifier) @function.call
    (dot_expression
      right: (identifier) @function.call)
  ])
(generalized_string
  function: [
    (identifier) @function.call
    (dot_expression
      right: (identifier) @function.call)
  ])

; Declarations
(exported_symbol ""*"" @type.qualifier)
(_ ""="" @punctuation.delimiter [body: (_) value: (_)])
(proc_declaration name: (_) @function)
(func_declaration name: (_) @function)
(converter_declaration name: (_) @function)
(method_declaration name: (_) @method)
(template_declaration name: (_) @function.macro)
(macro_declaration name: (_) @function.macro)
(symbol_declaration name: (_) @variable)
(parameter_declaration
  (symbol_declaration_list
    (symbol_declaration name: (_) @parameter)))
(_
  [
    type: [
      (type_expression (identifier))
      (type_expression (accent_quoted (identifier)))
    ] @type
    return_type: [
      (type_expression (identifier))
      (type_expression (accent_quoted (identifier)))
    ] @type
  ])

; Exceptions
[
  ""try""
  ""except""
  ""finally""
  ""raise""
] @exception

(except_branch values: (expression_list
  [
    (identifier) @type
    (infix_expression
      left: (identifier) @type
      operator: ""as""
      right: (identifier) @variable)
  ]))

; Expressions
(dot_expression
  right: (identifier) @field)

; Literal/comments
[
  (comment)
  (block_comment)
] @comment

[
  (documentation_comment)
  (block_documentation_comment)
] @comment.documentation

(interpreted_string_literal) @string
(long_string_literal) @string
(raw_string_literal) @string
(generalized_string) @string
(char_literal) @character
(escape_sequence) @string.escape
(integer_literal) @number
(float_literal) @float
(custom_numeric_literal) @number
(nil_literal) @constant.builtin

; Keyword
[
  ""if""
  ""when""
  ""case""
  ""elif""
  ""else""
] @conditional

(of_branch ""of"" @conditional)

[
  ""import""
  ""include""
  ""export""
] @include

(import_from_statement ""from"" @include)
(except_clause ""except"" @include)

[
  ""for""
  ""while""
  ""continue""
  ""break""
] @repeat

(for ""in"" @repeat)

[
  ""macro""
  ""template""
  ""const""
  ""let""
  ""var""
  ""asm""
  ""bind""
  ""block""
  ""concept""
  ""defer""
  ""discard""
  ""distinct""
  ""do""
  ""enum""
  ""mixin""
  ""nil""
  ""object""
  ""out""
  ""ptr""
  ""ref""
  ""static""
  ""tuple""
  ""type""
] @keyword

[
  ""proc""
  ""func""
  ""method""
  ""converter""
  ""iterator""
] @keyword.function

[
  ""and""
  ""or""
  ""xor""
  ""not""
  ""div""
  ""mod""
  ""shl""
  ""shr""
  ""from""
  ""as""
  ""of""
  ""in""
  ""notin""
  ""is""
  ""isnot""
  ""cast""
] @keyword.operator

[
  ""return""
  ""yield""
] @keyword.return

; Operators
(infix_expression operator: _ @operator)
(prefix_expression operator: _ @operator)

"
csharp,tree-sitter/tree-sitter-c-sharp,queries/highlights.scm,499e0859dd43d76e33f76c27ab1b45cf7ddebe4fd4274bd00300025eaf403bf5,"(identifier) @variable

;; Methods

(method_declaration name: (identifier) @function)
(local_function_statement name: (identifier) @function)

;; Types

(interface_declaration name: (identifier) @type)
(class_declaration name: (identifier) @type)
(enum_declaration name: (identifier) @type)
(struct_declaration (identifier) @type)
(record_declaration (identifier) @type)
(namespace_declaration name: (identifier) @module)

(generic_name (identifier) @type)
(type_parameter (identifier) @property.definition)
(parameter type: (identifier) @type)
(type_argument_list (identifier) @type)
(as_expression right: (identifier) @type)
(is_expression right: (identifier) @type)

(constructor_declaration name: (identifier) @constructor)
(destructor_declaration name: (identifier) @constructor)

(_ type: (identifier) @type)

(base_list (identifier) @type)

(predefined_type) @type.builtin

;; Enum
(enum_member_declaration (identifier) @property.definition)

;; Literals

[
  (real_literal)
  (integer_literal)
] @number

[
  (character_literal)
  (string_literal)
  (raw_string_literal)
  (verbatim_string_literal)
  (interpolated_string_expression)
  (interpolation_start)
  (interpolation_quote)
 ] @string

(escape_sequence) @string.escape

[
  (boolean_literal)
  (null_literal)
] @constant.builtin

;; Comments

(comment) @comment

;; Tokens

[
  "";""
  "".""
  "",""
] @punctuation.delimiter

[
  ""--""
  ""-""
  ""-=""
  ""&""
  ""&=""
  ""&&""
  ""+""
  ""++""
  ""+=""
  ""<""
  ""<=""
  ""<<""
  ""<<=""
  ""=""
  ""==""
  ""!""
  ""!=""
  ""=>""
  "">""
  "">=""
  "">>""
  "">>=""
  "">>>""
  "">>>=""
  ""|""
  ""|=""
  ""||""
  ""?""
  ""??""
  ""??=""
  ""^""
  ""^=""
  ""~""
  ""*""
  ""*=""
  ""/""
  ""/=""
  ""%""
  ""%=""
  "":""
  ""..""
] @operator

[
  ""(""
  "")""
  ""[""
  ""]""
  ""{""
  ""}""
  (interpolation_brace)
]  @punctuation.bracket

;; Keywords

[
  (modifier)
  ""this""
  (implicit_type)
] @keyword

[
  ""add""
  ""alias""
  ""as""
  ""base""
  ""break""
  ""case""
  ""catch""
  ""checked""
  ""class""
  ""continue""
  ""default""
  ""delegate""
  ""do""
  ""else""
  ""enum""
  ""event""
  ""explicit""
  ""extern""
  ""finally""
  ""for""
  ""foreach""
  ""global""
  ""goto""
  ""if""
  ""implicit""
  ""interface""
  ""is""
  ""lock""
  ""namespace""
  ""notnull""
  ""operator""
  ""params""
  ""return""
  ""remove""
  ""sizeof""
  ""stackalloc""
  ""static""
  ""struct""
  ""switch""
  ""throw""
  ""try""
  ""typeof""
  ""unchecked""
  ""using""
  ""while""
  ""new""
  ""await""
  ""in""
  ""yield""
  ""get""
  ""set""
  ""when""
  ""out""
  ""ref""
  ""from""
  ""where""
  ""select""
  ""record""
  ""init""
  ""with""
  ""let""
  ""unsafe""
] @keyword

;; Attribute

(attribute name: (identifier) @attribute)

;; Parameters

(parameter
  name: (identifier) @variable.parameter)

;; Type constraints

(type_parameter_constraints_clause (identifier) @property.definition)

;; Method calls

(invocation_expression (member_access_expression name: (identifier) @function))
"
csharp,tree-sitter/tree-sitter-c-sharp,queries/tags.scm,4ed08da0162ecd48206ac34bebe7ea9757a8c7b617f6ad8f70c168d685d514fe,"(class_declaration name: (identifier) @name) @definition.class

(class_declaration (base_list (_) @name)) @reference.class

(interface_declaration name: (identifier) @name) @definition.interface

(interface_declaration (base_list (_) @name)) @reference.interface

(method_declaration name: (identifier) @name) @definition.method

(object_creation_expression type: (identifier) @name) @reference.class

(type_parameter_constraints_clause (identifier) @name) @reference.class

(type_parameter_constraint (type type: (identifier) @name)) @reference.class

(variable_declaration type: (identifier) @name) @reference.class

(invocation_expression function: (member_access_expression name: (identifier) @name)) @reference.send

(namespace_declaration name: (identifier) @name) @definition.module

(namespace_declaration name: (identifier) @name) @module
"
java,tree-sitter/tree-sitter-java,queries/highlights.scm,576c0df8df0b116cd642140ddc508c01f9d3283582afd8581c1f35caf4d71386,"; Variables

(identifier) @variable

; Methods

(method_declaration
  name: (identifier) @function.method)
(method_invocation
  name: (identifier) @function.method)
(super) @function.builtin

; Annotations

(annotation
  name: (identifier) @attribute)
(marker_annotation
  name: (identifier) @attribute)

""@"" @operator

; Types

(type_identifier) @type

(interface_declaration
  name: (identifier) @type)
(class_declaration
  name: (identifier) @type)
(enum_declaration
  name: (identifier) @type)

((field_access
  object: (identifier) @type)
 (#match? @type ""^[A-Z]""))
((scoped_identifier
  scope: (identifier) @type)
 (#match? @type ""^[A-Z]""))
((method_invocation
  object: (identifier) @type)
 (#match? @type ""^[A-Z]""))
((method_reference
  . (identifier) @type)
 (#match? @type ""^[A-Z]""))

(constructor_declaration
  name: (identifier) @type)

[
  (boolean_type)
  (integral_type)
  (floating_point_type)
  (floating_point_type)
  (void_type)
] @type.builtin

; Constants

((identifier) @constant
 (#match? @constant ""^_*[A-Z][A-Z\\d_]+$""))

; Builtins

(this) @variable.builtin

; Literals

[
  (hex_integer_literal)
  (decimal_integer_literal)
  (octal_integer_literal)
  (decimal_floating_point_literal)
  (hex_floating_point_literal)
] @number

[
  (character_literal)
  (string_literal)
] @string
(escape_sequence) @string.escape

[
  (true)
  (false)
  (null_literal)
] @constant.builtin

[
  (line_comment)
  (block_comment)
] @comment

; Keywords

[
  ""abstract""
  ""assert""
  ""break""
  ""case""
  ""catch""
  ""class""
  ""continue""
  ""default""
  ""do""
  ""else""
  ""enum""
  ""exports""
  ""extends""
  ""final""
  ""finally""
  ""for""
  ""if""
  ""implements""
  ""import""
  ""instanceof""
  ""interface""
  ""module""
  ""native""
  ""new""
  ""non-sealed""
  ""open""
  ""opens""
  ""package""
  ""permits""
  ""private""
  ""protected""
  ""provides""
  ""public""
  ""requires""
  ""record""
  ""return""
  ""sealed""
  ""static""
  ""strictfp""
  ""switch""
  ""synchronized""
  ""throw""
  ""throws""
  ""to""
  ""transient""
  ""transitive""
  ""try""
  ""uses""
  ""volatile""
  ""when""
  ""while""
  ""with""
  ""yield""
] @keyword
"
java,tree-sitter/tree-sitter-java,queries/tags.scm,bcb22147b8582d92743fc973864cefb894a4c12b3957f16f3d472b2ec7cd4c49,"(class_declaration
  name: (identifier) @name) @definition.class

(method_declaration
  name: (identifier) @name) @definition.method

(method_invocation
  name: (identifier) @name
  arguments: (argument_list) @reference.call)

(interface_declaration
  name: (identifier) @name) @definition.interface

(type_list
  (type_identifier) @name) @reference.implementation

(object_creation_expression
  type: (type_identifier) @name) @reference.class

(superclass (type_identifier) @name) @reference.class
"
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,34523c8d1508a3932095f1e591aa866c1abc0a046bcc569f9d92642327d9c152,";; Based on the nvim-treesitter highlighting, which is under the Apache license.
;; See https://github.com/nvim-treesitter/nvim-treesitter/blob/f8ab59861eed4a1c168505e3433462ed800f2bae/queries/kotlin/highlights.scm
;;
;; The only difference in this file is that queries using #lua-match?
;; have been removed.

;;; Identifiers

(simple_identifier) @variable

; `it` keyword inside lambdas
; FIXME: This will highlight the keyword outside of lambdas since tree-sitter
;        does not allow us to check for arbitrary nestation
((simple_identifier) @variable.builtin
(#eq? @variable.builtin ""it""))

; `field` keyword inside property getter/setter
; FIXME: This will highlight the keyword outside of getters and setters
;        since tree-sitter does not allow us to check for arbitrary nestation
((simple_identifier) @variable.builtin
(#eq? @variable.builtin ""field""))

; `this` this keyword inside classes
(this_expression) @variable.builtin

; `super` keyword inside classes
(super_expression) @variable.builtin

(class_parameter
	(simple_identifier) @property)

(class_body
	(property_declaration
		(variable_declaration
			(simple_identifier) @property)))

; id_1.id_2.id_3: `id_2` and `id_3` are assumed as object properties
(_
	(navigation_suffix
		(simple_identifier) @property))

(enum_entry
	(simple_identifier) @constant)

(type_identifier) @type

((type_identifier) @type.builtin
	(#any-of? @type.builtin
		""Byte""
		""Short""
		""Int""
		""Long""
		""UByte""
		""UShort""
		""UInt""
		""ULong""
		""Float""
		""Double""
		""Boolean""
		""Char""
		""String""
		""Array""
		""ByteArray""
		""ShortArray""
		""IntArray""
		""LongArray""
		""UByteArray""
		""UShortArray""
		""UIntArray""
		""ULongArray""
		""FloatArray""
		""DoubleArray""
		""BooleanArray""
		""CharArray""
		""Map""
		""Set""
		""List""
		""EmptyMap""
		""EmptySet""
		""EmptyList""
		""MutableMap""
		""MutableSet""
		""MutableList""
))

(package_header
	. (identifier)) @namespace

(import_header
	""import"" @include)


; TODO: Seperate labeled returns/breaks/continue/super/this
;       Must be implemented in the parser first
(label) @label

;;; Function definitions

(function_declaration
	. (simple_identifier) @function)

(getter
	(""get"") @function.builtin)
(setter
	(""set"") @function.builtin)

(primary_constructor) @constructor
(secondary_constructor
	(""constructor"") @constructor)

(constructor_invocation
	(user_type
		(type_identifier) @constructor))

(anonymous_initializer
	(""init"") @constructor)

(parameter
	(simple_identifier) @parameter)

(parameter_with_optional_type
	(simple_identifier) @parameter)

; lambda parameters
(lambda_literal
	(lambda_parameters
		(variable_declaration
			(simple_identifier) @parameter)))

;;; Function calls

; function()
(call_expression
	. (simple_identifier) @function)

; object.function() or object.property.function()
(call_expression
	(navigation_expression
		(navigation_suffix
			(simple_identifier) @function) . ))

(call_expression
	. (simple_identifier) @function.builtin
    (#any-of? @function.builtin
		""arrayOf""
		""arrayOfNulls""
		""byteArrayOf""
		""shortArrayOf""
		""intArrayOf""
		""longArrayOf""
		""ubyteArrayOf""
		""ushortArrayOf""
		""uintArrayOf""
		""ulongArrayOf""
		""floatArrayOf""
		""doubleArrayOf""
		""booleanArrayOf""
		""charArrayOf""
		""emptyArray""
		""mapOf""
		""setOf""
		""listOf""
		""emptyMap""
		""emptySet""
		""emptyList""
		""mutableMapOf""
		""mutableSetOf""
		""mutableListOf""
		""print""
		""println""
		""error""
		""TODO""
		""run""
		""runCatching""
		""repeat""
		""lazy""
		""lazyOf""
		""enumValues""
		""enumValueOf""
		""assert""
		""check""
		""checkNotNull""
		""require""
		""requireNotNull""
		""with""
		""synchronized""
))

;;; Literals

[
	(line_comment)
	(multiline_comment)
	(shebang_line)
] @comment

(real_literal) @float
[
	(integer_literal)
	(long_literal)
	(hex_literal)
	(bin_literal)
	(unsigned_literal)
] @number

[
	(null_literal) ; should be highlighted the same as booleans
	(boolean_literal)
] @boolean

(character_literal) @character

(string_literal) @string

(character_escape_seq) @string.escape

; There are 3 ways to define a regex
;    - ""[abc]?"".toRegex()
(call_expression
	(navigation_expression
		((string_literal) @string.regex)
		(navigation_suffix
			((simple_identifier) @_function
			(#eq? @_function ""toRegex"")))))

;    - Regex(""[abc]?"")
(call_expression
	((simple_identifier) @_function
	(#eq? @_function ""Regex""))
	(call_suffix
		(value_arguments
			(value_argument
				(string_literal) @string.regex))))

;   - Regex.fromLiteral(""[abc]?"")
(call_expression
	(navigation_expression
		((simple_identifier) @_class
		(#eq? @_class ""Regex""))
		(navigation_suffix
			((simple_identifier) @_function
			(#eq? @_function ""fromLiteral""))))
	(call_suffix
		(value_arguments
			(value_argument
				(string_literal) @string.regex))))

;;; Keywords

(type_alias ""typealias"" @keyword)
[
	(class_modifier)
	(member_modifier)
	(function_modifier)
	(property_modifier)
	(platform_modifier)
	(variance_modifier)
	(parameter_modifier)
	(visibility_modifier)
	(reification_modifier)
	(inheritance_modifier)
]@keyword

[
	""val""
	""var""
	""enum""
	""class""
	""object""
	""interface""
;	""typeof"" ; NOTE: It is reserved for future use
] @keyword

(""fun"") @keyword.function

(jump_expression) @keyword.return

[
	""if""
	""else""
	""when""
] @conditional

[
	""for""
	""do""
	""while""
] @repeat

[
	""try""
	""catch""
	""throw""
	""finally""
] @exception


(annotation
	""@"" @attribute (use_site_target)? @attribute)
(annotation
	(user_type
		(type_identifier) @attribute))
(annotation
	(constructor_invocation
		(user_type
			(type_identifier) @attribute)))

(file_annotation
	""@"" @attribute ""file"" @attribute "":"" @attribute)
(file_annotation
	(user_type
		(type_identifier) @attribute))
(file_annotation
	(constructor_invocation
		(user_type
			(type_identifier) @attribute)))

;;; Operators & Punctuation

[
	""!""
	""!=""
	""!==""
	""=""
	""==""
	""===""
	"">""
	"">=""
	""<""
	""<=""
	""||""
	""&&""
	""+""
	""++""
	""+=""
	""-""
	""--""
	""-=""
	""*""
	""*=""
	""/""
	""/=""
	""%""
	""%=""
	""?.""
	""?:""
	""!!""
	""is""
	""in""
	""as""
	""as?""
	""..""
	""..<""
	""->""
] @operator

[
	""("" "")""
	""["" ""]""
	""{"" ""}""
] @punctuation.bracket

[
	"".""
	"",""
	"";""
	"":""
	""::""
] @punctuation.delimiter

; NOTE: `interpolated_identifier`s can be highlighted in any way
(string_literal
	(interpolation_identifier_start) @punctuation.special
	(interpolated_identifier) @none)
(string_literal
	(interpolation_expression_start) @punctuation.special
	(interpolated_expression) @none
	(interpolation_expression_end) @punctuation.special)
"
kotlin,fwcd/tree-sitter-kotlin,queries/tags.scm,8e7a33f68e154cfff250089e2a6984c42e0c421f55d5d024a647058fe676e7f8,"; Classes
(class_declaration
  (type_identifier) @name) @definition.class

; Objects
(object_declaration
  (type_identifier) @name) @definition.class

; Functions (top-level and member)
(function_declaration
  (simple_identifier) @name) @definition.function

; Properties
(property_declaration
  (variable_declaration
    (simple_identifier) @name)) @definition.constant

; Enum entries
(enum_entry
  (simple_identifier) @name) @definition.constant

; Type aliases
(type_alias
  (type_identifier) @name) @definition.type

; Companion objects (only named ones)
(companion_object
  (type_identifier) @name) @definition.class

; Function calls
(call_expression
  (simple_identifier) @name) @reference.call

; Method calls via navigation
(call_expression
  (navigation_expression
    (navigation_suffix
      (simple_identifier) @name))) @reference.call

; Constructor invocations (class references)
(constructor_invocation
  (user_type
    (type_identifier) @name)) @reference.class
"
swift,alex-pinkus/tree-sitter-swift,queries/folds.scm,4f00b0b392dce70a0127b67d1c7858f1074768125f3c1702b22acd036e5c9ba0,"; format-ignore
[
  (protocol_body)               ; protocol Foo { ... }
  (class_body)                  ; class Foo { ... }
  (enum_class_body)             ; enum Foo { ... }
  (function_body)               ; func Foo (...) {...}
  (computed_property)           ; { ... }

  (computed_getter)             ; get { ... }
  (computed_setter)             ; set { ... }

  (do_statement)
  (if_statement)
  (for_statement)
  (switch_statement)
  (while_statement)
  (guard_statement)
  (switch_entry)

  (type_parameters)             ; x<Foo>
  (tuple_type)                  ; (...)
  (array_type)                  ; [String]
  (dictionary_type)             ; [Foo: Bar]

  (call_expression)             ; callFunc(...)
  (tuple_expression)            ; ( foo + bar )
  (array_literal)               ; [ foo, bar ]
  (dictionary_literal)          ; [ foo: bar, x: y ]
  (lambda_literal)
  (willset_didset_block)
  (willset_clause)
  (didset_clause)

  (import_declaration)+
] @fold
"
