canonical_semantic_id,element_type,element_id
UASF_0179,relation,control.loop_back
UASF_0179,relation,control.next
UASF_0179,relation,control.true
UASF_0179,relation,data.def_use
UASF_0179,relation,data.operand
UASF_0179,relation,data.result
UASF_0179,relation,effect.has
UASF_0179,relation,evaluation.before
UASF_0179,relation,name.resolves
UASF_0180,relation,control.false
UASF_0180,relation,control.loop_back
UASF_0180,relation,control.next
UASF_0180,relation,control.true
UASF_0180,relation,evaluation.before
UASF_0181,relation,control.false
UASF_0181,relation,control.loop_back
UASF_0181,relation,control.next
UASF_0181,relation,control.true
UASF_0181,relation,data.def_use
UASF_0181,relation,data.operand
UASF_0181,relation,data.result
UASF_0181,relation,evaluation.before
UASF_0182,relation,control.false
UASF_0182,relation,control.loop_back
UASF_0182,relation,control.next
UASF_0182,relation,control.true
UASF_0182,relation,data.def_use
UASF_0182,relation,data.operand
UASF_0182,relation,data.result
UASF_0182,relation,effect.has
UASF_0182,relation,evaluation.before
UASF_0183,relation,control.false
UASF_0183,relation,control.loop_back
UASF_0183,relation,control.next
UASF_0183,relation,control.true
UASF_0183,relation,effect.has
UASF_0183,relation,evaluation.before
UASF_0184,relation,evaluation.before
UASF_0184,relation,operation.kind
UASF_0185,relation,evaluation.before
UASF_0185,relation,runtime.requires
UASF_0187,relation,evaluation.before
UASF_0187,relation,operation.kind
UASF_0188,relation,runtime.requires
UASF_0189,relation,operation.kind
UASF_0190,relation,operation.kind
UASF_0191,relation,conversion.converts
UASF_0191,relation,operation.kind
UASF_0191,relation,runtime.requires
UASF_0192,relation,conversion.converts
UASF_0192,relation,evaluation.before
UASF_0192,relation,operation.kind
UASF_0192,relation,runtime.requires
UASF_0193,relation,conversion.converts
UASF_0193,relation,value.category
UASF_0194,relation,conversion.converts
UASF_0194,relation,operation.kind
UASF_0195,relation,conversion.converts
UASF_0195,relation,operation.kind
UASF_0196,relation,conversion.converts
UASF_0196,relation,operation.kind
UASF_0196,relation,runtime.requires
UASF_0197,relation,conversion.converts
UASF_0197,relation,operation.kind
UASF_0197,relation,runtime.requires
UASF_0197,relation,type.origin
UASF_0198,relation,conversion.converts
UASF_0198,relation,operation.kind
UASF_0199,relation,conversion.converts
UASF_0200,relation,conversion.converts
UASF_0200,relation,pointer.provenance
UASF_0201,relation,conversion.converts
UASF_0201,relation,runtime.requires
UASF_0202,relation,conversion.converts
UASF_0202,relation,type.origin
UASF_0203,relation,contract.requires
UASF_0203,relation,conversion.converts
UASF_0203,relation,type.constraint
UASF_0203,relation,type.convert
UASF_0203,relation,type.has
UASF_0203,relation,type.origin
UASF_0203,relation,type.parameter
UASF_0204,relation,conversion.converts
UASF_0204,relation,dispatch.resolves
UASF_0204,relation,overload.candidate
UASF_0204,relation,type.constraint
UASF_0204,relation,type.convert
UASF_0204,relation,type.has
UASF_0204,relation,type.origin
UASF_0204,relation,type.parameter
UASF_0205,relation,conversion.converts
UASF_0205,relation,effect.has
UASF_0205,relation,type.constraint
UASF_0205,relation,type.convert
UASF_0205,relation,type.has
UASF_0205,relation,type.origin
UASF_0205,relation,type.parameter
UASF_0206,relation,conversion.converts
UASF_0206,relation,layout.field
UASF_0206,relation,type.constraint
UASF_0206,relation,type.convert
UASF_0206,relation,type.has
UASF_0206,relation,type.origin
UASF_0206,relation,type.parameter
UASF_0207,relation,conversion.converts
UASF_0207,relation,memory.aliases
UASF_0207,relation,memory.borrows
UASF_0207,relation,memory.owns
UASF_0207,relation,storage.resides_in
UASF_0207,relation,type.constraint
UASF_0207,relation,type.convert
UASF_0207,relation,type.has
UASF_0207,relation,type.origin
UASF_0207,relation,type.parameter
UASF_0208,relation,conversion.converts
UASF_0208,relation,type.constraint
UASF_0208,relation,type.convert
UASF_0208,relation,type.has
UASF_0208,relation,type.origin
UASF_0208,relation,type.parameter
UASF_0209,relation,conversion.converts
UASF_0210,relation,coroutine.suspends
UASF_0210,relation,evaluation.before
UASF_0210,relation,operation.kind
UASF_0211,relation,runtime.requires
UASF_0212,relation,operation.kind
UASF_0212,relation,runtime.requires
UASF_0213,relation,runtime.requires
UASF_0214,relation,data.def_use
UASF_0214,relation,data.operand
UASF_0214,relation,data.result
UASF_0214,relation,effect.has
UASF_0214,relation,type.constraint
UASF_0214,relation,type.convert
UASF_0214,relation,type.has
UASF_0214,relation,type.origin
UASF_0214,relation,type.parameter
UASF_0215,relation,evaluation.before
UASF_0215,relation,operation.kind
UASF_0216,relation,evaluation.before
UASF_0216,relation,runtime.requires
UASF_0217,relation,binding.declares
UASF_0217,relation,binding.refers
UASF_0217,relation,binding.shadows
UASF_0217,relation,capture.captures
UASF_0217,relation,effect.has
UASF_0217,relation,evaluation.before
UASF_0217,relation,name.resolves
UASF_0217,relation,operation.kind
UASF_0218,relation,binding.declares
UASF_0218,relation,binding.refers
UASF_0218,relation,binding.shadows
UASF_0218,relation,control.false
UASF_0218,relation,control.loop_back
UASF_0218,relation,control.next
UASF_0218,relation,control.true
UASF_0218,relation,data.def_use
UASF_0218,relation,data.operand
UASF_0218,relation,data.result
UASF_0218,relation,evaluation.before
UASF_0218,relation,name.resolves
UASF_0218,relation,operation.kind
UASF_0219,relation,binding.declares
UASF_0219,relation,binding.refers
UASF_0219,relation,binding.shadows
UASF_0219,relation,data.def_use
UASF_0219,relation,data.operand
UASF_0219,relation,data.result
UASF_0219,relation,evaluation.before
UASF_0219,relation,name.resolves
UASF_0219,relation,operation.kind
UASF_0220,relation,binding.declares
UASF_0220,relation,binding.refers
UASF_0220,relation,binding.shadows
UASF_0220,relation,data.def_use
UASF_0220,relation,data.operand
UASF_0220,relation,data.result
UASF_0220,relation,effect.has
UASF_0220,relation,evaluation.before
UASF_0220,relation,name.resolves
UASF_0220,relation,operation.kind
UASF_0221,relation,call.calls
UASF_0221,relation,data.def_use
UASF_0221,relation,data.operand
UASF_0221,relation,data.result
UASF_0221,relation,effect.has
UASF_0221,relation,evaluation.before
UASF_0221,relation,operation.kind
UASF_0222,relation,concurrency.atomic_order
UASF_0222,relation,concurrency.communicates
UASF_0222,relation,concurrency.spawns
UASF_0222,relation,concurrency.synchronizes
UASF_0222,relation,control.false
UASF_0222,relation,control.loop_back
UASF_0222,relation,control.next
UASF_0222,relation,control.true
UASF_0222,relation,effect.has
UASF_0222,relation,evaluation.before
UASF_0222,relation,operation.kind
UASF_0223,relation,control.false
UASF_0223,relation,control.loop_back
UASF_0223,relation,control.next
UASF_0223,relation,control.true
UASF_0223,relation,effect.has
UASF_0223,relation,evaluation.before
UASF_0223,relation,operation.kind
UASF_0224,relation,data.def_use
UASF_0224,relation,data.operand
UASF_0224,relation,data.result
UASF_0224,relation,evaluation.before
UASF_0224,relation,operation.kind
UASF_0225,relation,data.def_use
UASF_0225,relation,data.operand
UASF_0225,relation,data.result
UASF_0225,relation,effect.has
UASF_0225,relation,evaluation.before
UASF_0225,relation,operation.kind
UASF_0226,relation,data.def_use
UASF_0226,relation,data.operand
UASF_0226,relation,data.result
UASF_0226,relation,evaluation.before
UASF_0226,relation,operation.kind
UASF_0226,relation,type.constraint
UASF_0226,relation,type.convert
UASF_0226,relation,type.has
UASF_0226,relation,type.origin
UASF_0226,relation,type.parameter
UASF_0227,relation,evaluation.before
UASF_0227,relation,runtime.requires
UASF_0228,relation,evaluation.before
UASF_0228,relation,operation.kind
UASF_0228,relation,runtime.requires
UASF_0229,relation,evaluation.before
UASF_0229,relation,operation.kind
UASF_0229,relation,runtime.requires
UASF_0230,relation,runtime.requires
UASF_0231,relation,data.def_use
UASF_0231,relation,data.operand
UASF_0231,relation,data.result
UASF_0231,relation,memory.aliases
UASF_0231,relation,memory.borrows
UASF_0231,relation,memory.owns
UASF_0231,relation,storage.resides_in
UASF_0231,relation,type.constraint
UASF_0231,relation,type.convert
UASF_0231,relation,type.has
UASF_0231,relation,type.origin
UASF_0231,relation,type.parameter
UASF_0232,relation,operation.kind
UASF_0232,relation,runtime.requires
UASF_0233,relation,operation.kind
UASF_0233,relation,runtime.requires
UASF_0234,relation,operation.kind
UASF_0234,relation,runtime.requires
UASF_0236,relation,data.def_use
UASF_0236,relation,data.operand
UASF_0236,relation,data.result
UASF_0236,relation,type.constraint
UASF_0236,relation,type.convert
UASF_0236,relation,type.has
UASF_0236,relation,type.origin
UASF_0236,relation,type.parameter
UASF_0237,relation,dialect.requires
UASF_0237,relation,operation.kind
UASF_0237,relation,runtime.requires
UASF_0238,relation,dialect.requires
UASF_0238,relation,operation.kind
UASF_0238,relation,runtime.requires
UASF_0239,relation,dialect.requires
UASF_0239,relation,evaluation.before
UASF_0239,relation,operation.kind
UASF_0239,relation,runtime.requires
UASF_0240,relation,dialect.requires
UASF_0240,relation,runtime.requires
UASF_0241,relation,dialect.requires
UASF_0241,relation,operation.kind
UASF_0241,relation,runtime.requires
UASF_0242,relation,dialect.requires
UASF_0242,relation,runtime.requires
UASF_0243,relation,dialect.requires
UASF_0243,relation,operation.kind
UASF_0243,relation,runtime.requires
UASF_0244,relation,dialect.requires
UASF_0244,relation,runtime.requires
UASF_0245,relation,dialect.requires
UASF_0245,relation,runtime.requires
UASF_0247,relation,runtime.requires
UASF_0248,relation,runtime.requires
UASF_0250,relation,runtime.requires
UASF_0251,relation,operation.kind
UASF_0251,relation,runtime.requires
UASF_0254,relation,binding.declares
UASF_0254,relation,binding.refers
UASF_0254,relation,binding.shadows
UASF_0254,relation,effect.has
UASF_0254,relation,name.resolves
UASF_0254,relation,runtime.requires
UASF_0255,relation,data.def_use
UASF_0255,relation,data.operand
UASF_0255,relation,data.result
UASF_0255,relation,effect.has
UASF_0255,relation,runtime.requires
UASF_0256,relation,dispatch.resolves
UASF_0256,relation,overload.candidate
UASF_0256,relation,runtime.requires
UASF_0256,relation,type.constraint
UASF_0256,relation,type.convert
UASF_0256,relation,type.has
UASF_0256,relation,type.origin
UASF_0256,relation,type.parameter
UASF_0257,relation,effect.has
UASF_0257,relation,runtime.requires
UASF_0258,relation,effect.has
UASF_0258,relation,memory.aliases
UASF_0258,relation,memory.borrows
UASF_0258,relation,memory.owns
UASF_0258,relation,runtime.requires
UASF_0258,relation,storage.resides_in
UASF_0259,relation,effect.has
UASF_0259,relation,runtime.requires
UASF_0259,relation,type.constraint
UASF_0259,relation,type.convert
UASF_0259,relation,type.has
UASF_0259,relation,type.origin
UASF_0259,relation,type.parameter
UASF_0260,relation,runtime.requires
UASF_0261,relation,exception.unwinds_to
UASF_0262,relation,exception.unwinds_to
UASF_0262,relation,runtime.requires
UASF_0263,relation,evaluation.before
UASF_0263,relation,language.contract
UASF_0264,relation,evaluation.before
UASF_0265,relation,exception.unwinds_to
UASF_0265,relation,runtime.requires
UASF_0265,relation,validation.proves
UASF_0266,relation,initialization.before
UASF_0267,relation,initialization.before
UASF_0268,relation,initialization.before
UASF_0268,relation,runtime.requires
UASF_0268,relation,storage.resides_in
UASF_0269,relation,language.contract
UASF_0269,relation,runtime.requires
UASF_0270,relation,language.contract
UASF_0271,relation,language.contract
UASF_0271,relation,pointer.provenance
UASF_0272,relation,language.contract
UASF_0273,relation,language.contract
UASF_0273,relation,operation.kind
UASF_0273,relation,runtime.requires
UASF_0274,relation,language.contract
UASF_0274,relation,runtime.requires
UASF_0274,relation,validation.proves
UASF_0275,relation,linkage.links
UASF_0275,relation,module.exports
UASF_0275,relation,module.imports
UASF_0275,relation,name.resolves
UASF_0276,relation,linkage.links
UASF_0277,relation,runtime.requires
UASF_0278,relation,runtime.requires
UASF_0281,relation,runtime.requires
UASF_0282,relation,pointer.provenance
UASF_0283,relation,operation.kind
UASF_0284,relation,operation.kind
UASF_0284,relation,pointer.provenance
UASF_0285,relation,operation.kind
UASF_0286,relation,runtime.requires
UASF_0288,relation,runtime.requires
UASF_0289,relation,runtime.requires
UASF_0290,relation,module.exports
UASF_0290,relation,module.imports
UASF_0290,relation,preprocessor.expands
UASF_0291,relation,dispatch.resolves
UASF_0291,relation,name.resolves
UASF_0291,relation,operation.kind
UASF_0291,relation,overload.candidate
UASF_0291,relation,type.constraint
UASF_0291,relation,type.convert
UASF_0291,relation,type.has
UASF_0291,relation,type.origin
UASF_0291,relation,type.parameter
UASF_0292,relation,name.resolves
UASF_0293,relation,name.resolves
UASF_0293,relation,validation.proves
UASF_0294,relation,operation.kind
UASF_0295,relation,type.origin
UASF_0297,relation,operation.kind
UASF_0297,relation,runtime.requires
UASF_0298,relation,operation.kind
UASF_0300,relation,type.origin
UASF_0301,relation,annotation.applies
UASF_0302,relation,binding.declares
UASF_0302,relation,binding.refers
UASF_0302,relation,binding.shadows
UASF_0302,relation,data.def_use
UASF_0302,relation,data.operand
UASF_0302,relation,data.result
UASF_0302,relation,name.resolves
UASF_0303,relation,binding.declares
UASF_0303,relation,binding.refers
UASF_0303,relation,binding.shadows
UASF_0303,relation,data.def_use
UASF_0303,relation,data.operand
UASF_0303,relation,data.result
UASF_0303,relation,effect.has
UASF_0303,relation,name.resolves
UASF_0304,relation,binding.declares
UASF_0304,relation,binding.refers
UASF_0304,relation,binding.shadows
UASF_0304,relation,capture.captures
UASF_0304,relation,name.resolves
UASF_0304,relation,scope.parent
UASF_0305,relation,binding.declares
UASF_0305,relation,binding.refers
UASF_0305,relation,binding.shadows
UASF_0305,relation,name.resolves
UASF_0305,relation,type.constraint
UASF_0305,relation,type.convert
UASF_0305,relation,type.has
UASF_0305,relation,type.origin
UASF_0305,relation,type.parameter
UASF_0306,relation,binding.declares
UASF_0306,relation,binding.refers
UASF_0306,relation,binding.shadows
UASF_0306,relation,capture.captures
UASF_0306,relation,control.false
UASF_0306,relation,control.loop_back
UASF_0306,relation,control.next
UASF_0306,relation,control.true
UASF_0306,relation,data.def_use
UASF_0306,relation,data.operand
UASF_0306,relation,data.result
UASF_0306,relation,effect.has
UASF_0306,relation,name.resolves
UASF_0306,relation,scope.parent
UASF_0307,relation,binding.declares
UASF_0307,relation,binding.refers
UASF_0307,relation,binding.shadows
UASF_0307,relation,capture.captures
UASF_0307,relation,dispatch.resolves
UASF_0307,relation,name.resolves
UASF_0307,relation,overload.candidate
UASF_0307,relation,scope.parent
UASF_0307,relation,type.constraint
UASF_0307,relation,type.convert
UASF_0307,relation,type.has
UASF_0307,relation,type.origin
UASF_0307,relation,type.parameter
UASF_0308,relation,binding.declares
UASF_0308,relation,binding.refers
UASF_0308,relation,binding.shadows
UASF_0308,relation,capture.captures
UASF_0308,relation,layout.field
UASF_0308,relation,name.resolves
UASF_0308,relation,scope.parent
UASF_0308,relation,type.constraint
UASF_0308,relation,type.convert
UASF_0308,relation,type.has
UASF_0308,relation,type.origin
UASF_0308,relation,type.parameter
UASF_0309,relation,layout.field
UASF_0309,relation,type.constraint
UASF_0309,relation,type.convert
UASF_0309,relation,type.has
UASF_0309,relation,type.origin
UASF_0309,relation,type.parameter
UASF_0310,relation,binding.declares
UASF_0310,relation,binding.refers
UASF_0310,relation,binding.shadows
UASF_0310,relation,capture.captures
UASF_0310,relation,name.resolves
UASF_0310,relation,scope.parent
UASF_0311,relation,binding.declares
UASF_0311,relation,binding.refers
UASF_0311,relation,binding.shadows
UASF_0311,relation,capture.captures
UASF_0311,relation,name.resolves
UASF_0311,relation,scope.parent
UASF_0311,relation,type.constraint
UASF_0311,relation,type.convert
UASF_0311,relation,type.has
UASF_0311,relation,type.origin
UASF_0311,relation,type.parameter
UASF_0312,relation,type.origin
UASF_0314,relation,operation.kind
UASF_0314,relation,runtime.requires
UASF_0314,relation,type.origin
UASF_0315,relation,operation.kind
UASF_0315,relation,runtime.requires
UASF_0316,relation,operation.kind
UASF_0316,relation,template.instantiates
UASF_0317,relation,template.instantiates
UASF_0318,relation,operation.kind
UASF_0319,relation,value.category
UASF_0320,relation,storage.resides_in
UASF_0321,relation,value.category
UASF_0322,relation,operation.kind
UASF_0323,relation,operation.kind
UASF_0323,relation,runtime.requires
UASF_0324,relation,operation.kind
UASF_0324,relation,runtime.requires
UASF_0324,relation,type.origin
UASF_0325,relation,operation.kind
UASF_0325,relation,runtime.requires
UASF_0326,relation,operation.kind
UASF_0326,relation,type.origin
UASF_0327,relation,operation.kind
UASF_0328,relation,template.instantiates
UASF_0329,relation,template.instantiates
UASF_0329,relation,type.origin
UASF_0330,relation,type.origin
UASF_0331,relation,runtime.requires
UASF_0332,relation,type.origin
UASF_0332,relation,validation.proves
UASF_0333,relation,type.origin
UASF_0334,relation,contract.requires
UASF_0334,relation,type.constraint
UASF_0334,relation,type.convert
UASF_0334,relation,type.has
UASF_0334,relation,type.origin
UASF_0334,relation,type.parameter
UASF_0334,relation,validation.proves
UASF_0001,field,id
UASF_0001,field,kind
UASF_0001,field,source_span
UASF_0001,field,semantic_facets
UASF_0001,field,attributes
UASF_0001,field,extensions
UASF_0001,field,linkage
UASF_0001,field,layout
UASF_0001,field,abi_contract
UASF_0001,field,calling_convention
UASF_0002,field,id
UASF_0002,field,kind
UASF_0002,field,source_span
UASF_0002,field,semantic_facets
UASF_0002,field,attributes
UASF_0002,field,extensions
UASF_0002,field,operation
UASF_0002,field,operands
UASF_0002,field,results
UASF_0002,field,condition
UASF_0002,field,branches
UASF_0002,field,compiletime_contract
UASF_0002,field,abi_contract
UASF_0002,field,calling_convention
UASF_0002,field,lowering
UASF_0002,field,dialect
UASF_0003,field,id
UASF_0003,field,kind
UASF_0003,field,source_span
UASF_0003,field,semantic_facets
UASF_0003,field,attributes
UASF_0003,field,extensions
UASF_0003,field,scope_id
UASF_0003,field,binding_refs
UASF_0003,field,type_ref
UASF_0003,field,type_shape
UASF_0003,field,compiletime_contract
UASF_0003,field,abi_contract
UASF_0003,field,calling_convention
UASF_0003,field,lowering
UASF_0003,field,dialect
UASF_0004,field,id
UASF_0004,field,kind
UASF_0004,field,source_span
UASF_0004,field,semantic_facets
UASF_0004,field,attributes
UASF_0004,field,extensions
UASF_0004,field,type_ref
UASF_0004,field,type_shape
UASF_0004,field,compiletime_contract
UASF_0004,field,abi_contract
UASF_0004,field,calling_convention
UASF_0004,field,lowering
UASF_0005,field,id
UASF_0005,field,kind
UASF_0005,field,source_span
UASF_0005,field,semantic_facets
UASF_0005,field,attributes
UASF_0005,field,extensions
UASF_0005,field,condition
UASF_0005,field,branches
UASF_0005,field,effects
UASF_0005,field,abi_contract
UASF_0005,field,calling_convention
UASF_0005,field,runtime_contract
UASF_0006,field,id
UASF_0006,field,kind
UASF_0006,field,source_span
UASF_0006,field,semantic_facets
UASF_0006,field,attributes
UASF_0006,field,extensions
UASF_0006,field,type_ref
UASF_0006,field,conversion
UASF_0006,field,abi_contract
UASF_0006,field,calling_convention
UASF_0007,field,id
UASF_0007,field,kind
UASF_0007,field,source_span
UASF_0007,field,semantic_facets
UASF_0007,field,attributes
UASF_0007,field,extensions
UASF_0007,field,type_ref
UASF_0007,field,conversion
UASF_0007,field,ownership
UASF_0007,field,lifetime
UASF_0007,field,memory_model
UASF_0007,field,abi_contract
UASF_0007,field,calling_convention
UASF_0007,field,runtime_contract
UASF_0008,field,id
UASF_0008,field,kind
UASF_0008,field,source_span
UASF_0008,field,semantic_facets
UASF_0008,field,attributes
UASF_0008,field,extensions
UASF_0008,field,type_ref
UASF_0008,field,type_shape
UASF_0008,field,conversion
UASF_0008,field,ownership
UASF_0008,field,lifetime
UASF_0008,field,memory_model
UASF_0008,field,abi_contract
UASF_0008,field,calling_convention
UASF_0008,field,runtime_contract
UASF_0009,field,id
UASF_0009,field,kind
UASF_0009,field,source_span
UASF_0009,field,semantic_facets
UASF_0009,field,attributes
UASF_0009,field,extensions
UASF_0009,field,type_ref
UASF_0009,field,type_shape
UASF_0009,field,operation
UASF_0009,field,operands
UASF_0009,field,results
UASF_0009,field,conversion
UASF_0009,field,abi_contract
UASF_0009,field,calling_convention
UASF_0010,field,id
UASF_0010,field,kind
UASF_0010,field,source_span
UASF_0010,field,semantic_facets
UASF_0010,field,attributes
UASF_0010,field,extensions
UASF_0010,field,effects
UASF_0010,field,ownership
UASF_0010,field,lifetime
UASF_0010,field,provenance
UASF_0010,field,storage
UASF_0010,field,memory_model
UASF_0010,field,abi_contract
UASF_0010,field,calling_convention
UASF_0010,field,dialect
UASF_0011,field,id
UASF_0011,field,kind
UASF_0011,field,source_span
UASF_0011,field,semantic_facets
UASF_0011,field,attributes
UASF_0011,field,extensions
UASF_0011,field,name
UASF_0011,field,abi_contract
UASF_0011,field,calling_convention
UASF_0011,field,runtime_contract
UASF_0011,field,dialect
UASF_0012,field,id
UASF_0012,field,kind
UASF_0012,field,source_span
UASF_0012,field,semantic_facets
UASF_0012,field,attributes
UASF_0012,field,extensions
UASF_0012,field,name
UASF_0012,field,effects
UASF_0012,field,memory_model
UASF_0012,field,abi_contract
UASF_0012,field,calling_convention
UASF_0013,field,id
UASF_0013,field,kind
UASF_0013,field,source_span
UASF_0013,field,semantic_facets
UASF_0013,field,attributes
UASF_0013,field,extensions
UASF_0013,field,operation
UASF_0013,field,operands
UASF_0013,field,results
UASF_0013,field,effects
UASF_0013,field,ownership
UASF_0013,field,lifetime
UASF_0013,field,memory_model
UASF_0013,field,abi_contract
UASF_0013,field,calling_convention
UASF_0014,field,id
UASF_0014,field,kind
UASF_0014,field,source_span
UASF_0014,field,semantic_facets
UASF_0014,field,attributes
UASF_0014,field,extensions
UASF_0014,field,effects
UASF_0014,field,ownership
UASF_0014,field,lifetime
UASF_0014,field,memory_model
UASF_0014,field,abi_contract
UASF_0014,field,calling_convention
UASF_0014,field,runtime_contract
UASF_0015,field,id
UASF_0015,field,kind
UASF_0015,field,source_span
UASF_0015,field,semantic_facets
UASF_0015,field,attributes
UASF_0015,field,extensions
UASF_0015,field,scope_id
UASF_0015,field,binding_refs
UASF_0015,field,type_ref
UASF_0015,field,type_shape
UASF_0015,field,operation
UASF_0015,field,operands
UASF_0015,field,results
UASF_0015,field,effects
UASF_0015,field,abi_contract
UASF_0015,field,calling_convention
UASF_0015,field,runtime_contract
UASF_0016,field,id
UASF_0016,field,kind
UASF_0016,field,source_span
UASF_0016,field,semantic_facets
UASF_0016,field,attributes
UASF_0016,field,extensions
UASF_0016,field,memory_model
UASF_0016,field,abi_contract
UASF_0016,field,calling_convention
UASF_0016,field,lowering
UASF_0017,field,id
UASF_0017,field,kind
UASF_0017,field,source_span
UASF_0017,field,semantic_facets
UASF_0017,field,attributes
UASF_0017,field,extensions
UASF_0017,field,type_ref
UASF_0017,field,type_shape
UASF_0017,field,memory_model
UASF_0017,field,abi_contract
UASF_0017,field,calling_convention
UASF_0017,field,lowering
UASF_0018,field,id
UASF_0018,field,kind
UASF_0018,field,source_span
UASF_0018,field,semantic_facets
UASF_0018,field,attributes
UASF_0018,field,extensions
UASF_0018,field,abi_contract
UASF_0018,field,calling_convention
UASF_0018,field,lowering
UASF_0018,field,runtime_contract
UASF_0019,field,id
UASF_0019,field,kind
UASF_0019,field,source_span
UASF_0019,field,semantic_facets
UASF_0019,field,attributes
UASF_0019,field,extensions
UASF_0019,field,name
UASF_0019,field,type_ref
UASF_0019,field,type_shape
UASF_0019,field,memory_model
UASF_0019,field,abi_contract
UASF_0019,field,calling_convention
UASF_0020,field,id
UASF_0020,field,kind
UASF_0020,field,source_span
UASF_0020,field,semantic_facets
UASF_0020,field,attributes
UASF_0020,field,extensions
UASF_0020,field,operation
UASF_0020,field,operands
UASF_0020,field,results
UASF_0020,field,memory_model
UASF_0020,field,abi_contract
UASF_0020,field,calling_convention
UASF_0021,field,id
UASF_0021,field,kind
UASF_0021,field,source_span
UASF_0021,field,semantic_facets
UASF_0021,field,attributes
UASF_0021,field,extensions
UASF_0021,field,operation
UASF_0021,field,operands
UASF_0021,field,results
UASF_0021,field,ownership
UASF_0021,field,lifetime
UASF_0021,field,memory_model
UASF_0021,field,abi_contract
UASF_0021,field,calling_convention
UASF_0021,field,runtime_contract
UASF_0022,field,id
UASF_0022,field,kind
UASF_0022,field,source_span
UASF_0022,field,semantic_facets
UASF_0022,field,attributes
UASF_0022,field,extensions
UASF_0022,field,effects
UASF_0022,field,ownership
UASF_0022,field,lifetime
UASF_0022,field,memory_model
UASF_0022,field,abi_contract
UASF_0022,field,calling_convention
UASF_0023,field,id
UASF_0023,field,kind
UASF_0023,field,source_span
UASF_0023,field,semantic_facets
UASF_0023,field,attributes
UASF_0023,field,extensions
UASF_0023,field,type_ref
UASF_0023,field,ownership
UASF_0023,field,lifetime
UASF_0023,field,memory_model
UASF_0023,field,abi_contract
UASF_0023,field,calling_convention
UASF_0024,field,id
UASF_0024,field,kind
UASF_0024,field,source_span
UASF_0024,field,semantic_facets
UASF_0024,field,attributes
UASF_0024,field,extensions
UASF_0024,field,effects
UASF_0024,field,ownership
UASF_0024,field,lifetime
UASF_0024,field,provenance
UASF_0024,field,storage
UASF_0024,field,memory_model
UASF_0024,field,abi_contract
UASF_0024,field,calling_convention
UASF_0025,field,id
UASF_0025,field,kind
UASF_0025,field,source_span
UASF_0025,field,semantic_facets
UASF_0025,field,attributes
UASF_0025,field,extensions
UASF_0025,field,type_ref
UASF_0025,field,members
UASF_0025,field,ownership
UASF_0025,field,lifetime
UASF_0025,field,memory_model
UASF_0025,field,layout
UASF_0025,field,abi_contract
UASF_0025,field,calling_convention
UASF_0026,field,id
UASF_0026,field,kind
UASF_0026,field,source_span
UASF_0026,field,semantic_facets
UASF_0026,field,attributes
UASF_0026,field,extensions
UASF_0026,field,ownership
UASF_0026,field,lifetime
UASF_0026,field,provenance
UASF_0026,field,storage
UASF_0026,field,memory_model
UASF_0026,field,abi_contract
UASF_0026,field,calling_convention
UASF_0027,field,id
UASF_0027,field,kind
UASF_0027,field,source_span
UASF_0027,field,semantic_facets
UASF_0027,field,attributes
UASF_0027,field,extensions
UASF_0027,field,ownership
UASF_0027,field,lifetime
UASF_0027,field,memory_model
UASF_0027,field,abi_contract
UASF_0027,field,calling_convention
UASF_0027,field,runtime_contract
UASF_0028,field,id
UASF_0028,field,kind
UASF_0028,field,source_span
UASF_0028,field,semantic_facets
UASF_0028,field,attributes
UASF_0028,field,extensions
UASF_0028,field,type_ref
UASF_0028,field,type_shape
UASF_0028,field,ownership
UASF_0028,field,lifetime
UASF_0028,field,memory_model
UASF_0028,field,abi_contract
UASF_0028,field,calling_convention
UASF_0029,field,id
UASF_0029,field,kind
UASF_0029,field,source_span
UASF_0029,field,semantic_facets
UASF_0029,field,attributes
UASF_0029,field,extensions
UASF_0029,field,type_ref
UASF_0029,field,type_shape
UASF_0029,field,memory_model
UASF_0029,field,abi_contract
UASF_0029,field,calling_convention
UASF_0030,field,id
UASF_0030,field,kind
UASF_0030,field,source_span
UASF_0030,field,semantic_facets
UASF_0030,field,attributes
UASF_0030,field,extensions
UASF_0030,field,type_ref
UASF_0030,field,type_shape
UASF_0030,field,operation
UASF_0030,field,operands
UASF_0030,field,results
UASF_0030,field,abi_contract
UASF_0030,field,calling_convention
UASF_0030,field,runtime_contract
UASF_0031,field,id
UASF_0031,field,kind
UASF_0031,field,source_span
UASF_0031,field,semantic_facets
UASF_0031,field,attributes
UASF_0031,field,extensions
UASF_0031,field,type_ref
UASF_0031,field,type_shape
UASF_0031,field,operation
UASF_0031,field,operands
UASF_0031,field,results
UASF_0031,field,abi_contract
UASF_0031,field,calling_convention
UASF_0032,field,id
UASF_0032,field,kind
UASF_0032,field,source_span
UASF_0032,field,semantic_facets
UASF_0032,field,attributes
UASF_0032,field,extensions
UASF_0032,field,type_ref
UASF_0032,field,type_shape
UASF_0032,field,abi_contract
UASF_0032,field,calling_convention
UASF_0032,field,runtime_contract
UASF_0033,field,id
UASF_0033,field,kind
UASF_0033,field,source_span
UASF_0033,field,semantic_facets
UASF_0033,field,attributes
UASF_0033,field,extensions
UASF_0033,field,members
UASF_0033,field,ownership
UASF_0033,field,lifetime
UASF_0033,field,provenance
UASF_0033,field,storage
