"language_id","source_feature_id"
"java","uast.evidence.UASF_0051"
"java","uast.evidence.UASF_0066"
"java","uast.evidence.UASF_0078"
"java","uast.evidence.UASF_0090"
"java","uast.evidence.UASF_0111"
"java","uast.evidence.UASF_0112"
"java","uast.evidence.UASF_0118"
"java","uast.evidence.UASF_0119"
"java","uast.evidence.UASF_0120"
"java","uast.evidence.UASF_0121"
"java","uast.evidence.UASF_0122"
"java","uast.evidence.UASF_0123"
"java","uast.evidence.UASF_0145"
"java","uast.evidence.UASF_0151"
"java","uast.evidence.UASF_0152"
"java","uast.evidence.UASF_0153"
"java","uast.evidence.UASF_0154"
"java","uast.evidence.UASF_0155"
"java","uast.evidence.UASF_0163"
"java","uast.evidence.UASF_0170"
"java","uast.evidence.UASF_0178"
"java","uast.evidence.UASF_0179"
"java","uast.evidence.UASF_0180"
"java","uast.evidence.UASF_0181"
"java","uast.evidence.UASF_0182"
"java","uast.evidence.UASF_0183"
"java","uast.evidence.UASF_0197"
"java","uast.evidence.UASF_0203"
"java","uast.evidence.UASF_0204"
"java","uast.evidence.UASF_0205"
"java","uast.evidence.UASF_0206"
"java","uast.evidence.UASF_0207"
"java","uast.evidence.UASF_0208"
"java","uast.evidence.UASF_0215"
"java","uast.evidence.UASF_0217"
"java","uast.evidence.UASF_0218"
"java","uast.evidence.UASF_0219"
"java","uast.evidence.UASF_0220"
"java","uast.evidence.UASF_0221"
"java","uast.evidence.UASF_0222"
"java","uast.evidence.UASF_0223"
"java","uast.evidence.UASF_0224"
"java","uast.evidence.UASF_0225"
"java","uast.evidence.UASF_0226"
"java","uast.evidence.UASF_0254"
"java","uast.evidence.UASF_0255"
"java","uast.evidence.UASF_0256"
"java","uast.evidence.UASF_0257"
"java","uast.evidence.UASF_0258"
"java","uast.evidence.UASF_0259"
"java","uast.evidence.UASF_0277"
"java","uast.evidence.UASF_0301"
"java","uast.evidence.UASF_0302"
"java","uast.evidence.UASF_0303"
"java","uast.evidence.UASF_0304"
"java","uast.evidence.UASF_0305"
"java","uast.evidence.UASF_0306"
"java","uast.evidence.UASF_0307"
"java","uast.evidence.UASF_0308"
"java","uast.evidence.UASF_0309"
"java","uast.evidence.UASF_0310"
"java","uast.evidence.UASF_0311"
"kotlin","uast.evidence.UASF_0002"
"kotlin","uast.evidence.UASF_0003"
"kotlin","uast.evidence.UASF_0008"
"kotlin","uast.evidence.UASF_0022"
"kotlin","uast.evidence.UASF_0023"
"kotlin","uast.evidence.UASF_0024"
"kotlin","uast.evidence.UASF_0025"
"kotlin","uast.evidence.UASF_0026"
"kotlin","uast.evidence.UASF_0047"
"kotlin","uast.evidence.UASF_0048"
"kotlin","uast.evidence.UASF_0049"
"kotlin","uast.evidence.UASF_0050"
"kotlin","uast.evidence.UASF_0051"
"kotlin","uast.evidence.UASF_0053"
"kotlin","uast.evidence.UASF_0065"
"kotlin","uast.evidence.UASF_0085"
"kotlin","uast.evidence.UASF_0101"
"kotlin","uast.evidence.UASF_0110"
"kotlin","uast.evidence.UASF_0118"
"kotlin","uast.evidence.UASF_0119"
"kotlin","uast.evidence.UASF_0120"
"kotlin","uast.evidence.UASF_0121"
"kotlin","uast.evidence.UASF_0122"
"kotlin","uast.evidence.UASF_0139"
"kotlin","uast.evidence.UASF_0151"
"kotlin","uast.evidence.UASF_0152"
"kotlin","uast.evidence.UASF_0153"
"kotlin","uast.evidence.UASF_0154"
"kotlin","uast.evidence.UASF_0155"
"kotlin","uast.evidence.UASF_0157"
"kotlin","uast.evidence.UASF_0163"
"kotlin","uast.evidence.UASF_0165"
"kotlin","uast.evidence.UASF_0170"
"kotlin","uast.evidence.UASF_0178"
"kotlin","uast.evidence.UASF_0179"
"kotlin","uast.evidence.UASF_0180"
"kotlin","uast.evidence.UASF_0181"
"kotlin","uast.evidence.UASF_0182"
"kotlin","uast.evidence.UASF_0183"
"kotlin","uast.evidence.UASF_0203"
"kotlin","uast.evidence.UASF_0204"
"kotlin","uast.evidence.UASF_0205"
"kotlin","uast.evidence.UASF_0206"
"kotlin","uast.evidence.UASF_0207"
"kotlin","uast.evidence.UASF_0208"
"kotlin","uast.evidence.UASF_0217"
"kotlin","uast.evidence.UASF_0219"
"kotlin","uast.evidence.UASF_0220"
"kotlin","uast.evidence.UASF_0221"
"kotlin","uast.evidence.UASF_0222"
"kotlin","uast.evidence.UASF_0223"
"kotlin","uast.evidence.UASF_0224"
"kotlin","uast.evidence.UASF_0225"
"kotlin","uast.evidence.UASF_0226"
"kotlin","uast.evidence.UASF_0254"
"kotlin","uast.evidence.UASF_0255"
"kotlin","uast.evidence.UASF_0256"
"kotlin","uast.evidence.UASF_0257"
"kotlin","uast.evidence.UASF_0258"
"kotlin","uast.evidence.UASF_0259"
"kotlin","uast.evidence.UASF_0301"
"kotlin","uast.evidence.UASF_0302"
"kotlin","uast.evidence.UASF_0303"
"kotlin","uast.evidence.UASF_0304"
"kotlin","uast.evidence.UASF_0305"
"kotlin","uast.evidence.UASF_0306"
"kotlin","uast.evidence.UASF_0307"
"kotlin","uast.evidence.UASF_0308"
"kotlin","uast.evidence.UASF_0309"
"kotlin","uast.evidence.UASF_0310"
"kotlin","uast.evidence.UASF_0311"
"julia","julia.official.ast.macro"
"julia","julia.official.ast.comprehension"
"julia","julia.official.ast.constant"
"julia","julia.official.ast.generic"
"julia","julia.official.ast.function"
"julia","julia.official.ast.struct"
"julia","julia.official.ast.ffi"
"julia","julia.official.ast.scope"
"julia","julia.official.runtime.task_async"
"julia","julia.official.ast.control"
"julia","julia.official.ast.closure"
"julia","julia.official.ast.imports"
"nim","nim.official.ast.ownership"
"nim","nim.official.ast.compile_time_eval"
"nim","nim.official.ast.macro"
"nim","nim.official.ast.defer_exception_try_throw"
"nim","nim.official.ast.pointer_reference"
"nim","nim.official.ast.closure_lambda"
"nim","nim.official.ast.yield"
"nim","nim.official.ast.import_module_parameter"
"nim","nim.official.ast.generic"
"nim","nim.official.ast.function"
"nim","nim.official.ast.struct"
"nim","nim.official.ast.enum"
"swift","swift.official.ast.capture"
"swift","swift.official.ast.task_async"
"swift","swift.official.ast.for_if_while"
"swift","swift.official.ast.defer_exception_try_throw"
"swift","swift.official.ast.core_type_family"
"swift","swift.official.ast.closure_lambda"
"swift","swift.official.ast.identifier_member_pattern"
"swift","swift.official.ast.await"
"swift","swift.official.ast.attribute_annotation"
"swift","swift.official.ast.import_module_parameter"
"swift","swift.official.ast.generic"
"swift","swift.official.ast.function"
"swift","swift.official.ast.interface_trait"
"swift","swift.official.ast.struct"
"swift","swift.official.ast.enum"
"swift","swift.official.ast.class"
"zig","zig.official.ast.ffi"
"zig","zig.official.ast.compile_time_eval"
"zig","zig.official.ast.lock_mutex_thread"
"zig","zig.official.ast.atomic"
"zig","zig.official.ast.switch_match"
"zig","zig.official.ast.union_sum"
"zig","zig.official.ast.identifier_member_pattern"
"zig","zig.official.ast.generic"
"zig","zig.official.ast.function"
"zig","zig.official.ast.struct"
"zig","zig.official.ast.enum"
