source_feature_id,language_id,evidence_channel,canonical_semantic_id,feature_signature_hash,uasf_signature_hash,basis_ones,exact,proof_state
CPP::cpp_multiple_inheritance_layout,cpp,BASE_553_MATRIX,UASF_0036,3e1e9477d96afc2d8b4f6450,3e1e9477d96afc2d8b4f6450,2,1,EXACT_SIGNATURE_EQUIVALENCE
CPP::cpp_name_lookup,cpp,BASE_553_MATRIX,UASF_0087,9a4bddd00a336ef4e1ab0e1c,9a4bddd00a336ef4e1ab0e1c,3,1,EXACT_SIGNATURE_EQUIVALENCE
CPP::cpp_new_delete,cpp,BASE_553_MATRIX,UASF_0246,4f04e10c4573ee09a4c96d45,4f04e10c4573ee09a4c96d45,3,1,EXACT_SIGNATURE_EQUIVALENCE
CPP::cpp_noexcept,cpp,BASE_553_MATRIX,UASF_0265,2239b6f1f8fbb9fb5f4c4e37,2239b6f1f8fbb9fb5f4c4e37,3,1,EXACT_SIGNATURE_EQUIVALENCE
CPP::cpp_object_representation,cpp,BASE_553_MATRIX,UASF_0035,f2e4387cc8c4dbe674d41c57,f2e4387cc8c4dbe674d41c57,3,1,EXACT_SIGNATURE_EQUIVALENCE
CPP::cpp_odr,cpp,BASE_553_MATRIX,UASF_0084,213f6b65a65c5491a2899d02,213f6b65a65c5491a2899d02,3,1,EXACT_SIGNATURE_EQUIVALENCE
CPP::cpp_operator_overload,cpp,BASE_553_MATRIX,UASF_0322,d9ef9abca810066bac81bc5c,d9ef9abca810066bac81bc5c,2,1,EXACT_SIGNATURE_EQUIVALENCE
CPP::cpp_overload_resolution,cpp,BASE_553_MATRIX,UASF_0199,0db1157ab5171cd12d86b293,0db1157ab5171cd12d86b293,3,1,EXACT_SIGNATURE_EQUIVALENCE
CPP::cpp_parameter_packs,cpp,BASE_553_MATRIX,UASF_0317,a650a6e953add79466b27457,a650a6e953add79466b27457,2,1,EXACT_SIGNATURE_EQUIVALENCE
CPP::cpp_partial_specialization,cpp,BASE_553_MATRIX,UASF_0328,acc5522ade5d84e4989b55b5,acc5522ade5d84e4989b55b5,2,1,EXACT_SIGNATURE_EQUIVALENCE
CPP::cpp_placement_new,cpp,BASE_553_MATRIX,UASF_0282,1ca72b5e82431aaf3cdcc573,1ca72b5e82431aaf3cdcc573,3,1,EXACT_SIGNATURE_EQUIVALENCE
CPP::cpp_preprocessor_conditional,cpp,BASE_553_MATRIX,UASF_0135,5298853e2c6481184918c0f7,5298853e2c6481184918c0f7,2,1,EXACT_SIGNATURE_EQUIVALENCE
CPP::cpp_preprocessor_macro,cpp,BASE_553_MATRIX,UASF_0135,5298853e2c6481184918c0f7,5298853e2c6481184918c0f7,2,1,EXACT_SIGNATURE_EQUIVALENCE
CPP::cpp_raii_destructors,cpp,BASE_553_MATRIX,UASF_0261,7c019c42e3a9c52a66c9fd94,7c019c42e3a9c52a66c9fd94,3,1,EXACT_SIGNATURE_EQUIVALENCE
CPP::cpp_reference_binding,cpp,BASE_553_MATRIX,UASF_0319,506ef0ce5fa7e2a10218aca9,506ef0ce5fa7e2a10218aca9,3,1,EXACT_SIGNATURE_EQUIVALENCE
CPP::cpp_rtti,cpp,BASE_553_MATRIX,UASF_0032,e6160a5a72d10cb0f071f6b1,e6160a5a72d10cb0f071f6b1,3,1,EXACT_SIGNATURE_EQUIVALENCE
CPP::cpp_sfinae,cpp,BASE_553_MATRIX,UASF_0133,4ca64fe48e872c6c7a454e1d,4ca64fe48e872c6c7a454e1d,3,1,EXACT_SIGNATURE_EQUIVALENCE
CPP::cpp_stack_unwind,cpp,BASE_553_MATRIX,UASF_0261,7c019c42e3a9c52a66c9fd94,7c019c42e3a9c52a66c9fd94,3,1,EXACT_SIGNATURE_EQUIVALENCE
CPP::cpp_static_initialization,cpp,BASE_553_MATRIX,UASF_0268,b6ac11d97a5195b1c1f8dd73,b6ac11d97a5195b1c1f8dd73,3,1,EXACT_SIGNATURE_EQUIVALENCE
CPP::cpp_structured_bindings,cpp,BASE_553_MATRIX,UASF_0091,b9cd3a20064c6b3813a6f328,b9cd3a20064c6b3813a6f328,3,1,EXACT_SIGNATURE_EQUIVALENCE
CPP::cpp_temp_materialization,cpp,BASE_553_MATRIX,UASF_0321,5c06cbbb30b6973efa08b6f5,5c06cbbb30b6973efa08b6f5,2,1,EXACT_SIGNATURE_EQUIVALENCE
CPP::cpp_template_deduction,cpp,BASE_553_MATRIX,UASF_0329,9d73e439d37c0ac1785b1951,9d73e439d37c0ac1785b1951,3,1,EXACT_SIGNATURE_EQUIVALENCE
CPP::cpp_templates,cpp,BASE_553_MATRIX,UASF_0137,4fd22adc97a57d0aef578811,4fd22adc97a57d0aef578811,3,1,EXACT_SIGNATURE_EQUIVALENCE
CPP::cpp_ub_model,cpp,BASE_553_MATRIX,UASF_0274,a3f80827f76d86baf421ab08,a3f80827f76d86baf421ab08,3,1,EXACT_SIGNATURE_EQUIVALENCE
CPP::cpp_unspecified_behavior,cpp,BASE_553_MATRIX,UASF_0263,97f22b14ec7e55ea6bbe4037,97f22b14ec7e55ea6bbe4037,2,1,EXACT_SIGNATURE_EQUIVALENCE
CPP::cpp_value_categories,cpp,BASE_553_MATRIX,UASF_0193,15ac3702829b9b546928817d,15ac3702829b9b546928817d,3,1,EXACT_SIGNATURE_EQUIVALENCE
CPP::cpp_virtual_dispatch,cpp,BASE_553_MATRIX,UASF_0037,5d184caa950305fde0aeffc5,5d184caa950305fde0aeffc5,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::assemblies_modules_metadata,csharp,BASE_553_MATRIX,UASF_0018,0adbbb81ac06e72351d373af,0adbbb81ac06e72351d373af,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::async_await_csharp,csharp,BASE_553_MATRIX,UASF_0174,ace79fe4d617c380831fd941,ace79fe4d617c380831fd941,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::async_state_machine,csharp,BASE_553_MATRIX,UASF_0278,dfda5a4a16406a23bda69f9f,dfda5a4a16406a23bda69f9f,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::attributes_metadata,csharp,BASE_553_MATRIX,UASF_0129,85e8ed56ccaa1f52f517fd01,85e8ed56ccaa1f52f517fd01,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::await_foreach,csharp,BASE_553_MATRIX,UASF_0175,a5d309733b761881e0e2f91d,a5d309733b761881e0e2f91d,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::await_using,csharp,BASE_553_MATRIX,UASF_0176,d91510041102f62dbe6a0dba,d91510041102f62dbe6a0dba,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::boxing_unboxing,csharp,BASE_553_MATRIX,UASF_0201,741f99f90b0d7cb172fac0cd,741f99f90b0d7cb172fac0cd,2,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::checked_unchecked_context,csharp,BASE_553_MATRIX,UASF_0196,09ecaf820a66e8768268f377,09ecaf820a66e8768268f377,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::class_inheritance,csharp,BASE_553_MATRIX,UASF_0098,953036acd2d889b3527f83f9,953036acd2d889b3527f83f9,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::closure_capture_rewriting,csharp,BASE_553_MATRIX,UASF_0104,52b7d52c634de2ca1d937e6d,52b7d52c634de2ca1d937e6d,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::conditional_access,csharp,BASE_553_MATRIX,UASF_0187,247a7201aa42fde23b1a8b51,247a7201aa42fde23b1a8b51,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::constant_expression_conversions,csharp,BASE_553_MATRIX,UASF_0114,277691a870674f84c9cc2d57,277691a870674f84c9cc2d57,2,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::default_interface_members,csharp,BASE_553_MATRIX,UASF_0097,7fe4fb1be1fbf910d5f7d014,7fe4fb1be1fbf910d5f7d014,2,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::delegates_multicast,csharp,BASE_553_MATRIX,UASF_0325,44cb2a20c7af955b4dd3e2e2,44cb2a20c7af955b4dd3e2e2,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::dynamic_type_binding,csharp,BASE_553_MATRIX,UASF_0079,a78f4fc2d9652890c7fc985f,a78f4fc2d9652890c7fc985f,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::events,csharp,BASE_553_MATRIX,UASF_0250,bdae9c39428ea212348b886e,bdae9c39428ea212348b886e,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::exception_filters,csharp,BASE_553_MATRIX,UASF_0176,d91510041102f62dbe6a0dba,d91510041102f62dbe6a0dba,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::explicit_interface_impl,csharp,BASE_553_MATRIX,UASF_0097,7fe4fb1be1fbf910d5f7d014,7fe4fb1be1fbf910d5f7d014,2,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::explicit_numeric_conversions,csharp,BASE_553_MATRIX,UASF_0194,3245f3ffd8f8f19669a5c2c9,3245f3ffd8f8f19669a5c2c9,2,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::expression_trees,csharp,BASE_553_MATRIX,UASF_0244,51857b78f555e5495f9bfdab,51857b78f555e5495f9bfdab,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::extension_methods,csharp,BASE_553_MATRIX,UASF_0094,27efb88b0bc5dbf26dd43a7f,27efb88b0bc5dbf26dd43a7f,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::fixed_and_pinning,csharp,BASE_553_MATRIX,UASF_0286,f7b406b16044d3a6a4bfc3ef,f7b406b16044d3a6a4bfc3ef,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::foreach_pattern,csharp,BASE_553_MATRIX,UASF_0060,6b781fd91335126ff4bc9642,6b781fd91335126ff4bc9642,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::generic_constraints,csharp,BASE_553_MATRIX,UASF_0100,33459073896da6022125e209,33459073896da6022125e209,2,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::generic_type_inference,csharp,BASE_553_MATRIX,UASF_0068,0cba1e1601b49e48bd8cedd2,0cba1e1601b49e48bd8cedd2,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::generic_variance,csharp,BASE_553_MATRIX,UASF_0209,c885d4685d93c5d5d880d925,c885d4685d93c5d5d880d925,2,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::global_usings_file_namespace,csharp,BASE_553_MATRIX,UASF_0099,8d173390202f84ca225fb326,8d173390202f84ca225fb326,2,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::implicit_numeric_conversions,csharp,BASE_553_MATRIX,UASF_0194,3245f3ffd8f8f19669a5c2c9,3245f3ffd8f8f19669a5c2c9,2,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::indexers,csharp,BASE_553_MATRIX,UASF_0089,5cc9a1d2d6fea73dea4f3335,5cc9a1d2d6fea73dea4f3335,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::interface_implementation,csharp,BASE_553_MATRIX,UASF_0098,953036acd2d889b3527f83f9,953036acd2d889b3527f83f9,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::interlocked_atomic_semantics,csharp,BASE_553_MATRIX,UASF_0289,42e4d2f98f32a6ccda772954,42e4d2f98f32a6ccda772954,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::iterator_state_machine,csharp,BASE_553_MATRIX,UASF_0281,252d7126b19af233c79ee366,252d7126b19af233c79ee366,2,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::lambda_target_typing,csharp,BASE_553_MATRIX,UASF_0052,249721d375527a106fc6108a,249721d375527a106fc6108a,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::list_patterns,csharp,BASE_553_MATRIX,UASF_0190,e1d565f84b6d850ff8dadeaf,e1d565f84b6d850ff8dadeaf,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::lock_monitor_semantics,csharp,BASE_553_MATRIX,UASF_0260,93f09c4d8dc954c07af859c7,93f09c4d8dc954c07af859c7,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::method_group_conversion,csharp,BASE_553_MATRIX,UASF_0068,0cba1e1601b49e48bd8cedd2,0cba1e1601b49e48bd8cedd2,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::named_optional_arguments,csharp,BASE_553_MATRIX,UASF_0082,a3a38020d7669cb36b7fe9cb,a3a38020d7669cb36b7fe9cb,2,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::native_integer_nint_nuint,csharp,BASE_553_MATRIX,UASF_0331,ccbca1d23c13af730ee2500b,ccbca1d23c13af730ee2500b,2,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::null_coalescing,csharp,BASE_553_MATRIX,UASF_0187,247a7201aa42fde23b1a8b51,247a7201aa42fde23b1a8b51,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::null_forgiving_operator,csharp,BASE_553_MATRIX,UASF_0138,ab6275fc7a6a0fdc19b862c4,ab6275fc7a6a0fdc19b862c4,2,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::nullable_flow_analysis,csharp,BASE_553_MATRIX,UASF_0167,fec3e3d9cd5633d045c54319,fec3e3d9cd5633d045c54319,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::nullable_reference_annotations,csharp,BASE_553_MATRIX,UASF_0333,508106690056132b05337f67,508106690056132b05337f67,2,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::nullable_value_types,csharp,BASE_553_MATRIX,UASF_0209,c885d4685d93c5d5d880d925,c885d4685d93c5d5d880d925,2,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::operator_overloading,csharp,BASE_553_MATRIX,UASF_0067,5ceff445e31e69015af155bb,5ceff445e31e69015af155bb,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::overload_resolution_csharp,csharp,BASE_553_MATRIX,UASF_0067,5ceff445e31e69015af155bb,5ceff445e31e69015af155bb,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::params_collections,csharp,BASE_553_MATRIX,UASF_0194,3245f3ffd8f8f19669a5c2c9,3245f3ffd8f8f19669a5c2c9,2,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::partial_types_methods,csharp,BASE_553_MATRIX,UASF_0088,00b208a94858e7ed598eddcd,00b208a94858e7ed598eddcd,2,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::pattern_exhaustiveness,csharp,BASE_553_MATRIX,UASF_0109,86b0ae9b0a7fa5673a3fef0f,86b0ae9b0a7fa5673a3fef0f,2,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::pattern_variable_scope,csharp,BASE_553_MATRIX,UASF_0062,6ca9a322c438e1abb576ba03,6ca9a322c438e1abb576ba03,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::primary_constructors,csharp,BASE_553_MATRIX,UASF_0045,a4507837c705721b277e7afd,a4507837c705721b277e7afd,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::properties_accessors,csharp,BASE_553_MATRIX,UASF_0080,355cc78ed16aa4dcd092d44d,355cc78ed16aa4dcd092d44d,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::property_positional_patterns,csharp,BASE_553_MATRIX,UASF_0060,6b781fd91335126ff4bc9642,6b781fd91335126ff4bc9642,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::readonly_refs,csharp,BASE_553_MATRIX,UASF_0252,29fa1a02625eb77e2c2b1262,29fa1a02625eb77e2c2b1262,2,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::record_semantics,csharp,BASE_553_MATRIX,UASF_0297,d85b68e8970f893a452577a1,d85b68e8970f893a452577a1,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::ref_out_in_parameters,csharp,BASE_553_MATRIX,UASF_0253,9d8cb1c52bc1ee5450cc8d35,9d8cb1c52bc1ee5450cc8d35,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::ref_returns_locals,csharp,BASE_553_MATRIX,UASF_0235,1dae84fe90a7821782a81933,1dae84fe90a7821782a81933,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::ref_structs,csharp,BASE_553_MATRIX,UASF_0287,2328f3ff4597cfa913826ed3,2328f3ff4597cfa913826ed3,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::reflection_dynamic_runtime,csharp,BASE_553_MATRIX,UASF_0245,5b812b9711959efc9c9f1d60,5b812b9711959efc9c9f1d60,2,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::relational_logical_patterns,csharp,BASE_553_MATRIX,UASF_0189,32dab01d402b3c0eebd60c1c,32dab01d402b3c0eebd60c1c,2,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::required_members,csharp,BASE_553_MATRIX,UASF_0128,f7410729a307a3853fc46d14,f7410729a307a3853fc46d14,2,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::scoped_refs_escape_analysis,csharp,BASE_553_MATRIX,UASF_0115,da1c3904e901945e0d50c544,da1c3904e901945e0d50c544,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::source_generators_compiletime,csharp,BASE_553_MATRIX,UASF_0116,8c6b9fcbf7b8c113d55ebd43,8c6b9fcbf7b8c113d55ebd43,2,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::span_like_semantics,csharp,BASE_553_MATRIX,UASF_0285,41bf1f8641ce7226fea6d22a,41bf1f8641ce7226fea6d22a,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::stackalloc,csharp,BASE_553_MATRIX,UASF_0283,71b2f07fece005ed758a34f1,71b2f07fece005ed758a34f1,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::static_abstract_interface_members,csharp,BASE_553_MATRIX,UASF_0095,0bc7940b8ad4b13d85f83a87,0bc7940b8ad4b13d85f83a87,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::struct_value_semantics,csharp,BASE_553_MATRIX,UASF_0288,986bf141ca449eade9abe1cd,986bf141ca449eade9abe1cd,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::switch_expressions,csharp,BASE_553_MATRIX,UASF_0189,32dab01d402b3c0eebd60c1c,32dab01d402b3c0eebd60c1c,2,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::target_typed_expressions,csharp,BASE_553_MATRIX,UASF_0202,31f8abab089e483bdfbe4807,31f8abab089e483bdfbe4807,2,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::top_level_statements,csharp,BASE_553_MATRIX,UASF_0280,38f5751ee38f56790eccb053,38f5751ee38f56790eccb053,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::try_finally_unwind,csharp,BASE_553_MATRIX,UASF_0176,d91510041102f62dbe6a0dba,d91510041102f62dbe6a0dba,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::tuple_names_and_conversion,csharp,BASE_553_MATRIX,UASF_0209,c885d4685d93c5d5d880d925,c885d4685d93c5d5d880d925,2,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::type_patterns,csharp,BASE_553_MATRIX,UASF_0063,7501214e1f9309edd7d0aeb9,7501214e1f9309edd7d0aeb9,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::unsafe_pointer_ops,csharp,BASE_553_MATRIX,UASF_0020,e825bbddb8cfd2e9c1ffa531,e825bbddb8cfd2e9c1ffa531,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::user_defined_conversions,csharp,BASE_553_MATRIX,UASF_0067,5ceff445e31e69015af155bb,5ceff445e31e69015af155bb,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::using_dispose_pattern,csharp,BASE_553_MATRIX,UASF_0176,d91510041102f62dbe6a0dba,d91510041102f62dbe6a0dba,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::virtual_override_new_dispatch,csharp,BASE_553_MATRIX,UASF_0093,ddd29d8a918fd1db3f6c6191,ddd29d8a918fd1db3f6c6191,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::volatile_semantics,csharp,BASE_553_MATRIX,UASF_0289,42e4d2f98f32a6ccda772954,42e4d2f98f32a6ccda772954,3,1,EXACT_SIGNATURE_EQUIVALENCE
CSHARP::yield_iterators,csharp,BASE_553_MATRIX,UASF_0188,45cf6731cad1846dc0131971,45cf6731cad1846dc0131971,3,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.access_control,java,BASE_553_MATRIX,UASF_0078,8b456fde242e51d2b9512d2d,8b456fde242e51d2b9512d2d,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.annotation_processing,java,BASE_553_MATRIX,UASF_0123,cf210b837ffa95575ac52ce1,cf210b837ffa95575ac52ce1,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.annotation_semantics,java,BASE_553_MATRIX,UASF_0090,e2bc5d21336cd1ab9be2b53c,e2bc5d21336cd1ab9be2b53c,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.array_covariance_store_check,java,BASE_553_MATRIX,UASF_0197,45ea230b3f85224de06d72e2,45ea230b3f85224de06d72e2,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.assert_semantics,java,BASE_553_MATRIX,UASF_0163,db4053da7b96665d1101908d,db4053da7b96665d1101908d,6,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.atomic_varhandle_ordering,java,BASE_553_MATRIX,UASF_0145,dd820666b44057a8b0684bb9,dd820666b44057a8b0684bb9,6,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.binary_numeric_promotion,java,BASE_553_MATRIX,UASF_0197,45ea230b3f85224de06d72e2,45ea230b3f85224de06d72e2,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.boxing_unboxing,java,BASE_553_MATRIX,UASF_0197,45ea230b3f85224de06d72e2,45ea230b3f85224de06d72e2,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.bridge_synthetic_methods,java,BASE_553_MATRIX,UASF_0123,cf210b837ffa95575ac52ce1,cf210b837ffa95575ac52ce1,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.bytecode_operand_stack_frames,java,BASE_553_MATRIX,UASF_0112,4016aece854c9915aa842960,4016aece854c9915aa842960,6,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.bytecode_verification,java,BASE_553_MATRIX,UASF_0112,4016aece854c9915aa842960,4016aece854c9915aa842960,6,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.capture_conversion,java,BASE_553_MATRIX,UASF_0197,45ea230b3f85224de06d72e2,45ea230b3f85224de06d72e2,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.checked_unchecked_exceptions,java,BASE_553_MATRIX,UASF_0170,e333dd0af853fa771b3d69b0,e333dd0af853fa771b3d69b0,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.class_interface_inheritance,java,BASE_553_MATRIX,UASF_0090,e2bc5d21336cd1ab9be2b53c,e2bc5d21336cd1ab9be2b53c,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.class_loading_linking_initialization,java,BASE_553_MATRIX,UASF_0277,8ee483da7b46c0ea2db259fc,8ee483da7b46c0ea2db259fc,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.classfile_descriptors_signatures,java,BASE_553_MATRIX,UASF_0112,4016aece854c9915aa842960,4016aece854c9915aa842960,6,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.classfile_lowering,java,BASE_553_MATRIX,UASF_0123,cf210b837ffa95575ac52ce1,cf210b837ffa95575ac52ce1,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.compile_time_constants,java,BASE_553_MATRIX,UASF_0123,cf210b837ffa95575ac52ce1,cf210b837ffa95575ac52ce1,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.constant_pool,java,BASE_553_MATRIX,UASF_0112,4016aece854c9915aa842960,4016aece854c9915aa842960,6,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.default_interface_methods,java,BASE_553_MATRIX,UASF_0066,40a3c87ae50c5bd2693d592b,40a3c87ae50c5bd2693d592b,7,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.definite_assignment_unassignment,java,BASE_553_MATRIX,UASF_0041,d96a19bb22cb48388b2dc6a1,d96a19bb22cb48388b2dc6a1,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.effectively_final_capture,java,BASE_553_MATRIX,UASF_0041,d96a19bb22cb48388b2dc6a1,d96a19bb22cb48388b2dc6a1,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.enums_semantics,java,BASE_553_MATRIX,UASF_0090,e2bc5d21336cd1ab9be2b53c,e2bc5d21336cd1ab9be2b53c,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.escape_analysis_scalar_replacement,java,BASE_553_MATRIX,UASF_0111,1cea059b352a8153a548943b,1cea059b352a8153a548943b,6,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.exception_table_bytecode,java,BASE_553_MATRIX,UASF_0112,4016aece854c9915aa842960,4016aece854c9915aa842960,6,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.field_hiding_method_overriding,java,BASE_553_MATRIX,UASF_0066,40a3c87ae50c5bd2693d592b,40a3c87ae50c5bd2693d592b,7,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.final_field_memory_semantics,java,BASE_553_MATRIX,UASF_0145,dd820666b44057a8b0684bb9,dd820666b44057a8b0684bb9,6,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.foreach_desugaring,java,BASE_553_MATRIX,UASF_0163,db4053da7b96665d1101908d,db4053da7b96665d1101908d,6,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.foreign_function_memory_api,java,BASE_553_MATRIX,UASF_0007,7d7b0fd9da3b106fa144f140,7d7b0fd9da3b106fa144f140,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.gc_reachability_reference_types,java,BASE_553_MATRIX,UASF_0014,2789ab4afc76cd73f4c3cff9,2789ab4afc76cd73f4c3cff9,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.generic_erasure,java,BASE_553_MATRIX,UASF_0197,45ea230b3f85224de06d72e2,45ea230b3f85224de06d72e2,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.happens_before_jmm,java,BASE_553_MATRIX,UASF_0145,dd820666b44057a8b0684bb9,dd820666b44057a8b0684bb9,6,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.ieee754_always_strict,java,BASE_553_MATRIX,UASF_0197,45ea230b3f85224de06d72e2,45ea230b3f85224de06d72e2,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.import_static_resolution,java,BASE_553_MATRIX,UASF_0078,8b456fde242e51d2b9512d2d,8b456fde242e51d2b9512d2d,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.inner_local_anonymous_classes,java,BASE_553_MATRIX,UASF_0090,e2bc5d21336cd1ab9be2b53c,e2bc5d21336cd1ab9be2b53c,5,1,EXACT_SIGNATURE_EQUIVALENCE
JAVA::java.intersection_types,java,BASE_553_MATRIX,UASF_0197,45ea230b3f85224de06d72e2,45ea230b3f85224de06d72e2,5,1,EXACT_SIGNATURE_EQUIVALENCE
