canonical_semantic_id,source_feature_count,language_count,languages,basis_ones,independently_corroborated_basis_ones,has_lowering_axis,proof_compression_state,corroborated_basis_ids
UASF_0182,15,12,cpp;csharp;go;java;julia;kotlin;nim;python;r;rust;swift;zig,6,6,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_008;BASIS_014;BASIS_015;BASIS_054;BASIS_055;BASIS_058
UASF_0183,13,13,c;cpp;csharp;go;java;julia;kotlin;nim;python;r;rust;swift;zig,5,5,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_008;BASIS_014;BASIS_015;BASIS_054;BASIS_058
UASF_0184,2,2,rust;zig,5,5,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_008;BASIS_014;BASIS_015;BASIS_030;BASIS_042
UASF_0185,1,1,r,4,4,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_008;BASIS_014;BASIS_015;BASIS_036
UASF_0186,1,1,rust,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_008;BASIS_014;BASIS_042
UASF_0187,2,1,csharp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_008;BASIS_015;BASIS_030
UASF_0188,1,1,csharp,3,2,1,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_008;BASIS_036
UASF_0189,2,1,csharp,2,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_008;BASIS_030
UASF_0190,1,1,csharp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_008;BASIS_030;BASIS_042
UASF_0191,1,1,r,5,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_030;BASIS_036
UASF_0192,1,1,r,5,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_015;BASIS_030;BASIS_036
UASF_0193,1,2,c;cpp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_009;BASIS_028;BASIS_044
UASF_0194,4,3,c;cpp;csharp,2,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_009;BASIS_030
UASF_0195,2,1,rust,4,4,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_009;BASIS_030;BASIS_032;BASIS_042
UASF_0196,1,1,csharp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_009;BASIS_030;BASIS_036
UASF_0197,15,2,java;r,5,5,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_009;BASIS_030;BASIS_036;BASIS_041;BASIS_042
UASF_0198,1,2,c;cpp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_009;BASIS_030;BASIS_042
UASF_0199,1,2,c;cpp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_009;BASIS_031;BASIS_042
UASF_0200,1,2,c;cpp,2,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_009;BASIS_033
UASF_0201,1,1,csharp,2,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_009;BASIS_036
UASF_0202,1,1,csharp,2,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_009;BASIS_041
UASF_0203,9,13,c;cpp;csharp;go;java;julia;kotlin;nim;python;r;rust;swift;zig,5,5,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_009;BASIS_041;BASIS_042;BASIS_052;BASIS_067
UASF_0204,4,11,c;cpp;csharp;go;java;julia;kotlin;nim;python;rust;swift,5,5,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_009;BASIS_041;BASIS_042;BASIS_057;BASIS_067
UASF_0205,7,13,c;cpp;csharp;go;java;julia;kotlin;nim;python;r;rust;swift;zig,5,5,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_009;BASIS_041;BASIS_042;BASIS_058;BASIS_067
UASF_0206,4,10,c;cpp;csharp;go;java;julia;kotlin;python;rust;zig,5,4,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_009;BASIS_041;BASIS_042;BASIS_067
UASF_0207,8,13,c;cpp;csharp;go;java;julia;kotlin;nim;python;r;rust;swift;zig,5,4,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_009;BASIS_041;BASIS_042;BASIS_067
UASF_0208,35,13,c;cpp;csharp;go;java;julia;kotlin;nim;python;r;rust;swift;zig,4,4,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_009;BASIS_041;BASIS_042;BASIS_067
UASF_0209,3,1,csharp,2,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_009;BASIS_042
UASF_0210,1,2,c;cpp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_010;BASIS_015;BASIS_030
UASF_0211,1,1,r,5,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_023;BASIS_036
UASF_0212,1,1,rust,5,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_030;BASIS_032;BASIS_036
UASF_0213,1,1,r,4,1,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_036
UASF_0214,1,1,go,6,1,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_042
UASF_0215,2,1,java,5,4,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_014;BASIS_015;BASIS_028;BASIS_030
UASF_0216,1,1,r,5,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_015;BASIS_036;BASIS_037
UASF_0217,4,11,cpp;csharp;go;java;julia;kotlin;nim;python;r;rust;swift,7,7,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_011;BASIS_015;BASIS_028;BASIS_030;BASIS_047;BASIS_049;BASIS_058
UASF_0218,2,6,csharp;java;julia;python;r;rust,7,7,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_011;BASIS_015;BASIS_028;BASIS_030;BASIS_047;BASIS_054;BASIS_055
UASF_0219,14,12,cpp;csharp;go;java;julia;kotlin;nim;python;r;rust;swift;zig,6,6,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_011;BASIS_015;BASIS_028;BASIS_030;BASIS_047;BASIS_055
UASF_0220,5,12,cpp;csharp;go;java;julia;kotlin;nim;python;r;rust;swift;zig,7,7,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_011;BASIS_015;BASIS_028;BASIS_030;BASIS_047;BASIS_055;BASIS_058
UASF_0221,5,12,cpp;csharp;go;java;julia;kotlin;nim;python;r;rust;swift;zig,7,7,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_011;BASIS_015;BASIS_028;BASIS_030;BASIS_048;BASIS_055;BASIS_058
UASF_0222,2,9,c;cpp;csharp;go;java;kotlin;python;rust;swift,7,7,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_011;BASIS_015;BASIS_028;BASIS_030;BASIS_051;BASIS_054;BASIS_058
UASF_0223,3,11,c;cpp;csharp;go;java;kotlin;nim;python;r;rust;swift,6,6,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_011;BASIS_015;BASIS_028;BASIS_030;BASIS_054;BASIS_058
UASF_0224,31,12,cpp;csharp;go;java;julia;kotlin;nim;python;r;rust;swift;zig,5,5,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_011;BASIS_015;BASIS_028;BASIS_030;BASIS_055
UASF_0225,21,12,cpp;csharp;go;java;julia;kotlin;nim;python;r;rust;swift;zig,6,6,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_011;BASIS_015;BASIS_028;BASIS_030;BASIS_055;BASIS_058
UASF_0226,5,13,c;cpp;csharp;go;java;julia;kotlin;nim;python;r;rust;swift;zig,6,6,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_011;BASIS_015;BASIS_028;BASIS_030;BASIS_055;BASIS_067
UASF_0227,1,1,r,4,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_015;BASIS_028;BASIS_036
UASF_0228,1,1,r,4,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_015;BASIS_030;BASIS_036
UASF_0229,1,1,r,5,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_015;BASIS_030;BASIS_036
UASF_0230,1,1,rust,4,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_023;BASIS_032;BASIS_036
UASF_0231,2,1,go,6,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_023;BASIS_042
UASF_0232,2,1,r,3,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_030;BASIS_036
UASF_0233,1,1,r,4,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_030;BASIS_036;BASIS_037
UASF_0234,1,1,r,4,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_030;BASIS_036
UASF_0235,1,1,csharp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_011;BASIS_032;BASIS_042
UASF_0236,1,1,go,4,1,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_042
UASF_0237,1,1,r,6,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_030;BASIS_036;BASIS_037
UASF_0238,1,1,rust,4,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_030;BASIS_036
UASF_0239,1,1,r,6,5,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_015;BASIS_028;BASIS_030;BASIS_036;BASIS_037
UASF_0240,1,1,r,4,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_023;BASIS_036
UASF_0241,1,1,r,6,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_030;BASIS_036;BASIS_037
UASF_0242,1,1,rust,4,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_036;BASIS_042
UASF_0243,1,1,r,5,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_028;BASIS_030;BASIS_036
UASF_0244,1,1,csharp,3,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_028;BASIS_036
UASF_0245,1,1,csharp,2,1,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_036
UASF_0246,1,2,c;cpp,3,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_023;BASIS_029
UASF_0247,1,1,rust,4,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_023;BASIS_032;BASIS_036
UASF_0248,2,1,rust,5,4,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_023;BASIS_032;BASIS_036;BASIS_042
UASF_0249,1,2,c;cpp,3,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_023;BASIS_042
UASF_0250,1,1,csharp,3,1,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_036
UASF_0251,1,1,r,5,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_028;BASIS_030;BASIS_036
UASF_0252,1,1,csharp,2,1,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_032
UASF_0253,1,1,csharp,3,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_032;BASIS_042
UASF_0254,1,9,c;cpp;csharp;go;java;kotlin;python;r;rust,5,4,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_013;BASIS_036;BASIS_047;BASIS_058
UASF_0255,1,9,c;cpp;csharp;go;java;kotlin;python;r;rust,5,4,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_013;BASIS_036;BASIS_055;BASIS_058
UASF_0256,4,12,c;cpp;csharp;go;java;julia;kotlin;nim;python;r;rust;swift,5,4,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_013;BASIS_036;BASIS_057;BASIS_067
UASF_0257,5,9,c;cpp;csharp;go;java;kotlin;python;r;rust,4,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_013;BASIS_036;BASIS_058
UASF_0258,1,9,c;cpp;csharp;go;java;kotlin;python;r;rust,5,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_013;BASIS_036;BASIS_058
UASF_0259,3,11,c;cpp;csharp;go;java;kotlin;nim;python;r;rust;zig,5,4,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_013;BASIS_036;BASIS_058;BASIS_067
UASF_0260,1,1,csharp,3,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_036;BASIS_039
UASF_0261,2,2,c;cpp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_014;BASIS_016;BASIS_029
UASF_0262,1,2,c;cpp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_014;BASIS_016;BASIS_036
UASF_0263,2,2,c;cpp,2,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_015;BASIS_020
UASF_0264,1,2,c;cpp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_015;BASIS_029;BASIS_042
UASF_0265,1,2,c;cpp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_016;BASIS_036;BASIS_043
UASF_0266,1,2,c;cpp,2,1,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_028
UASF_0267,1,2,c;cpp,2,1,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_029
UASF_0268,1,2,c;cpp,3,1,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_036
UASF_0269,1,2,c;cpp,2,1,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_036
UASF_0270,1,2,c;cpp,2,1,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_042
UASF_0271,2,2,c;cpp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_019;BASIS_023;BASIS_033
UASF_0272,1,2,c;cpp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_019;BASIS_029;BASIS_042
UASF_0273,1,2,c;cpp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_019;BASIS_030;BASIS_036
UASF_0274,1,2,c;cpp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_019;BASIS_036;BASIS_043
UASF_0275,1,2,c;cpp,3,1,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_025
UASF_0276,1,2,c;cpp,2,1,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_037
UASF_0277,3,1,java,5,4,1,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_022;BASIS_023;BASIS_036;BASIS_042
UASF_0278,1,1,csharp,3,2,1,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_023;BASIS_036
UASF_0279,1,1,rust,4,2,1,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_028;BASIS_037
UASF_0280,1,1,csharp,3,1,1,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_037
UASF_0281,2,2,csharp;nim,2,1,1,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_036
UASF_0282,1,2,c;cpp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_023;BASIS_029;BASIS_033
UASF_0283,1,1,csharp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_023;BASIS_030;BASIS_032
UASF_0284,1,2,c;cpp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_023;BASIS_030;BASIS_033
UASF_0285,1,1,csharp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_023;BASIS_030;BASIS_042
UASF_0286,1,1,csharp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_023;BASIS_032;BASIS_036
UASF_0287,1,1,csharp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_023;BASIS_032;BASIS_042
UASF_0288,1,1,csharp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_023;BASIS_036;BASIS_042
UASF_0289,2,1,csharp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_024;BASIS_036;BASIS_039
UASF_0290,1,2,c;cpp,2,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_025;BASIS_034
UASF_0291,1,1,go,5,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_030;BASIS_042;BASIS_057
UASF_0292,1,2,c;cpp,3,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_031;BASIS_037
UASF_0293,1,2,c;cpp,3,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_037;BASIS_043
UASF_0294,1,1,rust,4,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_028;BASIS_030;BASIS_042
UASF_0295,1,1,rust,4,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_028;BASIS_041;BASIS_042
UASF_0296,1,2,c;cpp,3,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_028;BASIS_042
UASF_0297,1,1,csharp,3,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_030;BASIS_036
UASF_0298,2,1,rust,4,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_030;BASIS_037;BASIS_042
UASF_0299,2,1,rust,4,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_032;BASIS_037;BASIS_042
UASF_0300,2,1,rust,4,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_037;BASIS_041;BASIS_042
UASF_0301,1,9,c;cpp;csharp;go;java;kotlin;python;r;rust,4,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_037;BASIS_042
UASF_0302,4,12,c;cpp;csharp;go;java;julia;kotlin;nim;python;r;rust;zig,5,4,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_037;BASIS_042;BASIS_047;BASIS_055
UASF_0303,5,13,c;cpp;csharp;go;java;julia;kotlin;nim;python;r;rust;swift;zig,6,5,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_037;BASIS_042;BASIS_047;BASIS_055;BASIS_058
UASF_0304,14,12,cpp;csharp;go;java;julia;kotlin;nim;python;r;rust;swift;zig,5,4,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_037;BASIS_042;BASIS_047;BASIS_065
UASF_0305,5,13,c;cpp;csharp;go;java;julia;kotlin;nim;python;r;rust;swift;zig,5,4,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_037;BASIS_042;BASIS_047;BASIS_067
UASF_0306,5,13,c;cpp;csharp;go;java;julia;kotlin;nim;python;r;rust;swift;zig,7,6,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_037;BASIS_042;BASIS_054;BASIS_055;BASIS_058;BASIS_065
UASF_0307,2,10,c;cpp;csharp;go;java;kotlin;python;r;rust;swift,6,5,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_037;BASIS_042;BASIS_057;BASIS_065;BASIS_067
UASF_0308,5,13,c;cpp;csharp;go;java;julia;kotlin;nim;python;r;rust;swift;zig,6,4,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_037;BASIS_042;BASIS_065;BASIS_067
UASF_0309,4,12,c;cpp;csharp;go;java;kotlin;nim;python;r;rust;swift;zig,5,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_037;BASIS_042;BASIS_067
UASF_0310,4,12,c;cpp;csharp;go;java;julia;kotlin;nim;python;r;rust;zig,4,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_037;BASIS_042;BASIS_065
UASF_0311,2,10,c;cpp;csharp;go;java;kotlin;python;r;rust;swift,5,4,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_037;BASIS_042;BASIS_065;BASIS_067
UASF_0312,1,1,rust,3,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_041;BASIS_042
UASF_0313,1,2,c;cpp,2,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_028;BASIS_029
UASF_0314,1,1,r,5,4,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_028;BASIS_030;BASIS_036;BASIS_041
UASF_0315,2,1,r,4,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_028;BASIS_030;BASIS_036
UASF_0316,1,2,c;cpp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_028;BASIS_030;BASIS_040
UASF_0317,1,2,c;cpp,2,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_028;BASIS_040
UASF_0318,1,2,c;cpp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_029;BASIS_030;BASIS_032
UASF_0319,1,2,c;cpp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_029;BASIS_032;BASIS_044
UASF_0320,1,2,c;cpp,2,1,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_029
UASF_0321,1,2,c;cpp,2,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_029;BASIS_044
UASF_0322,1,2,c;cpp,2,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_030;BASIS_031
UASF_0323,2,1,rust,4,4,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_030;BASIS_032;BASIS_036;BASIS_042
UASF_0324,2,1,r,4,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_030;BASIS_036;BASIS_041
UASF_0325,3,3,csharp;r;rust,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_030;BASIS_036;BASIS_042
UASF_0326,1,1,rust,4,4,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_030;BASIS_037;BASIS_041;BASIS_042
UASF_0327,1,1,rust,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_030;BASIS_037;BASIS_042
UASF_0328,1,2,c;cpp,2,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_031;BASIS_040
UASF_0329,1,2,c;cpp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_031;BASIS_040;BASIS_041
UASF_0330,1,1,rust,4,4,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_032;BASIS_037;BASIS_041;BASIS_042
UASF_0331,1,1,csharp,2,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_036;BASIS_042
UASF_0332,1,2,c;cpp,3,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_037;BASIS_041;BASIS_043
UASF_0333,2,3,c;cpp;csharp,2,2,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_041;BASIS_042
UASF_0334,1,1,go,4,3,0,INTERNAL_EXACT+INDEPENDENT_CORROBORATION,BASIS_042;BASIS_043;BASIS_052
