language_id,basis_id,dimension,external_support_count,formal_rule_support_count,corroborated,corroboration_state
julia,BASIS_065,scope.binding,1,0,1,CORROBORATED
julia,BASIS_066,scope.graph,2,0,1,CORROBORATED
julia,BASIS_067,types.graph,1,0,1,CORROBORATED
kotlin,BASIS_001,abi.ffi,1,0,1,CORROBORATED
kotlin,BASIS_002,abi.layout,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_003,binding.graph,2,0,1,CORROBORATED
kotlin,BASIS_004,capture.shadowing,1,0,1,CORROBORATED
kotlin,BASIS_005,compiletime.evaluation,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_006,compiletime.semantics,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_007,concurrency.model,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_008,control.flow,6,0,1,CORROBORATED
kotlin,BASIS_009,conversion.semantics,1,0,1,CORROBORATED
kotlin,BASIS_010,coroutine.state_machine,2,0,1,CORROBORATED
kotlin,BASIS_011,data.flow,1,0,1,CORROBORATED
kotlin,BASIS_012,dialect.extension,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_013,effect.graph,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_014,effects.control,3,0,1,CORROBORATED
kotlin,BASIS_015,evaluation.order,2,0,1,CORROBORATED
kotlin,BASIS_016,exception.unwind,1,0,1,CORROBORATED
kotlin,BASIS_017,initialization.order,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_018,language.implementation_defined,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_019,language.undefined_behavior,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_020,language.unspecified_behavior,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_021,linkage.odr,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_022,lowering.pipeline,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_023,memory.model,1,0,1,CORROBORATED
kotlin,BASIS_024,memory.ordering,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_025,module.semantics,1,0,1,CORROBORATED
kotlin,BASIS_026,name.resolution,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_027,nodes.declaration,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_028,nodes.expression,2,0,1,CORROBORATED
kotlin,BASIS_029,object.lifetime,1,0,1,CORROBORATED
kotlin,BASIS_030,operations,2,0,1,CORROBORATED
kotlin,BASIS_031,overload.resolution,1,0,1,CORROBORATED
kotlin,BASIS_032,ownership.lifetime,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_033,pointer.provenance,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_034,preprocessor.semantics,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_035,purity,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_036,runtime.contract,2,0,1,CORROBORATED
kotlin,BASIS_037,scope.binding,1,0,1,CORROBORATED
kotlin,BASIS_038,storage.duration,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_039,synchronization,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_040,template.instantiation,2,0,1,CORROBORATED
kotlin,BASIS_041,types.origin,3,0,1,CORROBORATED
kotlin,BASIS_042,types.structure,6,0,1,CORROBORATED
kotlin,BASIS_043,validation.contract,3,0,1,CORROBORATED
kotlin,BASIS_044,value.category,2,0,1,CORROBORATED
kotlin,BASIS_045,abi.graph,1,0,1,CORROBORATED
kotlin,BASIS_046,annotation.graph,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_047,binding.graph,2,0,1,CORROBORATED
kotlin,BASIS_048,call.graph,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_049,capture.graph,1,0,1,CORROBORATED
kotlin,BASIS_050,compiletime.graph,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_051,concurrency.graph,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_052,constraint.graph,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_053,contract.graph,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_054,control.flow,6,0,1,CORROBORATED
kotlin,BASIS_055,data.flow,1,0,1,CORROBORATED
kotlin,BASIS_056,dialect.extension,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_057,dispatch.graph,1,0,1,CORROBORATED
kotlin,BASIS_058,effect.graph,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_059,layout.graph,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_060,lifetime.graph,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_061,lowering.graph,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_062,memory.graph,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_063,ownership.graph,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_064,runtime.graph,0,0,0,UNRESOLVED_EXTERNAL
kotlin,BASIS_065,scope.binding,1,0,1,CORROBORATED
kotlin,BASIS_066,scope.graph,2,0,1,CORROBORATED
kotlin,BASIS_067,types.graph,1,0,1,CORROBORATED
nim,BASIS_001,abi.ffi,1,0,1,CORROBORATED
nim,BASIS_002,abi.layout,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_003,binding.graph,1,0,1,CORROBORATED
nim,BASIS_004,capture.shadowing,1,0,1,CORROBORATED
nim,BASIS_005,compiletime.evaluation,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_006,compiletime.semantics,2,0,1,CORROBORATED
nim,BASIS_007,concurrency.model,1,0,1,CORROBORATED
nim,BASIS_008,control.flow,5,0,1,CORROBORATED
nim,BASIS_009,conversion.semantics,1,0,1,CORROBORATED
nim,BASIS_010,coroutine.state_machine,1,0,1,CORROBORATED
nim,BASIS_011,data.flow,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_012,dialect.extension,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_013,effect.graph,1,0,1,CORROBORATED
nim,BASIS_014,effects.control,3,0,1,CORROBORATED
nim,BASIS_015,evaluation.order,2,0,1,CORROBORATED
nim,BASIS_016,exception.unwind,1,0,1,CORROBORATED
nim,BASIS_017,initialization.order,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_018,language.implementation_defined,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_019,language.undefined_behavior,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_020,language.unspecified_behavior,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_021,linkage.odr,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_022,lowering.pipeline,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_023,memory.model,4,0,1,CORROBORATED
nim,BASIS_024,memory.ordering,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_025,module.semantics,1,0,1,CORROBORATED
nim,BASIS_026,name.resolution,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_027,nodes.declaration,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_028,nodes.expression,1,0,1,CORROBORATED
nim,BASIS_029,object.lifetime,4,0,1,CORROBORATED
nim,BASIS_030,operations,2,0,1,CORROBORATED
nim,BASIS_031,overload.resolution,1,0,1,CORROBORATED
nim,BASIS_032,ownership.lifetime,2,0,1,CORROBORATED
nim,BASIS_033,pointer.provenance,1,0,1,CORROBORATED
nim,BASIS_034,preprocessor.semantics,1,0,1,CORROBORATED
nim,BASIS_035,purity,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_036,runtime.contract,2,0,1,CORROBORATED
nim,BASIS_037,scope.binding,1,0,1,CORROBORATED
nim,BASIS_038,storage.duration,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_039,synchronization,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_040,template.instantiation,2,0,1,CORROBORATED
nim,BASIS_041,types.origin,1,0,1,CORROBORATED
nim,BASIS_042,types.structure,7,0,1,CORROBORATED
nim,BASIS_043,validation.contract,4,0,1,CORROBORATED
nim,BASIS_044,value.category,4,0,1,CORROBORATED
nim,BASIS_045,abi.graph,1,0,1,CORROBORATED
nim,BASIS_046,annotation.graph,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_047,binding.graph,1,0,1,CORROBORATED
nim,BASIS_048,call.graph,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_049,capture.graph,1,0,1,CORROBORATED
nim,BASIS_050,compiletime.graph,1,0,1,CORROBORATED
nim,BASIS_051,concurrency.graph,1,0,1,CORROBORATED
nim,BASIS_052,constraint.graph,2,0,1,CORROBORATED
nim,BASIS_053,contract.graph,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_054,control.flow,5,0,1,CORROBORATED
nim,BASIS_055,data.flow,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_056,dialect.extension,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_057,dispatch.graph,1,0,1,CORROBORATED
nim,BASIS_058,effect.graph,1,0,1,CORROBORATED
nim,BASIS_059,layout.graph,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_060,lifetime.graph,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_061,lowering.graph,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_062,memory.graph,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_063,ownership.graph,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_064,runtime.graph,0,0,0,UNRESOLVED_EXTERNAL
nim,BASIS_065,scope.binding,1,0,1,CORROBORATED
nim,BASIS_066,scope.graph,2,0,1,CORROBORATED
nim,BASIS_067,types.graph,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_001,abi.ffi,1,0,1,CORROBORATED
python,BASIS_002,abi.layout,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_003,binding.graph,2,0,1,CORROBORATED
python,BASIS_004,capture.shadowing,1,0,1,CORROBORATED
python,BASIS_005,compiletime.evaluation,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_006,compiletime.semantics,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_007,concurrency.model,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_008,control.flow,6,0,1,CORROBORATED
python,BASIS_009,conversion.semantics,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_010,coroutine.state_machine,2,0,1,CORROBORATED
python,BASIS_011,data.flow,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_012,dialect.extension,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_013,effect.graph,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_014,effects.control,3,0,1,CORROBORATED
python,BASIS_015,evaluation.order,2,0,1,CORROBORATED
python,BASIS_016,exception.unwind,1,0,1,CORROBORATED
python,BASIS_017,initialization.order,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_018,language.implementation_defined,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_019,language.undefined_behavior,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_020,language.unspecified_behavior,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_021,linkage.odr,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_022,lowering.pipeline,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_023,memory.model,2,0,1,CORROBORATED
python,BASIS_024,memory.ordering,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_025,module.semantics,1,0,1,CORROBORATED
python,BASIS_026,name.resolution,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_027,nodes.declaration,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_028,nodes.expression,2,0,1,CORROBORATED
python,BASIS_029,object.lifetime,1,0,1,CORROBORATED
python,BASIS_030,operations,2,0,1,CORROBORATED
python,BASIS_031,overload.resolution,1,0,1,CORROBORATED
python,BASIS_032,ownership.lifetime,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_033,pointer.provenance,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_034,preprocessor.semantics,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_035,purity,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_036,runtime.contract,4,0,1,CORROBORATED
python,BASIS_037,scope.binding,1,0,1,CORROBORATED
python,BASIS_038,storage.duration,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_039,synchronization,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_040,template.instantiation,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_041,types.origin,2,0,1,CORROBORATED
python,BASIS_042,types.structure,3,0,1,CORROBORATED
python,BASIS_043,validation.contract,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_044,value.category,1,0,1,CORROBORATED
python,BASIS_045,abi.graph,1,0,1,CORROBORATED
python,BASIS_046,annotation.graph,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_047,binding.graph,2,0,1,CORROBORATED
python,BASIS_048,call.graph,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_049,capture.graph,1,0,1,CORROBORATED
python,BASIS_050,compiletime.graph,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_051,concurrency.graph,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_052,constraint.graph,2,0,1,CORROBORATED
python,BASIS_053,contract.graph,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_054,control.flow,6,0,1,CORROBORATED
python,BASIS_055,data.flow,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_056,dialect.extension,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_057,dispatch.graph,1,0,1,CORROBORATED
python,BASIS_058,effect.graph,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_059,layout.graph,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_060,lifetime.graph,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_061,lowering.graph,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_062,memory.graph,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_063,ownership.graph,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_064,runtime.graph,0,0,0,UNRESOLVED_EXTERNAL
python,BASIS_065,scope.binding,1,0,1,CORROBORATED
python,BASIS_066,scope.graph,2,0,1,CORROBORATED
python,BASIS_067,types.graph,1,0,1,CORROBORATED
r,BASIS_001,abi.ffi,1,0,1,CORROBORATED
r,BASIS_002,abi.layout,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_003,binding.graph,1,0,1,CORROBORATED
r,BASIS_004,capture.shadowing,1,0,1,CORROBORATED
r,BASIS_005,compiletime.evaluation,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_006,compiletime.semantics,1,0,1,CORROBORATED
r,BASIS_007,concurrency.model,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_008,control.flow,3,0,1,CORROBORATED
r,BASIS_009,conversion.semantics,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_010,coroutine.state_machine,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_011,data.flow,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_012,dialect.extension,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_013,effect.graph,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_014,effects.control,3,0,1,CORROBORATED
r,BASIS_015,evaluation.order,2,0,1,CORROBORATED
r,BASIS_016,exception.unwind,1,0,1,CORROBORATED
r,BASIS_017,initialization.order,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_018,language.implementation_defined,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_019,language.undefined_behavior,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_020,language.unspecified_behavior,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_021,linkage.odr,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_022,lowering.pipeline,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_023,memory.model,2,0,1,CORROBORATED
r,BASIS_024,memory.ordering,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_025,module.semantics,1,0,1,CORROBORATED
r,BASIS_026,name.resolution,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_027,nodes.declaration,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_028,nodes.expression,1,0,1,CORROBORATED
r,BASIS_029,object.lifetime,1,0,1,CORROBORATED
r,BASIS_030,operations,2,0,1,CORROBORATED
r,BASIS_031,overload.resolution,2,0,1,CORROBORATED
r,BASIS_032,ownership.lifetime,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_033,pointer.provenance,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_034,preprocessor.semantics,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_035,purity,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_036,runtime.contract,5,0,1,CORROBORATED
r,BASIS_037,scope.binding,1,0,1,CORROBORATED
r,BASIS_038,storage.duration,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_039,synchronization,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_040,template.instantiation,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_041,types.origin,2,0,1,CORROBORATED
r,BASIS_042,types.structure,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_043,validation.contract,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_044,value.category,1,0,1,CORROBORATED
r,BASIS_045,abi.graph,1,0,1,CORROBORATED
r,BASIS_046,annotation.graph,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_047,binding.graph,1,0,1,CORROBORATED
r,BASIS_048,call.graph,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_049,capture.graph,1,0,1,CORROBORATED
r,BASIS_050,compiletime.graph,1,0,1,CORROBORATED
r,BASIS_051,concurrency.graph,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_052,constraint.graph,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_053,contract.graph,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_054,control.flow,3,0,1,CORROBORATED
r,BASIS_055,data.flow,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_056,dialect.extension,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_057,dispatch.graph,2,0,1,CORROBORATED
r,BASIS_058,effect.graph,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_059,layout.graph,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_060,lifetime.graph,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_061,lowering.graph,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_062,memory.graph,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_063,ownership.graph,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_064,runtime.graph,0,0,0,UNRESOLVED_EXTERNAL
r,BASIS_065,scope.binding,1,0,1,CORROBORATED
r,BASIS_066,scope.graph,2,0,1,CORROBORATED
r,BASIS_067,types.graph,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_001,abi.ffi,1,0,1,CORROBORATED
rust,BASIS_002,abi.layout,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_003,binding.graph,2,0,1,CORROBORATED
rust,BASIS_004,capture.shadowing,1,0,1,CORROBORATED
rust,BASIS_005,compiletime.evaluation,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_006,compiletime.semantics,2,0,1,CORROBORATED
rust,BASIS_007,concurrency.model,2,0,1,CORROBORATED
rust,BASIS_008,control.flow,6,0,1,CORROBORATED
rust,BASIS_009,conversion.semantics,1,0,1,CORROBORATED
rust,BASIS_010,coroutine.state_machine,2,0,1,CORROBORATED
rust,BASIS_011,data.flow,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_012,dialect.extension,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_013,effect.graph,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_014,effects.control,1,0,1,CORROBORATED
rust,BASIS_015,evaluation.order,2,0,1,CORROBORATED
rust,BASIS_016,exception.unwind,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_017,initialization.order,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_018,language.implementation_defined,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_019,language.undefined_behavior,1,0,1,CORROBORATED
rust,BASIS_020,language.unspecified_behavior,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_021,linkage.odr,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_022,lowering.pipeline,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_023,memory.model,2,0,1,CORROBORATED
rust,BASIS_024,memory.ordering,1,0,1,CORROBORATED
rust,BASIS_025,module.semantics,1,0,1,CORROBORATED
rust,BASIS_026,name.resolution,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_027,nodes.declaration,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_028,nodes.expression,2,0,1,CORROBORATED
rust,BASIS_029,object.lifetime,2,0,1,CORROBORATED
rust,BASIS_030,operations,2,0,1,CORROBORATED
rust,BASIS_031,overload.resolution,1,0,1,CORROBORATED
rust,BASIS_032,ownership.lifetime,2,0,1,CORROBORATED
rust,BASIS_033,pointer.provenance,1,0,1,CORROBORATED
rust,BASIS_034,preprocessor.semantics,1,0,1,CORROBORATED
rust,BASIS_035,purity,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_036,runtime.contract,2,0,1,CORROBORATED
rust,BASIS_037,scope.binding,1,0,1,CORROBORATED
rust,BASIS_038,storage.duration,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_039,synchronization,1,0,1,CORROBORATED
rust,BASIS_040,template.instantiation,2,0,1,CORROBORATED
rust,BASIS_041,types.origin,1,0,1,CORROBORATED
rust,BASIS_042,types.structure,7,0,1,CORROBORATED
rust,BASIS_043,validation.contract,4,0,1,CORROBORATED
rust,BASIS_044,value.category,3,0,1,CORROBORATED
rust,BASIS_045,abi.graph,1,0,1,CORROBORATED
rust,BASIS_046,annotation.graph,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_047,binding.graph,2,0,1,CORROBORATED
rust,BASIS_048,call.graph,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_049,capture.graph,1,0,1,CORROBORATED
rust,BASIS_050,compiletime.graph,1,0,1,CORROBORATED
rust,BASIS_051,concurrency.graph,1,0,1,CORROBORATED
rust,BASIS_052,constraint.graph,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_053,contract.graph,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_054,control.flow,6,0,1,CORROBORATED
rust,BASIS_055,data.flow,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_056,dialect.extension,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_057,dispatch.graph,1,0,1,CORROBORATED
rust,BASIS_058,effect.graph,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_059,layout.graph,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_060,lifetime.graph,1,0,1,CORROBORATED
rust,BASIS_061,lowering.graph,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_062,memory.graph,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_063,ownership.graph,1,0,1,CORROBORATED
rust,BASIS_064,runtime.graph,0,0,0,UNRESOLVED_EXTERNAL
rust,BASIS_065,scope.binding,1,0,1,CORROBORATED
rust,BASIS_066,scope.graph,2,0,1,CORROBORATED
rust,BASIS_067,types.graph,0,0,0,UNRESOLVED_EXTERNAL
swift,BASIS_001,abi.ffi,1,0,1,CORROBORATED
swift,BASIS_002,abi.layout,0,0,0,UNRESOLVED_EXTERNAL
swift,BASIS_003,binding.graph,2,0,1,CORROBORATED
swift,BASIS_004,capture.shadowing,1,0,1,CORROBORATED
swift,BASIS_005,compiletime.evaluation,0,0,0,UNRESOLVED_EXTERNAL
swift,BASIS_006,compiletime.semantics,2,0,1,CORROBORATED
swift,BASIS_007,concurrency.model,1,0,1,CORROBORATED
swift,BASIS_008,control.flow,8,0,1,CORROBORATED
swift,BASIS_009,conversion.semantics,1,0,1,CORROBORATED
swift,BASIS_010,coroutine.state_machine,2,0,1,CORROBORATED
swift,BASIS_011,data.flow,0,0,0,UNRESOLVED_EXTERNAL
swift,BASIS_012,dialect.extension,0,0,0,UNRESOLVED_EXTERNAL
swift,BASIS_013,effect.graph,1,0,1,CORROBORATED
swift,BASIS_014,effects.control,3,0,1,CORROBORATED
swift,BASIS_015,evaluation.order,1,0,1,CORROBORATED
swift,BASIS_016,exception.unwind,1,0,1,CORROBORATED
swift,BASIS_017,initialization.order,0,0,0,UNRESOLVED_EXTERNAL
swift,BASIS_018,language.implementation_defined,0,0,0,UNRESOLVED_EXTERNAL
swift,BASIS_019,language.undefined_behavior,0,0,0,UNRESOLVED_EXTERNAL
swift,BASIS_020,language.unspecified_behavior,0,0,0,UNRESOLVED_EXTERNAL
swift,BASIS_021,linkage.odr,0,0,0,UNRESOLVED_EXTERNAL
swift,BASIS_022,lowering.pipeline,0,0,0,UNRESOLVED_EXTERNAL
swift,BASIS_023,memory.model,4,0,1,CORROBORATED
swift,BASIS_024,memory.ordering,0,0,0,UNRESOLVED_EXTERNAL
swift,BASIS_025,module.semantics,1,0,1,CORROBORATED
swift,BASIS_026,name.resolution,0,0,0,UNRESOLVED_EXTERNAL
swift,BASIS_027,nodes.declaration,0,0,0,UNRESOLVED_EXTERNAL
swift,BASIS_028,nodes.expression,2,0,1,CORROBORATED
swift,BASIS_029,object.lifetime,3,0,1,CORROBORATED
swift,BASIS_030,operations,2,0,1,CORROBORATED
swift,BASIS_031,overload.resolution,1,0,1,CORROBORATED
swift,BASIS_032,ownership.lifetime,2,0,1,CORROBORATED
swift,BASIS_033,pointer.provenance,1,0,1,CORROBORATED
swift,BASIS_034,preprocessor.semantics,1,0,1,CORROBORATED
swift,BASIS_035,purity,0,0,0,UNRESOLVED_EXTERNAL
swift,BASIS_036,runtime.contract,3,0,1,CORROBORATED
swift,BASIS_037,scope.binding,1,0,1,CORROBORATED
swift,BASIS_038,storage.duration,0,0,0,UNRESOLVED_EXTERNAL
swift,BASIS_039,synchronization,1,0,1,CORROBORATED
swift,BASIS_040,template.instantiation,2,0,1,CORROBORATED
swift,BASIS_041,types.origin,2,0,1,CORROBORATED
swift,BASIS_042,types.structure,7,0,1,CORROBORATED
swift,BASIS_043,validation.contract,5,0,1,CORROBORATED
swift,BASIS_044,value.category,4,0,1,CORROBORATED
swift,BASIS_045,abi.graph,1,0,1,CORROBORATED
swift,BASIS_046,annotation.graph,0,0,0,UNRESOLVED_EXTERNAL
swift,BASIS_047,binding.graph,2,0,1,CORROBORATED
swift,BASIS_048,call.graph,0,0,0,UNRESOLVED_EXTERNAL
swift,BASIS_049,capture.graph,1,0,1,CORROBORATED
swift,BASIS_050,compiletime.graph,1,0,1,CORROBORATED
swift,BASIS_051,concurrency.graph,3,0,1,CORROBORATED
swift,BASIS_052,constraint.graph,0,0,0,UNRESOLVED_EXTERNAL
swift,BASIS_053,contract.graph,0,0,0,UNRESOLVED_EXTERNAL
swift,BASIS_054,control.flow,8,0,1,CORROBORATED
swift,BASIS_055,data.flow,0,0,0,UNRESOLVED_EXTERNAL
swift,BASIS_056,dialect.extension,0,0,0,UNRESOLVED_EXTERNAL
swift,BASIS_057,dispatch.graph,1,0,1,CORROBORATED
swift,BASIS_058,effect.graph,1,0,1,CORROBORATED
swift,BASIS_059,layout.graph,0,0,0,UNRESOLVED_EXTERNAL
swift,BASIS_060,lifetime.graph,1,0,1,CORROBORATED
