language_id,basis_id,dimension,external_atom_id,mapping_strength,external_status
java,BASIS_044,value.category,EXTSEM_PASS_BY_VALUE_CORE,CORROBORATING,PRESENT
java,BASIS_009,conversion.semantics,EXTSEM_PASS_BY_VALUE_CORE,CORROBORATING,PRESENT
java,BASIS_057,dispatch.graph,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,DIRECT,PRESENT
java,BASIS_036,runtime.contract,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,CORROBORATING,PRESENT
java,BASIS_067,types.graph,EXTSEM_NOMINAL_INHERITANCE,DIRECT,PRESENT
java,BASIS_042,types.structure,EXTSEM_NOMINAL_INHERITANCE,CORROBORATING,PRESENT
java,BASIS_042,types.structure,EXTSEM_GENERICS,CORROBORATING,PRESENT
java,BASIS_040,template.instantiation,EXTSEM_GENERICS,CORROBORATING,PRESENT
java,BASIS_008,control.flow,EXTSEM_PATTERN_MATCHING,CORROBORATING,PRESENT
java,BASIS_054,control.flow,EXTSEM_PATTERN_MATCHING,CORROBORATING,PRESENT
java,BASIS_003,binding.graph,EXTSEM_PATTERN_MATCHING,CORROBORATING,PRESENT
java,BASIS_047,binding.graph,EXTSEM_PATTERN_MATCHING,CORROBORATING,PRESENT
java,BASIS_028,nodes.expression,EXTSEM_PATTERN_MATCHING,CORROBORATING,PRESENT
java,BASIS_016,exception.unwind,EXTSEM_EXCEPTIONS,CORROBORATING,PRESENT
java,BASIS_014,effects.control,EXTSEM_EXCEPTIONS,DIRECT,PRESENT
java,BASIS_008,control.flow,EXTSEM_EXCEPTIONS,CORROBORATING,PRESENT
java,BASIS_054,control.flow,EXTSEM_EXCEPTIONS,CORROBORATING,PRESENT
java,BASIS_013,effect.graph,EXTSEM_CHECKED_ERROR_EFFECT,DIRECT,PRESENT
java,BASIS_058,effect.graph,EXTSEM_CHECKED_ERROR_EFFECT,DIRECT,PRESENT
java,BASIS_043,validation.contract,EXTSEM_CHECKED_ERROR_EFFECT,DIRECT,PRESENT
java,BASIS_014,effects.control,EXTSEM_STRUCTURED_CLEANUP,DIRECT,PRESENT
java,BASIS_008,control.flow,EXTSEM_STRUCTURED_CLEANUP,CORROBORATING,PRESENT
java,BASIS_054,control.flow,EXTSEM_STRUCTURED_CLEANUP,CORROBORATING,PRESENT
java,BASIS_029,object.lifetime,EXTSEM_STRUCTURED_CLEANUP,CORROBORATING,PRESENT
java,BASIS_023,memory.model,EXTSEM_GARBAGE_COLLECTION,DIRECT,PRESENT
java,BASIS_036,runtime.contract,EXTSEM_GARBAGE_COLLECTION,CORROBORATING,PRESENT
java,BASIS_007,concurrency.model,EXTSEM_CONCURRENCY_PRIMITIVES,DIRECT,PRESENT
java,BASIS_051,concurrency.graph,EXTSEM_CONCURRENCY_PRIMITIVES,CORROBORATING,PRESENT
java,BASIS_024,memory.ordering,EXTSEM_ATOMICS_MEMORY_MODEL,DIRECT,PRESENT
java,BASIS_039,synchronization,EXTSEM_ATOMICS_MEMORY_MODEL,DIRECT,PRESENT
java,BASIS_007,concurrency.model,EXTSEM_ATOMICS_MEMORY_MODEL,CORROBORATING,PRESENT
java,BASIS_036,runtime.contract,EXTSEM_RUNTIME_REFLECTION,CORROBORATING,PRESENT
java,BASIS_041,types.origin,EXTSEM_RUNTIME_REFLECTION,CORROBORATING,PRESENT
java,BASIS_001,abi.ffi,EXTSEM_FFI,DIRECT,PRESENT
java,BASIS_045,abi.graph,EXTSEM_FFI,CORROBORATING,PRESENT
java,BASIS_025,module.semantics,EXTSEM_MODULE_SYSTEM,DIRECT,PRESENT
java,BASIS_066,scope.graph,EXTSEM_MODULE_SYSTEM,CORROBORATING,PRESENT
java,BASIS_008,control.flow,EXTSEM_ITERATORS_GENERATORS,CORROBORATING,PRESENT
java,BASIS_054,control.flow,EXTSEM_ITERATORS_GENERATORS,CORROBORATING,PRESENT
java,BASIS_010,coroutine.state_machine,EXTSEM_ITERATORS_GENERATORS,CORROBORATING,PRESENT
julia,BASIS_041,types.origin,EXTSEM_DYNAMIC_TYPING,CORROBORATING,PRESENT
julia,BASIS_036,runtime.contract,EXTSEM_DYNAMIC_TYPING,CORROBORATING,PRESENT
julia,BASIS_042,types.structure,EXTSEM_NOMINAL_TYPE_IDENTITY,DIRECT,PRESENT
julia,BASIS_042,types.structure,EXTSEM_PARAMETRIC_POLYMORPHISM,CORROBORATING,PRESENT
julia,BASIS_040,template.instantiation,EXTSEM_PARAMETRIC_POLYMORPHISM,CORROBORATING,PRESENT
julia,BASIS_041,types.origin,EXTSEM_TYPE_INFERENCE,DIRECT,PRESENT
julia,BASIS_043,validation.contract,EXTSEM_TYPE_INFERENCE,CORROBORATING,PRESENT
julia,BASIS_044,value.category,EXTSEM_REFERENCE_TYPES,DIRECT,PRESENT
julia,BASIS_023,memory.model,EXTSEM_REFERENCE_TYPES,CORROBORATING,PRESENT
julia,BASIS_037,scope.binding,EXTSEM_LEXICAL_SCOPING,DIRECT,PRESENT
julia,BASIS_065,scope.binding,EXTSEM_LEXICAL_SCOPING,DIRECT,PRESENT
julia,BASIS_066,scope.graph,EXTSEM_LEXICAL_SCOPING,CORROBORATING,PRESENT
julia,BASIS_028,nodes.expression,EXTSEM_FIRST_CLASS_FUNCTIONS,CORROBORATING,PRESENT
julia,BASIS_030,operations,EXTSEM_FIRST_CLASS_FUNCTIONS,CORROBORATING,PRESENT
julia,BASIS_004,capture.shadowing,EXTSEM_CLOSURES,DIRECT,PRESENT
julia,BASIS_049,capture.graph,EXTSEM_CLOSURES,DIRECT,PRESENT
julia,BASIS_003,binding.graph,EXTSEM_CLOSURES,CORROBORATING,PRESENT
julia,BASIS_047,binding.graph,EXTSEM_CLOSURES,CORROBORATING,PRESENT
julia,BASIS_008,control.flow,EXTSEM_SHORT_CIRCUIT_BOOL,DIRECT,PRESENT
julia,BASIS_054,control.flow,EXTSEM_SHORT_CIRCUIT_BOOL,DIRECT,PRESENT
julia,BASIS_015,evaluation.order,EXTSEM_SHORT_CIRCUIT_BOOL,DIRECT,PRESENT
julia,BASIS_014,effects.control,EXTSEM_SHORT_CIRCUIT_BOOL,CORROBORATING,PRESENT
julia,BASIS_057,dispatch.graph,EXTSEM_MULTIPLE_DISPATCH,DIRECT,PRESENT
julia,BASIS_031,overload.resolution,EXTSEM_MULTIPLE_DISPATCH,CORROBORATING,PRESENT
julia,BASIS_067,types.graph,EXTSEM_NOMINAL_INHERITANCE,DIRECT,PRESENT
julia,BASIS_042,types.structure,EXTSEM_NOMINAL_INHERITANCE,CORROBORATING,PRESENT
julia,BASIS_031,overload.resolution,EXTSEM_OPERATOR_OVERLOADING,DIRECT,PRESENT
julia,BASIS_030,operations,EXTSEM_OPERATOR_OVERLOADING,CORROBORATING,PRESENT
julia,BASIS_042,types.structure,EXTSEM_GENERICS,CORROBORATING,PRESENT
julia,BASIS_040,template.instantiation,EXTSEM_GENERICS,CORROBORATING,PRESENT
julia,BASIS_016,exception.unwind,EXTSEM_EXCEPTIONS,CORROBORATING,PRESENT
julia,BASIS_014,effects.control,EXTSEM_EXCEPTIONS,DIRECT,PRESENT
julia,BASIS_008,control.flow,EXTSEM_EXCEPTIONS,CORROBORATING,PRESENT
julia,BASIS_054,control.flow,EXTSEM_EXCEPTIONS,CORROBORATING,PRESENT
julia,BASIS_014,effects.control,EXTSEM_STRUCTURED_CLEANUP,DIRECT,PRESENT
julia,BASIS_008,control.flow,EXTSEM_STRUCTURED_CLEANUP,CORROBORATING,PRESENT
julia,BASIS_054,control.flow,EXTSEM_STRUCTURED_CLEANUP,CORROBORATING,PRESENT
julia,BASIS_029,object.lifetime,EXTSEM_STRUCTURED_CLEANUP,CORROBORATING,PRESENT
julia,BASIS_023,memory.model,EXTSEM_GARBAGE_COLLECTION,DIRECT,PRESENT
julia,BASIS_036,runtime.contract,EXTSEM_GARBAGE_COLLECTION,CORROBORATING,PRESENT
julia,BASIS_007,concurrency.model,EXTSEM_CONCURRENCY_PRIMITIVES,DIRECT,PRESENT
julia,BASIS_051,concurrency.graph,EXTSEM_CONCURRENCY_PRIMITIVES,CORROBORATING,PRESENT
julia,BASIS_039,synchronization,EXTSEM_CHANNELS,CORROBORATING,PRESENT
julia,BASIS_051,concurrency.graph,EXTSEM_CHANNELS,DIRECT,PRESENT
julia,BASIS_034,preprocessor.semantics,EXTSEM_MACROS,CORROBORATING,PRESENT
julia,BASIS_006,compiletime.semantics,EXTSEM_MACROS,CORROBORATING,PRESENT
julia,BASIS_006,compiletime.semantics,EXTSEM_COMPILETIME_META,DIRECT,PRESENT
julia,BASIS_050,compiletime.graph,EXTSEM_COMPILETIME_META,CORROBORATING,PRESENT
julia,BASIS_036,runtime.contract,EXTSEM_RUNTIME_REFLECTION,CORROBORATING,PRESENT
julia,BASIS_041,types.origin,EXTSEM_RUNTIME_REFLECTION,CORROBORATING,PRESENT
julia,BASIS_001,abi.ffi,EXTSEM_FFI,DIRECT,PRESENT
julia,BASIS_045,abi.graph,EXTSEM_FFI,CORROBORATING,PRESENT
julia,BASIS_025,module.semantics,EXTSEM_MODULE_SYSTEM,DIRECT,PRESENT
julia,BASIS_066,scope.graph,EXTSEM_MODULE_SYSTEM,CORROBORATING,PRESENT
julia,BASIS_008,control.flow,EXTSEM_ITERATORS_GENERATORS,CORROBORATING,PRESENT
julia,BASIS_054,control.flow,EXTSEM_ITERATORS_GENERATORS,CORROBORATING,PRESENT
julia,BASIS_010,coroutine.state_machine,EXTSEM_ITERATORS_GENERATORS,CORROBORATING,PRESENT
kotlin,BASIS_042,types.structure,EXTSEM_STATIC_TYPING,CORROBORATING,PRESENT
kotlin,BASIS_043,validation.contract,EXTSEM_STATIC_TYPING,CORROBORATING,PRESENT
kotlin,BASIS_042,types.structure,EXTSEM_NOMINAL_TYPE_IDENTITY,DIRECT,PRESENT
kotlin,BASIS_042,types.structure,EXTSEM_PARAMETRIC_POLYMORPHISM,CORROBORATING,PRESENT
kotlin,BASIS_040,template.instantiation,EXTSEM_PARAMETRIC_POLYMORPHISM,CORROBORATING,PRESENT
kotlin,BASIS_041,types.origin,EXTSEM_TYPE_INFERENCE,DIRECT,PRESENT
kotlin,BASIS_043,validation.contract,EXTSEM_TYPE_INFERENCE,CORROBORATING,PRESENT
kotlin,BASIS_011,data.flow,EXTSEM_FLOW_SENSITIVE_TYPING,DIRECT,PRESENT
kotlin,BASIS_055,data.flow,EXTSEM_FLOW_SENSITIVE_TYPING,DIRECT,PRESENT
kotlin,BASIS_041,types.origin,EXTSEM_FLOW_SENSITIVE_TYPING,CORROBORATING,PRESENT
kotlin,BASIS_042,types.structure,EXTSEM_TYPE_LEVEL_NULL_SAFETY,CORROBORATING,PRESENT
kotlin,BASIS_043,validation.contract,EXTSEM_TYPE_LEVEL_NULL_SAFETY,CORROBORATING,PRESENT
kotlin,BASIS_044,value.category,EXTSEM_REFERENCE_TYPES,DIRECT,PRESENT
kotlin,BASIS_023,memory.model,EXTSEM_REFERENCE_TYPES,CORROBORATING,PRESENT
kotlin,BASIS_037,scope.binding,EXTSEM_LEXICAL_SCOPING,DIRECT,PRESENT
kotlin,BASIS_065,scope.binding,EXTSEM_LEXICAL_SCOPING,DIRECT,PRESENT
kotlin,BASIS_066,scope.graph,EXTSEM_LEXICAL_SCOPING,CORROBORATING,PRESENT
kotlin,BASIS_028,nodes.expression,EXTSEM_FIRST_CLASS_FUNCTIONS,CORROBORATING,PRESENT
kotlin,BASIS_030,operations,EXTSEM_FIRST_CLASS_FUNCTIONS,CORROBORATING,PRESENT
kotlin,BASIS_004,capture.shadowing,EXTSEM_CLOSURES,DIRECT,PRESENT
kotlin,BASIS_049,capture.graph,EXTSEM_CLOSURES,DIRECT,PRESENT
kotlin,BASIS_003,binding.graph,EXTSEM_CLOSURES,CORROBORATING,PRESENT
kotlin,BASIS_047,binding.graph,EXTSEM_CLOSURES,CORROBORATING,PRESENT
kotlin,BASIS_015,evaluation.order,EXTSEM_LEFT_TO_RIGHT_GENERAL_EVAL,DIRECT,PRESENT
kotlin,BASIS_008,control.flow,EXTSEM_SHORT_CIRCUIT_BOOL,DIRECT,PRESENT
kotlin,BASIS_054,control.flow,EXTSEM_SHORT_CIRCUIT_BOOL,DIRECT,PRESENT
kotlin,BASIS_015,evaluation.order,EXTSEM_SHORT_CIRCUIT_BOOL,DIRECT,PRESENT
kotlin,BASIS_014,effects.control,EXTSEM_SHORT_CIRCUIT_BOOL,CORROBORATING,PRESENT
kotlin,BASIS_044,value.category,EXTSEM_PASS_BY_VALUE_CORE,CORROBORATING,PRESENT
kotlin,BASIS_009,conversion.semantics,EXTSEM_PASS_BY_VALUE_CORE,CORROBORATING,PRESENT
kotlin,BASIS_057,dispatch.graph,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,DIRECT,PRESENT
kotlin,BASIS_036,runtime.contract,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,CORROBORATING,PRESENT
kotlin,BASIS_067,types.graph,EXTSEM_NOMINAL_INHERITANCE,DIRECT,PRESENT
kotlin,BASIS_042,types.structure,EXTSEM_NOMINAL_INHERITANCE,CORROBORATING,PRESENT
kotlin,BASIS_031,overload.resolution,EXTSEM_OPERATOR_OVERLOADING,DIRECT,PRESENT
kotlin,BASIS_030,operations,EXTSEM_OPERATOR_OVERLOADING,CORROBORATING,PRESENT
kotlin,BASIS_042,types.structure,EXTSEM_GENERICS,CORROBORATING,PRESENT
kotlin,BASIS_040,template.instantiation,EXTSEM_GENERICS,CORROBORATING,PRESENT
kotlin,BASIS_008,control.flow,EXTSEM_PATTERN_MATCHING,CORROBORATING,PRESENT
kotlin,BASIS_054,control.flow,EXTSEM_PATTERN_MATCHING,CORROBORATING,PRESENT
kotlin,BASIS_003,binding.graph,EXTSEM_PATTERN_MATCHING,CORROBORATING,PRESENT
kotlin,BASIS_047,binding.graph,EXTSEM_PATTERN_MATCHING,CORROBORATING,PRESENT
kotlin,BASIS_028,nodes.expression,EXTSEM_PATTERN_MATCHING,CORROBORATING,PRESENT
kotlin,BASIS_016,exception.unwind,EXTSEM_EXCEPTIONS,CORROBORATING,PRESENT
kotlin,BASIS_014,effects.control,EXTSEM_EXCEPTIONS,DIRECT,PRESENT
kotlin,BASIS_008,control.flow,EXTSEM_EXCEPTIONS,CORROBORATING,PRESENT
kotlin,BASIS_054,control.flow,EXTSEM_EXCEPTIONS,CORROBORATING,PRESENT
kotlin,BASIS_014,effects.control,EXTSEM_STRUCTURED_CLEANUP,DIRECT,PRESENT
kotlin,BASIS_008,control.flow,EXTSEM_STRUCTURED_CLEANUP,CORROBORATING,PRESENT
kotlin,BASIS_054,control.flow,EXTSEM_STRUCTURED_CLEANUP,CORROBORATING,PRESENT
kotlin,BASIS_029,object.lifetime,EXTSEM_STRUCTURED_CLEANUP,CORROBORATING,PRESENT
kotlin,BASIS_010,coroutine.state_machine,EXTSEM_ASYNC_AWAIT,DIRECT,PRESENT
kotlin,BASIS_008,control.flow,EXTSEM_ASYNC_AWAIT,CORROBORATING,PRESENT
kotlin,BASIS_054,control.flow,EXTSEM_ASYNC_AWAIT,CORROBORATING,PRESENT
kotlin,BASIS_036,runtime.contract,EXTSEM_RUNTIME_REFLECTION,CORROBORATING,PRESENT
kotlin,BASIS_041,types.origin,EXTSEM_RUNTIME_REFLECTION,CORROBORATING,PRESENT
kotlin,BASIS_001,abi.ffi,EXTSEM_FFI,DIRECT,PRESENT
kotlin,BASIS_045,abi.graph,EXTSEM_FFI,CORROBORATING,PRESENT
kotlin,BASIS_025,module.semantics,EXTSEM_MODULE_SYSTEM,DIRECT,PRESENT
kotlin,BASIS_066,scope.graph,EXTSEM_MODULE_SYSTEM,CORROBORATING,PRESENT
kotlin,BASIS_008,control.flow,EXTSEM_ITERATORS_GENERATORS,CORROBORATING,PRESENT
kotlin,BASIS_054,control.flow,EXTSEM_ITERATORS_GENERATORS,CORROBORATING,PRESENT
kotlin,BASIS_010,coroutine.state_machine,EXTSEM_ITERATORS_GENERATORS,CORROBORATING,PRESENT
nim,BASIS_042,types.structure,EXTSEM_STATIC_TYPING,CORROBORATING,PRESENT
nim,BASIS_043,validation.contract,EXTSEM_STATIC_TYPING,CORROBORATING,PRESENT
nim,BASIS_042,types.structure,EXTSEM_NOMINAL_TYPE_IDENTITY,DIRECT,PRESENT
nim,BASIS_042,types.structure,EXTSEM_STRUCTURAL_CONFORMANCE,CORROBORATING,PRESENT
nim,BASIS_052,constraint.graph,EXTSEM_STRUCTURAL_CONFORMANCE,CORROBORATING,PRESENT
nim,BASIS_042,types.structure,EXTSEM_PARAMETRIC_POLYMORPHISM,CORROBORATING,PRESENT
nim,BASIS_040,template.instantiation,EXTSEM_PARAMETRIC_POLYMORPHISM,CORROBORATING,PRESENT
nim,BASIS_041,types.origin,EXTSEM_TYPE_INFERENCE,DIRECT,PRESENT
nim,BASIS_043,validation.contract,EXTSEM_TYPE_INFERENCE,CORROBORATING,PRESENT
nim,BASIS_044,value.category,EXTSEM_VALUE_TYPES,DIRECT,PRESENT
nim,BASIS_029,object.lifetime,EXTSEM_VALUE_TYPES,CORROBORATING,PRESENT
nim,BASIS_044,value.category,EXTSEM_REFERENCE_TYPES,DIRECT,PRESENT
nim,BASIS_023,memory.model,EXTSEM_REFERENCE_TYPES,CORROBORATING,PRESENT
nim,BASIS_033,pointer.provenance,EXTSEM_EXPLICIT_POINTER_REFERENCE,DIRECT,PRESENT
nim,BASIS_023,memory.model,EXTSEM_EXPLICIT_POINTER_REFERENCE,CORROBORATING,PRESENT
nim,BASIS_037,scope.binding,EXTSEM_LEXICAL_SCOPING,DIRECT,PRESENT
nim,BASIS_065,scope.binding,EXTSEM_LEXICAL_SCOPING,DIRECT,PRESENT
nim,BASIS_066,scope.graph,EXTSEM_LEXICAL_SCOPING,CORROBORATING,PRESENT
nim,BASIS_028,nodes.expression,EXTSEM_FIRST_CLASS_FUNCTIONS,CORROBORATING,PRESENT
nim,BASIS_030,operations,EXTSEM_FIRST_CLASS_FUNCTIONS,CORROBORATING,PRESENT
nim,BASIS_004,capture.shadowing,EXTSEM_CLOSURES,DIRECT,PRESENT
nim,BASIS_049,capture.graph,EXTSEM_CLOSURES,DIRECT,PRESENT
nim,BASIS_003,binding.graph,EXTSEM_CLOSURES,CORROBORATING,PRESENT
nim,BASIS_047,binding.graph,EXTSEM_CLOSURES,CORROBORATING,PRESENT
nim,BASIS_015,evaluation.order,EXTSEM_LEFT_TO_RIGHT_GENERAL_EVAL,DIRECT,PRESENT
nim,BASIS_008,control.flow,EXTSEM_SHORT_CIRCUIT_BOOL,DIRECT,PRESENT
nim,BASIS_054,control.flow,EXTSEM_SHORT_CIRCUIT_BOOL,DIRECT,PRESENT
nim,BASIS_015,evaluation.order,EXTSEM_SHORT_CIRCUIT_BOOL,DIRECT,PRESENT
nim,BASIS_014,effects.control,EXTSEM_SHORT_CIRCUIT_BOOL,CORROBORATING,PRESENT
nim,BASIS_044,value.category,EXTSEM_PASS_BY_VALUE_CORE,CORROBORATING,PRESENT
nim,BASIS_009,conversion.semantics,EXTSEM_PASS_BY_VALUE_CORE,CORROBORATING,PRESENT
nim,BASIS_044,value.category,EXTSEM_BYREF_PARAMETER_FORM,CORROBORATING,PRESENT
nim,BASIS_023,memory.model,EXTSEM_BYREF_PARAMETER_FORM,CORROBORATING,PRESENT
nim,BASIS_032,ownership.lifetime,EXTSEM_BYREF_PARAMETER_FORM,CORROBORATING,PRESENT
nim,BASIS_057,dispatch.graph,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,DIRECT,PRESENT
nim,BASIS_036,runtime.contract,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,CORROBORATING,PRESENT
nim,BASIS_052,constraint.graph,EXTSEM_STRUCTURAL_INTERFACE_CONFORMANCE,DIRECT,PRESENT
nim,BASIS_042,types.structure,EXTSEM_STRUCTURAL_INTERFACE_CONFORMANCE,CORROBORATING,PRESENT
nim,BASIS_031,overload.resolution,EXTSEM_OPERATOR_OVERLOADING,DIRECT,PRESENT
nim,BASIS_030,operations,EXTSEM_OPERATOR_OVERLOADING,CORROBORATING,PRESENT
nim,BASIS_042,types.structure,EXTSEM_GENERICS,CORROBORATING,PRESENT
nim,BASIS_040,template.instantiation,EXTSEM_GENERICS,CORROBORATING,PRESENT
nim,BASIS_016,exception.unwind,EXTSEM_EXCEPTIONS,CORROBORATING,PRESENT
nim,BASIS_014,effects.control,EXTSEM_EXCEPTIONS,DIRECT,PRESENT
nim,BASIS_008,control.flow,EXTSEM_EXCEPTIONS,CORROBORATING,PRESENT
nim,BASIS_054,control.flow,EXTSEM_EXCEPTIONS,CORROBORATING,PRESENT
nim,BASIS_013,effect.graph,EXTSEM_CHECKED_ERROR_EFFECT,DIRECT,PRESENT
nim,BASIS_058,effect.graph,EXTSEM_CHECKED_ERROR_EFFECT,DIRECT,PRESENT
nim,BASIS_043,validation.contract,EXTSEM_CHECKED_ERROR_EFFECT,DIRECT,PRESENT
nim,BASIS_014,effects.control,EXTSEM_STRUCTURED_CLEANUP,DIRECT,PRESENT
nim,BASIS_008,control.flow,EXTSEM_STRUCTURED_CLEANUP,CORROBORATING,PRESENT
nim,BASIS_054,control.flow,EXTSEM_STRUCTURED_CLEANUP,CORROBORATING,PRESENT
nim,BASIS_029,object.lifetime,EXTSEM_STRUCTURED_CLEANUP,CORROBORATING,PRESENT
nim,BASIS_029,object.lifetime,EXTSEM_RAII_DESTRUCTORS,DIRECT,PRESENT
nim,BASIS_032,ownership.lifetime,EXTSEM_RAII_DESTRUCTORS,DIRECT,PRESENT
nim,BASIS_023,memory.model,EXTSEM_REFERENCE_COUNTING,DIRECT,PRESENT
nim,BASIS_029,object.lifetime,EXTSEM_REFERENCE_COUNTING,DIRECT,PRESENT
nim,BASIS_043,validation.contract,EXTSEM_UNSAFE_ESCAPE,CORROBORATING,PRESENT
nim,BASIS_036,runtime.contract,EXTSEM_UNSAFE_ESCAPE,CORROBORATING,PRESENT
nim,BASIS_007,concurrency.model,EXTSEM_CONCURRENCY_PRIMITIVES,DIRECT,PRESENT
nim,BASIS_051,concurrency.graph,EXTSEM_CONCURRENCY_PRIMITIVES,CORROBORATING,PRESENT
nim,BASIS_034,preprocessor.semantics,EXTSEM_MACROS,CORROBORATING,PRESENT
nim,BASIS_006,compiletime.semantics,EXTSEM_MACROS,CORROBORATING,PRESENT
nim,BASIS_006,compiletime.semantics,EXTSEM_COMPILETIME_META,DIRECT,PRESENT
nim,BASIS_050,compiletime.graph,EXTSEM_COMPILETIME_META,CORROBORATING,PRESENT
nim,BASIS_001,abi.ffi,EXTSEM_FFI,DIRECT,PRESENT
nim,BASIS_045,abi.graph,EXTSEM_FFI,CORROBORATING,PRESENT
nim,BASIS_025,module.semantics,EXTSEM_MODULE_SYSTEM,DIRECT,PRESENT
nim,BASIS_066,scope.graph,EXTSEM_MODULE_SYSTEM,CORROBORATING,PRESENT
nim,BASIS_008,control.flow,EXTSEM_ITERATORS_GENERATORS,CORROBORATING,PRESENT
nim,BASIS_054,control.flow,EXTSEM_ITERATORS_GENERATORS,CORROBORATING,PRESENT
nim,BASIS_010,coroutine.state_machine,EXTSEM_ITERATORS_GENERATORS,CORROBORATING,PRESENT
nim,BASIS_042,types.structure,EXTSEM_SUM_VARIANTS,DIRECT,PRESENT
nim,BASIS_008,control.flow,EXTSEM_SUM_VARIANTS,CORROBORATING,PRESENT
nim,BASIS_054,control.flow,EXTSEM_SUM_VARIANTS,CORROBORATING,PRESENT
python,BASIS_041,types.origin,EXTSEM_DYNAMIC_TYPING,CORROBORATING,PRESENT
python,BASIS_036,runtime.contract,EXTSEM_DYNAMIC_TYPING,CORROBORATING,PRESENT
python,BASIS_042,types.structure,EXTSEM_STRUCTURAL_CONFORMANCE,CORROBORATING,PRESENT
python,BASIS_052,constraint.graph,EXTSEM_STRUCTURAL_CONFORMANCE,CORROBORATING,PRESENT
python,BASIS_044,value.category,EXTSEM_REFERENCE_TYPES,DIRECT,PRESENT
python,BASIS_023,memory.model,EXTSEM_REFERENCE_TYPES,CORROBORATING,PRESENT
python,BASIS_037,scope.binding,EXTSEM_LEXICAL_SCOPING,DIRECT,PRESENT
python,BASIS_065,scope.binding,EXTSEM_LEXICAL_SCOPING,DIRECT,PRESENT
python,BASIS_066,scope.graph,EXTSEM_LEXICAL_SCOPING,CORROBORATING,PRESENT
python,BASIS_028,nodes.expression,EXTSEM_FIRST_CLASS_FUNCTIONS,CORROBORATING,PRESENT
python,BASIS_030,operations,EXTSEM_FIRST_CLASS_FUNCTIONS,CORROBORATING,PRESENT
python,BASIS_004,capture.shadowing,EXTSEM_CLOSURES,DIRECT,PRESENT
python,BASIS_049,capture.graph,EXTSEM_CLOSURES,DIRECT,PRESENT
python,BASIS_003,binding.graph,EXTSEM_CLOSURES,CORROBORATING,PRESENT
python,BASIS_047,binding.graph,EXTSEM_CLOSURES,CORROBORATING,PRESENT
python,BASIS_015,evaluation.order,EXTSEM_LEFT_TO_RIGHT_GENERAL_EVAL,DIRECT,PRESENT
python,BASIS_008,control.flow,EXTSEM_SHORT_CIRCUIT_BOOL,DIRECT,PRESENT
python,BASIS_054,control.flow,EXTSEM_SHORT_CIRCUIT_BOOL,DIRECT,PRESENT
python,BASIS_015,evaluation.order,EXTSEM_SHORT_CIRCUIT_BOOL,DIRECT,PRESENT
python,BASIS_014,effects.control,EXTSEM_SHORT_CIRCUIT_BOOL,CORROBORATING,PRESENT
python,BASIS_057,dispatch.graph,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,DIRECT,PRESENT
python,BASIS_036,runtime.contract,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,CORROBORATING,PRESENT
python,BASIS_052,constraint.graph,EXTSEM_STRUCTURAL_INTERFACE_CONFORMANCE,DIRECT,PRESENT
python,BASIS_042,types.structure,EXTSEM_STRUCTURAL_INTERFACE_CONFORMANCE,CORROBORATING,PRESENT
python,BASIS_067,types.graph,EXTSEM_NOMINAL_INHERITANCE,DIRECT,PRESENT
python,BASIS_042,types.structure,EXTSEM_NOMINAL_INHERITANCE,CORROBORATING,PRESENT
python,BASIS_031,overload.resolution,EXTSEM_OPERATOR_OVERLOADING,DIRECT,PRESENT
python,BASIS_030,operations,EXTSEM_OPERATOR_OVERLOADING,CORROBORATING,PRESENT
python,BASIS_008,control.flow,EXTSEM_PATTERN_MATCHING,CORROBORATING,PRESENT
python,BASIS_054,control.flow,EXTSEM_PATTERN_MATCHING,CORROBORATING,PRESENT
python,BASIS_003,binding.graph,EXTSEM_PATTERN_MATCHING,CORROBORATING,PRESENT
python,BASIS_047,binding.graph,EXTSEM_PATTERN_MATCHING,CORROBORATING,PRESENT
python,BASIS_028,nodes.expression,EXTSEM_PATTERN_MATCHING,CORROBORATING,PRESENT
python,BASIS_016,exception.unwind,EXTSEM_EXCEPTIONS,CORROBORATING,PRESENT
python,BASIS_014,effects.control,EXTSEM_EXCEPTIONS,DIRECT,PRESENT
python,BASIS_008,control.flow,EXTSEM_EXCEPTIONS,CORROBORATING,PRESENT
python,BASIS_054,control.flow,EXTSEM_EXCEPTIONS,CORROBORATING,PRESENT
python,BASIS_014,effects.control,EXTSEM_STRUCTURED_CLEANUP,DIRECT,PRESENT
python,BASIS_008,control.flow,EXTSEM_STRUCTURED_CLEANUP,CORROBORATING,PRESENT
python,BASIS_054,control.flow,EXTSEM_STRUCTURED_CLEANUP,CORROBORATING,PRESENT
python,BASIS_029,object.lifetime,EXTSEM_STRUCTURED_CLEANUP,CORROBORATING,PRESENT
python,BASIS_023,memory.model,EXTSEM_GARBAGE_COLLECTION,DIRECT,PRESENT
