state_id,language,rule,operators
S000627,cpp,for_range_loop,FIELD|SEQ|STRING|SYMBOL
S000484,cpp,for_statement,FIELD|SEQ|STRING|SYMBOL
S000598,cpp,friend_declaration,BLANK|CHOICE|SEQ|STRING|SYMBOL
S000439,cpp,function_declarator,FIELD|PREC_DYNAMIC|SEQ|SYMBOL
S000402,cpp,function_definition,BLANK|CHOICE|FIELD|SEQ|SYMBOL
S000441,cpp,function_field_declarator,FIELD|PREC_DYNAMIC|SEQ|SYMBOL
S000442,cpp,function_type_declarator,FIELD|PREC|SEQ|SYMBOL
S000510,cpp,generic_expression,PREC|REPEAT|SEQ|STRING|SYMBOL
S000571,cpp,global_module_fragment_declaration,SEQ|STRING
S000519,cpp,gnu_asm_clobber_list,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S000513,cpp,gnu_asm_expression,BLANK|CHOICE|FIELD|PREC|REPEAT|SEQ|STRING|SYMBOL
S000520,cpp,gnu_asm_goto_list,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S000518,cpp,gnu_asm_input_operand,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S000517,cpp,gnu_asm_input_operand_list,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S000516,cpp,gnu_asm_output_operand,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S000515,cpp,gnu_asm_output_operand_list,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S000514,cpp,gnu_asm_qualifier,CHOICE|STRING
S000489,cpp,goto_statement,FIELD|SEQ|STRING|SYMBOL
S000540,cpp,identifier,PATTERN
S000669,cpp,identifier_parameter_pack_expansion,FIELD|SEQ|STRING|SYMBOL
S000478,cpp,if_statement,BLANK|CHOICE|FIELD|PREC_RIGHT|SEQ|STRING|SYMBOL
S000570,cpp,import_declaration,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S000449,cpp,init_declarator,CHOICE|FIELD|SEQ|STRING|SYMBOL
S000629,cpp,init_statement,CHOICE|SYMBOL
S000526,cpp,initializer_list,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S000527,cpp,initializer_pair,CHOICE|FIELD|REPEAT1|SEQ|STRING|SYMBOL
S000588,cpp,inline_method_definition,CHOICE|FIELD|SEQ|SYMBOL
S000475,cpp,labeled_statement,CHOICE|FIELD|SEQ|STRING|SYMBOL
S000659,cpp,lambda_capture_initializer,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S000656,cpp,lambda_capture_specifier,BLANK|CHOICE|PREC|REPEAT|SEQ|STRING|SYMBOL
S000654,cpp,lambda_declarator,BLANK|CHOICE|FIELD|REPEAT|REPEAT1|SEQ|SYMBOL
S000657,cpp,lambda_default_capture,CHOICE|STRING
S000655,cpp,lambda_expression,BLANK|CHOICE|FIELD|SEQ|SYMBOL
S000653,cpp,lambda_specifier,CHOICE|STRING
S000410,cpp,linkage_specification,CHOICE|FIELD|SEQ|STRING|SYMBOL
S000688,cpp,literal_suffix,IMMEDIATE_TOKEN|PATTERN
S000545,cpp,macro_type_specifier,FIELD|PREC_DYNAMIC|SEQ|STRING|SYMBOL
S000568,cpp,module_declaration,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S000566,cpp,module_name,REPEAT|SEQ|STRING|SYMBOL
S000567,cpp,module_partition,SEQ|STRING|SYMBOL
S000415,cpp,ms_based_modifier,SEQ|STRING|SYMBOL
S000416,cpp,ms_call_modifier,CHOICE|STRING
S000414,cpp,ms_declspec_modifier,SEQ|STRING|SYMBOL
S000421,cpp,ms_pointer_modifier,CHOICE|SYMBOL
S000417,cpp,ms_restrict_modifier,STRING
S000419,cpp,ms_signed_ptr_modifier,STRING
S000420,cpp,ms_unaligned_ptr_modifier,CHOICE|STRING
S000418,cpp,ms_unsigned_ptr_modifier,STRING
S000619,cpp,namespace_alias_definition,CHOICE|FIELD|SEQ|STRING|SYMBOL
S000618,cpp,namespace_definition,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S000621,cpp,nested_namespace_specifier,BLANK|CHOICE|PREC|SEQ|STRING|SYMBOL
S000641,cpp,new_declarator,BLANK|CHOICE|FIELD|PREC_RIGHT|SEQ|STRING|SYMBOL
S000640,cpp,new_expression,BLANK|CHOICE|FIELD|PREC_RIGHT|SEQ|STRING|SYMBOL
S000612,cpp,noexcept,BLANK|CHOICE|PREC_RIGHT|SEQ|STRING|SYMBOL
S000539,cpp,null,CHOICE|STRING
S000531,cpp,number_literal,BLANK|CHOICE|PATTERN|REPEAT|REPEAT1|SEQ|STRING|TOKEN
S000509,cpp,offsetof_expression,FIELD|PREC|SEQ|STRING|SYMBOL
S000585,cpp,operator_cast,FIELD|PREC_RIGHT|SEQ|STRING|SYMBOL
S000591,cpp,operator_cast_declaration,ALIAS|BLANK|CHOICE|FIELD|PREC|REPEAT|SEQ|STRING|SYMBOL
S000590,cpp,operator_cast_definition,ALIAS|CHOICE|FIELD|REPEAT|SEQ|SYMBOL
S000686,cpp,operator_name,BLANK|CHOICE|PREC|SEQ|STRING|SYMBOL
S000581,cpp,optional_parameter_declaration,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S000578,cpp,optional_type_parameter_declaration,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S000470,cpp,parameter_declaration,BLANK|CHOICE|FIELD|REPEAT|SEQ|SYMBOL
S000468,cpp,parameter_list,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S000667,cpp,parameter_pack_expansion,FIELD|PREC|SEQ|STRING|SYMBOL
S000428,cpp,parenthesized_declarator,BLANK|CHOICE|PREC_DYNAMIC|SEQ|STRING|SYMBOL
S000525,cpp,parenthesized_expression,ALIAS|CHOICE|SEQ|STRING|SYMBOL
S000429,cpp,parenthesized_field_declarator,BLANK|CHOICE|PREC_DYNAMIC|SEQ|STRING|SYMBOL
S000430,cpp,parenthesized_type_declarator,BLANK|CHOICE|PREC_DYNAMIC|SEQ|STRING|SYMBOL
S000552,cpp,placeholder_type_specifier,ALIAS|BLANK|CHOICE|FIELD|PREC|SEQ|SYMBOL
S000435,cpp,pointer_declarator,BLANK|CHOICE|FIELD|PREC_DYNAMIC|PREC_RIGHT|REPEAT|SEQ|STRING|SYMBOL
S000501,cpp,pointer_expression,CHOICE|FIELD|PREC_LEFT|SEQ|STRING|SYMBOL
S000436,cpp,pointer_field_declarator,BLANK|CHOICE|FIELD|PREC_DYNAMIC|PREC_RIGHT|REPEAT|SEQ|STRING|SYMBOL
S000437,cpp,pointer_type_declarator,BLANK|CHOICE|FIELD|PREC_DYNAMIC|PREC_RIGHT|REPEAT|SEQ|STRING|SYMBOL
S000393,cpp,preproc_arg,PATTERN|PREC|TOKEN
S000400,cpp,preproc_argument_list,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S000401,cpp,preproc_binary_expression,CHOICE|FIELD|PREC_LEFT|SEQ|STRING|SYMBOL
S000372,cpp,preproc_call,BLANK|CHOICE|FIELD|IMMEDIATE_TOKEN|PATTERN|SEQ|SYMBOL
S000399,cpp,preproc_call_expression,ALIAS|FIELD|PREC|SEQ|SYMBOL
S000369,cpp,preproc_def,ALIAS|BLANK|CHOICE|FIELD|IMMEDIATE_TOKEN|PATTERN|SEQ|SYMBOL
S000397,cpp,preproc_defined,CHOICE|PREC|SEQ|STRING|SYMBOL
S000394,cpp,preproc_directive,PATTERN
S000376,cpp,preproc_elif,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|REPEAT|SEQ|STRING|SYMBOL
S000550,cpp,preproc_elif_in_block,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|REPEAT|SEQ|STRING|SYMBOL
S000386,cpp,preproc_elif_in_enumerator_list,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|REPEAT|SEQ|STRING|SYMBOL
S000391,cpp,preproc_elif_in_enumerator_list_no_comma,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|REPEAT|SEQ|STRING|SYMBOL
S000381,cpp,preproc_elif_in_field_declaration_list,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|REPEAT|SEQ|STRING|SYMBOL
S000377,cpp,preproc_elifdef,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|REPEAT|SEQ|SYMBOL
S000551,cpp,preproc_elifdef_in_block,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|REPEAT|SEQ|SYMBOL
S000387,cpp,preproc_elifdef_in_enumerator_list,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|REPEAT|SEQ|STRING|SYMBOL
S000392,cpp,preproc_elifdef_in_enumerator_list_no_comma,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|REPEAT|SEQ|SYMBOL
S000382,cpp,preproc_elifdef_in_field_declaration_list,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|REPEAT|SEQ|SYMBOL
S000375,cpp,preproc_else,ALIAS|PATTERN|PREC|REPEAT|SEQ|SYMBOL
S000549,cpp,preproc_else_in_block,ALIAS|PATTERN|PREC|REPEAT|SEQ|SYMBOL
S000385,cpp,preproc_else_in_enumerator_list,ALIAS|PATTERN|PREC|REPEAT|SEQ|STRING|SYMBOL
S000390,cpp,preproc_else_in_enumerator_list_no_comma,ALIAS|PATTERN|PREC|REPEAT|SEQ|SYMBOL
S000380,cpp,preproc_else_in_field_declaration_list,ALIAS|PATTERN|PREC|REPEAT|SEQ|SYMBOL
S000370,cpp,preproc_function_def,ALIAS|BLANK|CHOICE|FIELD|IMMEDIATE_TOKEN|PATTERN|SEQ|SYMBOL
S000373,cpp,preproc_if,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|REPEAT|SEQ|STRING|SYMBOL
S000547,cpp,preproc_if_in_block,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|REPEAT|SEQ|STRING|SYMBOL
S000383,cpp,preproc_if_in_enumerator_list,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|REPEAT|SEQ|STRING|SYMBOL
S000388,cpp,preproc_if_in_enumerator_list_no_comma,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|REPEAT|SEQ|STRING|SYMBOL
S000378,cpp,preproc_if_in_field_declaration_list,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|REPEAT|SEQ|STRING|SYMBOL
S000374,cpp,preproc_ifdef,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|REPEAT|SEQ|SYMBOL
S000548,cpp,preproc_ifdef_in_block,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|REPEAT|SEQ|SYMBOL
S000384,cpp,preproc_ifdef_in_enumerator_list,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|REPEAT|SEQ|STRING|SYMBOL
S000389,cpp,preproc_ifdef_in_enumerator_list_no_comma,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|REPEAT|SEQ|SYMBOL
S000379,cpp,preproc_ifdef_in_field_declaration_list,ALIAS|BLANK|CHOICE|FIELD|PATTERN|PREC|REPEAT|SEQ|SYMBOL
S000368,cpp,preproc_include,ALIAS|CHOICE|FIELD|IMMEDIATE_TOKEN|PATTERN|SEQ|SYMBOL
S000371,cpp,preproc_params,BLANK|CHOICE|IMMEDIATE_TOKEN|REPEAT|SEQ|STRING|SYMBOL
S000396,cpp,preproc_parenthesized_expression,SEQ|STRING|SYMBOL
S000398,cpp,preproc_unary_expression,CHOICE|FIELD|PREC_LEFT|SEQ|STRING|SYMBOL
S000456,cpp,primitive_type,CHOICE|STRING|TOKEN
S000572,cpp,private_module_fragment_declaration,SEQ|STRING
S000597,cpp,pure_virtual_clause,PATTERN|SEQ|STRING
S000675,cpp,qualified_field_identifier,ALIAS|CHOICE|FIELD|PREC_DYNAMIC|SEQ|SYMBOL
S000676,cpp,qualified_identifier,ALIAS|BLANK|CHOICE|FIELD|PREC_DYNAMIC|SEQ|STRING|SYMBOL
S000678,cpp,qualified_operator_cast_identifier,ALIAS|CHOICE|FIELD|SEQ|SYMBOL
S000677,cpp,qualified_type_identifier,ALIAS|CHOICE|FIELD|PREC_DYNAMIC|SEQ|SYMBOL
S000637,cpp,raw_string_literal,CHOICE|FIELD|SEQ|STRING|SYMBOL
S000605,cpp,ref_qualifier,CHOICE|STRING
S000600,cpp,reference_declarator,CHOICE|PREC_DYNAMIC|PREC_RIGHT|SEQ|STRING|SYMBOL
S000601,cpp,reference_field_declarator,CHOICE|PREC_DYNAMIC|PREC_RIGHT|SEQ|STRING|SYMBOL
S000602,cpp,reference_type_declarator,CHOICE|PREC_DYNAMIC|PREC_RIGHT|SEQ|STRING|SYMBOL
S000680,cpp,reflect_expression,CHOICE|PREC_RIGHT|SEQ|STRING|SYMBOL
S000646,cpp,requirement_seq,REPEAT|SEQ|STRING|SYMBOL
S000650,cpp,requires_clause,FIELD|SEQ|STRING|SYMBOL
S000652,cpp,requires_expression,ALIAS|BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S000651,cpp,requires_parameter_list,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S000486,cpp,return_statement,BLANK|CHOICE|SEQ|STRING|SYMBOL
S000491,cpp,seh_except_clause,FIELD|SEQ|STRING|SYMBOL
S000492,cpp,seh_finally_clause,FIELD|SEQ|STRING|SYMBOL
S000493,cpp,seh_leave_statement,SEQ|STRING
S000490,cpp,seh_try_statement,CHOICE|FIELD|SEQ|STRING|SYMBOL
S000455,cpp,sized_type_specifier,BLANK|CHOICE|FIELD|PREC_DYNAMIC|REPEAT|REPEAT1|SEQ|STRING|SYMBOL
S000507,cpp,sizeof_expression,CHOICE|FIELD|PREC|PREC_RIGHT|SEQ|STRING|SYMBOL
S000684,cpp,splice_expression,CHOICE|PREC_RIGHT|SEQ|STRING|SYMBOL
S000681,cpp,splice_specifier,SEQ|STRING|SYMBOL
S000683,cpp,splice_type_specifier,CHOICE|PREC_RIGHT|SYMBOL
S000472,cpp,statement,CHOICE|SYMBOL
S000624,cpp,static_assert_declaration,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S000451,cpp,storage_class_specifier,CHOICE|STRING
S000534,cpp,string_literal,ALIAS|CHOICE|IMMEDIATE_TOKEN|PATTERN|PREC|REPEAT|SEQ|STRING|SYMBOL
S000459,cpp,struct_specifier,SEQ|STRING|SYMBOL
S000604,cpp,structured_binding_declarator,PREC_DYNAMIC|REPEAT|SEQ|STRING|SYMBOL
S000638,cpp,subscript_argument_list,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S000528,cpp,subscript_designator,SEQ|STRING|SYMBOL
S000511,cpp,subscript_expression,FIELD|PREC|SEQ|SYMBOL
S000529,cpp,subscript_range_designator,FIELD|SEQ|STRING|SYMBOL
S000480,cpp,switch_statement,FIELD|SEQ|STRING|SYMBOL
S000536,cpp,system_lib_string,CHOICE|PATTERN|REPEAT|SEQ|STRING|TOKEN
S000617,cpp,template_argument_list,ALIAS|BLANK|CHOICE|PREC|PREC_DYNAMIC|REPEAT|SEQ|STRING|SYMBOL|TOKEN
S000573,cpp,template_declaration,ALIAS|BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S000616,cpp,template_function,FIELD|SEQ|SYMBOL
S000574,cpp,template_instantiation,BLANK|CHOICE|FIELD|PREC|SEQ|STRING|SYMBOL
S000615,cpp,template_method,CHOICE|FIELD|SEQ|SYMBOL
S000575,cpp,template_parameter_list,ALIAS|BLANK|CHOICE|PREC|REPEAT|SEQ|STRING|SYMBOL|TOKEN
S000579,cpp,template_template_parameter_declaration,CHOICE|FIELD|SEQ|STRING|SYMBOL
S000614,cpp,template_type,FIELD|SEQ|SYMBOL
S000687,cpp,this,STRING
S000613,cpp,throw_specifier,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S000634,cpp,throw_statement,BLANK|CHOICE|SEQ|STRING|SYMBOL
S000611,cpp,trailing_return_type,SEQ|STRING|SYMBOL
S000365,cpp,translation_unit,REPEAT|SYMBOL
S000537,cpp,true,CHOICE|STRING|TOKEN
S000635,cpp,try_statement,FIELD|REPEAT1|SEQ|STRING|SYMBOL
S000405,cpp,type_definition,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S000506,cpp,type_descriptor,BLANK|CHOICE|FIELD|PREC_RIGHT|REPEAT|SEQ|SYMBOL
S000576,cpp,type_parameter_declaration,BLANK|CHOICE|PREC|SEQ|STRING|SYMBOL
S000668,cpp,type_parameter_pack_expansion,FIELD|SEQ|STRING|SYMBOL
S000452,cpp,type_qualifier,CHOICE|STRING|SYMBOL
S000643,cpp,type_requirement,SEQ|STRING|SYMBOL
S000454,cpp,type_specifier,ALIAS|CHOICE|PREC_RIGHT|SYMBOL
S000502,cpp,unary_expression,CHOICE|FIELD|PREC_LEFT|SEQ|STRING|SYMBOL
S000460,cpp,union_specifier,SEQ|STRING|SYMBOL
S000504,cpp,update_expression,CHOICE|FIELD|PREC_RIGHT|SEQ|STRING|SYMBOL
S000689,cpp,user_defined_literal,CHOICE|SEQ|SYMBOL
S000622,cpp,using_declaration,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S000583,cpp,variadic_declarator,BLANK|CHOICE|SEQ|STRING|SYMBOL
S000467,cpp,variadic_parameter,STRING
S000582,cpp,variadic_parameter_declaration,ALIAS|CHOICE|FIELD|SEQ|SYMBOL
S000584,cpp,variadic_reference_declarator,CHOICE|SEQ|STRING|SYMBOL
S000577,cpp,variadic_type_parameter_declaration,BLANK|CHOICE|PREC|SEQ|STRING|SYMBOL
S000561,cpp,virtual_specifier,CHOICE|STRING
S000482,cpp,while_statement,FIELD|SEQ|STRING|SYMBOL
S001645,csharp,_address_of_expression,PREC_RIGHT|SEQ|STRING|SYMBOL
S001696,csharp,_anonymous_object_member_declarator,CHOICE|SEQ|STRING|SYMBOL
S001565,csharp,_array_base_type,CHOICE|SYMBOL
S001488,csharp,_attribute_list,CHOICE|SYMBOL
S001495,csharp,_class_declaration_initializer,CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S001618,csharp,_complex_invocation_expression,CHOICE|FIELD|PREC|SEQ|SYMBOL
S001528,csharp,_constructor_declaration_initializer,BLANK|CHOICE|FIELD|REPEAT|SEQ|SYMBOL
S001509,csharp,_declaration_list_body,CHOICE|FIELD|SEQ|STRING|SYMBOL
S001505,csharp,_delegate_declaration_initializer,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S001499,csharp,_enum_declaration_initializer,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S001639,csharp,_expression_statement_expression,CHOICE|SYMBOL
S001525,csharp,_extension_member_declaration,CHOICE|SYMBOL
S001590,csharp,_for_statement_conditions,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S001606,csharp,_foreach_statement_initializer,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S001549,csharp,_function_body,CHOICE|FIELD|SEQ|STRING|SYMBOL
S001732,csharp,_identifier_token,BLANK|CHOICE|PATTERN|SEQ|STRING|TOKEN
S001692,csharp,_implicit_parameter_list_with_modifiers,ALIAS|CHOICE|REPEAT|REPEAT1|SEQ|STRING|SYMBOL
S001503,csharp,_interface_declaration_initializer,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S001679,csharp,_interpolated_raw_string_content,ALIAS|CHOICE|SYMBOL
S001677,csharp,_interpolated_string_content,ALIAS|CHOICE|SYMBOL
S001678,csharp,_interpolated_verbatim_string_content,ALIAS|CHOICE|SYMBOL
S001652,csharp,_join_body,SEQ|STRING|SYMBOL
S001651,csharp,_join_header,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S001690,csharp,_lambda_expression_init,ALIAS|BLANK|CHOICE|FIELD|PREC|REPEAT|SEQ|STRING|SYMBOL
S001691,csharp,_lambda_parameters,ALIAS|CHOICE|PREC|SYMBOL
S001613,csharp,_local_function_declaration,BLANK|CHOICE|FIELD|REPEAT|SEQ|SYMBOL
S001556,csharp,_name,CHOICE|SYMBOL
S001617,csharp,_name_invocation_pattern,FIELD|SEQ|SYMBOL
S001490,csharp,_namespace_member_declaration,CHOICE|SYMBOL
S001568,csharp,_nullable_base_type,CHOICE|SYMBOL
S001686,csharp,_object_creation_type,CHOICE|SYMBOL
S001656,csharp,_ordering,BLANK|CHOICE|SEQ|STRING|SYMBOL
S001542,csharp,_parameter_array,FIELD|REPEAT|SEQ|STRING|SYMBOL
S001540,csharp,_parameter_type_with_modifiers,ALIAS|CHOICE|FIELD|PREC_LEFT|REPEAT|SEQ|STRING|SYMBOL
S001688,csharp,_parenthesized_lvalue_expression,SEQ|STRING|SYMBOL
S001615,csharp,_parenthesized_pattern_with_designation,SEQ|STRING|SYMBOL
S001570,csharp,_pointer_base_type,CHOICE|SYMBOL
S001644,csharp,_pointer_indirection_expression,PREC_RIGHT|SEQ|STRING|SYMBOL
S001752,csharp,_preproc_expression,ALIAS|CHOICE|SYMBOL
S001648,csharp,_query_body,PREC_RIGHT|REPEAT|SEQ|STRING|SYMBOL
S001649,csharp,_query_clause,CHOICE|SYMBOL
S001507,csharp,_record_declaration_initializer,ALIAS|BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S001576,csharp,_ref_base_type,CHOICE|SYMBOL
S001734,csharp,_reserved_identifier,CHOICE|STRING
S001578,csharp,_scoped_base_type,CHOICE|SYMBOL
S001658,csharp,_select_or_group_clause,CHOICE|SYMBOL
S001558,csharp,_simple_name,CHOICE|SYMBOL
S001497,csharp,_struct_declaration_initializer,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S001670,csharp,_switch_expression_body,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001478,csharp,_top_level_item,CHOICE|PREC|SYMBOL
S001479,csharp,_top_level_item_no_statement,ALIAS|CHOICE|SYMBOL
S001634,csharp,_variable_designation,CHOICE|FIELD|PREC|SYMBOL
S001708,csharp,_with_body,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001534,csharp,accessor_declaration,CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S001533,csharp,accessor_list,REPEAT|SEQ|STRING|SYMBOL
S001557,csharp,alias_qualified_name,FIELD|SEQ|STRING|SYMBOL
S001631,csharp,and_pattern,FIELD|PREC_LEFT|SEQ|STRING|SYMBOL
S001694,csharp,anonymous_method_expression,ALIAS|BLANK|CHOICE|FIELD|PREC|REPEAT|SEQ|STRING|SYMBOL
S001695,csharp,anonymous_object_creation_expression,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001546,csharp,argument,BLANK|CHOICE|FIELD|PREC|SEQ|STRING|SYMBOL
S001544,csharp,argument_list,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001693,csharp,array_creation_expression,BLANK|CHOICE|FIELD|PREC_DYNAMIC|SEQ|STRING|SYMBOL
S001566,csharp,array_rank_specifier,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001564,csharp,array_type,FIELD|SEQ|SYMBOL
S001548,csharp,arrow_expression_clause,SEQ|STRING|SYMBOL
S001663,csharp,as_expression,FIELD|PREC|SEQ|STRING|SYMBOL
S001640,csharp,assignment_expression,CHOICE|FIELD|SEQ|STRING|SYMBOL
S001484,csharp,attribute,BLANK|CHOICE|FIELD|SEQ|SYMBOL
S001486,csharp,attribute_argument,BLANK|CHOICE|FIELD|PREC|SEQ|STRING|SYMBOL
S001485,csharp,attribute_argument_list,BLANK|CHOICE|PREC|REPEAT|SEQ|STRING|SYMBOL
S001487,csharp,attribute_list,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001489,csharp,attribute_target_specifier,CHOICE|PREC|SEQ|STRING
S001673,csharp,await_expression,PREC_RIGHT|SEQ|STRING|SYMBOL
S001514,csharp,base_list,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001641,csharp,binary_expression,CHOICE|FIELD|PREC_LEFT|PREC_RIGHT|SEQ|STRING|SYMBOL
S001547,csharp,block,REPEAT|SEQ|STRING|SYMBOL
S001731,csharp,boolean_literal,CHOICE|STRING
S001554,csharp,bracketed_argument_list,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001536,csharp,bracketed_parameter_list,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001582,csharp,break_statement,SEQ|STRING
S001572,csharp,calling_convention,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001666,csharp,cast_expression,FIELD|PREC|PREC_DYNAMIC|SEQ|STRING|SYMBOL
S001599,csharp,catch_clause,CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S001600,csharp,catch_declaration,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL
S001601,csharp,catch_filter_clause,SEQ|STRING|SYMBOL
S001721,csharp,character_literal,CHOICE|SEQ|STRING|SYMBOL
S001722,csharp,character_literal_content,IMMEDIATE_TOKEN|PATTERN
S001667,csharp,checked_expression,CHOICE|SEQ|STRING|SYMBOL
S001583,csharp,checked_statement,CHOICE|SEQ|STRING|SYMBOL
S001494,csharp,class_declaration,SEQ|SYMBOL
S001701,csharp,collection_element,CHOICE|SYMBOL
S001700,csharp,collection_expression,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001766,csharp,comment,CHOICE|PATTERN|SEQ|STRING|TOKEN
S001477,csharp,compilation_unit,BLANK|CHOICE|REPEAT|SEQ|SYMBOL
S001662,csharp,conditional_access_expression,ALIAS|CHOICE|FIELD|PREC_RIGHT|SEQ|STRING|SYMBOL
S001661,csharp,conditional_expression,FIELD|PREC_RIGHT|SEQ|STRING|SYMBOL
S001616,csharp,constant_pattern,ALIAS|CHOICE|SYMBOL
S001517,csharp,constructor_constraint,SEQ|STRING
S001527,csharp,constructor_declaration,SEQ|SYMBOL
S001543,csharp,constructor_initializer,CHOICE|SEQ|STRING|SYMBOL
S001584,csharp,continue_statement,SEQ|STRING
S001519,csharp,conversion_operator_declaration,CHOICE|FIELD|REPEAT|REPEAT1|SEQ|STRING|SYMBOL
S001521,csharp,declaration,CHOICE|SYMBOL
S001705,csharp,declaration_expression,FIELD|PREC_DYNAMIC|SEQ|SYMBOL
S001520,csharp,declaration_list,REPEAT|SEQ|STRING|SYMBOL
S001633,csharp,declaration_pattern,FIELD|SEQ|SYMBOL
S001706,csharp,default_expression,BLANK|CHOICE|FIELD|PREC_RIGHT|SEQ|STRING|SYMBOL
S001504,csharp,delegate_declaration,REPEAT|SEQ|STRING|SYMBOL
S001529,csharp,destructor_declaration,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S001619,csharp,discard,STRING
S001585,csharp,do_statement,FIELD|SEQ|STRING|SYMBOL
S001675,csharp,element_access_expression,FIELD|PREC|SEQ|SYMBOL
S001586,csharp,empty_statement,STRING
S001498,csharp,enum_declaration,CHOICE|FIELD|SEQ|STRING|SYMBOL
S001501,csharp,enum_member_declaration,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S001500,csharp,enum_member_declaration_list,ALIAS|BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL
S001727,csharp,escape_sequence,CHOICE|PATTERN|TOKEN
S001531,csharp,event_declaration,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL
S001532,csharp,event_field_declaration,PREC_DYNAMIC|REPEAT|SEQ|STRING|SYMBOL
S001538,csharp,explicit_interface_specifier,PREC|SEQ|STRING|SYMBOL
S001636,csharp,expression,CHOICE|SYMBOL
