language,rule,symbol
cpp,call_expression,expression
cpp,call_expression,primitive_type
cpp,call_expression,splice_type_specifier
cpp,gnu_asm_expression,_string
cpp,gnu_asm_expression,gnu_asm_clobber_list
cpp,gnu_asm_expression,gnu_asm_goto_list
cpp,gnu_asm_expression,gnu_asm_input_operand_list
cpp,gnu_asm_expression,gnu_asm_output_operand_list
cpp,gnu_asm_expression,gnu_asm_qualifier
cpp,gnu_asm_output_operand_list,gnu_asm_output_operand
cpp,gnu_asm_output_operand,expression
cpp,gnu_asm_output_operand,identifier
cpp,gnu_asm_output_operand,string_literal
cpp,gnu_asm_input_operand_list,gnu_asm_input_operand
cpp,gnu_asm_input_operand,expression
cpp,gnu_asm_input_operand,identifier
cpp,gnu_asm_input_operand,string_literal
cpp,gnu_asm_clobber_list,_string
cpp,gnu_asm_goto_list,identifier
cpp,extension_expression,expression
cpp,argument_list,compound_statement
cpp,argument_list,expression
cpp,argument_list,initializer_list
cpp,field_expression,_field_identifier
cpp,field_expression,dependent_field_identifier
cpp,field_expression,destructor_name
cpp,field_expression,expression
cpp,field_expression,operator_name
cpp,field_expression,qualified_field_identifier
cpp,field_expression,splice_expression
cpp,field_expression,template_method
cpp,compound_literal_expression,_class_name
cpp,compound_literal_expression,initializer_list
cpp,compound_literal_expression,primitive_type
cpp,compound_literal_expression,splice_type_specifier
cpp,compound_literal_expression,type_descriptor
cpp,parenthesized_expression,_assignment_expression_lhs
cpp,parenthesized_expression,comma_expression
cpp,parenthesized_expression,compound_statement
cpp,parenthesized_expression,expression
cpp,initializer_list,expression
cpp,initializer_list,initializer_list
cpp,initializer_list,initializer_pair
cpp,initializer_pair,_field_identifier
cpp,initializer_pair,expression
cpp,initializer_pair,field_designator
cpp,initializer_pair,initializer_list
cpp,initializer_pair,subscript_designator
cpp,initializer_pair,subscript_range_designator
cpp,subscript_designator,expression
cpp,subscript_range_designator,expression
cpp,field_designator,_field_identifier
cpp,char_literal,escape_sequence
cpp,concatenated_string,identifier
cpp,concatenated_string,raw_string_literal
cpp,concatenated_string,string_literal
cpp,string_literal,escape_sequence
cpp,_type_identifier,identifier
cpp,_field_identifier,identifier
cpp,_statement_identifier,identifier
cpp,_empty_declaration,type_specifier
cpp,macro_type_specifier,identifier
cpp,macro_type_specifier,type_descriptor
cpp,preproc_if_in_block,_block_item
cpp,preproc_if_in_block,_preproc_expression
cpp,preproc_if_in_block,preproc_elif_in_block
cpp,preproc_if_in_block,preproc_elifdef_in_block
cpp,preproc_if_in_block,preproc_else_in_block
cpp,preproc_ifdef_in_block,_block_item
cpp,preproc_ifdef_in_block,identifier
cpp,preproc_ifdef_in_block,preproc_elif_in_block
cpp,preproc_ifdef_in_block,preproc_elifdef_in_block
cpp,preproc_ifdef_in_block,preproc_else_in_block
cpp,preproc_else_in_block,_block_item
cpp,preproc_elif_in_block,_block_item
cpp,preproc_elif_in_block,_preproc_expression
cpp,preproc_elif_in_block,preproc_elif_in_block
cpp,preproc_elif_in_block,preproc_elifdef_in_block
cpp,preproc_elif_in_block,preproc_else_in_block
cpp,preproc_elifdef_in_block,_block_item
cpp,preproc_elifdef_in_block,identifier
cpp,preproc_elifdef_in_block,preproc_elif_in_block
cpp,preproc_elifdef_in_block,preproc_elifdef_in_block
cpp,preproc_elifdef_in_block,preproc_else_in_block
cpp,placeholder_type_specifier,_type_identifier
cpp,placeholder_type_specifier,auto
cpp,placeholder_type_specifier,decltype_auto
cpp,placeholder_type_specifier,qualified_type_identifier
cpp,placeholder_type_specifier,template_type
cpp,decltype_auto,auto
cpp,decltype,expression
cpp,annotation,expression
cpp,_class_declaration,_class_declaration_item
cpp,_class_declaration,alignas_qualifier
cpp,_class_declaration,attribute_declaration
cpp,_class_declaration,attribute_specifier
cpp,_class_declaration,ms_declspec_modifier
cpp,_class_declaration_item,_class_name
cpp,_class_declaration_item,attribute_specifier
cpp,_class_declaration_item,base_class_clause
cpp,_class_declaration_item,field_declaration_list
cpp,_class_declaration_item,virtual_specifier
cpp,class_specifier,_class_declaration
cpp,_class_name,_type_identifier
cpp,_class_name,qualified_type_identifier
cpp,_class_name,splice_type_specifier
cpp,_class_name,template_type
cpp,explicit_function_specifier,expression
cpp,base_class_clause,_class_name
cpp,base_class_clause,access_specifier
cpp,base_class_clause,attribute_declaration
cpp,_enum_base_clause,_type_identifier
cpp,_enum_base_clause,primitive_type
cpp,_enum_base_clause,qualified_type_identifier
cpp,_enum_base_clause,sized_type_specifier
cpp,dependent_type,type_specifier
cpp,module_name,identifier
cpp,module_partition,module_name
cpp,module_declaration,attribute_declaration
cpp,module_declaration,module_name
cpp,module_declaration,module_partition
cpp,export_declaration,_block_item
cpp,export_declaration,declaration_list
cpp,import_declaration,attribute_declaration
cpp,import_declaration,module_name
cpp,import_declaration,module_partition
cpp,import_declaration,string_literal
cpp,import_declaration,system_lib_string
cpp,template_declaration,_empty_declaration
cpp,template_declaration,alias_declaration
cpp,template_declaration,concept_definition
cpp,template_declaration,constructor_or_destructor_declaration
cpp,template_declaration,constructor_or_destructor_definition
cpp,template_declaration,declaration
cpp,template_declaration,friend_declaration
cpp,template_declaration,function_definition
cpp,template_declaration,operator_cast_declaration
cpp,template_declaration,operator_cast_definition
cpp,template_declaration,requires_clause
cpp,template_declaration,template_declaration
cpp,template_declaration,template_parameter_list
cpp,template_instantiation,_declaration_specifiers
cpp,template_instantiation,_declarator
cpp,template_parameter_list,optional_parameter_declaration
cpp,template_parameter_list,optional_type_parameter_declaration
cpp,template_parameter_list,parameter_declaration
cpp,template_parameter_list,template_template_parameter_declaration
cpp,template_parameter_list,type_parameter_declaration
cpp,template_parameter_list,variadic_parameter_declaration
cpp,template_parameter_list,variadic_type_parameter_declaration
cpp,type_parameter_declaration,_type_identifier
cpp,variadic_type_parameter_declaration,_type_identifier
cpp,optional_type_parameter_declaration,_type_identifier
cpp,optional_type_parameter_declaration,type_specifier
cpp,template_template_parameter_declaration,optional_type_parameter_declaration
cpp,template_template_parameter_declaration,template_parameter_list
cpp,template_template_parameter_declaration,type_parameter_declaration
cpp,template_template_parameter_declaration,variadic_type_parameter_declaration
cpp,explicit_object_parameter_declaration,parameter_declaration
cpp,explicit_object_parameter_declaration,this
cpp,optional_parameter_declaration,_declaration_specifiers
cpp,optional_parameter_declaration,_declarator
cpp,optional_parameter_declaration,abstract_reference_declarator
cpp,optional_parameter_declaration,expression
cpp,variadic_parameter_declaration,_declaration_specifiers
cpp,variadic_parameter_declaration,variadic_declarator
cpp,variadic_parameter_declaration,variadic_reference_declarator
cpp,variadic_declarator,identifier
cpp,variadic_reference_declarator,variadic_declarator
cpp,operator_cast,_abstract_declarator
cpp,operator_cast,_declaration_specifiers
cpp,field_initializer_list,field_initializer
cpp,field_initializer,_field_identifier
cpp,field_initializer,argument_list
cpp,field_initializer,initializer_list
cpp,field_initializer,qualified_field_identifier
cpp,field_initializer,template_method
cpp,inline_method_definition,_declaration_specifiers
cpp,inline_method_definition,_field_declarator
cpp,inline_method_definition,compound_statement
cpp,inline_method_definition,default_method_clause
cpp,inline_method_definition,delete_method_clause
cpp,inline_method_definition,pure_virtual_clause
cpp,inline_method_definition,try_statement
cpp,_constructor_specifiers,_declaration_modifiers
cpp,_constructor_specifiers,explicit_function_specifier
cpp,operator_cast_definition,_constructor_specifiers
cpp,operator_cast_definition,compound_statement
cpp,operator_cast_definition,operator_cast
cpp,operator_cast_definition,qualified_operator_cast_identifier
cpp,operator_cast_definition,try_statement
cpp,operator_cast_declaration,_constructor_specifiers
cpp,operator_cast_declaration,expression
cpp,operator_cast_declaration,operator_cast
cpp,operator_cast_declaration,qualified_operator_cast_identifier
cpp,constructor_try_statement,catch_clause
cpp,constructor_try_statement,compound_statement
cpp,constructor_try_statement,field_initializer_list
cpp,constructor_or_destructor_definition,_constructor_specifiers
cpp,constructor_or_destructor_definition,compound_statement
cpp,constructor_or_destructor_definition,constructor_try_statement
cpp,constructor_or_destructor_definition,default_method_clause
cpp,constructor_or_destructor_definition,delete_method_clause
cpp,constructor_or_destructor_definition,field_initializer_list
cpp,constructor_or_destructor_definition,function_declarator
cpp,constructor_or_destructor_definition,pure_virtual_clause
cpp,constructor_or_destructor_declaration,_constructor_specifiers
cpp,constructor_or_destructor_declaration,function_declarator
cpp,friend_declaration,_class_name
cpp,friend_declaration,declaration
cpp,friend_declaration,function_definition
cpp,reference_declarator,_declarator
cpp,reference_field_declarator,_field_declarator
cpp,reference_type_declarator,_type_declarator
cpp,abstract_reference_declarator,_abstract_declarator
cpp,structured_binding_declarator,identifier
cpp,_function_declarator_seq,_function_attributes_end
cpp,_function_declarator_seq,_function_attributes_start
cpp,_function_declarator_seq,_function_exception_specification
cpp,_function_declarator_seq,_function_postfix
cpp,_function_declarator_seq,parameter_list
cpp,_function_declarator_seq,ref_qualifier
cpp,_function_declarator_seq,trailing_return_type
cpp,_function_attributes_start,attribute_specifier
cpp,_function_attributes_start,type_qualifier
cpp,_function_exception_specification,noexcept
cpp,_function_exception_specification,throw_specifier
cpp,_function_attributes_end,attribute_declaration
cpp,_function_attributes_end,attribute_specifier
cpp,_function_attributes_end,gnu_asm_expression
cpp,_function_postfix,requires_clause
cpp,_function_postfix,virtual_specifier
cpp,trailing_return_type,type_descriptor
cpp,noexcept,expression
cpp,throw_specifier,type_descriptor
cpp,template_type,_type_identifier
cpp,template_type,template_argument_list
cpp,template_method,_field_identifier
cpp,template_method,operator_name
cpp,template_method,template_argument_list
cpp,template_function,identifier
cpp,template_function,template_argument_list
cpp,template_argument_list,expression
cpp,template_argument_list,type_descriptor
cpp,template_argument_list,type_parameter_pack_expansion
cpp,namespace_definition,_namespace_identifier
cpp,namespace_definition,attribute_declaration
cpp,namespace_definition,declaration_list
cpp,namespace_definition,nested_namespace_specifier
cpp,namespace_alias_definition,_namespace_identifier
cpp,namespace_alias_definition,nested_namespace_specifier
cpp,namespace_alias_definition,splice_specifier
cpp,_namespace_specifier,_namespace_identifier
cpp,nested_namespace_specifier,_namespace_specifier
cpp,nested_namespace_specifier,nested_namespace_specifier
cpp,using_declaration,attribute_declaration
cpp,using_declaration,identifier
cpp,using_declaration,qualified_identifier
cpp,using_declaration,splice_type_specifier
cpp,alias_declaration,_type_identifier
cpp,alias_declaration,attribute_declaration
cpp,alias_declaration,type_descriptor
cpp,static_assert_declaration,_string
cpp,static_assert_declaration,expression
cpp,consteval_block_declaration,compound_statement
cpp,concept_definition,expression
cpp,concept_definition,identifier
cpp,for_range_loop,_for_range_loop_body
cpp,for_range_loop,statement
cpp,_for_range_loop_body,_declaration_specifiers
cpp,_for_range_loop_body,_declarator
cpp,_for_range_loop_body,expression
cpp,_for_range_loop_body,init_statement
cpp,_for_range_loop_body,initializer_list
cpp,init_statement,alias_declaration
cpp,init_statement,declaration
cpp,init_statement,expression_statement
cpp,init_statement,type_definition
cpp,condition_clause,comma_expression
cpp,condition_clause,condition_declaration
cpp,condition_clause,expression
cpp,condition_clause,init_statement
cpp,condition_declaration,_declaration_specifiers
cpp,condition_declaration,_declarator
cpp,condition_declaration,expression
cpp,condition_declaration,initializer_list
cpp,co_return_statement,expression
cpp,co_yield_statement,expression
cpp,throw_statement,expression
cpp,try_statement,catch_clause
cpp,try_statement,compound_statement
cpp,catch_clause,compound_statement
cpp,catch_clause,parameter_list
cpp,raw_string_literal,raw_string_content
cpp,raw_string_literal,raw_string_delimiter
cpp,subscript_argument_list,expression
cpp,subscript_argument_list,initializer_list
cpp,co_await_expression,expression
cpp,new_expression,argument_list
cpp,new_expression,initializer_list
cpp,new_expression,new_declarator
cpp,new_expression,type_specifier
cpp,new_declarator,expression
cpp,new_declarator,new_declarator
cpp,delete_expression,expression
cpp,type_requirement,_class_name
cpp,compound_requirement,expression
cpp,compound_requirement,trailing_return_type
cpp,_requirement,compound_requirement
cpp,_requirement,expression_statement
cpp,_requirement,type_requirement
cpp,requirement_seq,_requirement
cpp,constraint_conjunction,_requirement_clause_constraint
cpp,constraint_disjunction,_requirement_clause_constraint
cpp,_requirement_clause_constraint,_class_name
cpp,_requirement_clause_constraint,constraint_conjunction
cpp,_requirement_clause_constraint,constraint_disjunction
cpp,_requirement_clause_constraint,expression
cpp,_requirement_clause_constraint,false
cpp,_requirement_clause_constraint,fold_expression
cpp,_requirement_clause_constraint,lambda_expression
cpp,_requirement_clause_constraint,requires_expression
cpp,_requirement_clause_constraint,true
cpp,requires_clause,_requirement_clause_constraint
cpp,requires_parameter_list,optional_parameter_declaration
cpp,requires_parameter_list,parameter_declaration
cpp,requires_parameter_list,variadic_parameter_declaration
cpp,requires_expression,requirement_seq
cpp,requires_expression,requires_parameter_list
cpp,lambda_declarator,_function_exception_specification
cpp,lambda_declarator,attribute_declaration
cpp,lambda_declarator,lambda_specifier
cpp,lambda_declarator,parameter_list
cpp,lambda_declarator,requires_clause
cpp,lambda_declarator,trailing_return_type
cpp,lambda_expression,compound_statement
cpp,lambda_expression,lambda_capture_specifier
cpp,lambda_expression,lambda_declarator
cpp,lambda_expression,requires_clause
cpp,lambda_expression,template_parameter_list
cpp,lambda_capture_specifier,_lambda_capture
cpp,lambda_capture_specifier,lambda_default_capture
cpp,_lambda_capture_identifier,identifier
cpp,_lambda_capture_identifier,identifier_parameter_pack_expansion
cpp,_lambda_capture_identifier,qualified_identifier
cpp,lambda_capture_initializer,expression
cpp,lambda_capture_initializer,identifier
cpp,_lambda_capture,_lambda_capture_identifier
cpp,_lambda_capture,lambda_capture_initializer
cpp,_lambda_capture,this
cpp,_unary_left_fold,_fold_operator
cpp,_unary_left_fold,expression
cpp,_unary_right_fold,_fold_operator
cpp,_unary_right_fold,expression
cpp,_binary_fold,_binary_fold_operator
cpp,_binary_fold,expression
cpp,fold_expression,_binary_fold
cpp,fold_expression,_unary_left_fold
cpp,fold_expression,_unary_right_fold
cpp,parameter_pack_expansion,expression
cpp,type_parameter_pack_expansion,type_descriptor
cpp,identifier_parameter_pack_expansion,identifier
cpp,destructor_name,identifier
cpp,dependent_identifier,template_function
cpp,dependent_field_identifier,template_method
cpp,dependent_type_identifier,template_type
cpp,_scope_resolution,_namespace_identifier
cpp,_scope_resolution,decltype
cpp,_scope_resolution,dependent_type_identifier
cpp,_scope_resolution,splice_expression
cpp,_scope_resolution,splice_type_specifier
cpp,_scope_resolution,template_type
cpp,qualified_field_identifier,_field_identifier
cpp,qualified_field_identifier,_scope_resolution
cpp,qualified_field_identifier,dependent_field_identifier
cpp,qualified_field_identifier,qualified_field_identifier
cpp,qualified_field_identifier,template_method
cpp,qualified_identifier,_scope_resolution
cpp,qualified_identifier,dependent_identifier
cpp,qualified_identifier,destructor_name
cpp,qualified_identifier,identifier
cpp,qualified_identifier,operator_name
cpp,qualified_identifier,pointer_type_declarator
cpp,qualified_identifier,qualified_identifier
cpp,qualified_identifier,template_function
cpp,qualified_type_identifier,_scope_resolution
cpp,qualified_type_identifier,_type_identifier
cpp,qualified_type_identifier,dependent_type_identifier
cpp,qualified_type_identifier,qualified_type_identifier
cpp,qualified_type_identifier,template_type
cpp,qualified_operator_cast_identifier,_scope_resolution
cpp,qualified_operator_cast_identifier,operator_cast
cpp,qualified_operator_cast_identifier,qualified_operator_cast_identifier
cpp,_assignment_expression_lhs,expression
cpp,_assignment_expression_lhs,initializer_list
cpp,reflect_expression,expression
cpp,reflect_expression,type_descriptor
cpp,splice_specifier,expression
cpp,_splice_specialization_specifier,splice_specifier
cpp,_splice_specialization_specifier,template_argument_list
cpp,splice_type_specifier,_splice_specialization_specifier
cpp,splice_type_specifier,splice_specifier
cpp,splice_expression,_splice_specialization_specifier
cpp,splice_expression,splice_specifier
cpp,expansion_statement,_for_range_loop_body
cpp,expansion_statement,statement
cpp,operator_name,identifier
cpp,user_defined_literal,_string
cpp,user_defined_literal,char_literal
cpp,user_defined_literal,literal_suffix
cpp,user_defined_literal,number_literal
cpp,_namespace_identifier,identifier
c,translation_unit,_top_level_item
c,_top_level_item,_empty_declaration
c,_top_level_item,_old_style_function_definition
c,_top_level_item,_top_level_statement
c,_top_level_item,attributed_statement
c,_top_level_item,declaration
c,_top_level_item,function_definition
c,_top_level_item,linkage_specification
c,_top_level_item,preproc_call
c,_top_level_item,preproc_def
c,_top_level_item,preproc_function_def
c,_top_level_item,preproc_if
c,_top_level_item,preproc_ifdef
c,_top_level_item,preproc_include
c,_top_level_item,type_definition
c,_block_item,_empty_declaration
c,_block_item,_old_style_function_definition
c,_block_item,attributed_statement
c,_block_item,declaration
c,_block_item,function_definition
c,_block_item,linkage_specification
c,_block_item,preproc_call
c,_block_item,preproc_def
c,_block_item,preproc_function_def
c,_block_item,preproc_if
c,_block_item,preproc_ifdef
c,_block_item,preproc_include
c,_block_item,statement
c,_block_item,type_definition
c,preproc_include,identifier
c,preproc_include,preproc_call_expression
c,preproc_include,string_literal
c,preproc_include,system_lib_string
c,preproc_def,identifier
c,preproc_def,preproc_arg
c,preproc_function_def,identifier
c,preproc_function_def,preproc_arg
c,preproc_function_def,preproc_params
c,preproc_params,identifier
c,preproc_call,preproc_arg
c,preproc_call,preproc_directive
c,preproc_if,_block_item
c,preproc_if,_preproc_expression
c,preproc_if,preproc_elif
c,preproc_if,preproc_elifdef
c,preproc_if,preproc_else
c,preproc_ifdef,_block_item
c,preproc_ifdef,identifier
c,preproc_ifdef,preproc_elif
c,preproc_ifdef,preproc_elifdef
c,preproc_ifdef,preproc_else
c,preproc_else,_block_item
c,preproc_elif,_block_item
c,preproc_elif,_preproc_expression
c,preproc_elif,preproc_elif
c,preproc_elif,preproc_elifdef
c,preproc_elif,preproc_else
c,preproc_elifdef,_block_item
c,preproc_elifdef,identifier
c,preproc_elifdef,preproc_elif
c,preproc_elifdef,preproc_elifdef
c,preproc_elifdef,preproc_else
c,preproc_if_in_field_declaration_list,_field_declaration_list_item
c,preproc_if_in_field_declaration_list,_preproc_expression
c,preproc_if_in_field_declaration_list,preproc_elif_in_field_declaration_list
c,preproc_if_in_field_declaration_list,preproc_elifdef_in_field_declaration_list
c,preproc_if_in_field_declaration_list,preproc_else_in_field_declaration_list
c,preproc_ifdef_in_field_declaration_list,_field_declaration_list_item
c,preproc_ifdef_in_field_declaration_list,identifier
c,preproc_ifdef_in_field_declaration_list,preproc_elif_in_field_declaration_list
c,preproc_ifdef_in_field_declaration_list,preproc_elifdef_in_field_declaration_list
c,preproc_ifdef_in_field_declaration_list,preproc_else_in_field_declaration_list
c,preproc_else_in_field_declaration_list,_field_declaration_list_item
c,preproc_elif_in_field_declaration_list,_field_declaration_list_item
c,preproc_elif_in_field_declaration_list,_preproc_expression
c,preproc_elif_in_field_declaration_list,preproc_elif_in_field_declaration_list
c,preproc_elif_in_field_declaration_list,preproc_elifdef_in_field_declaration_list
c,preproc_elif_in_field_declaration_list,preproc_else_in_field_declaration_list
c,preproc_elifdef_in_field_declaration_list,_field_declaration_list_item
c,preproc_elifdef_in_field_declaration_list,identifier
c,preproc_elifdef_in_field_declaration_list,preproc_elif_in_field_declaration_list
c,preproc_elifdef_in_field_declaration_list,preproc_elifdef_in_field_declaration_list
c,preproc_elifdef_in_field_declaration_list,preproc_else_in_field_declaration_list
c,preproc_if_in_enumerator_list,_preproc_expression
c,preproc_if_in_enumerator_list,enumerator
c,preproc_if_in_enumerator_list,preproc_elif_in_enumerator_list
c,preproc_if_in_enumerator_list,preproc_elifdef_in_enumerator_list
c,preproc_if_in_enumerator_list,preproc_else_in_enumerator_list
c,preproc_ifdef_in_enumerator_list,enumerator
c,preproc_ifdef_in_enumerator_list,identifier
c,preproc_ifdef_in_enumerator_list,preproc_elif_in_enumerator_list
c,preproc_ifdef_in_enumerator_list,preproc_elifdef_in_enumerator_list
c,preproc_ifdef_in_enumerator_list,preproc_else_in_enumerator_list
c,preproc_else_in_enumerator_list,enumerator
c,preproc_elif_in_enumerator_list,_preproc_expression
c,preproc_elif_in_enumerator_list,enumerator
c,preproc_elif_in_enumerator_list,preproc_elif_in_enumerator_list
c,preproc_elif_in_enumerator_list,preproc_elifdef_in_enumerator_list
c,preproc_elif_in_enumerator_list,preproc_else_in_enumerator_list
c,preproc_elifdef_in_enumerator_list,enumerator
c,preproc_elifdef_in_enumerator_list,identifier
c,preproc_elifdef_in_enumerator_list,preproc_elif_in_enumerator_list
c,preproc_elifdef_in_enumerator_list,preproc_elifdef_in_enumerator_list
c,preproc_elifdef_in_enumerator_list,preproc_else_in_enumerator_list
c,preproc_if_in_enumerator_list_no_comma,_preproc_expression
c,preproc_if_in_enumerator_list_no_comma,enumerator
c,preproc_if_in_enumerator_list_no_comma,preproc_elif_in_enumerator_list_no_comma
c,preproc_if_in_enumerator_list_no_comma,preproc_elifdef_in_enumerator_list_no_comma
c,preproc_if_in_enumerator_list_no_comma,preproc_else_in_enumerator_list_no_comma
c,preproc_ifdef_in_enumerator_list_no_comma,enumerator
c,preproc_ifdef_in_enumerator_list_no_comma,identifier
c,preproc_ifdef_in_enumerator_list_no_comma,preproc_elif_in_enumerator_list_no_comma
c,preproc_ifdef_in_enumerator_list_no_comma,preproc_elifdef_in_enumerator_list_no_comma
c,preproc_ifdef_in_enumerator_list_no_comma,preproc_else_in_enumerator_list_no_comma
c,preproc_else_in_enumerator_list_no_comma,enumerator
c,preproc_elif_in_enumerator_list_no_comma,_preproc_expression
c,preproc_elif_in_enumerator_list_no_comma,enumerator
c,preproc_elif_in_enumerator_list_no_comma,preproc_elif_in_enumerator_list_no_comma
c,preproc_elif_in_enumerator_list_no_comma,preproc_elifdef_in_enumerator_list_no_comma
c,preproc_elif_in_enumerator_list_no_comma,preproc_else_in_enumerator_list_no_comma
c,preproc_elifdef_in_enumerator_list_no_comma,enumerator
c,preproc_elifdef_in_enumerator_list_no_comma,identifier
c,preproc_elifdef_in_enumerator_list_no_comma,preproc_elif_in_enumerator_list_no_comma
c,preproc_elifdef_in_enumerator_list_no_comma,preproc_elifdef_in_enumerator_list_no_comma
c,preproc_elifdef_in_enumerator_list_no_comma,preproc_else_in_enumerator_list_no_comma
c,_preproc_expression,char_literal
c,_preproc_expression,identifier
c,_preproc_expression,number_literal
c,_preproc_expression,preproc_binary_expression
c,_preproc_expression,preproc_call_expression
c,_preproc_expression,preproc_defined
c,_preproc_expression,preproc_parenthesized_expression
c,_preproc_expression,preproc_unary_expression
c,preproc_parenthesized_expression,_preproc_expression
c,preproc_defined,identifier
c,preproc_unary_expression,_preproc_expression
c,preproc_call_expression,identifier
c,preproc_call_expression,preproc_argument_list
c,preproc_argument_list,_preproc_expression
c,preproc_binary_expression,_preproc_expression
c,function_definition,_declaration_specifiers
c,function_definition,_declarator
c,function_definition,compound_statement
c,function_definition,ms_call_modifier
c,_old_style_function_definition,_declaration_specifiers
c,_old_style_function_definition,_old_style_function_declarator
c,_old_style_function_definition,compound_statement
c,_old_style_function_definition,declaration
c,_old_style_function_definition,ms_call_modifier
c,declaration,_declaration_declarator
c,declaration,_declaration_specifiers
c,declaration,gnu_asm_expression
c,declaration,init_declarator
c,declaration,ms_call_modifier
c,type_definition,_type_definition_declarators
c,type_definition,_type_definition_type
c,type_definition,attribute_specifier
c,_type_definition_type,type_qualifier
c,_type_definition_type,type_specifier
c,_type_definition_declarators,_type_declarator
c,_declaration_modifiers,attribute_declaration
c,_declaration_modifiers,attribute_specifier
c,_declaration_modifiers,ms_declspec_modifier
c,_declaration_modifiers,storage_class_specifier
c,_declaration_modifiers,type_qualifier
c,_declaration_specifiers,_declaration_modifiers
c,_declaration_specifiers,type_specifier
c,linkage_specification,declaration
c,linkage_specification,declaration_list
c,linkage_specification,function_definition
c,linkage_specification,string_literal
c,attribute_specifier,argument_list
c,attribute,argument_list
c,attribute,identifier
c,attribute_declaration,attribute
c,ms_declspec_modifier,identifier
c,ms_based_modifier,argument_list
c,ms_pointer_modifier,ms_restrict_modifier
c,ms_pointer_modifier,ms_signed_ptr_modifier
c,ms_pointer_modifier,ms_unaligned_ptr_modifier
c,ms_pointer_modifier,ms_unsigned_ptr_modifier
c,declaration_list,_block_item
c,_declarator,array_declarator
c,_declarator,attributed_declarator
c,_declarator,function_declarator
c,_declarator,identifier
c,_declarator,parenthesized_declarator
c,_declarator,pointer_declarator
c,_declaration_declarator,_function_declaration_declarator
c,_declaration_declarator,array_declarator
c,_declaration_declarator,attributed_declarator
c,_declaration_declarator,identifier
c,_declaration_declarator,parenthesized_declarator
c,_declaration_declarator,pointer_declarator
c,_field_declarator,_field_identifier
c,_field_declarator,array_field_declarator
c,_field_declarator,attributed_field_declarator
c,_field_declarator,function_field_declarator
c,_field_declarator,parenthesized_field_declarator
c,_field_declarator,pointer_field_declarator
c,_type_declarator,_type_identifier
c,_type_declarator,array_type_declarator
c,_type_declarator,attributed_type_declarator
c,_type_declarator,function_type_declarator
c,_type_declarator,parenthesized_type_declarator
c,_type_declarator,pointer_type_declarator
c,_type_declarator,primitive_type
c,_abstract_declarator,abstract_array_declarator
c,_abstract_declarator,abstract_function_declarator
c,_abstract_declarator,abstract_parenthesized_declarator
c,_abstract_declarator,abstract_pointer_declarator
c,parenthesized_declarator,_declarator
c,parenthesized_declarator,ms_call_modifier
c,parenthesized_field_declarator,_field_declarator
c,parenthesized_field_declarator,ms_call_modifier
c,parenthesized_type_declarator,_type_declarator
c,parenthesized_type_declarator,ms_call_modifier
c,abstract_parenthesized_declarator,_abstract_declarator
c,abstract_parenthesized_declarator,ms_call_modifier
c,attributed_declarator,_declarator
c,attributed_declarator,attribute_declaration
c,attributed_field_declarator,_field_declarator
c,attributed_field_declarator,attribute_declaration
c,attributed_type_declarator,_type_declarator
c,attributed_type_declarator,attribute_declaration
c,pointer_declarator,_declarator
c,pointer_declarator,ms_based_modifier
c,pointer_declarator,ms_pointer_modifier
c,pointer_declarator,type_qualifier
c,pointer_field_declarator,_field_declarator
c,pointer_field_declarator,ms_based_modifier
c,pointer_field_declarator,ms_pointer_modifier
c,pointer_field_declarator,type_qualifier
c,pointer_type_declarator,_type_declarator
c,pointer_type_declarator,ms_based_modifier
c,pointer_type_declarator,ms_pointer_modifier
c,pointer_type_declarator,type_qualifier
c,abstract_pointer_declarator,_abstract_declarator
c,abstract_pointer_declarator,ms_pointer_modifier
c,abstract_pointer_declarator,type_qualifier
c,function_declarator,_declarator
c,function_declarator,attribute_specifier
c,function_declarator,gnu_asm_expression
c,function_declarator,identifier
c,function_declarator,parameter_list
c,function_declarator,preproc_call_expression
c,_function_declaration_declarator,_declarator
c,_function_declaration_declarator,attribute_specifier
c,_function_declaration_declarator,gnu_asm_expression
c,_function_declaration_declarator,parameter_list
c,function_field_declarator,_field_declarator
c,function_field_declarator,parameter_list
c,function_type_declarator,_type_declarator
c,function_type_declarator,parameter_list
c,abstract_function_declarator,_abstract_declarator
c,abstract_function_declarator,parameter_list
c,_old_style_function_declarator,_declarator
c,_old_style_function_declarator,_old_style_parameter_list
c,array_declarator,_declarator
c,array_declarator,expression
c,array_declarator,type_qualifier
c,array_field_declarator,_field_declarator
c,array_field_declarator,expression
c,array_field_declarator,type_qualifier
c,array_type_declarator,_type_declarator
c,array_type_declarator,expression
c,array_type_declarator,type_qualifier
c,abstract_array_declarator,_abstract_declarator
c,abstract_array_declarator,expression
c,abstract_array_declarator,type_qualifier
c,init_declarator,_declarator
c,init_declarator,expression
c,init_declarator,initializer_list
c,compound_statement,_block_item
c,type_qualifier,alignas_qualifier
c,alignas_qualifier,expression
c,alignas_qualifier,type_descriptor
c,type_specifier,_type_identifier
c,type_specifier,enum_specifier
c,type_specifier,macro_type_specifier
c,type_specifier,primitive_type
c,type_specifier,sized_type_specifier
c,type_specifier,struct_specifier
c,type_specifier,union_specifier
c,sized_type_specifier,_type_identifier
c,sized_type_specifier,primitive_type
c,sized_type_specifier,type_qualifier
c,enum_specifier,_type_identifier
