language,tree_sitter_node_type,tree_sitter_rule,evidence_class,uast_structure,uast_facets,uast_relations,uast_fields,execution_primitives,mapping_kind,support_case_count,counterexample_case_count,mapping_status
cpp,field:size>sizeof_expression,,ts_0110,,,type.has,,,IMPLICATION,1,6,MAPPED
cpp,field:size>sizeof_expression,,ts_0110,,,type.origin,,,IMPLICATION,1,6,MAPPED
cpp,field:type>dependent_type,,ts_0115,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,field:type>template_type,,ts_0500,,,syntax.child,,,IMPLICATION,2,124,MAPPED
cpp,field:update>update_expression,,ts_0131,,,binding.declares,,,IMPLICATION,1,25,MAPPED
cpp,field:update>update_expression,,ts_0131,,,binding.refers,,,IMPLICATION,1,9,MAPPED
cpp,field:update>update_expression,,ts_0131,,,data.def_use,,,IMPLICATION,1,60,MAPPED
cpp,field:update>update_expression,,ts_0131,,,data.operand,,,IMPLICATION,1,58,MAPPED
cpp,field:update>update_expression,,ts_0131,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,field:update>update_expression,,ts_0131,,,name.resolves,,,IMPLICATION,1,9,MAPPED
cpp,field:update>update_expression,,ts_0131,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,field:value>binary_expression,,ts_0503,,,effect.has,,,IMPLICATION,2,80,MAPPED
cpp,field:value>binary_expression,,ts_0503,,,syntax.child,,,IMPLICATION,2,124,MAPPED
cpp,field:value>compound_literal_expression,,ts_0275,,,binding.declares,,,IMPLICATION,1,25,MAPPED
cpp,field:value>compound_literal_expression,,ts_0275,,,data.def_use,,,IMPLICATION,1,60,MAPPED
cpp,field:value>compound_literal_expression,,ts_0275,,,data.operand,,,IMPLICATION,1,58,MAPPED
cpp,field:value>compound_literal_expression,,ts_0275,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,field:value>compound_literal_expression,,ts_0275,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,field:value>declaration,,ts_0415,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,field:value>declaration,,ts_0415,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,field:value>initializer_list,,ts_0506,,,syntax.child,,,IMPLICATION,4,122,MAPPED
cpp,field:value>lambda_expression,,ts_0110,,,binding.declares,,,IMPLICATION,1,25,MAPPED
cpp,field:value>lambda_expression,,ts_0110,,,binding.refers,,,IMPLICATION,1,9,MAPPED
cpp,field:value>lambda_expression,,ts_0110,,,data.def_use,,,IMPLICATION,1,60,MAPPED
cpp,field:value>lambda_expression,,ts_0110,,,data.operand,,,IMPLICATION,1,58,MAPPED
cpp,field:value>lambda_expression,,ts_0110,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,field:value>lambda_expression,,ts_0110,,,name.resolves,,,IMPLICATION,1,9,MAPPED
cpp,field:value>lambda_expression,,ts_0110,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,field:value>lambda_expression,,ts_0110,,,type.has,,,IMPLICATION,1,6,MAPPED
cpp,field:value>lambda_expression,,ts_0110,,,type.origin,,,IMPLICATION,1,6,MAPPED
cpp,field:value>qualified_identifier,,ts_0418,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,field:value>qualified_identifier,,ts_0418,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,field:value>qualified_identifier,,ts_0418,,,type.has,,,IMPLICATION,1,6,MAPPED
cpp,field:value>qualified_identifier,,ts_0418,,,type.origin,,,IMPLICATION,1,6,MAPPED
cpp,field_declaration>attribute_specifier,,ts_0509,,,syntax.child,,,IMPLICATION,2,124,MAPPED
cpp,field_declaration>attributed_declarator,,ts_0339,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,field_declaration>attributed_declarator,,ts_0339,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,field_declaration>function_declarator,,ts_0513,,,syntax.child,,,IMPLICATION,4,122,MAPPED
cpp,field_declaration>placeholder_type_specifier,,ts_0515,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,field_declaration>struct_specifier,,ts_0172,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,field_declaration_list>comment,,ts_0139,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,field_declaration_list>comment,,ts_0139,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,field_declaration_list>consteval_block_declaration,,ts_0172,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,field_declaration_list>declaration,,ts_0524,,,syntax.child,,,IMPLICATION,4,122,MAPPED
cpp,field_declaration_list>friend_declaration,,ts_0203,,,syntax.child,,,IMPLICATION,2,124,MAPPED
cpp,field_declaration_list>function_definition,,ts_0526,,,syntax.child,,,IMPLICATION,15,111,MAPPED
cpp,field_declaration_list>static_assert_declaration,,ts_0116,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,field_declaration_list>static_assert_declaration,,ts_0116,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,field_declaration_list>template_declaration,,ts_0529,,,syntax.child,,,IMPLICATION,5,121,MAPPED
cpp,field_declaration_list>using_declaration,,ts_0446,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,field_expression>operator_name,,ts_0533,,,data.def_use,,,IMPLICATION,1,60,MAPPED
cpp,field_expression>operator_name,,ts_0533,,,data.operand,,,IMPLICATION,1,58,MAPPED
cpp,field_expression>operator_name,,ts_0533,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,field_expression>template_method,,ts_0535,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,field_initializer>argument_list,,ts_0199,,,syntax.child,,,IMPLICATION,7,119,MAPPED
cpp,field_initializer>field_identifier,,ts_0537,,,syntax.child,,,IMPLICATION,5,121,MAPPED
cpp,field_initializer>qualified_identifier,,ts_0538,,,syntax.child,,,IMPLICATION,2,124,MAPPED
cpp,field_initializer>template_method,,ts_0539,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,field_initializer>template_method,,ts_0539,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,field_initializer_list>field_initializer,,ts_0199,,,syntax.child,,,IMPLICATION,7,119,MAPPED
cpp,fold_expression>parenthesized_expression,,ts_0360,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,fold_expression>parenthesized_expression,,ts_0360,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,for_statement>assignment_expression,,ts_0131,,,binding.declares,,,IMPLICATION,1,25,MAPPED
cpp,for_statement>assignment_expression,,ts_0131,,,binding.refers,,,IMPLICATION,1,9,MAPPED
cpp,for_statement>assignment_expression,,ts_0131,,,data.def_use,,,IMPLICATION,1,60,MAPPED
cpp,for_statement>assignment_expression,,ts_0131,,,data.operand,,,IMPLICATION,1,58,MAPPED
cpp,for_statement>assignment_expression,,ts_0131,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,for_statement>assignment_expression,,ts_0131,,,name.resolves,,,IMPLICATION,1,9,MAPPED
cpp,for_statement>assignment_expression,,ts_0131,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,for_statement>update_expression,,ts_0131,,,binding.declares,,,IMPLICATION,1,25,MAPPED
cpp,for_statement>update_expression,,ts_0131,,,binding.refers,,,IMPLICATION,1,9,MAPPED
cpp,for_statement>update_expression,,ts_0131,,,data.def_use,,,IMPLICATION,1,60,MAPPED
cpp,for_statement>update_expression,,ts_0131,,,data.operand,,,IMPLICATION,1,58,MAPPED
cpp,for_statement>update_expression,,ts_0131,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,for_statement>update_expression,,ts_0131,,,name.resolves,,,IMPLICATION,1,9,MAPPED
cpp,for_statement>update_expression,,ts_0131,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,friend_declaration>declaration,,ts_0203,,,syntax.child,,,IMPLICATION,2,124,MAPPED
cpp,friend_declaration>type_identifier,,ts_0545,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,function_declarator>attribute_specifier,,ts_0546,,,syntax.child,,,IMPLICATION,3,123,MAPPED
cpp,function_declarator>destructor_name,,ts_0547,,,syntax.child,,,IMPLICATION,4,122,MAPPED
cpp,function_declarator>field_identifier,,ts_0548,,,syntax.child,,,IMPLICATION,10,116,MAPPED
cpp,function_declarator>gnu_asm_expression,,ts_0339,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,function_declarator>gnu_asm_expression,,ts_0339,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,function_declarator>identifier,,ts_0549,,,control.false,,,IMPLICATION,102,101,MAPPED
cpp,function_declarator>identifier,,ts_0549,,,control.next,,,IMPLICATION,102,100,MAPPED
cpp,function_declarator>identifier,,ts_0549,,,control.true,,,IMPLICATION,102,101,MAPPED
cpp,function_declarator>noexcept,,ts_0550,,,syntax.child,,,IMPLICATION,3,123,MAPPED
cpp,function_declarator>parameter_list,,ts_0204,,,control.false,,,IMPLICATION,117,116,MAPPED
cpp,function_declarator>parameter_list,,ts_0204,,,control.next,,,IMPLICATION,117,115,MAPPED
cpp,function_declarator>parameter_list,,ts_0204,,,control.true,,,IMPLICATION,117,116,MAPPED
cpp,function_declarator>parenthesized_declarator,,ts_0242,,,data.def_use,,,IMPLICATION,2,59,MAPPED
cpp,function_declarator>parenthesized_declarator,,ts_0242,,,data.operand,,,IMPLICATION,2,57,MAPPED
cpp,function_declarator>parenthesized_declarator,,ts_0242,,,effect.has,,,IMPLICATION,2,80,MAPPED
cpp,function_declarator>parenthesized_declarator,,ts_0242,,,syntax.child,,,IMPLICATION,2,124,MAPPED
cpp,function_declarator>parenthesized_declarator,,ts_0242,,,type.has,,,IMPLICATION,2,5,MAPPED
cpp,function_declarator>parenthesized_declarator,,ts_0242,,,type.origin,,,IMPLICATION,2,5,MAPPED
cpp,function_declarator>ref_qualifier,,ts_0553,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,function_declarator>throw_specifier,,ts_0287,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,function_declarator>virtual_specifier,,ts_0558,,,syntax.child,,,IMPLICATION,2,124,MAPPED
cpp,function_definition>attribute_declaration,,ts_0376,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,function_definition>attribute_declaration,,ts_0376,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,function_definition>compound_statement,,ts_0559,,,control.false,,,IMPLICATION,99,98,MAPPED
cpp,function_definition>compound_statement,,ts_0559,,,control.next,,,IMPLICATION,99,97,MAPPED
cpp,function_definition>compound_statement,,ts_0559,,,control.true,,,IMPLICATION,99,98,MAPPED
cpp,function_definition>default_method_clause,,ts_0177,,,syntax.child,,,IMPLICATION,2,124,MAPPED
cpp,function_definition>delete_method_clause,,ts_0179,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,function_definition>explicit_function_specifier,,ts_0560,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,function_definition>field_initializer_list,,ts_0199,,,syntax.child,,,IMPLICATION,7,119,MAPPED
cpp,function_definition>function_declarator,,ts_0561,,,control.false,,,IMPLICATION,100,99,MAPPED
cpp,function_definition>function_declarator,,ts_0561,,,control.next,,,IMPLICATION,100,98,MAPPED
cpp,function_definition>function_declarator,,ts_0561,,,control.true,,,IMPLICATION,100,99,MAPPED
cpp,function_definition>ms_call_modifier,,ts_0562,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,function_definition>operator_cast,,ts_0563,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,function_definition>placeholder_type_specifier,,ts_0564,,,syntax.child,,,IMPLICATION,3,123,MAPPED
cpp,function_definition>pointer_declarator,,ts_0565,,,syntax.child,,,IMPLICATION,2,124,MAPPED
cpp,function_definition>primitive_type,,ts_0566,,,control.false,,,IMPLICATION,88,87,MAPPED
cpp,function_definition>primitive_type,,ts_0566,,,control.next,,,IMPLICATION,88,86,MAPPED
cpp,function_definition>primitive_type,,ts_0566,,,control.true,,,IMPLICATION,88,87,MAPPED
cpp,function_definition>pure_virtual_clause,,ts_0179,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,function_definition>qualified_identifier,,ts_0567,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,function_definition>reference_declarator,,ts_0179,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,function_definition>storage_class_specifier,,ts_0568,,,syntax.child,,,IMPLICATION,4,122,MAPPED
cpp,function_definition>template_type,,ts_0446,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,function_definition>try_statement,,ts_0569,,,syntax.child,,,IMPLICATION,4,122,MAPPED
cpp,goto_statement>statement_identifier,,ts_0210,,,syntax.child,,,IMPLICATION,3,123,MAPPED
cpp,if_statement>attributed_statement,,ts_0341,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,if_statement>attributed_statement,,ts_0341,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,if_statement>compound_statement,,ts_0572,,,control.false,,,IMPLICATION,9,8,MAPPED
cpp,if_statement>compound_statement,,ts_0572,,,control.true,,,IMPLICATION,9,8,MAPPED
cpp,if_statement>condition_clause,,ts_0212,,,control.false,,,IMPLICATION,11,10,MAPPED
cpp,if_statement>condition_clause,,ts_0212,,,control.true,,,IMPLICATION,11,10,MAPPED
cpp,if_statement>else_clause,,ts_0184,,,control.false,,,IMPLICATION,3,2,MAPPED
cpp,if_statement>else_clause,,ts_0184,,,control.true,,,IMPLICATION,3,2,MAPPED
cpp,if_statement>else_clause,,ts_0184,,,effect.has,,,IMPLICATION,3,79,MAPPED
cpp,if_statement>else_clause,,ts_0184,,,syntax.child,,,IMPLICATION,3,123,MAPPED
cpp,if_statement>expression_statement,,ts_0419,,,control.false,,,EXACT_VECTOR,1,0,MAPPED
cpp,if_statement>expression_statement,,ts_0419,,,control.next,,,IMPLICATION,1,1,MAPPED
cpp,if_statement>expression_statement,,ts_0419,,,control.true,,,EXACT_VECTOR,1,0,MAPPED
cpp,if_statement>expression_statement,,ts_0419,,,data.def_use,,,IMPLICATION,1,60,MAPPED
cpp,if_statement>expression_statement,,ts_0419,,,data.operand,,,IMPLICATION,1,58,MAPPED
cpp,if_statement>expression_statement,,ts_0419,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,if_statement>expression_statement,,ts_0419,,,operation.kind,,,IMPLICATION,1,19,MAPPED
cpp,if_statement>expression_statement,,ts_0419,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,if_statement>goto_statement,,ts_0401,,,binding.declares,,,IMPLICATION,1,25,MAPPED
cpp,if_statement>goto_statement,,ts_0401,,,binding.refers,,,IMPLICATION,1,9,MAPPED
cpp,if_statement>goto_statement,,ts_0401,,,data.def_use,,,IMPLICATION,1,60,MAPPED
cpp,if_statement>goto_statement,,ts_0401,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,if_statement>goto_statement,,ts_0401,,,name.resolves,,,IMPLICATION,1,9,MAPPED
cpp,if_statement>goto_statement,,ts_0401,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,if_statement>return_statement,,ts_0418,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,if_statement>return_statement,,ts_0418,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,if_statement>return_statement,,ts_0418,,,type.has,,,IMPLICATION,1,6,MAPPED
cpp,if_statement>return_statement,,ts_0418,,,type.origin,,,IMPLICATION,1,6,MAPPED
cpp,init_declarator>argument_list,,ts_0315,,,call.calls,,,IMPLICATION,1,13,MAPPED
cpp,init_declarator>argument_list,,ts_0315,,,data.def_use,,,IMPLICATION,1,60,MAPPED
cpp,init_declarator>argument_list,,ts_0315,,,data.operand,,,IMPLICATION,1,58,MAPPED
cpp,init_declarator>argument_list,,ts_0315,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,init_declarator>argument_list,,ts_0315,,,operation.kind,,,IMPLICATION,1,19,MAPPED
cpp,init_declarator>argument_list,,ts_0315,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,init_declarator>array_declarator,,ts_0110,,,binding.declares,,,IMPLICATION,1,25,MAPPED
cpp,init_declarator>array_declarator,,ts_0110,,,binding.refers,,,IMPLICATION,1,9,MAPPED
cpp,init_declarator>array_declarator,,ts_0110,,,data.def_use,,,IMPLICATION,1,60,MAPPED
cpp,init_declarator>array_declarator,,ts_0110,,,data.operand,,,IMPLICATION,1,58,MAPPED
cpp,init_declarator>array_declarator,,ts_0110,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,init_declarator>array_declarator,,ts_0110,,,name.resolves,,,IMPLICATION,1,9,MAPPED
cpp,init_declarator>array_declarator,,ts_0110,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,init_declarator>array_declarator,,ts_0110,,,type.has,,,IMPLICATION,1,6,MAPPED
cpp,init_declarator>array_declarator,,ts_0110,,,type.origin,,,IMPLICATION,1,6,MAPPED
cpp,init_declarator>function_declarator,,ts_0578,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,init_declarator>lambda_expression,,ts_0219,,,binding.declares,,,IMPLICATION,2,24,MAPPED
cpp,init_declarator>lambda_expression,,ts_0219,,,binding.refers,,,IMPLICATION,2,8,MAPPED
cpp,init_declarator>lambda_expression,,ts_0219,,,data.def_use,,,IMPLICATION,2,59,MAPPED
cpp,init_declarator>lambda_expression,,ts_0219,,,data.operand,,,IMPLICATION,2,57,MAPPED
cpp,init_declarator>lambda_expression,,ts_0219,,,effect.has,,,IMPLICATION,2,80,MAPPED
cpp,init_declarator>lambda_expression,,ts_0219,,,name.resolves,,,IMPLICATION,2,8,MAPPED
cpp,init_declarator>lambda_expression,,ts_0219,,,syntax.child,,,IMPLICATION,2,124,MAPPED
cpp,init_declarator>null,,ts_0581,,,binding.declares,,,IMPLICATION,1,25,MAPPED
cpp,init_declarator>null,,ts_0581,,,data.def_use,,,IMPLICATION,1,60,MAPPED
cpp,init_declarator>null,,ts_0581,,,data.operand,,,IMPLICATION,1,58,MAPPED
cpp,init_declarator>null,,ts_0581,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,init_declarator>null,,ts_0581,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,init_declarator>raw_string_literal,,ts_0584,,,binding.declares,,,IMPLICATION,1,25,MAPPED
cpp,init_declarator>raw_string_literal,,ts_0584,,,data.def_use,,,IMPLICATION,1,60,MAPPED
cpp,init_declarator>raw_string_literal,,ts_0584,,,data.operand,,,IMPLICATION,1,58,MAPPED
cpp,init_declarator>raw_string_literal,,ts_0584,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,init_declarator>raw_string_literal,,ts_0584,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,init_declarator>structured_binding_declarator,,ts_0275,,,binding.declares,,,IMPLICATION,1,25,MAPPED
cpp,init_declarator>structured_binding_declarator,,ts_0275,,,data.def_use,,,IMPLICATION,1,60,MAPPED
cpp,init_declarator>structured_binding_declarator,,ts_0275,,,data.operand,,,IMPLICATION,1,58,MAPPED
cpp,init_declarator>structured_binding_declarator,,ts_0275,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,init_declarator>structured_binding_declarator,,ts_0275,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,init_declarator>subscript_expression,,ts_0586,,,binding.declares,,,IMPLICATION,1,25,MAPPED
cpp,init_declarator>subscript_expression,,ts_0586,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,init_declarator>subscript_expression,,ts_0586,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,initializer_list>call_expression,,ts_0415,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,initializer_list>call_expression,,ts_0415,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,initializer_list>char_literal,,ts_0133,,,binding.declares,,,IMPLICATION,1,25,MAPPED
cpp,initializer_list>char_literal,,ts_0133,,,binding.refers,,,IMPLICATION,1,9,MAPPED
cpp,initializer_list>char_literal,,ts_0133,,,data.def_use,,,IMPLICATION,1,60,MAPPED
cpp,initializer_list>char_literal,,ts_0133,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,initializer_list>char_literal,,ts_0133,,,name.resolves,,,IMPLICATION,1,9,MAPPED
cpp,initializer_list>char_literal,,ts_0133,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,initializer_list>comment,,ts_0395,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,initializer_list>comment,,ts_0395,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,initializer_list>parameter_pack_expansion,,ts_0590,,,syntax.child,,,IMPLICATION,2,124,MAPPED
cpp,initializer_pair>initializer_list,,ts_0133,,,binding.declares,,,IMPLICATION,1,25,MAPPED
cpp,initializer_pair>initializer_list,,ts_0133,,,binding.refers,,,IMPLICATION,1,9,MAPPED
cpp,initializer_pair>initializer_list,,ts_0133,,,data.def_use,,,IMPLICATION,1,60,MAPPED
cpp,initializer_pair>initializer_list,,ts_0133,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,initializer_pair>initializer_list,,ts_0133,,,name.resolves,,,IMPLICATION,1,9,MAPPED
cpp,initializer_pair>initializer_list,,ts_0133,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,initializer_pair>number_literal,,ts_0133,,,binding.declares,,,IMPLICATION,1,25,MAPPED
cpp,initializer_pair>number_literal,,ts_0133,,,binding.refers,,,IMPLICATION,1,9,MAPPED
cpp,initializer_pair>number_literal,,ts_0133,,,data.def_use,,,IMPLICATION,1,60,MAPPED
cpp,initializer_pair>number_literal,,ts_0133,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,initializer_pair>number_literal,,ts_0133,,,name.resolves,,,IMPLICATION,1,9,MAPPED
cpp,initializer_pair>number_literal,,ts_0133,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,initializer_pair>subscript_designator,,ts_0133,,,binding.declares,,,IMPLICATION,1,25,MAPPED
cpp,initializer_pair>subscript_designator,,ts_0133,,,binding.refers,,,IMPLICATION,1,9,MAPPED
cpp,initializer_pair>subscript_designator,,ts_0133,,,data.def_use,,,IMPLICATION,1,60,MAPPED
cpp,initializer_pair>subscript_designator,,ts_0133,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,initializer_pair>subscript_designator,,ts_0133,,,name.resolves,,,IMPLICATION,1,9,MAPPED
cpp,initializer_pair>subscript_designator,,ts_0133,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,labeled_statement>compound_statement,,ts_0340,,,syntax.child,,,IMPLICATION,2,124,MAPPED
cpp,labeled_statement>expression_statement,,ts_0401,,,binding.declares,,,IMPLICATION,1,25,MAPPED
cpp,labeled_statement>expression_statement,,ts_0401,,,binding.refers,,,IMPLICATION,1,9,MAPPED
cpp,labeled_statement>expression_statement,,ts_0401,,,data.def_use,,,IMPLICATION,1,60,MAPPED
cpp,labeled_statement>expression_statement,,ts_0401,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,labeled_statement>expression_statement,,ts_0401,,,name.resolves,,,IMPLICATION,1,9,MAPPED
cpp,labeled_statement>expression_statement,,ts_0401,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,labeled_statement>statement_identifier,,ts_0210,,,syntax.child,,,IMPLICATION,3,123,MAPPED
cpp,lambda_capture_initializer>call_expression,,ts_0217,,,binding.declares,,,IMPLICATION,1,25,MAPPED
cpp,lambda_capture_initializer>call_expression,,ts_0217,,,binding.refers,,,IMPLICATION,1,9,MAPPED
cpp,lambda_capture_initializer>call_expression,,ts_0217,,,data.def_use,,,IMPLICATION,1,60,MAPPED
cpp,lambda_capture_initializer>call_expression,,ts_0217,,,data.operand,,,IMPLICATION,1,58,MAPPED
cpp,lambda_capture_initializer>call_expression,,ts_0217,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,lambda_capture_initializer>call_expression,,ts_0217,,,name.resolves,,,IMPLICATION,1,9,MAPPED
cpp,lambda_capture_initializer>call_expression,,ts_0217,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,lambda_capture_initializer>compound_literal_expression,,ts_0217,,,binding.declares,,,IMPLICATION,1,25,MAPPED
cpp,lambda_capture_initializer>compound_literal_expression,,ts_0217,,,binding.refers,,,IMPLICATION,1,9,MAPPED
cpp,lambda_capture_initializer>compound_literal_expression,,ts_0217,,,data.def_use,,,IMPLICATION,1,60,MAPPED
cpp,lambda_capture_initializer>compound_literal_expression,,ts_0217,,,data.operand,,,IMPLICATION,1,58,MAPPED
cpp,lambda_capture_initializer>compound_literal_expression,,ts_0217,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,lambda_capture_initializer>compound_literal_expression,,ts_0217,,,name.resolves,,,IMPLICATION,1,9,MAPPED
cpp,lambda_capture_initializer>compound_literal_expression,,ts_0217,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,lambda_capture_initializer>identifier,,ts_0217,,,binding.declares,,,IMPLICATION,1,25,MAPPED
cpp,lambda_capture_initializer>identifier,,ts_0217,,,binding.refers,,,IMPLICATION,1,9,MAPPED
cpp,lambda_capture_initializer>identifier,,ts_0217,,,data.def_use,,,IMPLICATION,1,60,MAPPED
cpp,lambda_capture_initializer>identifier,,ts_0217,,,data.operand,,,IMPLICATION,1,58,MAPPED
cpp,lambda_capture_initializer>identifier,,ts_0217,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,lambda_capture_initializer>identifier,,ts_0217,,,name.resolves,,,IMPLICATION,1,9,MAPPED
cpp,lambda_capture_initializer>identifier,,ts_0217,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,lambda_capture_specifier>identifier,,ts_0217,,,binding.declares,,,IMPLICATION,1,25,MAPPED
cpp,lambda_capture_specifier>identifier,,ts_0217,,,binding.refers,,,IMPLICATION,1,9,MAPPED
cpp,lambda_capture_specifier>identifier,,ts_0217,,,data.def_use,,,IMPLICATION,1,60,MAPPED
cpp,lambda_capture_specifier>identifier,,ts_0217,,,data.operand,,,IMPLICATION,1,58,MAPPED
cpp,lambda_capture_specifier>identifier,,ts_0217,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,lambda_capture_specifier>identifier,,ts_0217,,,name.resolves,,,IMPLICATION,1,9,MAPPED
cpp,lambda_capture_specifier>identifier,,ts_0217,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,lambda_capture_specifier>lambda_capture_initializer,,ts_0217,,,binding.declares,,,IMPLICATION,1,25,MAPPED
cpp,lambda_capture_specifier>lambda_capture_initializer,,ts_0217,,,binding.refers,,,IMPLICATION,1,9,MAPPED
cpp,lambda_capture_specifier>lambda_capture_initializer,,ts_0217,,,data.def_use,,,IMPLICATION,1,60,MAPPED
cpp,lambda_capture_specifier>lambda_capture_initializer,,ts_0217,,,data.operand,,,IMPLICATION,1,58,MAPPED
cpp,lambda_capture_specifier>lambda_capture_initializer,,ts_0217,,,effect.has,,,IMPLICATION,1,81,MAPPED
cpp,lambda_capture_specifier>lambda_capture_initializer,,ts_0217,,,name.resolves,,,IMPLICATION,1,9,MAPPED
cpp,lambda_capture_specifier>lambda_capture_initializer,,ts_0217,,,syntax.child,,,IMPLICATION,1,125,MAPPED
cpp,lambda_capture_specifier>lambda_default_capture,,ts_0219,,,binding.declares,,,IMPLICATION,2,24,MAPPED
cpp,lambda_capture_specifier>lambda_default_capture,,ts_0219,,,binding.refers,,,IMPLICATION,2,8,MAPPED
cpp,lambda_capture_specifier>lambda_default_capture,,ts_0219,,,data.def_use,,,IMPLICATION,2,59,MAPPED
cpp,lambda_capture_specifier>lambda_default_capture,,ts_0219,,,data.operand,,,IMPLICATION,2,57,MAPPED
