case_id,language,case_name,failure_atom,value
199,rust,Inherent Impls,ASYNC,false
199,rust,Inherent Impls,GENERIC,true
199,rust,Inherent Impls,RELATION,false
199,rust,Inherent Impls,FIELD,true
199,rust,Inherent Impls,SEMANTIC_LOWERING,false
199,rust,Inherent Impls,UAST_VALIDATION,false
204,rust,Trait impl signature,LEXER,false
204,rust,Trait impl signature,PARSER,true
204,rust,Trait impl signature,DECLARATION,false
204,rust,Trait impl signature,EXPRESSION,false
204,rust,Trait impl signature,TYPE,true
204,rust,Trait impl signature,CONTROL_FLOW,false
204,rust,Trait impl signature,CONTAINER,false
204,rust,Trait impl signature,INDEX_SLICE,false
204,rust,Trait impl signature,CALL,true
204,rust,Trait impl signature,FUNCTION,true
204,rust,Trait impl signature,CLOSURE,false
204,rust,Trait impl signature,AGGREGATE,false
204,rust,Trait impl signature,COMPREHENSION,false
204,rust,Trait impl signature,PATTERN,false
204,rust,Trait impl signature,EXCEPTION,false
204,rust,Trait impl signature,ASYNC,false
204,rust,Trait impl signature,GENERIC,true
204,rust,Trait impl signature,RELATION,false
204,rust,Trait impl signature,FIELD,false
204,rust,Trait impl signature,SEMANTIC_LOWERING,false
204,rust,Trait impl signature,UAST_VALIDATION,false
211,rust,Associated Types,LEXER,false
211,rust,Associated Types,PARSER,true
211,rust,Associated Types,DECLARATION,true
211,rust,Associated Types,EXPRESSION,false
211,rust,Associated Types,TYPE,true
211,rust,Associated Types,CONTROL_FLOW,false
211,rust,Associated Types,CONTAINER,true
211,rust,Associated Types,INDEX_SLICE,false
211,rust,Associated Types,CALL,false
211,rust,Associated Types,FUNCTION,false
211,rust,Associated Types,CLOSURE,false
211,rust,Associated Types,AGGREGATE,true
211,rust,Associated Types,COMPREHENSION,false
211,rust,Associated Types,PATTERN,false
211,rust,Associated Types,EXCEPTION,false
211,rust,Associated Types,ASYNC,false
211,rust,Associated Types,GENERIC,false
211,rust,Associated Types,RELATION,false
211,rust,Associated Types,FIELD,false
211,rust,Associated Types,SEMANTIC_LOWERING,false
211,rust,Associated Types,UAST_VALIDATION,false
212,rust,Associated Type Definitions,LEXER,false
212,rust,Associated Type Definitions,PARSER,true
212,rust,Associated Type Definitions,DECLARATION,true
212,rust,Associated Type Definitions,EXPRESSION,false
212,rust,Associated Type Definitions,TYPE,true
212,rust,Associated Type Definitions,CONTROL_FLOW,false
212,rust,Associated Type Definitions,CONTAINER,true
212,rust,Associated Type Definitions,INDEX_SLICE,false
212,rust,Associated Type Definitions,CALL,false
212,rust,Associated Type Definitions,FUNCTION,false
212,rust,Associated Type Definitions,CLOSURE,false
212,rust,Associated Type Definitions,AGGREGATE,true
212,rust,Associated Type Definitions,COMPREHENSION,false
212,rust,Associated Type Definitions,PATTERN,false
212,rust,Associated Type Definitions,EXCEPTION,false
212,rust,Associated Type Definitions,ASYNC,false
212,rust,Associated Type Definitions,GENERIC,false
212,rust,Associated Type Definitions,RELATION,false
212,rust,Associated Type Definitions,FIELD,false
212,rust,Associated Type Definitions,SEMANTIC_LOWERING,false
212,rust,Associated Type Definitions,UAST_VALIDATION,false
214,rust,Higher-ranked types,LEXER,true
214,rust,Higher-ranked types,PARSER,true
214,rust,Higher-ranked types,DECLARATION,true
214,rust,Higher-ranked types,EXPRESSION,false
214,rust,Higher-ranked types,TYPE,true
214,rust,Higher-ranked types,CONTROL_FLOW,false
214,rust,Higher-ranked types,CONTAINER,true
214,rust,Higher-ranked types,INDEX_SLICE,false
214,rust,Higher-ranked types,CALL,true
214,rust,Higher-ranked types,FUNCTION,true
214,rust,Higher-ranked types,CLOSURE,false
214,rust,Higher-ranked types,AGGREGATE,true
214,rust,Higher-ranked types,COMPREHENSION,false
214,rust,Higher-ranked types,PATTERN,false
214,rust,Higher-ranked types,EXCEPTION,false
214,rust,Higher-ranked types,ASYNC,false
214,rust,Higher-ranked types,GENERIC,true
214,rust,Higher-ranked types,RELATION,false
214,rust,Higher-ranked types,FIELD,false
214,rust,Higher-ranked types,SEMANTIC_LOWERING,false
214,rust,Higher-ranked types,UAST_VALIDATION,false
215,rust,Visibility modifiers,LEXER,false
215,rust,Visibility modifiers,PARSER,true
215,rust,Visibility modifiers,DECLARATION,false
215,rust,Visibility modifiers,EXPRESSION,false
215,rust,Visibility modifiers,TYPE,false
215,rust,Visibility modifiers,CONTROL_FLOW,false
215,rust,Visibility modifiers,CONTAINER,false
215,rust,Visibility modifiers,INDEX_SLICE,false
215,rust,Visibility modifiers,CALL,false
215,rust,Visibility modifiers,FUNCTION,true
215,rust,Visibility modifiers,CLOSURE,false
215,rust,Visibility modifiers,AGGREGATE,false
215,rust,Visibility modifiers,COMPREHENSION,false
215,rust,Visibility modifiers,PATTERN,false
215,rust,Visibility modifiers,EXCEPTION,false
215,rust,Visibility modifiers,ASYNC,false
215,rust,Visibility modifiers,GENERIC,false
215,rust,Visibility modifiers,RELATION,false
215,rust,Visibility modifiers,FIELD,false
215,rust,Visibility modifiers,SEMANTIC_LOWERING,false
215,rust,Visibility modifiers,UAST_VALIDATION,false
217,rust,Where clauses,LEXER,true
217,rust,Where clauses,PARSER,true
217,rust,Where clauses,DECLARATION,true
217,rust,Where clauses,EXPRESSION,true
217,rust,Where clauses,TYPE,true
217,rust,Where clauses,CONTROL_FLOW,false
217,rust,Where clauses,CONTAINER,true
217,rust,Where clauses,INDEX_SLICE,false
217,rust,Where clauses,CALL,true
217,rust,Where clauses,FUNCTION,true
217,rust,Where clauses,CLOSURE,false
217,rust,Where clauses,AGGREGATE,true
217,rust,Where clauses,COMPREHENSION,false
217,rust,Where clauses,PATTERN,true
217,rust,Where clauses,EXCEPTION,false
217,rust,Where clauses,ASYNC,false
217,rust,Where clauses,GENERIC,true
217,rust,Where clauses,RELATION,false
217,rust,Where clauses,FIELD,true
217,rust,Where clauses,SEMANTIC_LOWERING,false
217,rust,Where clauses,UAST_VALIDATION,false
222,rust,Const generics with default,LEXER,false
222,rust,Const generics with default,PARSER,true
222,rust,Const generics with default,DECLARATION,true
222,rust,Const generics with default,EXPRESSION,false
222,rust,Const generics with default,TYPE,true
222,rust,Const generics with default,CONTROL_FLOW,false
222,rust,Const generics with default,CONTAINER,true
222,rust,Const generics with default,INDEX_SLICE,false
222,rust,Const generics with default,CALL,false
222,rust,Const generics with default,FUNCTION,true
222,rust,Const generics with default,CLOSURE,false
222,rust,Const generics with default,AGGREGATE,true
222,rust,Const generics with default,COMPREHENSION,false
222,rust,Const generics with default,PATTERN,false
222,rust,Const generics with default,EXCEPTION,false
222,rust,Const generics with default,ASYNC,false
222,rust,Const generics with default,GENERIC,true
222,rust,Const generics with default,RELATION,false
222,rust,Const generics with default,FIELD,true
222,rust,Const generics with default,SEMANTIC_LOWERING,false
222,rust,Const generics with default,UAST_VALIDATION,false
227,rust,Raw identifiers,LEXER,false
227,rust,Raw identifiers,PARSER,true
227,rust,Raw identifiers,DECLARATION,false
227,rust,Raw identifiers,EXPRESSION,true
227,rust,Raw identifiers,TYPE,true
227,rust,Raw identifiers,CONTROL_FLOW,false
227,rust,Raw identifiers,CONTAINER,false
227,rust,Raw identifiers,INDEX_SLICE,false
227,rust,Raw identifiers,CALL,false
227,rust,Raw identifiers,FUNCTION,true
227,rust,Raw identifiers,CLOSURE,false
227,rust,Raw identifiers,AGGREGATE,false
227,rust,Raw identifiers,COMPREHENSION,false
227,rust,Raw identifiers,PATTERN,false
227,rust,Raw identifiers,EXCEPTION,false
227,rust,Raw identifiers,ASYNC,false
227,rust,Raw identifiers,GENERIC,false
227,rust,Raw identifiers,RELATION,false
227,rust,Raw identifiers,FIELD,true
227,rust,Raw identifiers,SEMANTIC_LOWERING,false
227,rust,Raw identifiers,UAST_VALIDATION,false
228,rust,Unary operator expressions,LEXER,false
228,rust,Unary operator expressions,PARSER,true
228,rust,Unary operator expressions,DECLARATION,false
228,rust,Unary operator expressions,EXPRESSION,true
228,rust,Unary operator expressions,TYPE,false
228,rust,Unary operator expressions,CONTROL_FLOW,false
228,rust,Unary operator expressions,CONTAINER,false
228,rust,Unary operator expressions,INDEX_SLICE,false
228,rust,Unary operator expressions,CALL,false
228,rust,Unary operator expressions,FUNCTION,false
228,rust,Unary operator expressions,CLOSURE,false
228,rust,Unary operator expressions,AGGREGATE,false
228,rust,Unary operator expressions,COMPREHENSION,false
228,rust,Unary operator expressions,PATTERN,false
228,rust,Unary operator expressions,EXCEPTION,false
228,rust,Unary operator expressions,ASYNC,false
228,rust,Unary operator expressions,GENERIC,false
228,rust,Unary operator expressions,RELATION,false
228,rust,Unary operator expressions,FIELD,false
228,rust,Unary operator expressions,SEMANTIC_LOWERING,false
228,rust,Unary operator expressions,UAST_VALIDATION,false
229,rust,Reference expressions,LEXER,false
229,rust,Reference expressions,PARSER,true
229,rust,Reference expressions,DECLARATION,false
229,rust,Reference expressions,EXPRESSION,true
229,rust,Reference expressions,TYPE,false
229,rust,Reference expressions,CONTROL_FLOW,false
229,rust,Reference expressions,CONTAINER,false
229,rust,Reference expressions,INDEX_SLICE,false
229,rust,Reference expressions,CALL,false
229,rust,Reference expressions,FUNCTION,false
229,rust,Reference expressions,CLOSURE,false
229,rust,Reference expressions,AGGREGATE,false
229,rust,Reference expressions,COMPREHENSION,false
229,rust,Reference expressions,PATTERN,false
229,rust,Reference expressions,EXCEPTION,false
229,rust,Reference expressions,ASYNC,false
229,rust,Reference expressions,GENERIC,false
229,rust,Reference expressions,RELATION,false
229,rust,Reference expressions,FIELD,true
229,rust,Reference expressions,SEMANTIC_LOWERING,false
229,rust,Reference expressions,UAST_VALIDATION,false
230,rust,Try expressions,LEXER,false
230,rust,Try expressions,PARSER,true
230,rust,Try expressions,DECLARATION,false
230,rust,Try expressions,EXPRESSION,true
230,rust,Try expressions,TYPE,false
230,rust,Try expressions,CONTROL_FLOW,false
230,rust,Try expressions,CONTAINER,false
230,rust,Try expressions,INDEX_SLICE,false
230,rust,Try expressions,CALL,true
230,rust,Try expressions,FUNCTION,false
230,rust,Try expressions,CLOSURE,false
230,rust,Try expressions,AGGREGATE,false
230,rust,Try expressions,COMPREHENSION,false
230,rust,Try expressions,PATTERN,false
230,rust,Try expressions,EXCEPTION,true
230,rust,Try expressions,ASYNC,false
230,rust,Try expressions,GENERIC,false
230,rust,Try expressions,RELATION,false
230,rust,Try expressions,FIELD,true
230,rust,Try expressions,SEMANTIC_LOWERING,false
230,rust,Try expressions,UAST_VALIDATION,false
231,rust,Binary operator expressions,LEXER,false
231,rust,Binary operator expressions,PARSER,true
231,rust,Binary operator expressions,DECLARATION,false
231,rust,Binary operator expressions,EXPRESSION,true
231,rust,Binary operator expressions,TYPE,false
231,rust,Binary operator expressions,CONTROL_FLOW,false
231,rust,Binary operator expressions,CONTAINER,false
231,rust,Binary operator expressions,INDEX_SLICE,false
231,rust,Binary operator expressions,CALL,false
231,rust,Binary operator expressions,FUNCTION,false
231,rust,Binary operator expressions,CLOSURE,false
231,rust,Binary operator expressions,AGGREGATE,false
231,rust,Binary operator expressions,COMPREHENSION,false
231,rust,Binary operator expressions,PATTERN,false
231,rust,Binary operator expressions,EXCEPTION,false
231,rust,Binary operator expressions,ASYNC,false
231,rust,Binary operator expressions,GENERIC,false
231,rust,Binary operator expressions,RELATION,false
231,rust,Binary operator expressions,FIELD,false
231,rust,Binary operator expressions,SEMANTIC_LOWERING,false
231,rust,Binary operator expressions,UAST_VALIDATION,false
233,rust,Range expressions,LEXER,false
233,rust,Range expressions,PARSER,true
233,rust,Range expressions,DECLARATION,false
233,rust,Range expressions,EXPRESSION,true
233,rust,Range expressions,TYPE,false
233,rust,Range expressions,CONTROL_FLOW,true
233,rust,Range expressions,CONTAINER,false
233,rust,Range expressions,INDEX_SLICE,false
233,rust,Range expressions,CALL,false
233,rust,Range expressions,FUNCTION,false
233,rust,Range expressions,CLOSURE,false
233,rust,Range expressions,AGGREGATE,false
233,rust,Range expressions,COMPREHENSION,false
233,rust,Range expressions,PATTERN,false
233,rust,Range expressions,EXCEPTION,false
233,rust,Range expressions,ASYNC,false
233,rust,Range expressions,GENERIC,false
233,rust,Range expressions,RELATION,false
233,rust,Range expressions,FIELD,false
233,rust,Range expressions,SEMANTIC_LOWERING,false
233,rust,Range expressions,UAST_VALIDATION,false
235,rust,Compound assignment expressions,LEXER,false
235,rust,Compound assignment expressions,PARSER,true
235,rust,Compound assignment expressions,DECLARATION,false
235,rust,Compound assignment expressions,EXPRESSION,true
235,rust,Compound assignment expressions,TYPE,false
235,rust,Compound assignment expressions,CONTROL_FLOW,false
235,rust,Compound assignment expressions,CONTAINER,false
235,rust,Compound assignment expressions,INDEX_SLICE,false
235,rust,Compound assignment expressions,CALL,false
235,rust,Compound assignment expressions,FUNCTION,false
235,rust,Compound assignment expressions,CLOSURE,false
235,rust,Compound assignment expressions,AGGREGATE,false
235,rust,Compound assignment expressions,COMPREHENSION,false
235,rust,Compound assignment expressions,PATTERN,false
235,rust,Compound assignment expressions,EXCEPTION,false
235,rust,Compound assignment expressions,ASYNC,false
235,rust,Compound assignment expressions,GENERIC,false
235,rust,Compound assignment expressions,RELATION,false
235,rust,Compound assignment expressions,FIELD,true
235,rust,Compound assignment expressions,SEMANTIC_LOWERING,false
235,rust,Compound assignment expressions,UAST_VALIDATION,false
237,rust,Call expressions,LEXER,false
237,rust,Call expressions,PARSER,true
237,rust,Call expressions,DECLARATION,false
237,rust,Call expressions,EXPRESSION,true
237,rust,Call expressions,TYPE,false
237,rust,Call expressions,CONTROL_FLOW,false
237,rust,Call expressions,CONTAINER,false
237,rust,Call expressions,INDEX_SLICE,false
237,rust,Call expressions,CALL,true
237,rust,Call expressions,FUNCTION,true
237,rust,Call expressions,CLOSURE,false
237,rust,Call expressions,AGGREGATE,false
237,rust,Call expressions,COMPREHENSION,false
237,rust,Call expressions,PATTERN,false
237,rust,Call expressions,EXCEPTION,false
237,rust,Call expressions,ASYNC,false
237,rust,Call expressions,GENERIC,false
237,rust,Call expressions,RELATION,false
237,rust,Call expressions,FIELD,true
237,rust,Call expressions,SEMANTIC_LOWERING,false
237,rust,Call expressions,UAST_VALIDATION,false
242,rust,If expressions,LEXER,false
242,rust,If expressions,PARSER,true
242,rust,If expressions,DECLARATION,true
242,rust,If expressions,EXPRESSION,true
242,rust,If expressions,TYPE,false
242,rust,If expressions,CONTROL_FLOW,true
242,rust,If expressions,CONTAINER,false
242,rust,If expressions,INDEX_SLICE,false
242,rust,If expressions,CALL,false
242,rust,If expressions,FUNCTION,true
242,rust,If expressions,CLOSURE,false
242,rust,If expressions,AGGREGATE,false
242,rust,If expressions,COMPREHENSION,false
242,rust,If expressions,PATTERN,true
242,rust,If expressions,EXCEPTION,false
242,rust,If expressions,ASYNC,false
242,rust,If expressions,GENERIC,false
242,rust,If expressions,RELATION,false
242,rust,If expressions,FIELD,true
242,rust,If expressions,SEMANTIC_LOWERING,false
242,rust,If expressions,UAST_VALIDATION,false
244,rust,If let expressions,LEXER,false
244,rust,If let expressions,PARSER,true
244,rust,If let expressions,DECLARATION,false
244,rust,If let expressions,EXPRESSION,true
244,rust,If let expressions,TYPE,true
244,rust,If let expressions,CONTROL_FLOW,true
244,rust,If let expressions,CONTAINER,true
244,rust,If let expressions,INDEX_SLICE,false
244,rust,If let expressions,CALL,false
244,rust,If let expressions,FUNCTION,true
244,rust,If let expressions,CLOSURE,true
244,rust,If let expressions,AGGREGATE,true
244,rust,If let expressions,COMPREHENSION,false
244,rust,If let expressions,PATTERN,true
244,rust,If let expressions,EXCEPTION,false
244,rust,If let expressions,ASYNC,false
244,rust,If let expressions,GENERIC,false
244,rust,If let expressions,RELATION,false
244,rust,If let expressions,FIELD,true
244,rust,If let expressions,SEMANTIC_LOWERING,false
244,rust,If let expressions,UAST_VALIDATION,false
245,rust,While let expressions,LEXER,false
245,rust,While let expressions,PARSER,true
245,rust,While let expressions,DECLARATION,false
245,rust,While let expressions,EXPRESSION,true
245,rust,While let expressions,TYPE,false
245,rust,While let expressions,CONTROL_FLOW,true
245,rust,While let expressions,CONTAINER,true
245,rust,While let expressions,INDEX_SLICE,false
245,rust,While let expressions,CALL,false
245,rust,While let expressions,FUNCTION,false
245,rust,While let expressions,CLOSURE,false
245,rust,While let expressions,AGGREGATE,true
245,rust,While let expressions,COMPREHENSION,false
245,rust,While let expressions,PATTERN,true
245,rust,While let expressions,EXCEPTION,false
245,rust,While let expressions,ASYNC,false
245,rust,While let expressions,GENERIC,false
245,rust,While let expressions,RELATION,false
245,rust,While let expressions,FIELD,false
245,rust,While let expressions,SEMANTIC_LOWERING,false
245,rust,While let expressions,UAST_VALIDATION,false
248,rust,Loop expressions,LEXER,true
248,rust,Loop expressions,PARSER,true
248,rust,Loop expressions,DECLARATION,false
248,rust,Loop expressions,EXPRESSION,true
248,rust,Loop expressions,TYPE,false
248,rust,Loop expressions,CONTROL_FLOW,true
248,rust,Loop expressions,CONTAINER,false
248,rust,Loop expressions,INDEX_SLICE,false
248,rust,Loop expressions,CALL,false
248,rust,Loop expressions,FUNCTION,false
248,rust,Loop expressions,CLOSURE,false
248,rust,Loop expressions,AGGREGATE,false
248,rust,Loop expressions,COMPREHENSION,false
248,rust,Loop expressions,PATTERN,false
248,rust,Loop expressions,EXCEPTION,false
248,rust,Loop expressions,ASYNC,false
248,rust,Loop expressions,GENERIC,false
248,rust,Loop expressions,RELATION,false
248,rust,Loop expressions,FIELD,false
248,rust,Loop expressions,SEMANTIC_LOWERING,false
248,rust,Loop expressions,UAST_VALIDATION,false
249,rust,For expressions,LEXER,false
249,rust,For expressions,PARSER,true
249,rust,For expressions,DECLARATION,false
249,rust,For expressions,EXPRESSION,true
249,rust,For expressions,TYPE,false
249,rust,For expressions,CONTROL_FLOW,true
249,rust,For expressions,CONTAINER,false
249,rust,For expressions,INDEX_SLICE,false
249,rust,For expressions,CALL,true
249,rust,For expressions,FUNCTION,false
249,rust,For expressions,CLOSURE,false
249,rust,For expressions,AGGREGATE,false
249,rust,For expressions,COMPREHENSION,false
249,rust,For expressions,PATTERN,false
249,rust,For expressions,EXCEPTION,false
249,rust,For expressions,ASYNC,false
249,rust,For expressions,GENERIC,false
249,rust,For expressions,RELATION,false
249,rust,For expressions,FIELD,false
249,rust,For expressions,SEMANTIC_LOWERING,false
249,rust,For expressions,UAST_VALIDATION,false
253,rust,Scoped functions,LEXER,false
253,rust,Scoped functions,PARSER,true
253,rust,Scoped functions,DECLARATION,false
253,rust,Scoped functions,EXPRESSION,true
253,rust,Scoped functions,TYPE,true
253,rust,Scoped functions,CONTROL_FLOW,false
253,rust,Scoped functions,CONTAINER,false
253,rust,Scoped functions,INDEX_SLICE,false
253,rust,Scoped functions,CALL,true
253,rust,Scoped functions,FUNCTION,false
253,rust,Scoped functions,CLOSURE,false
253,rust,Scoped functions,AGGREGATE,false
253,rust,Scoped functions,COMPREHENSION,false
253,rust,Scoped functions,PATTERN,false
253,rust,Scoped functions,EXCEPTION,false
253,rust,Scoped functions,ASYNC,false
253,rust,Scoped functions,GENERIC,true
253,rust,Scoped functions,RELATION,false
253,rust,Scoped functions,FIELD,false
253,rust,Scoped functions,SEMANTIC_LOWERING,false
253,rust,Scoped functions,UAST_VALIDATION,false
254,rust,Scoped functions with fully qualified syntax,LEXER,false
254,rust,Scoped functions with fully qualified syntax,PARSER,true
254,rust,Scoped functions with fully qualified syntax,DECLARATION,false
254,rust,Scoped functions with fully qualified syntax,EXPRESSION,true
254,rust,Scoped functions with fully qualified syntax,TYPE,true
254,rust,Scoped functions with fully qualified syntax,CONTROL_FLOW,false
254,rust,Scoped functions with fully qualified syntax,CONTAINER,false
254,rust,Scoped functions with fully qualified syntax,INDEX_SLICE,false
254,rust,Scoped functions with fully qualified syntax,CALL,true
254,rust,Scoped functions with fully qualified syntax,FUNCTION,false
254,rust,Scoped functions with fully qualified syntax,CLOSURE,false
254,rust,Scoped functions with fully qualified syntax,AGGREGATE,false
254,rust,Scoped functions with fully qualified syntax,COMPREHENSION,false
254,rust,Scoped functions with fully qualified syntax,PATTERN,false
254,rust,Scoped functions with fully qualified syntax,EXCEPTION,false
254,rust,Scoped functions with fully qualified syntax,ASYNC,false
254,rust,Scoped functions with fully qualified syntax,GENERIC,false
254,rust,Scoped functions with fully qualified syntax,RELATION,false
254,rust,Scoped functions with fully qualified syntax,FIELD,false
254,rust,Scoped functions with fully qualified syntax,SEMANTIC_LOWERING,false
254,rust,Scoped functions with fully qualified syntax,UAST_VALIDATION,false
255,rust,Scoped functions with macros as types,LEXER,false
255,rust,Scoped functions with macros as types,PARSER,true
255,rust,Scoped functions with macros as types,DECLARATION,false
255,rust,Scoped functions with macros as types,EXPRESSION,true
255,rust,Scoped functions with macros as types,TYPE,false
255,rust,Scoped functions with macros as types,CONTROL_FLOW,false
255,rust,Scoped functions with macros as types,CONTAINER,false
255,rust,Scoped functions with macros as types,INDEX_SLICE,false
255,rust,Scoped functions with macros as types,CALL,true
255,rust,Scoped functions with macros as types,FUNCTION,false
255,rust,Scoped functions with macros as types,CLOSURE,false
255,rust,Scoped functions with macros as types,AGGREGATE,false
255,rust,Scoped functions with macros as types,COMPREHENSION,false
255,rust,Scoped functions with macros as types,PATTERN,false
255,rust,Scoped functions with macros as types,EXCEPTION,false
255,rust,Scoped functions with macros as types,ASYNC,false
255,rust,Scoped functions with macros as types,GENERIC,false
255,rust,Scoped functions with macros as types,RELATION,false
255,rust,Scoped functions with macros as types,FIELD,false
255,rust,Scoped functions with macros as types,SEMANTIC_LOWERING,false
255,rust,Scoped functions with macros as types,UAST_VALIDATION,false
257,rust,Generic functions,LEXER,false
257,rust,Generic functions,PARSER,true
257,rust,Generic functions,DECLARATION,false
257,rust,Generic functions,EXPRESSION,true
257,rust,Generic functions,TYPE,true
257,rust,Generic functions,CONTROL_FLOW,false
257,rust,Generic functions,CONTAINER,false
257,rust,Generic functions,INDEX_SLICE,false
257,rust,Generic functions,CALL,true
257,rust,Generic functions,FUNCTION,true
257,rust,Generic functions,CLOSURE,false
257,rust,Generic functions,AGGREGATE,false
257,rust,Generic functions,COMPREHENSION,false
257,rust,Generic functions,PATTERN,false
257,rust,Generic functions,EXCEPTION,false
257,rust,Generic functions,ASYNC,false
257,rust,Generic functions,GENERIC,true
257,rust,Generic functions,RELATION,false
257,rust,Generic functions,FIELD,true
257,rust,Generic functions,SEMANTIC_LOWERING,false
257,rust,Generic functions,UAST_VALIDATION,false
259,rust,Closures with typed parameteres,LEXER,false
259,rust,Closures with typed parameteres,PARSER,true
259,rust,Closures with typed parameteres,DECLARATION,false
259,rust,Closures with typed parameteres,EXPRESSION,true
259,rust,Closures with typed parameteres,TYPE,false
259,rust,Closures with typed parameteres,CONTROL_FLOW,false
259,rust,Closures with typed parameteres,CONTAINER,false
259,rust,Closures with typed parameteres,INDEX_SLICE,false
259,rust,Closures with typed parameteres,CALL,true
259,rust,Closures with typed parameteres,FUNCTION,true
259,rust,Closures with typed parameteres,CLOSURE,true
259,rust,Closures with typed parameteres,AGGREGATE,false
259,rust,Closures with typed parameteres,COMPREHENSION,false
259,rust,Closures with typed parameteres,PATTERN,false
259,rust,Closures with typed parameteres,EXCEPTION,false
259,rust,Closures with typed parameteres,ASYNC,false
259,rust,Closures with typed parameteres,GENERIC,false
259,rust,Closures with typed parameteres,RELATION,false
259,rust,Closures with typed parameteres,FIELD,true
259,rust,Closures with typed parameteres,SEMANTIC_LOWERING,false
259,rust,Closures with typed parameteres,UAST_VALIDATION,false
260,rust,Generators,LEXER,false
260,rust,Generators,PARSER,true
260,rust,Generators,DECLARATION,false
260,rust,Generators,EXPRESSION,true
260,rust,Generators,TYPE,false
260,rust,Generators,CONTROL_FLOW,true
260,rust,Generators,CONTAINER,false
260,rust,Generators,INDEX_SLICE,false
260,rust,Generators,CALL,false
260,rust,Generators,FUNCTION,true
260,rust,Generators,CLOSURE,true
260,rust,Generators,AGGREGATE,false
260,rust,Generators,COMPREHENSION,false
260,rust,Generators,PATTERN,false
260,rust,Generators,EXCEPTION,false
260,rust,Generators,ASYNC,false
260,rust,Generators,GENERIC,false
260,rust,Generators,RELATION,false
260,rust,Generators,FIELD,false
260,rust,Generators,SEMANTIC_LOWERING,false
260,rust,Generators,UAST_VALIDATION,false
263,rust,Raw reference expression conflicts,LEXER,false
263,rust,Raw reference expression conflicts,PARSER,true
263,rust,Raw reference expression conflicts,DECLARATION,true
263,rust,Raw reference expression conflicts,EXPRESSION,true
263,rust,Raw reference expression conflicts,TYPE,false
263,rust,Raw reference expression conflicts,CONTROL_FLOW,false
263,rust,Raw reference expression conflicts,CONTAINER,false
263,rust,Raw reference expression conflicts,INDEX_SLICE,false
263,rust,Raw reference expression conflicts,CALL,true
263,rust,Raw reference expression conflicts,FUNCTION,false
263,rust,Raw reference expression conflicts,CLOSURE,false
263,rust,Raw reference expression conflicts,AGGREGATE,false
263,rust,Raw reference expression conflicts,COMPREHENSION,false
263,rust,Raw reference expression conflicts,PATTERN,false
263,rust,Raw reference expression conflicts,EXCEPTION,false
263,rust,Raw reference expression conflicts,ASYNC,false
263,rust,Raw reference expression conflicts,GENERIC,false
263,rust,Raw reference expression conflicts,RELATION,false
263,rust,Raw reference expression conflicts,FIELD,false
263,rust,Raw reference expression conflicts,SEMANTIC_LOWERING,false
263,rust,Raw reference expression conflicts,UAST_VALIDATION,false
272,rust,Macro invocation - no arguments,LEXER,false
272,rust,Macro invocation - no arguments,PARSER,true
272,rust,Macro invocation - no arguments,DECLARATION,false
272,rust,Macro invocation - no arguments,EXPRESSION,true
272,rust,Macro invocation - no arguments,TYPE,false
272,rust,Macro invocation - no arguments,CONTROL_FLOW,false
272,rust,Macro invocation - no arguments,CONTAINER,false
272,rust,Macro invocation - no arguments,INDEX_SLICE,false
272,rust,Macro invocation - no arguments,CALL,true
272,rust,Macro invocation - no arguments,FUNCTION,false
272,rust,Macro invocation - no arguments,CLOSURE,false
272,rust,Macro invocation - no arguments,AGGREGATE,false
272,rust,Macro invocation - no arguments,COMPREHENSION,false
272,rust,Macro invocation - no arguments,PATTERN,false
272,rust,Macro invocation - no arguments,EXCEPTION,false
272,rust,Macro invocation - no arguments,ASYNC,false
272,rust,Macro invocation - no arguments,GENERIC,false
272,rust,Macro invocation - no arguments,RELATION,false
272,rust,Macro invocation - no arguments,FIELD,false
272,rust,Macro invocation - no arguments,SEMANTIC_LOWERING,false
272,rust,Macro invocation - no arguments,UAST_VALIDATION,false
273,rust,Macro invocation - arbitrary tokens,LEXER,true
273,rust,Macro invocation - arbitrary tokens,PARSER,true
273,rust,Macro invocation - arbitrary tokens,DECLARATION,false
273,rust,Macro invocation - arbitrary tokens,EXPRESSION,true
273,rust,Macro invocation - arbitrary tokens,TYPE,false
273,rust,Macro invocation - arbitrary tokens,CONTROL_FLOW,false
273,rust,Macro invocation - arbitrary tokens,CONTAINER,false
273,rust,Macro invocation - arbitrary tokens,INDEX_SLICE,false
273,rust,Macro invocation - arbitrary tokens,CALL,true
273,rust,Macro invocation - arbitrary tokens,FUNCTION,false
273,rust,Macro invocation - arbitrary tokens,CLOSURE,false
273,rust,Macro invocation - arbitrary tokens,AGGREGATE,false
273,rust,Macro invocation - arbitrary tokens,COMPREHENSION,false
273,rust,Macro invocation - arbitrary tokens,PATTERN,false
273,rust,Macro invocation - arbitrary tokens,EXCEPTION,false
273,rust,Macro invocation - arbitrary tokens,ASYNC,false
273,rust,Macro invocation - arbitrary tokens,GENERIC,false
273,rust,Macro invocation - arbitrary tokens,RELATION,false
273,rust,Macro invocation - arbitrary tokens,FIELD,false
273,rust,Macro invocation - arbitrary tokens,SEMANTIC_LOWERING,false
273,rust,Macro invocation - arbitrary tokens,UAST_VALIDATION,false
284,rust,Block comments,LEXER,false
284,rust,Block comments,PARSER,true
284,rust,Block comments,DECLARATION,false
