canonical_semantic_id,source_id,language,ecosystem,name,version
UASF_0077,cran:PracticalEquiDesign@0.0.3,r,cran,PracticalEquiDesign,0.0.3
UASF_0077,cran:ProbeDeveloper@1.1.2,r,cran,ProbeDeveloper,1.1.2
UASF_0077,cran:PrometheeTools@0.1.0,r,cran,PrometheeTools,0.1.0
UASF_0077,cran:PsychWordVec@2025.11,r,cran,PsychWordVec,2025.11
UASF_0077,cran:PulmoDataSets@0.2.1,r,cran,PulmoDataSets,0.2.1
UASF_0077,cran:PupillometryR@0.0.7,r,cran,PupillometryR,0.0.7
UASF_0077,cran:Q2q@0.1.2,r,cran,Q2q,0.1.2
UASF_0077,cran:QRAGadget@0.4,r,cran,QRAGadget,0.4
UASF_0077,cran:Qtools@1.6.0,r,cran,Qtools,1.6.0
UASF_0077,cran:QuClu@1.0.1,r,cran,QuClu,1.0.1
UASF_0077,cran:QuICSeedR@0.1.2,r,cran,QuICSeedR,0.1.2
UASF_0077,cran:R.utils@2.13.0,r,cran,R.utils,2.13.0
UASF_0077,cran:R2BEAT@1.0.5,r,cran,R2BEAT,1.0.5
UASF_0077,cran:R2jags@0.8-9,r,cran,R2jags,0.8-9
UASF_0077,cran:R3port@0.3.1,r,cran,R3port,0.3.1
UASF_0077,cran:RBPcurve@1.3,r,cran,RBPcurve,1.3
UASF_0077,cran:RCNA@1.0,r,cran,RCNA,1.0
UASF_0077,cran:RCRnorm@0.0.2,r,cran,RCRnorm,0.0.2
UASF_0077,cran:RDSsamplesize@0.5.0,r,cran,RDSsamplesize,0.5.0
UASF_0077,cran:RDota2@0.1.6,r,cran,RDota2,0.1.6
UASF_0077,cran:REPPlabShiny@0.4.2,r,cran,REPPlabShiny,0.4.2
UASF_0077,cran:RGraphSpace@1.5.2,r,cran,RGraphSpace,1.5.2
UASF_0077,cran:RHC@0.1.0,r,cran,RHC,0.1.0
UASF_0077,cran:RISCA@1.0.7,r,cran,RISCA,1.0.7
UASF_0077,cran:RJDemetra@0.2.8,r,cran,RJDemetra,0.2.8
UASF_0077,cran:RKEA@0.0-6,r,cran,RKEA,0.0-6
UASF_0077,cran:RMCDA@0.3.1,r,cran,RMCDA,0.3.1
UASF_0077,cran:RMSS@1.2.4,r,cran,RMSS,1.2.4
UASF_0077,cran:RMT4DS@0.0.1,r,cran,RMT4DS,0.0.1
UASF_0077,cran:RMThreshold@1.1,r,cran,RMThreshold,1.1
UASF_0077,cran:RMeDPower2@1.0.2,r,cran,RMeDPower2,1.0.2
UASF_0077,cran:RNetCDF@2.11-2,r,cran,RNetCDF,2.11-2
UASF_0077,cran:ROCFTP.MMS@1.0.1,r,cran,ROCFTP.MMS,1.0.1
UASF_0077,cran:RODBC@1.3-26.2,r,cran,RODBC,1.3-26.2
UASF_0077,cran:ROI.plugin.nloptr@1.0-1,r,cran,ROI.plugin.nloptr,1.0-1
UASF_0077,cran:ROI.plugin.osqp@1.0-2,r,cran,ROI.plugin.osqp,1.0-2
UASF_0077,cran:ROI@1.0-2,r,cran,ROI,1.0-2
UASF_0077,cran:ROKET@1.0.0,r,cran,ROKET,1.0.0
UASF_0077,cran:RRRR@1.1.1,r,cran,RRRR,1.1.1
UASF_0077,cran:RRgeo@0.0.6,r,cran,RRgeo,0.0.6
UASF_0077,cran:RSAtools@0.1.2,r,cran,RSAtools,0.1.2
UASF_0077,cran:RSQL@0.2.2,r,cran,RSQL,0.2.2
UASF_0077,cran:RSQLite.toolkit@0.1.3,r,cran,RSQLite.toolkit,0.1.3
UASF_0077,cran:RSmartlyIO@0.1.3,r,cran,RSmartlyIO,0.1.3
UASF_0077,cran:RStanTVA@0.3.2,r,cran,RStanTVA,0.3.2
UASF_0077,cran:RVCompare@0.1.8,r,cran,RVCompare,0.1.8
UASF_0077,cran:RVerbalExpressions@0.1.1,r,cran,RVerbalExpressions,0.1.1
UASF_0077,cran:RWeka@0.4-50,r,cran,RWeka,0.4-50
UASF_0077,cran:RWgraph@1.0.0,r,cran,RWgraph,1.0.0
UASF_0077,cran:RXKCD@2.0.1,r,cran,RXKCD,2.0.1
UASF_0077,cran:RYandexTranslate@1.0,r,cran,RYandexTranslate,1.0
UASF_0077,cran:RaJIVE@1.0,r,cran,RaJIVE,1.0
UASF_0077,cran:RadEro@1.0.8,r,cran,RadEro,1.0.8
UASF_0077,cran:Rage@1.9.0,r,cran,Rage,1.9.0
UASF_0077,cran:RandVar@1.2.5,r,cran,RandVar,1.2.5
UASF_0077,cran:RandomForestsGLS@0.1.5,r,cran,RandomForestsGLS,0.1.5
UASF_0077,cran:RankAggreg@0.6.6,r,cran,RankAggreg,0.6.6
UASF_0077,cran:Rapi@1.0.6,r,cran,Rapi,1.0.6
UASF_0077,cran:Rarity@1.3-8,r,cran,Rarity,1.3-8
UASF_0077,cran:Rblpapi@0.3.16,r,cran,Rblpapi,0.3.16
UASF_0077,cran:Rborist@0.3-11,r,cran,Rborist,0.3-11
UASF_0077,cran:Rchoice@0.3-6,r,cran,Rchoice,0.3-6
UASF_0077,cran:RcmdrPlugin.PcaRobust@1.1.4,r,cran,RcmdrPlugin.PcaRobust,1.1.4
UASF_0077,cran:RcmdrPlugin.WorldFlora@1.3,r,cran,RcmdrPlugin.WorldFlora,1.3
UASF_0077,cran:RcmdrPlugin.orloca@4.8.2,r,cran,RcmdrPlugin.orloca,4.8.2
UASF_0077,cran:Rcope@1.0.0,r,cran,Rcope,1.0.0
UASF_0077,cran:RcppCGAL@6.1,r,cran,RcppCGAL,6.1
UASF_0077,cran:RcppDPR@0.1.10,r,cran,RcppDPR,0.1.10
UASF_0077,cran:RcppDynProg@0.2.1,r,cran,RcppDynProg,0.2.1
UASF_0077,cran:RcppEnsmallen@0.3.11.0.1,r,cran,RcppEnsmallen,0.3.11.0.1
UASF_0077,cran:RcppGSL@0.3.14,r,cran,RcppGSL,0.3.14
UASF_0077,cran:RcppParallel@6.2.1,r,cran,RcppParallel,6.2.1
UASF_0077,cran:RcppXsimd@7.1.6-2,r,cran,RcppXsimd,7.1.6-2
UASF_0077,cran:Rdistance@4.4.3,r,cran,Rdistance,4.4.3
UASF_0077,cran:Rdpack@2.6.6,r,cran,Rdpack,2.6.6
UASF_0077,cran:Rdune@1.1.1,r,cran,Rdune,1.1.1
UASF_0077,cran:ReacTran@1.4.3.2,r,cran,ReacTran,1.4.3.2
UASF_0077,cran:ReliaPlotR@0.7,r,cran,ReliaPlotR,0.7
UASF_0077,cran:ReliabilityTheory@0.3.1,r,cran,ReliabilityTheory,0.3.1
UASF_0077,cran:ResPBIBD@0.1.0,r,cran,ResPBIBD,0.1.0
UASF_0077,cran:ResistorArray@1.0-33,r,cran,ResistorArray,1.0-33
UASF_0077,cran:Rhobots@0.1.10,r,cran,Rhobots,0.1.10
UASF_0077,cran:Riex@1.0.2,r,cran,Riex,1.0.2
UASF_0077,cran:RiskScorescvd@0.3.1,r,cran,RiskScorescvd,0.3.1
UASF_0077,cran:Rlibeemd@1.4.4,r,cran,Rlibeemd,1.4.4
UASF_0077,cran:Rmisc@1.5.1,r,cran,Rmisc,1.5.1
UASF_0077,cran:Rnumerai@3.0.1,r,cran,Rnumerai,3.0.1
UASF_0077,cran:RobinCar@1.2.0,r,cran,RobinCar,1.2.0
UASF_0077,cran:RobustGaSP@0.6.8,r,cran,RobustGaSP,0.6.8
UASF_0077,cran:Robyn@3.12.1,r,cran,Robyn,3.12.1
UASF_0077,cran:Rraven@1.0.16,r,cran,Rraven,1.0.16
UASF_0077,cran:Rspotify@0.1.2,r,cran,Rspotify,0.1.2
UASF_0077,cran:Rssa@1.1,r,cran,Rssa,1.1
UASF_0077,cran:Rsymphony@0.1-33,r,cran,Rsymphony,0.1-33
UASF_0077,cran:Rtinycc@0.1.15,r,cran,Rtinycc,0.1.15
UASF_0077,cran:Rtwobitlib@0.3.10,r,cran,Rtwobitlib,0.3.10
UASF_0077,cran:Rvoterdistance@2.0.0,r,cran,Rvoterdistance,2.0.0
UASF_0077,cran:Rwofost@0.8-7,r,cran,Rwofost,0.8-7
UASF_0077,cran:Ryacas@1.1.6,r,cran,Ryacas,1.1.6
UASF_0077,cran:SARP.compo@0.1.8,r,cran,SARP.compo,0.1.8
UASF_0077,cran:SCEPtERbinary@0.1-1,r,cran,SCEPtERbinary,0.1-1
UASF_0077,cran:SCOPRO@0.1.0,r,cran,SCOPRO,0.1.0
UASF_0077,cran:SCORNET@0.1.1,r,cran,SCORNET,0.1.1
UASF_0077,cran:SDAR@0.9-55,r,cran,SDAR,0.9-55
UASF_0077,cran:SDPDmod@0.0.7,r,cran,SDPDmod,0.0.7
UASF_0077,cran:SEIRfansy@1.1.1,r,cran,SEIRfansy,1.1.1
UASF_0077,cran:SHIP@2.0.3,r,cran,SHIP,2.0.3
UASF_0077,cran:SIAmodules@0.1.3,r,cran,SIAmodules,0.1.3
UASF_0077,cran:SLIC@0.3,r,cran,SLIC,0.3
UASF_0077,cran:SMARTp@0.1.1,r,cran,SMARTp,0.1.1
UASF_0077,cran:SMASH@1.0.0,r,cran,SMASH,1.0.0
UASF_0077,cran:SNPassoc@2.3.1,r,cran,SNPassoc,2.3.1
UASF_0077,cran:SOMbrero@1.5.0,r,cran,SOMbrero,1.5.0
UASF_0077,cran:SPARRAfairness@0.1.0.0,r,cran,SPARRAfairness,0.1.0.0
UASF_0077,cran:SRTtools@1.2.0,r,cran,SRTtools,1.2.0
UASF_0077,cran:SSRA@0.1-1,r,cran,SSRA,0.1-1
UASF_0077,cran:STMr@0.1.7,r,cran,STMr,0.1.7
UASF_0077,cran:SVMMaj@0.2.9.4,r,cran,SVMMaj,0.2.9.4
UASF_0077,cran:SchoolDataIT@0.2.13,r,cran,SchoolDataIT,0.2.13
UASF_0077,cran:SelectBoost.FDA@0.5.0,r,cran,SelectBoost.FDA,0.5.0
UASF_0077,cran:SelectSim@0.1.6,r,cran,SelectSim,0.1.6
UASF_0077,cran:SelfControlledCohort@2.0.0,r,cran,SelfControlledCohort,2.0.0
UASF_0118,github:dom96/jester@8a491a8e28965ee9291f058963ff65571a315e84,nim,github,dom96/jester,8a491a8e28965ee9291f058963ff65571a315e84
UASF_0118,github:ghostty-org/ghostty@20abdb50a6216c450d6d4d010c41c7edf5ab15b2,zig,github,ghostty-org/ghostty,20abdb50a6216c450d6d4d010c41c7edf5ab15b2
UASF_0118,github:karaxnim/karax@fa5fdef42b3dd290880b3e4892e52385b892cfcb,nim,github,karaxnim/karax,fa5fdef42b3dd290880b3e4892e52385b892cfcb
UASF_0118,github:lightpanda-io/browser@1c12eb73a819b89b592aa0d5b8490504216c300c,zig,github,lightpanda-io/browser,1c12eb73a819b89b592aa0d5b8490504216c300c
UASF_0118,github:mitchellh/libxev@9ce8e8e6ff89e583258a7f8e7adeeeaeae8611bf,zig,github,mitchellh/libxev,9ce8e8e6ff89e583258a7f8e7adeeeaeae8611bf
UASF_0118,github:mratsim/Arraymancer@d3b67712a3334ab4ded2809cc793e9cd7fed5fae,nim,github,mratsim/Arraymancer,d3b67712a3334ab4ded2809cc793e9cd7fed5fae
UASF_0118,github:nim-lang/nimble@605d325d676268e92534e003ae586925f3d42f57,nim,github,nim-lang/nimble,605d325d676268e92534e003ae586925f3d42f57
UASF_0118,github:planety/prologue@01edc251595ff696045a4c38c5034d145bd0fe89,nim,github,planety/prologue,01edc251595ff696045a4c38c5034d145bd0fe89
UASF_0118,github:tigerbeetle/tigerbeetle@47aeb2212a255273dda508288412e537d11e4b7c,zig,github,tigerbeetle/tigerbeetle,47aeb2212a255273dda508288412e537d11e4b7c
UASF_0118,github:yglukhov/nimpy@b07fc2c6f09fadb0ae224ce5bf66361ec3fe12e3,nim,github,yglukhov/nimpy,b07fc2c6f09fadb0ae224ce5bf66361ec3fe12e3
UASF_0118,github:zigtools/zls@8da87d4f3305a550e7b739bad764e34bf1e46a08,zig,github,zigtools/zls,8da87d4f3305a550e7b739bad764e34bf1e46a08
UASF_0119,github:FluxML/Flux.jl@404ff37d68d256a9ca0bb176ed119b631bc9cad8,julia,github,FluxML/Flux.jl,404ff37d68d256a9ca0bb176ed119b631bc9cad8
UASF_0119,github:GenieFramework/Genie.jl@5a4e5f6972ea91c37c609e4bd972b92c8a51a850,julia,github,GenieFramework/Genie.jl,5a4e5f6972ea91c37c609e4bd972b92c8a51a850
UASF_0119,github:JuliaData/DataFrames.jl@d06ff9768ce91c5377d2c3625e7e1c7544208cc5,julia,github,JuliaData/DataFrames.jl,d06ff9768ce91c5377d2c3625e7e1c7544208cc5
UASF_0119,github:JuliaLang/PackageCompiler.jl@d65ab15288709df482984c4049d97cee0cbc6acb,julia,github,JuliaLang/PackageCompiler.jl,d65ab15288709df482984c4049d97cee0cbc6acb
UASF_0119,github:JuliaSymbolics/Symbolics.jl@219cd305597c7a8a25bffeeae57d203d0fa80113,julia,github,JuliaSymbolics/Symbolics.jl,219cd305597c7a8a25bffeeae57d203d0fa80113
UASF_0119,github:TuringLang/Turing.jl@e6b358226f9a8b88c568353736c8a36d12455a33,julia,github,TuringLang/Turing.jl,e6b358226f9a8b88c568353736c8a36d12455a33
UASF_0119,github:dom96/jester@8a491a8e28965ee9291f058963ff65571a315e84,nim,github,dom96/jester,8a491a8e28965ee9291f058963ff65571a315e84
UASF_0119,github:karaxnim/karax@fa5fdef42b3dd290880b3e4892e52385b892cfcb,nim,github,karaxnim/karax,fa5fdef42b3dd290880b3e4892e52385b892cfcb
UASF_0119,github:mratsim/Arraymancer@d3b67712a3334ab4ded2809cc793e9cd7fed5fae,nim,github,mratsim/Arraymancer,d3b67712a3334ab4ded2809cc793e9cd7fed5fae
UASF_0119,github:nim-lang/nimble@605d325d676268e92534e003ae586925f3d42f57,nim,github,nim-lang/nimble,605d325d676268e92534e003ae586925f3d42f57
UASF_0119,github:planety/prologue@01edc251595ff696045a4c38c5034d145bd0fe89,nim,github,planety/prologue,01edc251595ff696045a4c38c5034d145bd0fe89
UASF_0119,github:yglukhov/nimpy@b07fc2c6f09fadb0ae224ce5bf66361ec3fe12e3,nim,github,yglukhov/nimpy,b07fc2c6f09fadb0ae224ce5bf66361ec3fe12e3
UASF_0151,github:Alamofire/Alamofire@0455bfb650893e86ad07ace16e5f2d36dadf46f4,swift,github,Alamofire/Alamofire,0455bfb650893e86ad07ace16e5f2d36dadf46f4
UASF_0151,github:FluxML/Flux.jl@404ff37d68d256a9ca0bb176ed119b631bc9cad8,julia,github,FluxML/Flux.jl,404ff37d68d256a9ca0bb176ed119b631bc9cad8
UASF_0151,github:GenieFramework/Genie.jl@5a4e5f6972ea91c37c609e4bd972b92c8a51a850,julia,github,GenieFramework/Genie.jl,5a4e5f6972ea91c37c609e4bd972b92c8a51a850
UASF_0151,github:JuliaData/DataFrames.jl@d06ff9768ce91c5377d2c3625e7e1c7544208cc5,julia,github,JuliaData/DataFrames.jl,d06ff9768ce91c5377d2c3625e7e1c7544208cc5
UASF_0151,github:apple/container@97a0c11a6e8969538cb7b42dbbddbb23a43607f8,swift,github,apple/container,97a0c11a6e8969538cb7b42dbbddbb23a43607f8
UASF_0151,github:dom96/jester@8a491a8e28965ee9291f058963ff65571a315e84,nim,github,dom96/jester,8a491a8e28965ee9291f058963ff65571a315e84
UASF_0151,github:karaxnim/karax@fa5fdef42b3dd290880b3e4892e52385b892cfcb,nim,github,karaxnim/karax,fa5fdef42b3dd290880b3e4892e52385b892cfcb
UASF_0151,github:kodecocodes/swift-algorithm-club@05c6d0bc5fa9484dd29eb324603b3452f4f44f39,swift,github,kodecocodes/swift-algorithm-club,05c6d0bc5fa9484dd29eb324603b3452f4f44f39
UASF_0151,github:nim-lang/nimble@605d325d676268e92534e003ae586925f3d42f57,nim,github,nim-lang/nimble,605d325d676268e92534e003ae586925f3d42f57
UASF_0151,github:onevcat/Kingfisher@be0d257b9bd47a4e6e1265fc8c237411825f107a,swift,github,onevcat/Kingfisher,be0d257b9bd47a4e6e1265fc8c237411825f107a
UASF_0151,github:planety/prologue@01edc251595ff696045a4c38c5034d145bd0fe89,nim,github,planety/prologue,01edc251595ff696045a4c38c5034d145bd0fe89
UASF_0151,github:rxhanson/Rectangle@e5f06cbf7a2e040a3d65a7c2e2cef2eceffc7ffe,swift,github,rxhanson/Rectangle,e5f06cbf7a2e040a3d65a7c2e2cef2eceffc7ffe
UASF_0151,github:vapor/vapor@4813c31be404e8efe90dc09cc5568aaa6634e2ed,swift,github,vapor/vapor,4813c31be404e8efe90dc09cc5568aaa6634e2ed
UASF_0153,github:ghostty-org/ghostty@20abdb50a6216c450d6d4d010c41c7edf5ab15b2,zig,github,ghostty-org/ghostty,20abdb50a6216c450d6d4d010c41c7edf5ab15b2
UASF_0153,github:mitchellh/libxev@9ce8e8e6ff89e583258a7f8e7adeeeaeae8611bf,zig,github,mitchellh/libxev,9ce8e8e6ff89e583258a7f8e7adeeeaeae8611bf
UASF_0153,github:tigerbeetle/tigerbeetle@47aeb2212a255273dda508288412e537d11e4b7c,zig,github,tigerbeetle/tigerbeetle,47aeb2212a255273dda508288412e537d11e4b7c
UASF_0153,github:zigtools/zls@8da87d4f3305a550e7b739bad764e34bf1e46a08,zig,github,zigtools/zls,8da87d4f3305a550e7b739bad764e34bf1e46a08
UASF_0154,github:ghostty-org/ghostty@20abdb50a6216c450d6d4d010c41c7edf5ab15b2,zig,github,ghostty-org/ghostty,20abdb50a6216c450d6d4d010c41c7edf5ab15b2
UASF_0154,github:lightpanda-io/browser@1c12eb73a819b89b592aa0d5b8490504216c300c,zig,github,lightpanda-io/browser,1c12eb73a819b89b592aa0d5b8490504216c300c
UASF_0154,github:mitchellh/libxev@9ce8e8e6ff89e583258a7f8e7adeeeaeae8611bf,zig,github,mitchellh/libxev,9ce8e8e6ff89e583258a7f8e7adeeeaeae8611bf
UASF_0154,github:tigerbeetle/tigerbeetle@47aeb2212a255273dda508288412e537d11e4b7c,zig,github,tigerbeetle/tigerbeetle,47aeb2212a255273dda508288412e537d11e4b7c
UASF_0154,github:zigtools/zls@8da87d4f3305a550e7b739bad764e34bf1e46a08,zig,github,zigtools/zls,8da87d4f3305a550e7b739bad764e34bf1e46a08
UASF_0169,cran:AATtools@0.0.3,r,cran,AATtools,0.0.3
UASF_0169,cran:AdhereRViz@0.2.2,r,cran,AdhereRViz,0.2.2
UASF_0169,cran:AmpGram@1.0,r,cran,AmpGram,1.0
UASF_0169,cran:AugBalWeight@0.1.0,r,cran,AugBalWeight,0.1.0
UASF_0169,cran:BIGDAWG@3.1.0,r,cran,BIGDAWG,3.1.0
UASF_0169,cran:BIOMASS@2.2.7-1,r,cran,BIOMASS,2.2.7-1
UASF_0169,cran:BOJ@0.3.4,r,cran,BOJ,0.3.4
UASF_0169,cran:BORG@0.3.1,r,cran,BORG,0.3.1
UASF_0169,cran:BayesERtools@0.2.7,r,cran,BayesERtools,0.2.7
UASF_0169,cran:BayesPIM@2.0,r,cran,BayesPIM,2.0
UASF_0169,cran:BioProbability@1.0,r,cran,BioProbability,1.0
UASF_0169,cran:CC@1.0,r,cran,CC,1.0
UASF_0169,cran:CSeQTL@1.0.1,r,cran,CSeQTL,1.0.1
UASF_0169,cran:Certara.NLME8@3.0.2,r,cran,Certara.NLME8,3.0.2
UASF_0169,cran:Certara.RsNLME@3.1.1,r,cran,Certara.RsNLME,3.1.1
UASF_0169,cran:ChemoSpec@6.3.1,r,cran,ChemoSpec,6.3.1
UASF_0169,cran:ClickHouseHTTP@1.0.0,r,cran,ClickHouseHTTP,1.0.0
UASF_0169,cran:Clustering@1.7.10,r,cran,Clustering,1.7.10
UASF_0169,cran:CodelistGenerator@4.1.0,r,cran,CodelistGenerator,4.1.0
UASF_0169,cran:CohortConstructor@0.6.3,r,cran,CohortConstructor,0.6.3
UASF_0169,cran:CohortMethod@6.0.3,r,cran,CohortMethod,6.0.3
UASF_0169,cran:CommonDataModel@1.0.1,r,cran,CommonDataModel,1.0.1
UASF_0169,cran:ConvergenceClubs@2.2.5,r,cran,ConvergenceClubs,2.2.5
UASF_0169,cran:DACF@1.1.0,r,cran,DACF,1.1.0
UASF_0169,cran:DDESONN@7.1.11,r,cran,DDESONN,7.1.11
UASF_0169,cran:DGP4LCF@1.0.0.1,r,cran,DGP4LCF,1.0.0.1
UASF_0169,cran:DSIR@0.9.0,r,cran,DSIR,0.9.0
UASF_0169,cran:DSLite@1.4.1,r,cran,DSLite,1.4.1
UASF_0169,cran:DescToolsAddIns@1.12,r,cran,DescToolsAddIns,1.12
UASF_0169,cran:DiffNet@1.0.2,r,cran,DiffNet,1.0.2
UASF_0169,cran:Dyn4cast@11.11.26,r,cran,Dyn4cast,11.11.26
UASF_0169,cran:ECMLE@0.1.0,r,cran,ECMLE,0.1.0
UASF_0169,cran:EDCimport@0.7.0,r,cran,EDCimport,0.7.0
UASF_0169,cran:ErrorTracer@1.3.1,r,cran,ErrorTracer,1.3.1
UASF_0169,cran:ExposR@1.2,r,cran,ExposR,1.2
UASF_0169,cran:FamEvent@3.3,r,cran,FamEvent,3.3
UASF_0169,cran:GLMMadaptive@0.9-7,r,cran,GLMMadaptive,0.9-7
UASF_0169,cran:GTAPViz@1.1.3,r,cran,GTAPViz,1.1.3
UASF_0169,cran:GofCens@1.5,r,cran,GofCens,1.5
UASF_0169,cran:HARplus@1.2.0,r,cran,HARplus,1.2.0
UASF_0169,cran:HCD@1.0,r,cran,HCD,1.0
UASF_0169,cran:HTDV@0.2.0,r,cran,HTDV,0.2.0
UASF_0169,cran:IBGS@1.0.0,r,cran,IBGS,1.0.0
UASF_0169,cran:IVPP@1.1.2,r,cran,IVPP,1.1.2
UASF_0169,cran:IsoriX@0.9.4,r,cran,IsoriX,0.9.4
UASF_0169,cran:L1pack@0.62-4,r,cran,L1pack,0.62-4
UASF_0169,cran:LJmp3converter@1.0.7,r,cran,LJmp3converter,1.0.7
UASF_0169,cran:LSJM@0.1.0,r,cran,LSJM,0.1.0
UASF_0169,cran:LocaTT@1.3.0,r,cran,LocaTT,1.3.0
UASF_0169,cran:MAARTS@1.0.0,r,cran,MAARTS,1.0.0
UASF_0169,cran:MCCM@0.1.0,r,cran,MCCM,0.1.0
UASF_0169,cran:MCPtests@1.0.1,r,cran,MCPtests,1.0.1
UASF_0169,cran:MFSD@0.1.1,r,cran,MFSD,0.1.1
UASF_0169,cran:MSG@0.9,r,cran,MSG,0.9
UASF_0169,cran:MTLRF@1.0.0,r,cran,MTLRF,1.0.0
UASF_0169,cran:MUGS@0.1.0,r,cran,MUGS,0.1.0
UASF_0169,cran:MVA@1.0-10,r,cran,MVA,1.0-10
UASF_0169,cran:Mapinguari@2.0.1,r,cran,Mapinguari,2.0.1
UASF_0169,cran:MetabolomicsBasics@1.4.7,r,cran,MetabolomicsBasics,1.4.7
UASF_0169,cran:MiscMetabar@0.16.8,r,cran,MiscMetabar,0.16.8
UASF_0169,cran:MixStable@0.1.0,r,cran,MixStable,0.1.0
UASF_0169,cran:MixtureMissing@3.0.6,r,cran,MixtureMissing,3.0.6
UASF_0169,cran:ModalCens@0.2.0,r,cran,ModalCens,0.2.0
UASF_0169,cran:MorphSim@1.2.0,r,cran,MorphSim,1.2.0
UASF_0169,cran:MuTATE@0.1.0,r,cran,MuTATE,0.1.0
UASF_0169,cran:MultivariateTrendAnalysis@0.1.3,r,cran,MultivariateTrendAnalysis,0.1.3
UASF_0169,cran:NatParksPalettes@0.2.0,r,cran,NatParksPalettes,0.2.0
UASF_0169,cran:NonParRolCor@0.8.0,r,cran,NonParRolCor,0.8.0
UASF_0169,cran:NutrienTrackeR@1.4.0,r,cran,NutrienTrackeR,1.4.0
UASF_0169,cran:OdysseusCharacterizationModule@0.0.1,r,cran,OdysseusCharacterizationModule,0.0.1
UASF_0169,cran:OdysseusSurvivalModule@0.1.0,r,cran,OdysseusSurvivalModule,0.1.0
UASF_0169,cran:OhdsiReportGenerator@2.3.1,r,cran,OhdsiReportGenerator,2.3.1
UASF_0169,cran:OpEnCAST@0.1.1,r,cran,OpEnCAST,0.1.1
UASF_0169,cran:OpenML@1.12,r,cran,OpenML,1.12
UASF_0169,cran:OtsuFire@0.1.4,r,cran,OtsuFire,0.1.4
UASF_0169,cran:PAICE@1.0.2,r,cran,PAICE,1.0.2
UASF_0169,cran:PAMmisc@1.13.0,r,cran,PAMmisc,1.13.0
UASF_0169,cran:PBSmodelling@2.70.2,r,cran,PBSmodelling,2.70.2
UASF_0169,cran:PHYLOGR@1.0.12,r,cran,PHYLOGR,1.0.12
UASF_0169,cran:PKPDsim@1.4.1,r,cran,PKPDsim,1.4.1
UASF_0169,cran:PMwR@1.2-0,r,cran,PMwR,1.2-0
UASF_0169,cran:PPbigdata@1.0.0,r,cran,PPbigdata,1.0.0
UASF_0169,cran:PSTR@2.0.0,r,cran,PSTR,2.0.0
UASF_0169,cran:Path.Analysis@0.1,r,cran,Path.Analysis,0.1
UASF_0169,cran:PhilipsHue@1.0.0,r,cran,PhilipsHue,1.0.0
UASF_0169,cran:PhylogeneticEM@1.8.1,r,cran,PhylogeneticEM,1.8.1
UASF_0169,cran:PlackettLuce@0.4.5,r,cran,PlackettLuce,0.4.5
UASF_0169,cran:PowerTOST@1.5-7,r,cran,PowerTOST,1.5-7
UASF_0169,cran:PsychWordVec@2025.11,r,cran,PsychWordVec,2025.11
UASF_0169,cran:R.utils@2.13.0,r,cran,R.utils,2.13.0
UASF_0169,cran:R2jags@0.8-9,r,cran,R2jags,0.8-9
UASF_0169,cran:R3port@0.3.1,r,cran,R3port,0.3.1
UASF_0169,cran:RAMpath@0.5.1,r,cran,RAMpath,0.5.1
UASF_0169,cran:RHC@0.1.0,r,cran,RHC,0.1.0
UASF_0169,cran:RJDBC@0.2-10,r,cran,RJDBC,0.2-10
UASF_0169,cran:RJDemetra@0.2.8,r,cran,RJDemetra,0.2.8
UASF_0169,cran:RKEA@0.0-6,r,cran,RKEA,0.0-6
UASF_0169,cran:RSQLite.toolkit@0.1.3,r,cran,RSQLite.toolkit,0.1.3
UASF_0169,cran:RWeka@0.4-50,r,cran,RWeka,0.4-50
UASF_0169,cran:RXKCD@2.0.1,r,cran,RXKCD,2.0.1
UASF_0169,cran:RadEro@1.0.8,r,cran,RadEro,1.0.8
UASF_0169,cran:RandVar@1.2.5,r,cran,RandVar,1.2.5
UASF_0169,cran:Rcope@1.0.0,r,cran,Rcope,1.0.0
UASF_0169,cran:RcppCGAL@6.1,r,cran,RcppCGAL,6.1
UASF_0169,cran:RcppParallel@6.2.1,r,cran,RcppParallel,6.2.1
UASF_0169,cran:Rdpack@2.6.6,r,cran,Rdpack,2.6.6
UASF_0169,cran:Rdune@1.1.1,r,cran,Rdune,1.1.1
UASF_0169,cran:ReacTran@1.4.3.2,r,cran,ReacTran,1.4.3.2
UASF_0169,cran:Rramas@0.1-8,r,cran,Rramas,0.1-8
UASF_0169,cran:Rraven@1.0.16,r,cran,Rraven,1.0.16
UASF_0169,cran:Rtinycc@0.1.15,r,cran,Rtinycc,0.1.15
UASF_0169,cran:Rtwobitlib@0.3.10,r,cran,Rtwobitlib,0.3.10
UASF_0169,cran:Ryacas@1.1.6,r,cran,Ryacas,1.1.6
UASF_0169,cran:SEIRfansy@1.1.1,r,cran,SEIRfansy,1.1.1
UASF_0169,cran:SNPassoc@2.3.1,r,cran,SNPassoc,2.3.1
UASF_0169,cran:SSRA@0.1-1,r,cran,SSRA,0.1-1
UASF_0169,cran:SchoolDataIT@0.2.13,r,cran,SchoolDataIT,0.2.13
UASF_0169,cran:SelectBoost.FDA@0.5.0,r,cran,SelectBoost.FDA,0.5.0
UASF_0169,cran:SelectSim@0.1.6,r,cran,SelectSim,0.1.6
UASF_0169,cran:SelfControlledCohort@2.0.0,r,cran,SelfControlledCohort,2.0.0
