source_id,language,ecosystem,name,version,status,source_files,lines,source_bytes,downloaded_bytes,archive_sha256,duration_ms,source_deleted,error
cran:CatDataAnalysis@0.1-5,r,cran,CatDataAnalysis,0.1-5,failed,0,0,0,21279,8ba5989b720c6e746e15de0237c7615493ca106122a5522fd74bc0f4378d6ba5,217,false,no source files
cran:CausalSpline@0.1.0,r,cran,CausalSpline,0.1.0,ok,9,1554,64112,112893,0216f87473ef76fc3219c9e4c72e12912c54dc121dcabaff2d25137884656b0c,290,true,
cran:Certara.NLME8@3.0.2,r,cran,Certara.NLME8,3.0.2,ok,76,11179,356521,225840,5cc3566e14b6b5c7b7ceb5465ba70d34f538b0778c6b5debf8ca0348e5403a5f,836,true,
cran:Certara.RsNLME@3.1.1,r,cran,Certara.RsNLME,3.1.1,ok,132,30668,965891,564014,e9923cf522b73778336c63c5157f7bb24543d9c77fa8dd4c1429fa3e213bfed6,1659,true,
cran:ChemoSpec@6.3.1,r,cran,ChemoSpec,6.3.1,ok,76,6253,224295,4273152,443cd7ce3d100e23122c6130ffb323adb453ed88aaabdfaa711f2b97b872f1cc,1194,true,
cran:ChestVolume@1.0.1,r,cran,ChestVolume,1.0.1,ok,13,748,28972,2480805,eeee7e20d840f379845079111f1551c6bbd688d2b2d32d725434173aee218162,518,true,
cran:CircaCP@0.1.2,r,cran,CircaCP,0.1.2,ok,18,1226,44407,492985,5310982ba91178433fdcf6439ec4652bb466f84820c00c849b1c0c8fda389404,284,true,
cran:ClaimsProblems@1.0.0,r,cran,ClaimsProblems,1.0.0,ok,40,3864,183253,64518,296b82b98c2e634368966e7ffcc827c39cd9c6190ab61a63f6114fc856eb0003,305,true,
cran:CleaningValidation@1.0,r,cran,CleaningValidation,1.0,ok,35,1654,81628,30841,6f1a5e58f367d8d46d8c3066bd84f2c68c849fc0f43c328e9b4c6afaeae6de71,269,true,
cran:ClickHouseHTTP@1.0.0,r,cran,ClickHouseHTTP,1.0.0,ok,4,1584,43697,13355,bf9e7c54a799ca470012abbd47e67f346401dd4a9c6ab49495779950bf4e7945,161,true,
cran:ClimMobTools@1.8.2,r,cran,ClimMobTools,1.8.2,ok,17,2739,81179,551559,edccf840005706474195fefb08a38b8a2d4bf2178934c62502f743e171ed7be2,362,true,
cran:ClimaRep@1.1,r,cran,ClimaRep,1.1,ok,10,1132,61675,2653184,c34931cdb88bbd11d6d5cba3b48eda173efba6256eaa6cebf52e4b67e6f592d9,628,true,
cran:ClinTrialPredict@0.0.4,r,cran,ClinTrialPredict,0.0.4,ok,11,947,30955,259593,26e724ea15b3d62358bb0a81d13c7d6ebcdb437d8f52eadaa1e1d9f716066745,213,true,
cran:ClustBlock@6.0.0,r,cran,ClustBlock,6.0.0,ok,67,8001,268911,95777,cd11fa8809750d260113069d3c6776da0945df6619537b88ef71a2036766830f,542,true,
cran:ClusterStability@1.0.4,r,cran,ClusterStability,1.0.4,ok,2,371,14654,10068,3c4d3fc02db91f120220bdae4db0d5fbdb52fa6e66bc75132fb53361cf6e08f9,156,true,
cran:Clustering@1.7.10,r,cran,Clustering,1.7.10,ok,31,9524,273666,91546,5d3f9541e2c9816a8f02bed1e7321cc130f75025cee94af3030fe50e48183d14,589,true,
cran:CoDaImpact@0.1.0,r,cran,CoDaImpact,0.1.0,ok,18,2239,82207,954419,5d0a51a8eccfd83bf310d5c320053fad9fbd8d75e97980019615c5318f368741,473,true,
cran:CoDiNA@1.1.2,r,cran,CoDiNA,1.1.2,ok,12,840,32306,453247,09abed665e114ff3cfd36c6ade0ee0a45c6f8d4fd83b2b3a9049b188be4152fe,303,true,
cran:CoSMoS@2.2.0,r,cran,CoSMoS,2.2.0,ok,34,5955,193200,5033761,8dbb5fd474703b53f82c6712f1eef887dc71424f5ae351c727c8f9fe8aafc83d,1553,true,
cran:CodelistGenerator@4.1.0,r,cran,CodelistGenerator,4.1.0,ok,121,16697,594856,3208624,3a088901a4350625b4f8d8e33746815b20eddb5fc80c720173435d1dfce881f9,1924,true,
cran:CohortConstructor@0.6.3,r,cran,CohortConstructor,0.6.3,ok,83,20625,776327,1077394,693d4f013cb35150e444b375b111ab81c53967e393efdb4311f0a8743bd78675,1199,true,
cran:CohortMethod@6.0.3,r,cran,CohortMethod,6.0.3,ok,39,15568,627755,1347280,236dcc5034db6394040c237dd76572f71acc729537c5712bca57507a02045465,1020,true,
cran:CollocInfer@1.0.5,r,cran,CollocInfer,1.0.5,ok,118,21019,642501,957690,7128e2293ddd2e45788c4b57fe8bdcc131a822203e9cb6b076df852b26d5caf9,1372,true,
cran:ColorNameR@0.1.0,r,cran,ColorNameR,0.1.0,ok,6,355,15142,50158,6f80c6d1db1c052bd3ad998b36891225bc7ae9736f15c6bf791c56e306bc1e3f,179,true,
cran:CommonDataModel@1.0.1,r,cran,CommonDataModel,1.0.1,ok,14,938,36887,284437,b57124f80f00ce8a76bf908b15fafec521e9d21df645b6c0bc0745596ff80907,487,true,
cran:CompAREdesign@2.4.0,r,cran,CompAREdesign,2.4.0,ok,30,2362,123821,187942,3fef630416c41c858971edee32de4ea94e1451fd137401ea3b88214dd6886537,366,true,
cran:CompositionalHDDA@1.0,r,cran,CompositionalHDDA,1.0,ok,2,120,4705,4045,2dec7af80703d2a12b1fa4fe29a2be2e78f9d64209784cd23b49fca0b64d9535,114,true,
cran:CongreveLamsdell2016@1.0.3,r,cran,CongreveLamsdell2016,1.0.3,ok,6,1434,60326,4148496,0b7a974b8cce2845111f4da19019f216964ccaadbd8f11d5e57dd85f0c656e1b,778,true,
cran:ConsReg@0.1.0,r,cran,ConsReg,0.1.0,ok,28,1961,65445,165174,2990ec212b3793ba72ec61611cfbe00d99951e5b0560011bde3fdf0f15426132,263,true,
cran:ConvergenceClubs@2.2.5,r,cran,ConvergenceClubs,2.2.5,ok,16,2004,84843,105050,e48ae03445f966da67ddfc5d2f02bd0b75cc9e1a5ece53b473576176639f8e6e,218,true,
cran:CopulaGAMM@0.6.5,r,cran,CopulaGAMM,0.6.5,ok,20,3909,112414,69578,c360bd0084b9f2aea1c2be9f9c203571fb27ea4a5d359517830d41c94debfae3,346,true,
cran:CorrectOverloadedPeaks@1.3.5,r,cran,CorrectOverloadedPeaks,1.3.5,ok,11,1604,72976,501100,171e292c08ed0362ac2571a7b7bc644c0495240adea2c350810eb7fb0a4607d8,281,true,
cran:Countr@3.6.1,r,cran,Countr,3.6.1,ok,45,7599,298194,4078053,44392fcd8f40ed07f04e8357ae9e1abe7bb1987e75ff58bc18fa5588c2e437cb,1252,true,
cran:CoxPlus@1.5.7,r,cran,CoxPlus,1.5.7,ok,3,481,21851,28763,3395c9511c7871d78af1c4b7ef796904de75c326e835a93d36628907615d7dee,147,true,
cran:CpGFilter@1.1,r,cran,CpGFilter,1.1,ok,1,147,4822,3324,1148310ba1ed70cfbfc15a1cfbd577ac99340ee74643df30075e55aee8999b31,112,true,
cran:CropBreeding@0.1.0,r,cran,CropBreeding,0.1.0,ok,6,339,13292,6205,ad1656d349dd11a9511da51ff121c8f2286017dccdabf8a6a82f8dab0fad7214,121,true,
cran:CropWaterBalance@0.2.0,r,cran,CropWaterBalance,0.2.0,ok,26,4519,123542,52086,50c65665a795c20ad6274a8729c9a2f6fa906ecdfd9300e20d9e896d840fde41,355,true,
cran:CrossCarry@1.2.0,r,cran,CrossCarry,1.2.0,ok,13,937,40705,17819,f1728af70f4da48c7a773ac09845964a105ab783ab61d6755601595ad3d9985b,171,true,
cran:CrossValidate@2.3.5,r,cran,CrossValidate,2.3.5,ok,4,244,8229,94952,d910d6ec3a43c5a26d486da1bcce0dcf722090218311a318de3bcad71e789294,163,true,
cran:Crossover@0.1-22,r,cran,Crossover,0.1-22,ok,28,3390,121779,947233,b95c755dfb9d456c6b6be0946c556a538f46387044330dd303d4600185a0da15,716,true,
cran:D3mirt@2.1.0,r,cran,D3mirt,2.1.0,ok,18,2773,131266,920989,fe4061d1db5b006ad160906b337d54db1f6efa9058607d77aad31a4dbb4e02ef,508,true,
cran:DACF@1.1.0,r,cran,DACF,1.1.0,ok,11,1163,50716,129319,fcfd3a79e0cfa5754b300a80862be8c4bb5878702fa86df7d9e8ba94e9395e14,226,true,
cran:DALEXtra@2.3.1,r,cran,DALEXtra,2.3.1,ok,40,3654,128177,255348,9ecd11139204f0ca575faaa0c4539d65e21f4c1c3335edcfc663d24038ad4a35,387,true,
cran:DALY@1.5.0,r,cran,DALY,1.5.0,ok,44,2793,94943,1010470,25b3f225ba3bda5b5fd2ee203d29483786034b837db0409f8fb258d60368f4ec,521,true,
cran:DBHC@0.0.4,r,cran,DBHC,0.0.4,ok,5,922,38588,19878,5154a8c35ce2ae153abae317e283b6b838b7bb511f4433d656094a68c55763ce,162,true,
cran:DBfit@2.0,r,cran,DBfit,2.0,ok,23,802,21105,19042,2611067ad6d194ac01731291b503a469f8245fc05a3276460a6316e53bf1aeac,199,true,
cran:DCluster@0.2-10,r,cran,DCluster,0.2-10,ok,41,1266,30416,38539,b1092401b1a4e7716d87ace66f191f02e9ee2a3cc25cbe74d4d41ac1d50ea406,286,true,
cran:DDESONN@7.1.11,r,cran,DDESONN,7.1.11,ok,29,31656,1363850,10266075,7ccb600efc26ae1c190a289162067fc31899947d1857d0a3174c8f6f7dd32b1f,2777,true,
cran:DDM@1.0-0,r,cran,DDM,1.0-0,ok,8,2256,101948,56919,22f2d41fe0e1f6425f1e7662b97d3698d6248e8c8ea74e92905a7d3a2636e0a5,284,true,
cran:DGEobj@1.1.2,r,cran,DGEobj,1.1.2,ok,26,2586,101141,2184533,c3deabb98e90085373a4a438f40e7b481e7cc37e9ebd9ade356ee43599a1cd02,561,true,
cran:DGP4LCF@1.0.0.1,r,cran,DGP4LCF,1.0.0.1,ok,18,3166,138904,618427,86203786e3e3896612b3f3faa50b87bf7f67fbc43d18dcdb5927b134f362ed78,387,true,
cran:DIFplus@1.1,r,cran,DIFplus,1.1,ok,2,1139,55703,17851,4df3750d14b63ebdfddabdd9fc3aaa84b2993e04048e2fccf1a5bf3348a603cc,178,true,
cran:DMtest@1.0.0,r,cran,DMtest,1.0.0,ok,4,406,15433,1283112,4932278d8cbbd084cf3c03477e015febc5619691727a974eab8bd161b68ff1af,378,true,
cran:DOPE@2.1.0,r,cran,DOPE,2.1.0,ok,31,1898,72368,2450153,b9683aea8cb47519e2ebd5abf688a3969d21d3b59e0b2744498cecdd9f068fb1,894,true,
cran:DOSPortfolio@0.1.0,r,cran,DOSPortfolio,0.1.0,ok,10,685,24914,38697,1abef1a2cc9823b6e9977a1573fc78fc559adb5f8cf830dc8cfb43c5690784ab,166,true,
cran:DOvalidation@1.1.0,r,cran,DOvalidation,1.1.0,ok,3,1004,34930,18387,5f581656553b54f11cc3467e4b3158f3847b547c1c33d9b1b3fdca76f8d0fcd7,178,true,
cran:DPComb@1.0.1,r,cran,DPComb,1.0.1,ok,9,1137,56325,246060,97a52651325426100e2cf381e8069c1aea2d361fb53a3e2daa5e646a294d2d7b,213,true,
cran:DREGAR@0.1.4.0,r,cran,DREGAR,0.1.4.0,ok,5,542,18851,9025,3b5722812163a6d5968aeb65eb7aa6600d04f800bc62facffe38312c6d26f95d,142,true,
cran:DSBayes@2023.1.0,r,cran,DSBayes,2023.1.0,ok,1,137,5437,53155,a4e3c552197c0b7f2b093dcc976a1d65059f5739d0c5878725becb11b4eb656a,127,true,
cran:DSIR@0.9.0,r,cran,DSIR,0.9.0,ok,54,6199,228157,277100,0783d1290a1b90c108d6dc5b7b75d1155caf176f52955ff69b56c82d5e88ecc3,487,true,
cran:DSLite@1.4.1,r,cran,DSLite,1.4.1,ok,28,3195,121086,1554966,7ffd334b672a73963d79555685cd237bf3e79606b3f644618e04f8ad78dca23e,807,true,
cran:DTDA@3.0.1,r,cran,DTDA,3.0.1,ok,6,6763,210434,71505,a7c64bd57aaeb69b434d7c57a14655f2831eeeb8e23b6b5ad9c89ec83254c5f4,390,true,
cran:DTDA.ni@1.0.1,r,cran,DTDA.ni,1.0.1,ok,5,390,13239,27465,1faacc05fece5631c3ffe347c22c1d48f435c037acf75a6e653f1c61cf986853,134,true,
cran:DTEBOP2@1.0.3,r,cran,DTEBOP2,1.0.3,ok,13,1721,82656,222609,60406e0aa89d8fd133e7b05136c5ea1e95818abe03ffa4dde1f7737500898fdf,271,true,
cran:DandEFA@1.6.1,r,cran,DandEFA,1.6.1,ok,2,269,9432,127621,e50ecd5e0a1681fc51fe89d45e1df2de798cdde91f1ca57478fc44c3d8444569,161,true,
cran:DeCAFS@3.3.5,r,cran,DeCAFS,3.3.5,ok,13,611,25794,40107,86137d9734d37f368257772b3ff10b4857e457b76f1f76fdad05da1624f9461b,188,true,
cran:Delaporte@9.0.0,r,cran,Delaporte,9.0.0,ok,12,1500,67860,80681,277e620f376c803c0647b2e7dfc3a0ebae5b816b621d2125113acb2761c21413,213,true,
cran:Delta@0.2.0.3,r,cran,Delta,0.2.0.3,ok,20,1657,57692,19439,7ba5c98cc25c6d95b89699a7054fdc774a87378c27a3cbfc0f88f84914c3292e,208,true,
cran:DepCens@0.2.3,r,cran,DepCens,0.2.3,ok,9,1319,56646,31330,18c6b329b84dbadc48cfe554a4d4cd30bc82c1565255efef5546727c8d5ce76b,194,true,
cran:DepthProc@2.1.6,r,cran,DepthProc,2.1.6,ok,39,3649,123596,239455,7eb9a6598a3212f848bfbfc315dc2ea12d4b462b6a74f88a38b9d75064aebb20,479,true,
cran:DescToolsAddIns@1.12,r,cran,DescToolsAddIns,1.12,ok,4,2847,86718,193870,7d7517f494cc2a2d6bf74d5c7b4c64f4958c2dfbe46e55949f14d20c793f5b49,327,true,
cran:DescribeDisplay@0.2.11,r,cran,DescribeDisplay,0.2.11,ok,23,1701,99913,23201,abe724dd86aaada91001626ff6f22e356e4da78c9c52f49616b46d71477adca5,263,true,
cran:Dforest@0.4.2,r,cran,Dforest,0.4.2,ok,11,1258,45474,767192,d667e34041f8b4054198efa7b0e3661bd0843c76664d21f64ed83bfc05bc5ea6,406,true,
cran:DiceEval@1.6.1,r,cran,DiceEval,1.6.1,ok,15,890,31189,23828,4354a8bd4b1b788ccb9d376f71ba92791aad870f8ae435da4069c3743b3b6a09,183,true,
cran:DiffNet@1.0.2,r,cran,DiffNet,1.0.2,ok,5,214,6919,3873,4ceba06c8850dd878899bb3fa461809c32ae799e78a34c2b7f936d93d04534c2,120,true,
cran:Dire@2.2.0,r,cran,Dire,2.2.0,ok,19,4824,210650,199331,9b5545fda0b9653b84247218f083e941481b4ad7a838f7eb061cc30deec51890,353,true,
cran:DirectStandardisation@1.3,r,cran,DirectStandardisation,1.3,ok,2,310,17284,8514,4fd0b613cdff595c4d3d85b73ee367b2d2d9ef5adae0e8d0d9428d17e9df8ee2,134,true,
cran:DirichletRF@0.2.0,r,cran,DirichletRF,0.2.0,ok,3,971,42357,33090,8504ad7f3545ede0a01695c898c3a1f02d509e614ce922011b774442800f77c8,184,true,
cran:Distributacalcul@0.4.0,r,cran,Distributacalcul,0.4.0,ok,35,4916,127038,59894,3caaf3402d4f1bd8229b70582ef56ca82e9c5dd33e6f4cae502b354755a9531c,347,true,
cran:DistributionOptimization@1.2.6,r,cran,DistributionOptimization,1.2.6,ok,4,889,31372,11714,c18c42c8368b80fef035df24d4511d0717b8c977e45bbb8c20dd7f9dd871e05e,149,true,
cran:DistributionTest@1.1,r,cran,DistributionTest,1.1,ok,3,793,24118,5105,b2da233a352d0e5a018593ca07c23621088ceadf372c8a3189410bb2bdc9b087,135,true,
cran:Dyn4cast@11.11.26,r,cran,Dyn4cast,11.11.26,ok,43,7102,289015,3124643,4a736ed0931f6bac7808a50b98cc5ae7d8f0ce9e62f1ff054272169832a0f86b,1494,true,
cran:ECMLE@0.1.0,r,cran,ECMLE,0.1.0,ok,11,1465,50444,23854,1355a43ad6d7aa9880580a81c49f750967d21dfe47b03cbfc00fb54f0ff56ef5,195,true,
cran:EDCimport@0.7.0,r,cran,EDCimport,0.7.0,ok,59,8031,267442,3368968,86898dafc42c2a7fed2ae821a0627c0e403c56b8a1588375d9f4e3f4121b849a,1213,true,
cran:EDE@0.1.0,r,cran,EDE,0.1.0,ok,21,1216,45297,102545,b929c87a4828b49ffff8263303ff83f38302871c83118902ae7bde942eec67a9,245,true,
cran:EDOtrans@0.3.5,r,cran,EDOtrans,0.3.5,ok,4,394,13231,64609,b6b7b8efbac582d918538e6168dab756dd5a691d856dac0098015af138f4d3de,149,true,
cran:EEM@1.1.1,r,cran,EEM,1.1.1,ok,29,1987,70417,408846,f21da69e174f0f5cc03b9e6911e14152ad7b0c275a67e64e74d05ff6a69a4070,359,true,
cran:EEMDelm@0.1.1,r,cran,EEMDelm,0.1.1,ok,3,116,5366,6314,8ad78c12a03c2ace45b76defdea5e39a58b0f2421fb8d887870bab368a363f66,119,true,
cran:EEML@0.1.1,r,cran,EEML,0.1.1,ok,1,128,4936,3099,f8aeeca6a2d9ae614e69d550988dac25de52869ea873055c288db80e3d2e94b3,108,true,
cran:EFDR@1.3,r,cran,EFDR,1.3,ok,3,1004,39307,944396,d6971490917778186b19027a3c62e3b0e600415915149716713e16a542164e56,407,true,
cran:EGRETci@2.0.5,r,cran,EGRETci,2.0.5,ok,14,3473,152449,3172113,2a273b12d771ff7005582e1a55519061b6ffda2ea5cb7e6f50481af21604fc20,943,true,
cran:EHRmuse@0.0.2.2,r,cran,EHRmuse,0.0.2.2,ok,47,3324,108938,33142,58298511c1ef941906431553d72fc459b50c4bfec14ed64b8485f442ee1863ee,278,true,
cran:ELT@1.7,r,cran,ELT,1.7,ok,15,3084,170868,396043,0c3127a9cac3c4ee6b79a52ec726db5b6667c8ffd734471fdf3af5f96d66f7d9,397,true,
cran:EMD@1.5.9,r,cran,EMD,1.5.9,ok,3,1476,64891,265210,0620ea40ae30e3cff91e0b820dc888d4b7b4286750ac95bb0070b043ed11ea51,273,true,
cran:ENMeval@2.0.5.2,r,cran,ENMeval,2.0.5.2,ok,21,5778,291678,2042094,931a783fcf58bf10e7432b5204e97925538ba057d8ac1c3390b59d4e43e147c7,802,true,
cran:EQRN@0.1.2,r,cran,EQRN,0.1.2,ok,10,3666,165893,64600,5bdca51b5f17861a3592768bbeba4c227dfe4f91154f154fd99e09debe98ef80,361,true,
cran:EVI@0.2.0-0,r,cran,EVI,0.2.0-0,ok,19,1184,46605,24680,7d8ef7237dddfce6344a1f0c1953d7ab7f577e8627f0071a58886edbcf072161,200,true,
cran:EasyABC@1.6,r,cran,EasyABC,1.6,ok,13,7754,347808,557145,6c52d7d3cd7c54a6a8d9ad4f5155010d288a48a747a14fd944b3c67678222590,662,true,
cran:EasyStat@2.0.0,r,cran,EasyStat,2.0.0,ok,21,4138,165136,437849,ce6b0f974f6675eff49c10fa11eec131eb25f0c8298534ab4cc191d30a30cfdb,401,true,
cran:EfficientMaxEigenpair@0.1.4,r,cran,EfficientMaxEigenpair,0.1.4,ok,15,1384,49629,346253,1c90fb78ee27ec20eddbe249bfb2960c86c4a7937feba65e71e489b9854a11e8,289,true,
cran:ElectDecomp@0.0.1-8,r,cran,ElectDecomp,0.0.1-8,ok,5,1216,66014,20043,e17a5d8d0cee1c21990521ef068fcb089016d78fdf0788eaeaf35d0cda6cd5dd,166,true,
cran:EloChoice@0.29.4,r,cran,EloChoice,0.29.4,ok,13,893,38529,167237,a5be4ca64feee998c36375bc6c015399d495d04faaa7c6a37d8299b0edde11bd,217,true,
cran:EmpiricalCalibration@3.1.4,r,cran,EmpiricalCalibration,3.1.4,ok,28,5091,190474,1466390,62e7bf8df28f4ed2e81b99cf0e4ed95483f4a850f61a49d1f638c9df3c92dbb0,704,true,
cran:EngrExpt@0.1-8,r,cran,EngrExpt,0.1-8,ok,2,73,4035,82521,17e2978ed8fc39c9d0105f5ad68c17740b7128930ca2a2dd24f2442127db947d,436,true,
cran:EnvNicheR@1.5,r,cran,EnvNicheR,1.5,ok,3,647,14326,188925,5702d50d4326fb52cc7b5c99ab01e32c6aecb229c6210f3e393443eb0b4fe5fd,203,true,
cran:ErrorTracer@1.3.1,r,cran,ErrorTracer,1.3.1,ok,39,9164,387141,240381,719236476573db161f7e5a75c746f8d67e206c065fbc2fc988b05acd1d464a1a,453,true,
cran:EvalTest@1.0.6,r,cran,EvalTest,1.0.6,ok,6,585,23450,383705,b5c9e934958b8c603bfbf844437cf2d19397bc30ddb224375b0927c4336786df,269,true,
cran:EvolutionaryGames@0.1.2,r,cran,EvolutionaryGames,0.1.2,ok,15,1416,41311,3636927,2d815108f062bfcea97044d0b1de5523bf6e0d6d9cdff6e6e3a2d68830695829,1039,true,
cran:ExactCIone@1.0.5,r,cran,ExactCIone,1.0.5,ok,5,1246,43431,25887,8a53f15b73a1689302ebfc4cba6f536acfbc46ea5396321c3054b7a8c0812e11,166,true,
cran:ExposR@1.2,r,cran,ExposR,1.2,ok,3,1225,39964,132412,7a2d453a7bb053bb6348b080a09448fce5f5919b20d9a4c7d950be38a8f6d306,207,true,
cran:ExtDist@0.7-4,r,cran,ExtDist,0.7-4,ok,25,4514,165696,365233,de57cfededee9a5b8ef9c7eb628b9191c2b61c66ab7ac92b5f80b35c6533cf22,401,true,
cran:FAO56@1.0,r,cran,FAO56,1.0,ok,15,1289,53264,26109,25d4b86dea87fadf01b89e6528d479d363a613a1374c69fd6efa20a2e6749361,267,true,
cran:FAOSTAT@2.4.2,r,cran,FAOSTAT,2.4.2,ok,38,2332,93491,313970,39664f8497865815b89b39a4bccfc4c6c131b6b92389635dba9ceacec1047073,381,true,
cran:FARDEEP@1.0.1,r,cran,FARDEEP,1.0.1,ok,5,398,16272,2239570,d5e2f42e7a9d8c4ce53c634f56cec840c968b1f2f84c9ffbdd09cecba6929b2e,663,true,
cran:FARS@0.8.0,r,cran,FARS,0.8.0,ok,32,3196,108079,1595707,06a7362d355b6309b0dd1966d87371b85aa578723beaf22f4a67feddaa1833a8,774,true,
cran:FDRsampsize@1.0,r,cran,FDRsampsize,1.0,ok,1,880,39208,14147,1c62c4f786a17c23417bd614ccf3b56c67c3f1e7600cb89bf5a5a7e83f57133d,157,true,
cran:FITclust@1.0.0,r,cran,FITclust,1.0.0,ok,5,979,43551,422082,8051e6b338a0b8ba809b150d803becb073becc45575a4f4801424fad30ec8b46,301,true,
cran:FLORAL@0.7.0,r,cran,FLORAL,0.7.0,ok,20,5636,221769,2514657,e11e0b38782ded7cec3999418baf36336e7d009555fabee4bd29ccaf200ee0e0,904,true,
cran:FMP@1.4,r,cran,FMP,1.4,ok,10,802,23159,148030,1523f050ca09ef652f3cea2e783b85c9eb7ccf9e1d009860fcc7926fd1512170,196,true,
cran:FMsmsnReg@1.0,r,cran,FMsmsnReg,1.0,ok,4,1569,64831,21404,7b5a4cc10d853214321686b086268fd143ed57e0b0daeff77fdd34f4e9b1a834,174,true,
cran:FPLdata@0.1.0,r,cran,FPLdata,0.1.0,ok,1,39,1646,2106,38943ad0cf940c65739036b377339c34a37d0a6e55808ad2993229b00934b238,105,true,
cran:FRCC@1.1.0,r,cran,FRCC,1.1.0,ok,3,497,23095,86143,c80c5486f75cdbea26f43f7b6917322e741840ea5be0c18244924f2c7aa622a2,141,true,
cran:FRESA.CAD@3.4.8,r,cran,FRESA.CAD,3.4.8,ok,65,21440,750863,1833685,777ebac77c564a8ad3bfde66a2de3e320350aba2bccd1ad4e4dd7ca6866dabcb,1308,true,
cran:FWRGB@0.1.0,r,cran,FWRGB,0.1.0,ok,2,106,5853,239731,ed94fccaa89bc2aadab39456d4c1a76fd9e4a1a90cddf7217289d78ad6dc2172,193,true,
cran:FactEff@1.0,r,cran,FactEff,1.0,ok,1,763,30129,10933,c7a138e1fe990db1425242b1d2d4846218a35a96f2a879e67daeb2f9a702abbf,147,true,
cran:FamEvent@3.3,r,cran,FamEvent,3.3,ok,92,5973,241629,116402,7a01e969792234561a0146089192b9161641a90296b5ee62ee2952ef59cddcf8,473,true,
cran:FastRWeb@1.2-3,r,cran,FastRWeb,1.2-3,ok,13,610,23493,87734,994de613b7cf7f9b02253142363feb02f7a08f1df7961243725d6271e2b5d494,254,true,
cran:FatTailsR@2.0.1,r,cran,FatTailsR,2.0.1,ok,17,6838,259036,1126465,3d32082f179da424362d99332616b5c989edc06f19d5a2e25c2b94979195c620,520,true,
cran:FeaLect@1.20,r,cran,FeaLect,1.20,ok,9,599,33990,184877,ac4c31af9fce9f387a4b3d1153326f593a3bb237937e9426238af411c606d1b5,212,true,
cran:FielDHub@1.5.0,r,cran,FielDHub,1.5.0,ok,93,28768,1068315,3172541,df1e4c2143a5ccdd5dbd84fe9ae59fca3d7d900460c8760ba9ec298ac7396d61,1861,true,
cran:FlexScan@0.2.2,r,cran,FlexScan,0.2.2,ok,1,42,1834,427394,a3acaff0c45cd37a5a5f5fab2f21837e550775b94102f97fcc09eddbadc807a1,233,true,
cran:ForeCA@0.2.8-1,r,cran,ForeCA,0.2.8-1,ok,43,4666,174968,456034,0e22672b1a56d5c27778e87abfaf591955f473ad1fe940de67428921b01db5ba,409,true,
cran:FourWayHMM@1.0.0,r,cran,FourWayHMM,1.0.0,ok,4,1026,30258,33746,64172cadc62a8d23e495d694043e81d1e125b93be521f9ae070737124413247e,164,true,
cran:FracKrigingR@1.0.0,r,cran,FracKrigingR,1.0.0,ok,4,313,7168,4394,bc6fbb769cdd8311d9b26fec523a80a6c0d4546249e757ef0b94a86b79325121,128,true,
cran:Fragman@1.1.0,r,cran,Fragman,1.1.0,ok,28,2542,109192,1636191,aa0c0d0e613f9fc22010434a5338b3404f6fc65dc78ba968c093ec5fe0a30116,669,true,
cran:GANPA@1.2,r,cran,GANPA,1.2,ok,4,528,20258,14911,d729dda1e46e2f459e21b6a1ad7d8d88c556537bd4554dc183e574ac0ddc5eb0,149,true,
cran:GAReg@0.1.2,r,cran,GAReg,0.1.2,ok,7,2116,78688,132944,152e8361c6233aa579047cc5f320d22aa77bcc4b0e4a795f4aa95346ed0961cd,246,true,
cran:GENLIB@1.1.10,r,cran,GENLIB,1.1.10,ok,7,5032,198704,325771,3275326184d1bf4e654825ab57bfc1a7afd3220961b88f01e6efeba0d48b0dc0,511,true,
cran:GGMridge@1.5,r,cran,GGMridge,1.5,ok,15,1209,37531,15512,1ff6f8c11bbd0f93d8fe2c8b1acef6300cbaa9cc819a36347d35bc4e8718f6dd,173,true,
cran:GGenemy@0.1.0,r,cran,GGenemy,0.1.0,ok,18,2065,61666,157283,66c57f7caae3e7f53a1a6ec676d90e30ecf505bd750e7f70b068d4cbd177452c,253,true,
cran:GISSB@1.1.1,r,cran,GISSB,1.1.1,ok,19,1366,51713,1929928,cd9d6883ad0abf17261ea80d1250eac65d03b5e22cd06be398ea1aee9c5eb39d,627,true,
cran:GLMMadaptive@0.9-7,r,cran,GLMMadaptive,0.9-7,ok,6,4564,199041,85352,3f1cc2e49099d1110ada120ec1da806546e00aa142a70a762af3921794f6e13c,346,true,
cran:GNSSseg@6.0,r,cran,GNSSseg,6.0,ok,4,911,29980,17986,9350d7555fdbd1262c8319789dfa889b7652eac05089f7bcf78e0f033b4a72fe,171,true,
cran:GOFShiny@0.1.0,r,cran,GOFShiny,0.1.0,ok,1,20,517,122075,ab3f61af80a25cbf96cddc5dcd91cf4f9deab9bd18056610c50b63c45343a012,147,true,
cran:GOplot@1.0.2,r,cran,GOplot,1.0.2,ok,6,1473,71890,3570573,3ddaa2b6d1297ad6daad30d18af708adf43d86e8804b1b92fa29dfbf26d80df9,1039,true,
cran:GPArotateDF@2026.6-1,r,cran,GPArotateDF,2026.6-1,ok,4,956,34029,238435,29103b3b9027ed81afacab7c3d228d55d0da23a459e0f742b3cd3299f8344045,220,true,
