language,facet_class,semantic_axis,value
rust,UASF_0173,runtime.contract,1
rust,UASF_0178,control.flow,1
rust,UASF_0178,effects.control,1
rust,UASF_0178,evaluation.order,1
rust,UASF_0179,control.flow,1
rust,UASF_0179,effects.control,1
rust,UASF_0179,evaluation.order,1
rust,UASF_0180,control.flow,1
rust,UASF_0180,effects.control,1
rust,UASF_0180,evaluation.order,1
rust,UASF_0181,control.flow,1
rust,UASF_0181,effects.control,1
rust,UASF_0181,evaluation.order,1
rust,UASF_0182,control.flow,1
rust,UASF_0182,effects.control,1
rust,UASF_0182,evaluation.order,1
rust,UASF_0183,control.flow,1
rust,UASF_0183,effects.control,1
rust,UASF_0183,evaluation.order,1
rust,UASF_0184,control.flow,1
rust,UASF_0184,effects.control,1
rust,UASF_0184,evaluation.order,1
rust,UASF_0184,operations,1
rust,UASF_0184,types.structure,1
rust,UASF_0186,control.flow,1
rust,UASF_0186,effects.control,1
rust,UASF_0186,types.structure,1
rust,UASF_0195,conversion.semantics,1
rust,UASF_0195,operations,1
rust,UASF_0195,ownership.lifetime,1
rust,UASF_0195,types.structure,1
rust,UASF_0203,conversion.semantics,1
rust,UASF_0203,types.origin,1
rust,UASF_0203,types.structure,1
rust,UASF_0204,conversion.semantics,1
rust,UASF_0204,types.origin,1
rust,UASF_0204,types.structure,1
rust,UASF_0205,conversion.semantics,1
rust,UASF_0205,types.origin,1
rust,UASF_0205,types.structure,1
rust,UASF_0206,conversion.semantics,1
rust,UASF_0206,types.origin,1
rust,UASF_0206,types.structure,1
rust,UASF_0207,conversion.semantics,1
rust,UASF_0207,types.origin,1
rust,UASF_0207,types.structure,1
rust,UASF_0208,conversion.semantics,1
rust,UASF_0208,types.origin,1
rust,UASF_0208,types.structure,1
rust,UASF_0212,data.flow,1
rust,UASF_0212,effect.graph,1
rust,UASF_0212,operations,1
rust,UASF_0212,ownership.lifetime,1
rust,UASF_0212,runtime.contract,1
rust,UASF_0217,data.flow,1
rust,UASF_0217,evaluation.order,1
rust,UASF_0217,nodes.expression,1
rust,UASF_0217,operations,1
rust,UASF_0218,data.flow,1
rust,UASF_0218,evaluation.order,1
rust,UASF_0218,nodes.expression,1
rust,UASF_0218,operations,1
rust,UASF_0219,data.flow,1
rust,UASF_0219,evaluation.order,1
rust,UASF_0219,nodes.expression,1
rust,UASF_0219,operations,1
rust,UASF_0220,data.flow,1
rust,UASF_0220,evaluation.order,1
rust,UASF_0220,nodes.expression,1
rust,UASF_0220,operations,1
rust,UASF_0221,data.flow,1
rust,UASF_0221,evaluation.order,1
rust,UASF_0221,nodes.expression,1
rust,UASF_0221,operations,1
rust,UASF_0222,data.flow,1
rust,UASF_0222,evaluation.order,1
rust,UASF_0222,nodes.expression,1
rust,UASF_0222,operations,1
rust,UASF_0223,data.flow,1
rust,UASF_0223,evaluation.order,1
rust,UASF_0223,nodes.expression,1
rust,UASF_0223,operations,1
rust,UASF_0224,data.flow,1
rust,UASF_0224,evaluation.order,1
rust,UASF_0224,nodes.expression,1
rust,UASF_0224,operations,1
rust,UASF_0225,data.flow,1
rust,UASF_0225,evaluation.order,1
rust,UASF_0225,nodes.expression,1
rust,UASF_0225,operations,1
rust,UASF_0226,data.flow,1
rust,UASF_0226,evaluation.order,1
rust,UASF_0226,nodes.expression,1
rust,UASF_0226,operations,1
rust,UASF_0230,data.flow,1
rust,UASF_0230,memory.model,1
rust,UASF_0230,ownership.lifetime,1
rust,UASF_0230,runtime.contract,1
rust,UASF_0238,dialect.extension,1
rust,UASF_0238,effect.graph,1
rust,UASF_0238,operations,1
rust,UASF_0238,runtime.contract,1
rust,UASF_0242,dialect.extension,1
rust,UASF_0242,nodes.declaration,1
rust,UASF_0242,runtime.contract,1
rust,UASF_0242,types.structure,1
rust,UASF_0247,effect.graph,1
rust,UASF_0247,memory.model,1
rust,UASF_0247,ownership.lifetime,1
rust,UASF_0247,runtime.contract,1
rust,UASF_0248,effect.graph,1
rust,UASF_0248,memory.model,1
rust,UASF_0248,ownership.lifetime,1
rust,UASF_0248,runtime.contract,1
rust,UASF_0248,types.structure,1
rust,UASF_0254,effect.graph,1
rust,UASF_0254,purity,1
rust,UASF_0254,runtime.contract,1
rust,UASF_0255,effect.graph,1
rust,UASF_0255,purity,1
rust,UASF_0255,runtime.contract,1
rust,UASF_0256,effect.graph,1
rust,UASF_0256,purity,1
rust,UASF_0256,runtime.contract,1
rust,UASF_0257,effect.graph,1
rust,UASF_0257,purity,1
rust,UASF_0257,runtime.contract,1
rust,UASF_0258,effect.graph,1
rust,UASF_0258,purity,1
rust,UASF_0258,runtime.contract,1
rust,UASF_0259,effect.graph,1
rust,UASF_0259,purity,1
rust,UASF_0259,runtime.contract,1
rust,UASF_0279,lowering.pipeline,1
rust,UASF_0279,nodes.declaration,1
rust,UASF_0279,nodes.expression,1
rust,UASF_0279,scope.binding,1
rust,UASF_0294,nodes.declaration,1
rust,UASF_0294,nodes.expression,1
rust,UASF_0294,operations,1
rust,UASF_0294,types.structure,1
rust,UASF_0295,nodes.declaration,1
rust,UASF_0295,nodes.expression,1
rust,UASF_0295,types.origin,1
rust,UASF_0295,types.structure,1
rust,UASF_0298,nodes.declaration,1
rust,UASF_0298,operations,1
rust,UASF_0298,scope.binding,1
rust,UASF_0298,types.structure,1
rust,UASF_0299,nodes.declaration,1
rust,UASF_0299,ownership.lifetime,1
rust,UASF_0299,scope.binding,1
rust,UASF_0299,types.structure,1
rust,UASF_0300,nodes.declaration,1
rust,UASF_0300,scope.binding,1
rust,UASF_0300,types.origin,1
rust,UASF_0300,types.structure,1
rust,UASF_0301,nodes.declaration,1
rust,UASF_0301,scope.binding,1
rust,UASF_0301,types.structure,1
rust,UASF_0302,nodes.declaration,1
rust,UASF_0302,scope.binding,1
rust,UASF_0302,types.structure,1
rust,UASF_0303,nodes.declaration,1
rust,UASF_0303,scope.binding,1
rust,UASF_0303,types.structure,1
rust,UASF_0304,nodes.declaration,1
rust,UASF_0304,scope.binding,1
rust,UASF_0304,types.structure,1
rust,UASF_0305,nodes.declaration,1
rust,UASF_0305,scope.binding,1
rust,UASF_0305,types.structure,1
rust,UASF_0306,nodes.declaration,1
rust,UASF_0306,scope.binding,1
rust,UASF_0306,types.structure,1
rust,UASF_0307,nodes.declaration,1
rust,UASF_0307,scope.binding,1
rust,UASF_0307,types.structure,1
rust,UASF_0308,nodes.declaration,1
rust,UASF_0308,scope.binding,1
rust,UASF_0308,types.structure,1
rust,UASF_0309,nodes.declaration,1
rust,UASF_0309,scope.binding,1
rust,UASF_0309,types.structure,1
rust,UASF_0310,nodes.declaration,1
rust,UASF_0310,scope.binding,1
rust,UASF_0310,types.structure,1
rust,UASF_0311,nodes.declaration,1
rust,UASF_0311,scope.binding,1
rust,UASF_0311,types.structure,1
rust,UASF_0312,nodes.declaration,1
rust,UASF_0312,types.origin,1
rust,UASF_0312,types.structure,1
rust,UASF_0323,operations,1
rust,UASF_0323,ownership.lifetime,1
rust,UASF_0323,runtime.contract,1
rust,UASF_0323,types.structure,1
rust,UASF_0325,operations,1
rust,UASF_0325,runtime.contract,1
rust,UASF_0325,types.structure,1
rust,UASF_0326,operations,1
rust,UASF_0326,scope.binding,1
rust,UASF_0326,types.origin,1
rust,UASF_0326,types.structure,1
rust,UASF_0327,operations,1
rust,UASF_0327,scope.binding,1
rust,UASF_0327,types.structure,1
rust,UASF_0330,ownership.lifetime,1
rust,UASF_0330,scope.binding,1
rust,UASF_0330,types.origin,1
rust,UASF_0330,types.structure,1
cpp,UASF_0001,abi.ffi,1
cpp,UASF_0001,abi.layout,1
cpp,UASF_0001,linkage.odr,1
cpp,UASF_0006,abi.ffi,1
cpp,UASF_0006,conversion.semantics,1
cpp,UASF_0016,abi.ffi,1
cpp,UASF_0016,lowering.pipeline,1
cpp,UASF_0016,memory.model,1
cpp,UASF_0022,abi.ffi,1
cpp,UASF_0022,memory.model,1
cpp,UASF_0022,ownership.lifetime,1
cpp,UASF_0023,abi.ffi,1
cpp,UASF_0023,memory.model,1
cpp,UASF_0023,ownership.lifetime,1
cpp,UASF_0024,abi.ffi,1
cpp,UASF_0024,memory.model,1
cpp,UASF_0024,ownership.lifetime,1
cpp,UASF_0025,abi.ffi,1
cpp,UASF_0025,memory.model,1
cpp,UASF_0025,ownership.lifetime,1
cpp,UASF_0026,abi.ffi,1
cpp,UASF_0026,memory.model,1
cpp,UASF_0026,ownership.lifetime,1
cpp,UASF_0031,abi.ffi,1
cpp,UASF_0031,operations,1
cpp,UASF_0031,types.structure,1
cpp,UASF_0032,abi.ffi,1
cpp,UASF_0032,runtime.contract,1
cpp,UASF_0032,types.structure,1
cpp,UASF_0034,abi.layout,1
cpp,UASF_0034,dialect.extension,1
cpp,UASF_0034,validation.contract,1
cpp,UASF_0035,abi.layout,1
cpp,UASF_0035,memory.model,1
cpp,UASF_0035,types.structure,1
cpp,UASF_0036,abi.layout,1
cpp,UASF_0036,object.lifetime,1
cpp,UASF_0037,abi.layout,1
cpp,UASF_0037,operations,1
cpp,UASF_0037,runtime.contract,1
cpp,UASF_0038,abi.layout,1
cpp,UASF_0038,operations,1
cpp,UASF_0038,types.structure,1
cpp,UASF_0039,abi.layout,1
cpp,UASF_0039,runtime.contract,1
cpp,UASF_0039,types.structure,1
cpp,UASF_0040,abi.layout,1
cpp,UASF_0040,types.structure,1
cpp,UASF_0047,binding.graph,1
cpp,UASF_0047,capture.shadowing,1
cpp,UASF_0047,scope.binding,1
cpp,UASF_0048,binding.graph,1
cpp,UASF_0048,capture.shadowing,1
cpp,UASF_0048,scope.binding,1
cpp,UASF_0049,binding.graph,1
cpp,UASF_0049,capture.shadowing,1
cpp,UASF_0049,scope.binding,1
cpp,UASF_0050,binding.graph,1
cpp,UASF_0050,capture.shadowing,1
cpp,UASF_0050,scope.binding,1
cpp,UASF_0051,binding.graph,1
cpp,UASF_0051,capture.shadowing,1
cpp,UASF_0051,scope.binding,1
cpp,UASF_0084,binding.graph,1
cpp,UASF_0084,linkage.odr,1
cpp,UASF_0084,validation.contract,1
cpp,UASF_0087,binding.graph,1
cpp,UASF_0087,name.resolution,1
cpp,UASF_0087,scope.binding,1
cpp,UASF_0091,binding.graph,1
cpp,UASF_0091,nodes.declaration,1
cpp,UASF_0091,types.origin,1
cpp,UASF_0106,capture.shadowing,1
cpp,UASF_0106,ownership.lifetime,1
cpp,UASF_0106,types.structure,1
cpp,UASF_0107,compiletime.evaluation,1
cpp,UASF_0107,compiletime.semantics,1
cpp,UASF_0107,operations,1
cpp,UASF_0108,compiletime.evaluation,1
cpp,UASF_0108,initialization.order,1
cpp,UASF_0108,validation.contract,1
cpp,UASF_0118,compiletime.semantics,1
cpp,UASF_0118,dialect.extension,1
cpp,UASF_0118,lowering.pipeline,1
cpp,UASF_0119,compiletime.semantics,1
cpp,UASF_0119,dialect.extension,1
cpp,UASF_0119,lowering.pipeline,1
cpp,UASF_0120,compiletime.semantics,1
cpp,UASF_0120,dialect.extension,1
cpp,UASF_0120,lowering.pipeline,1
cpp,UASF_0121,compiletime.semantics,1
cpp,UASF_0121,dialect.extension,1
cpp,UASF_0121,lowering.pipeline,1
cpp,UASF_0122,compiletime.semantics,1
cpp,UASF_0122,dialect.extension,1
cpp,UASF_0122,lowering.pipeline,1
cpp,UASF_0133,compiletime.semantics,1
cpp,UASF_0133,overload.resolution,1
cpp,UASF_0133,template.instantiation,1
cpp,UASF_0134,compiletime.semantics,1
cpp,UASF_0134,overload.resolution,1
cpp,UASF_0134,types.structure,1
cpp,UASF_0135,compiletime.semantics,1
cpp,UASF_0135,preprocessor.semantics,1
cpp,UASF_0137,compiletime.semantics,1
cpp,UASF_0137,template.instantiation,1
cpp,UASF_0137,types.structure,1
cpp,UASF_0150,concurrency.model,1
cpp,UASF_0150,memory.ordering,1
cpp,UASF_0150,synchronization,1
cpp,UASF_0151,concurrency.model,1
cpp,UASF_0151,memory.ordering,1
cpp,UASF_0151,synchronization,1
cpp,UASF_0152,concurrency.model,1
cpp,UASF_0152,memory.ordering,1
cpp,UASF_0152,synchronization,1
cpp,UASF_0153,concurrency.model,1
cpp,UASF_0153,memory.ordering,1
cpp,UASF_0153,synchronization,1
cpp,UASF_0154,concurrency.model,1
cpp,UASF_0154,memory.ordering,1
cpp,UASF_0154,synchronization,1
cpp,UASF_0155,concurrency.model,1
cpp,UASF_0155,memory.ordering,1
cpp,UASF_0155,synchronization,1
cpp,UASF_0156,concurrency.model,1
cpp,UASF_0156,storage.duration,1
cpp,UASF_0158,control.flow,1
cpp,UASF_0158,coroutine.state_machine,1
cpp,UASF_0158,object.lifetime,1
cpp,UASF_0159,control.flow,1
cpp,UASF_0159,coroutine.state_machine,1
cpp,UASF_0159,operations,1
cpp,UASF_0160,control.flow,1
cpp,UASF_0160,data.flow,1
cpp,UASF_0160,effect.graph,1
cpp,UASF_0178,control.flow,1
cpp,UASF_0178,effects.control,1
cpp,UASF_0178,evaluation.order,1
cpp,UASF_0179,control.flow,1
cpp,UASF_0179,effects.control,1
cpp,UASF_0179,evaluation.order,1
cpp,UASF_0180,control.flow,1
cpp,UASF_0180,effects.control,1
cpp,UASF_0180,evaluation.order,1
cpp,UASF_0181,control.flow,1
cpp,UASF_0181,effects.control,1
cpp,UASF_0181,evaluation.order,1
cpp,UASF_0182,control.flow,1
cpp,UASF_0182,effects.control,1
cpp,UASF_0182,evaluation.order,1
cpp,UASF_0183,control.flow,1
cpp,UASF_0183,effects.control,1
cpp,UASF_0183,evaluation.order,1
cpp,UASF_0193,conversion.semantics,1
cpp,UASF_0193,nodes.expression,1
cpp,UASF_0193,value.category,1
cpp,UASF_0194,conversion.semantics,1
cpp,UASF_0194,operations,1
cpp,UASF_0198,conversion.semantics,1
cpp,UASF_0198,operations,1
cpp,UASF_0198,types.structure,1
cpp,UASF_0199,conversion.semantics,1
cpp,UASF_0199,overload.resolution,1
cpp,UASF_0199,types.structure,1
cpp,UASF_0200,conversion.semantics,1
cpp,UASF_0200,pointer.provenance,1
cpp,UASF_0203,conversion.semantics,1
cpp,UASF_0203,types.origin,1
cpp,UASF_0203,types.structure,1
cpp,UASF_0204,conversion.semantics,1
cpp,UASF_0204,types.origin,1
cpp,UASF_0204,types.structure,1
cpp,UASF_0205,conversion.semantics,1
cpp,UASF_0205,types.origin,1
cpp,UASF_0205,types.structure,1
cpp,UASF_0206,conversion.semantics,1
cpp,UASF_0206,types.origin,1
cpp,UASF_0206,types.structure,1
cpp,UASF_0207,conversion.semantics,1
cpp,UASF_0207,types.origin,1
cpp,UASF_0207,types.structure,1
cpp,UASF_0208,conversion.semantics,1
cpp,UASF_0208,types.origin,1
cpp,UASF_0208,types.structure,1
cpp,UASF_0210,coroutine.state_machine,1
cpp,UASF_0210,evaluation.order,1
cpp,UASF_0210,operations,1
cpp,UASF_0217,data.flow,1
cpp,UASF_0217,evaluation.order,1
cpp,UASF_0217,nodes.expression,1
cpp,UASF_0217,operations,1
cpp,UASF_0219,data.flow,1
cpp,UASF_0219,evaluation.order,1
cpp,UASF_0219,nodes.expression,1
cpp,UASF_0219,operations,1
cpp,UASF_0220,data.flow,1
cpp,UASF_0220,evaluation.order,1
cpp,UASF_0220,nodes.expression,1
cpp,UASF_0220,operations,1
cpp,UASF_0221,data.flow,1
cpp,UASF_0221,evaluation.order,1
cpp,UASF_0221,nodes.expression,1
cpp,UASF_0221,operations,1
cpp,UASF_0222,data.flow,1
cpp,UASF_0222,evaluation.order,1
cpp,UASF_0222,nodes.expression,1
cpp,UASF_0222,operations,1
cpp,UASF_0223,data.flow,1
cpp,UASF_0223,evaluation.order,1
cpp,UASF_0223,nodes.expression,1
cpp,UASF_0223,operations,1
cpp,UASF_0224,data.flow,1
cpp,UASF_0224,evaluation.order,1
cpp,UASF_0224,nodes.expression,1
cpp,UASF_0224,operations,1
cpp,UASF_0225,data.flow,1
cpp,UASF_0225,evaluation.order,1
cpp,UASF_0225,nodes.expression,1
cpp,UASF_0225,operations,1
cpp,UASF_0226,data.flow,1
cpp,UASF_0226,evaluation.order,1
cpp,UASF_0226,nodes.expression,1
cpp,UASF_0226,operations,1
cpp,UASF_0246,effect.graph,1
cpp,UASF_0246,memory.model,1
cpp,UASF_0246,object.lifetime,1
cpp,UASF_0249,effect.graph,1
cpp,UASF_0249,memory.model,1
cpp,UASF_0249,types.structure,1
cpp,UASF_0254,effect.graph,1
cpp,UASF_0254,purity,1
cpp,UASF_0254,runtime.contract,1
cpp,UASF_0255,effect.graph,1
cpp,UASF_0255,purity,1
cpp,UASF_0255,runtime.contract,1
cpp,UASF_0256,effect.graph,1
cpp,UASF_0256,purity,1
cpp,UASF_0256,runtime.contract,1
cpp,UASF_0257,effect.graph,1
cpp,UASF_0257,purity,1
cpp,UASF_0257,runtime.contract,1
cpp,UASF_0258,effect.graph,1
cpp,UASF_0258,purity,1
cpp,UASF_0258,runtime.contract,1
cpp,UASF_0259,effect.graph,1
cpp,UASF_0259,purity,1
cpp,UASF_0259,runtime.contract,1
cpp,UASF_0261,effects.control,1
cpp,UASF_0261,exception.unwind,1
cpp,UASF_0261,object.lifetime,1
cpp,UASF_0262,effects.control,1
cpp,UASF_0262,exception.unwind,1
cpp,UASF_0262,runtime.contract,1
cpp,UASF_0263,evaluation.order,1
cpp,UASF_0263,language.unspecified_behavior,1
cpp,UASF_0264,evaluation.order,1
cpp,UASF_0264,object.lifetime,1
cpp,UASF_0264,types.structure,1
cpp,UASF_0265,exception.unwind,1
cpp,UASF_0265,runtime.contract,1
cpp,UASF_0265,validation.contract,1
cpp,UASF_0266,initialization.order,1
cpp,UASF_0266,nodes.expression,1
cpp,UASF_0267,initialization.order,1
cpp,UASF_0267,object.lifetime,1
cpp,UASF_0268,initialization.order,1
cpp,UASF_0268,runtime.contract,1
cpp,UASF_0268,storage.duration,1
cpp,UASF_0269,language.implementation_defined,1
cpp,UASF_0269,runtime.contract,1
cpp,UASF_0270,language.implementation_defined,1
cpp,UASF_0270,types.structure,1
cpp,UASF_0271,language.undefined_behavior,1
cpp,UASF_0271,memory.model,1
cpp,UASF_0271,pointer.provenance,1
cpp,UASF_0272,language.undefined_behavior,1
cpp,UASF_0272,object.lifetime,1
cpp,UASF_0272,types.structure,1
cpp,UASF_0273,language.undefined_behavior,1
cpp,UASF_0273,operations,1
cpp,UASF_0273,runtime.contract,1
cpp,UASF_0274,language.undefined_behavior,1
cpp,UASF_0274,runtime.contract,1
cpp,UASF_0274,validation.contract,1
cpp,UASF_0275,linkage.odr,1
cpp,UASF_0275,module.semantics,1
cpp,UASF_0275,name.resolution,1
cpp,UASF_0276,linkage.odr,1
cpp,UASF_0276,scope.binding,1
cpp,UASF_0282,memory.model,1
cpp,UASF_0282,object.lifetime,1
cpp,UASF_0282,pointer.provenance,1
cpp,UASF_0284,memory.model,1
cpp,UASF_0284,operations,1
cpp,UASF_0284,pointer.provenance,1
cpp,UASF_0290,module.semantics,1
cpp,UASF_0290,preprocessor.semantics,1
cpp,UASF_0292,name.resolution,1
cpp,UASF_0292,overload.resolution,1
cpp,UASF_0292,scope.binding,1
cpp,UASF_0293,name.resolution,1
cpp,UASF_0293,scope.binding,1
cpp,UASF_0293,validation.contract,1
cpp,UASF_0296,nodes.declaration,1
cpp,UASF_0296,nodes.expression,1
cpp,UASF_0296,types.structure,1
cpp,UASF_0301,nodes.declaration,1
cpp,UASF_0301,scope.binding,1
cpp,UASF_0301,types.structure,1
cpp,UASF_0302,nodes.declaration,1
cpp,UASF_0302,scope.binding,1
cpp,UASF_0302,types.structure,1
cpp,UASF_0303,nodes.declaration,1
cpp,UASF_0303,scope.binding,1
cpp,UASF_0303,types.structure,1
cpp,UASF_0304,nodes.declaration,1
cpp,UASF_0304,scope.binding,1
cpp,UASF_0304,types.structure,1
cpp,UASF_0305,nodes.declaration,1
cpp,UASF_0305,scope.binding,1
cpp,UASF_0305,types.structure,1
cpp,UASF_0306,nodes.declaration,1
cpp,UASF_0306,scope.binding,1
cpp,UASF_0306,types.structure,1
cpp,UASF_0307,nodes.declaration,1
cpp,UASF_0307,scope.binding,1
cpp,UASF_0307,types.structure,1
cpp,UASF_0308,nodes.declaration,1
cpp,UASF_0308,scope.binding,1
cpp,UASF_0308,types.structure,1
cpp,UASF_0309,nodes.declaration,1
cpp,UASF_0309,scope.binding,1
cpp,UASF_0309,types.structure,1
cpp,UASF_0310,nodes.declaration,1
cpp,UASF_0310,scope.binding,1
cpp,UASF_0310,types.structure,1
cpp,UASF_0311,nodes.declaration,1
cpp,UASF_0311,scope.binding,1
cpp,UASF_0311,types.structure,1
cpp,UASF_0313,nodes.expression,1
cpp,UASF_0313,object.lifetime,1
cpp,UASF_0316,nodes.expression,1
cpp,UASF_0316,operations,1
cpp,UASF_0316,template.instantiation,1
cpp,UASF_0317,nodes.expression,1
cpp,UASF_0317,template.instantiation,1
cpp,UASF_0318,object.lifetime,1
cpp,UASF_0318,operations,1
cpp,UASF_0318,ownership.lifetime,1
cpp,UASF_0319,object.lifetime,1
cpp,UASF_0319,ownership.lifetime,1
cpp,UASF_0319,value.category,1
cpp,UASF_0320,object.lifetime,1
cpp,UASF_0320,storage.duration,1
cpp,UASF_0321,object.lifetime,1
cpp,UASF_0321,value.category,1
cpp,UASF_0322,operations,1
cpp,UASF_0322,overload.resolution,1
cpp,UASF_0328,overload.resolution,1
cpp,UASF_0328,template.instantiation,1
cpp,UASF_0329,overload.resolution,1
cpp,UASF_0329,template.instantiation,1
cpp,UASF_0329,types.origin,1
cpp,UASF_0332,scope.binding,1
cpp,UASF_0332,types.origin,1
cpp,UASF_0332,validation.contract,1
cpp,UASF_0333,types.origin,1
cpp,UASF_0333,types.structure,1
kotlin,UASF_0002,abi.ffi,1
kotlin,UASF_0002,compiletime.semantics,1
kotlin,UASF_0002,control.flow,1
kotlin,UASF_0002,data.flow,1
kotlin,UASF_0002,dialect.extension,1
kotlin,UASF_0002,lowering.pipeline,1
kotlin,UASF_0002,operations,1
kotlin,UASF_0003,abi.ffi,1
kotlin,UASF_0003,compiletime.semantics,1
kotlin,UASF_0003,dialect.extension,1
kotlin,UASF_0003,lowering.pipeline,1
kotlin,UASF_0003,scope.binding,1
kotlin,UASF_0003,types.structure,1
kotlin,UASF_0008,abi.ffi,1
kotlin,UASF_0008,conversion.semantics,1
kotlin,UASF_0008,memory.model,1
kotlin,UASF_0008,ownership.lifetime,1
kotlin,UASF_0008,runtime.contract,1
kotlin,UASF_0008,types.structure,1
kotlin,UASF_0022,abi.ffi,1
kotlin,UASF_0022,memory.model,1
kotlin,UASF_0022,ownership.lifetime,1
kotlin,UASF_0023,abi.ffi,1
kotlin,UASF_0023,memory.model,1
kotlin,UASF_0023,ownership.lifetime,1
kotlin,UASF_0024,abi.ffi,1
kotlin,UASF_0024,memory.model,1
kotlin,UASF_0024,ownership.lifetime,1
kotlin,UASF_0025,abi.ffi,1
kotlin,UASF_0025,memory.model,1
kotlin,UASF_0025,ownership.lifetime,1
kotlin,UASF_0026,abi.ffi,1
kotlin,UASF_0026,memory.model,1
kotlin,UASF_0026,ownership.lifetime,1
kotlin,UASF_0047,binding.graph,1
kotlin,UASF_0047,capture.shadowing,1
kotlin,UASF_0047,scope.binding,1
kotlin,UASF_0048,binding.graph,1
kotlin,UASF_0048,capture.shadowing,1
kotlin,UASF_0048,scope.binding,1
kotlin,UASF_0049,binding.graph,1
kotlin,UASF_0049,capture.shadowing,1
kotlin,UASF_0049,scope.binding,1
kotlin,UASF_0050,binding.graph,1
kotlin,UASF_0050,capture.shadowing,1
kotlin,UASF_0050,scope.binding,1
kotlin,UASF_0051,binding.graph,1
kotlin,UASF_0051,capture.shadowing,1
kotlin,UASF_0051,scope.binding,1
kotlin,UASF_0053,binding.graph,1
kotlin,UASF_0053,compiletime.semantics,1
kotlin,UASF_0053,conversion.semantics,1
kotlin,UASF_0053,scope.binding,1
kotlin,UASF_0053,types.origin,1
kotlin,UASF_0053,types.structure,1
kotlin,UASF_0065,binding.graph,1
kotlin,UASF_0065,conversion.semantics,1
kotlin,UASF_0065,data.flow,1
kotlin,UASF_0065,evaluation.order,1
kotlin,UASF_0065,operations,1
kotlin,UASF_0065,scope.binding,1
kotlin,UASF_0065,types.structure,1
kotlin,UASF_0085,binding.graph,1
kotlin,UASF_0085,memory.model,1
kotlin,UASF_0085,nodes.declaration,1
kotlin,UASF_0085,operations,1
kotlin,UASF_0085,scope.binding,1
kotlin,UASF_0085,types.structure,1
kotlin,UASF_0101,capture.shadowing,1
kotlin,UASF_0101,compiletime.semantics,1
kotlin,UASF_0101,data.flow,1
kotlin,UASF_0101,evaluation.order,1
kotlin,UASF_0101,nodes.declaration,1
kotlin,UASF_0101,nodes.expression,1
kotlin,UASF_0101,scope.binding,1
kotlin,UASF_0110,compiletime.semantics,1
kotlin,UASF_0110,control.flow,1
kotlin,UASF_0110,data.flow,1
kotlin,UASF_0110,effect.graph,1
kotlin,UASF_0110,purity,1
kotlin,UASF_0110,scope.binding,1
kotlin,UASF_0110,types.structure,1
kotlin,UASF_0118,compiletime.semantics,1
kotlin,UASF_0118,dialect.extension,1
kotlin,UASF_0118,lowering.pipeline,1
kotlin,UASF_0119,compiletime.semantics,1
kotlin,UASF_0119,dialect.extension,1
kotlin,UASF_0119,lowering.pipeline,1
kotlin,UASF_0120,compiletime.semantics,1
kotlin,UASF_0120,dialect.extension,1
kotlin,UASF_0120,lowering.pipeline,1
kotlin,UASF_0121,compiletime.semantics,1
kotlin,UASF_0121,dialect.extension,1
kotlin,UASF_0121,lowering.pipeline,1
kotlin,UASF_0122,compiletime.semantics,1
kotlin,UASF_0122,dialect.extension,1
kotlin,UASF_0122,lowering.pipeline,1
kotlin,UASF_0139,concurrency.model,1
kotlin,UASF_0139,control.flow,1
kotlin,UASF_0139,data.flow,1
kotlin,UASF_0139,evaluation.order,1
kotlin,UASF_0139,lowering.pipeline,1
kotlin,UASF_0139,runtime.contract,1
kotlin,UASF_0139,synchronization,1
kotlin,UASF_0151,concurrency.model,1
kotlin,UASF_0151,memory.ordering,1
kotlin,UASF_0151,synchronization,1
kotlin,UASF_0152,concurrency.model,1
kotlin,UASF_0152,memory.ordering,1
kotlin,UASF_0152,synchronization,1
kotlin,UASF_0153,concurrency.model,1
kotlin,UASF_0153,memory.ordering,1
kotlin,UASF_0153,synchronization,1
kotlin,UASF_0154,concurrency.model,1
kotlin,UASF_0154,memory.ordering,1
kotlin,UASF_0154,synchronization,1
kotlin,UASF_0155,concurrency.model,1
kotlin,UASF_0155,memory.ordering,1
kotlin,UASF_0155,synchronization,1
kotlin,UASF_0157,control.flow,1
kotlin,UASF_0157,conversion.semantics,1
kotlin,UASF_0157,data.flow,1
kotlin,UASF_0157,evaluation.order,1
kotlin,UASF_0157,operations,1
kotlin,UASF_0157,runtime.contract,1
kotlin,UASF_0157,types.structure,1
kotlin,UASF_0163,control.flow,1
kotlin,UASF_0163,data.flow,1
kotlin,UASF_0163,effects.control,1
kotlin,UASF_0163,evaluation.order,1
kotlin,UASF_0163,nodes.expression,1
kotlin,UASF_0163,types.structure,1
kotlin,UASF_0165,control.flow,1
kotlin,UASF_0165,data.flow,1
kotlin,UASF_0165,evaluation.order,1
kotlin,UASF_0165,operations,1
kotlin,UASF_0165,types.structure,1
kotlin,UASF_0170,control.flow,1
kotlin,UASF_0170,effect.graph,1
kotlin,UASF_0170,effects.control,1
kotlin,UASF_0170,evaluation.order,1
kotlin,UASF_0170,runtime.contract,1
kotlin,UASF_0178,control.flow,1
kotlin,UASF_0178,effects.control,1
kotlin,UASF_0178,evaluation.order,1
kotlin,UASF_0179,control.flow,1
kotlin,UASF_0179,effects.control,1
kotlin,UASF_0179,evaluation.order,1
kotlin,UASF_0180,control.flow,1
kotlin,UASF_0180,effects.control,1
