target,table_index,primitive,kernel,route,executable_path
cpp,666,La_rs,matrix,cpp:matrix:La_rs,kernel_runtime
cpp,667,La_rs_cmplx,matrix,cpp:matrix:La_rs_cmplx,kernel_runtime
cpp,668,La_rg,matrix,cpp:matrix:La_rg,kernel_runtime
cpp,669,La_rg_cmplx,matrix,cpp:matrix:La_rg_cmplx,kernel_runtime
cpp,670,La_rs,matrix,cpp:matrix:La_rs,kernel_runtime
cpp,671,La_rs_cmplx,matrix,cpp:matrix:La_rs_cmplx,kernel_runtime
cpp,672,La_dlange,matrix,cpp:matrix:La_dlange,kernel_runtime
cpp,673,La_dgecon,matrix,cpp:matrix:La_dgecon,kernel_runtime
cpp,674,La_dtrcon,matrix,cpp:matrix:La_dtrcon,kernel_runtime
cpp,675,La_dtrcon3,matrix,cpp:matrix:La_dtrcon3,kernel_runtime
cpp,676,La_zlange,matrix,cpp:matrix:La_zlange,kernel_runtime
cpp,677,La_zgecon,matrix,cpp:matrix:La_zgecon,kernel_runtime
cpp,678,La_ztrcon,matrix,cpp:matrix:La_ztrcon,kernel_runtime
cpp,679,La_ztrcon3,matrix,cpp:matrix:La_ztrcon3,kernel_runtime
cpp,680,La_solve_cmplx,matrix,cpp:matrix:La_solve_cmplx,kernel_runtime
cpp,681,La_solve,matrix,cpp:matrix:La_solve,kernel_runtime
cpp,682,La_qr,matrix,cpp:matrix:La_qr,kernel_runtime
cpp,683,La_chol,matrix,cpp:matrix:La_chol,kernel_runtime
cpp,684,La_chol2inv,matrix,cpp:matrix:La_chol2inv,kernel_runtime
cpp,685,qr_coef_real,matrix,cpp:matrix:qr_coef_real,kernel_runtime
cpp,686,qr_qy_real,matrix,cpp:matrix:qr_qy_real,kernel_runtime
cpp,687,det_ge_real,matrix,cpp:matrix:det_ge_real,kernel_runtime
cpp,688,qr_coef_cmplx,matrix,cpp:matrix:qr_coef_cmplx,kernel_runtime
cpp,689,qr_qy_cmplx,matrix,cpp:matrix:qr_qy_cmplx,kernel_runtime
cpp,690,La_svd,matrix,cpp:matrix:La_svd,kernel_runtime
cpp,691,La_svd_cmplx,matrix,cpp:matrix:La_svd_cmplx,kernel_runtime
cpp,692,La_version,matrix,cpp:matrix:La_version,kernel_runtime
cpp,693,La_library,matrix,cpp:matrix:La_library,kernel_runtime
cpp,694,bcprofcounts,language,cpp:language:bcprofcounts,kernel_runtime
cpp,695,bcprofstart,language,cpp:language:bcprofstart,kernel_runtime
cpp,696,bcprofstop,language,cpp:language:bcprofstop,kernel_runtime
cpp,697,eSoftVersion,system,cpp:system:eSoftVersion,kernel_runtime
cpp,698,curlVersion,io,cpp:io:curlVersion,kernel_runtime
cpp,699,curlGetHeaders,environment,cpp:environment:curlGetHeaders,kernel_runtime
cpp,700,curlDownload,io,cpp:io:curlDownload,kernel_runtime
cpp,701,compilerVersion,system,cpp:system:compilerVersion,kernel_runtime
c,0,if,language,c:language:if,kernel_runtime
c,1,while,language,c:language:while,kernel_runtime
c,2,for,language,c:language:for,kernel_runtime
c,3,repeat,language,c:language:repeat,kernel_runtime
c,4,break,language,c:language:break,kernel_runtime
c,5,next,language,c:language:next,kernel_runtime
c,6,return,language,c:language:return,kernel_runtime
c,7,function,language,c:language:function,kernel_runtime
c,8,<-,replacement,c:replacement:<-,kernel_runtime
c,9,=,language,c:language:=,kernel_runtime
c,10,<<-,replacement,c:replacement:<<-,kernel_runtime
c,11,{,language,c:language:{,kernel_runtime
c,12,(,language,c:language:(,kernel_runtime
c,13,.subset,subset,c:subset:.subset,kernel_runtime
c,14,.subset2,subset,c:subset:.subset2,kernel_runtime
c,15,[,subset,c:subset:[,kernel_runtime
c,16,[[,subset,c:subset:[[,kernel_runtime
c,17,$,subset,c:subset:$,kernel_runtime
c,18,@,language,c:language:@,kernel_runtime
c,19,[<-,replacement,c:replacement:[<-,kernel_runtime
c,20,[[<-,replacement,c:replacement:[[<-,kernel_runtime
c,21,$<-,replacement,c:replacement:$<-,kernel_runtime
c,22,switch,language,c:language:switch,kernel_runtime
c,23,browser,language,c:language:browser,kernel_runtime
c,24,.primTrace,runtime,c:runtime:.primTrace,kernel_runtime
c,25,.primUntrace,runtime,c:runtime:.primUntrace,kernel_runtime
c,26,.Internal,language,c:language:.Internal,kernel_runtime
c,27,.Primitive,runtime,c:runtime:.Primitive,kernel_runtime
c,28,call,language,c:language:call,kernel_runtime
c,29,quote,language,c:language:quote,kernel_runtime
c,30,substitute,character,c:character:substitute,kernel_runtime
c,31,missing,language,c:language:missing,kernel_runtime
c,32,nargs,runtime,c:runtime:nargs,kernel_runtime
c,33,on.exit,language,c:language:on.exit,kernel_runtime
c,34,forceAndCall,language,c:language:forceAndCall,kernel_runtime
c,35,declare,language,c:language:declare,kernel_runtime
c,36,stop,runtime,c:runtime:stop,kernel_runtime
c,37,warning,runtime,c:runtime:warning,kernel_runtime
c,38,gettext,environment,c:environment:gettext,kernel_runtime
c,39,ngettext,environment,c:environment:ngettext,kernel_runtime
c,40,bindtextdomain,runtime,c:runtime:bindtextdomain,kernel_runtime
c,41,.addCondHands,runtime,c:runtime:.addCondHands,kernel_runtime
c,42,.addGlobHands,runtime,c:runtime:.addGlobHands,kernel_runtime
c,43,.resetCondHands,runtime,c:runtime:.resetCondHands,kernel_runtime
c,44,.signalCondition,runtime,c:runtime:.signalCondition,kernel_runtime
c,45,.dfltStop,runtime,c:runtime:.dfltStop,kernel_runtime
c,46,.dfltWarn,runtime,c:runtime:.dfltWarn,kernel_runtime
c,47,.addRestart,runtime,c:runtime:.addRestart,kernel_runtime
c,48,.getRestart,environment,c:environment:.getRestart,kernel_runtime
c,49,.invokeRestart,runtime,c:runtime:.invokeRestart,kernel_runtime
c,50,.addTryHandlers,runtime,c:runtime:.addTryHandlers,kernel_runtime
c,51,geterrmessage,environment,c:environment:geterrmessage,kernel_runtime
c,52,seterrmessage,runtime,c:runtime:seterrmessage,kernel_runtime
c,53,printDeferredWarnings,runtime,c:runtime:printDeferredWarnings,kernel_runtime
c,54,interruptsSuspended,runtime,c:runtime:interruptsSuspended,kernel_runtime
c,55,as.function.default,runtime,c:runtime:as.function.default,kernel_runtime
c,56,debug,runtime,c:runtime:debug,kernel_runtime
c,57,undebug,runtime,c:runtime:undebug,kernel_runtime
c,58,isdebugged,runtime,c:runtime:isdebugged,kernel_runtime
c,59,debugonce,runtime,c:runtime:debugonce,kernel_runtime
c,60,Recall,language,c:language:Recall,kernel_runtime
c,61,delayedAssign,runtime,c:runtime:delayedAssign,kernel_runtime
c,62,makeLazy,runtime,c:runtime:makeLazy,kernel_runtime
c,63,identical,runtime,c:runtime:identical,kernel_runtime
c,64,C_tryCatchHelper,runtime,c:runtime:C_tryCatchHelper,kernel_runtime
c,65,getNamespaceValue,environment,c:environment:getNamespaceValue,kernel_runtime
c,66,+,arithmetic,c:arithmetic:+,kernel_runtime
c,67,-,arithmetic,c:arithmetic:-,kernel_runtime
c,68,*,arithmetic,c:arithmetic:*,kernel_runtime
c,69,/,arithmetic,c:arithmetic:/,kernel_runtime
c,70,^,arithmetic,c:arithmetic:^,kernel_runtime
c,71,%%,arithmetic,c:arithmetic:%%,kernel_runtime
c,72,%/%,arithmetic,c:arithmetic:%/%,kernel_runtime
c,73,%*%,matrix,c:matrix:%*%,kernel_runtime
c,74,==,relational,c:relational:==,kernel_runtime
c,75,!=,relational,c:relational:!=,kernel_runtime
c,76,<,relational,c:relational:<,kernel_runtime
c,77,<=,relational,c:relational:<=,kernel_runtime
c,78,>=,relational,c:relational:>=,kernel_runtime
c,79,>,relational,c:relational:>,kernel_runtime
c,80,&,logical,c:logical:&,kernel_runtime
c,81,|,logical,c:logical:|,kernel_runtime
c,82,!,logical,c:logical:!,kernel_runtime
c,83,&&,logical-short-circuit,c:logical-short-circuit:&&,kernel_runtime
c,84,||,logical-short-circuit,c:logical-short-circuit:||,kernel_runtime
c,85,:,runtime,c:runtime::,kernel_runtime
c,86,~,language,c:language:~,kernel_runtime
c,87,::,language,c:language:::,kernel_runtime
c,88,:::,language,c:language::::,kernel_runtime
c,89,all,logical-reduction,c:logical-reduction:all,kernel_runtime
c,90,any,logical-reduction,c:logical-reduction:any,kernel_runtime
c,91,...elt,environment,c:environment:...elt,kernel_runtime
c,92,...length,environment,c:environment:...length,kernel_runtime
c,93,...names,attribute,c:attribute:...names,kernel_runtime
c,94,length,matrix,c:matrix:length,kernel_runtime
c,95,length<-,replacement,c:replacement:length<-,kernel_runtime
c,96,oldClass,attribute,c:attribute:oldClass,kernel_runtime
c,97,oldClass<-,replacement,c:replacement:oldClass<-,kernel_runtime
c,98,class,attribute,c:attribute:class,kernel_runtime
c,99,.cache_class,attribute,c:attribute:.cache_class,kernel_runtime
c,100,.class2,attribute,c:attribute:.class2,kernel_runtime
c,101,class<-,replacement,c:replacement:class<-,kernel_runtime
c,102,unclass,attribute,c:attribute:unclass,kernel_runtime
c,103,names,attribute,c:attribute:names,kernel_runtime
c,104,names<-,replacement,c:replacement:names<-,kernel_runtime
c,105,dimnames,attribute,c:attribute:dimnames,kernel_runtime
c,106,dimnames<-,replacement,c:replacement:dimnames<-,kernel_runtime
c,107,dim,attribute,c:attribute:dim,kernel_runtime
c,108,dim<-,replacement,c:replacement:dim<-,kernel_runtime
c,109,attributes,attribute,c:attribute:attributes,kernel_runtime
c,110,attributes<-,replacement,c:replacement:attributes<-,kernel_runtime
c,111,attr,attribute,c:attribute:attr,kernel_runtime
c,112,attr<-,replacement,c:replacement:attr<-,kernel_runtime
c,113,@<-,replacement,c:replacement:@<-,kernel_runtime
c,114,levels<-,replacement,c:replacement:levels<-,kernel_runtime
c,115,vector,runtime,c:runtime:vector,kernel_runtime
c,116,complex,numeric-complex,c:numeric-complex:complex,kernel_runtime
c,117,matrix,matrix,c:matrix:matrix,kernel_runtime
c,118,array,matrix,c:matrix:array,kernel_runtime
c,119,diag,matrix,c:matrix:diag,kernel_runtime
c,120,backsolve,matrix,c:matrix:backsolve,kernel_runtime
c,121,max.col,matrix,c:matrix:max.col,kernel_runtime
c,122,row,matrix,c:matrix:row,kernel_runtime
c,123,col,matrix,c:matrix:col,kernel_runtime
c,124,unlist,combine,c:combine:unlist,kernel_runtime
c,125,cbind,language,c:language:cbind,kernel_runtime
c,126,rbind,language,c:language:rbind,kernel_runtime
c,127,drop,matrix,c:matrix:drop,kernel_runtime
c,128,all.names,attribute,c:attribute:all.names,kernel_runtime
c,129,comment,attribute,c:attribute:comment,kernel_runtime
c,130,comment<-,replacement,c:replacement:comment<-,kernel_runtime
c,131,get,environment,c:environment:get,kernel_runtime
c,132,get0,environment,c:environment:get0,kernel_runtime
c,133,mget,environment,c:environment:mget,kernel_runtime
c,134,exists,environment,c:environment:exists,kernel_runtime
c,135,assign,environment,c:environment:assign,kernel_runtime
c,136,list2env,environment,c:environment:list2env,kernel_runtime
c,137,remove,environment,c:environment:remove,kernel_runtime
c,138,duplicated,matching,c:matching:duplicated,kernel_runtime
c,139,unique,matching,c:matching:unique,kernel_runtime
c,140,anyDuplicated,matching,c:matching:anyDuplicated,kernel_runtime
c,141,anyNA,missingness,c:missingness:anyNA,kernel_runtime
c,142,which,runtime,c:runtime:which,kernel_runtime
c,143,which.min,runtime,c:runtime:which.min,kernel_runtime
c,144,pmin,reduction,c:reduction:pmin,kernel_runtime
c,145,pmax,reduction,c:reduction:pmax,kernel_runtime
c,146,which.max,runtime,c:runtime:which.max,kernel_runtime
c,147,match,matching,c:matching:match,kernel_runtime
c,148,pmatch,matching,c:matching:pmatch,kernel_runtime
c,149,charmatch,character,c:character:charmatch,kernel_runtime
c,150,match.call,matching,c:matching:match.call,kernel_runtime
c,151,crossprod,matrix,c:matrix:crossprod,kernel_runtime
c,152,tcrossprod,matrix,c:matrix:tcrossprod,kernel_runtime
c,153,asplit,matrix,c:matrix:asplit,kernel_runtime
c,154,lengths,matrix,c:matrix:lengths,kernel_runtime
c,155,sequence,runtime,c:runtime:sequence,kernel_runtime
c,156,vhash,matching,c:matching:vhash,kernel_runtime
c,157,attach,environment,c:environment:attach,kernel_runtime
c,158,detach,environment,c:environment:detach,kernel_runtime
c,159,search,environment,c:environment:search,kernel_runtime
c,160,setFileTime,io,c:io:setFileTime,kernel_runtime
c,161,round,numeric-unary,c:numeric-unary:round,kernel_runtime
c,162,signif,numeric-unary,c:numeric-unary:signif,kernel_runtime
c,163,log,numeric-unary,c:numeric-unary:log,kernel_runtime
c,164,log10,numeric-unary,c:numeric-unary:log10,kernel_runtime
c,165,log2,numeric-unary,c:numeric-unary:log2,kernel_runtime
c,166,abs,numeric-unary,c:numeric-unary:abs,kernel_runtime
c,167,floor,numeric-unary,c:numeric-unary:floor,kernel_runtime
c,168,ceiling,numeric-unary,c:numeric-unary:ceiling,kernel_runtime
c,169,sqrt,numeric-unary,c:numeric-unary:sqrt,kernel_runtime
c,170,sign,numeric-unary,c:numeric-unary:sign,kernel_runtime
c,171,trunc,numeric-unary,c:numeric-unary:trunc,kernel_runtime
c,172,exp,numeric-unary,c:numeric-unary:exp,kernel_runtime
c,173,expm1,numeric-unary,c:numeric-unary:expm1,kernel_runtime
c,174,log1p,numeric-unary,c:numeric-unary:log1p,kernel_runtime
c,175,cos,numeric-unary,c:numeric-unary:cos,kernel_runtime
c,176,sin,numeric-unary,c:numeric-unary:sin,kernel_runtime
c,177,tan,numeric-unary,c:numeric-unary:tan,kernel_runtime
c,178,acos,numeric-unary,c:numeric-unary:acos,kernel_runtime
c,179,asin,numeric-unary,c:numeric-unary:asin,kernel_runtime
c,180,atan,numeric-unary,c:numeric-unary:atan,kernel_runtime
c,181,cosh,numeric-unary,c:numeric-unary:cosh,kernel_runtime
c,182,sinh,numeric-unary,c:numeric-unary:sinh,kernel_runtime
c,183,tanh,numeric-unary,c:numeric-unary:tanh,kernel_runtime
c,184,acosh,numeric-unary,c:numeric-unary:acosh,kernel_runtime
c,185,asinh,numeric-unary,c:numeric-unary:asinh,kernel_runtime
c,186,atanh,numeric-unary,c:numeric-unary:atanh,kernel_runtime
c,187,lgamma,numeric-unary,c:numeric-unary:lgamma,kernel_runtime
c,188,gamma,numeric-unary,c:numeric-unary:gamma,kernel_runtime
c,189,digamma,numeric-unary,c:numeric-unary:digamma,kernel_runtime
c,190,trigamma,numeric-unary,c:numeric-unary:trigamma,kernel_runtime
c,191,cospi,numeric-unary,c:numeric-unary:cospi,kernel_runtime
c,192,sinpi,numeric-unary,c:numeric-unary:sinpi,kernel_runtime
c,193,tanpi,numeric-unary,c:numeric-unary:tanpi,kernel_runtime
c,194,atan2,numeric-binary,c:numeric-binary:atan2,kernel_runtime
c,195,lbeta,numeric-binary,c:numeric-binary:lbeta,kernel_runtime
c,196,beta,numeric-binary,c:numeric-binary:beta,kernel_runtime
c,197,lchoose,numeric-binary,c:numeric-binary:lchoose,kernel_runtime
c,198,choose,numeric-binary,c:numeric-binary:choose,kernel_runtime
c,199,besselJ,numeric-binary,c:numeric-binary:besselJ,kernel_runtime
c,200,besselY,numeric-binary,c:numeric-binary:besselY,kernel_runtime
c,201,psigamma,numeric-binary,c:numeric-binary:psigamma,kernel_runtime
c,202,Re,numeric-complex,c:numeric-complex:Re,kernel_runtime
c,203,Im,numeric-complex,c:numeric-complex:Im,kernel_runtime
c,204,Mod,numeric-complex,c:numeric-complex:Mod,kernel_runtime
c,205,Arg,numeric-complex,c:numeric-complex:Arg,kernel_runtime
c,206,Conj,numeric-complex,c:numeric-complex:Conj,kernel_runtime
c,207,besselI,numeric-ternary,c:numeric-ternary:besselI,kernel_runtime
c,208,besselK,numeric-ternary,c:numeric-ternary:besselK,kernel_runtime
c,209,rchisq,random,c:random:rchisq,kernel_runtime
c,210,rexp,random,c:random:rexp,kernel_runtime
c,211,rgeom,random,c:random:rgeom,kernel_runtime
c,212,rpois,random,c:random:rpois,kernel_runtime
c,213,rt,random,c:random:rt,kernel_runtime
c,214,rsignrank,random,c:random:rsignrank,kernel_runtime
c,215,rbeta,random,c:random:rbeta,kernel_runtime
c,216,rbinom,random,c:random:rbinom,kernel_runtime
c,217,rcauchy,random,c:random:rcauchy,kernel_runtime
c,218,rf,random,c:random:rf,kernel_runtime
c,219,rgamma,random,c:random:rgamma,kernel_runtime
c,220,rlnorm,random,c:random:rlnorm,kernel_runtime
c,221,rlogis,random,c:random:rlogis,kernel_runtime
c,222,rnbinom,random,c:random:rnbinom,kernel_runtime
c,223,rnbinom_mu,random,c:random:rnbinom_mu,kernel_runtime
c,224,rnchisq,random,c:random:rnchisq,kernel_runtime
c,225,rnorm,random,c:random:rnorm,kernel_runtime
c,226,runif,random,c:random:runif,kernel_runtime
c,227,rweibull,random,c:random:rweibull,kernel_runtime
c,228,rwilcox,random,c:random:rwilcox,kernel_runtime
c,229,rhyper,random,c:random:rhyper,kernel_runtime
c,230,sample,random,c:random:sample,kernel_runtime
c,231,sample2,random,c:random:sample2,kernel_runtime
c,232,RNGkind,random,c:random:RNGkind,kernel_runtime
c,233,set.seed,random,c:random:set.seed,kernel_runtime
c,234,sum,reduction,c:reduction:sum,kernel_runtime
c,235,min,reduction,c:reduction:min,kernel_runtime
c,236,max,reduction,c:reduction:max,kernel_runtime
c,237,prod,reduction,c:reduction:prod,kernel_runtime
c,238,mean,reduction,c:reduction:mean,kernel_runtime
c,239,range,runtime,c:runtime:range,kernel_runtime
c,240,cumsum,cumulative,c:cumulative:cumsum,kernel_runtime
c,241,cumprod,cumulative,c:cumulative:cumprod,kernel_runtime
c,242,cummax,cumulative,c:cumulative:cummax,kernel_runtime
c,243,cummin,cumulative,c:cumulative:cummin,kernel_runtime
c,244,cumvar,cumulative,c:cumulative:cumvar,kernel_runtime
c,245,as.character,coercion-atomic,c:coercion-atomic:as.character,kernel_runtime
c,246,as.integer,coercion-atomic,c:coercion-atomic:as.integer,kernel_runtime
c,247,as.double,coercion-atomic,c:coercion-atomic:as.double,kernel_runtime
c,248,as.numeric,coercion-atomic,c:coercion-atomic:as.numeric,kernel_runtime
c,249,as.complex,coercion-atomic,c:coercion-atomic:as.complex,kernel_runtime
c,250,as.logical,coercion-atomic,c:coercion-atomic:as.logical,kernel_runtime
c,251,as.raw,coercion-atomic,c:coercion-atomic:as.raw,kernel_runtime
c,252,as.call,runtime,c:runtime:as.call,kernel_runtime
c,253,as.environment,environment,c:environment:as.environment,kernel_runtime
c,254,storage.mode<-,replacement,c:replacement:storage.mode<-,kernel_runtime
c,255,asCharacterFactor,character,c:character:asCharacterFactor,kernel_runtime
c,256,as.vector,coercion-mode,c:coercion-mode:as.vector,kernel_runtime
c,257,paste,character,c:character:paste,kernel_runtime
c,258,paste0,character,c:character:paste0,kernel_runtime
c,259,file.path,io,c:io:file.path,kernel_runtime
c,260,format,runtime,c:runtime:format,kernel_runtime
c,261,format.info,runtime,c:runtime:format.info,kernel_runtime
c,262,cat,runtime,c:runtime:cat,kernel_runtime
c,263,do.call,runtime,c:runtime:do.call,kernel_runtime
c,264,str2lang,character,c:character:str2lang,kernel_runtime
c,265,str2expression,character,c:character:str2expression,kernel_runtime
c,266,nchar,character,c:character:nchar,kernel_runtime
c,267,nzchar,character,c:character:nzchar,kernel_runtime
c,268,substr,character,c:character:substr,kernel_runtime
c,269,startsWith,character,c:character:startsWith,kernel_runtime
c,270,endsWith,character,c:character:endsWith,kernel_runtime
c,271,substr<-,replacement,c:replacement:substr<-,kernel_runtime
c,272,strsplit,character,c:character:strsplit,kernel_runtime
c,273,abbreviate,character,c:character:abbreviate,kernel_runtime
c,274,make.names,attribute,c:attribute:make.names,kernel_runtime
c,275,pcre_config,runtime,c:runtime:pcre_config,kernel_runtime
c,276,grep,character,c:character:grep,kernel_runtime
c,277,grepl,character,c:character:grepl,kernel_runtime
c,278,grepRaw,character,c:character:grepRaw,kernel_runtime
c,279,sub,character,c:character:sub,kernel_runtime
c,280,gsub,character,c:character:gsub,kernel_runtime
c,281,regexpr,runtime,c:runtime:regexpr,kernel_runtime
c,282,gregexpr,runtime,c:runtime:gregexpr,kernel_runtime
c,283,regexec,runtime,c:runtime:regexec,kernel_runtime
c,284,agrep,character,c:character:agrep,kernel_runtime
c,285,agrepl,character,c:character:agrepl,kernel_runtime
c,286,adist,runtime,c:runtime:adist,kernel_runtime
c,287,aregexec,runtime,c:runtime:aregexec,kernel_runtime
c,288,tolower,character,c:character:tolower,kernel_runtime
c,289,toupper,character,c:character:toupper,kernel_runtime
c,290,chartr,character,c:character:chartr,kernel_runtime
c,291,sprintf,runtime,c:runtime:sprintf,kernel_runtime
c,292,make.unique,matching,c:matching:make.unique,kernel_runtime
c,293,charToRaw,character,c:character:charToRaw,kernel_runtime
c,294,rawToChar,character,c:character:rawToChar,kernel_runtime
c,295,rawShift,bitwise,c:bitwise:rawShift,kernel_runtime
c,296,intToBits,bitwise,c:bitwise:intToBits,kernel_runtime
c,297,numToBits,bitwise,c:bitwise:numToBits,kernel_runtime
c,298,numToInts,runtime,c:runtime:numToInts,kernel_runtime
c,299,rawToBits,bitwise,c:bitwise:rawToBits,kernel_runtime
c,300,packBits,bitwise,c:bitwise:packBits,kernel_runtime
c,301,utf8ToInt,character,c:character:utf8ToInt,kernel_runtime
c,302,intToUtf8,character,c:character:intToUtf8,kernel_runtime
c,303,validUTF8,character,c:character:validUTF8,kernel_runtime
c,304,validEnc,runtime,c:runtime:validEnc,kernel_runtime
c,305,encodeString,character,c:character:encodeString,kernel_runtime
c,306,iconv,system,c:system:iconv,kernel_runtime
c,307,strtrim,character,c:character:strtrim,kernel_runtime
c,308,strtoi,character,c:character:strtoi,kernel_runtime
c,309,strrep,character,c:character:strrep,kernel_runtime
c,310,is.null,predicate,c:predicate:is.null,kernel_runtime
c,311,is.logical,predicate,c:predicate:is.logical,kernel_runtime
c,312,is.integer,predicate,c:predicate:is.integer,kernel_runtime
c,313,is.double,predicate,c:predicate:is.double,kernel_runtime
c,314,is.complex,predicate,c:predicate:is.complex,kernel_runtime
c,315,is.character,predicate,c:predicate:is.character,kernel_runtime
c,316,is.symbol,predicate,c:predicate:is.symbol,kernel_runtime
c,317,is.name,predicate,c:predicate:is.name,kernel_runtime
c,318,is.environment,predicate,c:predicate:is.environment,kernel_runtime
c,319,is.list,predicate,c:predicate:is.list,kernel_runtime
c,320,is.pairlist,predicate,c:predicate:is.pairlist,kernel_runtime
c,321,is.expression,predicate,c:predicate:is.expression,kernel_runtime
c,322,is.raw,predicate,c:predicate:is.raw,kernel_runtime
c,323,is.object,predicate,c:predicate:is.object,kernel_runtime
c,324,isS4,predicate,c:predicate:isS4,kernel_runtime
c,325,is.numeric,predicate,c:predicate:is.numeric,kernel_runtime
c,326,is.matrix,predicate,c:predicate:is.matrix,kernel_runtime
c,327,is.array,predicate,c:predicate:is.array,kernel_runtime
c,328,is.atomic,predicate,c:predicate:is.atomic,kernel_runtime
c,329,is.recursive,predicate,c:predicate:is.recursive,kernel_runtime
c,330,is.call,predicate,c:predicate:is.call,kernel_runtime
c,331,is.language,predicate,c:predicate:is.language,kernel_runtime
c,332,is.function,predicate,c:predicate:is.function,kernel_runtime
c,333,is.single,predicate,c:predicate:is.single,kernel_runtime
c,334,is.na,missingness,c:missingness:is.na,kernel_runtime
c,335,is.nan,numeric-predicate,c:numeric-predicate:is.nan,kernel_runtime
c,336,is.finite,numeric-predicate,c:numeric-predicate:is.finite,kernel_runtime
c,337,is.infinite,numeric-predicate,c:numeric-predicate:is.infinite,kernel_runtime
c,338,is.vector,runtime,c:runtime:is.vector,kernel_runtime
c,339,proc.time,system,c:system:proc.time,kernel_runtime
c,340,gc.time,runtime,c:runtime:gc.time,kernel_runtime
c,341,withVisible,language,c:language:withVisible,kernel_runtime
c,342,expression,language,c:language:expression,kernel_runtime
c,343,interactive,system,c:system:interactive,kernel_runtime
c,344,invisible,runtime,c:runtime:invisible,kernel_runtime
c,345,rep,language,c:language:rep,kernel_runtime
c,346,rep.int,runtime,c:runtime:rep.int,kernel_runtime
c,347,rep_len,runtime,c:runtime:rep_len,kernel_runtime
c,348,seq.int,runtime,c:runtime:seq.int,kernel_runtime
c,349,seq_len,runtime,c:runtime:seq_len,kernel_runtime
c,350,seq_along,runtime,c:runtime:seq_along,kernel_runtime
c,351,list,runtime,c:runtime:list,kernel_runtime
c,352,xtfrm,ordering,c:ordering:xtfrm,kernel_runtime
c,353,enc2native,runtime,c:runtime:enc2native,kernel_runtime
c,354,enc2utf8,runtime,c:runtime:enc2utf8,kernel_runtime
c,355,emptyenv,environment,c:environment:emptyenv,kernel_runtime
c,356,baseenv,environment,c:environment:baseenv,kernel_runtime
c,357,globalenv,environment,c:environment:globalenv,kernel_runtime
c,358,environment<-,replacement,c:replacement:environment<-,kernel_runtime
c,359,pos.to.env,environment,c:environment:pos.to.env,kernel_runtime
c,360,.C,runtime,c:runtime:.C,kernel_runtime
c,361,.Fortran,runtime,c:runtime:.Fortran,kernel_runtime
c,362,.External,runtime,c:runtime:.External,kernel_runtime
c,363,.External2,runtime,c:runtime:.External2,kernel_runtime
c,364,.Call,runtime,c:runtime:.Call,kernel_runtime
c,365,.External.graphics,runtime,c:runtime:.External.graphics,kernel_runtime
c,366,.Call.graphics,runtime,c:runtime:.Call.graphics,kernel_runtime
c,367,eapply,language,c:language:eapply,kernel_runtime
c,368,lapply,language,c:language:lapply,kernel_runtime
c,369,vapply,language,c:language:vapply,kernel_runtime
c,370,mapply,runtime,c:runtime:mapply,kernel_runtime
c,371,Version,runtime,c:runtime:Version,kernel_runtime
c,372,machine,runtime,c:runtime:machine,kernel_runtime
c,373,commandArgs,runtime,c:runtime:commandArgs,kernel_runtime
c,374,internalsID,runtime,c:runtime:internalsID,kernel_runtime
c,375,system,runtime,c:runtime:system,kernel_runtime
c,376,system,runtime,c:runtime:system,kernel_runtime
c,377,shell.exec,runtime,c:runtime:shell.exec,kernel_runtime
c,378,Sys.which,runtime,c:runtime:Sys.which,kernel_runtime
c,379,mkjunction,system,c:system:mkjunction,kernel_runtime
c,380,tzone_name,runtime,c:runtime:tzone_name,kernel_runtime
c,381,parse,runtime,c:runtime:parse,kernel_runtime
c,382,parse_Rd,runtime,c:runtime:parse_Rd,kernel_runtime
c,383,deparseRd,runtime,c:runtime:deparseRd,kernel_runtime
c,384,parseLatex,runtime,c:runtime:parseLatex,kernel_runtime
c,385,save,serialization,c:serialization:save,kernel_runtime
c,386,saveToConn,serialization,c:serialization:saveToConn,kernel_runtime
c,387,load,serialization,c:serialization:load,kernel_runtime
c,388,loadFromConn2,serialization,c:serialization:loadFromConn2,kernel_runtime
c,389,loadInfoFromConn2,serialization,c:serialization:loadInfoFromConn2,kernel_runtime
c,390,serializeToConn,serialization,c:serialization:serializeToConn,kernel_runtime
c,391,unserializeFromConn,serialization,c:serialization:unserializeFromConn,kernel_runtime
c,392,serializeInfoFromConn,serialization,c:serialization:serializeInfoFromConn,kernel_runtime
c,393,deparse,runtime,c:runtime:deparse,kernel_runtime
c,394,dput,runtime,c:runtime:dput,kernel_runtime
c,395,dump,runtime,c:runtime:dump,kernel_runtime
c,396,quit,runtime,c:runtime:quit,kernel_runtime
c,397,readline,io,c:io:readline,kernel_runtime
c,398,print.default,runtime,c:runtime:print.default,kernel_runtime
c,399,prmatrix,matrix,c:matrix:prmatrix,kernel_runtime
c,400,gc,runtime,c:runtime:gc,kernel_runtime
c,401,gcinfo,runtime,c:runtime:gcinfo,kernel_runtime
c,402,gctorture,runtime,c:runtime:gctorture,kernel_runtime
c,403,gctorture2,runtime,c:runtime:gctorture2,kernel_runtime
c,404,memory.profile,io,c:io:memory.profile,kernel_runtime
c,405,mem.maxVSize,runtime,c:runtime:mem.maxVSize,kernel_runtime
c,406,mem.maxNSize,runtime,c:runtime:mem.maxNSize,kernel_runtime
c,407,split,runtime,c:runtime:split,kernel_runtime
