table_index,name,kernel,arity,target,route
111,attr,attribute,-1,julia,julia:attribute:attr
111,attr,attribute,-1,nim,nim:attribute:attr
111,attr,attribute,-1,csharp,csharp:attribute:attr
111,attr,attribute,-1,java,java:attribute:attr
111,attr,attribute,-1,kotlin,kotlin:attribute:attr
111,attr,attribute,-1,swift,swift:attribute:attr
112,attr<-,replacement,3,go,go:replacement:attr<-
112,attr<-,replacement,3,rust,rust:replacement:attr<-
112,attr<-,replacement,3,cpp,cpp:replacement:attr<-
112,attr<-,replacement,3,c,c:replacement:attr<-
112,attr<-,replacement,3,python,python:replacement:attr<-
112,attr<-,replacement,3,zig,zig:replacement:attr<-
112,attr<-,replacement,3,julia,julia:replacement:attr<-
112,attr<-,replacement,3,nim,nim:replacement:attr<-
112,attr<-,replacement,3,csharp,csharp:replacement:attr<-
112,attr<-,replacement,3,java,java:replacement:attr<-
112,attr<-,replacement,3,kotlin,kotlin:replacement:attr<-
112,attr<-,replacement,3,swift,swift:replacement:attr<-
113,@<-,replacement,3,go,go:replacement:@<-
113,@<-,replacement,3,rust,rust:replacement:@<-
113,@<-,replacement,3,cpp,cpp:replacement:@<-
113,@<-,replacement,3,c,c:replacement:@<-
113,@<-,replacement,3,python,python:replacement:@<-
113,@<-,replacement,3,zig,zig:replacement:@<-
113,@<-,replacement,3,julia,julia:replacement:@<-
113,@<-,replacement,3,nim,nim:replacement:@<-
113,@<-,replacement,3,csharp,csharp:replacement:@<-
113,@<-,replacement,3,java,java:replacement:@<-
113,@<-,replacement,3,kotlin,kotlin:replacement:@<-
113,@<-,replacement,3,swift,swift:replacement:@<-
114,levels<-,replacement,2,go,go:replacement:levels<-
114,levels<-,replacement,2,rust,rust:replacement:levels<-
114,levels<-,replacement,2,cpp,cpp:replacement:levels<-
114,levels<-,replacement,2,c,c:replacement:levels<-
114,levels<-,replacement,2,python,python:replacement:levels<-
114,levels<-,replacement,2,zig,zig:replacement:levels<-
114,levels<-,replacement,2,julia,julia:replacement:levels<-
114,levels<-,replacement,2,nim,nim:replacement:levels<-
114,levels<-,replacement,2,csharp,csharp:replacement:levels<-
114,levels<-,replacement,2,java,java:replacement:levels<-
114,levels<-,replacement,2,kotlin,kotlin:replacement:levels<-
114,levels<-,replacement,2,swift,swift:replacement:levels<-
115,vector,runtime,2,go,go:runtime:vector
115,vector,runtime,2,rust,rust:runtime:vector
115,vector,runtime,2,cpp,cpp:runtime:vector
115,vector,runtime,2,c,c:runtime:vector
115,vector,runtime,2,python,python:runtime:vector
115,vector,runtime,2,zig,zig:runtime:vector
115,vector,runtime,2,julia,julia:runtime:vector
115,vector,runtime,2,nim,nim:runtime:vector
115,vector,runtime,2,csharp,csharp:runtime:vector
115,vector,runtime,2,java,java:runtime:vector
115,vector,runtime,2,kotlin,kotlin:runtime:vector
115,vector,runtime,2,swift,swift:runtime:vector
116,complex,numeric-complex,3,go,go:numeric-complex:complex
116,complex,numeric-complex,3,rust,rust:numeric-complex:complex
116,complex,numeric-complex,3,cpp,cpp:numeric-complex:complex
116,complex,numeric-complex,3,c,c:numeric-complex:complex
116,complex,numeric-complex,3,python,python:numeric-complex:complex
116,complex,numeric-complex,3,zig,zig:numeric-complex:complex
116,complex,numeric-complex,3,julia,julia:numeric-complex:complex
116,complex,numeric-complex,3,nim,nim:numeric-complex:complex
116,complex,numeric-complex,3,csharp,csharp:numeric-complex:complex
116,complex,numeric-complex,3,java,java:numeric-complex:complex
116,complex,numeric-complex,3,kotlin,kotlin:numeric-complex:complex
116,complex,numeric-complex,3,swift,swift:numeric-complex:complex
117,matrix,matrix,7,go,go:matrix:matrix
117,matrix,matrix,7,rust,rust:matrix:matrix
117,matrix,matrix,7,cpp,cpp:matrix:matrix
117,matrix,matrix,7,c,c:matrix:matrix
117,matrix,matrix,7,python,python:matrix:matrix
117,matrix,matrix,7,zig,zig:matrix:matrix
117,matrix,matrix,7,julia,julia:matrix:matrix
117,matrix,matrix,7,nim,nim:matrix:matrix
117,matrix,matrix,7,csharp,csharp:matrix:matrix
117,matrix,matrix,7,java,java:matrix:matrix
117,matrix,matrix,7,kotlin,kotlin:matrix:matrix
117,matrix,matrix,7,swift,swift:matrix:matrix
118,array,matrix,3,go,go:matrix:array
118,array,matrix,3,rust,rust:matrix:array
118,array,matrix,3,cpp,cpp:matrix:array
118,array,matrix,3,c,c:matrix:array
118,array,matrix,3,python,python:matrix:array
118,array,matrix,3,zig,zig:matrix:array
118,array,matrix,3,julia,julia:matrix:array
118,array,matrix,3,nim,nim:matrix:array
118,array,matrix,3,csharp,csharp:matrix:array
118,array,matrix,3,java,java:matrix:array
118,array,matrix,3,kotlin,kotlin:matrix:array
118,array,matrix,3,swift,swift:matrix:array
119,diag,matrix,3,go,go:matrix:diag
119,diag,matrix,3,rust,rust:matrix:diag
119,diag,matrix,3,cpp,cpp:matrix:diag
119,diag,matrix,3,c,c:matrix:diag
119,diag,matrix,3,python,python:matrix:diag
119,diag,matrix,3,zig,zig:matrix:diag
119,diag,matrix,3,julia,julia:matrix:diag
119,diag,matrix,3,nim,nim:matrix:diag
119,diag,matrix,3,csharp,csharp:matrix:diag
119,diag,matrix,3,java,java:matrix:diag
119,diag,matrix,3,kotlin,kotlin:matrix:diag
119,diag,matrix,3,swift,swift:matrix:diag
120,backsolve,matrix,5,go,go:matrix:backsolve
120,backsolve,matrix,5,rust,rust:matrix:backsolve
120,backsolve,matrix,5,cpp,cpp:matrix:backsolve
120,backsolve,matrix,5,c,c:matrix:backsolve
120,backsolve,matrix,5,python,python:matrix:backsolve
120,backsolve,matrix,5,zig,zig:matrix:backsolve
120,backsolve,matrix,5,julia,julia:matrix:backsolve
120,backsolve,matrix,5,nim,nim:matrix:backsolve
120,backsolve,matrix,5,csharp,csharp:matrix:backsolve
120,backsolve,matrix,5,java,java:matrix:backsolve
120,backsolve,matrix,5,kotlin,kotlin:matrix:backsolve
120,backsolve,matrix,5,swift,swift:matrix:backsolve
121,max.col,matrix,2,go,go:matrix:max.col
121,max.col,matrix,2,rust,rust:matrix:max.col
121,max.col,matrix,2,cpp,cpp:matrix:max.col
121,max.col,matrix,2,c,c:matrix:max.col
121,max.col,matrix,2,python,python:matrix:max.col
121,max.col,matrix,2,zig,zig:matrix:max.col
121,max.col,matrix,2,julia,julia:matrix:max.col
121,max.col,matrix,2,nim,nim:matrix:max.col
121,max.col,matrix,2,csharp,csharp:matrix:max.col
121,max.col,matrix,2,java,java:matrix:max.col
121,max.col,matrix,2,kotlin,kotlin:matrix:max.col
121,max.col,matrix,2,swift,swift:matrix:max.col
122,row,matrix,1,go,go:matrix:row
122,row,matrix,1,rust,rust:matrix:row
122,row,matrix,1,cpp,cpp:matrix:row
122,row,matrix,1,c,c:matrix:row
122,row,matrix,1,python,python:matrix:row
122,row,matrix,1,zig,zig:matrix:row
122,row,matrix,1,julia,julia:matrix:row
122,row,matrix,1,nim,nim:matrix:row
122,row,matrix,1,csharp,csharp:matrix:row
122,row,matrix,1,java,java:matrix:row
122,row,matrix,1,kotlin,kotlin:matrix:row
122,row,matrix,1,swift,swift:matrix:row
123,col,matrix,1,go,go:matrix:col
123,col,matrix,1,rust,rust:matrix:col
123,col,matrix,1,cpp,cpp:matrix:col
123,col,matrix,1,c,c:matrix:col
123,col,matrix,1,python,python:matrix:col
123,col,matrix,1,zig,zig:matrix:col
123,col,matrix,1,julia,julia:matrix:col
123,col,matrix,1,nim,nim:matrix:col
123,col,matrix,1,csharp,csharp:matrix:col
123,col,matrix,1,java,java:matrix:col
123,col,matrix,1,kotlin,kotlin:matrix:col
123,col,matrix,1,swift,swift:matrix:col
124,unlist,combine,3,go,go:combine:unlist
124,unlist,combine,3,rust,rust:combine:unlist
124,unlist,combine,3,cpp,cpp:combine:unlist
124,unlist,combine,3,c,c:combine:unlist
124,unlist,combine,3,python,python:combine:unlist
124,unlist,combine,3,zig,zig:combine:unlist
124,unlist,combine,3,julia,julia:combine:unlist
124,unlist,combine,3,nim,nim:combine:unlist
124,unlist,combine,3,csharp,csharp:combine:unlist
124,unlist,combine,3,java,java:combine:unlist
124,unlist,combine,3,kotlin,kotlin:combine:unlist
124,unlist,combine,3,swift,swift:combine:unlist
125,cbind,language,-1,go,go:language:cbind
125,cbind,language,-1,rust,rust:language:cbind
125,cbind,language,-1,cpp,cpp:language:cbind
125,cbind,language,-1,c,c:language:cbind
125,cbind,language,-1,python,python:language:cbind
125,cbind,language,-1,zig,zig:language:cbind
125,cbind,language,-1,julia,julia:language:cbind
125,cbind,language,-1,nim,nim:language:cbind
125,cbind,language,-1,csharp,csharp:language:cbind
125,cbind,language,-1,java,java:language:cbind
125,cbind,language,-1,kotlin,kotlin:language:cbind
125,cbind,language,-1,swift,swift:language:cbind
126,rbind,language,-1,go,go:language:rbind
126,rbind,language,-1,rust,rust:language:rbind
126,rbind,language,-1,cpp,cpp:language:rbind
126,rbind,language,-1,c,c:language:rbind
126,rbind,language,-1,python,python:language:rbind
126,rbind,language,-1,zig,zig:language:rbind
126,rbind,language,-1,julia,julia:language:rbind
126,rbind,language,-1,nim,nim:language:rbind
126,rbind,language,-1,csharp,csharp:language:rbind
126,rbind,language,-1,java,java:language:rbind
126,rbind,language,-1,kotlin,kotlin:language:rbind
126,rbind,language,-1,swift,swift:language:rbind
127,drop,matrix,1,go,go:matrix:drop
127,drop,matrix,1,rust,rust:matrix:drop
127,drop,matrix,1,cpp,cpp:matrix:drop
127,drop,matrix,1,c,c:matrix:drop
127,drop,matrix,1,python,python:matrix:drop
127,drop,matrix,1,zig,zig:matrix:drop
127,drop,matrix,1,julia,julia:matrix:drop
127,drop,matrix,1,nim,nim:matrix:drop
127,drop,matrix,1,csharp,csharp:matrix:drop
127,drop,matrix,1,java,java:matrix:drop
127,drop,matrix,1,kotlin,kotlin:matrix:drop
127,drop,matrix,1,swift,swift:matrix:drop
128,all.names,attribute,4,go,go:attribute:all.names
128,all.names,attribute,4,rust,rust:attribute:all.names
128,all.names,attribute,4,cpp,cpp:attribute:all.names
128,all.names,attribute,4,c,c:attribute:all.names
128,all.names,attribute,4,python,python:attribute:all.names
128,all.names,attribute,4,zig,zig:attribute:all.names
128,all.names,attribute,4,julia,julia:attribute:all.names
128,all.names,attribute,4,nim,nim:attribute:all.names
128,all.names,attribute,4,csharp,csharp:attribute:all.names
128,all.names,attribute,4,java,java:attribute:all.names
128,all.names,attribute,4,kotlin,kotlin:attribute:all.names
128,all.names,attribute,4,swift,swift:attribute:all.names
129,comment,attribute,1,go,go:attribute:comment
129,comment,attribute,1,rust,rust:attribute:comment
129,comment,attribute,1,cpp,cpp:attribute:comment
129,comment,attribute,1,c,c:attribute:comment
129,comment,attribute,1,python,python:attribute:comment
129,comment,attribute,1,zig,zig:attribute:comment
129,comment,attribute,1,julia,julia:attribute:comment
129,comment,attribute,1,nim,nim:attribute:comment
129,comment,attribute,1,csharp,csharp:attribute:comment
129,comment,attribute,1,java,java:attribute:comment
129,comment,attribute,1,kotlin,kotlin:attribute:comment
129,comment,attribute,1,swift,swift:attribute:comment
130,comment<-,replacement,2,go,go:replacement:comment<-
130,comment<-,replacement,2,rust,rust:replacement:comment<-
130,comment<-,replacement,2,cpp,cpp:replacement:comment<-
130,comment<-,replacement,2,c,c:replacement:comment<-
130,comment<-,replacement,2,python,python:replacement:comment<-
130,comment<-,replacement,2,zig,zig:replacement:comment<-
130,comment<-,replacement,2,julia,julia:replacement:comment<-
130,comment<-,replacement,2,nim,nim:replacement:comment<-
130,comment<-,replacement,2,csharp,csharp:replacement:comment<-
130,comment<-,replacement,2,java,java:replacement:comment<-
130,comment<-,replacement,2,kotlin,kotlin:replacement:comment<-
130,comment<-,replacement,2,swift,swift:replacement:comment<-
131,get,environment,4,go,go:environment:get
131,get,environment,4,rust,rust:environment:get
131,get,environment,4,cpp,cpp:environment:get
131,get,environment,4,c,c:environment:get
131,get,environment,4,python,python:environment:get
131,get,environment,4,zig,zig:environment:get
131,get,environment,4,julia,julia:environment:get
131,get,environment,4,nim,nim:environment:get
131,get,environment,4,csharp,csharp:environment:get
131,get,environment,4,java,java:environment:get
131,get,environment,4,kotlin,kotlin:environment:get
131,get,environment,4,swift,swift:environment:get
132,get0,environment,5,go,go:environment:get0
132,get0,environment,5,rust,rust:environment:get0
132,get0,environment,5,cpp,cpp:environment:get0
132,get0,environment,5,c,c:environment:get0
132,get0,environment,5,python,python:environment:get0
132,get0,environment,5,zig,zig:environment:get0
132,get0,environment,5,julia,julia:environment:get0
132,get0,environment,5,nim,nim:environment:get0
132,get0,environment,5,csharp,csharp:environment:get0
132,get0,environment,5,java,java:environment:get0
132,get0,environment,5,kotlin,kotlin:environment:get0
132,get0,environment,5,swift,swift:environment:get0
133,mget,environment,5,go,go:environment:mget
133,mget,environment,5,rust,rust:environment:mget
133,mget,environment,5,cpp,cpp:environment:mget
133,mget,environment,5,c,c:environment:mget
133,mget,environment,5,python,python:environment:mget
133,mget,environment,5,zig,zig:environment:mget
133,mget,environment,5,julia,julia:environment:mget
133,mget,environment,5,nim,nim:environment:mget
133,mget,environment,5,csharp,csharp:environment:mget
133,mget,environment,5,java,java:environment:mget
133,mget,environment,5,kotlin,kotlin:environment:mget
133,mget,environment,5,swift,swift:environment:mget
134,exists,environment,4,go,go:environment:exists
134,exists,environment,4,rust,rust:environment:exists
134,exists,environment,4,cpp,cpp:environment:exists
134,exists,environment,4,c,c:environment:exists
134,exists,environment,4,python,python:environment:exists
134,exists,environment,4,zig,zig:environment:exists
134,exists,environment,4,julia,julia:environment:exists
134,exists,environment,4,nim,nim:environment:exists
134,exists,environment,4,csharp,csharp:environment:exists
134,exists,environment,4,java,java:environment:exists
134,exists,environment,4,kotlin,kotlin:environment:exists
134,exists,environment,4,swift,swift:environment:exists
135,assign,environment,4,go,go:environment:assign
135,assign,environment,4,rust,rust:environment:assign
135,assign,environment,4,cpp,cpp:environment:assign
135,assign,environment,4,c,c:environment:assign
135,assign,environment,4,python,python:environment:assign
135,assign,environment,4,zig,zig:environment:assign
135,assign,environment,4,julia,julia:environment:assign
135,assign,environment,4,nim,nim:environment:assign
135,assign,environment,4,csharp,csharp:environment:assign
135,assign,environment,4,java,java:environment:assign
135,assign,environment,4,kotlin,kotlin:environment:assign
135,assign,environment,4,swift,swift:environment:assign
136,list2env,environment,2,go,go:environment:list2env
136,list2env,environment,2,rust,rust:environment:list2env
136,list2env,environment,2,cpp,cpp:environment:list2env
136,list2env,environment,2,c,c:environment:list2env
136,list2env,environment,2,python,python:environment:list2env
136,list2env,environment,2,zig,zig:environment:list2env
136,list2env,environment,2,julia,julia:environment:list2env
136,list2env,environment,2,nim,nim:environment:list2env
136,list2env,environment,2,csharp,csharp:environment:list2env
136,list2env,environment,2,java,java:environment:list2env
136,list2env,environment,2,kotlin,kotlin:environment:list2env
136,list2env,environment,2,swift,swift:environment:list2env
137,remove,environment,3,go,go:environment:remove
137,remove,environment,3,rust,rust:environment:remove
137,remove,environment,3,cpp,cpp:environment:remove
137,remove,environment,3,c,c:environment:remove
137,remove,environment,3,python,python:environment:remove
137,remove,environment,3,zig,zig:environment:remove
137,remove,environment,3,julia,julia:environment:remove
137,remove,environment,3,nim,nim:environment:remove
137,remove,environment,3,csharp,csharp:environment:remove
137,remove,environment,3,java,java:environment:remove
137,remove,environment,3,kotlin,kotlin:environment:remove
137,remove,environment,3,swift,swift:environment:remove
138,duplicated,matching,4,go,go:matching:duplicated
138,duplicated,matching,4,rust,rust:matching:duplicated
138,duplicated,matching,4,cpp,cpp:matching:duplicated
138,duplicated,matching,4,c,c:matching:duplicated
138,duplicated,matching,4,python,python:matching:duplicated
138,duplicated,matching,4,zig,zig:matching:duplicated
138,duplicated,matching,4,julia,julia:matching:duplicated
138,duplicated,matching,4,nim,nim:matching:duplicated
138,duplicated,matching,4,csharp,csharp:matching:duplicated
138,duplicated,matching,4,java,java:matching:duplicated
138,duplicated,matching,4,kotlin,kotlin:matching:duplicated
138,duplicated,matching,4,swift,swift:matching:duplicated
139,unique,matching,4,go,go:matching:unique
139,unique,matching,4,rust,rust:matching:unique
139,unique,matching,4,cpp,cpp:matching:unique
139,unique,matching,4,c,c:matching:unique
139,unique,matching,4,python,python:matching:unique
139,unique,matching,4,zig,zig:matching:unique
139,unique,matching,4,julia,julia:matching:unique
139,unique,matching,4,nim,nim:matching:unique
139,unique,matching,4,csharp,csharp:matching:unique
139,unique,matching,4,java,java:matching:unique
139,unique,matching,4,kotlin,kotlin:matching:unique
139,unique,matching,4,swift,swift:matching:unique
140,anyDuplicated,matching,3,go,go:matching:anyDuplicated
140,anyDuplicated,matching,3,rust,rust:matching:anyDuplicated
140,anyDuplicated,matching,3,cpp,cpp:matching:anyDuplicated
140,anyDuplicated,matching,3,c,c:matching:anyDuplicated
140,anyDuplicated,matching,3,python,python:matching:anyDuplicated
140,anyDuplicated,matching,3,zig,zig:matching:anyDuplicated
140,anyDuplicated,matching,3,julia,julia:matching:anyDuplicated
140,anyDuplicated,matching,3,nim,nim:matching:anyDuplicated
140,anyDuplicated,matching,3,csharp,csharp:matching:anyDuplicated
140,anyDuplicated,matching,3,java,java:matching:anyDuplicated
140,anyDuplicated,matching,3,kotlin,kotlin:matching:anyDuplicated
140,anyDuplicated,matching,3,swift,swift:matching:anyDuplicated
141,anyNA,missingness,-1,go,go:missingness:anyNA
141,anyNA,missingness,-1,rust,rust:missingness:anyNA
141,anyNA,missingness,-1,cpp,cpp:missingness:anyNA
141,anyNA,missingness,-1,c,c:missingness:anyNA
141,anyNA,missingness,-1,python,python:missingness:anyNA
141,anyNA,missingness,-1,zig,zig:missingness:anyNA
141,anyNA,missingness,-1,julia,julia:missingness:anyNA
141,anyNA,missingness,-1,nim,nim:missingness:anyNA
141,anyNA,missingness,-1,csharp,csharp:missingness:anyNA
141,anyNA,missingness,-1,java,java:missingness:anyNA
141,anyNA,missingness,-1,kotlin,kotlin:missingness:anyNA
141,anyNA,missingness,-1,swift,swift:missingness:anyNA
142,which,runtime,1,go,go:runtime:which
142,which,runtime,1,rust,rust:runtime:which
142,which,runtime,1,cpp,cpp:runtime:which
142,which,runtime,1,c,c:runtime:which
142,which,runtime,1,python,python:runtime:which
142,which,runtime,1,zig,zig:runtime:which
142,which,runtime,1,julia,julia:runtime:which
142,which,runtime,1,nim,nim:runtime:which
142,which,runtime,1,csharp,csharp:runtime:which
142,which,runtime,1,java,java:runtime:which
142,which,runtime,1,kotlin,kotlin:runtime:which
142,which,runtime,1,swift,swift:runtime:which
143,which.min,runtime,1,go,go:runtime:which.min
143,which.min,runtime,1,rust,rust:runtime:which.min
143,which.min,runtime,1,cpp,cpp:runtime:which.min
143,which.min,runtime,1,c,c:runtime:which.min
143,which.min,runtime,1,python,python:runtime:which.min
143,which.min,runtime,1,zig,zig:runtime:which.min
143,which.min,runtime,1,julia,julia:runtime:which.min
143,which.min,runtime,1,nim,nim:runtime:which.min
143,which.min,runtime,1,csharp,csharp:runtime:which.min
143,which.min,runtime,1,java,java:runtime:which.min
143,which.min,runtime,1,kotlin,kotlin:runtime:which.min
143,which.min,runtime,1,swift,swift:runtime:which.min
144,pmin,reduction,-1,go,go:reduction:pmin
144,pmin,reduction,-1,rust,rust:reduction:pmin
144,pmin,reduction,-1,cpp,cpp:reduction:pmin
144,pmin,reduction,-1,c,c:reduction:pmin
144,pmin,reduction,-1,python,python:reduction:pmin
144,pmin,reduction,-1,zig,zig:reduction:pmin
144,pmin,reduction,-1,julia,julia:reduction:pmin
144,pmin,reduction,-1,nim,nim:reduction:pmin
144,pmin,reduction,-1,csharp,csharp:reduction:pmin
144,pmin,reduction,-1,java,java:reduction:pmin
144,pmin,reduction,-1,kotlin,kotlin:reduction:pmin
144,pmin,reduction,-1,swift,swift:reduction:pmin
145,pmax,reduction,-1,go,go:reduction:pmax
145,pmax,reduction,-1,rust,rust:reduction:pmax
145,pmax,reduction,-1,cpp,cpp:reduction:pmax
145,pmax,reduction,-1,c,c:reduction:pmax
145,pmax,reduction,-1,python,python:reduction:pmax
145,pmax,reduction,-1,zig,zig:reduction:pmax
145,pmax,reduction,-1,julia,julia:reduction:pmax
145,pmax,reduction,-1,nim,nim:reduction:pmax
145,pmax,reduction,-1,csharp,csharp:reduction:pmax
145,pmax,reduction,-1,java,java:reduction:pmax
145,pmax,reduction,-1,kotlin,kotlin:reduction:pmax
145,pmax,reduction,-1,swift,swift:reduction:pmax
146,which.max,runtime,1,go,go:runtime:which.max
146,which.max,runtime,1,rust,rust:runtime:which.max
146,which.max,runtime,1,cpp,cpp:runtime:which.max
146,which.max,runtime,1,c,c:runtime:which.max
146,which.max,runtime,1,python,python:runtime:which.max
146,which.max,runtime,1,zig,zig:runtime:which.max
146,which.max,runtime,1,julia,julia:runtime:which.max
146,which.max,runtime,1,nim,nim:runtime:which.max
146,which.max,runtime,1,csharp,csharp:runtime:which.max
146,which.max,runtime,1,java,java:runtime:which.max
146,which.max,runtime,1,kotlin,kotlin:runtime:which.max
146,which.max,runtime,1,swift,swift:runtime:which.max
147,match,matching,4,go,go:matching:match
147,match,matching,4,rust,rust:matching:match
147,match,matching,4,cpp,cpp:matching:match
147,match,matching,4,c,c:matching:match
147,match,matching,4,python,python:matching:match
147,match,matching,4,zig,zig:matching:match
147,match,matching,4,julia,julia:matching:match
147,match,matching,4,nim,nim:matching:match
147,match,matching,4,csharp,csharp:matching:match
147,match,matching,4,java,java:matching:match
147,match,matching,4,kotlin,kotlin:matching:match
147,match,matching,4,swift,swift:matching:match
148,pmatch,matching,4,go,go:matching:pmatch
148,pmatch,matching,4,rust,rust:matching:pmatch
148,pmatch,matching,4,cpp,cpp:matching:pmatch
148,pmatch,matching,4,c,c:matching:pmatch
148,pmatch,matching,4,python,python:matching:pmatch
148,pmatch,matching,4,zig,zig:matching:pmatch
148,pmatch,matching,4,julia,julia:matching:pmatch
148,pmatch,matching,4,nim,nim:matching:pmatch
148,pmatch,matching,4,csharp,csharp:matching:pmatch
148,pmatch,matching,4,java,java:matching:pmatch
148,pmatch,matching,4,kotlin,kotlin:matching:pmatch
148,pmatch,matching,4,swift,swift:matching:pmatch
149,charmatch,character,3,go,go:character:charmatch
149,charmatch,character,3,rust,rust:character:charmatch
149,charmatch,character,3,cpp,cpp:character:charmatch
149,charmatch,character,3,c,c:character:charmatch
149,charmatch,character,3,python,python:character:charmatch
149,charmatch,character,3,zig,zig:character:charmatch
149,charmatch,character,3,julia,julia:character:charmatch
149,charmatch,character,3,nim,nim:character:charmatch
149,charmatch,character,3,csharp,csharp:character:charmatch
149,charmatch,character,3,java,java:character:charmatch
149,charmatch,character,3,kotlin,kotlin:character:charmatch
149,charmatch,character,3,swift,swift:character:charmatch
150,match.call,matching,4,go,go:matching:match.call
150,match.call,matching,4,rust,rust:matching:match.call
150,match.call,matching,4,cpp,cpp:matching:match.call
150,match.call,matching,4,c,c:matching:match.call
150,match.call,matching,4,python,python:matching:match.call
150,match.call,matching,4,zig,zig:matching:match.call
150,match.call,matching,4,julia,julia:matching:match.call
150,match.call,matching,4,nim,nim:matching:match.call
150,match.call,matching,4,csharp,csharp:matching:match.call
150,match.call,matching,4,java,java:matching:match.call
150,match.call,matching,4,kotlin,kotlin:matching:match.call
150,match.call,matching,4,swift,swift:matching:match.call
151,crossprod,matrix,1,go,go:matrix:crossprod
151,crossprod,matrix,1,rust,rust:matrix:crossprod
151,crossprod,matrix,1,cpp,cpp:matrix:crossprod
151,crossprod,matrix,1,c,c:matrix:crossprod
151,crossprod,matrix,1,python,python:matrix:crossprod
151,crossprod,matrix,1,zig,zig:matrix:crossprod
151,crossprod,matrix,1,julia,julia:matrix:crossprod
151,crossprod,matrix,1,nim,nim:matrix:crossprod
151,crossprod,matrix,1,csharp,csharp:matrix:crossprod
151,crossprod,matrix,1,java,java:matrix:crossprod
151,crossprod,matrix,1,kotlin,kotlin:matrix:crossprod
151,crossprod,matrix,1,swift,swift:matrix:crossprod
152,tcrossprod,matrix,1,go,go:matrix:tcrossprod
152,tcrossprod,matrix,1,rust,rust:matrix:tcrossprod
152,tcrossprod,matrix,1,cpp,cpp:matrix:tcrossprod
152,tcrossprod,matrix,1,c,c:matrix:tcrossprod
152,tcrossprod,matrix,1,python,python:matrix:tcrossprod
152,tcrossprod,matrix,1,zig,zig:matrix:tcrossprod
152,tcrossprod,matrix,1,julia,julia:matrix:tcrossprod
152,tcrossprod,matrix,1,nim,nim:matrix:tcrossprod
152,tcrossprod,matrix,1,csharp,csharp:matrix:tcrossprod
152,tcrossprod,matrix,1,java,java:matrix:tcrossprod
152,tcrossprod,matrix,1,kotlin,kotlin:matrix:tcrossprod
152,tcrossprod,matrix,1,swift,swift:matrix:tcrossprod
153,asplit,matrix,8,go,go:matrix:asplit
153,asplit,matrix,8,rust,rust:matrix:asplit
153,asplit,matrix,8,cpp,cpp:matrix:asplit
153,asplit,matrix,8,c,c:matrix:asplit
153,asplit,matrix,8,python,python:matrix:asplit
153,asplit,matrix,8,zig,zig:matrix:asplit
153,asplit,matrix,8,julia,julia:matrix:asplit
153,asplit,matrix,8,nim,nim:matrix:asplit
153,asplit,matrix,8,csharp,csharp:matrix:asplit
153,asplit,matrix,8,java,java:matrix:asplit
153,asplit,matrix,8,kotlin,kotlin:matrix:asplit
153,asplit,matrix,8,swift,swift:matrix:asplit
154,lengths,matrix,2,go,go:matrix:lengths
154,lengths,matrix,2,rust,rust:matrix:lengths
154,lengths,matrix,2,cpp,cpp:matrix:lengths
154,lengths,matrix,2,c,c:matrix:lengths
154,lengths,matrix,2,python,python:matrix:lengths
154,lengths,matrix,2,zig,zig:matrix:lengths
154,lengths,matrix,2,julia,julia:matrix:lengths
154,lengths,matrix,2,nim,nim:matrix:lengths
154,lengths,matrix,2,csharp,csharp:matrix:lengths
154,lengths,matrix,2,java,java:matrix:lengths
154,lengths,matrix,2,kotlin,kotlin:matrix:lengths
154,lengths,matrix,2,swift,swift:matrix:lengths
155,sequence,runtime,4,go,go:runtime:sequence
155,sequence,runtime,4,rust,rust:runtime:sequence
155,sequence,runtime,4,cpp,cpp:runtime:sequence
155,sequence,runtime,4,c,c:runtime:sequence
155,sequence,runtime,4,python,python:runtime:sequence
155,sequence,runtime,4,zig,zig:runtime:sequence
155,sequence,runtime,4,julia,julia:runtime:sequence
155,sequence,runtime,4,nim,nim:runtime:sequence
155,sequence,runtime,4,csharp,csharp:runtime:sequence
155,sequence,runtime,4,java,java:runtime:sequence
155,sequence,runtime,4,kotlin,kotlin:runtime:sequence
155,sequence,runtime,4,swift,swift:runtime:sequence
156,vhash,matching,-1,go,go:matching:vhash
156,vhash,matching,-1,rust,rust:matching:vhash
156,vhash,matching,-1,cpp,cpp:matching:vhash
156,vhash,matching,-1,c,c:matching:vhash
156,vhash,matching,-1,python,python:matching:vhash
156,vhash,matching,-1,zig,zig:matching:vhash
156,vhash,matching,-1,julia,julia:matching:vhash
156,vhash,matching,-1,nim,nim:matching:vhash
156,vhash,matching,-1,csharp,csharp:matching:vhash
156,vhash,matching,-1,java,java:matching:vhash
156,vhash,matching,-1,kotlin,kotlin:matching:vhash
156,vhash,matching,-1,swift,swift:matching:vhash
157,attach,environment,3,go,go:environment:attach
157,attach,environment,3,rust,rust:environment:attach
157,attach,environment,3,cpp,cpp:environment:attach
157,attach,environment,3,c,c:environment:attach
157,attach,environment,3,python,python:environment:attach
157,attach,environment,3,zig,zig:environment:attach
157,attach,environment,3,julia,julia:environment:attach
157,attach,environment,3,nim,nim:environment:attach
157,attach,environment,3,csharp,csharp:environment:attach
157,attach,environment,3,java,java:environment:attach
157,attach,environment,3,kotlin,kotlin:environment:attach
157,attach,environment,3,swift,swift:environment:attach
158,detach,environment,1,go,go:environment:detach
158,detach,environment,1,rust,rust:environment:detach
