target,table_index,name,kernel,status,strategy
cpp,404,memory.profile,io,routed,matrix_dispatch
cpp,405,mem.maxVSize,runtime,routed,matrix_dispatch
cpp,406,mem.maxNSize,runtime,routed,matrix_dispatch
cpp,407,split,runtime,routed,matrix_dispatch
cpp,408,is.loaded,serialization,routed,matrix_dispatch
cpp,409,recordGraphics,runtime,routed,matrix_dispatch
cpp,410,dyn.load,serialization,routed,matrix_dispatch
cpp,411,dyn.unload,serialization,routed,matrix_dispatch
cpp,412,ls,environment,routed,matrix_dispatch
cpp,413,typeof,runtime,routed,matrix_dispatch
cpp,414,eval,language,routed,matrix_dispatch
cpp,415,Exec,language,routed,matrix_dispatch
cpp,416,Tailcall,language,routed,matrix_dispatch
cpp,417,returnValue,language,routed,matrix_dispatch
cpp,418,sys.parent,runtime,routed,matrix_dispatch
cpp,419,sys.call,runtime,routed,matrix_dispatch
cpp,420,sys.frame,runtime,routed,matrix_dispatch
cpp,421,sys.nframe,runtime,routed,matrix_dispatch
cpp,422,sys.calls,runtime,routed,matrix_dispatch
cpp,423,sys.frames,runtime,routed,matrix_dispatch
cpp,424,sys.on.exit,runtime,routed,matrix_dispatch
cpp,425,sys.parents,runtime,routed,matrix_dispatch
cpp,426,sys.function,runtime,routed,matrix_dispatch
cpp,427,traceback,runtime,routed,matrix_dispatch
cpp,428,browserText,runtime,routed,matrix_dispatch
cpp,429,browserCondition,runtime,routed,matrix_dispatch
cpp,430,browserSetDebug,runtime,routed,matrix_dispatch
cpp,431,parent.frame,runtime,routed,matrix_dispatch
cpp,432,sort,ordering,routed,matrix_dispatch
cpp,433,is.unsorted,ordering,routed,matrix_dispatch
cpp,434,sorted_fpass,ordering,routed,matrix_dispatch
cpp,435,psort,ordering,routed,matrix_dispatch
cpp,436,qsort,runtime,routed,matrix_dispatch
cpp,437,radixsort,runtime,routed,matrix_dispatch
cpp,438,order,ordering,routed,matrix_dispatch
cpp,439,rank,ordering,routed,matrix_dispatch
cpp,440,scan,runtime,routed,matrix_dispatch
cpp,441,t.default,matrix,routed,matrix_dispatch
cpp,442,aperm,matrix,routed,matrix_dispatch
cpp,443,builtins,environment,routed,matrix_dispatch
cpp,444,args,runtime,routed,matrix_dispatch
cpp,445,formals,runtime,routed,matrix_dispatch
cpp,446,body,runtime,routed,matrix_dispatch
cpp,447,bodyCode,runtime,routed,matrix_dispatch
cpp,448,environment,environment,routed,matrix_dispatch
cpp,449,environmentName,environment,routed,matrix_dispatch
cpp,450,env2list,environment,routed,matrix_dispatch
cpp,451,reg.finalizer,runtime,routed,matrix_dispatch
cpp,452,options,runtime,routed,matrix_dispatch
cpp,453,getOption,environment,routed,matrix_dispatch
cpp,454,sink,io,routed,matrix_dispatch
cpp,455,sink.number,io,routed,matrix_dispatch
cpp,456,rapply,iteration,routed,matrix_dispatch
cpp,457,islistfactor,iteration,routed,matrix_dispatch
cpp,458,colSums,reduction,routed,matrix_dispatch
cpp,459,colMeans,reduction,routed,matrix_dispatch
cpp,460,rowSums,reduction,routed,matrix_dispatch
cpp,461,rowMeans,reduction,routed,matrix_dispatch
cpp,462,tracemem,runtime,routed,matrix_dispatch
cpp,463,retracemem,runtime,routed,matrix_dispatch
cpp,464,untracemem,runtime,routed,matrix_dispatch
cpp,465,inspect,runtime,routed,matrix_dispatch
cpp,466,address,runtime,routed,matrix_dispatch
cpp,467,named,runtime,routed,matrix_dispatch
cpp,468,refcnt,runtime,routed,matrix_dispatch
cpp,469,merge,runtime,routed,matrix_dispatch
cpp,470,capabilities,system,routed,matrix_dispatch
cpp,471,capabilitiesX11,system,routed,matrix_dispatch
cpp,472,new.env,environment,routed,matrix_dispatch
cpp,473,parent.env,environment,routed,matrix_dispatch
cpp,474,parent.env<-,replacement,routed,matrix_dispatch
cpp,475,topenv,environment,routed,matrix_dispatch
cpp,476,l10n_info,system,routed,matrix_dispatch
cpp,477,Cstack_info,system,routed,matrix_dispatch
cpp,478,mmap_file,io,routed,matrix_dispatch
cpp,479,munmap_file,io,routed,matrix_dispatch
cpp,480,wrap_meta,runtime,routed,matrix_dispatch
cpp,481,tryWrap,runtime,routed,matrix_dispatch
cpp,482,altrep_class,attribute,routed,matrix_dispatch
cpp,483,file.show,io,routed,matrix_dispatch
cpp,484,file.create,io,routed,matrix_dispatch
cpp,485,file.remove,environment,routed,matrix_dispatch
cpp,486,file.rename,io,routed,matrix_dispatch
cpp,487,file.append,io,routed,matrix_dispatch
cpp,488,file.symlink,io,routed,matrix_dispatch
cpp,489,file.link,io,routed,matrix_dispatch
cpp,490,file.copy,io,routed,matrix_dispatch
cpp,491,list.files,io,routed,matrix_dispatch
cpp,492,list.dirs,io,routed,matrix_dispatch
cpp,493,file.exists,io,routed,matrix_dispatch
cpp,494,file.choose,io,routed,matrix_dispatch
cpp,495,file.info,io,routed,matrix_dispatch
cpp,496,file.access,io,routed,matrix_dispatch
cpp,497,dir.exists,io,routed,matrix_dispatch
cpp,498,dir.create,io,routed,matrix_dispatch
cpp,499,tempfile,io,routed,matrix_dispatch
cpp,500,tempdir,io,routed,matrix_dispatch
cpp,501,R.home,system,routed,matrix_dispatch
cpp,502,date,system,routed,matrix_dispatch
cpp,503,Sys.getenv,environment,routed,matrix_dispatch
cpp,504,Sys.setenv,environment,routed,matrix_dispatch
cpp,505,Sys.unsetenv,environment,routed,matrix_dispatch
cpp,506,getwd,environment,routed,matrix_dispatch
cpp,507,setwd,runtime,routed,matrix_dispatch
cpp,508,basename,runtime,routed,matrix_dispatch
cpp,509,dirname,io,routed,matrix_dispatch
cpp,510,Sys.chmod,system,routed,matrix_dispatch
cpp,511,Sys.umask,system,routed,matrix_dispatch
cpp,512,Sys.readlink,io,routed,matrix_dispatch
cpp,513,Sys.info,runtime,routed,matrix_dispatch
cpp,514,Sys.sleep,system,routed,matrix_dispatch
cpp,515,Sys.getlocale,environment,routed,matrix_dispatch
cpp,516,Sys.setlocale,system,routed,matrix_dispatch
cpp,517,Sys.localeconv,system,routed,matrix_dispatch
cpp,518,path.expand,system,routed,matrix_dispatch
cpp,519,Sys.getpid,environment,routed,matrix_dispatch
cpp,520,normalizePath,runtime,routed,matrix_dispatch
cpp,521,Sys.glob,system,routed,matrix_dispatch
cpp,522,unlink,system,routed,matrix_dispatch
cpp,523,polyroot,numeric-complex,routed,matrix_dispatch
cpp,524,inherits,runtime,routed,matrix_dispatch
cpp,525,UseMethod,language,routed,matrix_dispatch
cpp,526,NextMethod,language,routed,matrix_dispatch
cpp,527,standardGeneric,runtime,routed,matrix_dispatch
cpp,528,Sys.time,runtime,routed,matrix_dispatch
cpp,529,as.POSIXct,datetime,routed,matrix_dispatch
cpp,530,as.POSIXlt,datetime,routed,matrix_dispatch
cpp,531,format.POSIXlt,datetime,routed,matrix_dispatch
cpp,532,strptime,character,routed,matrix_dispatch
cpp,533,Date2POSIXlt,datetime,routed,matrix_dispatch
cpp,534,POSIXlt2Date,datetime,routed,matrix_dispatch
cpp,535,balancePOSIXlt,datetime,routed,matrix_dispatch
cpp,536,unCfillPOSIXlt,datetime,routed,matrix_dispatch
cpp,537,compareNumericVersion,runtime,routed,matrix_dispatch
cpp,538,mkCode,language,routed,matrix_dispatch
cpp,539,bcClose,language,routed,matrix_dispatch
cpp,540,is.builtin.internal,language,routed,matrix_dispatch
cpp,541,disassemble,language,routed,matrix_dispatch
cpp,542,bcVersion,language,routed,matrix_dispatch
cpp,543,load.from.file,io,routed,matrix_dispatch
cpp,544,save.to.file,io,routed,matrix_dispatch
cpp,545,growconst,language,routed,matrix_dispatch
cpp,546,putconst,language,routed,matrix_dispatch
cpp,547,getconst,environment,routed,matrix_dispatch
cpp,548,enableJIT,language,routed,matrix_dispatch
cpp,549,compilePKGS,language,routed,matrix_dispatch
cpp,550,setNumMathThreads,io,routed,matrix_dispatch
cpp,551,setMaxNumMathThreads,io,routed,matrix_dispatch
cpp,552,stdin,io,routed,matrix_dispatch
cpp,553,stdout,io,routed,matrix_dispatch
cpp,554,stderr,io,routed,matrix_dispatch
cpp,555,isatty,io,routed,matrix_dispatch
cpp,556,readLines,io,routed,matrix_dispatch
cpp,557,writeLines,io,routed,matrix_dispatch
cpp,558,readBin,io,routed,matrix_dispatch
cpp,559,writeBin,io,routed,matrix_dispatch
cpp,560,readChar,io,routed,matrix_dispatch
cpp,561,writeChar,io,routed,matrix_dispatch
cpp,562,open,io,routed,matrix_dispatch
cpp,563,isOpen,io,routed,matrix_dispatch
cpp,564,isIncomplete,io,routed,matrix_dispatch
cpp,565,isSeekable,io,routed,matrix_dispatch
cpp,566,close,io,routed,matrix_dispatch
cpp,567,flush,io,routed,matrix_dispatch
cpp,568,file,io,routed,matrix_dispatch
cpp,569,url,io,routed,matrix_dispatch
cpp,570,pipe,io,routed,matrix_dispatch
cpp,571,fifo,io,routed,matrix_dispatch
cpp,572,gzfile,io,routed,matrix_dispatch
cpp,573,bzfile,io,routed,matrix_dispatch
cpp,574,xzfile,io,routed,matrix_dispatch
cpp,575,zstdfile,io,routed,matrix_dispatch
cpp,576,unz,io,routed,matrix_dispatch
cpp,577,seek,io,routed,matrix_dispatch
cpp,578,truncate,io,routed,matrix_dispatch
cpp,579,pushBack,io,routed,matrix_dispatch
cpp,580,clearPushBack,io,routed,matrix_dispatch
cpp,581,pushBackLength,io,routed,matrix_dispatch
cpp,582,rawConnection,io,routed,matrix_dispatch
cpp,583,rawConnectionValue,io,routed,matrix_dispatch
cpp,584,textConnection,io,routed,matrix_dispatch
cpp,585,textConnectionValue,io,routed,matrix_dispatch
cpp,586,socketConnection,io,routed,matrix_dispatch
cpp,587,socketAccept,io,routed,matrix_dispatch
cpp,588,sockSelect,io,routed,matrix_dispatch
cpp,589,serverSocket,io,routed,matrix_dispatch
cpp,590,socketTimeout,io,routed,matrix_dispatch
cpp,591,getConnection,environment,routed,matrix_dispatch
cpp,592,getAllConnections,environment,routed,matrix_dispatch
cpp,593,summary.connection,io,routed,matrix_dispatch
cpp,594,gzcon,io,routed,matrix_dispatch
cpp,595,memCompress,io,routed,matrix_dispatch
cpp,596,memDecompress,io,routed,matrix_dispatch
cpp,597,readDCF,io,routed,matrix_dispatch
cpp,598,lockEnvironment,environment,routed,matrix_dispatch
cpp,599,environmentIsLocked,environment,routed,matrix_dispatch
cpp,600,lockBinding,environment,routed,matrix_dispatch
cpp,601,unlockBinding,environment,routed,matrix_dispatch
cpp,602,bindingIsLocked,environment,routed,matrix_dispatch
cpp,603,makeActiveBinding,environment,routed,matrix_dispatch
cpp,604,bindingIsActive,environment,routed,matrix_dispatch
cpp,605,activeBindingFunction,environment,routed,matrix_dispatch
cpp,606,getBindingType,environment,routed,matrix_dispatch
cpp,607,delayedBindingExpression,environment,routed,matrix_dispatch
cpp,608,delayedBindingEnvironment,environment,routed,matrix_dispatch
cpp,609,forcedBindingExpression,environment,routed,matrix_dispatch
cpp,610,dotsExist,environment,routed,matrix_dispatch
cpp,611,getDotType,environment,routed,matrix_dispatch
cpp,612,dotDelayedExpression,environment,routed,matrix_dispatch
cpp,613,dotDelayedEnvironment,environment,routed,matrix_dispatch
cpp,614,dotForcedExpression,environment,routed,matrix_dispatch
cpp,615,dotsLength,environment,routed,matrix_dispatch
cpp,616,dotsNames,attribute,routed,matrix_dispatch
cpp,617,dotsElt,environment,routed,matrix_dispatch
cpp,618,mkUnbound,environment,routed,matrix_dispatch
cpp,619,isNamespaceEnv,environment,routed,matrix_dispatch
cpp,620,registerNamespace,environment,routed,matrix_dispatch
cpp,621,unregisterNamespace,environment,routed,matrix_dispatch
cpp,622,getRegisteredNamespace,environment,routed,matrix_dispatch
cpp,623,isRegisteredNamespace,environment,routed,matrix_dispatch
cpp,624,getNamespaceRegistry,environment,routed,matrix_dispatch
cpp,625,importIntoEnv,environment,routed,matrix_dispatch
cpp,626,env.profile,environment,routed,matrix_dispatch
cpp,627,Encoding,character,routed,matrix_dispatch
cpp,628,setEncoding,character,routed,matrix_dispatch
cpp,629,setTimeLimit,system,routed,matrix_dispatch
cpp,630,setSessionTimeLimit,system,routed,matrix_dispatch
cpp,631,icuSetCollate,runtime,routed,matrix_dispatch
cpp,632,icuGetCollate,environment,routed,matrix_dispatch
cpp,633,readRenviron,environment,routed,matrix_dispatch
cpp,634,shortRowNames,attribute,routed,matrix_dispatch
cpp,635,copyDFattr,attribute,routed,matrix_dispatch
cpp,636,getRegisteredRoutines,environment,routed,matrix_dispatch
cpp,637,getLoadedDLLs,environment,routed,matrix_dispatch
cpp,638,getSymbolInfo,environment,routed,matrix_dispatch
cpp,639,.isMethodsDispatchOn,runtime,routed,matrix_dispatch
cpp,640,lazyLoadDBfetch,serialization,routed,matrix_dispatch
cpp,641,lazyLoadDBflush,serialization,routed,matrix_dispatch
cpp,642,getVarsFromFrame,environment,routed,matrix_dispatch
cpp,643,lazyLoadDBinsertValue,serialization,routed,matrix_dispatch
cpp,644,bincode,runtime,routed,matrix_dispatch
cpp,645,tabulate,runtime,routed,matrix_dispatch
cpp,646,findInterval,runtime,routed,matrix_dispatch
cpp,647,pretty,runtime,routed,matrix_dispatch
cpp,648,formatC,runtime,routed,matrix_dispatch
cpp,649,crc64,runtime,routed,matrix_dispatch
cpp,650,bitwiseAnd,bitwise,routed,matrix_dispatch
cpp,651,bitwiseNot,bitwise,routed,matrix_dispatch
cpp,652,bitwiseOr,bitwise,routed,matrix_dispatch
cpp,653,bitwiseXor,bitwise,routed,matrix_dispatch
cpp,654,bitwiseShiftL,bitwise,routed,matrix_dispatch
cpp,655,bitwiseShiftR,bitwise,routed,matrix_dispatch
cpp,656,serialize,serialization,routed,matrix_dispatch
cpp,657,serializeb,serialization,routed,matrix_dispatch
cpp,658,unserialize,serialization,routed,matrix_dispatch
cpp,659,rowsum_matrix,reduction,routed,matrix_dispatch
cpp,660,rowsum_df,reduction,routed,matrix_dispatch
cpp,661,objsxp,runtime,routed,matrix_dispatch
cpp,662,setS4Object,runtime,routed,matrix_dispatch
cpp,663,traceOnOff,runtime,routed,matrix_dispatch
cpp,664,debugOnOff,runtime,routed,matrix_dispatch
cpp,665,La_qr_cmplx,matrix,routed,matrix_dispatch
cpp,666,La_rs,matrix,routed,matrix_dispatch
cpp,667,La_rs_cmplx,matrix,routed,matrix_dispatch
cpp,668,La_rg,matrix,routed,matrix_dispatch
cpp,669,La_rg_cmplx,matrix,routed,matrix_dispatch
cpp,670,La_rs,matrix,routed,matrix_dispatch
cpp,671,La_rs_cmplx,matrix,routed,matrix_dispatch
cpp,672,La_dlange,matrix,routed,matrix_dispatch
cpp,673,La_dgecon,matrix,routed,matrix_dispatch
cpp,674,La_dtrcon,matrix,routed,matrix_dispatch
cpp,675,La_dtrcon3,matrix,routed,matrix_dispatch
cpp,676,La_zlange,matrix,routed,matrix_dispatch
cpp,677,La_zgecon,matrix,routed,matrix_dispatch
cpp,678,La_ztrcon,matrix,routed,matrix_dispatch
cpp,679,La_ztrcon3,matrix,routed,matrix_dispatch
cpp,680,La_solve_cmplx,matrix,routed,matrix_dispatch
cpp,681,La_solve,matrix,routed,matrix_dispatch
cpp,682,La_qr,matrix,routed,matrix_dispatch
cpp,683,La_chol,matrix,routed,matrix_dispatch
cpp,684,La_chol2inv,matrix,routed,matrix_dispatch
cpp,685,qr_coef_real,matrix,routed,matrix_dispatch
cpp,686,qr_qy_real,matrix,routed,matrix_dispatch
cpp,687,det_ge_real,matrix,routed,matrix_dispatch
cpp,688,qr_coef_cmplx,matrix,routed,matrix_dispatch
cpp,689,qr_qy_cmplx,matrix,routed,matrix_dispatch
cpp,690,La_svd,matrix,routed,matrix_dispatch
cpp,691,La_svd_cmplx,matrix,routed,matrix_dispatch
cpp,692,La_version,matrix,routed,matrix_dispatch
cpp,693,La_library,matrix,routed,matrix_dispatch
cpp,694,bcprofcounts,language,routed,matrix_dispatch
cpp,695,bcprofstart,language,routed,matrix_dispatch
cpp,696,bcprofstop,language,routed,matrix_dispatch
cpp,697,eSoftVersion,system,routed,matrix_dispatch
cpp,698,curlVersion,io,routed,matrix_dispatch
cpp,699,curlGetHeaders,environment,routed,matrix_dispatch
cpp,700,curlDownload,io,routed,matrix_dispatch
cpp,701,compilerVersion,system,routed,matrix_dispatch
c,0,if,language,routed,matrix_dispatch
c,1,while,language,routed,matrix_dispatch
c,2,for,language,routed,matrix_dispatch
c,3,repeat,language,routed,matrix_dispatch
c,4,break,language,routed,matrix_dispatch
c,5,next,language,routed,matrix_dispatch
c,6,return,language,routed,matrix_dispatch
c,7,function,language,routed,matrix_dispatch
c,8,<-,replacement,routed,matrix_dispatch
c,9,=,language,routed,matrix_dispatch
c,10,<<-,replacement,routed,matrix_dispatch
c,11,{,language,routed,matrix_dispatch
c,12,(,language,routed,matrix_dispatch
c,13,.subset,subset,routed,matrix_dispatch
c,14,.subset2,subset,routed,matrix_dispatch
c,15,[,subset,routed,matrix_dispatch
c,16,[[,subset,routed,matrix_dispatch
c,17,$,subset,routed,matrix_dispatch
c,18,@,language,routed,matrix_dispatch
c,19,[<-,replacement,routed,matrix_dispatch
c,20,[[<-,replacement,routed,matrix_dispatch
c,21,$<-,replacement,routed,matrix_dispatch
c,22,switch,language,routed,matrix_dispatch
c,23,browser,language,routed,matrix_dispatch
c,24,.primTrace,runtime,routed,matrix_dispatch
c,25,.primUntrace,runtime,routed,matrix_dispatch
c,26,.Internal,language,routed,matrix_dispatch
c,27,.Primitive,runtime,routed,matrix_dispatch
c,28,call,language,routed,matrix_dispatch
c,29,quote,language,routed,matrix_dispatch
c,30,substitute,character,routed,matrix_dispatch
c,31,missing,language,routed,matrix_dispatch
c,32,nargs,runtime,routed,matrix_dispatch
c,33,on.exit,language,routed,matrix_dispatch
c,34,forceAndCall,language,routed,matrix_dispatch
c,35,declare,language,routed,matrix_dispatch
c,36,stop,runtime,routed,matrix_dispatch
c,37,warning,runtime,routed,matrix_dispatch
c,38,gettext,environment,routed,matrix_dispatch
c,39,ngettext,environment,routed,matrix_dispatch
c,40,bindtextdomain,runtime,routed,matrix_dispatch
c,41,.addCondHands,runtime,routed,matrix_dispatch
c,42,.addGlobHands,runtime,routed,matrix_dispatch
c,43,.resetCondHands,runtime,routed,matrix_dispatch
c,44,.signalCondition,runtime,routed,matrix_dispatch
c,45,.dfltStop,runtime,routed,matrix_dispatch
c,46,.dfltWarn,runtime,routed,matrix_dispatch
c,47,.addRestart,runtime,routed,matrix_dispatch
c,48,.getRestart,environment,routed,matrix_dispatch
c,49,.invokeRestart,runtime,routed,matrix_dispatch
c,50,.addTryHandlers,runtime,routed,matrix_dispatch
c,51,geterrmessage,environment,routed,matrix_dispatch
c,52,seterrmessage,runtime,routed,matrix_dispatch
c,53,printDeferredWarnings,runtime,routed,matrix_dispatch
c,54,interruptsSuspended,runtime,routed,matrix_dispatch
c,55,as.function.default,runtime,routed,matrix_dispatch
c,56,debug,runtime,routed,matrix_dispatch
c,57,undebug,runtime,routed,matrix_dispatch
c,58,isdebugged,runtime,routed,matrix_dispatch
c,59,debugonce,runtime,routed,matrix_dispatch
c,60,Recall,language,routed,matrix_dispatch
c,61,delayedAssign,runtime,routed,matrix_dispatch
c,62,makeLazy,runtime,routed,matrix_dispatch
c,63,identical,runtime,routed,matrix_dispatch
c,64,C_tryCatchHelper,runtime,routed,matrix_dispatch
c,65,getNamespaceValue,environment,routed,matrix_dispatch
c,66,+,arithmetic,routed,matrix_dispatch
c,67,-,arithmetic,routed,matrix_dispatch
c,68,*,arithmetic,routed,matrix_dispatch
c,69,/,arithmetic,routed,matrix_dispatch
c,70,^,arithmetic,routed,matrix_dispatch
c,71,%%,arithmetic,routed,matrix_dispatch
c,72,%/%,arithmetic,routed,matrix_dispatch
c,73,%*%,matrix,routed,matrix_dispatch
c,74,==,relational,routed,matrix_dispatch
c,75,!=,relational,routed,matrix_dispatch
c,76,<,relational,routed,matrix_dispatch
c,77,<=,relational,routed,matrix_dispatch
c,78,>=,relational,routed,matrix_dispatch
c,79,>,relational,routed,matrix_dispatch
c,80,&,logical,routed,matrix_dispatch
c,81,|,logical,routed,matrix_dispatch
c,82,!,logical,routed,matrix_dispatch
c,83,&&,logical-short-circuit,routed,matrix_dispatch
c,84,||,logical-short-circuit,routed,matrix_dispatch
c,85,:,runtime,routed,matrix_dispatch
c,86,~,language,routed,matrix_dispatch
c,87,::,language,routed,matrix_dispatch
c,88,:::,language,routed,matrix_dispatch
c,89,all,logical-reduction,routed,matrix_dispatch
c,90,any,logical-reduction,routed,matrix_dispatch
c,91,...elt,environment,routed,matrix_dispatch
c,92,...length,environment,routed,matrix_dispatch
c,93,...names,attribute,routed,matrix_dispatch
c,94,length,matrix,routed,matrix_dispatch
c,95,length<-,replacement,routed,matrix_dispatch
c,96,oldClass,attribute,routed,matrix_dispatch
c,97,oldClass<-,replacement,routed,matrix_dispatch
c,98,class,attribute,routed,matrix_dispatch
c,99,.cache_class,attribute,routed,matrix_dispatch
c,100,.class2,attribute,routed,matrix_dispatch
c,101,class<-,replacement,routed,matrix_dispatch
c,102,unclass,attribute,routed,matrix_dispatch
c,103,names,attribute,routed,matrix_dispatch
c,104,names<-,replacement,routed,matrix_dispatch
c,105,dimnames,attribute,routed,matrix_dispatch
c,106,dimnames<-,replacement,routed,matrix_dispatch
c,107,dim,attribute,routed,matrix_dispatch
c,108,dim<-,replacement,routed,matrix_dispatch
c,109,attributes,attribute,routed,matrix_dispatch
c,110,attributes<-,replacement,routed,matrix_dispatch
c,111,attr,attribute,routed,matrix_dispatch
c,112,attr<-,replacement,routed,matrix_dispatch
c,113,@<-,replacement,routed,matrix_dispatch
c,114,levels<-,replacement,routed,matrix_dispatch
c,115,vector,runtime,routed,matrix_dispatch
c,116,complex,numeric-complex,routed,matrix_dispatch
c,117,matrix,matrix,routed,matrix_dispatch
c,118,array,matrix,routed,matrix_dispatch
c,119,diag,matrix,routed,matrix_dispatch
c,120,backsolve,matrix,routed,matrix_dispatch
c,121,max.col,matrix,routed,matrix_dispatch
c,122,row,matrix,routed,matrix_dispatch
c,123,col,matrix,routed,matrix_dispatch
c,124,unlist,combine,routed,matrix_dispatch
c,125,cbind,language,routed,matrix_dispatch
c,126,rbind,language,routed,matrix_dispatch
c,127,drop,matrix,routed,matrix_dispatch
c,128,all.names,attribute,routed,matrix_dispatch
c,129,comment,attribute,routed,matrix_dispatch
c,130,comment<-,replacement,routed,matrix_dispatch
c,131,get,environment,routed,matrix_dispatch
c,132,get0,environment,routed,matrix_dispatch
c,133,mget,environment,routed,matrix_dispatch
c,134,exists,environment,routed,matrix_dispatch
c,135,assign,environment,routed,matrix_dispatch
c,136,list2env,environment,routed,matrix_dispatch
c,137,remove,environment,routed,matrix_dispatch
c,138,duplicated,matching,routed,matrix_dispatch
c,139,unique,matching,routed,matrix_dispatch
c,140,anyDuplicated,matching,routed,matrix_dispatch
c,141,anyNA,missingness,routed,matrix_dispatch
c,142,which,runtime,routed,matrix_dispatch
c,143,which.min,runtime,routed,matrix_dispatch
c,144,pmin,reduction,routed,matrix_dispatch
c,145,pmax,reduction,routed,matrix_dispatch
c,146,which.max,runtime,routed,matrix_dispatch
c,147,match,matching,routed,matrix_dispatch
c,148,pmatch,matching,routed,matrix_dispatch
c,149,charmatch,character,routed,matrix_dispatch
c,150,match.call,matching,routed,matrix_dispatch
c,151,crossprod,matrix,routed,matrix_dispatch
c,152,tcrossprod,matrix,routed,matrix_dispatch
c,153,asplit,matrix,routed,matrix_dispatch
c,154,lengths,matrix,routed,matrix_dispatch
c,155,sequence,runtime,routed,matrix_dispatch
c,156,vhash,matching,routed,matrix_dispatch
c,157,attach,environment,routed,matrix_dispatch
c,158,detach,environment,routed,matrix_dispatch
c,159,search,environment,routed,matrix_dispatch
c,160,setFileTime,io,routed,matrix_dispatch
c,161,round,numeric-unary,routed,matrix_dispatch
c,162,signif,numeric-unary,routed,matrix_dispatch
c,163,log,numeric-unary,routed,matrix_dispatch
c,164,log10,numeric-unary,routed,matrix_dispatch
c,165,log2,numeric-unary,routed,matrix_dispatch
c,166,abs,numeric-unary,routed,matrix_dispatch
c,167,floor,numeric-unary,routed,matrix_dispatch
c,168,ceiling,numeric-unary,routed,matrix_dispatch
c,169,sqrt,numeric-unary,routed,matrix_dispatch
c,170,sign,numeric-unary,routed,matrix_dispatch
c,171,trunc,numeric-unary,routed,matrix_dispatch
c,172,exp,numeric-unary,routed,matrix_dispatch
c,173,expm1,numeric-unary,routed,matrix_dispatch
c,174,log1p,numeric-unary,routed,matrix_dispatch
c,175,cos,numeric-unary,routed,matrix_dispatch
c,176,sin,numeric-unary,routed,matrix_dispatch
c,177,tan,numeric-unary,routed,matrix_dispatch
c,178,acos,numeric-unary,routed,matrix_dispatch
c,179,asin,numeric-unary,routed,matrix_dispatch
c,180,atan,numeric-unary,routed,matrix_dispatch
c,181,cosh,numeric-unary,routed,matrix_dispatch
c,182,sinh,numeric-unary,routed,matrix_dispatch
c,183,tanh,numeric-unary,routed,matrix_dispatch
c,184,acosh,numeric-unary,routed,matrix_dispatch
c,185,asinh,numeric-unary,routed,matrix_dispatch
c,186,atanh,numeric-unary,routed,matrix_dispatch
c,187,lgamma,numeric-unary,routed,matrix_dispatch
c,188,gamma,numeric-unary,routed,matrix_dispatch
c,189,digamma,numeric-unary,routed,matrix_dispatch
c,190,trigamma,numeric-unary,routed,matrix_dispatch
c,191,cospi,numeric-unary,routed,matrix_dispatch
c,192,sinpi,numeric-unary,routed,matrix_dispatch
c,193,tanpi,numeric-unary,routed,matrix_dispatch
c,194,atan2,numeric-binary,routed,matrix_dispatch
c,195,lbeta,numeric-binary,routed,matrix_dispatch
c,196,beta,numeric-binary,routed,matrix_dispatch
c,197,lchoose,numeric-binary,routed,matrix_dispatch
c,198,choose,numeric-binary,routed,matrix_dispatch
c,199,besselJ,numeric-binary,routed,matrix_dispatch
c,200,besselY,numeric-binary,routed,matrix_dispatch
c,201,psigamma,numeric-binary,routed,matrix_dispatch
c,202,Re,numeric-complex,routed,matrix_dispatch
c,203,Im,numeric-complex,routed,matrix_dispatch
c,204,Mod,numeric-complex,routed,matrix_dispatch
c,205,Arg,numeric-complex,routed,matrix_dispatch
c,206,Conj,numeric-complex,routed,matrix_dispatch
c,207,besselI,numeric-ternary,routed,matrix_dispatch
c,208,besselK,numeric-ternary,routed,matrix_dispatch
c,209,rchisq,random,routed,matrix_dispatch
c,210,rexp,random,routed,matrix_dispatch
c,211,rgeom,random,routed,matrix_dispatch
c,212,rpois,random,routed,matrix_dispatch
c,213,rt,random,routed,matrix_dispatch
c,214,rsignrank,random,routed,matrix_dispatch
c,215,rbeta,random,routed,matrix_dispatch
c,216,rbinom,random,routed,matrix_dispatch
c,217,rcauchy,random,routed,matrix_dispatch
c,218,rf,random,routed,matrix_dispatch
c,219,rgamma,random,routed,matrix_dispatch
c,220,rlnorm,random,routed,matrix_dispatch
c,221,rlogis,random,routed,matrix_dispatch
c,222,rnbinom,random,routed,matrix_dispatch
c,223,rnbinom_mu,random,routed,matrix_dispatch
c,224,rnchisq,random,routed,matrix_dispatch
c,225,rnorm,random,routed,matrix_dispatch
c,226,runif,random,routed,matrix_dispatch
c,227,rweibull,random,routed,matrix_dispatch
c,228,rwilcox,random,routed,matrix_dispatch
c,229,rhyper,random,routed,matrix_dispatch
c,230,sample,random,routed,matrix_dispatch
c,231,sample2,random,routed,matrix_dispatch
c,232,RNGkind,random,routed,matrix_dispatch
c,233,set.seed,random,routed,matrix_dispatch
c,234,sum,reduction,routed,matrix_dispatch
c,235,min,reduction,routed,matrix_dispatch
c,236,max,reduction,routed,matrix_dispatch
c,237,prod,reduction,routed,matrix_dispatch
c,238,mean,reduction,routed,matrix_dispatch
c,239,range,runtime,routed,matrix_dispatch
c,240,cumsum,cumulative,routed,matrix_dispatch
