feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield,rust.move_semantics,rust.copy_semantics,rust.shared_borrow,rust.mutable_borrow,rust.reborrow,rust.borrow_checker,rust.nonlexical_lifetimes,rust.region_inference,rust.lifetime_parameters,rust.higher_ranked_lifetimes,rust.drop_semantics,rust.drop_check,rust.destructor_order,rust.pin_unpin,rust.interior_mutability,rust.cell_refcell,rust.smart_pointer_ownership,rust.raw_pointer_deref,rust.aliasing_model,rust.pointer_provenance,rust.unsafe_block,rust.unsafe_trait_impl,rust.trait_definition,rust.trait_impl,rust.associated_types,rust.associated_consts,rust.trait_object_dyn,rust.vtable_dispatch,rust.generic_bounds,rust.where_clauses,rust.blanket_impl,rust.coherence_orphan,rust.specialization,rust.impl_trait,rust.opaque_types,rust.method_resolution,rust.autoderef_autoref,rust.deref_coercion,rust.unsize_coercion,rust.operator_traits,rust.pattern_destructuring,rust.match_exhaustiveness,rust.match_guards,rust.ref_patterns,rust.enum_variant_semantics,rust.if_let_while_let,rust.let_else,rust.loop_break_value,rust.never_type_divergence,rust.result_question_operator,rust.option_niche_optimization,rust.panic_unwind_abort,rust.async_await,rust.future_poll,rust.generator_coroutine,rust.await_suspension,rust.closure_capture_modes,rust.fn_traits,rust.send_sync_auto_traits,rust.atomic_ordering,rust.thread_memory_model,rust.macro_rules_hygiene,rust.proc_macro,rust.name_resolution_hygiene,rust.const_eval,rust.const_generics,rust.monomorphization,rust.hir_lowering,rust.mir_semantics,rust.abi_layout,rust.repr_attributes,rust.ffi_extern_abi,rust.slice_fat_pointer,rust.dst_unsized,rust.crate_module_resolution,rust.visibility_privacy,rust.attributes_cfg,rust.feature_gates
unary_op,0.00000,0.00000,0.46401,0.00000,0.76919,0.00000,0.00000,0.47018,0.78671,0.00000,0.00000,0.48005,0.00000,0.46449,0.00000,0.00000,0.46277,0.00000,0.00000,0.75000,0.31414,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75444,0.00000,0.00000,0.47586,0.00000,0.00000,0.00000,0.00000,0.00000,0.76093,0.76055,0.75331,0.75432,0.00000,0.00000,0.00000,0.45000,0.00000,0.78550,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45987,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.31010,0.45000,0.30150,0.45000,0.00000,0.00000,0.00000,0.30000,0.00000,0.00000,0.00000,0.00000,0.46397,0.00000,0.00000,1.00000,0.00000,0.00000,0.30648,0.00000,0.00000,0.46840,0.12857,0.00000,0.12857,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36429,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30000,0.30000,0.00000,0.36429,0.00000,0.30000,0.37500,0.30000,0.37500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.22500,0.00000,0.15000,0.00000,0.15000,0.15000,0.00000,0.15000,0.00000,0.12857,0.00000,0.00000,0.22500,0.00000,0.12857,0.12857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12857,0.00000,0.00000,0.00000,0.12857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
union_sum,0.00000,0.00000,0.00000,0.75157,0.00000,0.00000,0.39246,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30347,0.00000,0.39099,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.40014,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75372,0.00000,0.39421,0.75258,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39278,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75295,0.75502,0.00000,0.00000,0.00000,0.45542,0.75000,0.75132,0.75380,0.75000,0.00000,0.45276,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39485,0.75523,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45000,0.75354,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37500,0.37500,0.37500,0.18000,0.18000,0.37500,0.00000,0.48000,0.22500,0.00000,0.00000,0.00000,0.48000,0.48000,0.48000,0.48000,0.48000,0.48000,0.39000,0.00000,0.00000,0.00000,0.00000,0.37500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39000,0.37500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.48000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
unsafe,0.78719,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.78589,0.00000,0.00000,0.00000,0.00000,0.00000,0.75793,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.77960,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.46900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.46721,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.12857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.18000,0.15000,0.57000,0.18000,0.57000,0.30000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.48000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.63750,0.48000,0.48000,0.63750,0.52500,0.00000,0.00000,0.00000,0.00000
variable,0.00000,0.00000,0.00000,0.00000,0.31593,0.00000,0.47518,0.00000,0.31217,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45710,0.00000,0.00000,0.00000,0.30115,0.78088,0.00000,0.00000,0.00000,0.48584,0.00000,0.00000,0.00000,0.00000,0.00000,0.52796,0.00000,0.00000,0.48282,0.00000,0.00000,0.00000,0.31410,0.00000,0.51280,0.00000,0.49123,0.00000,0.00000,0.00000,0.00000,0.34299,0.34524,0.30386,0.30761,0.00000,0.00000,0.00000,0.00000,0.00000,0.30418,0.00000,0.47149,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.48241,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12192,0.00000,0.00000,0.41000,0.00000,0.39754,0.00000,0.50380,0.00000,0.00000,0.39297,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30648,0.00000,0.00000,1.00000,0.47031,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.33750,0.33750,0.00000,0.00000,0.30000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18000,0.33750,0.33750,0.63750,0.48000,0.00000,0.37500,0.33750,0.52500,0.52500,0.48000,0.39000,0.18000,0.18000,0.18000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18000,0.00000,0.18000,0.00000,0.00000,0.18000,0.00000,0.00000,0.00000,0.22500,0.22500,0.00000,0.00000
visibility,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.46919,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45867,0.00000,0.00000,0.00000,0.00000,0.46849,0.00000,0.00000,0.00000,0.47368,0.00000,0.00000,0.00000,0.00000,0.00000,0.47136,0.00000,0.00000,0.46942,0.00000,0.00000,0.00000,0.00000,0.00000,0.77623,0.00000,0.47055,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.32296,0.00000,0.00000,0.00000,0.00000,0.00000,0.78050,0.00000,0.40328,0.00000,0.00000,0.00000,0.00000,0.00000,0.46888,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30939,0.00000,0.00000,0.00000,0.00000,0.00000,0.47336,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.47031,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.33750,0.33750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18000,0.33750,0.33750,0.33750,0.18000,0.00000,0.00000,0.33750,0.22500,0.22500,0.18000,0.00000,0.18000,0.18000,0.18000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37500,0.30000,0.39000,0.00000,0.18000,0.00000,0.18000,0.00000,0.00000,0.18000,0.00000,0.00000,0.00000,0.52500,0.52500,0.39000,0.30000
while,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75000,0.45000,0.00000,0.00000,0.45269,0.00000,0.00000,0.80342,0.75601,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75000,0.00000,0.80391,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.38088,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.80445,0.00000,0.00000,0.00000,0.45301,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.38252,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.18000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45000,0.37500,0.48000,0.30000,0.00000,0.48000,0.63750,0.48000,0.52500,0.57000,0.00000,0.15000,0.15000,0.00000,0.15000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
yield,0.00000,0.00000,0.45786,0.00000,0.46208,0.00000,0.00000,0.46127,0.46253,0.37783,0.00000,0.45773,0.00000,0.46647,0.00000,0.00000,0.46789,0.00000,0.00000,0.45231,0.00000,0.37500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.38580,0.39632,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39304,0.45959,0.38318,0.00000,0.45956,0.00000,0.00000,0.00000,0.00000,0.00000,0.46654,0.46784,0.45520,0.45436,0.00000,0.00000,0.00000,0.45283,0.00000,0.45950,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.76073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37981,0.00000,0.45000,0.00000,0.45343,0.00000,0.00000,0.38267,0.00000,0.00000,0.00000,0.00000,0.00000,0.46752,0.00000,0.00000,0.46840,0.00000,0.00000,0.00000,0.00000,0.38252,1.00000,0.12857,0.00000,0.12857,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.52500,0.36429,0.45000,0.37500,0.15000,0.45000,0.36429,0.45000,0.30000,0.42857,0.00000,0.00000,0.22500,0.00000,0.12857,0.12857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12857,0.00000,0.00000,0.00000,0.12857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
rust.move_semantics,0.00000,0.15000,0.12857,0.00000,0.12857,0.00000,0.00000,0.12857,0.12857,0.00000,0.00000,0.12857,0.00000,0.12857,0.00000,0.00000,0.12857,0.00000,0.00000,0.12857,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.12857,0.00000,0.00000,0.12857,0.00000,0.15000,0.00000,0.00000,0.30000,0.12857,0.12857,0.12857,0.12857,0.00000,0.00000,0.36429,0.12857,0.00000,0.12857,0.30000,0.00000,0.45000,0.00000,0.15000,0.00000,0.00000,0.00000,0.36429,0.00000,0.12857,0.30000,0.00000,0.00000,0.00000,0.00000,0.15000,0.30000,0.15000,0.00000,0.00000,0.12857,0.00000,0.12857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.12857,0.00000,0.00000,0.12857,0.00000,0.00000,0.00000,0.00000,0.00000,0.12857,1.00000,0.60000,0.56786,0.63214,0.52857,0.59286,0.52857,0.40179,0.38625,0.38625,0.64286,0.43125,0.22857,0.60000,0.56786,0.56250,0.56786,0.22286,0.60000,0.25286,0.25500,0.00000,0.00000,0.00000,0.00000,0.00000,0.12857,0.12857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.16607,0.16607,0.00000,0.18750,0.00000,0.00000,0.16607,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.17250,0.14250,0.22857,0.00000,0.21250,0.18750,0.00000,0.13125,0.18750,0.00000,0.00000,0.00000,0.00000,0.23036,0.00000,0.00000,0.00000,0.16250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
rust.copy_semantics,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37500,0.00000,0.00000,0.00000,0.30000,0.00000,0.37500,0.00000,0.00000,0.00000,0.00000,0.00000,0.37500,0.00000,0.00000,0.37500,0.00000,0.00000,0.00000,0.00000,0.00000,0.37500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.60000,1.00000,0.50357,0.48750,0.40179,0.46607,0.40179,0.47500,0.52500,0.52500,0.50357,0.52500,0.00000,0.90000,0.60000,0.48750,0.60000,0.12857,0.48000,0.25000,0.15000,0.18750,0.18750,0.18750,0.00000,0.00000,0.30000,0.30750,0.00000,0.00000,0.23000,0.20000,0.23000,0.00000,0.25000,0.18750,0.37000,0.37000,0.18750,0.43750,0.00000,0.00000,0.00000,0.00000,0.18000,0.00000,0.00000,0.00000,0.00000,0.15357,0.13929,0.00000,0.00000,0.18750,0.00000,0.00000,0.15857,0.28000,0.30000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12857,0.00000,0.00000,0.00000,0.00000,0.18750,0.00000,0.00000,0.22500,0.00000,0.00000,0.00000,0.00000,0.00000
rust.shared_borrow,0.15000,0.00000,0.12857,0.00000,0.12857,0.00000,0.00000,0.12857,0.12857,0.00000,0.00000,0.12857,0.00000,0.12857,0.00000,0.00000,0.12857,0.00000,0.00000,0.12857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.12857,0.00000,0.00000,0.12857,0.00000,0.00000,0.00000,0.15000,0.36429,0.12857,0.12857,0.12857,0.12857,0.00000,0.00000,0.45000,0.12857,0.00000,0.12857,0.30000,0.00000,0.30000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45000,0.00000,0.12857,0.30000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30000,0.00000,0.00000,0.00000,0.12857,0.00000,0.12857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12857,0.00000,0.00000,0.12857,0.00000,0.15000,0.00000,0.00000,0.00000,0.12857,0.56786,0.50357,1.00000,0.82500,0.62500,0.59286,0.62500,0.55000,0.43125,0.43125,0.42500,0.57857,0.00000,0.50357,0.44250,0.42857,0.44250,0.22286,0.60000,0.21786,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15625,0.00000,0.22857,0.22857,0.00000,0.00000,0.14250,0.00000,0.00000,0.18750,0.13125,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14250,0.00000,0.00000,0.21250,0.26786,0.00000,0.13125,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.16607,0.00000,0.00000,0.15857,0.00000,0.00000,0.00000,0.00000,0.00000
rust.mutable_borrow,0.12857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12857,0.00000,0.00000,0.00000,0.00000,0.00000,0.12857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12857,0.35625,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.42857,0.00000,0.00000,0.00000,0.30000,0.00000,0.35625,0.00000,0.00000,0.00000,0.00000,0.00000,0.42857,0.00000,0.00000,0.30000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12857,0.00000,0.00000,0.00000,0.00000,0.63214,0.48750,0.82500,1.00000,0.59286,0.56875,0.59286,0.52857,0.42500,0.42500,0.47500,0.56250,0.15000,0.48750,0.49875,0.49286,0.49875,0.28714,0.56786,0.19375,0.14250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.21250,0.21250,0.00000,0.00000,0.13000,0.00000,0.15000,0.16607,0.12500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.13000,0.00000,0.00000,0.20000,0.24375,0.00000,0.12500,0.13000,0.00000,0.00000,0.00000,0.00000,0.13750,0.00000,0.00000,0.00000,0.15000,0.15000,0.00000,0.00000,0.14250,0.00000,0.00000,0.00000,0.00000,0.00000
rust.reborrow,0.00000,0.00000,0.15000,0.00000,0.15000,0.00000,0.00000,0.15000,0.15000,0.00000,0.00000,0.15000,0.00000,0.15000,0.00000,0.00000,0.15000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.37500,0.15000,0.15000,0.15000,0.15000,0.00000,0.00000,0.37500,0.15000,0.00000,0.15000,0.30000,0.00000,0.30000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37500,0.00000,0.15000,0.30000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30000,0.00000,0.00000,0.00000,0.15000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.52857,0.40179,0.62500,0.59286,1.00000,0.67500,0.72000,0.53000,0.40179,0.40179,0.52857,0.55000,0.20000,0.40179,0.39375,0.36429,0.39375,0.00000,0.55000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26250,0.00000,0.20000,0.23000,0.00000,0.18750,0.18750,0.20000,0.00000,0.00000,0.00000,0.00000,0.16607,0.00000,0.17857,0.37500,0.32500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.20357,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
rust.borrow_checker,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36429,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36429,0.00000,0.00000,0.00000,0.30000,0.00000,0.36429,0.00000,0.00000,0.00000,0.00000,0.00000,0.36429,0.00000,0.00000,0.30000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.59286,0.46607,0.59286,0.56875,0.67500,1.00000,0.81000,0.50000,0.39375,0.39375,0.59286,0.62500,0.17857,0.46607,0.45000,0.42857,0.45000,0.00000,0.62500,0.14250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.23036,0.12857,0.17857,0.20000,0.00000,0.16607,0.16607,0.17857,0.00000,0.00000,0.00000,0.14250,0.15000,0.17857,0.16250,0.34286,0.29286,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
rust.nonlexical_lifetimes,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37500,0.00000,0.00000,0.00000,0.30000,0.00000,0.30000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37500,0.00000,0.00000,0.30000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.52857,0.40179,0.62500,0.59286,0.72000,0.81000,1.00000,0.53000,0.40179,0.40179,0.52857,0.67000,0.20000,0.40179,0.39375,0.36429,0.39375,0.00000,0.55000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26250,0.15000,0.20000,0.23000,0.00000,0.18750,0.18750,0.20000,0.12500,0.00000,0.00000,0.00000,0.16607,0.00000,0.17857,0.37500,0.32500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.20357,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
