node,kind,file,line,generic_gap_score,rust_specific_hint_score,total_gap_score,rust_specific_hints
And,enum_variant,compiler/rustc_ast/src/ast.rs,1027,0.000000,0.000000,0.000000,
Or,enum_variant,compiler/rustc_ast/src/ast.rs,1028,0.000000,0.000000,0.000000,
BitXor,enum_variant,compiler/rustc_ast/src/ast.rs,1029,0.000000,0.000000,0.000000,
BitAnd,enum_variant,compiler/rustc_ast/src/ast.rs,1030,0.000000,0.000000,0.000000,
BitOr,enum_variant,compiler/rustc_ast/src/ast.rs,1031,0.000000,0.000000,0.000000,
Shl,enum_variant,compiler/rustc_ast/src/ast.rs,1032,0.000000,0.000000,0.000000,
Shr,enum_variant,compiler/rustc_ast/src/ast.rs,1033,0.000000,0.000000,0.000000,
Eq,enum_variant,compiler/rustc_ast/src/ast.rs,1034,0.000000,0.000000,0.000000,
Lt,enum_variant,compiler/rustc_ast/src/ast.rs,1035,0.000000,0.000000,0.000000,
Le,enum_variant,compiler/rustc_ast/src/ast.rs,1036,0.000000,0.000000,0.000000,
Ne,enum_variant,compiler/rustc_ast/src/ast.rs,1037,0.000000,0.000000,0.000000,
Ge,enum_variant,compiler/rustc_ast/src/ast.rs,1038,0.000000,0.000000,0.000000,
Gt,enum_variant,compiler/rustc_ast/src/ast.rs,1039,0.000000,0.000000,0.000000,
BitAnd,enum_variant,compiler/rustc_ast/src/ast.rs,1053,0.000000,0.000000,0.000000,
BitXor,enum_variant,compiler/rustc_ast/src/ast.rs,1054,0.000000,0.000000,0.000000,
BitOr,enum_variant,compiler/rustc_ast/src/ast.rs,1055,0.000000,0.000000,0.000000,
And,enum_variant,compiler/rustc_ast/src/ast.rs,1057,0.000000,0.000000,0.000000,
Or,enum_variant,compiler/rustc_ast/src/ast.rs,1058,0.000000,0.000000,0.000000,
UnOp,declaration,compiler/rustc_ast/src/ast.rs,1161,0.000000,0.000000,0.000000,
Not,enum_variant,compiler/rustc_ast/src/ast.rs,1165,0.000000,0.000000,0.000000,
Neg,enum_variant,compiler/rustc_ast/src/ast.rs,1167,0.000000,0.000000,0.000000,
Stmt,declaration,compiler/rustc_ast/src/ast.rs,1191,0.000000,0.000000,0.000000,
StmtKind,declaration,compiler/rustc_ast/src/ast.rs,1237,0.000000,0.000000,0.000000,
Semicolon,enum_variant,compiler/rustc_ast/src/ast.rs,1277,0.000000,0.000000,0.000000,
Braces,enum_variant,compiler/rustc_ast/src/ast.rs,1279,0.000000,0.000000,0.000000,
NoBraces,enum_variant,compiler/rustc_ast/src/ast.rs,1283,0.000000,0.000000,0.000000,
Local,declaration,compiler/rustc_ast/src/ast.rs,1288,0.000000,0.000000,0.000000,
LocalKind,declaration,compiler/rustc_ast/src/ast.rs,1301,0.000000,0.000000,0.000000,
Decl,enum_variant,compiler/rustc_ast/src/ast.rs,1304,0.000000,0.000000,0.000000,
Arm,declaration,compiler/rustc_ast/src/ast.rs,1341,0.000000,0.000000,0.000000,
ExprField,declaration,compiler/rustc_ast/src/ast.rs,1356,0.000000,0.000000,0.000000,
BlockCheckMode,declaration,compiler/rustc_ast/src/ast.rs,1367,0.000000,0.000000,0.000000,
Default,enum_variant,compiler/rustc_ast/src/ast.rs,1368,0.000000,0.000000,0.000000,
UserProvided,enum_variant,compiler/rustc_ast/src/ast.rs,1375,0.000000,0.000000,0.000000,
Expr,declaration,compiler/rustc_ast/src/ast.rs,1393,0.000000,0.000000,0.000000,
RangeLimits,declaration,compiler/rustc_ast/src/ast.rs,1686,0.000000,0.000000,0.000000,
HalfOpen,enum_variant,compiler/rustc_ast/src/ast.rs,1688,0.000000,0.000000,0.000000,
Closed,enum_variant,compiler/rustc_ast/src/ast.rs,1690,0.000000,0.000000,0.000000,
ExprKind,declaration,compiler/rustc_ast/src/ast.rs,1742,0.000000,0.000000,0.000000,
Underscore,enum_variant,compiler/rustc_ast/src/ast.rs,1840,0.000000,0.000000,0.000000,
Dummy,enum_variant,compiler/rustc_ast/src/ast.rs,1923,0.000000,0.000000,0.000000,
Gen,enum_variant,compiler/rustc_ast/src/ast.rs,1936,0.000000,0.000000,0.000000,
Wrap,enum_variant,compiler/rustc_ast/src/ast.rs,1969,0.000000,0.000000,0.000000,
Unwrap,enum_variant,compiler/rustc_ast/src/ast.rs,1971,0.000000,0.000000,0.000000,
QSelf,declaration,compiler/rustc_ast/src/ast.rs,1990,0.000000,0.000000,0.000000,
CaptureBy,declaration,compiler/rustc_ast/src/ast.rs,2002,0.000000,0.000000,0.000000,
NotPresent,enum_variant,compiler/rustc_ast/src/ast.rs,2025,0.000000,0.000000,0.000000,
AttrArgs,declaration,compiler/rustc_ast/src/ast.rs,2062,0.000000,0.000000,0.000000,
DelimArgs,declaration,compiler/rustc_ast/src/ast.rs,2097,0.000000,0.000000,0.000000,
MacroDef,declaration,compiler/rustc_ast/src/ast.rs,2113,0.000000,0.000000,0.000000,
EiiDecl,declaration,compiler/rustc_ast/src/ast.rs,2127,0.000000,0.000000,0.000000,
Cooked,enum_variant,compiler/rustc_ast/src/ast.rs,2137,0.000000,0.000000,0.000000,
MetaItemLit,declaration,compiler/rustc_ast/src/ast.rs,2193,0.000000,0.000000,0.000000,
StrLit,declaration,compiler/rustc_ast/src/ast.rs,2206,0.000000,0.000000,0.000000,
Unsuffixed,enum_variant,compiler/rustc_ast/src/ast.rs,2236,0.000000,0.000000,0.000000,
Unsuffixed,enum_variant,compiler/rustc_ast/src/ast.rs,2246,0.000000,0.000000,0.000000,
LitKind,declaration,compiler/rustc_ast/src/ast.rs,2256,0.000000,0.000000,0.000000,
FnSig,declaration,compiler/rustc_ast/src/ast.rs,2343,0.000000,0.000000,0.000000,
Term,declaration,compiler/rustc_ast/src/ast.rs,2410,0.000000,0.000000,0.000000,
Never,enum_variant,compiler/rustc_ast/src/ast.rs,2536,0.000000,0.000000,0.000000,
Infer,enum_variant,compiler/rustc_ast/src/ast.rs,2558,0.000000,0.000000,0.000000,
CVarArgs,enum_variant,compiler/rustc_ast/src/ast.rs,2564,0.000000,0.000000,0.000000,
Dummy,enum_variant,compiler/rustc_ast/src/ast.rs,2578,0.000000,0.000000,0.000000,
Dyn,enum_variant,compiler/rustc_ast/src/ast.rs,2667,0.000000,0.000000,0.000000,
PreciseCapturingArg,declaration,compiler/rustc_ast/src/ast.rs,2691,0.000000,0.000000,0.000000,
InlineAsmOptions,declaration,compiler/rustc_ast/src/ast.rs,2708,0.000000,0.000000,0.000000,
InlineAsmSym,declaration,compiler/rustc_ast/src/ast.rs,2819,0.000000,0.000000,0.000000,
InlineAsmOperand,declaration,compiler/rustc_ast/src/ast.rs,2829,0.000000,0.000000,0.000000,
AsmMacro,declaration,compiler/rustc_ast/src/ast.rs,2874,0.000000,0.000000,0.000000,
Asm,enum_variant,compiler/rustc_ast/src/ast.rs,2876,0.000000,0.000000,0.000000,
GlobalAsm,enum_variant,compiler/rustc_ast/src/ast.rs,2878,0.000000,0.000000,0.000000,
NakedAsm,enum_variant,compiler/rustc_ast/src/ast.rs,2880,0.000000,0.000000,0.000000,
InlineAsm,declaration,compiler/rustc_ast/src/ast.rs,2913,0.000000,0.000000,0.000000,
Param,declaration,compiler/rustc_ast/src/ast.rs,2928,0.000000,0.000000,0.000000,
SelfKind,declaration,compiler/rustc_ast/src/ast.rs,2941,0.000000,0.000000,0.000000,
ExplicitSelf,declaration,compiler/rustc_ast/src/ast.rs,2966,0.000000,0.000000,0.000000,
FnDecl,declaration,compiler/rustc_ast/src/ast.rs,3049,0.000000,0.000000,0.000000,
IsAuto,declaration,compiler/rustc_ast/src/ast.rs,3091,0.000000,0.000000,0.000000,
Yes,enum_variant,compiler/rustc_ast/src/ast.rs,3092,0.000000,0.000000,0.000000,
No,enum_variant,compiler/rustc_ast/src/ast.rs,3093,0.000000,0.000000,0.000000,
Default,enum_variant,compiler/rustc_ast/src/ast.rs,3106,0.000000,0.000000,0.000000,
No,enum_variant,compiler/rustc_ast/src/ast.rs,3133,0.000000,0.000000,0.000000,
Defaultness,declaration,compiler/rustc_ast/src/ast.rs,3139,0.000000,0.000000,0.000000,
Positive,enum_variant,compiler/rustc_ast/src/ast.rs,3155,0.000000,0.000000,0.000000,
Positive,enum_variant,compiler/rustc_ast/src/ast.rs,3174,0.000000,0.000000,0.000000,
Never,enum_variant,compiler/rustc_ast/src/ast.rs,3196,0.000000,0.000000,0.000000,
Normal,enum_variant,compiler/rustc_ast/src/ast.rs,3218,0.000000,0.000000,0.000000,
Inline,declaration,compiler/rustc_ast/src/ast.rs,3253,0.000000,0.000000,0.000000,
Yes,enum_variant,compiler/rustc_ast/src/ast.rs,3254,0.000000,0.000000,0.000000,
ModKind,declaration,compiler/rustc_ast/src/ast.rs,3260,0.000000,0.000000,0.000000,
Unloaded,enum_variant,compiler/rustc_ast/src/ast.rs,3267,0.000000,0.000000,0.000000,
ModSpans,declaration,compiler/rustc_ast/src/ast.rs,3271,0.000000,0.000000,0.000000,
UseTreeKind,declaration,compiler/rustc_ast/src/ast.rs,3321,0.000000,0.000000,0.000000,
UseTree,declaration,compiler/rustc_ast/src/ast.rs,3340,0.000000,0.000000,0.000000,
Outer,enum_variant,compiler/rustc_ast/src/ast.rs,3386,0.000000,0.000000,0.000000,
Inner,enum_variant,compiler/rustc_ast/src/ast.rs,3387,0.000000,0.000000,0.000000,
AttrVec,declaration,compiler/rustc_ast/src/ast.rs,3400,0.000000,0.000000,0.000000,
Attribute,declaration,compiler/rustc_ast/src/ast.rs,3404,0.000000,0.000000,0.000000,
AttrKind,declaration,compiler/rustc_ast/src/ast.rs,3437,0.000000,0.000000,0.000000,
NormalAttr,declaration,compiler/rustc_ast/src/ast.rs,3451,0.000000,0.000000,0.000000,
AttrItem,declaration,compiler/rustc_ast/src/ast.rs,3473,0.000000,0.000000,0.000000,
SyntheticAttr,declaration,compiler/rustc_ast/src/ast.rs,3495,0.000000,0.000000,0.000000,
Parens,declaration,compiler/rustc_ast/src/ast.rs,3542,0.000000,0.000000,0.000000,
Yes,enum_variant,compiler/rustc_ast/src/ast.rs,3543,0.000000,0.000000,0.000000,
No,enum_variant,compiler/rustc_ast/src/ast.rs,3544,0.000000,0.000000,0.000000,
Public,enum_variant,compiler/rustc_ast/src/ast.rs,3591,0.000000,0.000000,0.000000,
Inherited,enum_variant,compiler/rustc_ast/src/ast.rs,3593,0.000000,0.000000,0.000000,
MutRestriction,declaration,compiler/rustc_ast/src/ast.rs,3609,0.000000,0.000000,0.000000,
RestrictionKind,declaration,compiler/rustc_ast/src/ast.rs,3620,0.000000,0.000000,0.000000,
Unrestricted,enum_variant,compiler/rustc_ast/src/ast.rs,3621,0.000000,0.000000,0.000000,
FieldDef,declaration,compiler/rustc_ast/src/ast.rs,3629,0.000000,0.000000,0.000000,
FieldDefExtras,declaration,compiler/rustc_ast/src/ast.rs,3645,0.000000,0.000000,0.000000,
Recovered,declaration,compiler/rustc_ast/src/ast.rs,3669,0.000000,0.000000,0.000000,
No,enum_variant,compiler/rustc_ast/src/ast.rs,3670,0.000000,0.000000,0.000000,
Item,declaration,compiler/rustc_ast/src/ast.rs,3711,0.000000,0.000000,0.000000,
Extern,declaration,compiler/rustc_ast/src/ast.rs,3755,0.000000,0.000000,0.000000,
FnHeader,declaration,compiler/rustc_ast/src/ast.rs,3793,0.000000,0.000000,0.000000,
FnContract,declaration,compiler/rustc_ast/src/ast.rs,3916,0.000000,0.000000,0.000000,
Fn,declaration,compiler/rustc_ast/src/ast.rs,3925,0.000000,0.000000,0.000000,
DelegationSource,declaration,compiler/rustc_ast/src/ast.rs,3977,0.000000,0.000000,0.000000,
Single,enum_variant,compiler/rustc_ast/src/ast.rs,3978,0.000000,0.000000,0.000000,
Glob,enum_variant,compiler/rustc_ast/src/ast.rs,3980,0.000000,0.000000,0.000000,
Delegation,declaration,compiler/rustc_ast/src/ast.rs,3984,0.000000,0.000000,0.000000,
DelegationSuffixes,declaration,compiler/rustc_ast/src/ast.rs,4004,0.000000,0.000000,0.000000,
DelegationMac,declaration,compiler/rustc_ast/src/ast.rs,4010,0.000000,0.000000,0.000000,
StaticItem,declaration,compiler/rustc_ast/src/ast.rs,4018,0.000000,0.000000,0.000000,
Body,enum_variant,compiler/rustc_ast/src/ast.rs,4046,0.000000,0.000000,0.000000,
Guard,declaration,compiler/rustc_ast/src/ast.rs,4062,0.000000,0.000000,0.000000,
TestBinderBody,declaration,compiler/rustc_ast/src/ast.rs,4080,0.000000,0.000000,0.000000,
TestBinderExists,declaration,compiler/rustc_ast/src/ast.rs,4096,0.000000,0.000000,0.000000,
ItemKind,declaration,compiler/rustc_ast/src/ast.rs,4126,0.000000,0.000000,0.000000,
AssocItem,declaration,compiler/rustc_ast/src/ast.rs,4318,0.000000,0.000000,0.000000,
AssocItemKind,declaration,compiler/rustc_ast/src/ast.rs,4328,0.000000,0.000000,0.000000,
Error,declaration,compiler/rustc_ast/src/ast.rs,4382,0.000000,0.000000,0.000000,
Error,declaration,compiler/rustc_ast/src/ast.rs,4434,0.000000,0.000000,0.000000,
AstOwner,declaration,compiler/rustc_ast/src/ast.rs,4453,0.000000,0.000000,0.000000,
NonOwner,enum_variant,compiler/rustc_ast/src/ast.rs,4455,0.000000,0.000000,0.000000,
