feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield,r.promise_lazy_argument,r.promise_forcing,r.missing_argument,r.dots_ellipsis,r.default_argument_lazy,r.quote_substitute_eval,r.language_object_pairlist,r.environment,r.lexical_lookup,r.superassignment,r.active_binding,r.delayed_assignment,r.closure_environment_capture,r.atomic_vector,r.list_pairlist,r.vectorized_operation,r.vector_recycling,r.coercion_lattice,r.na_value,r.na_propagation,r.nan_inf_semantics,r.complex_type,r.raw_type,r.one_based_index,r.negative_index_exclusion,r.logical_index,r.double_bracket_index,r.dollar_member_partial_match,r.attributes,r.s3_dispatch,r.s4_dispatch,r.condition_system,r.restarts_unwind,r.on_exit_cleanup,r.copy_on_modify_named,r.gc_protect,r.altrep,r.ffi_C_Call_External,r.native_registration,r.namespace_package,r.bytecode_compiler,r.rng_state
primitive_integer,0.000026,0.000204,0.005213,0.016657,0.000504,0.000000,0.002927,0.000523,0.005213,0.000104,0.000008,0.000514,0.000100,0.005213,0.000000,0.002927,0.000504,0.000008,0.000008,0.000523,0.002810,0.000104,0.000077,0.000301,0.002810,0.000077,0.000026,0.000144,0.000104,0.000104,0.002796,0.016657,0.000065,0.002927,0.012044,0.000144,0.000104,0.000504,0.000104,0.002789,0.005213,0.002927,0.000144,0.000008,0.000065,0.000144,0.000523,0.000523,0.000523,0.000523,0.000000,0.000008,0.000065,0.005213,0.016657,0.005213,0.000061,0.002789,0.000144,0.000100,0.000144,0.000008,0.016657,0.016657,0.000065,0.002796,0.000523,0.011952,0.016657,0.016657,1.003209,0.016657,0.000144,0.016657,0.000144,0.000104,0.000100,0.005213,0.000100,0.005213,0.002810,0.012044,0.000104,0.000100,0.000000,0.000000,0.000077,0.000144,0.005213,0.016657,0.016657,0.005213,0.016657,0.000065,0.002788,0.002810,0.000104,0.000523,0.000360,0.000289,0.000418,0.000322,0.000398,0.000442,0.002212,0.002004,0.000264,0.000277,0.000341,0.000394,0.000264,0.009237,0.007278,0.007054,0.006823,0.012304,0.007307,0.006896,0.007693,0.010008,0.009994,0.005258,0.005234,0.007313,0.005235,0.005217,0.002350,0.000505,0.002122,0.001929,0.000185,0.000082,0.000263,0.000177,0.002292,0.000134,0.000200,0.000256,0.000122,0.000219
primitive_string,0.000026,0.000204,0.005213,0.016657,0.000504,0.000000,0.002927,0.000523,0.005213,0.000104,0.000008,0.000514,0.000100,0.005213,0.000000,0.002927,0.000504,0.000008,0.000008,0.000523,0.002810,0.000104,0.000077,0.000301,0.002810,0.000077,0.000026,0.000144,0.000104,0.000104,0.002796,0.016657,0.000065,0.002927,0.012044,0.000144,0.000104,0.000504,0.000104,0.002789,0.005213,0.002927,0.000144,0.000008,0.000065,0.000144,0.000523,0.000523,0.000523,0.000523,0.000000,0.000008,0.000065,0.005213,0.016657,0.005213,0.000061,0.002789,0.000144,0.000100,0.000144,0.000008,0.016657,0.016657,0.000065,0.002796,0.000523,0.011952,0.016657,0.016657,0.016657,1.003209,0.000144,0.016657,0.000144,0.000104,0.000100,0.005213,0.000100,0.005213,0.002810,0.012044,0.000104,0.000100,0.000000,0.000000,0.000077,0.000144,0.005213,0.016657,0.016657,0.005213,0.016657,0.000065,0.002788,0.002810,0.000104,0.000523,0.000360,0.000289,0.000418,0.000322,0.000398,0.000442,0.002212,0.002004,0.000264,0.000277,0.000341,0.000394,0.000264,0.009237,0.007278,0.007054,0.006823,0.012304,0.007307,0.006896,0.007693,0.010008,0.009994,0.005258,0.005234,0.007313,0.005235,0.005217,0.002350,0.000505,0.002122,0.001929,0.000185,0.000082,0.000263,0.000177,0.002292,0.000134,0.000200,0.000256,0.000122,0.000219
random,0.000222,0.019075,0.000426,0.000233,0.000367,0.008212,0.000313,0.000292,0.000426,0.000125,0.000208,0.000364,0.000212,0.000426,0.008212,0.000313,0.000367,0.000208,0.000208,0.000292,0.000159,0.000125,0.000188,0.019053,0.000159,0.000188,0.000222,0.026209,0.000125,0.000125,0.000231,0.000233,0.000309,0.000313,0.000254,0.026209,0.000125,0.000367,0.000125,0.000236,0.000426,0.000313,0.026209,0.000208,0.000309,0.000300,0.000292,0.000292,0.000292,0.000292,0.008212,0.000208,0.000309,0.000426,0.000233,0.000426,0.001254,0.000236,0.026209,0.000212,0.026209,0.000208,0.000233,0.000233,0.000309,0.000231,0.000292,0.000263,0.000233,0.000233,0.000233,0.000233,1.004663,0.000233,0.019011,0.000125,0.000212,0.000426,0.000212,0.000426,0.000159,0.000254,0.000125,0.000212,0.008212,0.008212,0.000188,0.026209,0.000426,0.000233,0.000233,0.000426,0.000233,0.000309,0.000234,0.000159,0.000125,0.000292,0.003215,0.006859,0.003652,0.000378,0.003201,0.002868,0.003209,0.003161,0.003219,0.002810,0.006818,0.003238,0.003219,0.003242,0.003722,0.003363,0.006922,0.003207,0.003731,0.003291,0.004372,0.003693,0.003687,0.003797,0.004429,0.003822,0.004433,0.003815,0.006891,0.005972,0.002939,0.006690,0.003489,0.003387,0.006879,0.003612,0.003649,0.006668,0.003495,0.003119,0.003506,0.021766
reference,0.000026,0.000204,0.005213,0.016657,0.000504,0.000000,0.002927,0.000523,0.005213,0.000104,0.000008,0.000514,0.000100,0.005213,0.000000,0.002927,0.000504,0.000008,0.000008,0.000523,0.002810,0.000104,0.000077,0.000301,0.002810,0.000077,0.000026,0.000144,0.000104,0.000104,0.002796,0.016657,0.000065,0.002927,0.012044,0.000144,0.000104,0.000504,0.000104,0.002789,0.005213,0.002927,0.000144,0.000008,0.000065,0.000144,0.000523,0.000523,0.000523,0.000523,0.000000,0.000008,0.000065,0.005213,0.016657,0.005213,0.000061,0.002789,0.000144,0.000100,0.000144,0.000008,0.016657,0.016657,0.000065,0.002796,0.000523,0.011952,0.016657,0.016657,0.016657,0.016657,0.000144,1.003209,0.000144,0.000104,0.000100,0.005213,0.000100,0.005213,0.002810,0.012044,0.000104,0.000100,0.000000,0.000000,0.000077,0.000144,0.005213,0.016657,0.016657,0.005213,0.016657,0.000065,0.002788,0.002810,0.000104,0.000523,0.000360,0.000289,0.000418,0.000322,0.000398,0.000442,0.002212,0.002004,0.000264,0.000277,0.000341,0.000394,0.000264,0.009237,0.007278,0.007054,0.006823,0.012304,0.007307,0.006896,0.007693,0.010008,0.009994,0.005258,0.005234,0.007313,0.005235,0.005217,0.002350,0.000505,0.002122,0.001929,0.000185,0.000082,0.000263,0.000177,0.002292,0.000134,0.000200,0.000256,0.000122,0.000219
reflection,0.000244,0.020204,0.000453,0.000255,0.000389,0.000800,0.000343,0.000307,0.000453,0.000136,0.008668,0.000386,0.000232,0.000453,0.000800,0.000343,0.000389,0.008668,0.008668,0.000307,0.000174,0.000136,0.000206,0.020180,0.000174,0.000206,0.000244,0.020832,0.000136,0.000136,0.000253,0.000255,0.000338,0.000343,0.000278,0.020832,0.000136,0.000389,0.000136,0.000258,0.000453,0.000343,0.020832,0.008668,0.000338,0.000329,0.000307,0.000307,0.000307,0.000307,0.000800,0.008668,0.000338,0.000453,0.000255,0.000453,0.000179,0.000258,0.020832,0.000232,0.020832,0.008668,0.000255,0.000255,0.000338,0.000253,0.000307,0.000288,0.000255,0.000255,0.000255,0.000255,0.020832,0.000255,1.003623,0.000136,0.000232,0.000453,0.000232,0.000453,0.000174,0.000278,0.000136,0.000232,0.000800,0.000800,0.000206,0.020832,0.000453,0.000255,0.000255,0.000453,0.000255,0.000338,0.000256,0.000174,0.000136,0.000307,0.003437,0.007278,0.003890,0.000409,0.003414,0.003275,0.003667,0.003384,0.003434,0.002980,0.007245,0.003469,0.003434,0.003466,0.003977,0.003583,0.007339,0.003427,0.003987,0.003504,0.004669,0.003946,0.003939,0.004042,0.004710,0.004070,0.004714,0.004061,0.007325,0.006554,0.003347,0.007113,0.003722,0.003597,0.007293,0.003856,0.004169,0.007081,0.004000,0.003564,0.011966,0.016083
return,0.000000,0.000107,0.003681,0.000144,0.003626,0.000000,0.000275,0.009855,0.003681,0.022777,0.000002,0.003651,0.000105,0.003681,0.000000,0.000275,0.003626,0.000002,0.000002,0.009855,0.006511,0.022777,0.016904,0.000107,0.006511,0.016904,0.000000,0.000107,0.022777,0.022777,0.000333,0.000144,0.000000,0.000275,0.000063,0.000107,0.022777,0.003626,0.022777,0.000275,0.003681,0.000275,0.000107,0.000002,0.000000,0.000073,0.009855,0.009855,0.009855,0.009855,0.000000,0.000002,0.000000,0.003681,0.000144,0.003681,0.000000,0.000275,0.000107,0.000105,0.000107,0.000002,0.000144,0.000144,0.000000,0.000333,0.009855,0.000063,0.000144,0.000144,0.000144,0.000144,0.000107,0.000144,0.000107,1.004221,0.000105,0.003681,0.000105,0.003681,0.006511,0.000063,0.022777,0.000105,0.000000,0.000000,0.016904,0.000107,0.003681,0.000144,0.000144,0.003681,0.000144,0.000000,0.000307,0.006511,0.022777,0.009855,0.002953,0.002818,0.003428,0.002620,0.002863,0.002606,0.000410,0.000221,0.000283,0.000354,0.000286,0.002788,0.000283,0.000417,0.000469,0.002999,0.000422,0.000286,0.000473,0.002953,0.000354,0.000312,0.000311,0.003443,0.000498,0.000487,0.000502,0.000490,0.000371,0.000260,0.000288,0.006105,0.012969,0.012923,0.000199,0.000052,0.000109,0.000081,0.000101,0.000164,0.000075,0.000227
scope,0.000086,0.000426,0.000489,0.000202,0.009511,0.000000,0.005632,0.000550,0.000489,0.000153,0.000026,0.000594,0.031802,0.000489,0.000000,0.005632,0.009511,0.000026,0.000026,0.000550,0.005607,0.000153,0.000081,0.000373,0.005607,0.000081,0.000086,0.000265,0.000153,0.000153,0.005640,0.000202,0.000161,0.005632,0.000299,0.000265,0.000153,0.009511,0.000153,0.005606,0.000489,0.005632,0.000265,0.000026,0.000161,0.023004,0.000550,0.000550,0.000550,0.000550,0.000000,0.000026,0.000161,0.000489,0.000202,0.000489,0.000161,0.005606,0.000265,0.031802,0.000265,0.000026,0.000202,0.000202,0.000161,0.005640,0.000550,0.000352,0.000202,0.000202,0.000202,0.000202,0.000265,0.000202,0.000265,0.000153,1.004921,0.000489,0.031802,0.000489,0.005607,0.000299,0.000153,0.031802,0.000000,0.000000,0.000081,0.000265,0.000489,0.000202,0.000202,0.000489,0.000202,0.000161,0.014523,0.005607,0.000153,0.000550,0.004109,0.004172,0.000708,0.007507,0.004301,0.003732,0.000648,0.023640,0.023661,0.021208,0.017490,0.017598,0.023661,0.000465,0.000531,0.000671,0.000499,0.000416,0.000531,0.000524,0.000553,0.000475,0.000475,0.000618,0.000563,0.000655,0.000575,0.004719,0.000629,0.003768,0.003827,0.000413,0.000250,0.000187,0.000514,0.000330,0.000531,0.000291,0.000461,0.008492,0.000262,0.000401
set,0.000005,0.000200,0.012726,0.003952,0.009330,0.000006,0.000201,0.009479,0.012726,0.002012,0.000010,0.009333,0.000183,0.012726,0.000006,0.000201,0.009330,0.000010,0.000010,0.009479,0.000437,0.002012,0.001791,0.000211,0.000437,0.001791,0.000005,0.000200,0.002012,0.002012,0.000301,0.003952,0.000010,0.000201,0.000492,0.000200,0.002012,0.009330,0.002012,0.000184,0.012726,0.000201,0.000200,0.000010,0.000010,0.000080,0.009479,0.009479,0.009479,0.009479,0.000006,0.000010,0.000010,0.012726,0.003952,0.012726,0.000005,0.000184,0.000200,0.000183,0.000200,0.000010,0.003952,0.003952,0.000010,0.000301,0.009479,0.000480,0.003952,0.003952,0.003952,0.003952,0.000200,0.003952,0.000194,0.002012,0.000183,1.002497,0.000183,0.012726,0.000437,0.000492,0.002012,0.000183,0.000006,0.000006,0.001791,0.000200,0.012726,0.003952,0.003952,0.012726,0.003952,0.000010,0.000292,0.000437,0.002012,0.009479,0.004958,0.003045,0.005871,0.004187,0.003035,0.004322,0.003107,0.000440,0.001534,0.002600,0.001565,0.003072,0.001534,0.006584,0.006961,0.008557,0.006501,0.005214,0.006984,0.008481,0.005521,0.005335,0.005325,0.009377,0.007546,0.007044,0.007554,0.006926,0.003014,0.001301,0.001380,0.000394,0.001672,0.001560,0.001362,0.000145,0.000288,0.000148,0.000157,0.000214,0.000162,0.001546
shadowing,0.000086,0.000426,0.000489,0.000202,0.009511,0.000000,0.005632,0.000550,0.000489,0.000153,0.000026,0.000594,0.031802,0.000489,0.000000,0.005632,0.009511,0.000026,0.000026,0.000550,0.005607,0.000153,0.000081,0.000373,0.005607,0.000081,0.000086,0.000265,0.000153,0.000153,0.005640,0.000202,0.000161,0.005632,0.000299,0.000265,0.000153,0.009511,0.000153,0.005606,0.000489,0.005632,0.000265,0.000026,0.000161,0.023004,0.000550,0.000550,0.000550,0.000550,0.000000,0.000026,0.000161,0.000489,0.000202,0.000489,0.000161,0.005606,0.000265,0.031802,0.000265,0.000026,0.000202,0.000202,0.000161,0.005640,0.000550,0.000352,0.000202,0.000202,0.000202,0.000202,0.000265,0.000202,0.000265,0.000153,0.031802,0.000489,1.004921,0.000489,0.005607,0.000299,0.000153,0.031802,0.000000,0.000000,0.000081,0.000265,0.000489,0.000202,0.000202,0.000489,0.000202,0.000161,0.014523,0.005607,0.000153,0.000550,0.004109,0.004172,0.000708,0.007507,0.004301,0.003732,0.000648,0.023640,0.023661,0.021208,0.017490,0.017598,0.023661,0.000465,0.000531,0.000671,0.000499,0.000416,0.000531,0.000524,0.000553,0.000475,0.000475,0.000618,0.000563,0.000655,0.000575,0.004719,0.000629,0.003768,0.003827,0.000413,0.000250,0.000187,0.000514,0.000330,0.000531,0.000291,0.000461,0.008492,0.000262,0.000401
slice,0.000005,0.000200,0.012726,0.003952,0.009330,0.000006,0.000201,0.009479,0.012726,0.002012,0.000010,0.009333,0.000183,0.012726,0.000006,0.000201,0.009330,0.000010,0.000010,0.009479,0.000437,0.002012,0.001791,0.000211,0.000437,0.001791,0.000005,0.000200,0.002012,0.002012,0.000301,0.003952,0.000010,0.000201,0.000492,0.000200,0.002012,0.009330,0.002012,0.000184,0.012726,0.000201,0.000200,0.000010,0.000010,0.000080,0.009479,0.009479,0.009479,0.009479,0.000006,0.000010,0.000010,0.012726,0.003952,0.012726,0.000005,0.000184,0.000200,0.000183,0.000200,0.000010,0.003952,0.003952,0.000010,0.000301,0.009479,0.000480,0.003952,0.003952,0.003952,0.003952,0.000200,0.003952,0.000194,0.002012,0.000183,0.012726,0.000183,1.002497,0.000437,0.000492,0.002012,0.000183,0.000006,0.000006,0.001791,0.000200,0.012726,0.003952,0.003952,0.012726,0.003952,0.000010,0.000292,0.000437,0.002012,0.009479,0.004958,0.003045,0.005871,0.004187,0.003035,0.004322,0.003107,0.000440,0.001534,0.002600,0.001565,0.003072,0.001534,0.006584,0.006961,0.008557,0.006501,0.005214,0.006984,0.008481,0.005521,0.005335,0.005325,0.009377,0.007546,0.007044,0.007554,0.006926,0.003014,0.001301,0.001380,0.000394,0.001672,0.001560,0.001362,0.000145,0.000288,0.000148,0.000157,0.000214,0.000162,0.001546
struct,0.000185,0.000162,0.000697,0.003401,0.000726,0.000000,0.014369,0.005605,0.000697,0.005682,0.000040,0.000694,0.003348,0.000697,0.000000,0.014369,0.000726,0.000040,0.000040,0.005605,0.019138,0.005682,0.000640,0.000445,0.019138,0.000640,0.000185,0.000119,0.005682,0.005682,0.014214,0.003401,0.000056,0.014369,0.003538,0.000119,0.005682,0.000726,0.005682,0.014205,0.000697,0.014369,0.000119,0.000040,0.000056,0.003183,0.005605,0.005605,0.005605,0.005605,0.000000,0.000040,0.000056,0.000697,0.003401,0.000697,0.000043,0.014205,0.000119,0.003348,0.000119,0.000040,0.003401,0.003401,0.000056,0.014214,0.005605,0.003257,0.003401,0.003401,0.003401,0.003401,0.000119,0.003401,0.000119,0.005682,0.003348,0.000697,0.003348,0.000697,1.002908,0.003538,0.005682,0.003348,0.000000,0.000000,0.000640,0.000119,0.000697,0.003401,0.003401,0.000697,0.003401,0.000056,0.014263,0.019138,0.005682,0.005605,0.000652,0.000591,0.000632,0.004597,0.005230,0.002416,0.002565,0.005307,0.002648,0.002355,0.002587,0.002731,0.002648,0.002616,0.002908,0.002695,0.000506,0.002646,0.002914,0.000652,0.003344,0.002931,0.002928,0.000664,0.000512,0.002909,0.000516,0.002908,0.002683,0.004635,0.007669,0.002379,0.000582,0.000521,0.000207,0.000143,0.002601,0.000279,0.002644,0.005133,0.000143,0.000177
subtyping,0.000037,0.000312,0.000930,0.017276,0.000146,0.000000,0.009865,0.000173,0.000930,0.000065,0.000028,0.000161,0.000212,0.000930,0.000000,0.009865,0.000146,0.000028,0.000028,0.000173,0.004193,0.000065,0.000026,0.005935,0.004193,0.000026,0.000037,0.000225,0.000065,0.000065,0.004173,0.017276,0.000093,0.009865,0.022116,0.000225,0.000065,0.000146,0.000065,0.004163,0.000930,0.009865,0.000225,0.000028,0.000093,0.000275,0.000173,0.000173,0.000173,0.000173,0.000000,0.000028,0.000093,0.000930,0.017276,0.000930,0.000087,0.004163,0.000225,0.000212,0.000225,0.000028,0.017276,0.017276,0.000093,0.004173,0.000173,0.016482,0.017276,0.017276,0.017276,0.017276,0.000225,0.017276,0.000225,0.000065,0.000212,0.000930,0.000212,0.000930,0.004193,1.002939,0.000065,0.000212,0.000000,0.000000,0.000026,0.000225,0.000930,0.017276,0.017276,0.000930,0.017276,0.000093,0.004161,0.004193,0.000065,0.000173,0.000180,0.000201,0.000192,0.000332,0.000451,0.000389,0.002822,0.002803,0.000275,0.000257,0.000398,0.000353,0.000275,0.006719,0.004027,0.003560,0.003394,0.011012,0.004040,0.003348,0.004618,0.007825,0.007816,0.001031,0.001062,0.003985,0.001061,0.001188,0.008556,0.006260,0.008503,0.002657,0.000131,0.000069,0.000242,0.000197,0.003144,0.000170,0.000321,0.000473,0.000137,0.000197
switch_match,0.000000,0.000107,0.003681,0.000144,0.003626,0.000000,0.000275,0.009855,0.003681,0.022777,0.000002,0.003651,0.000105,0.003681,0.000000,0.000275,0.003626,0.000002,0.000002,0.009855,0.006511,0.022777,0.016904,0.000107,0.006511,0.016904,0.000000,0.000107,0.022777,0.022777,0.000333,0.000144,0.000000,0.000275,0.000063,0.000107,0.022777,0.003626,0.022777,0.000275,0.003681,0.000275,0.000107,0.000002,0.000000,0.000073,0.009855,0.009855,0.009855,0.009855,0.000000,0.000002,0.000000,0.003681,0.000144,0.003681,0.000000,0.000275,0.000107,0.000105,0.000107,0.000002,0.000144,0.000144,0.000000,0.000333,0.009855,0.000063,0.000144,0.000144,0.000144,0.000144,0.000107,0.000144,0.000107,0.022777,0.000105,0.003681,0.000105,0.003681,0.006511,0.000063,1.004221,0.000105,0.000000,0.000000,0.016904,0.000107,0.003681,0.000144,0.000144,0.003681,0.000144,0.000000,0.000307,0.006511,0.022777,0.009855,0.002953,0.002818,0.003428,0.002620,0.002863,0.002606,0.000410,0.000221,0.000283,0.000354,0.000286,0.002788,0.000283,0.000417,0.000469,0.002999,0.000422,0.000286,0.000473,0.002953,0.000354,0.000312,0.000311,0.003443,0.000498,0.000487,0.000502,0.000490,0.000371,0.000260,0.000288,0.006105,0.012969,0.012923,0.000199,0.000052,0.000109,0.000081,0.000101,0.000164,0.000075,0.000227
symbol_table,0.000086,0.000426,0.000489,0.000202,0.009511,0.000000,0.005632,0.000550,0.000489,0.000153,0.000026,0.000594,0.031802,0.000489,0.000000,0.005632,0.009511,0.000026,0.000026,0.000550,0.005607,0.000153,0.000081,0.000373,0.005607,0.000081,0.000086,0.000265,0.000153,0.000153,0.005640,0.000202,0.000161,0.005632,0.000299,0.000265,0.000153,0.009511,0.000153,0.005606,0.000489,0.005632,0.000265,0.000026,0.000161,0.023004,0.000550,0.000550,0.000550,0.000550,0.000000,0.000026,0.000161,0.000489,0.000202,0.000489,0.000161,0.005606,0.000265,0.031802,0.000265,0.000026,0.000202,0.000202,0.000161,0.005640,0.000550,0.000352,0.000202,0.000202,0.000202,0.000202,0.000265,0.000202,0.000265,0.000153,0.031802,0.000489,0.031802,0.000489,0.005607,0.000299,0.000153,1.004921,0.000000,0.000000,0.000081,0.000265,0.000489,0.000202,0.000202,0.000489,0.000202,0.000161,0.014523,0.005607,0.000153,0.000550,0.004109,0.004172,0.000708,0.007507,0.004301,0.003732,0.000648,0.023640,0.023661,0.021208,0.017490,0.017598,0.023661,0.000465,0.000531,0.000671,0.000499,0.000416,0.000531,0.000524,0.000553,0.000475,0.000475,0.000618,0.000563,0.000655,0.000575,0.004719,0.000629,0.003768,0.003827,0.000413,0.000250,0.000187,0.000514,0.000330,0.000531,0.000291,0.000461,0.008492,0.000262,0.000401
task_async,0.000000,0.002191,0.000028,0.000000,0.000028,0.059878,0.000000,0.000028,0.000028,0.000000,0.000000,0.000028,0.000000,0.000028,0.059878,0.000000,0.000028,0.000000,0.000000,0.000028,0.000000,0.000000,0.000000,0.001671,0.000000,0.000000,0.000000,0.018795,0.000000,0.000000,0.000000,0.000000,0.000520,0.000000,0.000000,0.018795,0.000000,0.000028,0.000000,0.000000,0.000028,0.000000,0.018795,0.000000,0.000520,0.000520,0.000028,0.000028,0.000028,0.000028,0.059878,0.000000,0.000520,0.000028,0.000000,0.000028,0.043588,0.000000,0.018795,0.000000,0.018795,0.000000,0.000000,0.000000,0.000520,0.000000,0.000028,0.000520,0.000000,0.000000,0.000000,0.000000,0.018795,0.000000,0.001671,0.000000,0.000000,0.000028,0.000000,0.000028,0.000000,0.000000,0.000000,0.000000,1.011967,0.059878,0.000000,0.018795,0.000028,0.000000,0.000000,0.000028,0.000000,0.000520,0.000000,0.000000,0.000000,0.000028,0.000273,0.000605,0.000319,0.000021,0.000273,0.000212,0.000242,0.000242,0.000273,0.000239,0.000564,0.000242,0.000273,0.000242,0.000282,0.000273,0.000605,0.000242,0.000282,0.000273,0.000337,0.000282,0.000282,0.000319,0.000382,0.000319,0.000382,0.000319,0.000564,0.000484,0.000212,0.000564,0.000282,0.000282,0.001125,0.000802,0.000802,0.000564,0.000282,0.000242,0.000282,0.018497
thread,0.000000,0.002191,0.000028,0.000000,0.000028,0.059878,0.000000,0.000028,0.000028,0.000000,0.000000,0.000028,0.000000,0.000028,0.059878,0.000000,0.000028,0.000000,0.000000,0.000028,0.000000,0.000000,0.000000,0.001671,0.000000,0.000000,0.000000,0.018795,0.000000,0.000000,0.000000,0.000000,0.000520,0.000000,0.000000,0.018795,0.000000,0.000028,0.000000,0.000000,0.000028,0.000000,0.018795,0.000000,0.000520,0.000520,0.000028,0.000028,0.000028,0.000028,0.059878,0.000000,0.000520,0.000028,0.000000,0.000028,0.043588,0.000000,0.018795,0.000000,0.018795,0.000000,0.000000,0.000000,0.000520,0.000000,0.000028,0.000520,0.000000,0.000000,0.000000,0.000000,0.018795,0.000000,0.001671,0.000000,0.000000,0.000028,0.000000,0.000028,0.000000,0.000000,0.000000,0.000000,0.059878,1.011967,0.000000,0.018795,0.000028,0.000000,0.000000,0.000028,0.000000,0.000520,0.000000,0.000000,0.000000,0.000028,0.000273,0.000605,0.000319,0.000021,0.000273,0.000212,0.000242,0.000242,0.000273,0.000239,0.000564,0.000242,0.000273,0.000242,0.000282,0.000273,0.000605,0.000242,0.000282,0.000273,0.000337,0.000282,0.000282,0.000319,0.000382,0.000319,0.000382,0.000319,0.000564,0.000484,0.000212,0.000564,0.000282,0.000282,0.001125,0.000802,0.000802,0.000564,0.000282,0.000242,0.000282,0.018497
throw_raise,0.000000,0.000208,0.004228,0.000138,0.004156,0.000000,0.000053,0.005010,0.004228,0.021813,0.000003,0.004188,0.000072,0.004228,0.000000,0.000053,0.004156,0.000003,0.000003,0.005010,0.000946,0.021813,0.028082,0.000208,0.000946,0.028082,0.000000,0.000208,0.021813,0.021813,0.000128,0.000138,0.000000,0.000053,0.000032,0.000208,0.021813,0.004156,0.021813,0.000053,0.004228,0.000053,0.000208,0.000003,0.000000,0.000031,0.005010,0.005010,0.005010,0.005010,0.000000,0.000003,0.000000,0.004228,0.000138,0.004228,0.000000,0.000053,0.000208,0.000072,0.000208,0.000003,0.000138,0.000138,0.000000,0.000128,0.005010,0.000032,0.000138,0.000138,0.000138,0.000138,0.000208,0.000138,0.000208,0.021813,0.000072,0.004228,0.000072,0.004228,0.000946,0.000032,0.021813,0.000072,0.000000,0.000000,1.004268,0.000208,0.004228,0.000138,0.000138,0.004228,0.000138,0.000000,0.000094,0.000946,0.021813,0.005010,0.003563,0.003523,0.004128,0.003056,0.003443,0.003112,0.000399,0.000228,0.000297,0.000333,0.000319,0.003406,0.000297,0.000399,0.000442,0.003583,0.000465,0.000304,0.000447,0.003555,0.000367,0.000328,0.000326,0.004135,0.000489,0.000465,0.000495,0.000453,0.000373,0.000240,0.000195,0.014598,0.023216,0.023139,0.000252,0.000094,0.000131,0.000157,0.000105,0.000130,0.000135,0.000287
time,0.000222,0.019075,0.000426,0.000233,0.000367,0.008212,0.000313,0.000292,0.000426,0.000125,0.000208,0.000364,0.000212,0.000426,0.008212,0.000313,0.000367,0.000208,0.000208,0.000292,0.000159,0.000125,0.000188,0.019053,0.000159,0.000188,0.000222,0.026209,0.000125,0.000125,0.000231,0.000233,0.000309,0.000313,0.000254,0.026209,0.000125,0.000367,0.000125,0.000236,0.000426,0.000313,0.026209,0.000208,0.000309,0.000300,0.000292,0.000292,0.000292,0.000292,0.008212,0.000208,0.000309,0.000426,0.000233,0.000426,0.001254,0.000236,0.026209,0.000212,0.026209,0.000208,0.000233,0.000233,0.000309,0.000231,0.000292,0.000263,0.000233,0.000233,0.000233,0.000233,0.026209,0.000233,0.019011,0.000125,0.000212,0.000426,0.000212,0.000426,0.000159,0.000254,0.000125,0.000212,0.008212,0.008212,0.000188,1.004663,0.000426,0.000233,0.000233,0.000426,0.000233,0.000309,0.000234,0.000159,0.000125,0.000292,0.003215,0.006859,0.003652,0.000378,0.003201,0.002868,0.003209,0.003161,0.003219,0.002810,0.006818,0.003238,0.003219,0.003242,0.003722,0.003363,0.006922,0.003207,0.003731,0.003291,0.004372,0.003693,0.003687,0.003797,0.004429,0.003822,0.004433,0.003815,0.006891,0.005972,0.002939,0.006690,0.003489,0.003387,0.006879,0.003612,0.003649,0.006668,0.003495,0.003119,0.003506,0.021766
