feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield,java.binary_numeric_promotion,java.primitive_widening_narrowing,java.boxing_unboxing,java.method_invocation_conversion,java.overload_resolution,java.generic_erasure,java.wildcard_extends_super,java.capture_conversion,java.type_inference_constraints,java.raw_types,java.intersection_types,java.var_local_inference,java.array_covariance_store_check,java.null_reference_semantics,java.unsigned_absence_signed_wrap,java.ieee754_always_strict,java.class_interface_inheritance,java.records,java.sealed_classes_interfaces,java.enums_semantics,java.annotation_semantics,java.annotation_processing,java.inner_local_anonymous_classes,java.default_interface_methods,java.field_hiding_method_overriding,java.access_control,java.definite_assignment_unassignment,java.effectively_final_capture,java.static_instance_initialization_order,java.lambda_target_typing,java.method_references,java.virtual_interface_dispatch,java.invokedynamic_bootstrap,java.method_handles_varhandles,java.switch_expression,java.pattern_instanceof,java.record_patterns,java.pattern_switch_exhaustiveness,java.foreach_desugaring,java.labeled_break_continue,java.left_to_right_evaluation,java.short_circuit_boolean,java.checked_unchecked_exceptions,java.try_catch_finally,java.try_with_resources_suppression,java.assert_semantics,java.jpms_modules,java.import_static_resolution,java.package_namespace_resolution,java.reflection_runtime_type,java.class_loading_linking_initialization,java.object_identity_hash_monitor,java.string_interning,java.monitor_synchronized,java.volatile_semantics,java.final_field_memory_semantics,java.happens_before_jmm,java.atomic_varhandle_ordering,java.thread_interruption,java.virtual_threads,java.structured_concurrency,java.classfile_descriptors_signatures,java.bytecode_operand_stack_frames,java.bytecode_verification,java.exception_table_bytecode,java.constant_pool,java.jvm_gc_allocation,java.gc_reachability_reference_types,java.safepoint_deoptimization_osr,java.tiered_jit_compilation,java.escape_analysis_scalar_replacement,java.object_layout_headers_compressed_oops,java.jni_boundary,java.foreign_function_memory_api,java.native_method_resolution,java.compile_time_constants,java.classfile_lowering,java.bridge_synthetic_methods,java.preview_feature_gating,java.value_class_preview
symbol_table,0.000002,0.000043,0.000046,0.000305,0.000046,0.000030,0.004502,0.000046,0.000046,0.000034,0.000120,0.000539,0.014532,0.000091,0.000000,0.004707,0.000738,0.000120,0.000120,0.000046,0.004502,0.000034,0.000034,0.000589,0.004500,0.000034,0.000002,0.000081,0.000034,0.000034,0.004526,0.000349,0.000002,0.003912,0.000305,0.000081,0.000034,0.000046,0.000248,0.031795,0.000046,0.004606,0.000081,0.000120,0.000068,0.014507,0.000046,0.000046,0.000046,0.000046,0.000000,0.000120,0.000002,0.000046,0.001064,0.001759,0.000000,0.031832,0.001147,0.015378,0.000081,0.000120,0.000305,0.000748,0.000002,0.004362,0.000046,0.000305,0.000305,0.000305,0.000305,0.000305,0.000081,0.000305,0.000098,0.000034,0.032188,0.000046,0.014322,0.000046,0.004519,0.000474,0.000034,1.004113,0.000000,0.000000,0.000034,0.000081,0.000046,0.000305,0.000349,0.000046,0.000305,0.000002,0.005061,0.005511,0.000034,0.000046,0.000299,0.000299,0.000326,0.004322,0.004402,0.000306,0.000306,0.000746,0.000299,0.000333,0.000299,0.000347,0.000299,0.000299,0.000299,0.000299,0.006192,0.006226,0.006192,0.006191,0.006190,0.000640,0.007332,0.004401,0.004391,0.031774,0.009884,0.009312,0.006232,0.004323,0.004321,0.004387,0.000251,0.002184,0.000227,0.000227,0.000268,0.000227,0.000227,0.000227,0.000041,0.000041,0.000063,0.000063,0.000063,0.000227,0.031860,0.031914,0.032112,0.002210,0.000850,0.000271,0.000244,0.000046,0.000046,0.000125,0.000046,0.000046,0.000046,0.000046,0.000046,0.000277,0.000251,0.000251,0.000251,0.000290,0.000065,0.000065,0.000062,0.000062,0.000062,0.000065,0.000046,0.000046,0.000302,0.000640,0.000603,0.000627,0.000640,0.006192
task_async,0.000000,0.000496,0.000193,0.000000,0.000193,0.031352,0.000000,0.000193,0.000193,0.000000,0.000000,0.000193,0.000000,0.000193,0.030779,0.000527,0.000193,0.000000,0.000000,0.000193,0.000000,0.000000,0.000000,0.000496,0.000000,0.000000,0.000000,0.000496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000496,0.000000,0.000193,0.000000,0.000000,0.000193,0.000000,0.000496,0.000000,0.000000,0.000000,0.000193,0.000193,0.000193,0.000193,0.031181,0.000000,0.000000,0.000193,0.000000,0.000193,0.031677,0.000000,0.000496,0.000000,0.000496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000496,0.000000,0.000496,0.000000,0.000000,0.000193,0.000000,0.000193,0.000000,0.000000,0.000000,0.000000,1.007291,0.032214,0.000000,0.000496,0.000193,0.000000,0.000000,0.000193,0.000000,0.000000,0.000527,0.000000,0.000000,0.000193,0.000174,0.000174,0.000174,0.000145,0.000145,0.000174,0.000174,0.000174,0.000174,0.000174,0.000174,0.000174,0.000174,0.000174,0.000174,0.000174,0.000174,0.000174,0.000174,0.000174,0.000174,0.000000,0.000174,0.000145,0.000145,0.000000,0.000174,0.000174,0.000174,0.000145,0.000145,0.000145,0.000347,0.001100,0.000158,0.000158,0.000158,0.000158,0.000158,0.000158,0.000174,0.000174,0.000386,0.000386,0.000386,0.000158,0.000000,0.000000,0.000000,0.000347,0.000174,0.001663,0.000174,0.031599,0.031594,0.031243,0.031810,0.031594,0.040228,0.040228,0.040228,0.000347,0.000347,0.000347,0.000347,0.000347,0.000386,0.000386,0.001034,0.000347,0.000347,0.000386,0.000174,0.000174,0.000174,0.000000,0.000000,0.000000,0.000000,0.000174
thread,0.000032,0.000511,0.000215,0.000000,0.000215,0.026825,0.000000,0.000215,0.000215,0.000032,0.000779,0.000215,0.000000,0.000215,0.026204,0.000439,0.000215,0.000568,0.000073,0.000215,0.000000,0.000032,0.000032,0.000511,0.000000,0.000032,0.000032,0.000511,0.000032,0.000032,0.000000,0.000000,0.000032,0.000000,0.000000,0.000511,0.000032,0.000215,0.000032,0.000000,0.000215,0.000000,0.000511,0.000073,0.000032,0.000000,0.000215,0.000215,0.000215,0.000215,0.026635,0.000073,0.000032,0.000215,0.000000,0.000215,0.027144,0.000000,0.000511,0.000000,0.000511,0.000779,0.000000,0.000000,0.000032,0.000000,0.000215,0.000000,0.000000,0.000000,0.000000,0.000000,0.000511,0.000000,0.000511,0.000032,0.000000,0.000215,0.000000,0.000215,0.000000,0.000000,0.000032,0.000000,0.026794,1.008159,0.000032,0.000511,0.000215,0.000000,0.000000,0.000215,0.000000,0.000032,0.000439,0.000000,0.000032,0.000215,0.000193,0.000193,0.000193,0.000161,0.000161,0.000193,0.000193,0.000193,0.000193,0.000193,0.000193,0.000193,0.000193,0.000193,0.000193,0.000193,0.000193,0.000193,0.000193,0.000193,0.000193,0.000057,0.000193,0.000161,0.000161,0.000000,0.000225,0.000225,0.000193,0.000161,0.000161,0.000161,0.000519,0.000985,0.000204,0.000204,0.000204,0.000204,0.000204,0.000204,0.000193,0.000193,0.000430,0.000430,0.000430,0.000204,0.000000,0.000000,0.000000,0.000359,0.000264,0.001503,0.000264,0.034305,0.034301,0.026641,0.034483,0.034301,0.034146,0.034146,0.034146,0.000519,0.000519,0.000519,0.000519,0.000519,0.000430,0.000430,0.028615,0.000903,0.000903,0.000430,0.000225,0.000225,0.000225,0.000057,0.000057,0.000057,0.000057,0.000193
throw_raise,0.000004,0.000824,0.002616,0.000056,0.002632,0.000000,0.000060,0.002616,0.002650,0.013165,0.000209,0.002555,0.000086,0.002706,0.000000,0.000076,0.002522,0.000104,0.000026,0.002616,0.000088,0.013165,0.025947,0.000444,0.000060,0.026287,0.000004,0.000263,0.013165,0.013165,0.000076,0.000097,0.000004,0.000086,0.000056,0.000263,0.013165,0.002616,0.013399,0.000060,0.002616,0.000091,0.000263,0.000206,0.000004,0.000027,0.002616,0.002617,0.002616,0.002616,0.000000,0.000026,0.000004,0.002616,0.000056,0.002521,0.000000,0.000060,0.000327,0.000174,0.000263,0.000123,0.000056,0.000203,0.000004,0.000202,0.004297,0.000056,0.000563,0.000056,0.000056,0.000056,0.000263,0.000056,0.000263,0.013140,0.000062,0.002616,0.000074,0.002616,0.000137,0.000954,0.013213,0.000027,0.000000,0.000035,1.004326,0.000263,0.002616,0.000056,0.000099,0.002616,0.000056,0.000004,0.000144,0.000060,0.013140,0.004254,0.000231,0.000205,0.000205,0.001693,0.001669,0.000181,0.000181,0.000181,0.000181,0.000181,0.000181,0.000181,0.000792,0.000210,0.000206,0.000206,0.000157,0.000157,0.000157,0.000157,0.000157,0.000064,0.000157,0.001663,0.001669,0.000083,0.002038,0.001882,0.000157,0.001670,0.001683,0.001670,0.001876,0.000256,0.007886,0.007905,0.007889,0.007889,0.007939,0.007998,0.004661,0.004784,0.033772,0.033938,0.025739,0.033487,0.000058,0.000083,0.000058,0.000256,0.000156,0.000156,0.000156,0.000246,0.000246,0.000246,0.000246,0.000246,0.000246,0.000246,0.000246,0.001850,0.001848,0.001849,0.002435,0.001849,0.000202,0.000202,0.001769,0.001767,0.001768,0.000202,0.000104,0.000104,0.000104,0.000064,0.000064,0.000064,0.000064,0.000157
time,0.000238,0.013792,0.000102,0.000285,0.000102,0.000975,0.000282,0.000102,0.000157,0.000077,0.000280,0.000372,0.000392,0.000174,0.000439,0.001290,0.000333,0.000122,0.000035,0.000102,0.000311,0.000077,0.000292,0.014518,0.000282,0.000368,0.000263,0.029288,0.000077,0.000077,0.000292,0.000325,0.000714,0.000403,0.000306,0.029288,0.000077,0.000102,0.000077,0.000167,0.000102,0.000322,0.029288,0.000235,0.000343,0.000197,0.000102,0.000120,0.000102,0.000102,0.000523,0.000035,0.000238,0.000102,0.000272,0.000333,0.000582,0.000209,0.013410,0.000348,0.029288,0.000143,0.000285,0.000381,0.000546,0.000413,0.000102,0.000425,0.000285,0.000295,0.000301,0.000325,0.029288,0.000393,0.029577,0.000077,0.000094,0.000102,0.000351,0.000102,0.000288,0.000475,0.000077,0.000072,0.000501,0.000622,0.000292,1.004825,0.000102,0.000280,0.000338,0.000102,0.000285,0.000546,0.000554,0.000275,0.000077,0.000102,0.002320,0.002320,0.002320,0.001981,0.001981,0.002319,0.002319,0.002320,0.002320,0.002320,0.002319,0.002320,0.002320,0.002320,0.002320,0.002320,0.002263,0.002263,0.002263,0.002262,0.002262,0.000105,0.002263,0.002031,0.002030,0.000150,0.000389,0.000389,0.002263,0.001981,0.001980,0.002031,0.002174,0.029773,0.000140,0.000140,0.000140,0.000140,0.000140,0.000140,0.000105,0.000105,0.004770,0.004765,0.005042,0.000140,0.000150,0.000150,0.000150,0.029771,0.002213,0.002213,0.002210,0.004331,0.004331,0.004336,0.004332,0.004331,0.004330,0.004330,0.004330,0.001999,0.001997,0.001998,0.001998,0.001998,0.005120,0.005042,0.001921,0.001919,0.002214,0.005047,0.002206,0.002208,0.002383,0.000105,0.000105,0.000287,0.000105,0.002263
tuple,0.000004,0.000076,0.017188,0.000128,0.017252,0.000121,0.000039,0.017188,0.017367,0.001883,0.000114,0.008304,0.000064,0.017309,0.000094,0.000103,0.008130,0.000057,0.000014,0.017188,0.000054,0.001883,0.001568,0.000412,0.000039,0.001602,0.000004,0.000056,0.001883,0.001883,0.000058,0.000159,0.000004,0.000154,0.000139,0.000056,0.001883,0.017188,0.002117,0.000039,0.017188,0.000077,0.000056,0.000112,0.000004,0.000023,0.017188,0.017207,0.017188,0.017188,0.000103,0.000014,0.000004,0.017188,0.000055,0.008280,0.000116,0.000039,0.000074,0.000345,0.000056,0.000067,0.000128,0.000386,0.000004,0.000356,0.008303,0.000126,0.000392,0.000133,0.000136,0.000126,0.000056,0.000128,0.000063,0.001871,0.000041,0.017188,0.000048,0.017188,0.000079,0.000221,0.001906,0.000023,0.000108,0.000144,0.001604,0.000056,1.003512,0.000126,0.000165,0.017188,0.000128,0.000004,0.000108,0.000039,0.001871,0.008279,0.001534,0.001325,0.001325,0.002326,0.002135,0.001127,0.001127,0.001127,0.001127,0.001127,0.001127,0.001127,0.001155,0.001362,0.001336,0.001336,0.000067,0.000067,0.000067,0.000067,0.000067,0.000035,0.000067,0.002109,0.002135,0.000134,0.001085,0.001164,0.000067,0.002137,0.002188,0.002136,0.001120,0.000955,0.003936,0.004113,0.003937,0.003937,0.003916,0.003922,0.017478,0.017286,0.001235,0.001243,0.001236,0.003938,0.000040,0.000134,0.000040,0.000955,0.000057,0.000057,0.000057,0.000993,0.000993,0.000994,0.000993,0.000993,0.000993,0.000993,0.000993,0.001027,0.001026,0.001026,0.001053,0.001026,0.000034,0.000034,0.000983,0.000982,0.000983,0.000034,0.000036,0.000036,0.000036,0.000035,0.000035,0.000035,0.000035,0.000067
tuple_type,0.000056,0.000104,0.000096,0.013309,0.000096,0.000011,0.001501,0.000096,0.000461,0.000059,0.000133,0.000280,0.000196,0.000479,0.000000,0.001790,0.000258,0.000074,0.000089,0.000096,0.001494,0.000059,0.000019,0.000343,0.001466,0.000159,0.000066,0.000118,0.000059,0.000059,0.001479,0.013310,0.000053,0.013507,0.013454,0.000118,0.000059,0.000096,0.000061,0.001375,0.000096,0.001502,0.000118,0.000098,0.000066,0.000236,0.000096,0.000218,0.000096,0.000096,0.000018,0.000079,0.000056,0.000096,0.005948,0.000288,0.000018,0.001393,0.000117,0.000255,0.000118,0.000031,0.013310,0.006013,0.000019,0.001475,0.000142,0.013301,0.013325,0.013380,0.013434,0.013317,0.000118,0.013314,0.000124,0.000056,0.000132,0.000096,0.000061,0.000096,0.001478,0.013551,0.000064,0.000115,0.000000,0.000000,0.000026,0.000118,0.000096,1.002812,0.013382,0.000096,0.013310,0.000019,0.001457,0.001488,0.000056,0.000137,0.013366,0.013363,0.013374,0.001881,0.001885,0.013385,0.013385,0.013389,0.013424,0.013359,0.013395,0.013341,0.013359,0.013365,0.013323,0.013325,0.001333,0.001233,0.001333,0.001220,0.001220,0.000978,0.001216,0.001889,0.001969,0.001026,0.000065,0.000065,0.001235,0.002113,0.001859,0.001884,0.000914,0.000989,0.000817,0.000818,0.000833,0.000932,0.000817,0.000818,0.000090,0.000227,0.000215,0.000097,0.000097,0.000950,0.001037,0.001019,0.001018,0.000998,0.001041,0.001022,0.001143,0.000078,0.000078,0.000107,0.000078,0.000078,0.000078,0.000078,0.000078,0.001156,0.000913,0.001045,0.000914,0.000929,0.000109,0.000252,0.000106,0.000106,0.000106,0.000248,0.000974,0.001107,0.000975,0.001243,0.000964,0.001065,0.000977,0.001220
type_inference,0.000051,0.000116,0.000114,0.012197,0.000114,0.000010,0.001396,0.000114,0.000446,0.000071,0.000400,0.000400,0.000193,0.000463,0.000000,0.001659,0.000429,0.000093,0.000107,0.000114,0.001390,0.000071,0.000035,0.000459,0.001364,0.000162,0.000060,0.000129,0.000071,0.000071,0.001376,0.012363,0.000048,0.012377,0.012340,0.000129,0.000071,0.000114,0.000074,0.001281,0.000114,0.001397,0.000129,0.000293,0.000060,0.000229,0.000114,0.000225,0.000114,0.000114,0.000017,0.000098,0.000050,0.000114,0.005454,0.000408,0.000017,0.001298,0.000129,0.000363,0.000129,0.000054,0.012197,0.005665,0.000017,0.001489,0.000156,0.012189,0.012211,0.012261,0.012310,0.012204,0.000129,0.012201,0.000135,0.000069,0.000135,0.000114,0.000070,0.000114,0.001375,0.012417,0.000076,0.000119,0.000000,0.000000,0.000042,0.000129,0.000114,0.012164,1.003201,0.000114,0.012198,0.000017,0.001397,0.001384,0.000069,0.000152,0.012272,0.012270,0.012280,0.001873,0.001877,0.012290,0.012290,0.012293,0.015824,0.012266,0.012298,0.015749,0.012266,0.012271,0.012233,0.012235,0.001270,0.001179,0.001270,0.001167,0.001167,0.000932,0.001163,0.001881,0.001953,0.000965,0.000091,0.000091,0.001181,0.013928,0.001854,0.001877,0.001052,0.000955,0.000788,0.000788,0.000802,0.000892,0.000788,0.000788,0.000106,0.000231,0.000231,0.000123,0.000123,0.000908,0.000975,0.000959,0.000958,0.000964,0.001001,0.000983,0.001093,0.000097,0.000097,0.000124,0.000097,0.000097,0.000097,0.000097,0.000097,0.001271,0.001051,0.013480,0.001052,0.001065,0.000117,0.000247,0.000170,0.000170,0.000170,0.000243,0.000914,0.001035,0.000915,0.001174,0.000920,0.001011,0.000932,0.001167
unary_op,0.000004,0.000076,0.017188,0.000128,0.017252,0.000121,0.000039,0.017188,0.017367,0.001883,0.000114,0.008304,0.000064,0.017309,0.000094,0.000103,0.008130,0.000057,0.000014,0.017188,0.000054,0.001883,0.001568,0.000412,0.000039,0.001602,0.000004,0.000056,0.001883,0.001883,0.000058,0.000159,0.000004,0.000154,0.000139,0.000056,0.001883,0.017188,0.002117,0.000039,0.017188,0.000077,0.000056,0.000112,0.000004,0.000023,0.017188,0.017207,0.017188,0.017188,0.000103,0.000014,0.000004,0.017188,0.000055,0.008280,0.000116,0.000039,0.000074,0.000345,0.000056,0.000067,0.000128,0.000386,0.000004,0.000356,0.008303,0.000126,0.000392,0.000133,0.000136,0.000126,0.000056,0.000128,0.000063,0.001871,0.000041,0.017188,0.000048,0.017188,0.000079,0.000221,0.001906,0.000023,0.000108,0.000144,0.001604,0.000056,0.017188,0.000126,0.000165,1.003512,0.000128,0.000004,0.000108,0.000039,0.001871,0.008279,0.001534,0.001325,0.001325,0.002326,0.002135,0.001127,0.001127,0.001127,0.001127,0.001127,0.001127,0.001127,0.001155,0.001362,0.001336,0.001336,0.000067,0.000067,0.000067,0.000067,0.000067,0.000035,0.000067,0.002109,0.002135,0.000134,0.001085,0.001164,0.000067,0.002137,0.002188,0.002136,0.001120,0.000955,0.003936,0.004113,0.003937,0.003937,0.003916,0.003922,0.017478,0.017286,0.001235,0.001243,0.001236,0.003938,0.000040,0.000134,0.000040,0.000955,0.000057,0.000057,0.000057,0.000993,0.000993,0.000994,0.000993,0.000993,0.000993,0.000993,0.000993,0.001027,0.001026,0.001026,0.001053,0.001026,0.000034,0.000034,0.000983,0.000982,0.000983,0.000034,0.000036,0.000036,0.000036,0.000035,0.000035,0.000035,0.000035,0.000067
union_sum,0.000055,0.000105,0.000097,0.013198,0.000097,0.000011,0.001487,0.000097,0.000457,0.000058,0.000132,0.000279,0.000194,0.000476,0.000000,0.001773,0.000257,0.000073,0.000088,0.000097,0.001480,0.000058,0.000019,0.000341,0.001452,0.000157,0.000065,0.000119,0.000058,0.000058,0.001465,0.013199,0.000052,0.013394,0.013354,0.000119,0.000058,0.000097,0.000060,0.001362,0.000097,0.001488,0.000119,0.000097,0.000065,0.000233,0.000097,0.000218,0.000097,0.000097,0.000018,0.000078,0.000055,0.000097,0.005892,0.000287,0.000018,0.001380,0.000118,0.000252,0.000119,0.000030,0.013198,0.005956,0.000019,0.001461,0.000143,0.013190,0.013214,0.013268,0.013322,0.013205,0.000119,0.013202,0.000125,0.000055,0.000131,0.000097,0.000060,0.000097,0.001464,0.013450,0.000063,0.000114,0.000000,0.000000,0.000026,0.000119,0.000097,0.013163,0.013270,0.000097,1.002865,0.000019,0.001443,0.001474,0.000055,0.000138,0.013254,0.013251,0.013262,0.001868,0.001872,0.013273,0.013273,0.013276,0.013311,0.013247,0.017086,0.013229,0.013247,0.013253,0.013212,0.013213,0.001322,0.001224,0.001322,0.001211,0.001210,0.000969,0.001207,0.001876,0.001955,0.001016,0.000064,0.000064,0.001226,0.002098,0.001847,0.001871,0.000908,0.000984,0.000810,0.000810,0.000826,0.000923,0.000810,0.000810,0.000090,0.000226,0.000215,0.000097,0.000097,0.000941,0.001027,0.001009,0.001008,0.000993,0.001034,0.001014,0.001134,0.000078,0.000078,0.000108,0.000078,0.000078,0.000078,0.000078,0.000078,0.001146,0.000907,0.001037,0.000907,0.000922,0.000110,0.000251,0.000107,0.000107,0.000107,0.000247,0.000967,0.001099,0.000968,0.001231,0.000955,0.001055,0.000968,0.001211
unsafe,0.021086,0.042574,0.000009,0.000067,0.000009,0.000040,0.000030,0.000009,0.000009,0.000007,0.000236,0.000009,0.000003,0.000009,0.000000,0.003558,0.000009,0.000169,0.000039,0.000009,0.000030,0.000007,0.000007,0.001104,0.000030,0.000007,0.021288,0.000814,0.000007,0.000007,0.000030,0.000067,0.044408,0.000030,0.000067,0.000814,0.000007,0.000009,0.000007,0.000030,0.000009,0.000030,0.000814,0.000148,0.022018,0.000003,0.000009,0.000009,0.000009,0.000009,0.000150,0.000039,0.021083,0.000009,0.000067,0.000009,0.000150,0.000174,0.000763,0.000285,0.000814,0.000200,0.000067,0.000067,0.042783,0.000030,0.000009,0.001346,0.000067,0.000067,0.000067,0.000223,0.000814,0.001134,0.000836,0.000007,0.000003,0.000009,0.000003,0.000009,0.000030,0.000067,0.000007,0.000003,0.000000,0.000058,0.000007,0.000814,0.000009,0.000067,0.000067,0.000009,0.000067,1.006734,0.000030,0.000030,0.000007,0.000009,0.000291,0.000291,0.000291,0.000238,0.000238,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000251,0.000251,0.000251,0.000251,0.000251,0.000054,0.000251,0.000238,0.000238,0.000023,0.000016,0.000016,0.000251,0.000238,0.000238,0.000238,0.000281,0.003002,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000009,0.000009,0.000443,0.000443,0.001344,0.000030,0.000023,0.000023,0.000023,0.003002,0.007222,0.007223,0.008437,0.000391,0.000391,0.000391,0.000391,0.000391,0.000391,0.000391,0.000391,0.000281,0.000281,0.000281,0.000281,0.000281,0.043599,0.043375,0.002866,0.002863,0.003836,0.043967,0.015910,0.014997,0.014590,0.000054,0.000054,0.000054,0.000054,0.000928
variable,0.000012,0.000281,0.000115,0.002045,0.000115,0.000351,0.008428,0.000115,0.000148,0.000140,0.000260,0.000395,0.017062,0.000183,0.000315,0.009086,0.000965,0.000231,0.000278,0.000115,0.008451,0.000140,0.000084,0.000682,0.008309,0.000113,0.000012,0.000327,0.000140,0.000140,0.008317,0.002082,0.000037,0.008094,0.002058,0.000327,0.000140,0.000115,0.000714,0.007912,0.000115,0.008379,0.000327,0.000211,0.000073,0.003286,0.000115,0.000126,0.000115,0.000115,0.000341,0.000246,0.000012,0.000115,0.002797,0.000542,0.000457,0.007945,0.016676,0.002616,0.000327,0.000089,0.002045,0.001923,0.000012,0.007769,0.000180,0.002043,0.002058,0.002051,0.002107,0.002122,0.000327,0.002045,0.000347,0.000136,0.003257,0.000115,0.016723,0.000115,0.008343,0.002217,0.000147,0.002666,0.000315,0.000315,0.000095,0.000327,0.000115,0.002041,0.002153,0.000115,0.002045,0.000012,1.004141,0.008444,0.000136,0.000174,0.001729,0.001729,0.001800,0.002515,0.002552,0.001747,0.001747,0.002260,0.001746,0.001813,0.001733,0.020904,0.001728,0.001729,0.001724,0.001724,0.005827,0.005904,0.005827,0.005814,0.005811,0.002818,0.006278,0.002714,0.002530,0.005311,0.022243,0.022329,0.021922,0.002541,0.002508,0.002677,0.001278,0.002467,0.001151,0.001151,0.001259,0.001166,0.001151,0.001151,0.000109,0.000126,0.000228,0.000213,0.000213,0.001168,0.005378,0.005276,0.005282,0.002534,0.001484,0.001347,0.001290,0.000463,0.000463,0.020530,0.000463,0.000463,0.000463,0.000463,0.000463,0.001362,0.001276,0.001293,0.001277,0.001381,0.000232,0.000250,0.000247,0.000247,0.000247,0.000250,0.000144,0.000160,0.000171,0.002855,0.002723,0.002787,0.002816,0.005814
visibility,0.000010,0.000098,0.000035,0.001756,0.000035,0.000030,0.015381,0.000035,0.000063,0.000071,0.000248,0.000270,0.001988,0.000092,0.000000,0.015806,0.000268,0.000223,0.000263,0.000035,0.015342,0.000071,0.000024,0.000435,0.015273,0.000049,0.000010,0.000136,0.000071,0.000071,0.015244,0.001787,0.000031,0.007145,0.001767,0.000136,0.000071,0.000035,0.000097,0.007545,0.000035,0.015377,0.000136,0.000206,0.000202,0.014962,0.000035,0.000044,0.000035,0.000035,0.000021,0.000236,0.000010,0.000035,0.015013,0.000699,0.000021,0.007572,0.000279,0.002012,0.000136,0.000105,0.001756,0.001759,0.000010,0.007120,0.000090,0.001754,0.001767,0.001761,0.001809,0.001821,0.000136,0.001756,0.000153,0.000068,0.002757,0.000035,0.001797,0.000035,0.015343,0.002168,0.000077,0.002441,0.000000,0.000000,0.000033,0.000136,0.000035,0.001753,0.001794,0.000035,0.001756,0.000010,0.007098,1.003554,0.000068,0.000084,0.001447,0.001447,0.001579,0.002236,0.002268,0.001462,0.001462,0.001501,0.001461,0.001591,0.001450,0.001549,0.001446,0.001447,0.001442,0.001443,0.015320,0.015385,0.015320,0.015308,0.015303,0.002719,0.015322,0.002613,0.002249,0.018524,0.001412,0.001394,0.015397,0.002258,0.002231,0.002543,0.001073,0.002166,0.000968,0.000969,0.001169,0.000981,0.000968,0.000968,0.000036,0.000051,0.000109,0.000097,0.000097,0.000983,0.018569,0.005096,0.005100,0.002292,0.001416,0.001300,0.001180,0.000076,0.000076,0.000327,0.000076,0.000076,0.000076,0.000076,0.000076,0.001145,0.001072,0.001087,0.001073,0.001268,0.000225,0.000240,0.000118,0.000118,0.000118,0.000240,0.000114,0.000129,0.000137,0.002750,0.002539,0.002593,0.002717,0.015311
while,0.000003,0.000173,0.002150,0.000085,0.002161,0.000000,0.000087,0.002150,0.002174,0.019660,0.000147,0.002108,0.000061,0.002379,0.000000,0.000098,0.002084,0.000074,0.000018,0.002150,0.000106,0.019660,0.009045,0.000177,0.000087,0.009125,0.000003,0.000049,0.019661,0.019661,0.000098,0.000113,0.000003,0.000105,0.000085,0.000049,0.019660,0.002150,0.019815,0.000087,0.002150,0.000109,0.000049,0.000145,0.000003,0.000019,0.002150,0.002151,0.002150,0.002150,0.000000,0.000018,0.000003,0.002150,0.000085,0.002083,0.000000,0.000087,0.000094,0.000122,0.000049,0.000087,0.000085,0.000188,0.000003,0.000187,0.019759,0.000085,0.000356,0.000085,0.000085,0.000085,0.000049,0.000085,0.000049,0.019586,0.000044,0.002150,0.000052,0.002150,0.000326,0.000446,0.019803,0.000019,0.000000,0.000025,0.009260,0.000049,0.002150,0.000085,0.000115,0.002150,0.000085,0.000003,0.000147,0.000087,1.003899,0.019623,0.000172,0.000154,0.000154,0.001246,0.001229,0.000137,0.000137,0.000137,0.000137,0.000137,0.000137,0.000137,0.000331,0.000157,0.000155,0.000155,0.000101,0.000101,0.000101,0.000101,0.000101,0.000081,0.000101,0.001225,0.001229,0.000095,0.001691,0.001426,0.000101,0.001230,0.001239,0.001230,0.001408,0.000139,0.019725,0.019739,0.019732,0.019732,0.019751,0.019844,0.003616,0.003847,0.005879,0.005938,0.005883,0.019845,0.000076,0.000095,0.000076,0.000139,0.000100,0.000100,0.000100,0.000131,0.000131,0.000131,0.000131,0.000131,0.000131,0.000131,0.000131,0.001390,0.001388,0.001389,0.001576,0.001389,0.000040,0.000040,0.001285,0.001283,0.001284,0.000040,0.000028,0.000028,0.000028,0.000081,0.000081,0.000081,0.000081,0.000101
