language,from_node,relation,to_node,required,multiple,named,evidence
nim,conditional_declaration,FIELD:condition,ref_type,True,False,True,node-types.json
nim,conditional_declaration,FIELD:condition,try,True,False,True,node-types.json
nim,conditional_declaration,FIELD:condition,tuple_construction,True,False,True,node-types.json
nim,conditional_declaration,FIELD:condition,tuple_type,True,False,True,node-types.json
nim,conditional_declaration,FIELD:condition,var_type,True,False,True,node-types.json
nim,conditional_declaration,FIELD:condition,when,True,False,True,node-types.json
nim,conditional_declaration,FIELD:consequence,field_declaration_list,True,False,True,node-types.json
nim,converter_declaration,FIELD:body,statement_list,False,False,True,node-types.json
nim,converter_declaration,FIELD:generic_parameters,generic_parameter_list,False,False,True,node-types.json
nim,converter_declaration,FIELD:name,accent_quoted,True,False,True,node-types.json
nim,converter_declaration,FIELD:name,blank_identifier,True,False,True,node-types.json
nim,converter_declaration,FIELD:name,exported_symbol,True,False,True,node-types.json
nim,converter_declaration,FIELD:name,identifier,True,False,True,node-types.json
nim,converter_declaration,FIELD:parameters,parameter_declaration_list,False,False,True,node-types.json
nim,converter_declaration,FIELD:pragmas,pragma_list,False,False,True,node-types.json
nim,converter_declaration,FIELD:return_type,type_expression,False,False,True,node-types.json
nim,converter_declaration,FIELD:rewrite_pattern,term_rewriting_pattern,False,False,True,node-types.json
nim,curly_expression,FIELD:left,accent_quoted,True,False,True,node-types.json
nim,curly_expression,FIELD:left,array_construction,True,False,True,node-types.json
nim,curly_expression,FIELD:left,blank_identifier,True,False,True,node-types.json
nim,curly_expression,FIELD:left,bracket_expression,True,False,True,node-types.json
nim,curly_expression,FIELD:left,call,True,False,True,node-types.json
nim,curly_expression,FIELD:left,cast,True,False,True,node-types.json
nim,curly_expression,FIELD:left,char_literal,True,False,True,node-types.json
nim,curly_expression,FIELD:left,curly_construction,True,False,True,node-types.json
nim,curly_expression,FIELD:left,curly_expression,True,False,True,node-types.json
nim,curly_expression,FIELD:left,custom_numeric_literal,True,False,True,node-types.json
nim,curly_expression,FIELD:left,distinct_type,True,False,True,node-types.json
nim,curly_expression,FIELD:left,dot_expression,True,False,True,node-types.json
nim,curly_expression,FIELD:left,dot_generic_call,True,False,True,node-types.json
nim,curly_expression,FIELD:left,enum_type,True,False,True,node-types.json
nim,curly_expression,FIELD:left,float_literal,True,False,True,node-types.json
nim,curly_expression,FIELD:left,generalized_string,True,False,True,node-types.json
nim,curly_expression,FIELD:left,identifier,True,False,True,node-types.json
nim,curly_expression,FIELD:left,integer_literal,True,False,True,node-types.json
nim,curly_expression,FIELD:left,interpreted_string_literal,True,False,True,node-types.json
nim,curly_expression,FIELD:left,iterator_type,True,False,True,node-types.json
nim,curly_expression,FIELD:left,long_string_literal,True,False,True,node-types.json
nim,curly_expression,FIELD:left,nil_literal,True,False,True,node-types.json
nim,curly_expression,FIELD:left,object_type,True,False,True,node-types.json
nim,curly_expression,FIELD:left,out_type,True,False,True,node-types.json
nim,curly_expression,FIELD:left,parenthesized,True,False,True,node-types.json
nim,curly_expression,FIELD:left,pointer_type,True,False,True,node-types.json
nim,curly_expression,FIELD:left,pragma_expression,True,False,True,node-types.json
nim,curly_expression,FIELD:left,prefix_expression,True,False,True,node-types.json
nim,curly_expression,FIELD:left,proc_type,True,False,True,node-types.json
nim,curly_expression,FIELD:left,raw_string_literal,True,False,True,node-types.json
nim,curly_expression,FIELD:left,ref_type,True,False,True,node-types.json
nim,curly_expression,FIELD:left,tuple_construction,True,False,True,node-types.json
nim,curly_expression,FIELD:left,tuple_type,True,False,True,node-types.json
nim,curly_expression,FIELD:left,var_type,True,False,True,node-types.json
nim,curly_expression,FIELD:right,argument_list,False,False,True,node-types.json
nim,defer,FIELD:body,statement_list,True,False,True,node-types.json
nim,do_block,FIELD:body,statement_list,True,False,True,node-types.json
nim,do_block,FIELD:parameters,parameter_declaration_list,False,False,True,node-types.json
nim,do_block,FIELD:pragmas,pragma_list,False,False,True,node-types.json
nim,do_block,FIELD:return_type,type_expression,False,False,True,node-types.json
nim,dot_expression,FIELD:left,accent_quoted,True,False,True,node-types.json
nim,dot_expression,FIELD:left,array_construction,True,False,True,node-types.json
nim,dot_expression,FIELD:left,blank_identifier,True,False,True,node-types.json
nim,dot_expression,FIELD:left,bracket_expression,True,False,True,node-types.json
nim,dot_expression,FIELD:left,call,True,False,True,node-types.json
nim,dot_expression,FIELD:left,cast,True,False,True,node-types.json
nim,dot_expression,FIELD:left,char_literal,True,False,True,node-types.json
nim,dot_expression,FIELD:left,curly_construction,True,False,True,node-types.json
nim,dot_expression,FIELD:left,curly_expression,True,False,True,node-types.json
nim,dot_expression,FIELD:left,custom_numeric_literal,True,False,True,node-types.json
nim,dot_expression,FIELD:left,distinct_type,True,False,True,node-types.json
nim,dot_expression,FIELD:left,dot_expression,True,False,True,node-types.json
nim,dot_expression,FIELD:left,dot_generic_call,True,False,True,node-types.json
nim,dot_expression,FIELD:left,enum_type,True,False,True,node-types.json
nim,dot_expression,FIELD:left,float_literal,True,False,True,node-types.json
nim,dot_expression,FIELD:left,generalized_string,True,False,True,node-types.json
nim,dot_expression,FIELD:left,identifier,True,False,True,node-types.json
nim,dot_expression,FIELD:left,integer_literal,True,False,True,node-types.json
nim,dot_expression,FIELD:left,interpreted_string_literal,True,False,True,node-types.json
nim,dot_expression,FIELD:left,iterator_type,True,False,True,node-types.json
nim,dot_expression,FIELD:left,long_string_literal,True,False,True,node-types.json
nim,dot_expression,FIELD:left,nil_literal,True,False,True,node-types.json
nim,dot_expression,FIELD:left,object_type,True,False,True,node-types.json
nim,dot_expression,FIELD:left,out_type,True,False,True,node-types.json
nim,dot_expression,FIELD:left,parenthesized,True,False,True,node-types.json
nim,dot_expression,FIELD:left,pointer_type,True,False,True,node-types.json
nim,dot_expression,FIELD:left,pragma_expression,True,False,True,node-types.json
nim,dot_expression,FIELD:left,prefix_expression,True,False,True,node-types.json
nim,dot_expression,FIELD:left,proc_type,True,False,True,node-types.json
nim,dot_expression,FIELD:left,raw_string_literal,True,False,True,node-types.json
nim,dot_expression,FIELD:left,ref_type,True,False,True,node-types.json
nim,dot_expression,FIELD:left,tuple_construction,True,False,True,node-types.json
nim,dot_expression,FIELD:left,tuple_type,True,False,True,node-types.json
nim,dot_expression,FIELD:left,var_type,True,False,True,node-types.json
nim,dot_expression,FIELD:right,accent_quoted,True,False,True,node-types.json
nim,dot_expression,FIELD:right,blank_identifier,True,False,True,node-types.json
nim,dot_expression,FIELD:right,identifier,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,accent_quoted,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,array_construction,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,blank_identifier,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,bracket_expression,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,call,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,cast,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,char_literal,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,curly_construction,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,curly_expression,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,custom_numeric_literal,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,distinct_type,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,dot_expression,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,dot_generic_call,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,enum_type,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,float_literal,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,generalized_string,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,identifier,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,integer_literal,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,interpreted_string_literal,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,iterator_type,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,long_string_literal,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,nil_literal,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,object_type,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,out_type,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,parenthesized,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,pointer_type,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,pragma_expression,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,prefix_expression,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,proc_type,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,raw_string_literal,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,ref_type,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,tuple_construction,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,tuple_type,True,False,True,node-types.json
nim,dot_generic_call,FIELD:first_argument,var_type,True,False,True,node-types.json
nim,dot_generic_call,FIELD:function,accent_quoted,True,False,True,node-types.json
nim,dot_generic_call,FIELD:function,blank_identifier,True,False,True,node-types.json
nim,dot_generic_call,FIELD:function,identifier,True,False,True,node-types.json
nim,dot_generic_call,FIELD:generic_arguments,generic_argument_list,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,accent_quoted,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,array_construction,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,blank_identifier,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,block,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,bracket_expression,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,call,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,case,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,cast,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,char_literal,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,curly_construction,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,curly_expression,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,custom_numeric_literal,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,distinct_type,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,dot_expression,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,dot_generic_call,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,enum_type,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,float_literal,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,for,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,func_expression,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,generalized_string,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,identifier,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,if,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,infix_expression,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,integer_literal,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,interpreted_string_literal,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,iterator_expression,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,iterator_type,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,long_string_literal,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,nil_literal,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,object_type,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,out_type,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,parenthesized,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,pointer_type,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,pragma_expression,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,prefix_expression,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,proc_expression,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,proc_type,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,raw_string_literal,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,ref_type,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,try,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,tuple_construction,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,tuple_type,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,var_type,True,False,True,node-types.json
nim,elif_branch,FIELD:condition,when,True,False,True,node-types.json
nim,elif_branch,FIELD:consequence,field_declaration_list,True,False,True,node-types.json
nim,elif_branch,FIELD:consequence,statement_list,True,False,True,node-types.json
nim,else_branch,FIELD:consequence,field_declaration_list,True,False,True,node-types.json
nim,else_branch,FIELD:consequence,statement_list,True,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,accent_quoted,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,array_construction,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,blank_identifier,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,block,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,bracket_expression,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,call,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,case,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,cast,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,char_literal,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,curly_construction,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,curly_expression,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,custom_numeric_literal,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,distinct_type,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,dot_expression,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,dot_generic_call,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,enum_type,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,float_literal,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,for,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,func_expression,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,generalized_string,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,identifier,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,if,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,infix_expression,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,integer_literal,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,interpreted_string_literal,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,iterator_expression,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,iterator_type,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,long_string_literal,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,nil_literal,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,object_type,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,out_type,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,parenthesized,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,pointer_type,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,pragma_expression,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,prefix_expression,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,proc_expression,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,proc_type,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,raw_string_literal,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,ref_type,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,try,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,tuple_construction,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,tuple_type,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,var_type,False,False,True,node-types.json
nim,enum_field_declaration,FIELD:value,when,False,False,True,node-types.json
nim,equal_expression,FIELD:left,accent_quoted,True,False,True,node-types.json
nim,equal_expression,FIELD:left,array_construction,True,False,True,node-types.json
nim,equal_expression,FIELD:left,blank_identifier,True,False,True,node-types.json
nim,equal_expression,FIELD:left,bracket_expression,True,False,True,node-types.json
nim,equal_expression,FIELD:left,call,True,False,True,node-types.json
nim,equal_expression,FIELD:left,cast,True,False,True,node-types.json
nim,equal_expression,FIELD:left,char_literal,True,False,True,node-types.json
nim,equal_expression,FIELD:left,curly_construction,True,False,True,node-types.json
nim,equal_expression,FIELD:left,curly_expression,True,False,True,node-types.json
nim,equal_expression,FIELD:left,custom_numeric_literal,True,False,True,node-types.json
nim,equal_expression,FIELD:left,distinct_type,True,False,True,node-types.json
nim,equal_expression,FIELD:left,dot_expression,True,False,True,node-types.json
nim,equal_expression,FIELD:left,dot_generic_call,True,False,True,node-types.json
nim,equal_expression,FIELD:left,enum_type,True,False,True,node-types.json
nim,equal_expression,FIELD:left,float_literal,True,False,True,node-types.json
nim,equal_expression,FIELD:left,generalized_string,True,False,True,node-types.json
nim,equal_expression,FIELD:left,identifier,True,False,True,node-types.json
nim,equal_expression,FIELD:left,infix_expression,True,False,True,node-types.json
nim,equal_expression,FIELD:left,integer_literal,True,False,True,node-types.json
nim,equal_expression,FIELD:left,interpreted_string_literal,True,False,True,node-types.json
nim,equal_expression,FIELD:left,iterator_type,True,False,True,node-types.json
nim,equal_expression,FIELD:left,long_string_literal,True,False,True,node-types.json
nim,equal_expression,FIELD:left,nil_literal,True,False,True,node-types.json
nim,equal_expression,FIELD:left,object_type,True,False,True,node-types.json
nim,equal_expression,FIELD:left,out_type,True,False,True,node-types.json
nim,equal_expression,FIELD:left,parenthesized,True,False,True,node-types.json
nim,equal_expression,FIELD:left,pointer_type,True,False,True,node-types.json
nim,equal_expression,FIELD:left,pragma_expression,True,False,True,node-types.json
nim,equal_expression,FIELD:left,prefix_expression,True,False,True,node-types.json
nim,equal_expression,FIELD:left,proc_type,True,False,True,node-types.json
nim,equal_expression,FIELD:left,raw_string_literal,True,False,True,node-types.json
nim,equal_expression,FIELD:left,ref_type,True,False,True,node-types.json
nim,equal_expression,FIELD:left,tuple_construction,True,False,True,node-types.json
nim,equal_expression,FIELD:left,tuple_type,True,False,True,node-types.json
nim,equal_expression,FIELD:left,var_type,True,False,True,node-types.json
nim,equal_expression,FIELD:right,accent_quoted,True,False,True,node-types.json
nim,equal_expression,FIELD:right,array_construction,True,False,True,node-types.json
nim,equal_expression,FIELD:right,blank_identifier,True,False,True,node-types.json
nim,equal_expression,FIELD:right,block,True,False,True,node-types.json
nim,equal_expression,FIELD:right,bracket_expression,True,False,True,node-types.json
nim,equal_expression,FIELD:right,call,True,False,True,node-types.json
nim,equal_expression,FIELD:right,case,True,False,True,node-types.json
nim,equal_expression,FIELD:right,cast,True,False,True,node-types.json
nim,equal_expression,FIELD:right,char_literal,True,False,True,node-types.json
nim,equal_expression,FIELD:right,curly_construction,True,False,True,node-types.json
nim,equal_expression,FIELD:right,curly_expression,True,False,True,node-types.json
nim,equal_expression,FIELD:right,custom_numeric_literal,True,False,True,node-types.json
nim,equal_expression,FIELD:right,distinct_type,True,False,True,node-types.json
nim,equal_expression,FIELD:right,dot_expression,True,False,True,node-types.json
nim,equal_expression,FIELD:right,dot_generic_call,True,False,True,node-types.json
nim,equal_expression,FIELD:right,enum_type,True,False,True,node-types.json
nim,equal_expression,FIELD:right,float_literal,True,False,True,node-types.json
nim,equal_expression,FIELD:right,for,True,False,True,node-types.json
nim,equal_expression,FIELD:right,func_expression,True,False,True,node-types.json
nim,equal_expression,FIELD:right,generalized_string,True,False,True,node-types.json
nim,equal_expression,FIELD:right,identifier,True,False,True,node-types.json
nim,equal_expression,FIELD:right,if,True,False,True,node-types.json
nim,equal_expression,FIELD:right,infix_expression,True,False,True,node-types.json
nim,equal_expression,FIELD:right,integer_literal,True,False,True,node-types.json
nim,equal_expression,FIELD:right,interpreted_string_literal,True,False,True,node-types.json
nim,equal_expression,FIELD:right,iterator_expression,True,False,True,node-types.json
nim,equal_expression,FIELD:right,iterator_type,True,False,True,node-types.json
nim,equal_expression,FIELD:right,long_string_literal,True,False,True,node-types.json
nim,equal_expression,FIELD:right,nil_literal,True,False,True,node-types.json
nim,equal_expression,FIELD:right,object_type,True,False,True,node-types.json
nim,equal_expression,FIELD:right,out_type,True,False,True,node-types.json
nim,equal_expression,FIELD:right,parenthesized,True,False,True,node-types.json
nim,equal_expression,FIELD:right,pointer_type,True,False,True,node-types.json
nim,equal_expression,FIELD:right,pragma_expression,True,False,True,node-types.json
nim,equal_expression,FIELD:right,prefix_expression,True,False,True,node-types.json
nim,equal_expression,FIELD:right,proc_expression,True,False,True,node-types.json
nim,equal_expression,FIELD:right,proc_type,True,False,True,node-types.json
nim,equal_expression,FIELD:right,raw_string_literal,True,False,True,node-types.json
nim,equal_expression,FIELD:right,ref_type,True,False,True,node-types.json
nim,equal_expression,FIELD:right,try,True,False,True,node-types.json
nim,equal_expression,FIELD:right,tuple_construction,True,False,True,node-types.json
nim,equal_expression,FIELD:right,tuple_type,True,False,True,node-types.json
nim,equal_expression,FIELD:right,var_type,True,False,True,node-types.json
nim,equal_expression,FIELD:right,when,True,False,True,node-types.json
nim,except_branch,FIELD:consequence,statement_list,True,False,True,node-types.json
nim,except_branch,FIELD:values,expression_list,False,False,True,node-types.json
nim,field_declaration,FIELD:type,type_expression,False,False,True,node-types.json
nim,field_declaration,FIELD:value,accent_quoted,False,False,True,node-types.json
nim,field_declaration,FIELD:value,array_construction,False,False,True,node-types.json
nim,field_declaration,FIELD:value,blank_identifier,False,False,True,node-types.json
nim,field_declaration,FIELD:value,block,False,False,True,node-types.json
nim,field_declaration,FIELD:value,bracket_expression,False,False,True,node-types.json
nim,field_declaration,FIELD:value,call,False,False,True,node-types.json
nim,field_declaration,FIELD:value,case,False,False,True,node-types.json
nim,field_declaration,FIELD:value,cast,False,False,True,node-types.json
nim,field_declaration,FIELD:value,char_literal,False,False,True,node-types.json
nim,field_declaration,FIELD:value,curly_construction,False,False,True,node-types.json
nim,field_declaration,FIELD:value,curly_expression,False,False,True,node-types.json
nim,field_declaration,FIELD:value,custom_numeric_literal,False,False,True,node-types.json
nim,field_declaration,FIELD:value,distinct_type,False,False,True,node-types.json
nim,field_declaration,FIELD:value,dot_expression,False,False,True,node-types.json
nim,field_declaration,FIELD:value,dot_generic_call,False,False,True,node-types.json
nim,field_declaration,FIELD:value,enum_type,False,False,True,node-types.json
nim,field_declaration,FIELD:value,float_literal,False,False,True,node-types.json
nim,field_declaration,FIELD:value,for,False,False,True,node-types.json
nim,field_declaration,FIELD:value,func_expression,False,False,True,node-types.json
nim,field_declaration,FIELD:value,generalized_string,False,False,True,node-types.json
nim,field_declaration,FIELD:value,identifier,False,False,True,node-types.json
nim,field_declaration,FIELD:value,if,False,False,True,node-types.json
nim,field_declaration,FIELD:value,infix_expression,False,False,True,node-types.json
nim,field_declaration,FIELD:value,integer_literal,False,False,True,node-types.json
nim,field_declaration,FIELD:value,interpreted_string_literal,False,False,True,node-types.json
nim,field_declaration,FIELD:value,iterator_expression,False,False,True,node-types.json
nim,field_declaration,FIELD:value,iterator_type,False,False,True,node-types.json
nim,field_declaration,FIELD:value,long_string_literal,False,False,True,node-types.json
nim,field_declaration,FIELD:value,nil_literal,False,False,True,node-types.json
nim,field_declaration,FIELD:value,object_type,False,False,True,node-types.json
nim,field_declaration,FIELD:value,out_type,False,False,True,node-types.json
nim,field_declaration,FIELD:value,parenthesized,False,False,True,node-types.json
nim,field_declaration,FIELD:value,pointer_type,False,False,True,node-types.json
nim,field_declaration,FIELD:value,pragma_expression,False,False,True,node-types.json
nim,field_declaration,FIELD:value,prefix_expression,False,False,True,node-types.json
nim,field_declaration,FIELD:value,proc_expression,False,False,True,node-types.json
nim,field_declaration,FIELD:value,proc_type,False,False,True,node-types.json
nim,field_declaration,FIELD:value,raw_string_literal,False,False,True,node-types.json
nim,field_declaration,FIELD:value,ref_type,False,False,True,node-types.json
nim,field_declaration,FIELD:value,try,False,False,True,node-types.json
nim,field_declaration,FIELD:value,tuple_construction,False,False,True,node-types.json
nim,field_declaration,FIELD:value,tuple_type,False,False,True,node-types.json
nim,field_declaration,FIELD:value,var_type,False,False,True,node-types.json
nim,field_declaration,FIELD:value,when,False,False,True,node-types.json
nim,finally_branch,FIELD:body,statement_list,True,False,True,node-types.json
nim,for,FIELD:body,statement_list,True,False,True,node-types.json
nim,for,FIELD:left,symbol_declaration_list,True,False,True,node-types.json
nim,for,FIELD:right,accent_quoted,True,False,True,node-types.json
nim,for,FIELD:right,array_construction,True,False,True,node-types.json
nim,for,FIELD:right,blank_identifier,True,False,True,node-types.json
nim,for,FIELD:right,block,True,False,True,node-types.json
nim,for,FIELD:right,bracket_expression,True,False,True,node-types.json
nim,for,FIELD:right,call,True,False,True,node-types.json
nim,for,FIELD:right,case,True,False,True,node-types.json
nim,for,FIELD:right,cast,True,False,True,node-types.json
nim,for,FIELD:right,char_literal,True,False,True,node-types.json
nim,for,FIELD:right,curly_construction,True,False,True,node-types.json
nim,for,FIELD:right,curly_expression,True,False,True,node-types.json
nim,for,FIELD:right,custom_numeric_literal,True,False,True,node-types.json
nim,for,FIELD:right,distinct_type,True,False,True,node-types.json
nim,for,FIELD:right,dot_expression,True,False,True,node-types.json
nim,for,FIELD:right,dot_generic_call,True,False,True,node-types.json
nim,for,FIELD:right,enum_type,True,False,True,node-types.json
nim,for,FIELD:right,float_literal,True,False,True,node-types.json
nim,for,FIELD:right,for,True,False,True,node-types.json
nim,for,FIELD:right,func_expression,True,False,True,node-types.json
nim,for,FIELD:right,generalized_string,True,False,True,node-types.json
nim,for,FIELD:right,identifier,True,False,True,node-types.json
nim,for,FIELD:right,if,True,False,True,node-types.json
nim,for,FIELD:right,infix_expression,True,False,True,node-types.json
nim,for,FIELD:right,integer_literal,True,False,True,node-types.json
nim,for,FIELD:right,interpreted_string_literal,True,False,True,node-types.json
nim,for,FIELD:right,iterator_expression,True,False,True,node-types.json
nim,for,FIELD:right,iterator_type,True,False,True,node-types.json
nim,for,FIELD:right,long_string_literal,True,False,True,node-types.json
nim,for,FIELD:right,nil_literal,True,False,True,node-types.json
nim,for,FIELD:right,object_type,True,False,True,node-types.json
nim,for,FIELD:right,out_type,True,False,True,node-types.json
nim,for,FIELD:right,parenthesized,True,False,True,node-types.json
nim,for,FIELD:right,pointer_type,True,False,True,node-types.json
nim,for,FIELD:right,pragma_expression,True,False,True,node-types.json
nim,for,FIELD:right,prefix_expression,True,False,True,node-types.json
nim,for,FIELD:right,proc_expression,True,False,True,node-types.json
nim,for,FIELD:right,proc_type,True,False,True,node-types.json
nim,for,FIELD:right,raw_string_literal,True,False,True,node-types.json
nim,for,FIELD:right,ref_type,True,False,True,node-types.json
nim,for,FIELD:right,try,True,False,True,node-types.json
nim,for,FIELD:right,tuple_construction,True,False,True,node-types.json
nim,for,FIELD:right,tuple_type,True,False,True,node-types.json
nim,for,FIELD:right,var_type,True,False,True,node-types.json
nim,for,FIELD:right,when,True,False,True,node-types.json
nim,func_declaration,FIELD:body,statement_list,False,False,True,node-types.json
nim,func_declaration,FIELD:generic_parameters,generic_parameter_list,False,False,True,node-types.json
nim,func_declaration,FIELD:name,accent_quoted,True,False,True,node-types.json
nim,func_declaration,FIELD:name,blank_identifier,True,False,True,node-types.json
nim,func_declaration,FIELD:name,exported_symbol,True,False,True,node-types.json
nim,func_declaration,FIELD:name,identifier,True,False,True,node-types.json
nim,func_declaration,FIELD:parameters,parameter_declaration_list,False,False,True,node-types.json
nim,func_declaration,FIELD:pragmas,pragma_list,False,False,True,node-types.json
nim,func_declaration,FIELD:return_type,type_expression,False,False,True,node-types.json
nim,func_declaration,FIELD:rewrite_pattern,term_rewriting_pattern,False,False,True,node-types.json
