language,rule,shape_class,surface_class,shape_json,surface_json
go,literal_value,c91652e633e1ccb04605,f59023ce828ac67fcd39,"{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""members"":[{""members"":[{""members"":[{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""},{""content"":{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""}],""type"":""SEQ""},""type"":""REPEAT""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""LITERAL""}],""type"":""SEQ""}","{""members"":[{""type"":""STRING"",""value"":""{""},{""members"":[{""members"":[{""members"":[{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""},{""content"":{""members"":[{""type"":""STRING"",""value"":"",""},{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""}],""type"":""SEQ""},""type"":""REPEAT""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""STRING"",""value"":""}""}],""type"":""SEQ""}"
go,literal_element,5dcf6ecd3e3e7257720e,5dcf6ecd3e3e7257720e,"{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""}","{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""}"
go,keyed_element,0dcbbdf3e7738e63ee70,497362bb9d820bf9c2f3,"{""members"":[{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""NAME"",""type"":""FIELD""},{""type"":""STRING"",""value"":""LITERAL""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""NAME"",""type"":""FIELD""}],""type"":""SEQ""}","{""members"":[{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""key"",""type"":""FIELD""},{""type"":""STRING"",""value"":"":""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""value"",""type"":""FIELD""}],""type"":""SEQ""}"
go,func_literal,320a5a5716aff8a5ad97,33ff2bb2f60da7b4d3c3,"{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""NAME"",""type"":""FIELD""},{""content"":{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""},{""type"":""BLANK""}],""type"":""CHOICE""},""name"":""NAME"",""type"":""FIELD""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""NAME"",""type"":""FIELD""}],""type"":""SEQ""}","{""members"":[{""type"":""STRING"",""value"":""func""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""parameters"",""type"":""FIELD""},{""content"":{""members"":[{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""},{""type"":""BLANK""}],""type"":""CHOICE""},""name"":""result"",""type"":""FIELD""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""body"",""type"":""FIELD""}],""type"":""SEQ""}"
go,unary_expression,6b9cf8633a51ccba0ce4,42235a8a00a571aa6895,"{""content"":{""members"":[{""content"":{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""}],""type"":""CHOICE""},""name"":""NAME"",""type"":""FIELD""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""NAME"",""type"":""FIELD""}],""type"":""SEQ""},""type"":""PREC"",""value"":""PREC_VALUE""}","{""content"":{""members"":[{""content"":{""members"":[{""type"":""STRING"",""value"":""+""},{""type"":""STRING"",""value"":""-""},{""type"":""STRING"",""value"":""!""},{""type"":""STRING"",""value"":""^""},{""type"":""STRING"",""value"":""*""},{""type"":""STRING"",""value"":""&""},{""type"":""STRING"",""value"":""<-""}],""type"":""CHOICE""},""name"":""operator"",""type"":""FIELD""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""operand"",""type"":""FIELD""}],""type"":""SEQ""},""type"":""PREC"",""value"":6}"
go,binary_expression,ac26c1b998f7048393a3,03c67bc5d45b62edc47b,"{""members"":[{""content"":{""members"":[{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""NAME"",""type"":""FIELD""},{""content"":{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""}],""type"":""CHOICE""},""name"":""NAME"",""type"":""FIELD""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""NAME"",""type"":""FIELD""}],""type"":""SEQ""},""type"":""PREC_LEFT"",""value"":""PREC_VALUE""},{""content"":{""members"":[{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""NAME"",""type"":""FIELD""},{""content"":{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""}],""type"":""CHOICE""},""name"":""NAME"",""type"":""FIELD""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""NAME"",""type"":""FIELD""}],""type"":""SEQ""},""type"":""PREC_LEFT"",""value"":""PREC_VALUE""},{""content"":{""members"":[{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""NAME"",""type"":""FIELD""},{""content"":{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""}],""type"":""CHOICE""},""name"":""NAME"",""type"":""FIELD""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""NAME"",""type"":""FIELD""}],""type"":""SEQ""},""type"":""PREC_LEFT"",""value"":""PREC_VALUE""},{""content"":{""members"":[{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""NAME"",""type"":""FIELD""},{""content"":{""type"":""STRING"",""value"":""LITERAL""},""name"":""NAME"",""type"":""FIELD""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""NAME"",""type"":""FIELD""}],""type"":""SEQ""},""type"":""PREC_LEFT"",""value"":""PREC_VALUE""},{""content"":{""members"":[{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""NAME"",""type"":""FIELD""},{""content"":{""type"":""STRING"",""value"":""LITERAL""},""name"":""NAME"",""type"":""FIELD""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""NAME"",""type"":""FIELD""}],""type"":""SEQ""},""type"":""PREC_LEFT"",""value"":""PREC_VALUE""}],""type"":""CHOICE""}","{""members"":[{""content"":{""members"":[{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""left"",""type"":""FIELD""},{""content"":{""members"":[{""type"":""STRING"",""value"":""*""},{""type"":""STRING"",""value"":""/""},{""type"":""STRING"",""value"":""%""},{""type"":""STRING"",""value"":""<<""},{""type"":""STRING"",""value"":"">>""},{""type"":""STRING"",""value"":""&""},{""type"":""STRING"",""value"":""&^""}],""type"":""CHOICE""},""name"":""operator"",""type"":""FIELD""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""right"",""type"":""FIELD""}],""type"":""SEQ""},""type"":""PREC_LEFT"",""value"":5},{""content"":{""members"":[{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""left"",""type"":""FIELD""},{""content"":{""members"":[{""type"":""STRING"",""value"":""+""},{""type"":""STRING"",""value"":""-""},{""type"":""STRING"",""value"":""|""},{""type"":""STRING"",""value"":""^""}],""type"":""CHOICE""},""name"":""operator"",""type"":""FIELD""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""right"",""type"":""FIELD""}],""type"":""SEQ""},""type"":""PREC_LEFT"",""value"":4},{""content"":{""members"":[{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""left"",""type"":""FIELD""},{""content"":{""members"":[{""type"":""STRING"",""value"":""==""},{""type"":""STRING"",""value"":""!=""},{""type"":""STRING"",""value"":""<""},{""type"":""STRING"",""value"":""<=""},{""type"":""STRING"",""value"":"">""},{""type"":""STRING"",""value"":"">=""}],""type"":""CHOICE""},""name"":""operator"",""type"":""FIELD""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""right"",""type"":""FIELD""}],""type"":""SEQ""},""type"":""PREC_LEFT"",""value"":3},{""content"":{""members"":[{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""left"",""type"":""FIELD""},{""content"":{""type"":""STRING"",""value"":""&&""},""name"":""operator"",""type"":""FIELD""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""right"",""type"":""FIELD""}],""type"":""SEQ""},""type"":""PREC_LEFT"",""value"":2},{""content"":{""members"":[{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""left"",""type"":""FIELD""},{""content"":{""type"":""STRING"",""value"":""||""},""name"":""operator"",""type"":""FIELD""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""right"",""type"":""FIELD""}],""type"":""SEQ""},""type"":""PREC_LEFT"",""value"":1}],""type"":""CHOICE""}"
go,qualified_type,0dcbbdf3e7738e63ee70,d763a0a1719dc6a3eca7,"{""members"":[{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""NAME"",""type"":""FIELD""},{""type"":""STRING"",""value"":""LITERAL""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""NAME"",""type"":""FIELD""}],""type"":""SEQ""}","{""members"":[{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""package"",""type"":""FIELD""},{""type"":""STRING"",""value"":"".""},{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""name"":""name"",""type"":""FIELD""}],""type"":""SEQ""}"
go,identifier,7b3d05e8b1257260c703,601a377ebf28d77d9b0e,"{""type"":""PATTERN"",""value"":""PATTERN""}","{""type"":""PATTERN"",""value"":""[_\\p{XID_Start}][_\\p{XID_Continue}]*""}"
go,_type_identifier,2b4419b854e6af9e6a52,4d203aefffaa5a1534e8,"{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""named"":""bool"",""type"":""ALIAS"",""value"":""str""}","{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""named"":true,""type"":""ALIAS"",""value"":""type_identifier""}"
go,_field_identifier,2b4419b854e6af9e6a52,acee32b2b435fa963d04,"{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""named"":""bool"",""type"":""ALIAS"",""value"":""str""}","{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""named"":true,""type"":""ALIAS"",""value"":""field_identifier""}"
go,_package_identifier,2b4419b854e6af9e6a52,2cf6e8fc6e016da4fac2,"{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""named"":""bool"",""type"":""ALIAS"",""value"":""str""}","{""content"":{""name"":""SYM"",""type"":""SYMBOL""},""named"":true,""type"":""ALIAS"",""value"":""package_identifier""}"
go,_string_literal,5dcf6ecd3e3e7257720e,5dcf6ecd3e3e7257720e,"{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""}","{""members"":[{""name"":""SYM"",""type"":""SYMBOL""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""}"
go,raw_string_literal,c09f9f6f0fedc2440fcb,26bb1cf67cb0280cb2df,"{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""content"":{""content"":{""content"":{""type"":""PATTERN"",""value"":""PATTERN""},""type"":""PREC"",""value"":""PREC_VALUE""},""type"":""TOKEN""},""named"":""bool"",""type"":""ALIAS"",""value"":""str""},{""type"":""STRING"",""value"":""LITERAL""}],""type"":""SEQ""}","{""members"":[{""type"":""STRING"",""value"":""`""},{""content"":{""content"":{""content"":{""type"":""PATTERN"",""value"":""[^`]*""},""type"":""PREC"",""value"":1},""type"":""TOKEN""},""named"":true,""type"":""ALIAS"",""value"":""raw_string_literal_content""},{""type"":""STRING"",""value"":""`""}],""type"":""SEQ""}"
go,interpreted_string_literal,8afaffc122d9761ba2bf,6b6ba26a9fcb81f057d2,"{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""content"":{""members"":[{""content"":{""content"":{""content"":{""type"":""PATTERN"",""value"":""PATTERN""},""type"":""PREC"",""value"":""PREC_VALUE""},""type"":""IMMEDIATE_TOKEN""},""named"":""bool"",""type"":""ALIAS"",""value"":""str""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""},""type"":""REPEAT""},{""content"":{""type"":""STRING"",""value"":""LITERAL""},""type"":""IMMEDIATE_TOKEN""}],""type"":""SEQ""}","{""members"":[{""type"":""STRING"",""value"":""\""""},{""content"":{""members"":[{""content"":{""content"":{""content"":{""type"":""PATTERN"",""value"":""[^\""\\n\\\\]+""},""type"":""PREC"",""value"":1},""type"":""IMMEDIATE_TOKEN""},""named"":true,""type"":""ALIAS"",""value"":""interpreted_string_literal_content""},{""name"":""SYM"",""type"":""SYMBOL""}],""type"":""CHOICE""},""type"":""REPEAT""},{""content"":{""type"":""STRING"",""value"":""\""""},""type"":""IMMEDIATE_TOKEN""}],""type"":""SEQ""}"
go,escape_sequence,c5bf90810b81622fcecc,1a566a501c781af77d49,"{""content"":{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""members"":[{""type"":""PATTERN"",""value"":""PATTERN""},{""type"":""PATTERN"",""value"":""PATTERN""},{""type"":""PATTERN"",""value"":""PATTERN""},{""type"":""PATTERN"",""value"":""PATTERN""},{""type"":""PATTERN"",""value"":""PATTERN""}],""type"":""CHOICE""}],""type"":""SEQ""},""type"":""IMMEDIATE_TOKEN""}","{""content"":{""members"":[{""type"":""STRING"",""value"":""\\""},{""members"":[{""type"":""PATTERN"",""value"":""[^xuU]""},{""type"":""PATTERN"",""value"":""\\d{2,3}""},{""type"":""PATTERN"",""value"":""x[0-9a-fA-F]{2,}""},{""type"":""PATTERN"",""value"":""u[0-9a-fA-F]{4}""},{""type"":""PATTERN"",""value"":""U[0-9a-fA-F]{8}""}],""type"":""CHOICE""}],""type"":""SEQ""},""type"":""IMMEDIATE_TOKEN""}"
go,int_literal,cd5eb72588df0d202e96,c559f82154571c56a12b,"{""content"":{""members"":[{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""}],""type"":""CHOICE""},{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""type"":""PATTERN"",""value"":""PATTERN""},{""content"":{""members"":[{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""PATTERN"",""value"":""PATTERN""}],""type"":""SEQ""},""type"":""REPEAT""}],""type"":""SEQ""}],""type"":""SEQ""},{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""members"":[{""type"":""PATTERN"",""value"":""PATTERN""},{""members"":[{""members"":[{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""type"":""PATTERN"",""value"":""PATTERN""},{""content"":{""members"":[{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""PATTERN"",""value"":""PATTERN""}],""type"":""SEQ""},""type"":""REPEAT""}],""type"":""SEQ""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""}],""type"":""CHOICE""},{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""members"":[{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""}],""type"":""CHOICE""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""type"":""PATTERN"",""value"":""PATTERN""},{""content"":{""members"":[{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""PATTERN"",""value"":""PATTERN""}],""type"":""SEQ""},""type"":""REPEAT""}],""type"":""SEQ""}],""type"":""SEQ""},{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""STRING"",""value"":""LITERAL""}],""type"":""CHOICE""},{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""type"":""PATTERN"",""value"":""PATTERN""},{""content"":{""members"":[{""members"":[{""type"":""STRING"",""value"":""LITERAL""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""PATTERN"",""value"":""PATTERN""}],""type"":""SEQ""},""type"":""REPEAT""}],""type"":""SEQ""}],""type"":""SEQ""}],""type"":""CHOICE""},""type"":""TOKEN""}","{""content"":{""members"":[{""members"":[{""type"":""STRING"",""value"":""0""},{""members"":[{""type"":""STRING"",""value"":""b""},{""type"":""STRING"",""value"":""B""}],""type"":""CHOICE""},{""members"":[{""type"":""STRING"",""value"":""_""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""type"":""PATTERN"",""value"":""[01]""},{""content"":{""members"":[{""members"":[{""type"":""STRING"",""value"":""_""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""PATTERN"",""value"":""[01]""}],""type"":""SEQ""},""type"":""REPEAT""}],""type"":""SEQ""}],""type"":""SEQ""},{""members"":[{""type"":""STRING"",""value"":""0""},{""members"":[{""type"":""PATTERN"",""value"":""[1-9]""},{""members"":[{""members"":[{""members"":[{""type"":""STRING"",""value"":""_""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""type"":""PATTERN"",""value"":""[0-9]""},{""content"":{""members"":[{""members"":[{""type"":""STRING"",""value"":""_""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""PATTERN"",""value"":""[0-9]""}],""type"":""SEQ""},""type"":""REPEAT""}],""type"":""SEQ""}],""type"":""SEQ""},{""type"":""BLANK""}],""type"":""CHOICE""}],""type"":""SEQ""}],""type"":""CHOICE""},{""members"":[{""type"":""STRING"",""value"":""0""},{""members"":[{""members"":[{""type"":""STRING"",""value"":""o""},{""type"":""STRING"",""value"":""O""}],""type"":""CHOICE""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""type"":""STRING"",""value"":""_""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""type"":""PATTERN"",""value"":""[0-7]""},{""content"":{""members"":[{""members"":[{""type"":""STRING"",""value"":""_""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""PATTERN"",""value"":""[0-7]""}],""type"":""SEQ""},""type"":""REPEAT""}],""type"":""SEQ""}],""type"":""SEQ""},{""members"":[{""type"":""STRING"",""value"":""0""},{""members"":[{""type"":""STRING"",""value"":""x""},{""type"":""STRING"",""value"":""X""}],""type"":""CHOICE""},{""members"":[{""type"":""STRING"",""value"":""_""},{""type"":""BLANK""}],""type"":""CHOICE""},{""members"":[{""type"":""PATTERN"",""value"":""[0-9a-fA-F]""},{""content"":{""members"":[{""members"":[{""type"":""STRING"",""value"":""_""},{""type"":""BLANK""}],""type"":""CHOICE""},{""type"":""PATTERN"",""value"":""[0-9a-fA-F]""}],""type"":""SEQ""},""type"":""REPEAT""}],""type"":""SEQ""}],""type"":""SEQ""}],""type"":""CHOICE""},""type"":""TOKEN""}"
