language,rule,class_id,atom_count,max_depth,ALIAS,BLANK,CHOICE,FIELD,IMMEDIATE_TOKEN,PATTERN,PREC,PREC_DYNAMIC,PREC_LEFT,PREC_RIGHT,REPEAT,REPEAT1,SEQ,STRING,SYMBOL,TOKEN
cpp,template_function,b7eb89c0c7362117,5,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0
cpp,template_argument_list,149a2b8a35614a7d,28,8,3,1,3,0,0,0,1,6,0,0,1,0,3,3,6,1
cpp,namespace_definition,b2db89590ad2ca70,16,4,0,3,4,2,0,0,0,0,0,0,0,0,1,2,4,0
cpp,namespace_alias_definition,4b0dd81d4f580ca6,10,2,0,0,1,1,0,0,0,0,0,0,0,0,1,3,4,0
cpp,_namespace_specifier,5a4a787ef5d8e7b3,5,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
cpp,nested_namespace_specifier,b01b99391d5ab62c,9,3,0,1,2,0,0,0,1,0,0,0,0,0,1,1,3,0
cpp,using_declaration,6bda2719f9a2d0cd,14,3,0,1,3,0,0,0,0,0,0,0,1,0,1,4,4,0
cpp,alias_declaration,083c5b4bf5586b1a,10,2,0,0,0,2,0,0,0,0,0,0,1,0,1,3,3,0
cpp,static_assert_declaration,6b4dc7b15cae248d,13,4,0,1,1,2,0,0,0,0,0,0,0,0,2,5,2,0
cpp,consteval_block_declaration,fbb7947cdeb62094,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
cpp,concept_definition,3d949bdc67c434ca,7,2,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,0
cpp,for_range_loop,3d949bdc67c434ca,7,2,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,0
cpp,_for_range_loop_body,fd98bb5276d9d480,13,3,0,1,2,3,0,0,0,0,0,0,0,0,1,1,5,0
cpp,init_statement,4a63faab551e9643,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
cpp,condition_clause,13e9ccf400867263,13,4,1,1,2,2,0,0,0,0,0,0,0,0,1,2,4,0
cpp,condition_declaration,8c884c3bdca4a232,11,4,0,0,1,3,0,0,0,0,0,0,0,0,2,1,4,0
cpp,co_return_statement,e060ccde60f6b6f0,6,2,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0
cpp,co_yield_statement,e1596cff2975a5cc,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0
cpp,throw_statement,e060ccde60f6b6f0,6,2,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0
cpp,try_statement,2bb2d76d08a03067,6,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,0
cpp,catch_clause,42083732fdfca975,6,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0
cpp,raw_string_literal,3f537eae8f5408c8,20,4,0,0,2,1,0,0,0,0,0,0,0,0,3,10,4,0
cpp,subscript_argument_list,3df0507847250a66,15,6,0,1,3,0,0,0,0,0,0,0,1,0,3,3,4,0
cpp,co_await_expression,c95f5c246fc237c8,6,3,0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,0
cpp,new_expression,a14493cd57cdf892,22,5,0,4,5,4,0,0,0,0,0,1,0,0,1,2,5,0
cpp,new_declarator,0fcde45935481a9d,9,3,0,1,1,1,0,0,0,0,0,1,0,0,1,2,2,0
cpp,delete_expression,6b1d426943983fd9,11,3,0,2,2,0,0,0,0,0,0,0,0,0,2,4,1,0
cpp,type_requirement,ae514ed4e52f5b1c,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
cpp,compound_requirement,c1812264fc65c8aa,11,2,0,2,2,0,0,0,0,0,0,0,0,0,1,4,2,0
cpp,_requirement,285cb3fe72897d10,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
cpp,requirement_seq,9bb57d92746e3f43,5,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0
cpp,constraint_conjunction,c69e64a3b8a4b76d,10,4,0,0,1,3,0,0,0,0,1,0,0,0,1,2,2,0
cpp,constraint_disjunction,c69e64a3b8a4b76d,10,4,0,0,1,3,0,0,0,0,1,0,0,0,1,2,2,0
cpp,_requirement_clause_constraint,e0da9b489490e8b8,13,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2,9,0
cpp,requires_clause,fbb7947cdeb62094,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
cpp,requires_parameter_list,2645269e6379673f,17,6,0,1,3,0,0,0,0,0,0,0,1,0,3,3,6,0
cpp,requires_expression,c11732995fd0cb7e,9,4,1,1,1,2,0,0,0,0,0,0,0,0,1,1,2,0
cpp,lambda_specifier,11dab79d02dac9c9,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0
cpp,lambda_declarator,c405a611182c21b7,47,3,0,6,7,1,0,0,0,0,0,0,8,2,4,0,19,0
cpp,lambda_expression,e96113d0784a7372,18,5,0,3,3,5,0,0,0,0,0,0,0,0,2,0,5,0
cpp,lambda_capture_specifier,a161430b5bc2ea0d,23,7,0,1,2,0,0,0,1,0,0,0,2,0,6,5,6,0
cpp,lambda_default_capture,136bf937997ff8c7,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
cpp,_lambda_capture_identifier,ffcc93364669bde4,9,3,1,1,2,0,0,0,0,0,0,0,0,0,1,1,3,0
cpp,lambda_capture_initializer,256cfccea4238462,12,2,0,2,2,2,0,0,0,0,0,0,0,0,1,3,2,0
cpp,_lambda_capture,c86a0fe1b6bb81d7,8,3,0,1,2,0,0,0,0,0,0,0,0,0,1,1,3,0
cpp,_fold_operator,178a646445bdaf1d,39,1,0,0,1,0,0,0,0,0,0,0,0,0,0,38,0,0
cpp,_binary_fold_operator,f398e37eda9542da,191,3,0,0,1,38,0,0,0,0,0,0,0,0,38,114,0,0
cpp,_unary_left_fold,bf9a68c195ab63b7,7,2,0,0,0,3,0,0,0,0,0,0,0,0,1,1,2,0
cpp,_unary_right_fold,bf9a68c195ab63b7,7,2,0,0,0,3,0,0,0,0,0,0,0,0,1,1,2,0
cpp,_binary_fold,0f321c2b0f2df644,6,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0
cpp,fold_expression,36a021094a543754,7,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0
cpp,parameter_pack_expansion,4b0d2fc9a0560a40,5,3,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
cpp,type_parameter_pack_expansion,fbb7947cdeb62094,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
cpp,identifier_parameter_pack_expansion,fbb7947cdeb62094,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
cpp,destructor_name,691379ebb2ff36ce,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
cpp,dependent_identifier,ae514ed4e52f5b1c,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
cpp,dependent_field_identifier,ae514ed4e52f5b1c,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
cpp,dependent_type_identifier,ae514ed4e52f5b1c,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
cpp,_scope_resolution,eb597fa4cb78bdb6,14,6,1,1,2,1,0,0,1,0,0,0,0,0,1,1,6,0
cpp,qualified_field_identifier,ae921a7624805a8b,11,4,2,0,1,1,0,0,0,1,0,0,0,0,1,0,5,0
cpp,qualified_identifier,940d8f7f20dd39d7,17,6,1,1,2,1,0,0,0,1,0,0,0,0,2,1,8,0
cpp,qualified_type_identifier,ae921a7624805a8b,11,4,2,0,1,1,0,0,0,1,0,0,0,0,1,0,5,0
cpp,qualified_operator_cast_identifier,afb16acb5c0e7f97,7,4,1,0,1,1,0,0,0,0,0,0,0,0,1,0,3,0
cpp,_assignment_expression_lhs,4c6b81380821efa8,23,3,0,0,2,3,0,0,0,0,0,0,0,0,1,14,3,0
cpp,reflect_expression,5d1c7781a40de669,7,3,0,0,1,0,0,0,0,0,0,1,0,0,1,2,2,0
cpp,splice_specifier,e1596cff2975a5cc,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0
cpp,_splice_specialization_specifier,771126a57c77bd97,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
cpp,splice_type_specifier,8aa125ecd7cadda1,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0
cpp,splice_expression,7c76e0318eaf46e3,6,3,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,0
cpp,expansion_statement,9b0fbb06eb65cbe4,8,2,0,0,0,1,0,0,0,0,0,0,0,0,1,4,2,0
cpp,operator_name,cab1c66dabed363f,65,5,0,1,3,0,0,0,1,0,0,0,0,0,3,56,1,0
cpp,this,1514c28779358c33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cpp,literal_suffix,1b94daba2fb90833,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
cpp,user_defined_literal,aefbdcc83ba3fee4,6,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0
cpp,_namespace_identifier,56dd8a13fc61cdde,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
c,translation_unit,3fb1481c149084d4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
c,_top_level_item,e56e8b57e61f4344,16,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0
c,_block_item,e56e8b57e61f4344,16,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0
c,preproc_include,f90f395836166a0c,12,4,2,0,1,1,1,2,0,0,0,0,0,0,1,0,4,0
c,preproc_def,af949ad2597c56bd,11,3,1,1,1,2,1,2,0,0,0,0,0,0,1,0,2,0
c,preproc_function_def,628af7a335295689,13,3,1,1,1,3,1,2,0,0,0,0,0,0,1,0,3,0
c,preproc_params,8439883ffe20ecc2,16,6,0,1,3,0,1,0,0,0,0,0,1,0,3,5,2,0
c,preproc_call,ef5d402cf41aac84,9,3,0,1,1,2,1,1,0,0,0,0,0,0,1,0,2,0
c,preproc_if,117ca53c7bc5b7b7,18,5,2,1,2,2,0,2,1,0,0,0,1,0,1,1,5,0
c,preproc_ifdef,31df64cf72c7222c,20,5,3,1,3,2,0,3,1,0,0,0,1,0,1,0,5,0
c,preproc_else,e465626fa05989c1,6,3,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0
c,preproc_elif,e6a2572ac436d14e,16,5,1,1,2,2,0,1,1,0,0,0,1,0,1,1,5,0
c,preproc_elifdef,30aa3d1001fb99ff,18,5,2,1,3,2,0,2,1,0,0,0,1,0,1,0,5,0
c,preproc_if_in_field_declaration_list,cb26078e4b43077f,21,6,5,1,2,2,0,2,1,0,0,0,1,0,1,1,5,0
c,preproc_ifdef_in_field_declaration_list,2e931af95b8b9149,23,6,6,1,3,2,0,3,1,0,0,0,1,0,1,0,5,0
c,preproc_else_in_field_declaration_list,e465626fa05989c1,6,3,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0
c,preproc_elif_in_field_declaration_list,9d68efe0d86c7e27,19,6,4,1,2,2,0,1,1,0,0,0,1,0,1,1,5,0
c,preproc_elifdef_in_field_declaration_list,a363582fbecc6730,21,6,5,1,3,2,0,2,1,0,0,0,1,0,1,0,5,0
c,preproc_if_in_enumerator_list,eda6b2ca3ec17cfc,23,6,5,1,2,2,0,2,1,0,0,0,1,0,2,2,5,0
c,preproc_ifdef_in_enumerator_list,2a76438338e34b16,25,6,6,1,3,2,0,3,1,0,0,0,1,0,2,1,5,0
c,preproc_else_in_enumerator_list,fc097251209e09a8,8,4,1,0,0,0,0,1,1,0,0,0,1,0,2,1,1,0
c,preproc_elif_in_enumerator_list,48a65fd24c3ea889,21,6,4,1,2,2,0,1,1,0,0,0,1,0,2,2,5,0
c,preproc_elifdef_in_enumerator_list,009c77968caf1aaa,23,6,5,1,3,2,0,2,1,0,0,0,1,0,2,1,5,0
c,preproc_if_in_enumerator_list_no_comma,cb26078e4b43077f,21,6,5,1,2,2,0,2,1,0,0,0,1,0,1,1,5,0
c,preproc_ifdef_in_enumerator_list_no_comma,2e931af95b8b9149,23,6,6,1,3,2,0,3,1,0,0,0,1,0,1,0,5,0
c,preproc_else_in_enumerator_list_no_comma,e465626fa05989c1,6,3,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0
c,preproc_elif_in_enumerator_list_no_comma,9d68efe0d86c7e27,19,6,4,1,2,2,0,1,1,0,0,0,1,0,1,1,5,0
c,preproc_elifdef_in_enumerator_list_no_comma,a363582fbecc6730,21,6,5,1,3,2,0,2,1,0,0,0,1,0,1,0,5,0
c,preproc_arg,d4dd46df70f87e97,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
c,preproc_directive,cb0bb6e59e8ad50b,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
c,_preproc_expression,0909f41727ecd2b9,13,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0
c,preproc_parenthesized_expression,e1596cff2975a5cc,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0
c,preproc_defined,e917f53c99111edb,10,3,0,0,1,0,0,0,1,0,0,0,0,0,2,4,2,0
c,preproc_unary_expression,3da11a3c730c5945,10,4,0,0,1,2,0,0,0,0,1,0,0,0,1,4,1,0
c,preproc_call_expression,505961fd21bf4c56,7,4,1,0,0,2,0,0,1,0,0,0,0,0,1,0,2,0
c,preproc_argument_list,745c8be555204799,11,5,0,1,1,0,0,0,0,0,0,0,1,0,3,3,2,0
c,preproc_binary_expression,f4bd1d17407b580e,145,4,0,0,1,54,0,0,0,0,18,0,0,0,18,18,36,0
c,function_definition,733e62693a8cb395,12,2,0,2,2,2,0,0,0,0,0,0,0,0,1,0,5,0
c,_old_style_function_definition,911ac62b1fffe706,12,3,1,1,1,2,0,0,0,0,0,0,0,1,1,0,5,0
c,declaration,3ad156b8d77b97a4,29,8,0,4,6,2,0,0,0,0,0,0,1,0,5,2,9,0
c,type_definition,a0fa5185710d937f,10,2,0,1,1,0,0,0,0,0,0,0,1,0,1,3,3,0
c,_type_definition_type,ab09d1354ed9c6e3,7,2,0,0,0,1,0,0,0,0,0,0,2,0,1,0,3,0
c,_type_definition_declarators,ebad26039c3ca5e5,8,4,0,0,0,2,0,0,0,0,0,0,1,0,2,1,2,0
c,_declaration_modifiers,b7d6570ed9ceb2f2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0
c,_declaration_specifiers,3794f6b4d69ff285,8,3,0,0,0,1,0,0,0,0,0,1,2,0,1,0,3,0
c,linkage_specification,70172f9c730b7742,9,3,0,0,1,2,0,0,0,0,0,0,0,0,1,1,4,0
c,attribute_specifier,76786bb9880d4c35,7,2,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,0
c,attribute,1a2420a12d5dbf00,12,4,0,2,2,2,0,0,0,0,0,0,0,0,2,1,3,0
c,attribute_declaration,92ab494154ca9fa9,9,4,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,0
c,ms_declspec_modifier,97de35083321bcb0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0
c,ms_based_modifier,ae514ed4e52f5b1c,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
c,ms_call_modifier,3c73e2e088752a4f,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0
c,ms_restrict_modifier,1514c28779358c33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
c,ms_unsigned_ptr_modifier,1514c28779358c33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
c,ms_signed_ptr_modifier,1514c28779358c33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
c,ms_unaligned_ptr_modifier,136bf937997ff8c7,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
c,ms_pointer_modifier,4a63faab551e9643,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
c,declaration_list,9bb57d92746e3f43,5,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0
c,_declarator,ecd76a7a6941bdf4,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0
c,_declaration_declarator,ec073c47e59cb2da,8,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0
c,_field_declarator,3cdaad6b10377f2d,12,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0
c,_type_declarator,da449cf8799a63f9,19,3,6,0,2,0,0,0,0,0,0,0,0,0,0,4,7,0
c,_abstract_declarator,4a63faab551e9643,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
c,parenthesized_declarator,23dc05a623f6064c,8,3,0,1,1,0,0,0,0,1,0,0,0,0,1,2,2,0
c,parenthesized_field_declarator,23dc05a623f6064c,8,3,0,1,1,0,0,0,0,1,0,0,0,0,1,2,2,0
c,parenthesized_type_declarator,23dc05a623f6064c,8,3,0,1,1,0,0,0,0,1,0,0,0,0,1,2,2,0
c,abstract_parenthesized_declarator,ada273314bc67c94,8,3,0,1,1,0,0,0,1,0,0,0,0,0,1,2,2,0
c,attributed_declarator,4cb3378a1419d4e6,5,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0
c,attributed_field_declarator,4cb3378a1419d4e6,5,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0
c,attributed_type_declarator,4cb3378a1419d4e6,5,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0
c,pointer_declarator,c900a25d124248fb,13,4,0,1,1,1,0,0,0,1,0,1,2,0,1,1,4,0
c,pointer_field_declarator,c900a25d124248fb,13,4,0,1,1,1,0,0,0,1,0,1,2,0,1,1,4,0
c,pointer_type_declarator,c900a25d124248fb,13,4,0,1,1,1,0,0,0,1,0,1,2,0,1,1,4,0
c,abstract_pointer_declarator,fb06c674a56969f7,12,5,0,1,1,1,0,0,0,1,0,1,2,0,1,1,3,0
c,function_declarator,5c736776014b0462,15,5,1,1,2,2,0,0,0,0,0,1,1,0,1,0,6,0
c,_function_declaration_declarator,3e8d01229e96fc16,11,3,0,1,1,2,0,0,0,0,0,1,1,0,1,0,4,0
c,function_field_declarator,4a4a490f3d789409,6,3,0,0,0,2,0,0,1,0,0,0,0,0,1,0,2,0
c,function_type_declarator,4a4a490f3d789409,6,3,0,0,0,2,0,0,1,0,0,0,0,0,1,0,2,0
c,abstract_function_declarator,02d7ecc610a14856,8,4,0,1,1,2,0,0,1,0,0,0,0,0,1,0,2,0
c,_old_style_function_declarator,a9cfaab2520c37c7,6,3,1,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0
c,array_declarator,e5fd1f10be187ba5,16,5,0,1,3,2,0,0,1,0,0,0,1,0,1,4,3,0
c,array_field_declarator,e5fd1f10be187ba5,16,5,0,1,3,2,0,0,1,0,0,0,1,0,1,4,3,0
c,array_type_declarator,e5fd1f10be187ba5,16,5,0,1,3,2,0,0,1,0,0,0,1,0,1,4,3,0
c,abstract_array_declarator,f0c901add4eac68c,18,5,0,2,4,2,0,0,1,0,0,0,1,0,1,4,3,0
c,init_declarator,ef3c1523c66d8dff,8,3,0,0,1,2,0,0,0,0,0,0,0,0,1,1,3,0
c,compound_statement,9bb57d92746e3f43,5,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0
c,storage_class_specifier,efd68c4888c5f4ae,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0
c,type_qualifier,122aeaaf48fcbb7b,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,1,0
c,alignas_qualifier,0df5b305a727fc6c,9,2,0,0,2,0,0,0,0,0,0,0,0,0,1,4,2,0
c,type_specifier,853cadadb2b1152c,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0
c,sized_type_specifier,75e98425efbc226c,43,6,0,2,9,2,0,0,0,2,0,0,3,2,2,16,5,0
c,primitive_type,faf036324b3a02ac,28,2,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,1
c,enum_specifier,7d31aa1f445efcb9,21,6,0,3,4,4,0,0,0,0,0,0,0,0,3,2,5,0
c,enumerator_list,d4b98a7b72cd5d6f,25,5,4,1,3,0,0,0,0,0,0,0,1,0,4,4,8,0
c,struct_specifier,ff2ee0c3dc099c39,22,6,0,4,5,3,0,0,0,0,0,1,0,0,2,1,6,0
c,union_specifier,e57216d6d11660ae,19,6,0,3,4,3,0,0,0,0,0,1,0,0,2,1,5,0
c,field_declaration_list,9bb57d92746e3f43,5,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0
c,_field_declaration_list_item,a51428b213572b3a,9,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0
c,field_declaration,32483ef46048d444,9,2,0,2,2,0,0,0,0,0,0,0,0,0,1,1,3,0
c,_field_declaration_declarator,bb9630c66073bfce,16,5,0,2,2,2,0,0,0,0,0,0,1,0,4,1,4,0
c,bitfield_clause,ae514ed4e52f5b1c,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
c,enumerator,48b5d47f390d5590,9,4,0,1,1,2,0,0,0,0,0,0,0,0,2,1,2,0
c,variadic_parameter,1514c28779358c33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
c,parameter_list,2f14016041e2fbe7,17,7,0,1,4,0,0,0,0,0,0,0,1,0,3,3,5,0
c,_old_style_parameter_list,3df0507847250a66,15,6,0,1,3,0,0,0,0,0,0,0,1,0,3,3,4,0
c,parameter_declaration,0c6a3b9fe5599f3a,10,4,0,1,2,1,0,0,0,0,0,0,1,0,1,0,4,0
c,attributed_statement,9aa2331b27b009e8,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0
c,statement,02a29a0f5cbb4fe5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
c,_non_case_statement,0780979bf8ef12d8,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0
c,_top_level_statement,e56e8b57e61f4344,16,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0
c,labeled_statement,4c924430dec2a9f9,7,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,3,0
c,_top_level_expression_statement,5a4a787ef5d8e7b3,5,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
c,expression_statement,9df923b552a1d56d,7,3,0,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0
c,if_statement,070f960832ac4c15,11,4,0,1,1,3,0,0,0,0,0,1,0,0,1,1,3,0
c,else_clause,ae514ed4e52f5b1c,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
c,switch_statement,42083732fdfca975,6,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0
c,case_statement,ba79931eb04f61f1,14,5,0,0,2,1,0,0,0,0,0,1,1,0,2,3,4,0
c,while_statement,42083732fdfca975,6,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0
c,do_statement,5a15b2c1949d0344,8,2,0,0,0,2,0,0,0,0,0,0,0,0,1,3,2,0
c,for_statement,3d949bdc67c434ca,7,2,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,0
c,_for_statement_body,6381a896771bb9f8,25,6,0,3,7,4,0,0,0,0,0,0,0,0,2,2,7,0
c,return_statement,eaad459620d3062f,8,3,0,1,2,0,0,0,0,0,0,0,0,0,1,2,2,0
c,break_statement,2a3df1f3642b8e7a,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
c,continue_statement,2a3df1f3642b8e7a,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
c,goto_statement,35a8b400fe055683,5,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0
c,seh_try_statement,4c924430dec2a9f9,7,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,3,0
c,seh_except_clause,42083732fdfca975,6,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0
c,seh_finally_clause,fbb7947cdeb62094,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
c,seh_leave_statement,2a3df1f3642b8e7a,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
c,expression,02a29a0f5cbb4fe5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
c,_expression_not_binary,4f78932499c8487f,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0
c,_string,37e25d959885868a,4,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0
c,comma_expression,ef3c1523c66d8dff,8,3,0,0,1,2,0,0,0,0,0,0,0,0,1,1,3,0
c,conditional_expression,21e4d0257b7dffd7,14,5,0,1,2,3,0,0,0,0,0,1,0,0,1,2,4,0
c,_assignment_left_expression,ecd76a7a6941bdf4,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0
c,assignment_expression,5837f61f93118fec,19,4,0,0,1,3,0,0,0,0,0,1,0,0,1,11,2,0
c,pointer_expression,70af474f65732e1b,8,4,0,0,1,2,0,0,0,0,1,0,0,0,1,2,1,0
c,unary_expression,3da11a3c730c5945,10,4,0,0,1,2,0,0,0,0,1,0,0,0,1,4,1,0
c,binary_expression,f4bd1d17407b580e,145,4,0,0,1,54,0,0,0,0,18,0,0,0,18,18,36,0
c,update_expression,33645a6fe20345a2,16,5,0,0,3,4,0,0,0,0,0,1,0,0,2,4,2,0
c,cast_expression,41e2da09c565b50f,8,3,0,0,0,2,0,0,1,0,0,0,0,0,1,2,2,0
c,type_descriptor,33696def33ee8820,11,3,0,1,1,2,0,0,0,0,0,0,2,0,1,0,4,0
c,sizeof_expression,a4af3203c99370e4,11,5,0,0,1,2,0,0,1,0,0,0,0,0,2,3,2,0
c,alignof_expression,38ea10d186f25ba9,13,4,0,0,1,1,0,0,1,0,0,0,0,0,2,7,1,0
c,offsetof_expression,3f15c9c597bdd20a,11,4,0,0,0,2,0,0,1,0,0,0,0,0,2,4,2,0
c,generic_expression,51b55c7076677843,19,6,0,0,0,0,0,0,1,0,0,0,1,0,5,7,5,0
c,subscript_expression,41e2da09c565b50f,8,3,0,0,0,2,0,0,1,0,0,0,0,0,1,2,2,0
c,call_expression,4a4a490f3d789409,6,3,0,0,0,2,0,0,1,0,0,0,0,0,1,0,2,0
c,gnu_asm_expression,4cf1aa6f5760ad39,31,10,0,4,5,5,0,0,1,0,0,0,1,0,4,5,6,0
c,gnu_asm_qualifier,11dab79d02dac9c9,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0
c,gnu_asm_output_operand_list,8369b348ab2bee49,12,6,0,1,1,2,0,0,0,0,0,0,1,0,3,2,2,0
c,gnu_asm_output_operand,2cd89a57f529dfe0,14,4,0,1,1,3,0,0,0,0,0,0,0,0,2,4,3,0
c,gnu_asm_input_operand_list,8369b348ab2bee49,12,6,0,1,1,2,0,0,0,0,0,0,1,0,3,2,2,0
c,gnu_asm_input_operand,2cd89a57f529dfe0,14,4,0,1,1,3,0,0,0,0,0,0,0,0,2,4,3,0
c,gnu_asm_clobber_list,8369b348ab2bee49,12,6,0,1,1,2,0,0,0,0,0,0,1,0,3,2,2,0
c,gnu_asm_goto_list,8369b348ab2bee49,12,6,0,1,1,2,0,0,0,0,0,0,1,0,3,2,2,0
c,extension_expression,ae514ed4e52f5b1c,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
c,argument_list,3df0507847250a66,15,6,0,1,3,0,0,0,0,0,0,0,1,0,3,3,4,0
c,field_expression,657de95ade9e5d71,11,5,0,0,1,3,0,0,1,0,0,0,0,0,2,2,2,0
