candidate_id,family_hint,evidence_rows,source_layers,evidence_kinds,residual
LLVM_VP_SCATTER,VECTOR_MEMORY,2,LLVM_VP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
X86_AMX_DP_HBF8_PS,TENSOR,4,X86_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
REFERENCE_CAST,TYPE_CONVERSION,2,H5_NORMALIZED;WEBASSEMBLY,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VSSE,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
HEXAGON_HVX_VUNPACK,VECTOR,2,HEXAGON_HVX,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_OMP_DECLARE_MAPPER,CONCURRENCY,2,MLIR_OPENMP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_OACC_ROUTINE,CONCURRENCY,2,MLIR_OPENACC,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
VECTOR_COMPRESS,VECTOR,2,H5_NORMALIZED;HOTSPOT_C2,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION;LANGUAGE_OPERATION_RAW,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
HEXAGON_HVX_SCATTER,VECTOR_MEMORY,2,HEXAGON_HVX,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
TOSA_RESHAPE,TENSOR_ML,6,MLIR_TOSA,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
X86_AVX512_MASK_TEST,VECTOR,6,X86_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_ABS,TENSOR_ELEMENTWISE,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_CLZ,VECTOR,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_TENSOR_INSERT_SLICE,TENSOR,2,MLIR_TENSOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
GROUP_ALL,CONCURRENCY,2,H5_NORMALIZED;SPIRV,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
DMA_START,BINDING_MEMORY,1,H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
TAIL_CALL_REFERENCE,FUNCTION,2,H5_NORMALIZED;WEBASSEMBLY,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_LINALG_WINOGRAD_INPUT_TRANSFORM,TENSOR_ALGEBRA,2,MLIR_LINALG,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LLVM_VP_FDIV,VECTOR,2,LLVM_VP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LOG2,ARITHMETIC,2,H5_NORMALIZED;MLIR_MATH,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION;LANGUAGE_OPERATION_RAW,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VSE,VECTOR_MEMORY,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AMDGPU_READLANE,CONCURRENCY,2,AMDGPU_INTRINSICS;H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_LINALG_MAP,TENSOR_ALGEBRA,2,MLIR_LINALG,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VFNMACC,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VSSUBU,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
X86_AMX_DP_BUSD,TENSOR,4,X86_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_SPARSE_INSERT,SPARSE_TENSOR,2,MLIR_SPARSE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LLVM_VP_CTLZ,VECTOR,2,LLVM_VP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
V8_TURBOSHAFT_MEMORY_BARRIER,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,OPTIMIZER_IR_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_LINALG_DEPTHWISE_CONV_1_D_NWC_WCM,TENSOR_ALGEBRA,2,MLIR_LINALG,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SME_BFMOPA,TENSOR,6,AARCH64_SME,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_LINALG_POOLING_NCHW_SUM,TENSOR_ALGEBRA,2,MLIR_LINALG,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_SADDV,VECTOR_REDUCTION,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION;LANGUAGE_OPERATION_RAW,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MEMORY_STORE,MemoryFamily,5,DECOMPILER_QUOTIENT,DECOMPILER_SEMANTIC_QUOTIENT,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LLVM_VP_FCMP,VECTOR,2,LLVM_VP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
X86_AMX_ROW_TO_BF16_HI,TENSOR,4,X86_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
BIT_REVERSE,NumericFamily,5,DECOMPILER_QUOTIENT;H5_NORMALIZED,DECOMPILER_SEMANTIC_QUOTIENT;NORMALIZED_PRIMITIVE_CANDIDATE,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RUNTIME_LOOKUP,OBJECT,1,H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LLVM_VP_ICMP,VECTOR,2,LLVM_VP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
TOSA_ARITHMETIC_RIGHT_SHIFT,TENSOR_ML,6,MLIR_TOSA,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_COMPLEX_ATAN,COMPLEX,2,MLIR_COMPLEX,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_GPU_MEMSET,GPU,2,MLIR_GPU,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VADD,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LLVM_VP_SELECT,VECTOR,2,LLVM_VP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
X86_AMX_TILE_STORE,TENSOR,4,X86_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
ALLOC,AllocationFamily,1,DECOMPILER_QUOTIENT,DECOMPILER_SEMANTIC_QUOTIENT;LANGUAGE_OPERATION_RAW,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
V8_TURBOSHAFT_TUPLE,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,OPTIMIZER_IR_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_SPARSE_OUT,SPARSE_TENSOR,2,MLIR_SPARSE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_OMP_TARGET_UPDATE,CONCURRENCY,2,MLIR_OPENMP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
X86_AMX_ROW_TO_BF16_LO,TENSOR,4,X86_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
SIMD_ALL_TRUE,VECTOR,2,H5_NORMALIZED;WEBASSEMBLY,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
V8_TURBOSHAFT_STACK_POINTER_GREATER_THAN,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,OPTIMIZER_IR_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_OMP_MASTER,CONCURRENCY,2,MLIR_OPENMP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
X86_AMX_TILE_ZERO,TENSOR,4,X86_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SME_BFMOPS,TENSOR,6,AARCH64_SME,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_TENSOR_RESHAPE,TENSOR,2,MLIR_TENSOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
TOSA_COND_IF,TENSOR_ML,6,MLIR_TOSA,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LLVM_VP_SPLICE,VECTOR,2,LLVM_VP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LLVM_VP_REDUCE_UMAX,VECTOR_REDUCTION,2,LLVM_VP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_SPARSE_NEW,SPARSE_TENSOR,2,MLIR_SPARSE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LLVM_VP_LOAD,VECTOR_MEMORY,2,LLVM_VP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
TOSA_GREATER,TENSOR_ML,6,MLIR_TOSA,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VMSOF,VECTOR_MASK,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
BPF_PACKET_LOAD_WORD,BPF_VM,2,BPF_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_SPARSE_CRD_TRANSLATE,SPARSE_TENSOR,2,MLIR_SPARSE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VAADD,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STRING_EQUAL,STRING,2,H5_NORMALIZED;HOTSPOT_C2,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_SHAPE_FROM_EXTENT_TENSOR,SHAPE,2,MLIR_SHAPE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VSMUL,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_OMP_TARGET_ENTER_DATA,CONCURRENCY,2,MLIR_OPENMP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_TENSOR_CONCAT,TENSOR,2,MLIR_TENSOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LLVM_VP_UMAX,VECTOR,2,LLVM_VP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_COMPLEX_LOG1_P,COMPLEX,2,MLIR_COMPLEX,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
TOSA_ADD,TENSOR_ML,6,MLIR_TOSA,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
I31_REFERENCE_CREATE,OBJECT,2,H5_NORMALIZED;WEBASSEMBLY,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
V8_TURBOSHAFT_PARAMETER,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,OPTIMIZER_IR_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
VECTOR_MASK_FIRST_TRUE,VECTOR,2,H5_NORMALIZED;HOTSPOT_C2,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_SHAPE_TO_EXTENT_TENSOR,SHAPE,2,MLIR_SHAPE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_CMPLE,VECTOR_MASK,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_ROUND_NEAREST_AFZ,TENSOR_ELEMENTWISE,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VFWMACC,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_TENSOR_FROM_ELEMENTS,TENSOR,2,MLIR_TENSOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AMDGPU_DOT2,ARITHMETIC,2,AMDGPU_INTRINSICS;H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_TRN2,VECTOR,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_DYNAMIC_CONV,TENSOR_ML,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_IS_FINITE,TENSOR_ELEMENTWISE,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_UQSUB,VECTOR,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VMSEQ,VECTOR_MASK,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
V8_TURBOSHAFT_PROJECTION,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,OPTIMIZER_IR_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LLVM_VP_UREM,VECTOR,2,LLVM_VP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_OACC_ATOMIC_CAPTURE,CONCURRENCY,2,MLIR_OPENACC,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AMDGPU_RSQ,ARITHMETIC,2,AMDGPU_INTRINSICS;H5_NORMALIZED,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
X86_AVX512_SCATTER,VECTOR,6,X86_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_GPU_BLOCK_DIM,GPU,2,MLIR_GPU,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_ST1_SCATTER,VECTOR_MEMORY,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_OACC_ENTER_DATA,CONCURRENCY,2,MLIR_OPENACC,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_BATCH_NORM_TRAINING,TENSOR_ML,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
V8_TURBOSHAFT_SELECT,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,OPTIMIZER_IR_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_GPU_SUBGROUP_ID,GPU,2,MLIR_GPU,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_COMPLEX_RE,COMPLEX,2,MLIR_COMPLEX,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_TENSOR_PACK,TENSOR,2,MLIR_TENSOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VMULHSU,VECTOR,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
CONTROL_BRANCH,ControlFamily,1,DECOMPILER_QUOTIENT,DECOMPILER_SEMANTIC_QUOTIENT,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
GPU_WORKGROUP_ID,CONCURRENCY,2,H5_NORMALIZED;ZIG_AIR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
BITFIELD_EXTRACT,BITWISE,2,H5_NORMALIZED;X86_ISA,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
GPU_BREV,BITWISE,2,H5_NORMALIZED;NVVM_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_TENSOR_GENERATE,TENSOR,2,MLIR_TENSOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_SQRSHL,VECTOR,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
POPCOUNT,BITWISE,3,DECOMPILER_QUOTIENT;H5_NORMALIZED,DECOMPILER_SEMANTIC_QUOTIENT;NORMALIZED_PRIMITIVE_CANDIDATE,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
TOSA_LOGICAL_LEFT_SHIFT,TENSOR_ML,6,MLIR_TOSA,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
RVV_VMSLE,VECTOR_MASK,6,RISCV_VECTOR,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
SIMD_NARROW,VECTOR,2,H5_NORMALIZED;WEBASSEMBLY,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
V8_TURBOSHAFT_FLOAT_BINOP,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,OPTIMIZER_IR_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
LLVM_VP_MINIMUM,VECTOR,2,LLVM_VP,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
STABLEHLO_LOG,TENSOR_ELEMENTWISE,6,STABLEHLO_OPS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
MLIR_GPU_LAUNCH_FUNC,GPU,2,MLIR_GPU,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
GPU_DP2_A,ARITHMETIC,2,H5_NORMALIZED;NVVM_INTRINSICS,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
AARCH64_SVE_PRFW,VECTOR_MEMORY,12,AARCH64_SVE,NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION,SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE
