quotient_id,technical_signature,candidate_count,candidate_ids
RQ00055,NumericFamily|5|DECOMPILER_QUOTIENT;H5_NORMALIZED|DECOMPILER_SEMANTIC_QUOTIENT;NORMALIZED_PRIMITIVE_CANDIDATE|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,BIT_REVERSE
RQ00056,MemoryFamily|1|DECOMPILER_QUOTIENT|DECOMPILER_SEMANTIC_QUOTIENT|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,MEMORY_BULK
RQ00057,BINDING_MEMORY|2|H5_NORMALIZED;WEBASSEMBLY|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION;LANGUAGE_OPERATION_RAW|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,3,GLOBAL_LOAD;GLOBAL_STORE;MEMORY_SIZE
RQ00058,CallFamily|1|DECOMPILER_QUOTIENT|DECOMPILER_SEMANTIC_QUOTIENT|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,INDIRECT_CALL
RQ00059,OBJECT|2|H5_NORMALIZED;WEBASSEMBLY|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,6,GC_STRUCT_GET;GC_STRUCT_NEW;GC_STRUCT_SET;I31_REFERENCE_CREATE;I31_REFERENCE_GET;REFERENCE_NULL
RQ00060,CallFamily|1|DECOMPILER_QUOTIENT|DECOMPILER_SEMANTIC_QUOTIENT;LANGUAGE_OPERATION_RAW|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,2,SYSCALL;TAILCALL
RQ00061,OWNERSHIP|2|H5_NORMALIZED;PYTHON_OPCODE|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,BORROW_LOCAL
RQ00062,CONCURRENCY|2|H5_NORMALIZED;ZIG_AIR|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,2,GPU_WORKGROUP_ID;GPU_WORKITEM_ID
RQ00063,ARITHMETIC|2|H5_NORMALIZED;ISA_GENERIC|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,3,WIDENING_ADD;WIDENING_MUL;WIDENING_SUB
RQ00064,VECTOR_MASK|12|AARCH64_SVE|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,17,AARCH64_SVE_CMPEQ;AARCH64_SVE_CMPGE;AARCH64_SVE_CMPGT;AARCH64_SVE_CMPLE;AARCH64_SVE_CMPLT;AARCH64_SVE_CMPNE;AARCH64_SVE_CNTP;AARCH64_SVE_FCMPEQ;AARCH64_SVE_FCMPGE;AARCH64_SVE_FCMPGT;AARCH64_SVE_FCMPNE;AARCH64_SVE_PFALSE;AARCH64_SVE_PTRUE;AARCH64_SVE_WHILELE;AARCH64_SVE_WHILELO;AARCH64_SVE_WHILELS;AARCH64_SVE_WHILELT
RQ00065,ValueFamily|5|DECOMPILER_QUOTIENT|DECOMPILER_SEMANTIC_QUOTIENT|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,LITERAL_CONSTANT
RQ00066,BITWISE|2|AARCH64_ISA;H5_NORMALIZED|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION;LANGUAGE_OPERATION_RAW|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,OR_NOT
RQ00067,OBJECT|1|H5_NORMALIZED|NORMALIZED_PRIMITIVE_CANDIDATE|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,4,GET_DISCRIMINANT;INTERFACE_CONSTRUCT;RUNTIME_LOOKUP;SET_DISCRIMINANT
RQ00068,BINDING_MEMORY|1|H5_NORMALIZED|NORMALIZED_PRIMITIVE_CANDIDATE|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,14,DMA_START;DMA_WAIT;FIELD_ADDRESS;INDEX_ADDRESS;MEMORY_COPY;MEMORY_MOVE;MEMORY_SET;OBJECT_SIZE;POINTER_ADD;POINTER_MASK;POINTER_SUB;STACK_RESTORE;STACK_SAVE;SWAP_VALUE
RQ00069,BINDING_MEMORY|2|H5_NORMALIZED;HOTSPOT_C2|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,2,CACHE_WRITEBACK;CACHE_WRITEBACK_SYNC
RQ00070,OWNERSHIP|1|H5_NORMALIZED|NORMALIZED_PRIMITIVE_CANDIDATE|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,4,DEINITIALIZE;DEPENDENCE_MARK;STORAGE_DEAD;STORAGE_LIVE
RQ00071,ExceptionFamily|1|DECOMPILER_QUOTIENT|DECOMPILER_SEMANTIC_QUOTIENT|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,EXCEPTION_SEMANTIC
RQ00072,COLLECTION|2|H5_NORMALIZED;WEBASSEMBLY|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,9,ELEMENT_SEGMENT_DROP;GC_ARRAY_GET;GC_ARRAY_LENGTH;GC_ARRAY_NEW;GC_ARRAY_SET;TABLE_COPY;TABLE_FILL;TABLE_GROW;TABLE_SIZE
RQ00073,BINDING_MEMORY|2|DOTNET_IL;H5_NORMALIZED|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,14,IL_ARRAY_ELEMENT_ADDRESS;IL_COPY_BLOCK;IL_FIELD_ADDRESS;IL_INIT_BLOCK;IL_LOAD_INDIRECT_I1;IL_LOAD_INDIRECT_I2;IL_LOAD_INDIRECT_I4;IL_LOAD_INDIRECT_U1;IL_LOAD_INDIRECT_U2;IL_LOAD_INDIRECT_U4;IL_LOCAL_ALLOC;IL_STATIC_FIELD_ADDRESS;IL_STORE_INDIRECT_TYPED;IL_UNALIGNED_ACCESS
RQ00074,VECTOR|2|AMDGPU_INTRINSICS;H5_NORMALIZED|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,5,AMDGPU_DPP_UPDATE;AMDGPU_DS_SWIZZLE;AMDGPU_PERMLANE16;AMDGPU_PERMLANEX16;AMDGPU_SET_INACTIVE
RQ00075,VECTOR_REDUCTION|2|LLVM_VP|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,13,LLVM_VP_REDUCE_ADD;LLVM_VP_REDUCE_AND;LLVM_VP_REDUCE_FADD;LLVM_VP_REDUCE_FMAX;LLVM_VP_REDUCE_FMIN;LLVM_VP_REDUCE_FMUL;LLVM_VP_REDUCE_MUL;LLVM_VP_REDUCE_OR;LLVM_VP_REDUCE_SMAX;LLVM_VP_REDUCE_SMIN;LLVM_VP_REDUCE_UMAX;LLVM_VP_REDUCE_UMIN;LLVM_VP_REDUCE_XOR
RQ00076,ARITHMETIC|1|H5_NORMALIZED|NORMALIZED_PRIMITIVE_CANDIDATE|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,7,ADD_WITH_OVERFLOW;MUL_HIGH;MUL_WITH_OVERFLOW;SATURATING_ADD;SATURATING_MUL;SATURATING_SUB;SUB_WITH_OVERFLOW
RQ00077,CONCURRENCY_MEMORY|2|AMDGPU_INTRINSICS;H5_NORMALIZED|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,AMDGPU_BUFFER_ATOMIC
RQ00078,RAW_OPCODE|1100|AMDGPU_INTRINSICS;DOTNET_IL;GFORTRAN_INTRINSICS;MLIR_OPENMP;NVVM_INTRINSICS;PERL_OPS;V8_IGNITION|RAW_EXTERNAL_OPERATION;LANGUAGE_OPERATION_RAW|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,UNKNOWN
RQ00079,ARITHMETIC|2|H5_NORMALIZED;MLIR_MATH|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION;LANGUAGE_OPERATION_RAW|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,27,ACOS;ACOSH;ASIN;ASINH;ATAN;ATAN2;ATANH;CBRT;CLAMP;COS;COSH;ERF;ERFC;EXP2;EXPM1;FLOOR;FREXP;HYPOT;LDEXP;LOG10;LOG1_P;LOG2;RSQRT;SIN;SINH;TAN;TANH
RQ00080,VECTOR|2|H5_NORMALIZED;WEBASSEMBLY|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,13,SIMD_ALL_TRUE;SIMD_ANY_TRUE;SIMD_BITMASK;SIMD_DOT_PRODUCT;SIMD_EXTEND_HIGH;SIMD_EXTEND_LOW;SIMD_LANE_EXTRACT;SIMD_LANE_REPLACE;SIMD_NARROW;SIMD_Q15_MULR_SAT;SIMD_SHUFFLE;SIMD_SPLAT;SIMD_SWIZZLE
RQ00081,ARITHMETIC|2|H5_NORMALIZED;X86_ISA|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,2,ADD_WITH_CARRY;SUB_WITH_BORROW
RQ00082,CONCURRENCY|2|H5_NORMALIZED;SPIRV|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,11,CONTROL_BARRIER;DEVICE_ENQUEUE;GROUP_ALL;GROUP_ANY;GROUP_BROADCAST;GROUP_REDUCE;PIPE_READ;PIPE_WRITE;SUBGROUP_BALLOT;SUBGROUP_BROADCAST;SUBGROUP_SHUFFLE
RQ00083,BindingFamily|2|DECOMPILER_QUOTIENT|DECOMPILER_SEMANTIC_QUOTIENT;LANGUAGE_OPERATION_RAW|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,ADDRESS
RQ00084,QUANTIZATION|2|MLIR_QUANT|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,10,MLIR_QUANT_CALIBRATED_QUANTIZE;MLIR_QUANT_CONST_FAKE_QUANT;MLIR_QUANT_CONST_FAKE_QUANT_PER_AXIS;MLIR_QUANT_DEQUANTIZE_CAST;MLIR_QUANT_PER_AXIS_QUANTIZE;MLIR_QUANT_QUANTIZE_CAST;MLIR_QUANT_REQUANTIZE;MLIR_QUANT_STORAGE_CAST;MLIR_QUANT_UNIFORM_DEQUANTIZE;MLIR_QUANT_UNIFORM_QUANTIZE
RQ00085,CONCURRENCY_MEMORY|2|DOTNET_IL;H5_NORMALIZED|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,IL_VOLATILE_ACCESS
RQ00086,CONCURRENCY|2|H5_NORMALIZED;HOTSPOT_C2|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,SPIN_WAIT
RQ00087,GPU|2|MLIR_GPU|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,27,MLIR_GPU_ALLOC;MLIR_GPU_ALL_REDUCE;MLIR_GPU_BARRIER;MLIR_GPU_BLOCK_DIM;MLIR_GPU_BLOCK_ID;MLIR_GPU_CREATE_2_TO4_SP;MLIR_GPU_DEALLOC;MLIR_GPU_DYNAMIC_SHARED_MEMORY;MLIR_GPU_GLOBAL_ID;MLIR_GPU_GRID_DIM;MLIR_GPU_HOST_REGISTER;MLIR_GPU_HOST_UNREGISTER;MLIR_GPU_LANE_ID;MLIR_GPU_LAUNCH;MLIR_GPU_LAUNCH_FUNC;MLIR_GPU_MEMCPY;MLIR_GPU_MEMSET;MLIR_GPU_NUM_SUBGROUPS;MLIR_GPU_PRINTF;MLIR_GPU_SET_DEFAULT_DEVICE;MLIR_GPU_SHUFFLE;MLIR_GPU_SPMM;MLIR_GPU_SUBGROUP_ID;MLIR_GPU_SUBGROUP_REDUCE;MLIR_GPU_SUBGROUP_SIZE;MLIR_GPU_THREAD_ID;MLIR_GPU_WAIT
RQ00088,CRYPTO|2|H5_NORMALIZED;RISCV_ISA|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,4,AES_DECRYPT_ROUND;AES_ENCRYPT_ROUND;SHA512_SIGMA;SHA512_SUM
RQ00089,MemoryFamily|5|DECOMPILER_QUOTIENT|DECOMPILER_SEMANTIC_QUOTIENT|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,MEMORY_STORE
RQ00090,BITWISE|2|AARCH64_ISA;H5_NORMALIZED|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,3,BITFIELD_INSERT;COUNT_LEADING_SIGN;XOR_NOT
RQ00091,NumericFamily|4|DECOMPILER_QUOTIENT;H5_NORMALIZED|DECOMPILER_SEMANTIC_QUOTIENT;NORMALIZED_PRIMITIVE_CANDIDATE;LANGUAGE_OPERATION_RAW|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,ABS
RQ00092,TENSOR_ALGEBRA|6|MLIR_TOSA|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,8,TOSA_CONV2_D;TOSA_CONV3_D;TOSA_DEPTHWISE_CONV2_D;TOSA_FFT2_D;TOSA_FULLY_CONNECTED;TOSA_MATMUL;TOSA_RFFT2_D;TOSA_TRANSPOSE_CONV2_D
RQ00093,BITWISE|1|H5_NORMALIZED|NORMALIZED_PRIMITIVE_CANDIDATE|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,7,BIT_CLEAR;BIT_INVERT;BIT_SET;BYTE_SWAP;FUNNEL_SHIFT_LEFT;FUNNEL_SHIFT_RIGHT;SHL_WITH_OVERFLOW
RQ00094,BITWISE|2|DECOMPILER_QUOTIENT;H5_NORMALIZED|DECOMPILER_SEMANTIC_QUOTIENT;NORMALIZED_PRIMITIVE_CANDIDATE;LANGUAGE_OPERATION_RAW|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,2,CLZ;CTZ
RQ00095,CONCURRENCY_MEMORY|1|H5_NORMALIZED|NORMALIZED_PRIMITIVE_CANDIDATE|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,UNLOCK
RQ00096,NumericFamily|4|DECOMPILER_QUOTIENT;H5_NORMALIZED|DECOMPILER_SEMANTIC_QUOTIENT;NORMALIZED_PRIMITIVE_CANDIDATE|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,ROTATE_RIGHT
RQ00097,VECTOR|6|RISCV_VECTOR|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,103,RVV_TUPLE_EXTRACT;RVV_TUPLE_INSERT;RVV_VAADD;RVV_VAADDU;RVV_VADC;RVV_VADD;RVV_VAND;RVV_VASUB;RVV_VASUBU;RVV_VCOMPRESS;RVV_VCPOP;RVV_VDIV;RVV_VDIVU;RVV_VFADD;RVV_VFCLASS;RVV_VFDIV;RVV_VFIRST;RVV_VFMACC;RVV_VFMADD;RVV_VFMAX;RVV_VFMIN;RVV_VFMSAC;RVV_VFMSUB;RVV_VFMUL;RVV_VFNMACC;RVV_VFNMADD;RVV_VFNMSAC;RVV_VFNMSUB;RVV_VFRDIV;RVV_VFREC7;RVV_VFRSQRT7;RVV_VFRSUB;RVV_VFSGNJ;RVV_VFSGNJN;RVV_VFSGNJX;RVV_VFSLIDE1_DOWN;RVV_VFSLIDE1_UP;RVV_VFSQRT;RVV_VFSUB;RVV_VFWADD;RVV_VFWADD_W;RVV_VFWMACC;RVV_VFWMSAC;RVV_VFWMUL;RVV_VFWNMACC;RVV_VFWNMSAC;RVV_VFWSUB;RVV_VFWSUB_W;RVV_VID;RVV_VIOTA;RVV_VMACC;RVV_VMADD;RVV_VMUL;RVV_VMULH;RVV_VMULHSU;RVV_VMULHU;RVV_VNCLIP;RVV_VNCLIPU;RVV_VNMSAC;RVV_VNMSUB;RVV_VNSRA;RVV_VNSRL;RVV_VOR;RVV_VREM;RVV_VREMU;RVV_VRGATHER;RVV_VRGATHEREI16;RVV_VRSUB;RVV_VSADD;RVV_VSADDU;RVV_VSBC;RVV_VSLIDE1_DOWN;RVV_VSLIDE1_UP;RVV_VSLIDEDOWN;RVV_VSLIDEUP;RVV_VSLL;RVV_VSM;RVV_VSMUL;RVV_VSRA;RVV_VSRL;RVV_VSSE;RVV_VSSRA;RVV_VSSRL;RVV_VSSUB;RVV_VSSUBU;RVV_VSUB;RVV_VWADD;RVV_VWADDU;RVV_VWADDU_W;RVV_VWADD_W;RVV_VWMACC;RVV_VWMACCSU;RVV_VWMACCU;RVV_VWMACCUS;RVV_VWMUL;RVV_VWMULSU;RVV_VWMULU;RVV_VWSUB;RVV_VWSUBU;RVV_VWSUBU_W;RVV_VWSUB_W;RVV_VXOR;RVV_VZEXT
RQ00098,SHAPE|2|MLIR_SHAPE|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,20,MLIR_SHAPE_ANY;MLIR_SHAPE_ASSUMING;MLIR_SHAPE_ASSUMING_ALL;MLIR_SHAPE_BROADCAST;MLIR_SHAPE_CONST_SHAPE;MLIR_SHAPE_CONST_SIZE;MLIR_SHAPE_CSTR_BROADCASTABLE;MLIR_SHAPE_FROM_EXTENTS;MLIR_SHAPE_FROM_EXTENT_TENSOR;MLIR_SHAPE_GET_EXTENT;MLIR_SHAPE_INDEX_TO_SIZE;MLIR_SHAPE_MEET;MLIR_SHAPE_NUM_ELEMENTS;MLIR_SHAPE_RANK;MLIR_SHAPE_SHAPE_OF;MLIR_SHAPE_SIZE_TO_INDEX;MLIR_SHAPE_SPLIT_AT;MLIR_SHAPE_TO_EXTENT_TENSOR;MLIR_SHAPE_VALUE_AS_SHAPE;MLIR_SHAPE_YIELD
RQ00099,CONCURRENCY_MEMORY|1|H5_NORMALIZED|NORMALIZED_PRIMITIVE_CANDIDATE;LANGUAGE_OPERATION_RAW|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,3,ATOMIC_LOAD;ATOMIC_STORE;EXCHANGE
RQ00100,ARITHMETIC|2|H5_NORMALIZED;HOTSPOT_C2|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,4,COPY_SIGN;DIVMOD;SIGNUM;UDIVMOD
RQ00101,BPF_VM|2|BPF_INTRINSICS|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,24,BPF_BTF_TYPE_ID;BPF_BTF_TYPE_INFO;BPF_BTF_TYPE_TAG;BPF_COMPARE;BPF_CORE_RELOC;BPF_GET_PRANDOM_U32;BPF_GET_SMP_PROCESSOR_ID;BPF_KFUNC_CALL;BPF_MAP_DELETE_ELEM;BPF_MAP_LOOKUP_ELEM;BPF_MAP_UPDATE_ELEM;BPF_PACKET_LOAD_BYTE;BPF_PACKET_LOAD_HALF;BPF_PACKET_LOAD_WORD;BPF_PASSTHRU;BPF_PRESERVE_ACCESS_INDEX;BPF_PROBE_READ;BPF_PROBE_READ_STR;BPF_PSEUDO;BPF_RINGBUF_DISCARD;BPF_RINGBUF_OUTPUT;BPF_RINGBUF_RESERVE;BPF_RINGBUF_SUBMIT;BPF_TAIL_CALL
RQ00102,BITWISE|2|H5_NORMALIZED;RISCV_ISA|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,5,BIT_UNZIP;BIT_ZIP;CARRYLESS_MUL;CARRYLESS_MUL_HIGH;CARRYLESS_MUL_REVERSED
RQ00103,BITWISE|3|DECOMPILER_QUOTIENT;H5_NORMALIZED|DECOMPILER_SEMANTIC_QUOTIENT;NORMALIZED_PRIMITIVE_CANDIDATE|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,POPCOUNT
RQ00104,BINDING_MEMORY|2|AMDGPU_INTRINSICS;H5_NORMALIZED|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,10,AMDGPU_CACHE_INVALIDATE;AMDGPU_DISPATCH_PTR;AMDGPU_GROUP_STATIC_SIZE;AMDGPU_IMPLICIT_ARG_PTR;AMDGPU_LDS_DIRECT_LOAD;AMDGPU_QUEUE_PTR;AMDGPU_RAW_BUFFER_LOAD;AMDGPU_RAW_BUFFER_STORE;AMDGPU_STRUCT_BUFFER_LOAD;AMDGPU_STRUCT_BUFFER_STORE
RQ00105,VECTOR_MEMORY|12|AARCH64_SVE|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,17,AARCH64_SVE_LD1;AARCH64_SVE_LD1_GATHER;AARCH64_SVE_LD1_RO;AARCH64_SVE_LD2;AARCH64_SVE_LD3;AARCH64_SVE_LD4;AARCH64_SVE_LDFF1;AARCH64_SVE_LDNF1;AARCH64_SVE_PRFB;AARCH64_SVE_PRFD;AARCH64_SVE_PRFH;AARCH64_SVE_PRFW;AARCH64_SVE_ST1;AARCH64_SVE_ST1_SCATTER;AARCH64_SVE_ST2;AARCH64_SVE_ST3;AARCH64_SVE_ST4
RQ00106,OWNERSHIP|2|H5_NORMALIZED;HOTSPOT_C2|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,REACHABILITY_FENCE
RQ00107,NumericFamily|4|DECOMPILER_QUOTIENT|DECOMPILER_SEMANTIC_QUOTIENT;LANGUAGE_OPERATION_RAW|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,BSWAP
RQ00108,ResourceFamily|1|DECOMPILER_QUOTIENT|DECOMPILER_SEMANTIC_QUOTIENT|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,RESOURCE_SEMANTIC
RQ00109,CONCURRENCY_MEMORY|2|X86_INTRINSICS|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,8,X86_ATOMIC_ADD_CC;X86_ATOMIC_AND_CC;X86_ATOMIC_BTC;X86_ATOMIC_BTR;X86_ATOMIC_BTS;X86_ATOMIC_OR_CC;X86_ATOMIC_SUB_CC;X86_ATOMIC_XOR_CC
RQ00110,NumericFamily|10|DECOMPILER_QUOTIENT;LANGUAGE_OPERATION_HARVEST|CROSS_LANGUAGE_EQUIVALENCE_CLASS;DECOMPILER_SEMANTIC_QUOTIENT|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,COMPARE_LT
RQ00111,IMAGE|2|H5_NORMALIZED;SPIRV|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION;LANGUAGE_OPERATION_RAW|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,IMAGE_SAMPLE
RQ00112,TypeFamily|2|DECOMPILER_QUOTIENT|DECOMPILER_SEMANTIC_QUOTIENT|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,TYPE_SEMANTIC
RQ00113,ARITHMETIC|2|H5_NORMALIZED;NVVM_INTRINSICS|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,9,GPU_DP2_A;GPU_DP4_A;GPU_FAST_COS;GPU_FAST_EXP2;GPU_FAST_LOG2;GPU_FAST_RCP;GPU_FAST_RSQRT;GPU_FAST_SIN;GPU_FAST_SQRT
RQ00114,BITWISE|2|H5_NORMALIZED;NVVM_INTRINSICS|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,7,GPU_BFE;GPU_BFI;GPU_BREV;GPU_CLZ;GPU_FNS;GPU_POPCOUNT;GPU_PRMT
RQ00115,LifetimeFamily|1|DECOMPILER_QUOTIENT|DECOMPILER_SEMANTIC_QUOTIENT|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,1,LIFETIME_PIN_OR_SCOPE
RQ00116,TENSOR_ELEMENTWISE|6|STABLEHLO_OPS|NORMALIZED_PRIMITIVE_CANDIDATE;RAW_EXTERNAL_OPERATION|SEMANTIC_RESIDUAL_OUTSIDE_CURRENT_CLOSURE,44,STABLEHLO_ABS;STABLEHLO_ADD;STABLEHLO_AND;STABLEHLO_ATAN2;STABLEHLO_CBRT;STABLEHLO_CEIL;STABLEHLO_CLAMP;STABLEHLO_COMPARE;STABLEHLO_COMPLEX;STABLEHLO_COSINE;STABLEHLO_COUNT_LEADING_ZEROS;STABLEHLO_DIVIDE;STABLEHLO_EXPONENTIAL;STABLEHLO_EXPONENTIAL_MINUS_ONE;STABLEHLO_FLOOR;STABLEHLO_IMAG;STABLEHLO_IS_FINITE;STABLEHLO_LOG;STABLEHLO_LOGISTIC;STABLEHLO_LOG_PLUS_ONE;STABLEHLO_MAXIMUM;STABLEHLO_MINIMUM;STABLEHLO_MULTIPLY;STABLEHLO_NEGATE;STABLEHLO_NOT;STABLEHLO_OR;STABLEHLO_POPCNT;STABLEHLO_POWER;STABLEHLO_REAL;STABLEHLO_REMAINDER;STABLEHLO_ROUND_NEAREST_AFZ;STABLEHLO_ROUND_NEAREST_EVEN;STABLEHLO_RSQRT;STABLEHLO_SELECT;STABLEHLO_SHIFT_LEFT;STABLEHLO_SHIFT_RIGHT_ARITHMETIC;STABLEHLO_SHIFT_RIGHT_LOGICAL;STABLEHLO_SIGN;STABLEHLO_SINE;STABLEHLO_SQRT;STABLEHLO_SUBTRACT;STABLEHLO_TAN;STABLEHLO_TANH;STABLEHLO_XOR
