candidate_id,family_hint,evidence_rows,source_layers,raw_names,accepted_into_pstar,rejection_reason
GET_DISCRIMINANT,OBJECT,1,H5_NORMALIZED,GET_DISCRIMINANT,false,no complete observable atom witness / composition proof
MLIR_OMP_TASKLOOP,CONCURRENCY,2,MLIR_OPENMP,omp.taskloop,false,no complete observable atom witness / composition proof
V8_TURBOSHAFT_PENDING_LOOP_PHI,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,PENDING_LOOP_PHI,false,no complete observable atom witness / composition proof
AARCH64_SVE_ST1,VECTOR_MEMORY,12,AARCH64_SVE,llvm.aarch64.sve.st1;llvm.aarch64.sve.st1.f16;llvm.aarch64.sve.st1.f32;llvm.aarch64.sve.st1.f64;llvm.aarch64.sve.st1.i16;llvm.aarch64.sve.st1.i32;llvm.aarch64.sve.st1.i64;llvm.aarch64.sve.st1.i8;llvm.aarch64.sve.st1_m;llvm.aarch64.sve.st1_x;llvm.aarch64.sve.st1_z,false,no complete observable atom witness / composition proof
RVV_VSBC,VECTOR,6,RISCV_VECTOR,llvm.riscv.vsbc;llvm.riscv.vsbc_mask;llvm.riscv.vsbc_vi;llvm.riscv.vsbc_vv;llvm.riscv.vsbc_vx,false,no complete observable atom witness / composition proof
X86_ATOMIC_BTR,CONCURRENCY_MEMORY,2,X86_INTRINSICS,llvm.x86.atomic_btr,false,no complete observable atom witness / composition proof
BIT_CLEAR,BITWISE,1,H5_NORMALIZED,BIT_CLEAR,false,no complete observable atom witness / composition proof
AARCH64_SVE_FMUL,VECTOR,12,AARCH64_SVE,llvm.aarch64.sve.fmul;llvm.aarch64.sve.fmul.f16;llvm.aarch64.sve.fmul.f32;llvm.aarch64.sve.fmul.f64;llvm.aarch64.sve.fmul.i16;llvm.aarch64.sve.fmul.i32;llvm.aarch64.sve.fmul.i64;llvm.aarch64.sve.fmul.i8;llvm.aarch64.sve.fmul_m;llvm.aarch64.sve.fmul_x;llvm.aarch64.sve.fmul_z,false,no complete observable atom witness / composition proof
LLVM_VP_SCATTER,VECTOR_MEMORY,2,LLVM_VP,llvm.vp.scatter,false,no complete observable atom witness / composition proof
X86_AMX_DP_HBF8_PS,TENSOR,4,X86_INTRINSICS,llvm.x86.amx_dp_hbf8ps;llvm.x86.amx_dp_hbf8ps.internal;llvm.x86.amx_dp_hbf8ps.tile,false,no complete observable atom witness / composition proof
REFERENCE_CAST,TYPE_CONVERSION,2,H5_NORMALIZED;WEBASSEMBLY,REFERENCE_CAST;ref.cast,false,no complete observable atom witness / composition proof
RVV_VSSE,VECTOR,6,RISCV_VECTOR,llvm.riscv.vsse;llvm.riscv.vsse_mask;llvm.riscv.vsse_vi;llvm.riscv.vsse_vv;llvm.riscv.vsse_vx,false,no complete observable atom witness / composition proof
HEXAGON_HVX_VUNPACK,VECTOR,2,HEXAGON_HVX,llvm.hexagon.vunpack,false,no complete observable atom witness / composition proof
MLIR_OMP_DECLARE_MAPPER,CONCURRENCY,2,MLIR_OPENMP,omp.declare_mapper,false,no complete observable atom witness / composition proof
MLIR_OACC_ROUTINE,CONCURRENCY,2,MLIR_OPENACC,acc.routine,false,no complete observable atom witness / composition proof
VECTOR_COMPRESS,VECTOR,2,H5_NORMALIZED;HOTSPOT_C2,CompressV/CompressM;VECTOR_COMPRESS,false,no complete observable atom witness / composition proof
HEXAGON_HVX_SCATTER,VECTOR_MEMORY,2,HEXAGON_HVX,llvm.hexagon.scatter,false,no complete observable atom witness / composition proof
TOSA_RESHAPE,TENSOR_ML,6,MLIR_TOSA,tosa.reshape;tosa.reshape.bf16;tosa.reshape.f32;tosa.reshape.i32;tosa.reshape.i8,false,no complete observable atom witness / composition proof
X86_AVX512_MASK_TEST,VECTOR,6,X86_INTRINSICS,llvm.x86.avx512_mask_test;llvm.x86.avx512_mask_test.128;llvm.x86.avx512_mask_test.256;llvm.x86.avx512_mask_test.512;llvm.x86.avx512_mask_test.mask,false,no complete observable atom witness / composition proof
STABLEHLO_ABS,TENSOR_ELEMENTWISE,6,STABLEHLO_OPS,stablehlo.abs;stablehlo.abs.bf16;stablehlo.abs.f32;stablehlo.abs.i32;stablehlo.abs.i8,false,no complete observable atom witness / composition proof
AARCH64_SVE_CLZ,VECTOR,12,AARCH64_SVE,llvm.aarch64.sve.clz;llvm.aarch64.sve.clz.f16;llvm.aarch64.sve.clz.f32;llvm.aarch64.sve.clz.f64;llvm.aarch64.sve.clz.i16;llvm.aarch64.sve.clz.i32;llvm.aarch64.sve.clz.i64;llvm.aarch64.sve.clz.i8;llvm.aarch64.sve.clz_m;llvm.aarch64.sve.clz_x;llvm.aarch64.sve.clz_z,false,no complete observable atom witness / composition proof
MLIR_TENSOR_INSERT_SLICE,TENSOR,2,MLIR_TENSOR,tensor.insert_slice,false,no complete observable atom witness / composition proof
GROUP_ALL,CONCURRENCY,2,H5_NORMALIZED;SPIRV,GROUP_ALL;OpGroupAll / GroupNonUniformAll,false,no complete observable atom witness / composition proof
DMA_START,BINDING_MEMORY,1,H5_NORMALIZED,DMA_START,false,no complete observable atom witness / composition proof
TAIL_CALL_REFERENCE,FUNCTION,2,H5_NORMALIZED;WEBASSEMBLY,TAIL_CALL_REFERENCE;return_call_ref,false,no complete observable atom witness / composition proof
MLIR_LINALG_WINOGRAD_INPUT_TRANSFORM,TENSOR_ALGEBRA,2,MLIR_LINALG,linalg.winograd_input_transform,false,no complete observable atom witness / composition proof
LLVM_VP_FDIV,VECTOR,2,LLVM_VP,llvm.vp.fdiv,false,no complete observable atom witness / composition proof
LOG2,ARITHMETIC,2,H5_NORMALIZED;MLIR_MATH,LOG2;math.log2,false,no complete observable atom witness / composition proof
RVV_VSE,VECTOR_MEMORY,6,RISCV_VECTOR,llvm.riscv.vse;llvm.riscv.vse_mask;llvm.riscv.vse_vi;llvm.riscv.vse_vv;llvm.riscv.vse_vx,false,no complete observable atom witness / composition proof
AMDGPU_READLANE,CONCURRENCY,2,AMDGPU_INTRINSICS;H5_NORMALIZED,AMDGPU_READLANE;amdgcn_readlane,false,no complete observable atom witness / composition proof
MLIR_LINALG_MAP,TENSOR_ALGEBRA,2,MLIR_LINALG,linalg.map,false,no complete observable atom witness / composition proof
RVV_VFNMACC,VECTOR,6,RISCV_VECTOR,llvm.riscv.vfnmacc;llvm.riscv.vfnmacc_mask;llvm.riscv.vfnmacc_vi;llvm.riscv.vfnmacc_vv;llvm.riscv.vfnmacc_vx,false,no complete observable atom witness / composition proof
RVV_VSSUBU,VECTOR,6,RISCV_VECTOR,llvm.riscv.vssubu;llvm.riscv.vssubu_mask;llvm.riscv.vssubu_vi;llvm.riscv.vssubu_vv;llvm.riscv.vssubu_vx,false,no complete observable atom witness / composition proof
X86_AMX_DP_BUSD,TENSOR,4,X86_INTRINSICS,llvm.x86.amx_dp_busd;llvm.x86.amx_dp_busd.internal;llvm.x86.amx_dp_busd.tile,false,no complete observable atom witness / composition proof
MLIR_SPARSE_INSERT,SPARSE_TENSOR,2,MLIR_SPARSE,sparse_tensor.insert,false,no complete observable atom witness / composition proof
LLVM_VP_CTLZ,VECTOR,2,LLVM_VP,llvm.vp.ctlz,false,no complete observable atom witness / composition proof
V8_TURBOSHAFT_MEMORY_BARRIER,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,MEMORY_BARRIER,false,no complete observable atom witness / composition proof
MLIR_LINALG_DEPTHWISE_CONV_1_D_NWC_WCM,TENSOR_ALGEBRA,2,MLIR_LINALG,linalg.depthwise_conv_1d_nwc_wcm,false,no complete observable atom witness / composition proof
AARCH64_SME_BFMOPA,TENSOR,6,AARCH64_SME,llvm.aarch64.sme.bfmopa;llvm.aarch64.sme.bfmopa_vg2;llvm.aarch64.sme.bfmopa_vg4;llvm.aarch64.sme.bfmopa_za32;llvm.aarch64.sme.bfmopa_za64,false,no complete observable atom witness / composition proof
MLIR_LINALG_POOLING_NCHW_SUM,TENSOR_ALGEBRA,2,MLIR_LINALG,linalg.pooling_nchw_sum,false,no complete observable atom witness / composition proof
AARCH64_SVE_SADDV,VECTOR_REDUCTION,12,AARCH64_SVE,llvm.aarch64.sve.saddv;llvm.aarch64.sve.saddv.f16;llvm.aarch64.sve.saddv.f32;llvm.aarch64.sve.saddv.f64;llvm.aarch64.sve.saddv.i16;llvm.aarch64.sve.saddv.i32;llvm.aarch64.sve.saddv.i64;llvm.aarch64.sve.saddv.i8;llvm.aarch64.sve.saddv_m;llvm.aarch64.sve.saddv_x;llvm.aarch64.sve.saddv_z,false,no complete observable atom witness / composition proof
MEMORY_STORE,MemoryFamily,5,DECOMPILER_QUOTIENT,LLIL_TEST_BIT;insn_start;last_generic;st;st16;st32;st8;st_vec,false,no complete observable atom witness / composition proof
LLVM_VP_FCMP,VECTOR,2,LLVM_VP,llvm.vp.fcmp,false,no complete observable atom witness / composition proof
X86_AMX_ROW_TO_BF16_HI,TENSOR,4,X86_INTRINSICS,llvm.x86.amx_row_to_bf16_hi;llvm.x86.amx_row_to_bf16_hi.internal;llvm.x86.amx_row_to_bf16_hi.tile,false,no complete observable atom witness / composition proof
BIT_REVERSE,NumericFamily,5,DECOMPILER_QUOTIENT;H5_NORMALIZED,BIT_REVERSE;LLIL_RBIT;revbit32;revbit64;revbit8,false,no complete observable atom witness / composition proof
RUNTIME_LOOKUP,OBJECT,1,H5_NORMALIZED,RUNTIME_LOOKUP,false,no complete observable atom witness / composition proof
LLVM_VP_ICMP,VECTOR,2,LLVM_VP,llvm.vp.icmp,false,no complete observable atom witness / composition proof
TOSA_ARITHMETIC_RIGHT_SHIFT,TENSOR_ML,6,MLIR_TOSA,tosa.arithmetic_right_shift;tosa.arithmetic_right_shift.bf16;tosa.arithmetic_right_shift.f32;tosa.arithmetic_right_shift.i32;tosa.arithmetic_right_shift.i8,false,no complete observable atom witness / composition proof
MLIR_COMPLEX_ATAN,COMPLEX,2,MLIR_COMPLEX,complex.atan,false,no complete observable atom witness / composition proof
MLIR_GPU_MEMSET,GPU,2,MLIR_GPU,gpu.memset,false,no complete observable atom witness / composition proof
RVV_VADD,VECTOR,6,RISCV_VECTOR,llvm.riscv.vadd;llvm.riscv.vadd_mask;llvm.riscv.vadd_vi;llvm.riscv.vadd_vv;llvm.riscv.vadd_vx,false,no complete observable atom witness / composition proof
LLVM_VP_SELECT,VECTOR,2,LLVM_VP,llvm.vp.select,false,no complete observable atom witness / composition proof
X86_AMX_TILE_STORE,TENSOR,4,X86_INTRINSICS,llvm.x86.amx_tile_store;llvm.x86.amx_tile_store.internal;llvm.x86.amx_tile_store.tile,false,no complete observable atom witness / composition proof
ALLOC,AllocationFamily,1,DECOMPILER_QUOTIENT,NEW;NewArr;NewObj,false,no complete observable atom witness / composition proof
V8_TURBOSHAFT_TUPLE,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,TUPLE,false,no complete observable atom witness / composition proof
MLIR_SPARSE_OUT,SPARSE_TENSOR,2,MLIR_SPARSE,sparse_tensor.out,false,no complete observable atom witness / composition proof
MLIR_OMP_TARGET_UPDATE,CONCURRENCY,2,MLIR_OPENMP,omp.target_update,false,no complete observable atom witness / composition proof
X86_AMX_ROW_TO_BF16_LO,TENSOR,4,X86_INTRINSICS,llvm.x86.amx_row_to_bf16_lo;llvm.x86.amx_row_to_bf16_lo.internal;llvm.x86.amx_row_to_bf16_lo.tile,false,no complete observable atom witness / composition proof
SIMD_ALL_TRUE,VECTOR,2,H5_NORMALIZED;WEBASSEMBLY,*.all_true;SIMD_ALL_TRUE,false,no complete observable atom witness / composition proof
V8_TURBOSHAFT_STACK_POINTER_GREATER_THAN,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,STACK_POINTER_GREATER_THAN,false,no complete observable atom witness / composition proof
MLIR_OMP_MASTER,CONCURRENCY,2,MLIR_OPENMP,omp.master,false,no complete observable atom witness / composition proof
X86_AMX_TILE_ZERO,TENSOR,4,X86_INTRINSICS,llvm.x86.amx_tile_zero;llvm.x86.amx_tile_zero.internal;llvm.x86.amx_tile_zero.tile,false,no complete observable atom witness / composition proof
AARCH64_SME_BFMOPS,TENSOR,6,AARCH64_SME,llvm.aarch64.sme.bfmops;llvm.aarch64.sme.bfmops_vg2;llvm.aarch64.sme.bfmops_vg4;llvm.aarch64.sme.bfmops_za32;llvm.aarch64.sme.bfmops_za64,false,no complete observable atom witness / composition proof
MLIR_TENSOR_RESHAPE,TENSOR,2,MLIR_TENSOR,tensor.reshape,false,no complete observable atom witness / composition proof
TOSA_COND_IF,TENSOR_ML,6,MLIR_TOSA,tosa.cond_if;tosa.cond_if.bf16;tosa.cond_if.f32;tosa.cond_if.i32;tosa.cond_if.i8,false,no complete observable atom witness / composition proof
LLVM_VP_SPLICE,VECTOR,2,LLVM_VP,llvm.vp.splice,false,no complete observable atom witness / composition proof
LLVM_VP_REDUCE_UMAX,VECTOR_REDUCTION,2,LLVM_VP,llvm.vp.reduce_umax,false,no complete observable atom witness / composition proof
MLIR_SPARSE_NEW,SPARSE_TENSOR,2,MLIR_SPARSE,sparse_tensor.new,false,no complete observable atom witness / composition proof
LLVM_VP_LOAD,VECTOR_MEMORY,2,LLVM_VP,llvm.vp.load,false,no complete observable atom witness / composition proof
TOSA_GREATER,TENSOR_ML,6,MLIR_TOSA,tosa.greater;tosa.greater.bf16;tosa.greater.f32;tosa.greater.i32;tosa.greater.i8,false,no complete observable atom witness / composition proof
RVV_VMSOF,VECTOR_MASK,6,RISCV_VECTOR,llvm.riscv.vmsof;llvm.riscv.vmsof_mask;llvm.riscv.vmsof_vi;llvm.riscv.vmsof_vv;llvm.riscv.vmsof_vx,false,no complete observable atom witness / composition proof
BPF_PACKET_LOAD_WORD,BPF_VM,2,BPF_INTRINSICS,llvm.bpf.packet_load_word,false,no complete observable atom witness / composition proof
MLIR_SPARSE_CRD_TRANSLATE,SPARSE_TENSOR,2,MLIR_SPARSE,sparse_tensor.crd_translate,false,no complete observable atom witness / composition proof
RVV_VAADD,VECTOR,6,RISCV_VECTOR,llvm.riscv.vaadd;llvm.riscv.vaadd_mask;llvm.riscv.vaadd_vi;llvm.riscv.vaadd_vv;llvm.riscv.vaadd_vx,false,no complete observable atom witness / composition proof
STRING_EQUAL,STRING,2,H5_NORMALIZED;HOTSPOT_C2,STRING_EQUAL;StrEquals,false,no complete observable atom witness / composition proof
MLIR_SHAPE_FROM_EXTENT_TENSOR,SHAPE,2,MLIR_SHAPE,shape.from_extent_tensor,false,no complete observable atom witness / composition proof
RVV_VSMUL,VECTOR,6,RISCV_VECTOR,llvm.riscv.vsmul;llvm.riscv.vsmul_mask;llvm.riscv.vsmul_vi;llvm.riscv.vsmul_vv;llvm.riscv.vsmul_vx,false,no complete observable atom witness / composition proof
MLIR_OMP_TARGET_ENTER_DATA,CONCURRENCY,2,MLIR_OPENMP,omp.target_enter_data,false,no complete observable atom witness / composition proof
MLIR_TENSOR_CONCAT,TENSOR,2,MLIR_TENSOR,tensor.concat,false,no complete observable atom witness / composition proof
LLVM_VP_UMAX,VECTOR,2,LLVM_VP,llvm.vp.umax,false,no complete observable atom witness / composition proof
MLIR_COMPLEX_LOG1_P,COMPLEX,2,MLIR_COMPLEX,complex.log1p,false,no complete observable atom witness / composition proof
TOSA_ADD,TENSOR_ML,6,MLIR_TOSA,tosa.add;tosa.add.bf16;tosa.add.f32;tosa.add.i32;tosa.add.i8,false,no complete observable atom witness / composition proof
I31_REFERENCE_CREATE,OBJECT,2,H5_NORMALIZED;WEBASSEMBLY,I31_REFERENCE_CREATE;ref.i31,false,no complete observable atom witness / composition proof
V8_TURBOSHAFT_PARAMETER,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,PARAMETER,false,no complete observable atom witness / composition proof
VECTOR_MASK_FIRST_TRUE,VECTOR,2,H5_NORMALIZED;HOTSPOT_C2,VECTOR_MASK_FIRST_TRUE;VectorMaskFirstTrue,false,no complete observable atom witness / composition proof
MLIR_SHAPE_TO_EXTENT_TENSOR,SHAPE,2,MLIR_SHAPE,shape.to_extent_tensor,false,no complete observable atom witness / composition proof
AARCH64_SVE_CMPLE,VECTOR_MASK,12,AARCH64_SVE,llvm.aarch64.sve.cmple;llvm.aarch64.sve.cmple.f16;llvm.aarch64.sve.cmple.f32;llvm.aarch64.sve.cmple.f64;llvm.aarch64.sve.cmple.i16;llvm.aarch64.sve.cmple.i32;llvm.aarch64.sve.cmple.i64;llvm.aarch64.sve.cmple.i8;llvm.aarch64.sve.cmple_m;llvm.aarch64.sve.cmple_x;llvm.aarch64.sve.cmple_z,false,no complete observable atom witness / composition proof
STABLEHLO_ROUND_NEAREST_AFZ,TENSOR_ELEMENTWISE,6,STABLEHLO_OPS,stablehlo.round_nearest_afz;stablehlo.round_nearest_afz.bf16;stablehlo.round_nearest_afz.f32;stablehlo.round_nearest_afz.i32;stablehlo.round_nearest_afz.i8,false,no complete observable atom witness / composition proof
RVV_VFWMACC,VECTOR,6,RISCV_VECTOR,llvm.riscv.vfwmacc;llvm.riscv.vfwmacc_mask;llvm.riscv.vfwmacc_vi;llvm.riscv.vfwmacc_vv;llvm.riscv.vfwmacc_vx,false,no complete observable atom witness / composition proof
MLIR_TENSOR_FROM_ELEMENTS,TENSOR,2,MLIR_TENSOR,tensor.from_elements,false,no complete observable atom witness / composition proof
AMDGPU_DOT2,ARITHMETIC,2,AMDGPU_INTRINSICS;H5_NORMALIZED,AMDGPU_DOT2;amdgcn_fdot2 / sdot2/udot2,false,no complete observable atom witness / composition proof
AARCH64_SVE_TRN2,VECTOR,12,AARCH64_SVE,llvm.aarch64.sve.trn2;llvm.aarch64.sve.trn2.f16;llvm.aarch64.sve.trn2.f32;llvm.aarch64.sve.trn2.f64;llvm.aarch64.sve.trn2.i16;llvm.aarch64.sve.trn2.i32;llvm.aarch64.sve.trn2.i64;llvm.aarch64.sve.trn2.i8;llvm.aarch64.sve.trn2_m;llvm.aarch64.sve.trn2_x;llvm.aarch64.sve.trn2_z,false,no complete observable atom witness / composition proof
STABLEHLO_DYNAMIC_CONV,TENSOR_ML,6,STABLEHLO_OPS,stablehlo.dynamic_conv;stablehlo.dynamic_conv.bf16;stablehlo.dynamic_conv.f32;stablehlo.dynamic_conv.i32;stablehlo.dynamic_conv.i8,false,no complete observable atom witness / composition proof
STABLEHLO_IS_FINITE,TENSOR_ELEMENTWISE,6,STABLEHLO_OPS,stablehlo.is_finite;stablehlo.is_finite.bf16;stablehlo.is_finite.f32;stablehlo.is_finite.i32;stablehlo.is_finite.i8,false,no complete observable atom witness / composition proof
AARCH64_SVE_UQSUB,VECTOR,12,AARCH64_SVE,llvm.aarch64.sve.uqsub;llvm.aarch64.sve.uqsub.f16;llvm.aarch64.sve.uqsub.f32;llvm.aarch64.sve.uqsub.f64;llvm.aarch64.sve.uqsub.i16;llvm.aarch64.sve.uqsub.i32;llvm.aarch64.sve.uqsub.i64;llvm.aarch64.sve.uqsub.i8;llvm.aarch64.sve.uqsub_m;llvm.aarch64.sve.uqsub_x;llvm.aarch64.sve.uqsub_z,false,no complete observable atom witness / composition proof
RVV_VMSEQ,VECTOR_MASK,6,RISCV_VECTOR,llvm.riscv.vmseq;llvm.riscv.vmseq_mask;llvm.riscv.vmseq_vi;llvm.riscv.vmseq_vv;llvm.riscv.vmseq_vx,false,no complete observable atom witness / composition proof
V8_TURBOSHAFT_PROJECTION,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,PROJECTION,false,no complete observable atom witness / composition proof
LLVM_VP_UREM,VECTOR,2,LLVM_VP,llvm.vp.urem,false,no complete observable atom witness / composition proof
MLIR_OACC_ATOMIC_CAPTURE,CONCURRENCY,2,MLIR_OPENACC,acc.atomic_capture,false,no complete observable atom witness / composition proof
AMDGPU_RSQ,ARITHMETIC,2,AMDGPU_INTRINSICS;H5_NORMALIZED,AMDGPU_RSQ;amdgcn_rsq,false,no complete observable atom witness / composition proof
X86_AVX512_SCATTER,VECTOR,6,X86_INTRINSICS,llvm.x86.avx512_scatter;llvm.x86.avx512_scatter.128;llvm.x86.avx512_scatter.256;llvm.x86.avx512_scatter.512;llvm.x86.avx512_scatter.mask,false,no complete observable atom witness / composition proof
MLIR_GPU_BLOCK_DIM,GPU,2,MLIR_GPU,gpu.block_dim,false,no complete observable atom witness / composition proof
AARCH64_SVE_ST1_SCATTER,VECTOR_MEMORY,12,AARCH64_SVE,llvm.aarch64.sve.st1_scatter;llvm.aarch64.sve.st1_scatter.f16;llvm.aarch64.sve.st1_scatter.f32;llvm.aarch64.sve.st1_scatter.f64;llvm.aarch64.sve.st1_scatter.i16;llvm.aarch64.sve.st1_scatter.i32;llvm.aarch64.sve.st1_scatter.i64;llvm.aarch64.sve.st1_scatter.i8;llvm.aarch64.sve.st1_scatter_m;llvm.aarch64.sve.st1_scatter_x;llvm.aarch64.sve.st1_scatter_z,false,no complete observable atom witness / composition proof
MLIR_OACC_ENTER_DATA,CONCURRENCY,2,MLIR_OPENACC,acc.enter_data,false,no complete observable atom witness / composition proof
STABLEHLO_BATCH_NORM_TRAINING,TENSOR_ML,6,STABLEHLO_OPS,stablehlo.batch_norm_training;stablehlo.batch_norm_training.bf16;stablehlo.batch_norm_training.f32;stablehlo.batch_norm_training.i32;stablehlo.batch_norm_training.i8,false,no complete observable atom witness / composition proof
V8_TURBOSHAFT_SELECT,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,SELECT,false,no complete observable atom witness / composition proof
MLIR_GPU_SUBGROUP_ID,GPU,2,MLIR_GPU,gpu.subgroup_id,false,no complete observable atom witness / composition proof
MLIR_COMPLEX_RE,COMPLEX,2,MLIR_COMPLEX,complex.re,false,no complete observable atom witness / composition proof
MLIR_TENSOR_PACK,TENSOR,2,MLIR_TENSOR,tensor.pack,false,no complete observable atom witness / composition proof
RVV_VMULHSU,VECTOR,6,RISCV_VECTOR,llvm.riscv.vmulhsu;llvm.riscv.vmulhsu_mask;llvm.riscv.vmulhsu_vi;llvm.riscv.vmulhsu_vv;llvm.riscv.vmulhsu_vx,false,no complete observable atom witness / composition proof
CONTROL_BRANCH,ControlFamily,1,DECOMPILER_QUOTIENT,br,false,no complete observable atom witness / composition proof
GPU_WORKGROUP_ID,CONCURRENCY,2,H5_NORMALIZED;ZIG_AIR,GPU_WORKGROUP_ID;work_group_id,false,no complete observable atom witness / composition proof
BITFIELD_EXTRACT,BITWISE,2,H5_NORMALIZED;X86_ISA,BEXTR / AArch64 UBFM/SBFM;BITFIELD_EXTRACT,false,no complete observable atom witness / composition proof
GPU_BREV,BITWISE,2,H5_NORMALIZED;NVVM_INTRINSICS,GPU_BREV;brev,false,no complete observable atom witness / composition proof
MLIR_TENSOR_GENERATE,TENSOR,2,MLIR_TENSOR,tensor.generate,false,no complete observable atom witness / composition proof
AARCH64_SVE_SQRSHL,VECTOR,12,AARCH64_SVE,llvm.aarch64.sve.sqrshl;llvm.aarch64.sve.sqrshl.f16;llvm.aarch64.sve.sqrshl.f32;llvm.aarch64.sve.sqrshl.f64;llvm.aarch64.sve.sqrshl.i16;llvm.aarch64.sve.sqrshl.i32;llvm.aarch64.sve.sqrshl.i64;llvm.aarch64.sve.sqrshl.i8;llvm.aarch64.sve.sqrshl_m;llvm.aarch64.sve.sqrshl_x;llvm.aarch64.sve.sqrshl_z,false,no complete observable atom witness / composition proof
POPCOUNT,BITWISE,3,DECOMPILER_QUOTIENT;H5_NORMALIZED,POPCOUNT;ctpop,false,no complete observable atom witness / composition proof
TOSA_LOGICAL_LEFT_SHIFT,TENSOR_ML,6,MLIR_TOSA,tosa.logical_left_shift;tosa.logical_left_shift.bf16;tosa.logical_left_shift.f32;tosa.logical_left_shift.i32;tosa.logical_left_shift.i8,false,no complete observable atom witness / composition proof
RVV_VMSLE,VECTOR_MASK,6,RISCV_VECTOR,llvm.riscv.vmsle;llvm.riscv.vmsle_mask;llvm.riscv.vmsle_vi;llvm.riscv.vmsle_vv;llvm.riscv.vmsle_vx,false,no complete observable atom witness / composition proof
SIMD_NARROW,VECTOR,2,H5_NORMALIZED;WEBASSEMBLY,*.narrow_*;SIMD_NARROW,false,no complete observable atom witness / composition proof
V8_TURBOSHAFT_FLOAT_BINOP,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,FLOAT_BINOP,false,no complete observable atom witness / composition proof
LLVM_VP_MINIMUM,VECTOR,2,LLVM_VP,llvm.vp.minimum,false,no complete observable atom witness / composition proof
STABLEHLO_LOG,TENSOR_ELEMENTWISE,6,STABLEHLO_OPS,stablehlo.log;stablehlo.log.bf16;stablehlo.log.f32;stablehlo.log.i32;stablehlo.log.i8,false,no complete observable atom witness / composition proof
MLIR_GPU_LAUNCH_FUNC,GPU,2,MLIR_GPU,gpu.launch_func,false,no complete observable atom witness / composition proof
GPU_DP2_A,ARITHMETIC,2,H5_NORMALIZED;NVVM_INTRINSICS,GPU_DP2A;idp2a,false,no complete observable atom witness / composition proof
AARCH64_SVE_PRFW,VECTOR_MEMORY,12,AARCH64_SVE,llvm.aarch64.sve.prfw;llvm.aarch64.sve.prfw.f16;llvm.aarch64.sve.prfw.f32;llvm.aarch64.sve.prfw.f64;llvm.aarch64.sve.prfw.i16;llvm.aarch64.sve.prfw.i32;llvm.aarch64.sve.prfw.i64;llvm.aarch64.sve.prfw.i8;llvm.aarch64.sve.prfw_m;llvm.aarch64.sve.prfw_x;llvm.aarch64.sve.prfw_z,false,no complete observable atom witness / composition proof
MLIR_SHAPE_GET_EXTENT,SHAPE,2,MLIR_SHAPE,shape.get_extent,false,no complete observable atom witness / composition proof
X86_AMX_DP_BSUD,TENSOR,4,X86_INTRINSICS,llvm.x86.amx_dp_bsud;llvm.x86.amx_dp_bsud.internal;llvm.x86.amx_dp_bsud.tile,false,no complete observable atom witness / composition proof
MLIR_OACC_CACHE,CONCURRENCY,2,MLIR_OPENACC,acc.cache,false,no complete observable atom witness / composition proof
IL_STATIC_FIELD_ADDRESS,BINDING_MEMORY,2,DOTNET_IL;H5_NORMALIZED,IL_STATIC_FIELD_ADDRESS;ldsflda,false,no complete observable atom witness / composition proof
RVV_VMULH,VECTOR,6,RISCV_VECTOR,llvm.riscv.vmulh;llvm.riscv.vmulh_mask;llvm.riscv.vmulh_vi;llvm.riscv.vmulh_vv;llvm.riscv.vmulh_vx,false,no complete observable atom witness / composition proof
MLIR_SHAPE_BROADCAST,SHAPE,2,MLIR_SHAPE,shape.broadcast,false,no complete observable atom witness / composition proof
LLVM_VP_ASHR,VECTOR,2,LLVM_VP,llvm.vp.ashr,false,no complete observable atom witness / composition proof
V8_TURBOSHAFT_OVERFLOW_CHECKED_BINOP,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,OVERFLOW_CHECKED_BINOP,false,no complete observable atom witness / composition proof
GPU_CP_ASYNC_COMMIT,BINDING_MEMORY,2,H5_NORMALIZED;NVVM_INTRINSICS,GPU_CP_ASYNC_COMMIT;cp.async.commit_group,false,no complete observable atom witness / composition proof
V8_TURBOSHAFT_FRAME_CONSTANT,DYNAMIC_LANGUAGE,1,V8_TURBOSHAFT,FRAME_CONSTANT,false,no complete observable atom witness / composition proof
AARCH64_SME_ZA_ENABLE,TENSOR,6,AARCH64_SME,llvm.aarch64.sme.za_enable;llvm.aarch64.sme.za_enable_vg2;llvm.aarch64.sme.za_enable_vg4;llvm.aarch64.sme.za_enable_za32;llvm.aarch64.sme.za_enable_za64,false,no complete observable atom witness / composition proof
MLIR_OACC_KERNELS,CONCURRENCY,2,MLIR_OPENACC,acc.kernels,false,no complete observable atom witness / composition proof
