primitive_id,reduction_status,proven_redundant
D_ASSOC_ARRAY_LITERAL,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_RANDOM_INIT,UNOBSERVED_KEEP_AUTHORITY,false
MVAR_TRY_TAKE,UNOBSERVED_KEEP_AUTHORITY,false
PERL_METHOD_REDIRECT,UNOBSERVED_KEEP_AUTHORITY,false
COMPARE:LE,OBSERVED_REQUIRED,false
ADA_ENTRY_CALL,UNOBSERVED_KEEP_AUTHORITY,false
JS_ABSTRACT_EQUAL,UNOBSERVED_KEEP_AUTHORITY,false
JS_ARRAY_DESTRUCTURE,UNOBSERVED_KEEP_AUTHORITY,false
MVAR_TRY_PUT,UNOBSERVED_KEEP_AUTHORITY,false
BIT_XOR,UNOBSERVED_KEEP_AUTHORITY,false
GE,UNOBSERVED_KEEP_AUTHORITY,false
FILE_TYPE_TEST,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_CO_SUM,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_UNPACK,UNOBSERVED_KEEP_AUTHORITY,false
JS_KEYED_PROPERTY_GET,UNOBSERVED_KEEP_AUTHORITY,false
PERL_NUMERIC_COMPARE3,UNOBSERVED_KEEP_AUTHORITY,false
STRING_DUP,UNOBSERVED_KEEP_AUTHORITY,false
JS_TYPEOF_LOOKUP,UNOBSERVED_KEEP_AUTHORITY,false
MUTVAR_ATOMIC_MODIFY,UNOBSERVED_KEEP_AUTHORITY,false
CHANNEL_CLOSE,UNOBSERVED_KEEP_AUTHORITY,false
FILE_TIME_QUERY,UNOBSERVED_KEEP_AUTHORITY,false
GENERATOR_RESUME,UNOBSERVED_KEEP_AUTHORITY,false
JS_FIND_NONDEFAULT_CONSTRUCTOR,UNOBSERVED_KEEP_AUTHORITY,false
MISSING_ARG_TEST,UNOBSERVED_KEEP_AUTHORITY,false
SWITCH,UNOBSERVED_KEEP_AUTHORITY,false
TYPE_TEST_BINARY,UNOBSERVED_KEEP_AUTHORITY,false
ARRAY_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_MVBITS,UNOBSERVED_KEEP_AUTHORITY,false
INSTANCE_VAR_GET,UNOBSERVED_KEEP_AUTHORITY,false
JS_ARRAY_FROM_ITERABLE,UNOBSERVED_KEEP_AUTHORITY,false
JS_CONSTRUCT,UNOBSERVED_KEEP_AUTHORITY,false
PATH_SYMLINK,UNOBSERVED_KEEP_AUTHORITY,false
SLICE,UNOBSERVED_KEEP_AUTHORITY,false
BYTES_TO_STRING,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_CO_MIN,UNOBSERVED_KEEP_AUTHORITY,false
GENERIC_FOR_PREP,UNOBSERVED_KEEP_AUTHORITY,false
PATH_CHDIR,UNOBSERVED_KEEP_AUTHORITY,false
PERL_STRING_COMPARE3,UNOBSERVED_KEEP_AUTHORITY,false
LOOP,UNOBSERVED_KEEP_AUTHORITY,false
ITERATOR_NEXT,UNOBSERVED_KEEP_AUTHORITY,false
MAP_DELETE,UNOBSERVED_KEEP_AUTHORITY,false
BITSTRING_MATCH_START,UNOBSERVED_KEEP_AUTHORITY,false
BORROW_END,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_ISHFTC,UNOBSERVED_KEEP_AUTHORITY,false
MEMBER_ACCESS,UNOBSERVED_KEEP_AUTHORITY,false
SUPER_CALL,UNOBSERVED_KEEP_AUTHORITY,false
LE,UNOBSERVED_KEEP_AUTHORITY,false
LITERAL,OBSERVED_REQUIRED,false
JS_WITH_CONTEXT_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
PATH_READLINK,UNOBSERVED_KEEP_AUTHORITY,false
MVAR_TAKE,UNOBSERVED_KEEP_AUTHORITY,false
VECTOR_EXTRACT,UNOBSERVED_KEEP_AUTHORITY,false
BITSTRING_PUT_FLOAT,UNOBSERVED_KEEP_AUTHORITY,false
FILE_OPEN,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_COUNT,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_DSHIFTR,UNOBSERVED_KEEP_AUTHORITY,false
GENERIC_FOR_CALL,UNOBSERVED_KEEP_AUTHORITY,false
ORDERED_REGION,UNOBSERVED_KEEP_AUTHORITY,false
VARARG_PREP,UNOBSERVED_KEEP_AUTHORITY,false
AWAIT,UNOBSERVED_KEEP_AUTHORITY,false
JS_DEFINE_OWN_PROPERTY,UNOBSERVED_KEEP_AUTHORITY,false
PERL_REGEX_MATCH,UNOBSERVED_KEEP_AUTHORITY,false
S3_METHOD_DISPATCH,UNOBSERVED_KEEP_AUTHORITY,false
SHL,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_MATMUL,UNOBSERVED_KEEP_AUTHORITY,false
FILE_TRUNCATE,UNOBSERVED_KEEP_AUTHORITY,false
NE,UNOBSERVED_KEEP_AUTHORITY,false
CHANNEL_SEND,UNOBSERVED_KEEP_AUTHORITY,false
DYNAMIC_SEND,UNOBSERVED_KEEP_AUTHORITY,false
GENERATOR_SEND,UNOBSERVED_KEEP_AUTHORITY,false
PERL_DEFINED_OR_ASSIGN,UNOBSERVED_KEEP_AUTHORITY,false
LENGTH,UNOBSERVED_KEEP_AUTHORITY,false
MVAR_PUT,UNOBSERVED_KEEP_AUTHORITY,false
PERL_GLOB_ELEMENT,UNOBSERVED_KEEP_AUTHORITY,false
BIND_STATIC,UNOBSERVED_KEEP_AUTHORITY,false
ASSIGN_STATIC_PROPERTY,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_SHAPE,UNOBSERVED_KEEP_AUTHORITY,false
JS_FOR_IN_STEP,UNOBSERVED_KEEP_AUTHORITY,false
SHR_ARITH,UNOBSERVED_KEEP_AUTHORITY,false
TYPE_ASSERT,UNOBSERVED_KEEP_AUTHORITY,false
PERL_DEFINED_TEST,UNOBSERVED_KEEP_AUTHORITY,false
BITSTRING_GET_FLOAT,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_CO_MAX,UNOBSERVED_KEEP_AUTHORITY,false
UNREACHABLE,UNOBSERVED_KEEP_AUTHORITY,false
ZERO_EXTEND,UNOBSERVED_KEEP_AUTHORITY,false
SELECT,UNOBSERVED_KEEP_AUTHORITY,false
INT_TO_PTR,UNOBSERVED_KEEP_AUTHORITY,false
JS_OBJECT_LITERAL_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
JS_SUPER_CONSTRUCTOR_VALIDATE,UNOBSERVED_KEEP_AUTHORITY,false
DELETE_FIELD,UNOBSERVED_KEEP_AUTHORITY,false
EXISTENTIAL_DEINIT,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_POPPAR,UNOBSERVED_KEEP_AUTHORITY,false
POST_INCREMENT,UNOBSERVED_KEEP_AUTHORITY,false
AGGREGATE_TUPLE,UNOBSERVED_KEEP_AUTHORITY,false
MOVE_VALUE,UNOBSERVED_KEEP_AUTHORITY,false
NEG,UNOBSERVED_KEEP_AUTHORITY,false
ATOMIC_RMW,UNOBSERVED_KEEP_AUTHORITY,false
DYNAMIC_CAST,UNOBSERVED_KEEP_AUTHORITY,false
FILE_STAT,UNOBSERVED_KEEP_AUTHORITY,false
SET_FIELD,UNOBSERVED_KEEP_AUTHORITY,false
TIME_UTC_CONVERT,UNOBSERVED_KEEP_AUTHORITY,false
SHIFT:SHR,UNOBSERVED_KEEP_AUTHORITY,false
MUTVAR_WRITE,UNOBSERVED_KEEP_AUTHORITY,false
D_VECTOR_ARRAY_EXPR,UNOBSERVED_KEEP_AUTHORITY,false
FILE_TELL,UNOBSERVED_KEEP_AUTHORITY,false
JS_FOR_OF_NEXT,UNOBSERVED_KEEP_AUTHORITY,false
LIST_TAIL,UNOBSERVED_KEEP_AUTHORITY,false
PERL_UNWEAKEN,UNOBSERVED_KEEP_AUTHORITY,false
BINARY:DIV,OBSERVED_REQUIRED,false
SUB,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_CO_BROADCAST,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_DOT_PRODUCT,UNOBSERVED_KEEP_AUTHORITY,false
INTEGER_DIV,UNOBSERVED_KEEP_AUTHORITY,false
PATH_UNLINK,UNOBSERVED_KEEP_AUTHORITY,false
PERL_ARRAY_KEYS,UNOBSERVED_KEEP_AUTHORITY,false
REGEX_COMPILE,UNOBSERVED_KEEP_AUTHORITY,false
THREAD_KILL,UNOBSERVED_KEEP_AUTHORITY,false
BITSTRING_TEST_TAIL,UNOBSERVED_KEEP_AUTHORITY,false
BOUNDS_CHECK,UNOBSERVED_KEEP_AUTHORITY,false
ERROR_NAME,UNOBSERVED_KEEP_AUTHORITY,false
GLOBAL_GET,UNOBSERVED_KEEP_AUTHORITY,false
PERL_ANY,UNOBSERVED_KEEP_AUTHORITY,false
SOCKET_PEER_NAME,UNOBSERVED_KEEP_AUTHORITY,false
UNSAFE_BYTES_GET,UNOBSERVED_KEEP_AUTHORITY,false
COMPARE:GE,OBSERVED_REQUIRED,false
FORTRAN_SYSTEM_CLOCK,UNOBSERVED_KEEP_AUTHORITY,false
PROCESS_SYSTEM,UNOBSERVED_KEEP_AUTHORITY,false
DEALLOCATION,UNOBSERVED_KEEP_AUTHORITY,false
ARRAY_CONCAT,UNOBSERVED_KEEP_AUTHORITY,false
DROP,UNOBSERVED_KEEP_AUTHORITY,false
MOD,UNOBSERVED_KEEP_AUTHORITY,false
UNSET_DIM,UNOBSERVED_KEEP_AUTHORITY,false
JS_PRIVATE_FIELD_GET,UNOBSERVED_KEEP_AUTHORITY,false
PERL_BLESSED_TEST,UNOBSERVED_KEEP_AUTHORITY,false
PERL_FLIPFLOP,UNOBSERVED_KEEP_AUTHORITY,false
ADA_TASK_ABORT,UNOBSERVED_KEEP_AUTHORITY,false
FALLTHROUGH,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_THIS_IMAGE,UNOBSERVED_KEEP_AUTHORITY,false
PERL_REGEX_COMPILE,UNOBSERVED_KEEP_AUTHORITY,false
SOCKET_SET_OPTION,UNOBSERVED_KEEP_AUTHORITY,false
TABLE_SET,UNOBSERVED_KEEP_AUTHORITY,false
TYPE_TEST_NUMBER,UNOBSERVED_KEEP_AUTHORITY,false
UNSAFE_BYTES_SET,UNOBSERVED_KEEP_AUTHORITY,false
SOCKET_PAIR,UNOBSERVED_KEEP_AUTHORITY,false
STORE_LOCAL,UNOBSERVED_KEEP_AUTHORITY,false
STRING_TO_BYTES,UNOBSERVED_KEEP_AUTHORITY,false
BLOCK_PARAM_GET,UNOBSERVED_KEEP_AUTHORITY,false
BORROW_BEGIN,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_SPREAD,UNOBSERVED_KEEP_AUTHORITY,false
JS_NAMED_PROPERTY_SET,UNOBSERVED_KEEP_AUTHORITY,false
JS_TO_BOOLEAN_BRANCH,UNOBSERVED_KEEP_AUTHORITY,false
SHARED_MEMORY_READ,UNOBSERVED_KEEP_AUTHORITY,false
SYMBOL_INTERN,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_UBOUND,UNOBSERVED_KEEP_AUTHORITY,false
JS_SET_PROTOTYPE_PROPERTIES,UNOBSERVED_KEEP_AUTHORITY,false
PERL_SMARTMATCH,UNOBSERVED_KEEP_AUTHORITY,false
UNSET_PROPERTY,UNOBSERVED_KEEP_AUTHORITY,false
BINARY:SUB,OBSERVED_REQUIRED,false
ADA_RENDEZVOUS,UNOBSERVED_KEEP_AUTHORITY,false
ASYNC_EXCEPTION_MASK,UNOBSERVED_KEEP_AUTHORITY,false
PATTERN_MATCH,UNOBSERVED_KEEP_AUTHORITY,false
SELF_GET,UNOBSERVED_KEEP_AUTHORITY,false
SHARED_MEMORY_GET,UNOBSERVED_KEEP_AUTHORITY,false
UNSET_VARIABLE,UNOBSERVED_KEEP_AUTHORITY,false
BREAK,UNOBSERVED_KEEP_AUTHORITY,false
C_VARARG_NEXT,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_MERGE,UNOBSERVED_KEEP_AUTHORITY,false
PERL_REFERENCE_DEREF_SCALAR,UNOBSERVED_KEEP_AUTHORITY,false
STM_RETRY,UNOBSERVED_KEEP_AUTHORITY,false
ARRAY_DUP,UNOBSERVED_KEEP_AUTHORITY,false
EXPRESSION_QUOTE,UNOBSERVED_KEEP_AUTHORITY,false
FLOAT_TO_INT,UNOBSERVED_KEEP_AUTHORITY,false
FUNCTION_ATTRIBUTE_SET,UNOBSERVED_KEEP_AUTHORITY,false
JS_ITERATOR_GET,UNOBSERVED_KEEP_AUTHORITY,false
PERL_JOIN,UNOBSERVED_KEEP_AUTHORITY,false
PERL_SUBSTR,UNOBSERVED_KEEP_AUTHORITY,false
SHR_LOGICAL,UNOBSERVED_KEEP_AUTHORITY,false
COROUTINE_BEGIN_APPLY,UNOBSERVED_KEEP_AUTHORITY,false
BIND_GLOBAL,UNOBSERVED_KEEP_AUTHORITY,false
INTERPOLATION_BUILD,UNOBSERVED_KEEP_AUTHORITY,false
JS_CALL_WITH_SPREAD,UNOBSERVED_KEEP_AUTHORITY,false
TYPE_TEST_LIST,UNOBSERVED_KEEP_AUTHORITY,false
TYPE_TEST_TUPLE,UNOBSERVED_KEEP_AUTHORITY,false
UNBOXED_TUPLE,UNOBSERVED_KEEP_AUTHORITY,false
BITSTRING_CURSOR_RESTORE,UNOBSERVED_KEEP_AUTHORITY,false
ADA_REQUEUE,UNOBSERVED_KEEP_AUTHORITY,false
D_CONCAT_ELEM_ASSIGN,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_ANY,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_ARRAY_PRODUCT,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_RANK,UNOBSERVED_KEEP_AUTHORITY,false
PERL_DEFER,UNOBSERVED_KEEP_AUTHORITY,false
PROCESS_ALARM,UNOBSERVED_KEEP_AUTHORITY,false
JS_NAMED_PROPERTY_GET,UNOBSERVED_KEEP_AUTHORITY,false
MVAR_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
PERL_ARRAY_VALUES,UNOBSERVED_KEEP_AUTHORITY,false
PERL_SORT,UNOBSERVED_KEEP_AUTHORITY,false
PERL_STRING_INDEX,UNOBSERVED_KEEP_AUTHORITY,false
SHORT_OR,UNOBSERVED_KEEP_AUTHORITY,false
BLOCK_TAG_GET,UNOBSERVED_KEEP_AUTHORITY,false
TABLE_NEW,UNOBSERVED_KEEP_AUTHORITY,false
VECTOR_SHUFFLE,UNOBSERVED_KEEP_AUTHORITY,false
MAP_GET,UNOBSERVED_KEEP_AUTHORITY,false
SPLAT,UNOBSERVED_KEEP_AUTHORITY,false
UPVALUE_SET,UNOBSERVED_KEEP_AUTHORITY,false
WEAK_REF_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
BLOCK,UNOBSERVED_KEEP_AUTHORITY,false
CATCH,UNOBSERVED_KEEP_AUTHORITY,false
ADA_ACCEPT_ALTERNATIVE,UNOBSERVED_KEEP_AUTHORITY,false
MEAN,UNOBSERVED_KEEP_AUTHORITY,false
PERL_DEFINED_OR,UNOBSERVED_KEEP_AUTHORITY,false
BITSTRING_GET_INTEGER,UNOBSERVED_KEEP_AUTHORITY,false
ADA_TERMINATE_ALTERNATIVE,UNOBSERVED_KEEP_AUTHORITY,false
D_CAST_EXPR,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_IBCLR,UNOBSERVED_KEEP_AUTHORITY,false
PERL_FORMAT_SPRINTF,UNOBSERVED_KEEP_AUTHORITY,false
PERL_STRINGIFY,UNOBSERVED_KEEP_AUTHORITY,false
PERL_UNDEF,UNOBSERVED_KEEP_AUTHORITY,false
SUPER_LOOKUP,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_MOVE_ALLOC,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_TRANSPOSE,UNOBSERVED_KEEP_AUTHORITY,false
ISSET_TEST,UNOBSERVED_KEEP_AUTHORITY,false
NEXT_METHOD_DISPATCH,UNOBSERVED_KEEP_AUTHORITY,false
SHARED_MEMORY_WRITE,UNOBSERVED_KEEP_AUTHORITY,false
LOAD,OBSERVED_REQUIRED,false
ASSIGNMENT,UNOBSERVED_KEEP_AUTHORITY,false
CLASS_BUILD,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_ALL,UNOBSERVED_KEEP_AUTHORITY,false
APPEND,UNOBSERVED_KEEP_AUTHORITY,false
POW,UNOBSERVED_KEEP_AUTHORITY,false
BITSTRING_GET_BINARY,UNOBSERVED_KEEP_AUTHORITY,false
DEREF,UNOBSERVED_KEEP_AUTHORITY,false
D_NEW_EXPR,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_MERGE_BITS,UNOBSERVED_KEEP_AUTHORITY,false
JS_TO_PROPERTY_KEY,UNOBSERVED_KEEP_AUTHORITY,false
JS_TO_STRING,UNOBSERVED_KEEP_AUTHORITY,false
ONCE_EVAL,UNOBSERVED_KEEP_AUTHORITY,false
TYPE_TEST_FLOAT,UNOBSERVED_KEEP_AUTHORITY,false
BITSTRING_SKIP,UNOBSERVED_KEEP_AUTHORITY,false
COLLECTION_COPY,UNOBSERVED_KEEP_AUTHORITY,false
JS_CALL_UNDEFINED_RECEIVER,UNOBSERVED_KEEP_AUTHORITY,false
BIT_AND,UNOBSERVED_KEEP_AUTHORITY,false
GT,UNOBSERVED_KEEP_AUTHORITY,false
ADA_DELAY_UNTIL,UNOBSERVED_KEEP_AUTHORITY,false
KEYWORD_SPLAT,UNOBSERVED_KEEP_AUTHORITY,false
TYPE_TEST_PROCESS,UNOBSERVED_KEEP_AUTHORITY,false
UNION_INIT,UNOBSERVED_KEEP_AUTHORITY,false
POP,UNOBSERVED_KEEP_AUTHORITY,false
CLASS_VAR_SET,UNOBSERVED_KEEP_AUTHORITY,false
D_ARRAY_LITERAL,UNOBSERVED_KEEP_AUTHORITY,false
EXCEPTION_GROUP_MATCH,UNOBSERVED_KEEP_AUTHORITY,false
EXISTENTIAL_OPEN,UNOBSERVED_KEEP_AUTHORITY,false
PERL_METHOD_LOOKUP,UNOBSERVED_KEEP_AUTHORITY,false
LT,UNOBSERVED_KEEP_AUTHORITY,false
OR,UNOBSERVED_KEEP_AUTHORITY,false
ERROR_TRACE,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_PACK,UNOBSERVED_KEEP_AUTHORITY,false
FUNCTION_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
INSTANCEOF_TEST,UNOBSERVED_KEEP_AUTHORITY,false
ASYNC_RESUME,UNOBSERVED_KEEP_AUTHORITY,false
ENUM_SWITCH,UNOBSERVED_KEEP_AUTHORITY,false
INLINE_ASM,UNOBSERVED_KEEP_AUTHORITY,false
TAIL_CALL,UNOBSERVED_KEEP_AUTHORITY,false
TRY_CATCH,UNOBSERVED_KEEP_AUTHORITY,false
STORE,OBSERVED_REQUIRED,false
D_BLIT_ASSIGN,UNOBSERVED_KEEP_AUTHORITY,false
PROMISE_FORCE,UNOBSERVED_KEEP_AUTHORITY,false
SOCKET_SEND,UNOBSERVED_KEEP_AUTHORITY,false
VECTOR_INSERT,UNOBSERVED_KEEP_AUTHORITY,false
INDEX_READ,UNOBSERVED_KEEP_AUTHORITY,false
SHR,UNOBSERVED_KEEP_AUTHORITY,false
GC_BIF_CALL,UNOBSERVED_KEEP_AUTHORITY,false
GLOBAL_SET,UNOBSERVED_KEEP_AUTHORITY,false
INT_TO_FLOAT,UNOBSERVED_KEEP_AUTHORITY,false
JS_STRICT_EQUAL,UNOBSERVED_KEEP_AUTHORITY,false
PROCESS_FORK,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_NORM2,UNOBSERVED_KEEP_AUTHORITY,false
JS_GENERATOR_SUSPEND,UNOBSERVED_KEEP_AUTHORITY,false
BINARY:REM,UNOBSERVED_KEEP_AUTHORITY,false
ADA_DELAY_RELATIVE,UNOBSERVED_KEEP_AUTHORITY,false
AVERAGE2,UNOBSERVED_KEEP_AUTHORITY,false
GET_FIELD,UNOBSERVED_KEEP_AUTHORITY,false
PERL_GREP,UNOBSERVED_KEEP_AUTHORITY,false
PERL_REFERENCE_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
PERL_SHIFT,UNOBSERVED_KEEP_AUTHORITY,false
SEMAPHORE_OPERATION,UNOBSERVED_KEEP_AUTHORITY,false
CAST,UNOBSERVED_KEEP_AUTHORITY,false
DIR_READ,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_EOSHIFT,UNOBSERVED_KEEP_AUTHORITY,false
INDEX_GET,UNOBSERVED_KEEP_AUTHORITY,false
JS_CONTEXT_POP,UNOBSERVED_KEEP_AUTHORITY,false
JS_FOR_IN_NEXT,UNOBSERVED_KEEP_AUTHORITY,false
MESSAGE_QUEUE_RECEIVE,UNOBSERVED_KEEP_AUTHORITY,false
PERL_ARRAY_EACH,UNOBSERVED_KEEP_AUTHORITY,false
ASYNC_EXCEPTION_RAISE,UNOBSERVED_KEEP_AUTHORITY,false
COMPLEX_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_SYNC_ALL,UNOBSERVED_KEEP_AUTHORITY,false
POST_DECREMENT,UNOBSERVED_KEEP_AUTHORITY,false
STABLE_PTR_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
TYPE_TEST_ATOM,UNOBSERVED_KEEP_AUTHORITY,false
NOT,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_MINVAL,UNOBSERVED_KEEP_AUTHORITY,false
LOAD_MEMORY,UNOBSERVED_KEEP_AUTHORITY,false
PERL_TIE,UNOBSERVED_KEEP_AUTHORITY,false
PERL_VEC,UNOBSERVED_KEEP_AUTHORITY,false
SOCKET_BIND,UNOBSERVED_KEEP_AUTHORITY,false
THREADLOCAL_ADDRESS,UNOBSERVED_KEEP_AUTHORITY,false
REM,UNOBSERVED_KEEP_AUTHORITY,false
ARGUMENT_MATCH,UNOBSERVED_KEEP_AUTHORITY,false
COMPLEX_REAL,UNOBSERVED_KEEP_AUTHORITY,false
CRITICAL_SECTION,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_LBOUND,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_STORAGE_SIZE,UNOBSERVED_KEEP_AUTHORITY,false
JS_EVAL_CONTEXT_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
PERL_REFERENCE_DEREF_ARRAY,UNOBSERVED_KEEP_AUTHORITY,false
SOCKET_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
COMPOUND_ASSIGN,UNOBSERVED_KEEP_AUTHORITY,false
DEALLOCATE,UNOBSERVED_KEEP_AUTHORITY,false
