primitive_id,authority_source,reduction_status,proven_redundant
FILTER,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_LOOKUP_SLOT_SET,v6,UNOBSERVED_KEEP_AUTHORITY,false
MESSAGE_QUEUE_RECEIVE,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_POSITION_GETSET,v6,UNOBSERVED_KEEP_AUTHORITY,false
MVAR_TRY_PUT,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_TIED_TEST,v6,UNOBSERVED_KEEP_AUTHORITY,false
THREADLOCAL_ADDRESS,v6,UNOBSERVED_KEEP_AUTHORITY,false
CONTROL_TRANSFER,canonical,OBSERVED_OR_CLOSURE_REQUIRED,false
BLOCK_PARAM_GET,v6,UNOBSERVED_KEEP_AUTHORITY,false
COMPARE:GT,canonical,OBSERVED_OR_CLOSURE_REQUIRED,false
DEALLOCATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
DEFER,v6,UNOBSERVED_KEEP_AUTHORITY,false
FILE_TELL,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_SYSTEM_CLOCK,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_REGEX_COMPILE,v6,UNOBSERVED_KEEP_AUTHORITY,false
BITSTRING_PUT_INTEGER,v6,UNOBSERVED_KEEP_AUTHORITY,false
BOUNDS_CHECK,v6,UNOBSERVED_KEEP_AUTHORITY,false
OBJECT_CLONE,v6,UNOBSERVED_KEEP_AUTHORITY,false
SPECIAL_VAR_SET,v6,UNOBSERVED_KEEP_AUTHORITY,false
SYMBOL_INTERN,v6,UNOBSERVED_KEEP_AUTHORITY,false
TIME_NOW,v6,UNOBSERVED_KEEP_AUTHORITY,false
CELL_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_EOSHIFT,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_CALL_UNDEFINED_RECEIVER,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_PENDING_EXCEPTION_MESSAGE_SET,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_TYPEOF_TEST,v6,UNOBSERVED_KEEP_AUTHORITY,false
MISSING_ARG_TEST,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_SMARTMATCH,v6,UNOBSERVED_KEEP_AUTHORITY,false
BINARY:POW,canonical,OBSERVED_OR_CLOSURE_REQUIRED,false
CASE_DISPATCH,v6,UNOBSERVED_KEEP_AUTHORITY,false
DIR_OPEN,v6,UNOBSERVED_KEEP_AUTHORITY,false
D_SLICE_EXPR,v6,UNOBSERVED_KEEP_AUTHORITY,false
ENV_ASSIGN,v6,UNOBSERVED_KEEP_AUTHORITY,false
EXCEPTION_GROUP_MATCH,v6,UNOBSERVED_KEEP_AUTHORITY,false
FILE_READ,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_MAXLOC,v6,UNOBSERVED_KEEP_AUTHORITY,false
METHOD_SELF_LOOKUP,v6,UNOBSERVED_KEEP_AUTHORITY,false
EXISTENTIAL_INIT,v6,UNOBSERVED_KEEP_AUTHORITY,false
INSTANCE_VAR_GET,v6,UNOBSERVED_KEEP_AUTHORITY,false
PATH_RMDIR,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_CHOP,v6,UNOBSERVED_KEEP_AUTHORITY,false
SET_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
SHORT_OR,v6,UNOBSERVED_KEEP_AUTHORITY,false
SOCKET_BIND,v6,UNOBSERVED_KEEP_AUTHORITY,false
GE,canonical-kernel,UNOBSERVED_KEEP_AUTHORITY,false
ALL,v6,UNOBSERVED_KEEP_AUTHORITY,false
C_VARARG_NEXT,v6,UNOBSERVED_KEEP_AUTHORITY,false
D_CAST_EXPR,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_CALL_ANY_RECEIVER,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_DIE,v6,UNOBSERVED_KEEP_AUTHORITY,false
ITERATION,canonical,OBSERVED_OR_CLOSURE_REQUIRED,false
LOAD,canonical,OBSERVED_OR_CLOSURE_REQUIRED,false
BITSTRING_GET_FLOAT,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_DOT_PRODUCT,v6,UNOBSERVED_KEEP_AUTHORITY,false
PARALLEL_REGION,v6,UNOBSERVED_KEEP_AUTHORITY,false
PATH_CHDIR,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_REFTYPE,v6,UNOBSERVED_KEEP_AUTHORITY,false
SOCKET_LOCAL_NAME,v6,UNOBSERVED_KEEP_AUTHORITY,false
ZERO_EXTEND,v6,UNOBSERVED_KEEP_AUTHORITY,false
ARRAY_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
COLLECTION_COPY,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_ARRAY_DESTRUCTURE,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_FIND_NONDEFAULT_CONSTRUCTOR,v6,UNOBSERVED_KEEP_AUTHORITY,false
SAFE_BYTES_GET,v6,UNOBSERVED_KEEP_AUTHORITY,false
GENERATOR_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_DEFINED_TEST,v6,UNOBSERVED_KEEP_AUTHORITY,false
SOCKET_CONNECT,v6,UNOBSERVED_KEEP_AUTHORITY,false
ALLOCATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_ALLOCATED_TEST,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_CSHIFT,v6,UNOBSERVED_KEEP_AUTHORITY,false
INCLUDE_EVAL,v6,UNOBSERVED_KEEP_AUTHORITY,false
PANIC,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_LEADZ,v6,UNOBSERVED_KEEP_AUTHORITY,false
PROCESS_FORK,v6,UNOBSERVED_KEEP_AUTHORITY,false
SEMAPHORE_OPERATION,v6,UNOBSERVED_KEEP_AUTHORITY,false
STRING_TO_BYTES,v6,UNOBSERVED_KEEP_AUTHORITY,false
ASYNC_EXCEPTION_MASK,v6,UNOBSERVED_KEEP_AUTHORITY,false
SPECIAL_VAR_GET,v6,UNOBSERVED_KEEP_AUTHORITY,false
CATCH,canonical,UNOBSERVED_KEEP_AUTHORITY,false
INDEX_SLICE,canonical,UNOBSERVED_KEEP_AUTHORITY,false
ARRAY_DUP,v6,UNOBSERVED_KEEP_AUTHORITY,false
BLOCK_TAG_GET,v6,UNOBSERVED_KEEP_AUTHORITY,false
DELETE_LOCAL,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_MINLOC,v6,UNOBSERVED_KEEP_AUTHORITY,false
SHR_LOGICAL,v6,UNOBSERVED_KEEP_AUTHORITY,false
ARRAY_ELEMENT_ADD,v6,UNOBSERVED_KEEP_AUTHORITY,false
D_STRUCT_LITERAL,v6,UNOBSERVED_KEEP_AUTHORITY,false
MESSAGE_QUEUE_SEND,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_BLESS,v6,UNOBSERVED_KEEP_AUTHORITY,false
BIND_STATIC,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_RESHAPE,v6,UNOBSERVED_KEEP_AUTHORITY,false
GENERATOR_RESUME,v6,UNOBSERVED_KEEP_AUTHORITY,false
GENERIC_FOR_LOOP,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_WITH_CONTEXT_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
PATH_UNLINK,v6,UNOBSERVED_KEEP_AUTHORITY,false
ADA_DELAY_UNTIL,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_MINVAL,v6,UNOBSERVED_KEEP_AUTHORITY,false
BORROW_END,v6,UNOBSERVED_KEEP_AUTHORITY,false
COMPOUND_ASSIGN,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_CPU_TIME,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_ISHFTC,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_MOVE_ALLOC,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_CHOMP,v6,UNOBSERVED_KEEP_AUTHORITY,false
BIT_XOR,canonical-kernel,UNOBSERVED_KEEP_AUTHORITY,false
CLASS_VAR_SET,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_CONTEXT_POP,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_FOR_IN_PREPARE,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_SUPER_NOT_CALLED_ERROR,v6,UNOBSERVED_KEEP_AUTHORITY,false
LOAD_MEMORY,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_UNSHIFT,v6,UNOBSERVED_KEEP_AUTHORITY,false
ASSIGN_STATIC_PROPERTY,v6,UNOBSERVED_KEEP_AUTHORITY,false
FILE_LOCK,v6,UNOBSERVED_KEEP_AUTHORITY,false
INTERPOLATION_BUILD,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_FOR_IN_NEXT,v6,UNOBSERVED_KEEP_AUTHORITY,false
STM_CATCH_RETRY,v6,UNOBSERVED_KEEP_AUTHORITY,false
TYPE_TEST_FUNCTION,v6,UNOBSERVED_KEEP_AUTHORITY,false
DELEGATING_CONSTRUCTOR_CALL,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_ARRAY_PRODUCT,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_CO_MAX,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_TEMPLATE_OBJECT_GET,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_NUMERIC_COMPARE3,v6,UNOBSERVED_KEEP_AUTHORITY,false
BRANCH,v6,UNOBSERVED_KEEP_AUTHORITY,false
CHECK_FINITE,v6,UNOBSERVED_KEEP_AUTHORITY,false
DELETE_INDEX,v6,UNOBSERVED_KEEP_AUTHORITY,false
DOUBLE,v6,UNOBSERVED_KEEP_AUTHORITY,false
DYNAMIC_SEND,v6,UNOBSERVED_KEEP_AUTHORITY,false
ENUM_CONSTRUCTOR_CALL,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_ANY,v6,UNOBSERVED_KEEP_AUTHORITY,false
INSTANCEOF_TEST,v6,UNOBSERVED_KEEP_AUTHORITY,false
ADA_ENTRY_BARRIER,v6,UNOBSERVED_KEEP_AUTHORITY,false
ADA_REQUEUE,v6,UNOBSERVED_KEEP_AUTHORITY,false
DYNAMIC_NAME_LOOKUP,v6,UNOBSERVED_KEEP_AUTHORITY,false
INT_TO_PTR,v6,UNOBSERVED_KEEP_AUTHORITY,false
SLICE,v6,UNOBSERVED_KEEP_AUTHORITY,false
SOCKET_GET_OPTION,v6,UNOBSERVED_KEEP_AUTHORITY,false
STABLE_PTR_DEREF,v6,UNOBSERVED_KEEP_AUTHORITY,false
SUPER_CALL,v6,UNOBSERVED_KEEP_AUTHORITY,false
ASSIGN_OBJECT_PROPERTY,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_PARITY,v6,UNOBSERVED_KEEP_AUTHORITY,false
AND,canonical-kernel,UNOBSERVED_KEEP_AUTHORITY,false
PERL_STRINGIFY,v6,UNOBSERVED_KEEP_AUTHORITY,false
PROPERTY_REFERENCE,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_RANK,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_SYNC_ALL,v6,UNOBSERVED_KEEP_AUTHORITY,false
TIME_UTC_CONVERT,v6,UNOBSERVED_KEEP_AUTHORITY,false
YIELD_FROM,v6,UNOBSERVED_KEEP_AUTHORITY,false
ACCESS_END,v6,UNOBSERVED_KEEP_AUTHORITY,false
BYTES_TO_STRING,v6,UNOBSERVED_KEEP_AUTHORITY,false
FILE_TRUNCATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
REDUCE,v6,UNOBSERVED_KEEP_AUTHORITY,false
TUPLE_ARITY_TEST,v6,UNOBSERVED_KEEP_AUTHORITY,false
UNREACHABLE,v6,UNOBSERVED_KEEP_AUTHORITY,false
REM,canonical-kernel,UNOBSERVED_KEEP_AUTHORITY,false
BITSTRING_BUILD_INIT,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_LOOKUP_SLOT_GET,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_TO_NUMBER,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_COMPARISON_CHAIN,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_REVERSE,v6,UNOBSERVED_KEEP_AUTHORITY,false
UNSAFE_BYTES_GET,v6,UNOBSERVED_KEEP_AUTHORITY,false
ASSIGN_DIM,v6,UNOBSERVED_KEEP_AUTHORITY,false
D_DELEGATE_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
FILE_TYPE_TEST,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_LBOUND,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_TYPEOF_LOOKUP,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_SCALAR_CONTEXT,v6,UNOBSERVED_KEEP_AUTHORITY,false
SUPER_LOOKUP,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORMAT_VALUE,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_UNPACK,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_SPLIT,v6,UNOBSERVED_KEEP_AUTHORITY,false
UNSET_DIM,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_TRANSLITERATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
PROCESS_KILL,v6,UNOBSERVED_KEEP_AUTHORITY,false
TYPE_TEST_BINARY,v6,UNOBSERVED_KEEP_AUTHORITY,false
ACCESS_BEGIN,v6,UNOBSERVED_KEEP_AUTHORITY,false
BLOCK_PARAM_SET,v6,UNOBSERVED_KEEP_AUTHORITY,false
D_CONCAT_ELEM_ASSIGN,v6,UNOBSERVED_KEEP_AUTHORITY,false
ENV_LOOKUP,v6,UNOBSERVED_KEEP_AUTHORITY,false
GENERIC_FOR_PREP,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_PACK,v6,UNOBSERVED_KEEP_AUTHORITY,false
SHR,canonical-kernel,UNOBSERVED_KEEP_AUTHORITY,false
ASSIGNMENT,canonical-kernel,UNOBSERVED_KEEP_AUTHORITY,false
CONSTANT_LOOKUP,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_SIZE,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_NULLISH_BRANCH,v6,UNOBSERVED_KEEP_AUTHORITY,false
SPLAT,v6,UNOBSERVED_KEEP_AUTHORITY,false
BITSTRING_PUT_STRING,v6,UNOBSERVED_KEEP_AUTHORITY,false
CLASS_REFERENCE,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_BIT_SIZE,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_BLESSED_TEST,v6,UNOBSERVED_KEEP_AUTHORITY,false
SET_FIELD,v6,UNOBSERVED_KEEP_AUTHORITY,false
DEALLOCATION,canonical,UNOBSERVED_KEEP_AUTHORITY,false
DEREF,v6,UNOBSERVED_KEEP_AUTHORITY,false
FUNCTION_REFERENCE,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_RECEIVER_TEST,v6,UNOBSERVED_KEEP_AUTHORITY,false
MUTVAR_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
SIGN_EXTEND,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_CALL_PROPERTY,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_CONTEXT_SLOT_GET,v6,UNOBSERVED_KEEP_AUTHORITY,false
MAILBOX_WAIT_TIMEOUT,v6,UNOBSERVED_KEEP_AUTHORITY,false
PARALLEL_FOR,v6,UNOBSERVED_KEEP_AUTHORITY,false
S3_METHOD_DISPATCH,v6,UNOBSERVED_KEEP_AUTHORITY,false
TYPE_TEST_PROCESS,v6,UNOBSERVED_KEEP_AUTHORITY,false
VARARGS,v6,UNOBSERVED_KEEP_AUTHORITY,false
ENUM_SWITCH,v6,UNOBSERVED_KEEP_AUTHORITY,false
EXISTENTIAL_OPEN,v6,UNOBSERVED_KEEP_AUTHORITY,false
FUNCTION_ATTRIBUTE_SET,v6,UNOBSERVED_KEEP_AUTHORITY,false
INTEGER_DIV,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_UNDEF,v6,UNOBSERVED_KEEP_AUTHORITY,false
ATOMIC_RMW,v6,UNOBSERVED_KEEP_AUTHORITY,false
AVERAGE2,v6,UNOBSERVED_KEEP_AUTHORITY,false
ERROR_NAME,v6,UNOBSERVED_KEEP_AUTHORITY,false
INSTANCE_VAR_SET,v6,UNOBSERVED_KEEP_AUTHORITY,false
SOCKET_SEND,v6,UNOBSERVED_KEEP_AUTHORITY,false
WITNESS_METHOD_LOOKUP,v6,UNOBSERVED_KEEP_AUTHORITY,false
SHL,canonical-kernel,UNOBSERVED_KEEP_AUTHORITY,false
D_ASSOC_ARRAY_LITERAL,v6,UNOBSERVED_KEEP_AUTHORITY,false
EXISTENTIAL_DEINIT,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_CASEFOLD,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_CLASS_NAME,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_REQUIRE,v6,UNOBSERVED_KEEP_AUTHORITY,false
SHARED_MEMORY_GET,v6,UNOBSERVED_KEEP_AUTHORITY,false
STORE_MEMORY,v6,UNOBSERVED_KEEP_AUTHORITY,false
TABLE_NEW,v6,UNOBSERVED_KEEP_AUTHORITY,false
D_CONCAT_ASSIGN,v6,UNOBSERVED_KEEP_AUTHORITY,false
D_VECTOR_ARRAY_EXPR,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_TDZ_REFERENCE_ERROR,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_ARRAY_VALUES,v6,UNOBSERVED_KEEP_AUTHORITY,false
AWAIT,canonical,UNOBSERVED_KEEP_AUTHORITY,false
BITWISE_BINARY:XOR,canonical,OBSERVED_OR_CLOSURE_REQUIRED,false
LOOP,canonical,UNOBSERVED_KEEP_AUTHORITY,false
CAST,v6,UNOBSERVED_KEEP_AUTHORITY,false
CONTEXT_MANAGER_SETUP,v6,UNOBSERVED_KEEP_AUTHORITY,false
ENV_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
BITSTRING_SKIP,v6,UNOBSERVED_KEEP_AUTHORITY,false
BITSTRING_TEST_TAIL,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_CATCH_CONTEXT_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
MAILBOX_WAIT,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_DEFINED_OR_ASSIGN,v6,UNOBSERVED_KEEP_AUTHORITY,false
TYPE_TEST_PORT,v6,UNOBSERVED_KEEP_AUTHORITY,false
CHANNEL_RECEIVE,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_MAXVAL,v6,UNOBSERVED_KEEP_AUTHORITY,false
PROMISE_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
TABLE_GET,v6,UNOBSERVED_KEEP_AUTHORITY,false
ASYNC_SUSPEND,v6,UNOBSERVED_KEEP_AUTHORITY,false
BREAK,v6,UNOBSERVED_KEEP_AUTHORITY,false
FILE_PERMISSION_TEST,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_DSHIFTR,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_NORM2,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_PRESENT_TEST,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_QUOTEMETA,v6,UNOBSERVED_KEEP_AUTHORITY,false
COMPARE:LE,canonical,OBSERVED_OR_CLOSURE_REQUIRED,false
EXPRESSION_SUBSTITUTE,v6,UNOBSERVED_KEEP_AUTHORITY,false
FLOAT_TO_INT,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_CONSTRUCT_WITH_SPREAD,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_GLOB_LOOKUP,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_METHOD_REDIRECT,v6,UNOBSERVED_KEEP_AUTHORITY,false
TYPE_TEST_FLOAT,v6,UNOBSERVED_KEEP_AUTHORITY,false
LE,canonical-kernel,UNOBSERVED_KEEP_AUTHORITY,false
ADA_TERMINATE_ALTERNATIVE,v6,UNOBSERVED_KEEP_AUTHORITY,false
BOX,v6,UNOBSERVED_KEEP_AUTHORITY,false
EXPRESSION_QUOTE,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_FINDLOC,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_REFERENCE_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_STRING_INDEX,v6,UNOBSERVED_KEEP_AUTHORITY,false
RANGE_ITERATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
ADA_ENTRY_CALL,v6,UNOBSERVED_KEEP_AUTHORITY,false
CLOSURE_CELL_LOAD,v6,UNOBSERVED_KEEP_AUTHORITY,false
COMPLEX_REAL,v6,UNOBSERVED_KEEP_AUTHORITY,false
FINALLY_CLEANUP,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_TO_PROPERTY_KEY,v6,UNOBSERVED_KEEP_AUTHORITY,false
UPVALUE_GET,v6,UNOBSERVED_KEEP_AUTHORITY,false
AGGREGATE_LIST,canonical,UNOBSERVED_KEEP_AUTHORITY,false
D_INTERVAL_EXPR,v6,UNOBSERVED_KEEP_AUTHORITY,false
IDENTITY_TEST,v6,UNOBSERVED_KEEP_AUTHORITY,false
UPVALUE_SET,v6,UNOBSERVED_KEEP_AUTHORITY,false
CONTROL_FLOW,canonical,UNOBSERVED_KEEP_AUTHORITY,false
SHIFT:SHR,canonical,UNOBSERVED_KEEP_AUTHORITY,false
COROUTINE_END_APPLY,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_OBJECT_CLONE,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_UNMAPPED_ARGUMENTS_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
SOCKET_ACCEPT,v6,UNOBSERVED_KEEP_AUTHORITY,false
LOGICAL_BINARY:OR,canonical,OBSERVED_OR_CLOSURE_REQUIRED,false
ADA_DELAY_RELATIVE,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_NUM_IMAGES,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_THIS_IMAGE,v6,UNOBSERVED_KEEP_AUTHORITY,false
FUNCTION_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_MODULE_VAR_SET,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_TO_NUMERIC,v6,UNOBSERVED_KEEP_AUTHORITY,false
PATH_READLINK,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_ARRAY_EACH,v6,UNOBSERVED_KEEP_AUTHORITY,false
CLASS_BUILD,v6,UNOBSERVED_KEEP_AUTHORITY,false
MEAN,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_GLOB_ELEMENT,v6,UNOBSERVED_KEEP_AUTHORITY,false
THUNK_FORCE,v6,UNOBSERVED_KEEP_AUTHORITY,false
EQ,canonical-kernel,UNOBSERVED_KEEP_AUTHORITY,false
ADA_RENDEZVOUS,v6,UNOBSERVED_KEEP_AUTHORITY,false
NEXT_METHOD_DISPATCH,v6,UNOBSERVED_KEEP_AUTHORITY,false
NULL_CHECK,v6,UNOBSERVED_KEEP_AUTHORITY,false
SOCKET_RECV,v6,UNOBSERVED_KEEP_AUTHORITY,false
STM_ATOMICALLY,v6,UNOBSERVED_KEEP_AUTHORITY,false
STORE_LOCAL,v6,UNOBSERVED_KEEP_AUTHORITY,false
TYPE_TEST_NUMBER,v6,UNOBSERVED_KEEP_AUTHORITY,false
STORE,canonical,OBSERVED_OR_CLOSURE_REQUIRED,false
COMPLEX_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
D_TRAITS_QUERY,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_ALL,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_STORAGE_SIZE,v6,UNOBSERVED_KEEP_AUTHORITY,false
PATH_LINK,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_EXISTS,v6,UNOBSERVED_KEEP_AUTHORITY,false
ADD,canonical-kernel,UNOBSERVED_KEEP_AUTHORITY,false
DYNAMIC_METHOD_LOOKUP,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_TO_STRING,v6,UNOBSERVED_KEEP_AUTHORITY,false
SYSCALL_DIRECT,v6,UNOBSERVED_KEEP_AUTHORITY,false
WEAK_REF_FINALIZE,v6,UNOBSERVED_KEEP_AUTHORITY,false
BAD_MATCH,v6,UNOBSERVED_KEEP_AUTHORITY,false
D_COMPOUND_LITERAL,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_UBOUND,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_OBJECT_LITERAL_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_HASH_EACH,v6,UNOBSERVED_KEEP_AUTHORITY,false
TYPE_TEST_INTEGER,v6,UNOBSERVED_KEEP_AUTHORITY,false
DIR_READ,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_GENERATOR_STATE_SWITCH,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_REFERENCE_DEREF_SCALAR,v6,UNOBSERVED_KEEP_AUTHORITY,false
TRUNCATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
BIT_AND,canonical-kernel,UNOBSERVED_KEEP_AUTHORITY,false
BITCAST,v6,UNOBSERVED_KEEP_AUTHORITY,false
DELETE_GLOBAL,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_IBSET,v6,UNOBSERVED_KEEP_AUTHORITY,false
LOCK,v6,UNOBSERVED_KEEP_AUTHORITY,false
BLOCK,v6,UNOBSERVED_KEEP_AUTHORITY,false
PROCESS_EXEC,v6,UNOBSERVED_KEEP_AUTHORITY,false
STRING_DUP,v6,UNOBSERVED_KEEP_AUTHORITY,false
INDEX_READ,canonical,UNOBSERVED_KEEP_AUTHORITY,false
ARRAY_CONCAT,v6,UNOBSERVED_KEEP_AUTHORITY,false
CLOSE_SCOPED_VALUES,v6,UNOBSERVED_KEEP_AUTHORITY,false
COND_BRANCH,v6,UNOBSERVED_KEEP_AUTHORITY,false
FILE_TIME_QUERY,v6,UNOBSERVED_KEEP_AUTHORITY,false
MVAR_READ,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_REFERENCE_DEREF_ARRAY,v6,UNOBSERVED_KEEP_AUTHORITY,false
SOCKET_SET_OPTION,v6,UNOBSERVED_KEEP_AUTHORITY,false
THREAD_KILL,v6,UNOBSERVED_KEEP_AUTHORITY,false
ADA_CONDITIONAL_ENTRY_CALL,v6,UNOBSERVED_KEEP_AUTHORITY,false
ADA_TASK_ACTIVATION,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_SUPER_ALREADY_CALLED_ERROR,v6,UNOBSERVED_KEEP_AUTHORITY,false
KEYWORD_SPLAT,v6,UNOBSERVED_KEEP_AUTHORITY,false
MAP_DUP,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_HASH_KEYS,v6,UNOBSERVED_KEEP_AUTHORITY,false
VECTOR_EXTRACT,v6,UNOBSERVED_KEEP_AUTHORITY,false
