feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield,kotlin.nullable_type,kotlin.null_safety_flow,kotlin.safe_call,kotlin.elvis_operator,kotlin.non_null_assertion,kotlin.smart_cast,kotlin.platform_flexible_type,kotlin.definitely_non_null_type,kotlin.intersection_type,kotlin.captured_type,kotlin.type_alias,kotlin.variance_in_out,kotlin.star_projection,kotlin.generic_where_constraints,kotlin.type_inference_constraint_system,kotlin.builder_inference,kotlin.reified_type_parameter,kotlin.function_type,kotlin.receiver_function_type,kotlin.suspend_function_type,kotlin.unit_type,kotlin.nothing_type,kotlin.unsigned_integer_types,kotlin.value_class,kotlin.data_class,kotlin.sealed_class_interface,kotlin.enum_entry_semantics,kotlin.object_singleton,kotlin.companion_object,kotlin.extension_function_property,kotlin.delegated_property,kotlin.backing_field_accessor,kotlin.constructor_init_order,kotlin.internal_visibility,kotlin.annotation_use_site,kotlin.context_receivers_parameters,kotlin.operator_overloading,kotlin.infix_function,kotlin.named_arguments,kotlin.default_arguments,kotlin.vararg_spread,kotlin.trailing_lambda,kotlin.implicit_receiver_tower,kotlin.overload_resolution,kotlin.member_extension_resolution,kotlin.sam_conversion,kotlin.callable_reference,kotlin.reflection_kclass,kotlin.destructuring_component,kotlin.when_expression,kotlin.when_exhaustiveness,kotlin.range_progression_iteration,kotlin.labeled_control_flow,kotlin.nonlocal_return,kotlin.try_expression,kotlin.exception_throw_catch_finally,kotlin.inline_function,kotlin.crossinline_noinline,kotlin.contracts_dsl,kotlin.calls_in_place_effect,kotlin.returns_implies_effect,kotlin.suspend_resume,kotlin.continuation_state_machine,kotlin.coroutine_suspension_points,kotlin.suspend_lambda,kotlin.expect_actual,kotlin.jvm_boxing_unboxing,kotlin.java_nullability_enhancement,kotlin.jvm_signature_mangling,kotlin.js_dynamic_external,kotlin.native_c_objc_interop,kotlin.klib_metadata,kotlin.fir_semantic_resolution,kotlin.fir_data_flow,kotlin.fir_to_ir,kotlin.ir_semantics,kotlin.jvm_backend_lowering,kotlin.js_backend_lowering,kotlin.native_backend_lowering,kotlin.wasm_backend_lowering,kotlin.compiler_plugin_extension_points,kotlin.const_evaluation
kotlin.nullable_type,0.000220,0.001102,0.003566,0.002386,0.003614,0.000099,0.001215,0.003559,0.003614,0.002451,0.000157,0.003652,0.000195,0.003614,0.000099,0.001215,0.003518,0.000157,0.000157,0.003614,0.001261,0.002451,0.002367,0.001141,0.001215,0.002367,0.000084,0.001102,0.002451,0.002451,0.001169,0.002386,0.000084,0.001282,0.002386,0.001102,0.002451,0.003633,0.002451,0.001215,0.003566,0.001215,0.001102,0.000157,0.000084,0.000306,0.003614,0.006967,0.003614,0.003614,0.000099,0.000157,0.000084,0.003566,0.002386,0.003652,0.000099,0.001215,0.001102,0.000325,0.001102,0.000157,0.005714,0.002386,0.000084,0.001300,0.003633,0.002386,0.002386,0.002386,0.002386,0.002386,0.001102,0.002386,0.001141,0.002451,0.000286,0.003566,0.000286,0.003566,0.001215,0.002386,0.002451,0.000286,0.000099,0.000099,0.002367,0.001102,0.003566,0.002386,0.002386,0.003614,0.002386,0.000084,0.001261,0.001215,0.002451,0.003633,1.001465,0.011510,0.011510,0.011510,0.011510,0.011510,0.011510,0.011510,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.004062,0.004062,0.006046,0.004062,0.001715,0.002919,0.002919,0.001715,0.001715,0.002494,0.002494,0.002494,0.003443,0.003443,0.003443,0.003443,0.000939,0.002486,0.000939,0.002486,0.000939,0.000939,0.000939,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002494
kotlin.null_safety_flow,0.000220,0.001102,0.003566,0.002386,0.003614,0.000099,0.001215,0.003559,0.003614,0.002451,0.000157,0.003652,0.000195,0.003614,0.000099,0.001215,0.003518,0.000157,0.000157,0.003614,0.001261,0.002451,0.002367,0.001141,0.001215,0.002367,0.000084,0.001102,0.002451,0.002451,0.001169,0.002386,0.000084,0.001282,0.002386,0.001102,0.002451,0.003633,0.002451,0.001215,0.003566,0.001215,0.001102,0.000157,0.000084,0.000306,0.003614,0.006967,0.003614,0.003614,0.000099,0.000157,0.000084,0.003566,0.002386,0.003652,0.000099,0.001215,0.001102,0.000325,0.001102,0.000157,0.005714,0.002386,0.000084,0.001300,0.003633,0.002386,0.002386,0.002386,0.002386,0.002386,0.001102,0.002386,0.001141,0.002451,0.000286,0.003566,0.000286,0.003566,0.001215,0.002386,0.002451,0.000286,0.000099,0.000099,0.002367,0.001102,0.003566,0.002386,0.002386,0.003614,0.002386,0.000084,0.001261,0.001215,0.002451,0.003633,0.011510,1.001465,0.011510,0.011510,0.011510,0.011510,0.011510,0.011510,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.004062,0.004062,0.006046,0.004062,0.001715,0.002919,0.002919,0.001715,0.001715,0.002494,0.002494,0.002494,0.003443,0.003443,0.003443,0.003443,0.000939,0.002486,0.000939,0.002486,0.000939,0.000939,0.000939,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002494
kotlin.safe_call,0.000220,0.001102,0.003566,0.002386,0.003614,0.000099,0.001215,0.003559,0.003614,0.002451,0.000157,0.003652,0.000195,0.003614,0.000099,0.001215,0.003518,0.000157,0.000157,0.003614,0.001261,0.002451,0.002367,0.001141,0.001215,0.002367,0.000084,0.001102,0.002451,0.002451,0.001169,0.002386,0.000084,0.001282,0.002386,0.001102,0.002451,0.003633,0.002451,0.001215,0.003566,0.001215,0.001102,0.000157,0.000084,0.000306,0.003614,0.006967,0.003614,0.003614,0.000099,0.000157,0.000084,0.003566,0.002386,0.003652,0.000099,0.001215,0.001102,0.000325,0.001102,0.000157,0.005714,0.002386,0.000084,0.001300,0.003633,0.002386,0.002386,0.002386,0.002386,0.002386,0.001102,0.002386,0.001141,0.002451,0.000286,0.003566,0.000286,0.003566,0.001215,0.002386,0.002451,0.000286,0.000099,0.000099,0.002367,0.001102,0.003566,0.002386,0.002386,0.003614,0.002386,0.000084,0.001261,0.001215,0.002451,0.003633,0.011510,0.011510,1.001465,0.011510,0.011510,0.011510,0.011510,0.011510,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.004062,0.004062,0.006046,0.004062,0.001715,0.002919,0.002919,0.001715,0.001715,0.002494,0.002494,0.002494,0.003443,0.003443,0.003443,0.003443,0.000939,0.002486,0.000939,0.002486,0.000939,0.000939,0.000939,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002494
kotlin.elvis_operator,0.000220,0.001102,0.003566,0.002386,0.003614,0.000099,0.001215,0.003559,0.003614,0.002451,0.000157,0.003652,0.000195,0.003614,0.000099,0.001215,0.003518,0.000157,0.000157,0.003614,0.001261,0.002451,0.002367,0.001141,0.001215,0.002367,0.000084,0.001102,0.002451,0.002451,0.001169,0.002386,0.000084,0.001282,0.002386,0.001102,0.002451,0.003633,0.002451,0.001215,0.003566,0.001215,0.001102,0.000157,0.000084,0.000306,0.003614,0.006967,0.003614,0.003614,0.000099,0.000157,0.000084,0.003566,0.002386,0.003652,0.000099,0.001215,0.001102,0.000325,0.001102,0.000157,0.005714,0.002386,0.000084,0.001300,0.003633,0.002386,0.002386,0.002386,0.002386,0.002386,0.001102,0.002386,0.001141,0.002451,0.000286,0.003566,0.000286,0.003566,0.001215,0.002386,0.002451,0.000286,0.000099,0.000099,0.002367,0.001102,0.003566,0.002386,0.002386,0.003614,0.002386,0.000084,0.001261,0.001215,0.002451,0.003633,0.011510,0.011510,0.011510,1.001465,0.011510,0.011510,0.011510,0.011510,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.004062,0.004062,0.006046,0.004062,0.001715,0.002919,0.002919,0.001715,0.001715,0.002494,0.002494,0.002494,0.003443,0.003443,0.003443,0.003443,0.000939,0.002486,0.000939,0.002486,0.000939,0.000939,0.000939,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002494
kotlin.non_null_assertion,0.000220,0.001102,0.003566,0.002386,0.003614,0.000099,0.001215,0.003559,0.003614,0.002451,0.000157,0.003652,0.000195,0.003614,0.000099,0.001215,0.003518,0.000157,0.000157,0.003614,0.001261,0.002451,0.002367,0.001141,0.001215,0.002367,0.000084,0.001102,0.002451,0.002451,0.001169,0.002386,0.000084,0.001282,0.002386,0.001102,0.002451,0.003633,0.002451,0.001215,0.003566,0.001215,0.001102,0.000157,0.000084,0.000306,0.003614,0.006967,0.003614,0.003614,0.000099,0.000157,0.000084,0.003566,0.002386,0.003652,0.000099,0.001215,0.001102,0.000325,0.001102,0.000157,0.005714,0.002386,0.000084,0.001300,0.003633,0.002386,0.002386,0.002386,0.002386,0.002386,0.001102,0.002386,0.001141,0.002451,0.000286,0.003566,0.000286,0.003566,0.001215,0.002386,0.002451,0.000286,0.000099,0.000099,0.002367,0.001102,0.003566,0.002386,0.002386,0.003614,0.002386,0.000084,0.001261,0.001215,0.002451,0.003633,0.011510,0.011510,0.011510,0.011510,1.001465,0.011510,0.011510,0.011510,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.004062,0.004062,0.006046,0.004062,0.001715,0.002919,0.002919,0.001715,0.001715,0.002494,0.002494,0.002494,0.003443,0.003443,0.003443,0.003443,0.000939,0.002486,0.000939,0.002486,0.000939,0.000939,0.000939,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002494
kotlin.smart_cast,0.000220,0.001102,0.003566,0.002386,0.003614,0.000099,0.001215,0.003559,0.003614,0.002451,0.000157,0.003652,0.000195,0.003614,0.000099,0.001215,0.003518,0.000157,0.000157,0.003614,0.001261,0.002451,0.002367,0.001141,0.001215,0.002367,0.000084,0.001102,0.002451,0.002451,0.001169,0.002386,0.000084,0.001282,0.002386,0.001102,0.002451,0.003633,0.002451,0.001215,0.003566,0.001215,0.001102,0.000157,0.000084,0.000306,0.003614,0.006967,0.003614,0.003614,0.000099,0.000157,0.000084,0.003566,0.002386,0.003652,0.000099,0.001215,0.001102,0.000325,0.001102,0.000157,0.005714,0.002386,0.000084,0.001300,0.003633,0.002386,0.002386,0.002386,0.002386,0.002386,0.001102,0.002386,0.001141,0.002451,0.000286,0.003566,0.000286,0.003566,0.001215,0.002386,0.002451,0.000286,0.000099,0.000099,0.002367,0.001102,0.003566,0.002386,0.002386,0.003614,0.002386,0.000084,0.001261,0.001215,0.002451,0.003633,0.011510,0.011510,0.011510,0.011510,0.011510,1.001465,0.011510,0.011510,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.004062,0.004062,0.006046,0.004062,0.001715,0.002919,0.002919,0.001715,0.001715,0.002494,0.002494,0.002494,0.003443,0.003443,0.003443,0.003443,0.000939,0.002486,0.000939,0.002486,0.000939,0.000939,0.000939,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002494
kotlin.platform_flexible_type,0.000220,0.001102,0.003566,0.002386,0.003614,0.000099,0.001215,0.003559,0.003614,0.002451,0.000157,0.003652,0.000195,0.003614,0.000099,0.001215,0.003518,0.000157,0.000157,0.003614,0.001261,0.002451,0.002367,0.001141,0.001215,0.002367,0.000084,0.001102,0.002451,0.002451,0.001169,0.002386,0.000084,0.001282,0.002386,0.001102,0.002451,0.003633,0.002451,0.001215,0.003566,0.001215,0.001102,0.000157,0.000084,0.000306,0.003614,0.006967,0.003614,0.003614,0.000099,0.000157,0.000084,0.003566,0.002386,0.003652,0.000099,0.001215,0.001102,0.000325,0.001102,0.000157,0.005714,0.002386,0.000084,0.001300,0.003633,0.002386,0.002386,0.002386,0.002386,0.002386,0.001102,0.002386,0.001141,0.002451,0.000286,0.003566,0.000286,0.003566,0.001215,0.002386,0.002451,0.000286,0.000099,0.000099,0.002367,0.001102,0.003566,0.002386,0.002386,0.003614,0.002386,0.000084,0.001261,0.001215,0.002451,0.003633,0.011510,0.011510,0.011510,0.011510,0.011510,0.011510,1.001465,0.011510,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.004062,0.004062,0.006046,0.004062,0.001715,0.002919,0.002919,0.001715,0.001715,0.002494,0.002494,0.002494,0.003443,0.003443,0.003443,0.003443,0.000939,0.002486,0.000939,0.002486,0.000939,0.000939,0.000939,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002494
kotlin.definitely_non_null_type,0.000220,0.001102,0.003566,0.002386,0.003614,0.000099,0.001215,0.003559,0.003614,0.002451,0.000157,0.003652,0.000195,0.003614,0.000099,0.001215,0.003518,0.000157,0.000157,0.003614,0.001261,0.002451,0.002367,0.001141,0.001215,0.002367,0.000084,0.001102,0.002451,0.002451,0.001169,0.002386,0.000084,0.001282,0.002386,0.001102,0.002451,0.003633,0.002451,0.001215,0.003566,0.001215,0.001102,0.000157,0.000084,0.000306,0.003614,0.006967,0.003614,0.003614,0.000099,0.000157,0.000084,0.003566,0.002386,0.003652,0.000099,0.001215,0.001102,0.000325,0.001102,0.000157,0.005714,0.002386,0.000084,0.001300,0.003633,0.002386,0.002386,0.002386,0.002386,0.002386,0.001102,0.002386,0.001141,0.002451,0.000286,0.003566,0.000286,0.003566,0.001215,0.002386,0.002451,0.000286,0.000099,0.000099,0.002367,0.001102,0.003566,0.002386,0.002386,0.003614,0.002386,0.000084,0.001261,0.001215,0.002451,0.003633,0.011510,0.011510,0.011510,0.011510,0.011510,0.011510,0.011510,1.001465,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001944,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.001850,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.005007,0.004062,0.004062,0.006046,0.004062,0.001715,0.002919,0.002919,0.001715,0.001715,0.002494,0.002494,0.002494,0.003443,0.003443,0.003443,0.003443,0.000939,0.002486,0.000939,0.002486,0.000939,0.000939,0.000939,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002532,0.002494
kotlin.intersection_type,0.000157,0.000065,0.000149,0.007509,0.000187,0.000000,0.002558,0.000147,0.000187,0.000074,0.001043,0.000250,0.002188,0.000187,0.000000,0.002558,0.000181,0.001043,0.001043,0.000187,0.002467,0.000074,0.000058,0.000129,0.002558,0.000058,0.000067,0.000065,0.000074,0.000074,0.002458,0.007509,0.000067,0.005843,0.007509,0.000065,0.000074,0.000163,0.000074,0.002558,0.000149,0.002558,0.000065,0.001043,0.000067,0.002176,0.000187,0.000187,0.000187,0.000187,0.000000,0.001043,0.000067,0.000149,0.007509,0.000250,0.000000,0.002558,0.000065,0.002265,0.000065,0.001043,0.004128,0.007509,0.000067,0.002531,0.000163,0.007509,0.007509,0.007509,0.007509,0.007509,0.000065,0.007509,0.000129,0.000074,0.002202,0.000149,0.002202,0.000149,0.002558,0.007509,0.000074,0.002202,0.000000,0.000000,0.000058,0.000065,0.000149,0.007509,0.007509,0.000187,0.007509,0.000067,0.002467,0.002558,0.000074,0.000163,0.001677,0.001677,0.001677,0.001677,0.001677,0.001677,0.001677,0.001677,1.001997,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.000881,0.000881,0.001021,0.000881,0.001490,0.000064,0.000064,0.001490,0.001490,0.002406,0.002406,0.002406,0.000107,0.000107,0.000107,0.000107,0.002657,0.001679,0.002657,0.001679,0.002657,0.002657,0.002657,0.000784,0.000784,0.000784,0.000784,0.000784,0.000784,0.000784,0.000784,0.000784,0.002406
kotlin.captured_type,0.000157,0.000065,0.000149,0.007509,0.000187,0.000000,0.002558,0.000147,0.000187,0.000074,0.001043,0.000250,0.002188,0.000187,0.000000,0.002558,0.000181,0.001043,0.001043,0.000187,0.002467,0.000074,0.000058,0.000129,0.002558,0.000058,0.000067,0.000065,0.000074,0.000074,0.002458,0.007509,0.000067,0.005843,0.007509,0.000065,0.000074,0.000163,0.000074,0.002558,0.000149,0.002558,0.000065,0.001043,0.000067,0.002176,0.000187,0.000187,0.000187,0.000187,0.000000,0.001043,0.000067,0.000149,0.007509,0.000250,0.000000,0.002558,0.000065,0.002265,0.000065,0.001043,0.004128,0.007509,0.000067,0.002531,0.000163,0.007509,0.007509,0.007509,0.007509,0.007509,0.000065,0.007509,0.000129,0.000074,0.002202,0.000149,0.002202,0.000149,0.002558,0.007509,0.000074,0.002202,0.000000,0.000000,0.000058,0.000065,0.000149,0.007509,0.007509,0.000187,0.007509,0.000067,0.002467,0.002558,0.000074,0.000163,0.001677,0.001677,0.001677,0.001677,0.001677,0.001677,0.001677,0.001677,0.010676,1.001997,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.000881,0.000881,0.001021,0.000881,0.001490,0.000064,0.000064,0.001490,0.001490,0.002406,0.002406,0.002406,0.000107,0.000107,0.000107,0.000107,0.002657,0.001679,0.002657,0.001679,0.002657,0.002657,0.002657,0.000784,0.000784,0.000784,0.000784,0.000784,0.000784,0.000784,0.000784,0.000784,0.002406
kotlin.type_alias,0.000157,0.000065,0.000149,0.007509,0.000187,0.000000,0.002558,0.000147,0.000187,0.000074,0.001043,0.000250,0.002188,0.000187,0.000000,0.002558,0.000181,0.001043,0.001043,0.000187,0.002467,0.000074,0.000058,0.000129,0.002558,0.000058,0.000067,0.000065,0.000074,0.000074,0.002458,0.007509,0.000067,0.005843,0.007509,0.000065,0.000074,0.000163,0.000074,0.002558,0.000149,0.002558,0.000065,0.001043,0.000067,0.002176,0.000187,0.000187,0.000187,0.000187,0.000000,0.001043,0.000067,0.000149,0.007509,0.000250,0.000000,0.002558,0.000065,0.002265,0.000065,0.001043,0.004128,0.007509,0.000067,0.002531,0.000163,0.007509,0.007509,0.007509,0.007509,0.007509,0.000065,0.007509,0.000129,0.000074,0.002202,0.000149,0.002202,0.000149,0.002558,0.007509,0.000074,0.002202,0.000000,0.000000,0.000058,0.000065,0.000149,0.007509,0.007509,0.000187,0.007509,0.000067,0.002467,0.002558,0.000074,0.000163,0.001677,0.001677,0.001677,0.001677,0.001677,0.001677,0.001677,0.001677,0.010676,0.010676,1.001997,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.000881,0.000881,0.001021,0.000881,0.001490,0.000064,0.000064,0.001490,0.001490,0.002406,0.002406,0.002406,0.000107,0.000107,0.000107,0.000107,0.002657,0.001679,0.002657,0.001679,0.002657,0.002657,0.002657,0.000784,0.000784,0.000784,0.000784,0.000784,0.000784,0.000784,0.000784,0.000784,0.002406
kotlin.variance_in_out,0.000157,0.000065,0.000149,0.007509,0.000187,0.000000,0.002558,0.000147,0.000187,0.000074,0.001043,0.000250,0.002188,0.000187,0.000000,0.002558,0.000181,0.001043,0.001043,0.000187,0.002467,0.000074,0.000058,0.000129,0.002558,0.000058,0.000067,0.000065,0.000074,0.000074,0.002458,0.007509,0.000067,0.005843,0.007509,0.000065,0.000074,0.000163,0.000074,0.002558,0.000149,0.002558,0.000065,0.001043,0.000067,0.002176,0.000187,0.000187,0.000187,0.000187,0.000000,0.001043,0.000067,0.000149,0.007509,0.000250,0.000000,0.002558,0.000065,0.002265,0.000065,0.001043,0.004128,0.007509,0.000067,0.002531,0.000163,0.007509,0.007509,0.007509,0.007509,0.007509,0.000065,0.007509,0.000129,0.000074,0.002202,0.000149,0.002202,0.000149,0.002558,0.007509,0.000074,0.002202,0.000000,0.000000,0.000058,0.000065,0.000149,0.007509,0.007509,0.000187,0.007509,0.000067,0.002467,0.002558,0.000074,0.000163,0.001677,0.001677,0.001677,0.001677,0.001677,0.001677,0.001677,0.001677,0.010676,0.010676,0.010676,1.001997,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.000881,0.000881,0.001021,0.000881,0.001490,0.000064,0.000064,0.001490,0.001490,0.002406,0.002406,0.002406,0.000107,0.000107,0.000107,0.000107,0.002657,0.001679,0.002657,0.001679,0.002657,0.002657,0.002657,0.000784,0.000784,0.000784,0.000784,0.000784,0.000784,0.000784,0.000784,0.000784,0.002406
kotlin.star_projection,0.000157,0.000065,0.000149,0.007509,0.000187,0.000000,0.002558,0.000147,0.000187,0.000074,0.001043,0.000250,0.002188,0.000187,0.000000,0.002558,0.000181,0.001043,0.001043,0.000187,0.002467,0.000074,0.000058,0.000129,0.002558,0.000058,0.000067,0.000065,0.000074,0.000074,0.002458,0.007509,0.000067,0.005843,0.007509,0.000065,0.000074,0.000163,0.000074,0.002558,0.000149,0.002558,0.000065,0.001043,0.000067,0.002176,0.000187,0.000187,0.000187,0.000187,0.000000,0.001043,0.000067,0.000149,0.007509,0.000250,0.000000,0.002558,0.000065,0.002265,0.000065,0.001043,0.004128,0.007509,0.000067,0.002531,0.000163,0.007509,0.007509,0.007509,0.007509,0.007509,0.000065,0.007509,0.000129,0.000074,0.002202,0.000149,0.002202,0.000149,0.002558,0.007509,0.000074,0.002202,0.000000,0.000000,0.000058,0.000065,0.000149,0.007509,0.007509,0.000187,0.007509,0.000067,0.002467,0.002558,0.000074,0.000163,0.001677,0.001677,0.001677,0.001677,0.001677,0.001677,0.001677,0.001677,0.010676,0.010676,0.010676,0.010676,1.001997,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.010676,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.002860,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.003644,0.000881,0.000881,0.001021,0.000881,0.001490,0.000064,0.000064,0.001490,0.001490,0.002406,0.002406,0.002406,0.000107,0.000107,0.000107,0.000107,0.002657,0.001679,0.002657,0.001679,0.002657,0.002657,0.002657,0.000784,0.000784,0.000784,0.000784,0.000784,0.000784,0.000784,0.000784,0.000784,0.002406
