language,action_list_id,action_ordinal,action_count,reusable,action_kind,target_state,extra,lhs_symbol_id,lhs_symbol_name,child_count,dynamic_precedence,production_id
,6430,0,1,true,REDUCE,aux_sym_type_parameters_repeat1,,347,,2,0,0
,6432,0,2,true,REDUCE,aux_sym_type_parameters_repeat1,,347,,2,0,0
,6432,1,2,true,SHIFT_REPEAT,2173,,,,,,
,6435,0,1,true,SHIFT,653,,,,,,
,6437,0,1,true,SHIFT,324,,,,,,
,6439,0,1,true,SHIFT,2078,,,,,,
,6441,0,1,true,SHIFT,2202,,,,,,
,6443,0,1,true,SHIFT,2393,,,,,,
,6445,0,1,true,REDUCE,sym_field_pattern,,300,,5,0,257
,6447,0,1,true,SHIFT,892,,,,,,
,6449,0,1,true,SHIFT,3216,,,,,,
,6451,0,1,true,SHIFT,2126,,,,,,
,6453,0,1,true,SHIFT,3403,,,,,,
,6455,0,1,true,SHIFT,385,,,,,,
,6457,0,1,true,SHIFT,1863,,,,,,
,6459,0,1,true,SHIFT,735,,,,,,
,6461,0,1,true,SHIFT,864,,,,,,
,6463,0,1,true,SHIFT,553,,,,,,
,6465,0,1,true,SHIFT,868,,,,,,
,6467,0,1,true,SHIFT,741,,,,,,
,6469,0,1,true,SHIFT,1900,,,,,,
,6471,0,1,true,SHIFT,2684,,,,,,
,6473,0,1,true,SHIFT,1898,,,,,,
,6475,0,1,true,SHIFT,2685,,,,,,
,6477,0,1,true,SHIFT,626,,,,,,
,6479,0,1,true,SHIFT,448,,,,,,
,6481,0,1,true,SHIFT,2687,,,,,,
,6483,0,1,true,SHIFT,2688,,,,,,
,6485,0,1,true,SHIFT,446,,,,,,
,6487,0,1,true,SHIFT,450,,,,,,
,6489,0,1,true,SHIFT,261,,,,,,
,6491,0,2,true,REDUCE,aux_sym_type_arguments_repeat1,,359,,2,0,0
,6491,1,2,true,SHIFT_REPEAT,456,,,,,,
,6494,0,1,true,REDUCE,sym_field_pattern,,300,,3,0,157
,6496,0,1,true,SHIFT,847,,,,,,
,6498,0,1,true,SHIFT,692,,,,,,
,6500,0,1,true,REDUCE,sym_field_pattern,,300,,3,0,158
,6502,0,1,true,SHIFT,3202,,,,,,
,6504,0,1,true,SHIFT,3265,,,,,,
,6506,0,1,true,REDUCE,aux_sym_ordered_field_declaration_list_repeat1,,329,,4,0,109
,6508,0,1,true,REDUCE,aux_sym_struct_pattern_repeat1,,349,,2,0,0
,6510,0,2,true,REDUCE,aux_sym_struct_pattern_repeat1,,349,,2,0,0
,6510,1,2,true,SHIFT_REPEAT,2498,,,,,,
,6513,0,1,true,SHIFT,747,,,,,,
,6515,0,1,true,SHIFT,308,,,,,,
,6517,0,1,true,SHIFT,3590,,,,,,
,6519,0,1,true,SHIFT,3416,,,,,,
,6521,0,1,true,SHIFT,453,,,,,,
,6523,0,1,true,SHIFT,454,,,,,,
,6525,0,1,true,SHIFT,2604,,,,,,
,6527,0,1,true,SHIFT,794,,,,,,
,6529,0,1,true,SHIFT,3293,,,,,,
,6531,0,1,false,SHIFT,1410,,,,,,
,6533,0,1,false,SHIFT,1502,,,,,,
,6535,0,1,true,SHIFT,1409,,,,,,
,6537,0,1,true,SHIFT,951,,,,,,
,6539,0,2,true,REDUCE,aux_sym_parameters_repeat1,,257,,2,0,0
,6539,1,2,true,SHIFT_REPEAT,320,,,,,,
,6542,0,1,true,SHIFT,1989,,,,,,
,6544,0,1,true,SHIFT,2949,,,,,,
,6546,0,1,true,SHIFT,2266,,,,,,
,6548,0,1,true,SHIFT,589,,,,,,
,6550,0,1,true,SHIFT,266,,,,,,
,6552,0,1,true,SHIFT,681,,,,,,
,6554,0,1,true,SHIFT,1988,,,,,,
,6556,0,1,true,REDUCE,aux_sym_for_lifetimes_repeat1,,336,,2,0,0
,6558,0,2,true,REDUCE,aux_sym_for_lifetimes_repeat1,,336,,2,0,0
,6558,1,2,true,SHIFT_REPEAT,3249,,,,,,
,6561,0,1,true,REDUCE,sym_use_list,,207,,2,0,0
,6563,0,1,true,SHIFT,591,,,,,,
,6565,0,1,true,REDUCE,aux_sym_use_bounds_repeat1,,338,,2,0,0
,6567,0,2,true,REDUCE,aux_sym_use_bounds_repeat1,,338,,2,0,0
,6567,1,2,true,SHIFT_REPEAT,3072,,,,,,
,6570,0,1,true,SHIFT,1113,,,,,,
,6572,0,1,true,SHIFT,2072,,,,,,
,6574,0,1,true,SHIFT,2795,,,,,,
,6576,0,1,true,SHIFT,2067,,,,,,
,6578,0,1,true,SHIFT,2802,,,,,,
,6580,0,1,true,REDUCE,sym_use_wildcard,,209,,1,0,0
,6582,0,1,true,SHIFT,3411,,,,,,
,6584,0,1,true,SHIFT,682,,,,,,
,6586,0,1,true,SHIFT,2241,,,,,,
,6588,0,1,true,REDUCE,aux_sym_enum_variant_list_repeat2,,327,,2,0,0
,6590,0,2,true,REDUCE,aux_sym_enum_variant_list_repeat2,,327,,2,0,0
,6590,1,2,true,SHIFT_REPEAT,2290,,,,,,
,6593,0,1,true,REDUCE,sym_enum_variant,,180,,3,0,41
,6595,0,1,true,SHIFT,321,,,,,,
,6597,0,1,true,SHIFT,2275,,,,,,
,6599,0,1,true,SHIFT,1120,,,,,,
,6601,0,1,true,SHIFT,3351,,,,,,
,6603,0,1,true,SHIFT,2373,,,,,,
,6605,0,1,true,SHIFT,2374,,,,,,
,6607,0,1,true,SHIFT,2390,,,,,,
,6609,0,1,true,SHIFT,2375,,,,,,
,6611,0,1,true,SHIFT,2341,,,,,,
,6613,0,1,true,SHIFT,2391,,,,,,
,6615,0,1,true,SHIFT,2305,,,,,,
,6617,0,1,true,REDUCE,sym_field_pattern,,300,,4,0,211
,6619,0,1,true,SHIFT,785,,,,,,
,6621,0,1,true,SHIFT,504,,,,,,
,6623,0,1,true,REDUCE,sym_type_parameter,,181,,4,0,174
,6625,0,1,true,SHIFT,3176,,,,,,
,6627,0,1,true,SHIFT,1696,,,,,,
,6629,0,1,false,SHIFT,1687,,,,,,
,6631,0,1,false,SHIFT,1803,,,,,,
,6633,0,1,true,SHIFT,1673,,,,,,
,6635,0,1,true,SHIFT,652,,,,,,
,6637,0,1,true,SHIFT,273,,,,,,
,6639,0,1,true,SHIFT,510,,,,,,
,6641,0,1,true,SHIFT,502,,,,,,
,6643,0,1,true,SHIFT,512,,,,,,
,6645,0,1,true,SHIFT,252,,,,,,
,6647,0,1,true,REDUCE,sym_use_wildcard,,209,,2,0,0
,6649,0,1,true,SHIFT,369,,,,,,
,6651,0,1,true,SHIFT,1488,,,,,,
,6653,0,1,true,SHIFT,657,,,,,,
,6655,0,1,true,SHIFT,2238,,,,,,
,6657,0,1,true,REDUCE,sym_scoped_use_list,,206,,2,0,43
,6659,0,1,true,SHIFT,517,,,,,,
,6661,0,1,true,SHIFT,323,,,,,,
,6663,0,1,true,REDUCE,sym__condition,,270,,1,0,9
,6665,0,1,true,SHIFT,818,,,,,,
,6667,0,1,true,SHIFT,2525,,,,,,
,6669,0,1,true,SHIFT,792,,,,,,
,6671,0,1,true,SHIFT,3472,,,,,,
,6673,0,1,true,REDUCE,aux_sym_ordered_field_declaration_list_repeat1,,329,,2,0,26
,6675,0,1,true,SHIFT,2347,,,,,,
,6677,0,1,true,SHIFT,2348,,,,,,
,6679,0,1,true,SHIFT,2349,,,,,,
,6681,0,1,true,REDUCE,aux_sym_ordered_field_declaration_list_repeat1,,329,,2,0,188
,6683,0,2,true,REDUCE,aux_sym_ordered_field_declaration_list_repeat1,,329,,2,0,188
,6683,1,2,true,SHIFT_REPEAT,801,,,,,,
,6686,0,1,true,REDUCE,sym_field_declaration,,249,,3,0,189
,6688,0,1,true,SHIFT,194,,,,,,
,6690,0,1,true,SHIFT,697,,,,,,
,6692,0,1,true,REDUCE,aux_sym_field_declaration_list_repeat1,,328,,2,0,0
,6694,0,2,true,REDUCE,aux_sym_field_declaration_list_repeat1,,328,,2,0,0
,6694,1,2,true,SHIFT_REPEAT,2291,,,,,,
,6697,0,1,true,SHIFT,2247,,,,,,
,6699,0,1,true,SHIFT,3269,,,,,,
,6701,0,1,true,REDUCE,aux_sym_ordered_field_declaration_list_repeat1,,329,,3,0,72
,6703,0,1,true,SHIFT,149,,,,,,
,6705,0,1,true,SHIFT,2557,,,,,,
,6707,0,1,true,SHIFT,2129,,,,,,
,6709,0,1,true,SHIFT,1132,,,,,,
,6711,0,1,true,SHIFT,946,,,,,,
,6713,0,1,true,SHIFT,1135,,,,,,
,6715,0,1,true,SHIFT,2350,,,,,,
,6717,0,1,true,SHIFT,2353,,,,,,
,6719,0,1,true,SHIFT,2354,,,,,,
,6721,0,1,true,REDUCE,aux_sym_tuple_pattern_repeat1,,509,,2,0,0
,6723,0,1,true,SHIFT,1143,,,,,,
,6725,0,1,true,REDUCE,sym_use_list,,207,,5,0,0
,6727,0,1,true,REDUCE,aux_sym_string_literal_repeat1,,361,,1,0,0
,6729,0,2,true,REDUCE,aux_sym_tuple_pattern_repeat1,,509,,2,0,0
,6729,1,2,true,SHIFT_REPEAT,723,,,,,,
,6732,0,1,true,SHIFT,1046,,,,,,
,6734,0,1,true,REDUCE,sym_type_parameter,,181,,2,0,85
,6736,0,1,false,SHIFT,3542,,,,,,
,6738,0,1,false,SHIFT,3359,,,,,,
,6740,0,1,false,SHIFT,3788,,,,,,
,6742,0,1,true,SHIFT,2130,,,,,,
,6744,0,1,true,SHIFT,1840,,,,,,
,6746,0,1,true,SHIFT,2232,,,,,,
,6748,0,1,true,SHIFT,1153,,,,,,
,6750,0,1,true,SHIFT,2537,,,,,,
,6752,0,1,true,SHIFT,795,,,,,,
,6754,0,1,true,SHIFT,913,,,,,,
,6756,0,1,true,SHIFT,666,,,,,,
,6758,0,1,true,SHIFT,755,,,,,,
,6760,0,1,true,REDUCE,sym_field_declaration,,249,,4,0,233
,6762,0,1,true,SHIFT,1062,,,,,,
,6764,0,1,true,SHIFT,201,,,,,,
,6766,0,1,true,REDUCE,sym_shorthand_field_initializer,,264,,1,0,0
,6768,0,1,true,SHIFT,358,,,,,,
,6770,0,1,true,REDUCE,sym_use_list,,207,,3,0,0
,6772,0,1,true,SHIFT,447,,,,,,
,6774,0,1,true,SHIFT,1011,,,,,,
,6776,0,1,true,SHIFT,1018,,,,,,
,6778,0,1,true,SHIFT,1023,,,,,,
,6780,0,1,true,SHIFT,1026,,,,,,
,6782,0,1,true,SHIFT,499,,,,,,
,6784,0,1,false,SHIFT,3739,,,,,,
,6786,0,1,false,SHIFT,3492,,,,,,
,6788,0,1,false,SHIFT,3499,,,,,,
,6790,0,1,true,REDUCE,sym_match_pattern,,276,,1,0,0
,6792,0,1,true,SHIFT,826,,,,,,
,6794,0,1,true,SHIFT,145,,,,,,
,6796,0,1,true,SHIFT,1464,,,,,,
,6798,0,1,true,SHIFT,2208,,,,,,
,6800,0,1,true,SHIFT,806,,,,,,
,6802,0,1,true,SHIFT,1688,,,,,,
,6804,0,1,true,SHIFT,811,,,,,,
,6806,0,1,true,SHIFT,3793,,,,,,
,6808,0,1,true,SHIFT,1012,,,,,,
,6810,0,1,false,SHIFT,1623,,,,,,
,6812,0,1,false,SHIFT,1630,,,,,,
,6814,0,1,true,REDUCE,sym__block_doc_comment_marker,,319,,1,0,3
,6816,0,1,false,SHIFT,1101,,,,,,
,6818,0,1,false,SHIFT,2020,,,,,,
,6820,0,1,false,SHIFT,2007,,,,,,
,6822,0,1,false,SHIFT,1379,,,,,,
,6824,0,1,true,REDUCE,sym__block_doc_comment_marker,,319,,1,0,2
,6826,0,1,true,SHIFT,2147,,,,,,
,6828,0,1,true,REDUCE,sym_const_parameter,,200,,6,0,213
,6830,0,1,false,SHIFT,2271,,,,,,
,6832,0,1,true,SHIFT,625,,,,,,
,6834,0,1,true,SHIFT,926,,,,,,
,6836,0,1,true,SHIFT,2470,,,,,,
,6838,0,1,true,SHIFT,716,,,,,,
,6840,0,1,true,SHIFT,3581,,,,,,
,6842,0,1,true,SHIFT,1207,,,,,,
,6844,0,1,true,SHIFT,3602,,,,,,
,6846,0,1,true,SHIFT,691,,,,,,
,6848,0,1,true,SHIFT,934,,,,,,
,6850,0,1,false,SHIFT,2887,,,,,,
,6852,0,1,false,SHIFT,3574,,,,,,
,6854,0,1,true,REDUCE,sym_variadic_parameter,,257,,2,0,0
,6856,0,1,true,REDUCE,sym_variadic_parameter,,257,,1,0,0
,6858,0,1,true,SHIFT,2820,,,,,,
,6860,0,1,false,SHIFT,1619,,,,,,
,6862,0,1,false,SHIFT,1608,,,,,,
,6864,0,1,false,SHIFT,2009,,,,,,
,6866,0,1,true,SHIFT,3818,,,,,,
,6868,0,1,true,SHIFT,3639,,,,,,
,6870,0,1,true,SHIFT,296,,,,,,
,6872,0,1,false,SHIFT,2114,,,,,,
,6874,0,1,false,SHIFT,2008,,,,,,
,6876,0,1,true,SHIFT,1560,,,,,,
,6878,0,1,true,SHIFT,3459,,,,,,
,6880,0,1,false,SHIFT,2018,,,,,,
,6882,0,1,false,SHIFT,1616,,,,,,
,6884,0,1,false,SHIFT,1405,,,,,,
,6886,0,1,true,SHIFT,2407,,,,,,
,6888,0,1,true,SHIFT,1564,,,,,,
,6890,0,1,true,SHIFT,2696,,,,,,
,6892,0,1,false,SHIFT,2005,,,,,,
,6894,0,1,false,SHIFT,2022,,,,,,
,6896,0,1,true,SHIFT,1054,,,,,,
,6898,0,1,true,SHIFT,1208,,,,,,
,6900,0,1,false,SHIFT,1106,,,,,,
,6902,0,1,false,SHIFT,2146,,,,,,
,6904,0,1,false,SHIFT,2280,,,,,,
,6906,0,1,true,SHIFT,2757,,,,,,
,6908,0,1,false,SHIFT,1104,,,,,,
,6910,0,1,false,SHIFT,2021,,,,,,
,6912,0,1,true,SHIFT,1209,,,,,,
,6914,0,1,true,SHIFT,3227,,,,,,
,6916,0,1,true,REDUCE,sym_variadic_parameter,,257,,3,0,160
,6918,0,1,true,SHIFT,2708,,,,,,
,6920,0,1,false,SHIFT,2124,,,,,,
,6922,0,1,true,SHIFT,217,,,,,,
,6924,0,1,false,SHIFT,2115,,,,,,
,6926,0,1,false,SHIFT,2119,,,,,,
,6928,0,1,true,REDUCE,aux_sym_use_bounds_repeat1,,338,,2,0,161
,6930,0,1,false,SHIFT,2143,,,,,,
,6932,0,1,false,SHIFT,2269,,,,,,
,6934,0,1,false,SHIFT,2112,,,,,,
,6936,0,1,false,SHIFT,2151,,,,,,
,6938,0,1,true,REDUCE,sym_qualified_type,,218,,3,0,74
,6940,0,1,false,SHIFT,2122,,,,,,
,6942,0,1,false,SHIFT,2120,,,,,,
,6944,0,1,false,SHIFT,2117,,,,,,
,6946,0,1,false,SHIFT,2125,,,,,,
,6948,0,1,false,SHIFT,1615,,,,,,
,6950,0,1,false,SHIFT,1621,,,,,,
,6952,0,1,true,SHIFT,2773,,,,,,
,6954,0,1,true,SHIFT,3605,,,,,,
,6956,0,1,true,REDUCE,sym_variadic_parameter,,257,,4,0,39
,6958,0,1,true,SHIFT,797,,,,,,
,6960,0,1,true,SHIFT,3305,,,,,,
,6962,0,1,true,SHIFT,963,,,,,,
,6964,0,1,true,SHIFT,2785,,,,,,
,6966,0,1,true,SHIFT,2707,,,,,,
,6968,0,1,true,SHIFT,272,,,,,,
,6970,0,1,true,REDUCE,aux_sym_type_parameters_repeat1,,347,,3,0,0
,6972,0,1,false,SHIFT,1605,,,,,,
,6974,0,1,true,SHIFT,721,,,,,,
,6976,0,1,false,SHIFT,1425,,,,,,
,6978,0,1,false,SHIFT,3814,,,,,,
,6980,0,1,false,SHIFT,3588,,,,,,
,6982,0,1,true,SHIFT,1995,,,,,,
,6984,0,1,true,SHIFT,3595,,,,,,
,6986,0,1,true,SHIFT,1043,,,,,,
,6988,0,1,true,SHIFT,3755,,,,,,
,6990,0,1,false,SHIFT,2004,,,,,,
,6992,0,1,true,SHIFT,722,,,,,,
,6994,0,1,false,SHIFT,1418,,,,,,
,6996,0,1,true,REDUCE,aux_sym_enum_variant_list_repeat2,,327,,3,0,0
,6998,0,1,true,SHIFT,3663,,,,,,
,7000,0,1,true,SHIFT,3664,,,,,,
,7002,0,1,true,SHIFT,1186,,,,,,
,7004,0,1,true,SHIFT,1016,,,,,,
,7006,0,1,true,SHIFT,633,,,,,,
,7008,0,1,true,SHIFT,3757,,,,,,
,7010,0,1,true,SHIFT,355,,,,,,
,7012,0,1,true,SHIFT,1142,,,,,,
,7014,0,1,true,SHIFT,1001,,,,,,
,7016,0,1,true,SHIFT,800,,,,,,
,7018,0,1,true,SHIFT,3312,,,,,,
,7020,0,1,true,SHIFT,1150,,,,,,
,7022,0,1,true,SHIFT,3572,,,,,,
,7024,0,1,true,SHIFT,2107,,,,,,
,7026,0,1,true,REDUCE,sym_lifetime_parameter,,202,,2,0,86
,7028,0,1,true,SHIFT,3324,,,,,,
,7030,0,1,false,SHIFT,1626,,,,,,
,7032,0,1,false,SHIFT,1635,,,,,,
,7034,0,1,true,SHIFT,2728,,,,,,
,7036,0,1,true,SHIFT,2741,,,,,,
,7038,0,1,true,REDUCE,aux_sym_field_declaration_list_repeat1,,328,,3,0,0
,7040,0,1,true,SHIFT,3327,,,,,,
,7042,0,1,true,SHIFT,1992,,,,,,
,7044,0,1,true,SHIFT,3718,,,,,,
,7046,0,1,true,SHIFT,2759,,,,,,
,7048,0,1,true,SHIFT,1057,,,,,,
,7050,0,1,true,SHIFT,365,,,,,,
,7052,0,1,true,SHIFT,2780,,,,,,
,7054,0,1,true,SHIFT,2846,,,,,,
,7056,0,1,true,SHIFT,2803,,,,,,
,7058,0,1,false,SHIFT,1611,,,,,,
,7060,0,1,false,SHIFT,1654,,,,,,
,7062,0,1,true,SHIFT,351,,,,,,
,7064,0,1,true,SHIFT,929,,,,,,
,7066,0,1,true,SHIFT,374,,,,,,
,7068,0,1,true,SHIFT,1997,,,,,,
,7070,0,1,true,SHIFT,3773,,,,,,
,7072,0,1,true,SHIFT,383,,,,,,
,7074,0,1,true,SHIFT,386,,,,,,
,7076,0,1,true,SHIFT,390,,,,,,
,7078,0,1,true,SHIFT,392,,,,,,
,7080,0,1,true,SHIFT,3317,,,,,,
,7082,0,1,true,SHIFT,2095,,,,,,
,7084,0,1,true,SHIFT,2060,,,,,,
,7086,0,1,false,SHIFT,3752,,,,,,
,7088,0,1,false,SHIFT,3810,,,,,,
,7090,0,1,true,REDUCE,aux_sym_type_arguments_repeat1,,359,,3,0,0
,7092,0,1,true,SHIFT,3752,,,,,,
,7094,0,1,true,SHIFT,3494,,,,,,
,7096,0,1,true,SHIFT,496,,,,,,
,7098,0,1,true,SHIFT,203,,,,,,
,7100,0,1,true,SHIFT,3334,,,,,,
,7102,0,1,true,SHIFT,3819,,,,,,
,7104,0,1,true,SHIFT,2512,,,,,,
,7106,0,1,true,SHIFT,81,,,,,,
,7108,0,1,true,SHIFT,307,,,,,,
,7110,0,1,true,SHIFT,2624,,,,,,
,7112,0,1,true,SHIFT,2666,,,,,,
,7114,0,1,true,SHIFT,3466,,,,,,
,7116,0,1,true,SHIFT,3222,,,,,,
,7118,0,1,true,SHIFT,2488,,,,,,
,7120,0,1,true,SHIFT,1307,,,,,,
,7122,0,1,true,SHIFT,2495,,,,,,
,7124,0,1,true,SHIFT,982,,,,,,
,7126,0,1,true,SHIFT,2324,,,,,,
,7128,0,1,true,SHIFT,1233,,,,,,
,7130,0,1,true,SHIFT,587,,,,,,
,7132,0,1,true,SHIFT,1176,,,,,,
,7134,0,1,true,SHIFT,3824,,,,,,
,7136,0,1,true,SHIFT,2340,,,,,,
,7138,0,1,true,SHIFT,3229,,,,,,
,7140,0,1,true,SHIFT,518,,,,,,
,7142,0,1,true,SHIFT,2887,,,,,,
,7144,0,1,true,SHIFT,2025,,,,,,
,7146,0,1,true,SHIFT,1064,,,,,,
,7148,0,1,true,SHIFT,1846,,,,,,
,7150,0,1,true,SHIFT,1047,,,,,,
,7152,0,1,true,SHIFT,690,,,,,,
,7154,0,1,true,SHIFT,393,,,,,,
,7156,0,1,true,SHIFT,2902,,,,,,
,7158,0,1,true,SHIFT,2474,,,,,,
,7160,0,1,true,SHIFT,1429,,,,,,
,7162,0,1,true,SHIFT,751,,,,,,
,7164,0,1,true,SHIFT,2523,,,,,,
,7166,0,1,true,SHIFT,595,,,,,,
,7168,0,1,true,SHIFT,704,,,,,,
,7170,0,1,true,SHIFT,515,,,,,,
,7172,0,1,true,SHIFT,516,,,,,,
,7174,0,1,true,REDUCE,sym_match_pattern,,276,,3,0,185
,7176,0,1,true,REDUCE,sym__line_doc_comment_marker,,315,,1,0,2
,7178,0,1,true,SHIFT,322,,,,,,
,7180,0,1,true,SHIFT,2356,,,,,,
,7182,0,1,true,SHIFT,440,,,,,,
,7184,0,1,true,SHIFT,2411,,,,,,
,7186,0,1,true,SHIFT,1320,,,,,,
,7188,0,1,true,SHIFT,2065,,,,,,
,7190,0,1,true,SHIFT,3658,,,,,,
,7192,0,1,true,SHIFT,1321,,,,,,
,7194,0,1,true,SHIFT,2927,,,,,,
,7196,0,1,true,SHIFT,2953,,,,,,
,7198,0,1,true,SHIFT,3662,,,,,,
,7200,0,1,true,SHIFT,3240,,,,,,
,7202,0,1,true,SHIFT,3054,,,,,,
,7204,0,1,true,SHIFT,745,,,,,,
,7206,0,1,true,SHIFT,1511,,,,,,
,7208,0,1,true,SHIFT,1775,,,,,,
,7210,0,1,true,SHIFT,579,,,,,,
,7212,0,1,true,SHIFT,1236,,,,,,
,7214,0,1,true,SHIFT,3736,,,,,,
,7216,0,1,true,SHIFT,1323,,,,,,
,7218,0,1,true,SHIFT,1185,,,,,,
,7220,0,1,true,SHIFT,2434,,,,,,
,7222,0,1,true,SHIFT,754,,,,,,
,7224,0,1,true,SHIFT,3744,,,,,,
,7226,0,1,true,SHIFT,1808,,,,,,
,7228,0,1,true,SHIFT,3295,,,,,,
,7230,0,1,true,SHIFT,1371,,,,,,
,7232,0,1,true,SHIFT,1059,,,,,,
,7234,0,1,true,SHIFT,1990,,,,,,
,7236,0,1,true,SHIFT,600,,,,,,
,7238,0,1,true,SHIFT,1342,,,,,,
,7240,0,1,true,SHIFT,1343,,,,,,
,7242,0,1,true,SHIFT,3519,,,,,,
,7244,0,1,true,SHIFT,1373,,,,,,
,7246,0,1,true,SHIFT,1453,,,,,,
,7248,0,1,true,SHIFT,777,,,,,,
,7250,0,1,true,SHIFT,3398,,,,,,
,7252,0,1,true,SHIFT,941,,,,,,
,7254,0,1,true,SHIFT,2452,,,,,,
,7256,0,1,true,SHIFT,2811,,,,,,
,7258,0,1,true,SHIFT,521,,,,,,
,7260,0,1,true,SHIFT,1998,,,,,,
,7262,0,1,true,SHIFT,522,,,,,,
,7264,0,1,true,SHIFT,683,,,,,,
,7266,0,1,true,REDUCE,sym__inner_line_doc_comment_marker,,316,,1,0,0
,7268,0,1,true,SHIFT,1280,,,,,,
,7270,0,1,true,SHIFT,1563,,,,,,
,7272,0,1,true,SHIFT,1281,,,,,,
,7274,0,1,true,SHIFT,3620,,,,,,
,7276,0,1,true,SHIFT,1350,,,,,,
,7278,0,1,true,SHIFT,3406,,,,,,
,7280,0,1,true,SHIFT,2839,,,,,,
,7282,0,1,true,SHIFT,3576,,,,,,
,7284,0,1,true,SHIFT,3724,,,,,,
,7286,0,1,true,SHIFT,580,,,,,,
,7288,0,1,true,SHIFT,760,,,,,,
,7290,0,1,true,SHIFT,3383,,,,,,
,7292,0,1,true,SHIFT,1358,,,,,,
,7294,0,1,true,SHIFT,3205,,,,,,
,7296,0,1,true,SHIFT,2106,,,,,,
,7298,0,1,true,SHIFT,1231,,,,,,
,7300,0,1,true,SHIFT,3823,,,,,,
,7302,0,1,true,SHIFT,1705,,,,,,
,7304,0,1,true,SHIFT,1056,,,,,,
,7306,0,1,true,SHIFT,2620,,,,,,
,7308,0,1,true,SHIFT,490,,,,,,
,7310,0,1,true,SHIFT,3212,,,,,,
,7312,0,1,true,SHIFT,1368,,,,,,
,7314,0,1,true,SHIFT,3261,,,,,,
,7316,0,1,true,SHIFT,556,,,,,,
,7318,0,1,true,SHIFT,1363,,,,,,
,7320,0,1,true,SHIFT,3217,,,,,,
,7322,0,1,false,SHIFT,3821,,,,,,
,7324,0,1,true,SHIFT,3542,,,,,,
,7326,0,1,true,SHIFT,2732,,,,,,
,7328,0,1,true,SHIFT,3224,,,,,,
,7330,0,1,true,ACCEPT_INPUT,,,,,,,
,7332,0,1,true,SHIFT,17,,,,,,
,7334,0,1,true,SHIFT,916,,,,,,
,7336,0,1,true,SHIFT,3337,,,,,,
,7338,0,1,true,SHIFT,1242,,,,,,
,7340,0,1,true,SHIFT,1259,,,,,,
,7342,0,1,true,SHIFT,1260,,,,,,
,7344,0,1,true,SHIFT,3564,,,,,,
,7346,0,1,true,SHIFT,893,,,,,,
,7348,0,1,true,SHIFT,3257,,,,,,
,7350,0,1,true,SHIFT,1372,,,,,,
,7352,0,1,true,SHIFT,1423,,,,,,
,7354,0,1,true,SHIFT,3260,,,,,,
,7356,0,1,true,SHIFT,2323,,,,,,
,7358,0,1,true,SHIFT,1038,,,,,,
,7360,0,1,true,SHIFT,891,,,,,,
,7362,0,1,true,SHIFT,3011,,,,,,
,7364,0,1,true,SHIFT,441,,,,,,
,7366,0,1,true,SHIFT,2747,,,,,,
,7368,0,1,true,SHIFT,21,,,,,,
,7370,0,1,true,SHIFT,2295,,,,,,
,7372,0,1,true,SHIFT,1229,,,,,,
,7374,0,1,true,SHIFT,3504,,,,,,
,7376,0,1,true,SHIFT,1249,,,,,,
,7378,0,1,true,SHIFT,3321,,,,,,
,7380,0,1,true,SHIFT,3637,,,,,,
,7382,0,1,true,SHIFT,537,,,,,,
,7384,0,1,true,SHIFT,25,,,,,,
,7386,0,1,true,SHIFT,3577,,,,,,
,7388,0,1,true,SHIFT,3330,,,,,,
,7390,0,1,true,SHIFT,1158,,,,,,
,7392,0,1,true,SHIFT,3333,,,,,,
,7394,0,1,true,SHIFT,3320,,,,,,
,7396,0,1,true,SHIFT,3332,,,,,,
,7398,0,1,true,SHIFT,1178,,,,,,
,7400,0,1,true,SHIFT,2438,,,,,,
,7402,0,1,true,SHIFT,557,,,,,,
,7404,0,1,true,SHIFT,538,,,,,,
,7406,0,1,true,SHIFT,2763,,,,,,
,7408,0,1,true,SHIFT,1994,,,,,,
,7410,0,1,true,SHIFT,1284,,,,,,
,7412,0,1,true,SHIFT,1285,,,,,,
,7414,0,1,true,REDUCE,sym__line_doc_comment_marker,,315,,1,0,3
,7416,0,1,true,REDUCE,sym__outer_line_doc_comment_marker,,317,,1,0,0
,7418,0,1,true,SHIFT,2267,,,,,,
,7420,0,1,true,SHIFT,1993,,,,,,
,7422,0,1,true,SHIFT,3518,,,,,,
,7424,0,1,true,SHIFT,972,,,,,,
,7426,0,1,true,SHIFT,3088,,,,,,
,7428,0,1,true,SHIFT,233,,,,,,
,7430,0,1,true,SHIFT,978,,,,,,
,7432,0,1,true,SHIFT,2274,,,,,,
,7434,0,1,true,SHIFT,2302,,,,,,
,7436,0,1,true,SHIFT,2251,,,,,,
,7438,0,1,true,SHIFT,2303,,,,,,
,7440,0,1,true,SHIFT,1122,,,,,,
,7442,0,1,true,SHIFT,2779,,,,,,
,7444,0,1,true,SHIFT,357,,,,,,
,7446,0,1,true,SHIFT,2296,,,,,,
,7448,0,1,true,SHIFT,544,,,,,,
,7450,0,1,true,SHIFT,2456,,,,,,
,7452,0,1,true,SHIFT,1000,,,,,,
,7454,0,1,true,SHIFT,560,,,,,,
,7456,0,1,true,SHIFT,1003,,,,,,
,7458,0,1,true,SHIFT,967,,,,,,
,7460,0,1,true,SHIFT,910,,,,,,
,7462,0,1,true,SHIFT,1763,,,,,,
,7464,0,1,true,SHIFT,749,,,,,,
