language_id,canonical_semantic_id,status,supporting_atoms,operation
csharp,UASF_0198,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0199,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0200,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0201,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0202,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0203,PRESENT,EXTSEM_TYPE_INFERENCE,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0204,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0205,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0206,ABSENT,EXTSEM_SUM_VARIANTS,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0207,PRESENT,EXTSEM_EXPLICIT_POINTER_REFERENCE,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0208,PRESENT,EXTSEM_TYPE_LEVEL_NULL_SAFETY,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0209,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0210,PRESENT,EXTSEM_ASYNC_AWAIT,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0211,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0212,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0213,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0214,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0215,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0216,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0217,PRESENT,EXTSEM_CLOSURES,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0218,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0219,PRESENT,EXTSEM_PATTERN_MATCHING,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0220,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0221,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0222,PRESENT,EXTSEM_ASYNC_AWAIT,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0223,PRESENT,EXTSEM_ITERATORS_GENERATORS,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0224,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0225,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0226,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0227,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0228,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0229,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0230,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0231,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0232,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0233,PRESENT,EXTSEM_PATTERN_MATCHING,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0234,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0235,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0236,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0237,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0238,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0239,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0240,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0241,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0242,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0243,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0244,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0245,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0246,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0247,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0248,ABSENT,EXTSEM_OWNERSHIP_BORROWING,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0249,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0250,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0251,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0252,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0253,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0254,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0255,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0256,PRESENT,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0257,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0258,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0259,PRESENT,EXTSEM_RUNTIME_REFLECTION,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0260,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0261,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0262,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0263,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0264,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0265,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0266,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0267,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0268,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0269,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0270,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0271,PRESENT,EXTSEM_EXPLICIT_POINTER_REFERENCE,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0272,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0273,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0274,ABSENT,EXTSEM_UNDEFINED_BEHAVIOR,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0275,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0276,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0277,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0278,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0279,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0280,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0281,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0282,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0283,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0284,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0285,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0286,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0287,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0288,PRESENT,EXTSEM_VALUE_TYPES,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0289,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0290,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0291,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0292,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0293,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0294,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0295,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0296,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0297,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0298,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0299,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0300,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0301,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0302,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0303,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0304,PRESENT,EXTSEM_MODULE_SYSTEM,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0305,PRESENT,EXTSEM_GENERICS,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0306,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0307,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0308,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0309,ABSENT,EXTSEM_SUM_VARIANTS,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0310,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0311,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0312,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0313,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0314,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0315,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0316,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0317,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0318,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0319,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0320,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0321,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0322,PRESENT,EXTSEM_OPERATOR_OVERLOADING,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0323,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0324,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0325,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0326,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0327,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0328,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0329,PRESENT,EXTSEM_TYPE_INFERENCE,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0330,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0331,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0332,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0333,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
csharp,UASF_0334,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0001,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0002,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0003,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0004,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0005,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0006,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0007,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0008,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0009,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0010,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0011,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0012,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0013,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0014,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0015,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0016,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0017,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0018,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0019,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0020,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0021,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0022,PRESENT,EXTSEM_FFI,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0023,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0024,PRESENT,EXTSEM_GARBAGE_COLLECTION;EXTSEM_MANUAL_MEMORY;EXTSEM_UNSAFE_ESCAPE,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0025,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0026,ABSENT,EXTSEM_OWNERSHIP_BORROWING,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0027,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0028,PRESENT,EXTSEM_EXPLICIT_POINTER_REFERENCE,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0029,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0030,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0031,PRESENT,EXTSEM_EXPLICIT_POINTER_REFERENCE,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0032,PRESENT,EXTSEM_RUNTIME_REFLECTION,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0033,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0034,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0035,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0036,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0037,PRESENT,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0038,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0039,ABSENT,EXTSEM_NOMINAL_INHERITANCE,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0040,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0041,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0042,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0043,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0044,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0045,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0046,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0047,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0048,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0049,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0050,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0051,PRESENT,EXTSEM_LEXICAL_SCOPING,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0052,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0053,PRESENT,EXTSEM_TYPE_INFERENCE,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0054,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0055,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0056,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0057,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0058,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0059,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0060,ABSENT,EXTSEM_PATTERN_MATCHING,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0061,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0062,PRESENT,EXTSEM_LEXICAL_SCOPING,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0063,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0064,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0065,PRESENT,EXTSEM_CLOSURES,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0066,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0067,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0068,PRESENT,EXTSEM_TYPE_INFERENCE,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0069,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0070,ABSENT,EXTSEM_OWNERSHIP_BORROWING,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0071,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0072,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0073,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0074,ABSENT,EXTSEM_OWNERSHIP_BORROWING,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0075,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0076,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0077,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0078,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0079,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0080,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0081,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0082,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0083,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0084,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0085,PRESENT,EXTSEM_STRUCTURAL_CONFORMANCE,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0086,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0087,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0088,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0089,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0090,ABSENT,EXTSEM_NOMINAL_INHERITANCE,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0091,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0092,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0093,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0094,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0095,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0096,PRESENT,EXTSEM_TYPE_INFERENCE,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0097,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0098,ABSENT,EXTSEM_NOMINAL_INHERITANCE,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0099,PRESENT,EXTSEM_MODULE_SYSTEM,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0100,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0101,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0102,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0103,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0104,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0105,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0106,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0107,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0108,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0109,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0110,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0111,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0112,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0113,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0114,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0115,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0116,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0117,ABSENT,EXTSEM_MACROS,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0118,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0119,ABSENT,EXTSEM_MACROS,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0120,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0121,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0122,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0123,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0124,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0125,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
go,UASF_0126,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
