language_id,language_name,atom_id,known,value,status
nim,Nim,EXTSEM_CHANNELS,0,0,UNRESOLVED
nim,Nim,EXTSEM_CHECKED_ERROR_EFFECT,1,1,PRESENT
nim,Nim,EXTSEM_CLOSURES,1,1,PRESENT
nim,Nim,EXTSEM_COMPILETIME_META,1,1,PRESENT
nim,Nim,EXTSEM_CONCURRENCY_PRIMITIVES,1,1,PRESENT
nim,Nim,EXTSEM_DYNAMIC_TYPING,1,0,ABSENT
nim,Nim,EXTSEM_ERROR_VALUES_UNIONS,1,0,ABSENT
nim,Nim,EXTSEM_EXCEPTIONS,1,1,PRESENT
nim,Nim,EXTSEM_EXPLICIT_POINTER_REFERENCE,1,1,PRESENT
nim,Nim,EXTSEM_FFI,1,1,PRESENT
nim,Nim,EXTSEM_FIRST_CLASS_FUNCTIONS,1,1,PRESENT
nim,Nim,EXTSEM_FLOW_SENSITIVE_TYPING,0,0,UNRESOLVED
nim,Nim,EXTSEM_GARBAGE_COLLECTION,0,0,UNRESOLVED
nim,Nim,EXTSEM_GENERICS,1,1,PRESENT
nim,Nim,EXTSEM_ITERATORS_GENERATORS,1,1,PRESENT
nim,Nim,EXTSEM_LAZY_ARGUMENTS,0,0,UNRESOLVED
nim,Nim,EXTSEM_LEFT_TO_RIGHT_GENERAL_EVAL,1,1,PRESENT
nim,Nim,EXTSEM_LEXICAL_SCOPING,1,1,PRESENT
nim,Nim,EXTSEM_MACROS,1,1,PRESENT
nim,Nim,EXTSEM_MANUAL_MEMORY,0,0,UNRESOLVED
nim,Nim,EXTSEM_MODULE_SYSTEM,1,1,PRESENT
nim,Nim,EXTSEM_MULTIPLE_DISPATCH,1,0,ABSENT
nim,Nim,EXTSEM_NOMINAL_INHERITANCE,0,0,UNRESOLVED
nim,Nim,EXTSEM_NOMINAL_TYPE_IDENTITY,1,1,PRESENT
nim,Nim,EXTSEM_OPERATOR_OVERLOADING,1,1,PRESENT
nim,Nim,EXTSEM_OWNERSHIP_BORROWING,1,0,ABSENT
nim,Nim,EXTSEM_PARAMETRIC_POLYMORPHISM,1,1,PRESENT
nim,Nim,EXTSEM_PARTIAL_UNSPECIFIED_EVAL,0,0,UNRESOLVED
nim,Nim,EXTSEM_PASS_BY_VALUE_CORE,1,1,PRESENT
nim,Nim,EXTSEM_PATTERN_MATCHING,0,0,UNRESOLVED
nim,Nim,EXTSEM_RAII_DESTRUCTORS,1,1,PRESENT
nim,Nim,EXTSEM_REFERENCE_COUNTING,1,1,PRESENT
nim,Nim,EXTSEM_REFERENCE_TYPES,1,1,PRESENT
nim,Nim,EXTSEM_RUNTIME_REFLECTION,0,0,UNRESOLVED
nim,Nim,EXTSEM_SHORT_CIRCUIT_BOOL,1,1,PRESENT
nim,Nim,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,1,1,PRESENT
nim,Nim,EXTSEM_STATIC_TYPING,1,1,PRESENT
nim,Nim,EXTSEM_STRUCTURAL_CONFORMANCE,1,1,PRESENT
nim,Nim,EXTSEM_STRUCTURAL_INTERFACE_CONFORMANCE,1,1,PRESENT
nim,Nim,EXTSEM_STRUCTURED_CLEANUP,1,1,PRESENT
nim,Nim,EXTSEM_STRUCTURED_CONCURRENCY,1,0,ABSENT
nim,Nim,EXTSEM_SUM_VARIANTS,1,1,PRESENT
nim,Nim,EXTSEM_TYPE_INFERENCE,1,1,PRESENT
nim,Nim,EXTSEM_TYPE_LEVEL_NULL_SAFETY,1,0,ABSENT
nim,Nim,EXTSEM_UNDEFINED_BEHAVIOR,1,0,ABSENT
nim,Nim,EXTSEM_UNSAFE_ESCAPE,1,1,PRESENT
nim,Nim,EXTSEM_VALUE_TYPES,1,1,PRESENT
python,Python,EXTSEM_ACTORS,1,0,ABSENT
python,Python,EXTSEM_ASYNC_AWAIT,1,1,PRESENT
python,Python,EXTSEM_ATOMICS_MEMORY_MODEL,1,0,ABSENT
python,Python,EXTSEM_BYREF_PARAMETER_FORM,1,0,ABSENT
python,Python,EXTSEM_CHANNELS,1,0,ABSENT
python,Python,EXTSEM_CHECKED_ERROR_EFFECT,1,0,ABSENT
python,Python,EXTSEM_CLOSURES,1,1,PRESENT
python,Python,EXTSEM_COMPILETIME_META,1,0,ABSENT
python,Python,EXTSEM_CONCURRENCY_PRIMITIVES,0,0,UNRESOLVED
python,Python,EXTSEM_DYNAMIC_TYPING,1,1,PRESENT
python,Python,EXTSEM_ERROR_VALUES_UNIONS,1,0,ABSENT
python,Python,EXTSEM_EXCEPTIONS,1,1,PRESENT
python,Python,EXTSEM_EXPLICIT_POINTER_REFERENCE,0,0,UNRESOLVED
python,Python,EXTSEM_FFI,1,1,PRESENT
python,Python,EXTSEM_FIRST_CLASS_FUNCTIONS,1,1,PRESENT
python,Python,EXTSEM_FLOW_SENSITIVE_TYPING,0,0,UNRESOLVED
python,Python,EXTSEM_GARBAGE_COLLECTION,1,1,PRESENT
python,Python,EXTSEM_GENERICS,0,0,UNRESOLVED
python,Python,EXTSEM_ITERATORS_GENERATORS,1,1,PRESENT
python,Python,EXTSEM_LAZY_ARGUMENTS,0,0,UNRESOLVED
python,Python,EXTSEM_LEFT_TO_RIGHT_GENERAL_EVAL,1,1,PRESENT
python,Python,EXTSEM_LEXICAL_SCOPING,1,1,PRESENT
python,Python,EXTSEM_MACROS,1,0,ABSENT
python,Python,EXTSEM_MANUAL_MEMORY,1,0,ABSENT
python,Python,EXTSEM_MODULE_SYSTEM,1,1,PRESENT
python,Python,EXTSEM_MULTIPLE_DISPATCH,1,0,ABSENT
python,Python,EXTSEM_NOMINAL_INHERITANCE,1,1,PRESENT
python,Python,EXTSEM_NOMINAL_TYPE_IDENTITY,0,0,UNRESOLVED
python,Python,EXTSEM_OPERATOR_OVERLOADING,1,1,PRESENT
python,Python,EXTSEM_OWNERSHIP_BORROWING,1,0,ABSENT
python,Python,EXTSEM_PARAMETRIC_POLYMORPHISM,0,0,UNRESOLVED
python,Python,EXTSEM_PARTIAL_UNSPECIFIED_EVAL,0,0,UNRESOLVED
python,Python,EXTSEM_PASS_BY_VALUE_CORE,1,0,ABSENT
python,Python,EXTSEM_PATTERN_MATCHING,1,1,PRESENT
python,Python,EXTSEM_RAII_DESTRUCTORS,1,0,ABSENT
python,Python,EXTSEM_REFERENCE_COUNTING,1,0,ABSENT
python,Python,EXTSEM_REFERENCE_TYPES,1,1,PRESENT
python,Python,EXTSEM_RUNTIME_REFLECTION,1,1,PRESENT
python,Python,EXTSEM_SHORT_CIRCUIT_BOOL,1,1,PRESENT
python,Python,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,1,1,PRESENT
python,Python,EXTSEM_STATIC_TYPING,1,0,ABSENT
python,Python,EXTSEM_STRUCTURAL_CONFORMANCE,1,1,PRESENT
python,Python,EXTSEM_STRUCTURAL_INTERFACE_CONFORMANCE,1,1,PRESENT
python,Python,EXTSEM_STRUCTURED_CLEANUP,1,1,PRESENT
python,Python,EXTSEM_STRUCTURED_CONCURRENCY,1,0,ABSENT
python,Python,EXTSEM_SUM_VARIANTS,1,0,ABSENT
python,Python,EXTSEM_TYPE_INFERENCE,0,0,UNRESOLVED
python,Python,EXTSEM_TYPE_LEVEL_NULL_SAFETY,1,0,ABSENT
python,Python,EXTSEM_UNDEFINED_BEHAVIOR,1,0,ABSENT
python,Python,EXTSEM_UNSAFE_ESCAPE,0,0,UNRESOLVED
python,Python,EXTSEM_VALUE_TYPES,0,0,UNRESOLVED
r,R,EXTSEM_ACTORS,1,0,ABSENT
r,R,EXTSEM_ASYNC_AWAIT,1,0,ABSENT
r,R,EXTSEM_ATOMICS_MEMORY_MODEL,1,0,ABSENT
r,R,EXTSEM_BYREF_PARAMETER_FORM,1,0,ABSENT
r,R,EXTSEM_CHANNELS,1,0,ABSENT
r,R,EXTSEM_CHECKED_ERROR_EFFECT,1,0,ABSENT
r,R,EXTSEM_CLOSURES,1,1,PRESENT
r,R,EXTSEM_COMPILETIME_META,1,1,PRESENT
r,R,EXTSEM_CONCURRENCY_PRIMITIVES,0,0,UNRESOLVED
r,R,EXTSEM_DYNAMIC_TYPING,1,1,PRESENT
r,R,EXTSEM_ERROR_VALUES_UNIONS,1,0,ABSENT
r,R,EXTSEM_EXCEPTIONS,1,1,PRESENT
r,R,EXTSEM_EXPLICIT_POINTER_REFERENCE,0,0,UNRESOLVED
r,R,EXTSEM_FFI,1,1,PRESENT
r,R,EXTSEM_FIRST_CLASS_FUNCTIONS,1,1,PRESENT
r,R,EXTSEM_FLOW_SENSITIVE_TYPING,0,0,UNRESOLVED
r,R,EXTSEM_GARBAGE_COLLECTION,1,1,PRESENT
r,R,EXTSEM_GENERICS,1,0,ABSENT
r,R,EXTSEM_ITERATORS_GENERATORS,0,0,UNRESOLVED
r,R,EXTSEM_LAZY_ARGUMENTS,1,1,PRESENT
r,R,EXTSEM_LEFT_TO_RIGHT_GENERAL_EVAL,0,0,UNRESOLVED
r,R,EXTSEM_LEXICAL_SCOPING,1,1,PRESENT
r,R,EXTSEM_MACROS,1,0,ABSENT
r,R,EXTSEM_MANUAL_MEMORY,1,0,ABSENT
r,R,EXTSEM_MODULE_SYSTEM,1,1,PRESENT
r,R,EXTSEM_MULTIPLE_DISPATCH,1,1,PRESENT
r,R,EXTSEM_NOMINAL_INHERITANCE,0,0,UNRESOLVED
r,R,EXTSEM_NOMINAL_TYPE_IDENTITY,0,0,UNRESOLVED
r,R,EXTSEM_OPERATOR_OVERLOADING,1,1,PRESENT
r,R,EXTSEM_OWNERSHIP_BORROWING,1,0,ABSENT
r,R,EXTSEM_PARAMETRIC_POLYMORPHISM,0,0,UNRESOLVED
r,R,EXTSEM_PARTIAL_UNSPECIFIED_EVAL,0,0,UNRESOLVED
r,R,EXTSEM_PASS_BY_VALUE_CORE,1,0,ABSENT
r,R,EXTSEM_PATTERN_MATCHING,1,0,ABSENT
r,R,EXTSEM_RAII_DESTRUCTORS,1,0,ABSENT
r,R,EXTSEM_REFERENCE_COUNTING,1,0,ABSENT
r,R,EXTSEM_REFERENCE_TYPES,1,1,PRESENT
r,R,EXTSEM_RUNTIME_REFLECTION,1,1,PRESENT
r,R,EXTSEM_SHORT_CIRCUIT_BOOL,1,1,PRESENT
r,R,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,1,1,PRESENT
r,R,EXTSEM_STATIC_TYPING,1,0,ABSENT
r,R,EXTSEM_STRUCTURAL_CONFORMANCE,0,0,UNRESOLVED
r,R,EXTSEM_STRUCTURAL_INTERFACE_CONFORMANCE,0,0,UNRESOLVED
r,R,EXTSEM_STRUCTURED_CLEANUP,1,1,PRESENT
r,R,EXTSEM_STRUCTURED_CONCURRENCY,1,0,ABSENT
r,R,EXTSEM_SUM_VARIANTS,1,0,ABSENT
r,R,EXTSEM_TYPE_INFERENCE,0,0,UNRESOLVED
r,R,EXTSEM_TYPE_LEVEL_NULL_SAFETY,1,0,ABSENT
r,R,EXTSEM_UNDEFINED_BEHAVIOR,1,0,ABSENT
r,R,EXTSEM_UNSAFE_ESCAPE,0,0,UNRESOLVED
r,R,EXTSEM_VALUE_TYPES,0,0,UNRESOLVED
rust,Rust,EXTSEM_ACTORS,1,0,ABSENT
rust,Rust,EXTSEM_ASYNC_AWAIT,1,1,PRESENT
rust,Rust,EXTSEM_ATOMICS_MEMORY_MODEL,1,1,PRESENT
rust,Rust,EXTSEM_BYREF_PARAMETER_FORM,1,0,ABSENT
rust,Rust,EXTSEM_CHANNELS,1,0,ABSENT
rust,Rust,EXTSEM_CHECKED_ERROR_EFFECT,1,0,ABSENT
rust,Rust,EXTSEM_CLOSURES,1,1,PRESENT
rust,Rust,EXTSEM_COMPILETIME_META,1,1,PRESENT
rust,Rust,EXTSEM_CONCURRENCY_PRIMITIVES,1,1,PRESENT
rust,Rust,EXTSEM_DYNAMIC_TYPING,1,0,ABSENT
rust,Rust,EXTSEM_ERROR_VALUES_UNIONS,1,1,PRESENT
rust,Rust,EXTSEM_EXCEPTIONS,1,0,ABSENT
rust,Rust,EXTSEM_EXPLICIT_POINTER_REFERENCE,1,1,PRESENT
rust,Rust,EXTSEM_FFI,1,1,PRESENT
rust,Rust,EXTSEM_FIRST_CLASS_FUNCTIONS,1,1,PRESENT
rust,Rust,EXTSEM_FLOW_SENSITIVE_TYPING,0,0,UNRESOLVED
rust,Rust,EXTSEM_GARBAGE_COLLECTION,1,0,ABSENT
rust,Rust,EXTSEM_GENERICS,1,1,PRESENT
rust,Rust,EXTSEM_ITERATORS_GENERATORS,1,1,PRESENT
rust,Rust,EXTSEM_LAZY_ARGUMENTS,0,0,UNRESOLVED
rust,Rust,EXTSEM_LEFT_TO_RIGHT_GENERAL_EVAL,1,1,PRESENT
rust,Rust,EXTSEM_LEXICAL_SCOPING,1,1,PRESENT
rust,Rust,EXTSEM_MACROS,1,1,PRESENT
rust,Rust,EXTSEM_MANUAL_MEMORY,1,0,ABSENT
rust,Rust,EXTSEM_MODULE_SYSTEM,1,1,PRESENT
rust,Rust,EXTSEM_MULTIPLE_DISPATCH,1,0,ABSENT
rust,Rust,EXTSEM_NOMINAL_INHERITANCE,1,0,ABSENT
rust,Rust,EXTSEM_NOMINAL_TYPE_IDENTITY,1,1,PRESENT
rust,Rust,EXTSEM_OPERATOR_OVERLOADING,1,1,PRESENT
rust,Rust,EXTSEM_OWNERSHIP_BORROWING,1,1,PRESENT
rust,Rust,EXTSEM_PARAMETRIC_POLYMORPHISM,1,1,PRESENT
rust,Rust,EXTSEM_PARTIAL_UNSPECIFIED_EVAL,0,0,UNRESOLVED
rust,Rust,EXTSEM_PASS_BY_VALUE_CORE,1,1,PRESENT
rust,Rust,EXTSEM_PATTERN_MATCHING,1,1,PRESENT
rust,Rust,EXTSEM_RAII_DESTRUCTORS,1,1,PRESENT
rust,Rust,EXTSEM_REFERENCE_COUNTING,1,0,ABSENT
rust,Rust,EXTSEM_REFERENCE_TYPES,1,1,PRESENT
rust,Rust,EXTSEM_RUNTIME_REFLECTION,1,0,ABSENT
rust,Rust,EXTSEM_SHORT_CIRCUIT_BOOL,1,1,PRESENT
rust,Rust,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,1,1,PRESENT
rust,Rust,EXTSEM_STATIC_TYPING,1,1,PRESENT
rust,Rust,EXTSEM_STRUCTURAL_CONFORMANCE,0,0,UNRESOLVED
rust,Rust,EXTSEM_STRUCTURAL_INTERFACE_CONFORMANCE,0,0,UNRESOLVED
rust,Rust,EXTSEM_STRUCTURED_CLEANUP,0,0,UNRESOLVED
rust,Rust,EXTSEM_STRUCTURED_CONCURRENCY,1,0,ABSENT
rust,Rust,EXTSEM_SUM_VARIANTS,1,1,PRESENT
rust,Rust,EXTSEM_TYPE_INFERENCE,1,1,PRESENT
rust,Rust,EXTSEM_TYPE_LEVEL_NULL_SAFETY,1,1,PRESENT
rust,Rust,EXTSEM_UNDEFINED_BEHAVIOR,1,1,PRESENT
rust,Rust,EXTSEM_UNSAFE_ESCAPE,1,1,PRESENT
rust,Rust,EXTSEM_VALUE_TYPES,1,1,PRESENT
swift,Swift,EXTSEM_ACTORS,1,1,PRESENT
swift,Swift,EXTSEM_ASYNC_AWAIT,1,1,PRESENT
swift,Swift,EXTSEM_ATOMICS_MEMORY_MODEL,0,0,UNRESOLVED
swift,Swift,EXTSEM_BYREF_PARAMETER_FORM,1,1,PRESENT
swift,Swift,EXTSEM_CHANNELS,1,0,ABSENT
swift,Swift,EXTSEM_CHECKED_ERROR_EFFECT,1,1,PRESENT
swift,Swift,EXTSEM_CLOSURES,1,1,PRESENT
swift,Swift,EXTSEM_COMPILETIME_META,1,1,PRESENT
swift,Swift,EXTSEM_CONCURRENCY_PRIMITIVES,1,1,PRESENT
swift,Swift,EXTSEM_DYNAMIC_TYPING,1,0,ABSENT
swift,Swift,EXTSEM_ERROR_VALUES_UNIONS,1,0,ABSENT
swift,Swift,EXTSEM_EXCEPTIONS,1,1,PRESENT
swift,Swift,EXTSEM_EXPLICIT_POINTER_REFERENCE,1,1,PRESENT
swift,Swift,EXTSEM_FFI,1,1,PRESENT
swift,Swift,EXTSEM_FIRST_CLASS_FUNCTIONS,1,1,PRESENT
swift,Swift,EXTSEM_FLOW_SENSITIVE_TYPING,0,0,UNRESOLVED
swift,Swift,EXTSEM_GARBAGE_COLLECTION,1,0,ABSENT
swift,Swift,EXTSEM_GENERICS,1,1,PRESENT
swift,Swift,EXTSEM_ITERATORS_GENERATORS,1,1,PRESENT
swift,Swift,EXTSEM_LAZY_ARGUMENTS,0,0,UNRESOLVED
swift,Swift,EXTSEM_LEFT_TO_RIGHT_GENERAL_EVAL,0,0,UNRESOLVED
swift,Swift,EXTSEM_LEXICAL_SCOPING,1,1,PRESENT
swift,Swift,EXTSEM_MACROS,1,1,PRESENT
swift,Swift,EXTSEM_MANUAL_MEMORY,1,0,ABSENT
swift,Swift,EXTSEM_MODULE_SYSTEM,1,1,PRESENT
swift,Swift,EXTSEM_MULTIPLE_DISPATCH,1,0,ABSENT
swift,Swift,EXTSEM_NOMINAL_INHERITANCE,1,1,PRESENT
swift,Swift,EXTSEM_NOMINAL_TYPE_IDENTITY,1,1,PRESENT
swift,Swift,EXTSEM_OPERATOR_OVERLOADING,1,1,PRESENT
swift,Swift,EXTSEM_OWNERSHIP_BORROWING,1,1,PRESENT
swift,Swift,EXTSEM_PARAMETRIC_POLYMORPHISM,1,1,PRESENT
swift,Swift,EXTSEM_PARTIAL_UNSPECIFIED_EVAL,0,0,UNRESOLVED
swift,Swift,EXTSEM_PASS_BY_VALUE_CORE,1,1,PRESENT
swift,Swift,EXTSEM_PATTERN_MATCHING,1,1,PRESENT
swift,Swift,EXTSEM_RAII_DESTRUCTORS,0,0,UNRESOLVED
swift,Swift,EXTSEM_REFERENCE_COUNTING,1,1,PRESENT
swift,Swift,EXTSEM_REFERENCE_TYPES,1,1,PRESENT
swift,Swift,EXTSEM_RUNTIME_REFLECTION,1,1,PRESENT
swift,Swift,EXTSEM_SHORT_CIRCUIT_BOOL,1,1,PRESENT
swift,Swift,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,1,1,PRESENT
swift,Swift,EXTSEM_STATIC_TYPING,1,1,PRESENT
swift,Swift,EXTSEM_STRUCTURAL_CONFORMANCE,0,0,UNRESOLVED
swift,Swift,EXTSEM_STRUCTURAL_INTERFACE_CONFORMANCE,1,0,ABSENT
swift,Swift,EXTSEM_STRUCTURED_CLEANUP,1,1,PRESENT
swift,Swift,EXTSEM_STRUCTURED_CONCURRENCY,1,1,PRESENT
swift,Swift,EXTSEM_SUM_VARIANTS,1,1,PRESENT
swift,Swift,EXTSEM_TYPE_INFERENCE,1,1,PRESENT
swift,Swift,EXTSEM_TYPE_LEVEL_NULL_SAFETY,1,1,PRESENT
swift,Swift,EXTSEM_UNDEFINED_BEHAVIOR,1,0,ABSENT
swift,Swift,EXTSEM_UNSAFE_ESCAPE,1,1,PRESENT
swift,Swift,EXTSEM_VALUE_TYPES,1,1,PRESENT
zig,Zig,EXTSEM_ACTORS,1,0,ABSENT
zig,Zig,EXTSEM_ASYNC_AWAIT,1,0,ABSENT
zig,Zig,EXTSEM_ATOMICS_MEMORY_MODEL,1,1,PRESENT
zig,Zig,EXTSEM_BYREF_PARAMETER_FORM,1,0,ABSENT
zig,Zig,EXTSEM_CHANNELS,1,0,ABSENT
zig,Zig,EXTSEM_CHECKED_ERROR_EFFECT,1,0,ABSENT
zig,Zig,EXTSEM_CLOSURES,1,1,PRESENT
zig,Zig,EXTSEM_COMPILETIME_META,1,1,PRESENT
zig,Zig,EXTSEM_CONCURRENCY_PRIMITIVES,1,1,PRESENT
zig,Zig,EXTSEM_DYNAMIC_TYPING,1,0,ABSENT
zig,Zig,EXTSEM_ERROR_VALUES_UNIONS,1,1,PRESENT
zig,Zig,EXTSEM_EXCEPTIONS,1,0,ABSENT
zig,Zig,EXTSEM_EXPLICIT_POINTER_REFERENCE,1,1,PRESENT
zig,Zig,EXTSEM_FFI,1,1,PRESENT
zig,Zig,EXTSEM_FIRST_CLASS_FUNCTIONS,1,1,PRESENT
zig,Zig,EXTSEM_FLOW_SENSITIVE_TYPING,0,0,UNRESOLVED
zig,Zig,EXTSEM_GARBAGE_COLLECTION,1,0,ABSENT
zig,Zig,EXTSEM_GENERICS,1,1,PRESENT
zig,Zig,EXTSEM_ITERATORS_GENERATORS,1,0,ABSENT
zig,Zig,EXTSEM_LAZY_ARGUMENTS,0,0,UNRESOLVED
zig,Zig,EXTSEM_LEFT_TO_RIGHT_GENERAL_EVAL,0,0,UNRESOLVED
zig,Zig,EXTSEM_LEXICAL_SCOPING,1,1,PRESENT
zig,Zig,EXTSEM_MACROS,1,0,ABSENT
zig,Zig,EXTSEM_MANUAL_MEMORY,1,1,PRESENT
zig,Zig,EXTSEM_MODULE_SYSTEM,1,1,PRESENT
zig,Zig,EXTSEM_MULTIPLE_DISPATCH,1,0,ABSENT
zig,Zig,EXTSEM_NOMINAL_INHERITANCE,1,0,ABSENT
zig,Zig,EXTSEM_NOMINAL_TYPE_IDENTITY,1,1,PRESENT
zig,Zig,EXTSEM_OPERATOR_OVERLOADING,1,0,ABSENT
zig,Zig,EXTSEM_OWNERSHIP_BORROWING,1,0,ABSENT
zig,Zig,EXTSEM_PARAMETRIC_POLYMORPHISM,1,1,PRESENT
zig,Zig,EXTSEM_PARTIAL_UNSPECIFIED_EVAL,0,0,UNRESOLVED
zig,Zig,EXTSEM_PASS_BY_VALUE_CORE,1,1,PRESENT
zig,Zig,EXTSEM_PATTERN_MATCHING,0,0,UNRESOLVED
zig,Zig,EXTSEM_RAII_DESTRUCTORS,1,0,ABSENT
zig,Zig,EXTSEM_REFERENCE_COUNTING,1,0,ABSENT
zig,Zig,EXTSEM_REFERENCE_TYPES,1,1,PRESENT
zig,Zig,EXTSEM_RUNTIME_REFLECTION,1,0,ABSENT
zig,Zig,EXTSEM_SHORT_CIRCUIT_BOOL,1,1,PRESENT
zig,Zig,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,1,0,ABSENT
zig,Zig,EXTSEM_STATIC_TYPING,1,1,PRESENT
zig,Zig,EXTSEM_STRUCTURAL_CONFORMANCE,0,0,UNRESOLVED
zig,Zig,EXTSEM_STRUCTURAL_INTERFACE_CONFORMANCE,0,0,UNRESOLVED
zig,Zig,EXTSEM_STRUCTURED_CLEANUP,1,1,PRESENT
zig,Zig,EXTSEM_STRUCTURED_CONCURRENCY,1,0,ABSENT
zig,Zig,EXTSEM_SUM_VARIANTS,1,1,PRESENT
zig,Zig,EXTSEM_TYPE_INFERENCE,1,1,PRESENT
zig,Zig,EXTSEM_TYPE_LEVEL_NULL_SAFETY,1,1,PRESENT
zig,Zig,EXTSEM_UNDEFINED_BEHAVIOR,1,1,PRESENT
zig,Zig,EXTSEM_UNSAFE_ESCAPE,1,1,PRESENT
zig,Zig,EXTSEM_VALUE_TYPES,1,1,PRESENT
