feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield
overload_resolution,103,39,1,2,9,9,77,1,3,0,8,1,7,16,12,41,5,8,28,0,34,0,14,5,38,63,70,8,0,23,70,12,1,60,18,0,1,66,1,112,4,50,14,45,55,5,39,62,1,1,13,62,22,3,1,1,0,63,35,0,23,10,17,113,5,54,7,5,1,42,41,1,14,5,9,1,10,0,0,0,71,14,0,1,21,17,24,13,6,0,0,3,1,12,88,71,0,3
ownership,262,257,2,18,15,84,121,2,15,2,23,2,35,31,37,85,10,48,108,1,115,1,191,17,198,199,235,59,3,117,250,63,10,104,30,12,4,169,3,359,9,178,43,223,185,33,198,269,9,25,135,103,222,7,1,1,2,151,171,15,78,36,98,5,382,166,33,22,4,71,142,3,66,6,32,2,78,0,3,3,331,28,3,22,112,174,82,48,39,7,1,2,11,30,304,185,3,16
parameter,1556,750,10,41,83,234,733,8,19,2,129,7,114,167,245,433,49,134,364,1,514,1,397,37,796,829,1122,219,4,381,1237,220,47,568,130,42,42,871,7,2005,51,917,182,942,824,89,616,1102,9,43,307,543,457,20,9,4,5,796,645,38,415,101,400,54,166,2207,143,65,9,399,674,14,232,26,132,6,221,4,7,9,1585,121,4,35,530,547,277,294,88,12,7,7,30,90,1459,1152,4,65
pattern,201,130,3,20,17,48,124,3,10,2,33,3,40,31,55,91,19,31,87,0,107,1,100,14,164,140,173,30,5,63,183,49,10,109,38,6,6,121,5,257,18,129,26,151,141,16,139,176,3,15,43,72,101,6,5,1,0,129,115,14,45,29,73,7,33,143,278,24,3,84,90,3,50,6,30,2,51,3,4,3,228,33,3,5,81,76,36,41,27,5,0,2,10,22,219,162,5,12
pointer,79,57,6,35,14,33,53,1,16,3,12,5,19,22,2,37,10,32,90,0,58,1,45,9,65,77,64,9,6,37,120,31,4,64,27,8,3,50,9,122,5,38,12,58,78,4,75,87,5,19,7,35,51,0,1,4,1,52,52,4,4,18,52,5,22,65,24,150,5,32,35,2,5,5,6,2,27,0,4,4,97,8,5,2,22,44,36,6,39,11,0,6,16,24,118,55,5,4
primitive_bool,14,9,0,4,1,2,8,0,4,0,3,0,2,1,2,10,0,5,8,0,8,0,6,1,11,10,7,1,0,6,10,4,1,11,6,0,0,7,0,16,0,9,2,8,9,0,11,11,0,1,0,5,8,0,0,0,1,10,9,1,0,1,6,1,4,9,3,5,16,7,11,1,0,1,2,0,4,0,0,1,12,1,0,1,8,3,3,3,4,1,0,2,3,2,12,13,0,3
primitive_float,1006,337,6,29,46,125,490,3,15,3,81,5,64,159,140,263,33,85,244,0,357,1,194,21,431,570,726,45,4,183,684,101,29,314,69,24,41,484,6,1632,28,427,152,517,465,39,370,509,8,24,162,324,230,10,7,3,11,465,361,20,139,114,178,42,71,399,84,32,7,1799,525,12,151,23,125,8,88,4,6,4,803,61,3,17,236,263,154,127,45,9,6,8,20,60,948,731,3,42
primitive_integer,2323,649,3,22,43,278,650,9,11,2,121,3,84,146,201,372,42,62,180,0,404,1,253,24,744,699,1174,165,4,342,880,162,23,468,70,29,44,1081,8,2737,30,841,467,784,936,85,433,1057,3,14,380,572,425,22,8,2,16,642,622,38,428,75,242,41,142,674,90,35,11,525,2891,7,198,24,92,5,137,2,6,3,2106,99,5,32,444,530,177,288,46,7,5,4,13,57,1710,1029,3,52
primitive_string,21,18,1,2,1,2,11,1,1,0,1,1,3,7,14,14,2,0,5,0,10,0,9,3,21,11,21,6,0,5,14,7,1,11,4,0,0,10,1,24,2,17,1,21,14,3,10,18,3,3,3,16,16,0,1,1,0,18,15,0,9,1,8,1,3,14,3,2,1,12,7,24,7,1,1,0,2,0,0,0,24,5,0,0,13,7,1,4,2,0,0,1,0,4,23,20,0,0
random,488,314,1,2,20,106,301,4,9,0,40,0,40,34,88,231,20,64,234,1,153,0,137,16,221,363,356,73,0,218,400,101,18,285,90,8,11,352,1,718,16,358,81,347,269,31,248,353,2,7,117,228,167,5,4,0,3,384,207,29,193,43,116,14,66,232,50,5,0,151,198,7,782,32,47,1,69,1,3,0,477,54,1,23,245,195,73,154,28,0,3,10,8,28,489,340,0,91
reference,131,23,2,4,6,9,121,1,4,0,6,2,7,11,18,119,8,5,116,0,27,0,14,6,25,133,35,7,2,100,109,10,1,121,94,3,3,126,3,160,4,89,5,29,35,4,53,45,2,4,6,101,14,0,0,2,0,131,41,1,8,8,16,5,6,26,6,5,1,23,24,1,32,161,5,1,10,0,0,2,141,7,1,2,13,14,9,12,5,2,0,3,2,3,142,54,0,5
reflection,208,113,1,5,12,42,109,1,2,0,29,1,31,34,59,74,5,16,33,0,132,0,56,8,150,80,238,36,0,46,120,80,9,80,25,4,3,109,0,278,10,138,19,155,124,27,74,149,2,5,57,102,70,2,3,0,1,135,103,18,65,60,60,9,32,132,30,6,2,125,92,1,47,5,344,0,45,1,0,3,204,33,0,9,123,105,28,53,13,3,0,0,7,22,177,175,0,13
return,4,4,0,4,5,3,4,0,1,2,0,1,0,4,0,4,0,2,5,0,7,1,4,0,6,5,6,0,2,3,8,3,0,5,3,3,3,4,2,8,1,1,2,5,6,0,8,4,1,4,0,4,4,0,0,1,0,2,7,0,0,2,4,1,2,6,2,2,0,8,5,0,1,1,0,8,2,0,1,0,7,1,2,0,0,3,2,0,1,0,1,0,0,1,8,3,2,0
scope,330,259,6,26,30,100,198,6,15,1,41,4,49,40,56,142,24,76,140,0,167,0,216,20,250,233,318,45,4,118,314,75,20,152,56,20,7,212,4,466,29,254,50,282,251,49,234,330,5,17,103,118,197,7,0,2,2,275,198,44,115,40,129,10,78,221,51,27,4,88,137,2,69,10,45,2,522,4,5,5,415,48,2,38,151,217,103,57,41,9,4,4,15,37,386,288,2,17
set,4,2,0,0,0,3,4,0,0,0,0,0,4,1,2,4,2,0,0,0,3,0,4,0,3,3,4,0,0,3,4,0,0,3,0,0,0,0,0,4,3,4,0,4,4,0,3,4,0,0,0,3,2,0,0,0,0,4,4,2,3,0,0,0,0,4,3,0,0,4,2,0,1,0,1,0,4,4,0,0,4,0,0,0,4,3,0,1,0,0,0,0,0,0,2,4,0,0
shadowing,10,7,1,5,3,5,6,0,3,2,2,2,2,6,2,1,2,3,6,0,7,0,7,0,9,10,11,1,1,6,8,3,0,9,3,3,1,6,2,13,1,4,1,9,9,1,6,10,1,5,0,3,7,0,0,0,0,7,7,0,2,4,6,0,3,7,4,4,0,6,6,0,3,0,0,1,5,0,13,1,9,0,0,0,4,7,4,1,6,2,0,0,1,2,10,8,2,0
slice,12,6,3,6,2,3,5,0,3,0,3,3,3,5,0,3,1,8,13,0,10,0,5,0,6,9,10,1,0,5,9,3,1,9,5,4,0,6,1,18,2,6,1,7,10,2,10,11,0,5,3,2,6,0,0,0,0,5,9,2,0,2,9,0,3,9,3,4,1,4,3,0,0,2,3,0,5,0,1,18,12,0,0,0,4,4,5,1,6,3,0,1,3,1,16,5,1,0
struct,5039,1677,14,57,134,452,1941,14,32,5,252,6,195,237,563,1281,87,292,1113,0,974,2,794,65,2067,1935,3024,363,8,862,2548,370,59,1487,364,58,87,3052,11,7162,81,2471,444,2032,2177,152,1367,2584,14,64,737,1312,1209,41,15,3,21,2262,1409,89,942,169,614,71,331,1585,228,97,12,803,2106,24,477,141,204,7,415,4,9,12,7953,251,10,104,1036,1266,423,666,170,14,16,13,44,148,4584,2891,5,96
subtyping,233,127,1,8,28,24,154,2,4,0,18,2,36,26,70,133,10,10,65,0,105,0,63,10,140,135,162,30,0,70,133,56,8,146,45,3,6,181,2,280,16,195,20,151,148,20,86,165,2,9,58,103,82,3,2,1,0,168,99,14,81,22,60,14,28,121,33,8,1,61,99,5,54,7,33,1,48,0,0,0,251,294,1,7,96,79,33,44,11,0,2,1,8,20,201,187,0,16
switch_match,9,5,0,3,2,7,6,0,1,1,0,0,2,3,0,4,0,3,8,0,4,1,4,0,5,10,6,0,2,3,10,3,0,4,1,2,2,6,3,13,1,3,1,6,8,0,6,7,1,3,2,3,5,0,0,1,1,3,6,0,1,0,3,0,3,4,3,5,0,3,5,0,1,1,0,2,2,0,0,0,10,1,13,0,2,7,2,2,0,0,0,0,1,1,11,3,2,0
symbol_table,86,71,0,1,2,13,27,0,2,0,12,0,3,1,2,28,0,23,30,0,44,0,50,7,52,67,71,12,0,36,82,27,6,21,10,4,0,40,0,115,2,30,21,55,78,5,62,83,0,1,16,27,56,0,0,0,1,56,41,23,10,10,25,1,22,35,5,2,1,17,32,0,23,2,9,0,38,0,0,0,104,7,0,115,24,45,30,4,7,0,1,0,1,3,90,61,0,1
task_async,972,586,3,15,42,164,492,10,6,0,123,2,82,75,245,238,39,60,120,0,269,0,298,27,548,447,758,151,0,212,562,121,28,357,79,13,16,586,2,1221,48,639,104,744,545,65,314,723,4,13,278,305,315,19,10,1,6,565,450,42,366,83,218,21,112,530,81,22,8,236,444,13,245,13,123,0,151,4,4,4,1036,96,2,24,1462,506,128,277,46,5,4,3,19,73,753,733,0,81
thread,1177,736,4,29,40,347,543,8,21,2,95,5,95,79,117,310,29,109,243,0,283,2,404,41,530,724,932,140,5,253,813,149,27,373,76,39,54,711,8,1773,33,549,160,747,733,58,524,859,3,22,548,321,575,11,11,2,17,698,587,48,282,98,224,17,174,547,76,44,3,263,530,7,195,14,105,3,217,3,7,4,1266,79,7,45,506,2069,200,329,53,9,4,6,18,74,1256,870,5,57
throw_raise,523,300,5,25,23,103,200,7,16,3,45,5,40,51,35,104,13,212,381,0,176,0,174,24,216,331,368,57,3,130,753,66,25,178,35,28,11,174,4,904,9,200,77,380,280,24,310,412,5,19,101,161,237,6,2,3,6,202,224,24,79,56,118,24,82,277,36,36,3,154,177,1,73,9,28,2,103,0,4,5,423,33,2,30,128,200,917,76,45,9,1,3,14,35,831,491,3,20
time,591,293,0,0,16,105,254,4,0,0,55,0,60,41,122,140,22,26,68,0,123,0,115,14,231,234,462,76,0,120,353,56,13,168,38,8,7,330,0,827,24,311,57,349,296,17,198,384,0,1,226,186,129,8,8,0,8,286,246,12,218,31,88,13,48,294,41,6,3,127,288,4,154,12,53,0,57,1,1,1,666,44,2,4,277,329,76,912,8,1,0,0,1,26,518,398,0,73
tuple,111,85,7,28,16,38,81,0,14,3,16,3,25,29,12,56,10,52,119,0,95,0,65,8,107,128,97,16,2,63,154,35,4,94,44,9,3,92,2,195,4,84,10,81,108,12,122,129,4,22,21,38,71,2,1,0,0,102,86,9,31,19,81,6,39,88,27,39,4,45,46,2,28,5,13,1,41,0,6,6,170,11,0,7,46,53,45,8,212,15,2,3,16,16,177,79,2,9
tuple_type,10,11,2,10,3,7,9,0,4,1,6,2,7,9,1,3,4,12,13,0,11,0,10,0,14,14,11,3,1,10,13,8,2,11,5,2,0,5,1,15,1,6,0,10,14,4,14,13,2,5,4,2,10,0,0,0,0,11,11,3,0,6,14,0,7,12,5,11,1,9,7,0,0,2,3,0,9,0,2,3,14,0,0,0,5,9,9,1,15,15,0,1,8,4,13,8,1,0
type_inference,10,7,0,1,2,6,14,0,0,0,1,1,0,4,1,3,0,4,11,0,7,0,3,0,7,17,11,2,0,4,15,5,0,7,2,1,1,5,0,19,1,5,4,15,8,1,14,17,1,3,2,3,6,0,0,0,0,5,12,0,1,0,7,0,1,7,0,0,0,6,5,0,3,0,0,1,4,0,0,0,16,2,0,1,4,4,1,0,2,0,19,0,0,4,18,9,0,0
unary_op,19,10,2,5,3,1,19,1,16,0,1,2,2,6,0,20,2,10,15,0,7,0,5,2,6,23,8,0,1,19,17,6,1,22,10,1,0,21,3,23,2,14,1,6,8,1,7,9,2,4,0,15,5,0,0,2,0,21,3,0,0,1,10,3,2,7,2,6,2,8,4,1,10,3,0,0,4,0,0,1,13,1,0,0,3,6,3,0,3,1,0,23,2,1,16,7,1,2
union_sum,35,28,2,13,5,14,26,0,8,0,8,1,10,8,6,16,4,20,31,1,33,0,21,1,37,28,39,6,0,17,43,13,4,24,10,5,2,15,1,46,2,20,1,32,31,5,29,35,1,5,4,14,24,1,0,0,0,27,27,4,3,9,29,1,11,30,10,16,3,20,13,0,8,2,7,0,15,0,1,3,44,8,1,1,19,18,14,1,16,8,0,2,56,5,45,22,0,2
unsafe,155,97,1,12,14,50,115,0,7,2,15,2,20,29,25,66,7,19,66,0,63,0,54,8,87,128,119,24,1,40,134,35,5,71,26,8,2,70,1,197,7,84,21,112,103,14,95,142,3,10,41,59,77,2,3,0,0,107,77,5,33,22,56,12,30,90,22,24,2,60,57,4,28,3,22,1,37,0,2,1,148,20,1,3,73,74,35,26,16,4,4,1,5,201,173,119,1,5
variable,4235,1667,14,56,124,475,1889,15,32,5,180,7,181,298,393,1307,75,475,1675,0,950,2,782,74,1617,2353,2834,319,8,894,4010,289,62,1344,378,75,136,2289,12,7276,72,1895,558,1976,1948,125,1726,2580,15,79,646,1358,1323,39,15,3,24,2294,1309,79,618,200,572,88,304,1459,219,118,12,948,1710,23,489,142,177,8,386,2,10,16,4584,201,11,90,753,1256,831,518,177,13,18,16,45,173,8103,2719,5,105
visibility,4051,1019,4,26,83,309,1444,10,12,1,145,6,141,187,452,1000,74,105,642,0,631,1,433,44,1303,1515,2145,237,4,507,1712,312,44,1019,191,42,40,1425,5,4825,69,1722,281,1403,1174,97,785,1640,4,18,502,1149,659,25,11,3,13,2281,851,84,573,122,382,71,185,1152,162,55,13,731,1029,20,340,54,175,3,288,4,8,5,2891,187,3,61,733,870,491,398,79,8,9,7,22,119,2719,5394,3,68
while,3,5,1,5,4,4,4,0,3,2,1,2,2,3,0,2,1,1,5,0,5,1,5,0,5,5,5,0,4,3,5,3,0,5,2,2,1,5,5,5,0,0,1,5,4,0,5,5,2,5,0,3,5,0,0,1,0,2,3,0,0,1,5,0,3,4,5,5,0,3,3,0,0,0,0,2,2,0,2,1,5,0,2,0,0,5,3,0,2,1,0,1,0,1,5,3,5,0
yield,91,90,0,3,7,20,68,1,4,0,12,0,21,11,28,45,7,23,37,1,46,0,31,2,53,60,114,14,0,40,81,22,3,50,16,4,4,68,0,148,4,76,20,100,54,5,47,78,0,3,32,41,30,4,2,0,3,99,57,5,70,9,30,3,16,65,12,4,3,42,52,0,91,5,13,0,17,0,0,0,96,16,0,1,81,57,20,73,9,0,0,2,2,5,105,68,0,166
