file,component,size_bytes,lines,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield
doc/src/devdocs/agents/README.md,docs,1435,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
doc/src/devdocs/agents/skills/buildkite-logs/SKILL.md,docs,3078,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
doc/src/devdocs/agents/skills/c-static-analysis/SKILL.md,docs,2324,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0
doc/src/devdocs/agents/skills/ci-timing/SKILL.md,docs,1477,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doc/src/devdocs/agents/skills/compiler-jl/SKILL.md,docs,3626,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doc/src/devdocs/agents/skills/doctests/SKILL.md,tests,1254,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doc/src/devdocs/agents/skills/external-deps/SKILL.md,docs,1298,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doc/src/devdocs/agents/skills/julia-syntax-lowering/SKILL.md,ast,2596,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doc/src/devdocs/agents/skills/test-changes/SKILL.md,tests,885,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
doc/src/devdocs/contributing/aiagents.md,docs,1534,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
doc/src/devdocs/contributing/code-changes.md,docs,6512,115,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,7,0,0,0,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
doc/src/devdocs/contributing/documentation.md,docs,4151,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doc/src/devdocs/contributing/formatting.md,docs,1038,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doc/src/devdocs/contributing/git-workflow.md,docs,1899,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
doc/src/devdocs/contributing/jldoctests.md,tests,4546,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,18,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
doc/src/devdocs/contributing/patch-releases.md,docs,2842,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doc/src/devdocs/contributing/tests.md,tests,1729,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doc/src/manual/arrays.md,docs,48862,1300,0,1,4,7,5,0,0,0,0,0,0,0,5,2,0,1,0,0,0,9,10,0,0,0,0,2,9,0,0,4,31,0,0,2,1,0,0,0,0,35,0,9,0,11,1,0,18,2,0,0,0,1,0,0,0,0,0,1,12,0,0,0,2,0,0,21,1,0,0,21,71,0,2,0,0,0,2,0,0,0,6,3,0,0,0,0,1,0,19,0,1,0,0,0,6,1,0,9
doc/src/manual/asynchronous-programming.md,docs,14705,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1,0,0,0,0,0,1,0,0,5,3,0,0,2,23,0,0,0,1,0,0,0,0,18,0,0,0,2,0,1,2,0,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,94,6,0,0,2,0,0,0,0,0,3,0,0,0
doc/src/manual/calling-c-and-fortran-code.md,docs,65522,1289,17,19,0,0,0,0,2,0,0,0,0,0,0,7,0,0,3,1,0,0,17,0,4,0,1,6,5,0,0,2,158,14,8,6,0,4,0,1,0,66,0,6,0,5,11,0,3,23,0,0,0,11,4,0,0,0,0,3,34,0,0,1,3,3,6,93,5,3,0,45,58,1,0,0,2,0,0,0,0,0,16,1,0,0,7,9,2,5,25,0,0,0,0,21,40,2,0,0
doc/src/manual/code-loading.md,docs,38550,480,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,3,0,0,0,3,0,0,4,0,87,2,0,0,3,1,0,0,3,0,0,0,0,0,5,0,0,0,216,4,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,30,0,0
doc/src/manual/command-line-interface.md,docs,15530,243,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,7,0,4,0,0,0,0,0,0,21,0,3,0,2,0,0,1,3,0,0,0,4,1,0,0,0,0,20,0,0,0,3,2,0,0,8,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,13,1,0,0,0,0,0,0,4,2,0,0,0
doc/src/manual/complex-and-rational-numbers.md,docs,7116,341,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,1,7,0,0,0,7,0,0,0,0,0,0,1,0,6,0,0,0,2,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
doc/src/manual/constructors.md,docs,25620,632,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,4,2,1,0,0,1,26,1,0,22,1,0,0,0,0,11,0,1,0,3,0,0,4,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,45,0,0,0,21,34,0,0,0,0,0,1,0,0,0,27,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
doc/src/manual/control-flow.md,docs,29566,948,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,83,1,0,0,13,38,0,0,13,0,0,0,0,0,28,0,1,0,10,0,0,41,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,14,0,0,0,0,9,0,0,0,0,0,13,0,0,0,5,0,0,0,13,0,1,0,1,0,0,0,0,0,19,0,0,0
doc/src/manual/conversion-and-promotion.md,docs,18155,361,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,2,0,1,0,0,7,2,0,0,1,18,0,0,0,1,0,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,24,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
doc/src/manual/distributed-computing.md,docs,63512,1484,3,4,0,0,1,0,0,0,0,0,0,0,3,0,75,0,2,0,0,0,2,0,4,0,0,4,10,0,0,2,46,2,4,1,0,7,0,2,0,78,0,8,4,22,0,3,18,0,0,0,1,4,0,1,0,0,0,33,20,0,19,0,3,0,2,25,5,0,0,18,5,0,9,0,0,0,4,0,0,0,7,1,0,0,73,10,0,0,5,0,0,0,0,0,18,1,0,0
doc/src/manual/documentation.md,docs,20498,673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,53,8,0,4,0,1,0,1,0,32,0,0,0,7,0,0,2,0,0,1,0,28,0,1,0,0,0,20,3,0,0,0,3,0,0,25,0,0,0,1,5,0,5,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
doc/src/manual/embedding.md,docs,27045,724,0,9,0,0,2,4,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,5,0,1,16,1,0,0,1,59,0,16,0,0,1,0,0,0,52,0,0,0,10,1,0,0,11,0,0,0,5,1,0,0,0,0,12,15,0,0,0,0,0,1,19,0,0,0,39,4,0,0,0,0,0,5,0,0,0,1,0,0,0,0,49,2,0,0,0,0,0,0,0,14,0,0,0
doc/src/manual/environment-variables.md,docs,28070,634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,5,1,0,3,5,0,6,1,0,4,0,0,0,26,0,3,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,33,2,1,5,0,2,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,0,0,0,0,0,0,0,0,51,0,0,0
doc/src/manual/faq.md,docs,50572,1082,14,6,0,0,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,3,0,2,0,1,11,11,2,0,3,94,0,1,23,3,5,0,0,0,96,0,1,3,6,1,0,4,15,0,0,0,0,0,0,0,0,0,46,14,0,0,2,2,0,0,48,0,0,0,5,20,0,0,0,0,0,9,0,0,0,2,7,0,0,7,5,1,0,7,0,0,0,1,0,23,28,0,1
doc/src/manual/functions.md,docs,40847,1175,1,7,0,0,19,0,1,0,0,0,0,0,5,0,0,1,18,0,0,0,1,0,3,0,0,9,5,0,0,15,203,1,0,18,0,1,0,2,0,39,0,3,0,5,0,0,2,2,0,0,0,1,0,0,0,0,0,1,4,0,0,1,8,0,0,116,3,0,0,8,28,0,2,0,0,0,5,0,0,0,3,1,0,0,0,0,0,0,21,0,0,0,0,0,23,0,0,4
doc/src/manual/getting-started.md,docs,3126,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
doc/src/manual/handling-operating-system-variation.md,docs,1197,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
doc/src/manual/installation.md,docs,4907,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,5,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
doc/src/manual/integers-and-floating-point-numbers.md,docs,26721,786,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,65,0,0,0,0,1,15,0,0,3,18,0,0,0,0,0,0,1,0,9,0,0,0,7,1,0,9,0,18,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,33,66,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0
doc/src/manual/interfaces.md,docs,44209,916,0,6,0,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,3,12,0,0,30,28,1,0,7,0,0,0,0,0,26,1,9,0,1,0,0,7,4,0,0,0,0,0,0,0,0,0,2,13,0,0,0,4,1,0,42,1,0,0,15,8,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,2,0,20,0,1,0,0,7,0,6,0,0
doc/src/manual/mathematical-operations.md,docs,32948,692,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,8,0,0,0,1,10,10,0,0,2,44,0,0,1,0,0,0,1,0,9,3,0,0,4,0,0,36,4,6,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,8,0,0,0,2,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0
doc/src/manual/memory-management.md,docs,6686,178,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,36,0,0,2,0,0,0,14,0,0,0,1,0,0,4,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,4,0,0,0
doc/src/manual/metaprogramming.md,docs,52249,1504,5,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,5,10,4,1,48,0,1,0,0,2,8,0,0,6,116,0,0,8,0,5,0,5,0,55,0,0,0,9,0,0,8,10,1,13,0,139,1,0,0,0,0,17,3,0,0,3,3,0,0,54,3,0,0,2,7,0,0,0,6,0,8,0,0,0,5,0,0,0,4,0,0,0,17,0,0,0,0,0,31,1,0,2
doc/src/manual/methods.md,docs,46053,1265,4,0,0,2,0,0,0,0,0,0,0,0,0,6,0,1,2,0,0,0,2,0,1,2,5,6,5,0,0,3,131,9,0,48,8,1,0,0,0,25,0,14,0,5,1,0,16,23,0,0,0,0,0,0,0,0,0,5,2,0,0,0,8,0,0,106,6,0,0,59,25,0,0,0,0,0,3,0,0,0,5,10,0,0,5,1,0,0,14,0,0,0,0,0,2,3,0,0
doc/src/manual/missing.md,docs,12454,430,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,2,17,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,76,189,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
doc/src/manual/modules.md,docs,32276,701,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,8,0,2,0,0,2,3,2,0,1,36,0,0,2,1,6,0,8,0,165,0,3,7,6,0,1,6,2,0,0,0,3,0,0,0,0,0,257,5,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,15,0,0,0,8,0,0,0,5,1,1,0,0,0,0,0,0,0,24,20,0,0
doc/src/manual/multi-threading.md,docs,25384,676,1,0,0,0,0,102,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,8,0,0,5,4,0,0,2,26,0,6,3,3,3,0,0,0,59,0,4,0,3,0,1,4,0,0,0,0,12,0,0,0,0,1,2,3,0,0,0,2,0,0,11,2,0,0,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,35,203,0,0,0,0,0,0,0,2,21,0,0,2
doc/src/manual/networking-and-streams.md,docs,15056,459,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,16,0,0,0,0,0,0,0,0,24,0,8,20,2,0,0,6,0,0,0,3,2,0,0,0,0,0,1,0,0,61,0,0,0,0,10,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,1,0,0,0
doc/src/manual/noteworthy-differences.md,docs,45145,486,5,0,0,0,5,0,2,0,0,0,0,0,3,2,0,2,3,0,0,1,19,0,3,1,0,14,5,0,0,6,70,1,0,2,1,2,0,1,0,115,0,4,0,5,0,0,24,11,1,3,0,12,0,0,0,0,0,87,4,0,0,0,5,0,0,21,1,0,0,10,17,0,1,0,0,0,13,0,0,0,5,0,0,0,2,0,2,0,9,0,0,0,0,0,15,8,0,1
doc/src/manual/parallel-computing.md,docs,2135,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0
doc/src/manual/performance-tips.md,docs,77902,1990,16,65,0,0,3,0,14,0,0,0,0,0,12,2,0,0,6,3,1,1,5,0,0,1,2,3,18,0,0,2,179,0,9,15,0,6,0,0,0,113,0,1,0,14,1,0,16,1,0,0,0,12,1,2,0,0,0,41,25,0,6,5,2,0,0,47,3,0,0,55,24,0,14,0,0,0,9,0,0,2,12,3,1,0,4,25,1,0,14,0,2,0,0,0,30,1,0,1
doc/src/manual/profile.md,docs,30831,697,3,56,0,0,0,0,0,0,0,0,0,0,5,0,16,0,0,5,0,0,0,0,1,0,0,3,6,0,0,1,44,0,9,0,0,0,0,0,0,37,0,1,3,2,0,0,13,3,0,0,0,6,1,0,0,0,0,7,1,0,0,1,2,0,0,6,0,0,0,3,2,0,13,0,1,0,0,0,0,0,6,0,0,0,47,16,0,0,0,0,0,0,0,0,9,0,0,0
doc/src/manual/running-external-programs.md,docs,13713,424,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,2,17,0,0,3,2,0,0,0,0,0,0,0,0,17,0,0,8,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,7,0,0,0
doc/src/manual/stacktraces.md,docs,10345,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,38,0,0,0,0,29,0,0,18,0,0,0,0,0,6,0,0,2,3,0,0,3,2,0,0,0,6,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0
doc/src/manual/strings.md,docs,44819,1274,1,0,4,0,0,0,8,0,0,0,0,0,20,1,0,1,0,0,0,0,59,0,1,0,1,7,8,0,0,5,17,0,0,2,1,0,0,2,0,59,0,0,0,12,0,0,22,1,0,24,0,2,0,0,0,0,0,7,1,0,0,0,1,0,0,2,8,0,0,5,20,2,0,0,0,0,1,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
doc/src/manual/style-guide.md,docs,17920,480,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,9,0,0,0,0,4,2,0,0,3,55,1,0,8,3,1,0,0,0,29,0,2,0,3,0,0,0,1,1,0,0,5,0,0,0,0,0,16,3,0,0,0,0,1,0,29,0,0,0,14,3,0,6,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,3,0,0,0,0,4,3,5,0,1
doc/src/manual/types.md,docs,69493,1709,5,6,0,0,5,2,5,0,0,0,0,0,1,4,0,2,2,0,1,0,0,0,2,0,11,7,12,0,0,0,72,3,0,32,4,1,0,0,0,51,0,3,6,7,6,0,78,3,0,0,0,5,0,0,0,0,0,0,40,0,1,1,6,2,0,89,2,1,0,94,78,0,0,0,1,0,3,0,0,0,28,33,0,0,0,0,0,0,61,19,0,0,0,0,33,0,0,0
doc/src/manual/unicode-input.md,docs,3313,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
doc/src/manual/variables-and-scoping.md,docs,32034,815,0,1,0,0,32,0,5,0,0,0,0,0,0,0,0,1,9,0,0,8,14,0,0,0,0,3,1,0,0,0,54,0,0,6,1,14,0,0,0,34,0,0,0,3,0,0,6,1,0,0,0,3,0,0,0,0,0,15,2,0,0,0,0,0,0,4,0,0,0,2,1,0,0,0,0,0,137,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,3
doc/src/manual/variables.md,docs,9956,254,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,2,1,0,0,0,13,0,0,2,0,0,0,7,0,10,1,0,0,1,0,0,2,2,0,0,0,1,0,0,0,0,0,3,8,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0
doc/src/manual/workflow-tips.md,docs,4368,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,6,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doc/src/manual/worldage.md,docs,10149,296,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,9,0,0,0,1,0,0,0,0,1,14,0,0,4,1,3,0,0,0,13,0,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,5,0,0,0,21,0,4,0,0,0,0,0,0,0,14,1,0,0
etc/startup.jl,other,162,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
