demand_id,repair_id,minimal_witness_case,violated_truths
RC0070,AR002,3d1fd3dc57a1ec16d483b876cd7f37f8ba41de5140a9d34913eb6225e2a5f604,
RC0070,AR004,3d1fd3dc57a1ec16d483b876cd7f37f8ba41de5140a9d34913eb6225e2a5f604,
RC0070,AR006,3d1fd3dc57a1ec16d483b876cd7f37f8ba41de5140a9d34913eb6225e2a5f604,
RC0071,AR001,eae5f4f3ba1e42358a9193374a1f75cc5bce461d69670f66378beb3a32761d4c,T0063
RC0071,AR002,eae5f4f3ba1e42358a9193374a1f75cc5bce461d69670f66378beb3a32761d4c,T0063
RC0071,AR004,eae5f4f3ba1e42358a9193374a1f75cc5bce461d69670f66378beb3a32761d4c,T0063
RC0071,AR006,eae5f4f3ba1e42358a9193374a1f75cc5bce461d69670f66378beb3a32761d4c,T0063
RC0072,AR001,174f8b3121d47e6cbe4e8eec33d65a067df156f583dd77217d754f509aa67332,
RC0072,AR002,174f8b3121d47e6cbe4e8eec33d65a067df156f583dd77217d754f509aa67332,
RC0072,AR004,174f8b3121d47e6cbe4e8eec33d65a067df156f583dd77217d754f509aa67332,
RC0072,AR006,174f8b3121d47e6cbe4e8eec33d65a067df156f583dd77217d754f509aa67332,
RC0073,AR001,c67ed92e34ca7556bd5b2c58988762f6462fde12c0a862b727a7c74ad764a7ea,
RC0073,AR002,c67ed92e34ca7556bd5b2c58988762f6462fde12c0a862b727a7c74ad764a7ea,
RC0073,AR006,c67ed92e34ca7556bd5b2c58988762f6462fde12c0a862b727a7c74ad764a7ea,
RC0074,AR001,19c096cf69781a3fde534e5b2f06db30e9eef7261fe07e8d60d7ff5f9132e90b,
RC0074,AR002,19c096cf69781a3fde534e5b2f06db30e9eef7261fe07e8d60d7ff5f9132e90b,
RC0074,AR006,19c096cf69781a3fde534e5b2f06db30e9eef7261fe07e8d60d7ff5f9132e90b,
RC0075,AR001,36829cf5ea757e5b6b1775668d4514ef09c07cf20277ce15e5e88afa2394f115,
RC0075,AR002,36829cf5ea757e5b6b1775668d4514ef09c07cf20277ce15e5e88afa2394f115,
RC0075,AR006,36829cf5ea757e5b6b1775668d4514ef09c07cf20277ce15e5e88afa2394f115,
RC0076,AR001,878a5b1ac004e59e989388c0c9457866a26b38c16c7a39826ab2ff9a54cb2715,
RC0076,AR002,878a5b1ac004e59e989388c0c9457866a26b38c16c7a39826ab2ff9a54cb2715,
RC0076,AR006,878a5b1ac004e59e989388c0c9457866a26b38c16c7a39826ab2ff9a54cb2715,
RC0077,AR001,3ca55df4536f9a62f3f46d7cf8cc77228dd732949ff93b47703647ea0d339077,
RC0077,AR002,3ca55df4536f9a62f3f46d7cf8cc77228dd732949ff93b47703647ea0d339077,
RC0077,AR006,3ca55df4536f9a62f3f46d7cf8cc77228dd732949ff93b47703647ea0d339077,
RC0078,AR001,207b19db05873b7bd1f58833c54a60fd49b817d327ca09c121b13ed4792e5b3e,
RC0078,AR002,207b19db05873b7bd1f58833c54a60fd49b817d327ca09c121b13ed4792e5b3e,
RC0078,AR006,207b19db05873b7bd1f58833c54a60fd49b817d327ca09c121b13ed4792e5b3e,
RC0079,AR001,05e1697c4259e11a861b32b4385ff11681798c3ea769be5ebd356e5b21e0d2b7,
RC0079,AR002,05e1697c4259e11a861b32b4385ff11681798c3ea769be5ebd356e5b21e0d2b7,
RC0079,AR006,05e1697c4259e11a861b32b4385ff11681798c3ea769be5ebd356e5b21e0d2b7,
RC0080,AR001,16fd267f5e5021185306cf2984974c64cd90072d19e69a28797e2c327d2f4bc1,
RC0080,AR002,16fd267f5e5021185306cf2984974c64cd90072d19e69a28797e2c327d2f4bc1,
RC0080,AR006,16fd267f5e5021185306cf2984974c64cd90072d19e69a28797e2c327d2f4bc1,
RC0081,AR001,e423a6ad93d67ee7aaeae1326966094f68dd25cac7c01f1667b8144a0999f87b,
RC0081,AR002,e423a6ad93d67ee7aaeae1326966094f68dd25cac7c01f1667b8144a0999f87b,
RC0081,AR006,e423a6ad93d67ee7aaeae1326966094f68dd25cac7c01f1667b8144a0999f87b,
RC0082,AR001,aa05ac249286f63626114ca61ea38afc20fd4c3904c8f206d02ecbe4d58ea31d,T0072|T0075|T0085|T0087|T0088
RC0082,AR002,aa05ac249286f63626114ca61ea38afc20fd4c3904c8f206d02ecbe4d58ea31d,T0072|T0075|T0085|T0087|T0088
RC0082,AR006,aa05ac249286f63626114ca61ea38afc20fd4c3904c8f206d02ecbe4d58ea31d,T0072|T0075|T0085|T0087|T0088
RC0083,AR001,8f3b86b1de5c030614e3b95d2ccbd436ce2672a331212e07a93e18c1173669df,T0075
RC0083,AR002,8f3b86b1de5c030614e3b95d2ccbd436ce2672a331212e07a93e18c1173669df,T0075
RC0083,AR006,8f3b86b1de5c030614e3b95d2ccbd436ce2672a331212e07a93e18c1173669df,T0075
RC0084,AR001,e45763b4d08605cffa31cb61c26071274cda2b87a23a9f9b0a6e7a80ca540e33,T0085|T0087|T0088
RC0084,AR002,e45763b4d08605cffa31cb61c26071274cda2b87a23a9f9b0a6e7a80ca540e33,T0085|T0087|T0088
RC0084,AR006,e45763b4d08605cffa31cb61c26071274cda2b87a23a9f9b0a6e7a80ca540e33,T0085|T0087|T0088
RC0085,AR001,7be1e43d0b211a8a09208ab034150e58b419a4b4048ebcd8a3423f1193d9f34b,T0085|T0087|T0088
RC0085,AR002,7be1e43d0b211a8a09208ab034150e58b419a4b4048ebcd8a3423f1193d9f34b,T0085|T0087|T0088
RC0085,AR006,7be1e43d0b211a8a09208ab034150e58b419a4b4048ebcd8a3423f1193d9f34b,T0085|T0087|T0088
RC0086,AR001,0ceae990f83619d1d117b750e64fc32e909b03f6ae572cee2c5a93e204af4982,
RC0086,AR002,0ceae990f83619d1d117b750e64fc32e909b03f6ae572cee2c5a93e204af4982,
RC0086,AR006,0ceae990f83619d1d117b750e64fc32e909b03f6ae572cee2c5a93e204af4982,
RC0087,AR001,e86e962ce8e18c694079758c40a20653e015d01d844758fce7198eac4903cc5e,
RC0087,AR002,e86e962ce8e18c694079758c40a20653e015d01d844758fce7198eac4903cc5e,
RC0087,AR006,e86e962ce8e18c694079758c40a20653e015d01d844758fce7198eac4903cc5e,
RC0088,AR001,10e33b15dece1d772e4d58534facac39a3d604042e9570ecdeaadcd34d09cf91,
RC0088,AR002,10e33b15dece1d772e4d58534facac39a3d604042e9570ecdeaadcd34d09cf91,
RC0088,AR006,10e33b15dece1d772e4d58534facac39a3d604042e9570ecdeaadcd34d09cf91,
RC0089,AR001,2fe77216437a2cd054a22e72eee06a593125d8669fabfa449235cc2e11c419f8,T0063
RC0089,AR002,2fe77216437a2cd054a22e72eee06a593125d8669fabfa449235cc2e11c419f8,T0063
RC0089,AR006,2fe77216437a2cd054a22e72eee06a593125d8669fabfa449235cc2e11c419f8,T0063
RC0090,AR001,ee62902259844a159cc8bdb429907dd0517e8c426843539d8a414bf8e699a1d9,
RC0090,AR002,ee62902259844a159cc8bdb429907dd0517e8c426843539d8a414bf8e699a1d9,
RC0090,AR006,ee62902259844a159cc8bdb429907dd0517e8c426843539d8a414bf8e699a1d9,
RC0091,AR006,393ba82120dbb6353a9a68f124dc03307616536b44c698cb408b6b234f568b15,T0065|T0067|T0068
RC0092,AR006,6921ea6dba8ca43bd7c607144e1ae03cffe8d0e17fc25912326738a8584f8c21,
RC0093,AR006,136d974a3dc22638344464f957daa3b26999d6849efe8460f4a49b044f7bee58,
RC0094,AR001,8c070e02b76c9ca20a71e9745f77bd05ea6d850be9d2652b6e129f6028e1b85f,
RC0094,AR002,8c070e02b76c9ca20a71e9745f77bd05ea6d850be9d2652b6e129f6028e1b85f,
RC0094,AR006,8c070e02b76c9ca20a71e9745f77bd05ea6d850be9d2652b6e129f6028e1b85f,
RC0095,AR001,0948bd68ac309f6188c9b519ca5cc9a3befb4b35a82e1e08f412569572e9bbea,
RC0095,AR002,0948bd68ac309f6188c9b519ca5cc9a3befb4b35a82e1e08f412569572e9bbea,
RC0095,AR006,0948bd68ac309f6188c9b519ca5cc9a3befb4b35a82e1e08f412569572e9bbea,
RC0096,AR001,074b477adae6dce53d3f3c01c3fe8cdeae34bc4ec39766667647adbebb4b724d,
RC0096,AR002,074b477adae6dce53d3f3c01c3fe8cdeae34bc4ec39766667647adbebb4b724d,
RC0096,AR006,074b477adae6dce53d3f3c01c3fe8cdeae34bc4ec39766667647adbebb4b724d,
RC0097,AR001,a47ff80fdb18d0224914c6686dd4e2cefda36f29f6f4fb3b57604dc5a418ddf9,
RC0097,AR002,a47ff80fdb18d0224914c6686dd4e2cefda36f29f6f4fb3b57604dc5a418ddf9,
RC0097,AR006,a47ff80fdb18d0224914c6686dd4e2cefda36f29f6f4fb3b57604dc5a418ddf9,
RC0098,AR001,7a6a69be1433cfd1ca54a6e93a47495166649aa68600e49e409fddd906631db7,T0065|T0067|T0068
RC0098,AR002,7a6a69be1433cfd1ca54a6e93a47495166649aa68600e49e409fddd906631db7,T0065|T0067|T0068
RC0098,AR006,7a6a69be1433cfd1ca54a6e93a47495166649aa68600e49e409fddd906631db7,T0065|T0067|T0068
RC0099,AR001,0acdce0b0d2318fce9a65ecb6c9f97415b5987d171ce178a3c9e45900d733d41,T0063
RC0099,AR002,0acdce0b0d2318fce9a65ecb6c9f97415b5987d171ce178a3c9e45900d733d41,T0063
RC0099,AR006,0acdce0b0d2318fce9a65ecb6c9f97415b5987d171ce178a3c9e45900d733d41,T0063
RC0100,AR001,a71c1809f55e8d92c218a0510cd6d0a4d72be58b853b52ad0838de9735003afe,T0063
RC0100,AR002,a71c1809f55e8d92c218a0510cd6d0a4d72be58b853b52ad0838de9735003afe,T0063
RC0100,AR006,a71c1809f55e8d92c218a0510cd6d0a4d72be58b853b52ad0838de9735003afe,T0063
RC0101,AR001,5f3ea469b3e1032e2fe194d4b7535ac50ef7ce00a32bd225a1366b7b035066d1,T0063
RC0101,AR002,5f3ea469b3e1032e2fe194d4b7535ac50ef7ce00a32bd225a1366b7b035066d1,T0063
RC0101,AR006,5f3ea469b3e1032e2fe194d4b7535ac50ef7ce00a32bd225a1366b7b035066d1,T0063
RC0102,AR001,cf7bff2f076ab2c932ac2faee076fb9e535c6003ea4a0aa204fb52c02cf95c07,
RC0102,AR002,cf7bff2f076ab2c932ac2faee076fb9e535c6003ea4a0aa204fb52c02cf95c07,
RC0102,AR006,cf7bff2f076ab2c932ac2faee076fb9e535c6003ea4a0aa204fb52c02cf95c07,
RC0103,AR001,5628653de1c6a39793d07781e92acda866f63a9655cc4eaf1d68e3d395de525d,
RC0103,AR002,5628653de1c6a39793d07781e92acda866f63a9655cc4eaf1d68e3d395de525d,
RC0103,AR006,5628653de1c6a39793d07781e92acda866f63a9655cc4eaf1d68e3d395de525d,
RC0104,AR001,a797866c4ef4ac9d9a02e9b517446b6925735e64576d244a54945de432770577,
RC0104,AR002,a797866c4ef4ac9d9a02e9b517446b6925735e64576d244a54945de432770577,
RC0104,AR006,a797866c4ef4ac9d9a02e9b517446b6925735e64576d244a54945de432770577,
RC0105,AR005,141f99339e1b556e33e96529e54fd9662c3d711e983c0e547645ef5206b736d9,
RC0105,AR006,141f99339e1b556e33e96529e54fd9662c3d711e983c0e547645ef5206b736d9,
RC0106,AR001,15f8a15f97c775baeef720e3ad4b58054edf1f38a2f40f3ee16eb5748e44a51e,
RC0106,AR002,15f8a15f97c775baeef720e3ad4b58054edf1f38a2f40f3ee16eb5748e44a51e,
RC0106,AR006,15f8a15f97c775baeef720e3ad4b58054edf1f38a2f40f3ee16eb5748e44a51e,
RC0107,AR001,789e87e634cebae31d12e8ef8517bc5c73c80f16ca4251c66ae76fa84277ecea,T0063
RC0107,AR002,789e87e634cebae31d12e8ef8517bc5c73c80f16ca4251c66ae76fa84277ecea,T0063
RC0107,AR006,789e87e634cebae31d12e8ef8517bc5c73c80f16ca4251c66ae76fa84277ecea,T0063
RC0108,AR005,16f6a8b4ce36b71aedad7baadede071e70de9db7de38a7f8442817f01aac6632,
RC0108,AR006,16f6a8b4ce36b71aedad7baadede071e70de9db7de38a7f8442817f01aac6632,
