language,construct_id,construct,uast_structures,node_evidence,field_evidence,child_evidence,exact_producer_class,current_status
go,C050,TypeAssertTest,TypeAssertExpr;TypeSwitchStmt,0,0,0,producer_023,MISSING_STRUCTURED_PARSER_DATA
go,C051,AnnotationAttribute,Annotation,0,0,0,producer_024,MISSING_STRUCTURED_PARSER_DATA
go,C052,VisibilityModifier,Visibility,0,0,0,producer_024,MISSING_STRUCTURED_PARSER_DATA
go,C053,MacroPreprocessor,MacroCompileTime;CompileTimeEval,0,0,0,producer_025,MISSING_STRUCTURED_PARSER_DATA
go,C054,Unsafe,UnsafeIntrinsic;SafetyRegion,0,0,0,producer_026,MISSING_STRUCTURED_PARSER_DATA
go,C055,ForeignFFI,ForeignDeclCall;ABIContract,0,0,0,producer_027,MISSING_STRUCTURED_PARSER_DATA
go,C056,Range,OperationExpr,0,0,0,producer_028,MISSING_STRUCTURED_PARSER_DATA
go,C057,ChannelSendReceive,ChannelType;SendStmt;ReceiveExpr,0,0,0,producer_029,MISSING_STRUCTURED_PARSER_DATA
go,C058,Select,SelectStmt,0,0,0,producer_029,MISSING_STRUCTURED_PARSER_DATA
go,C059,SynchronizationAtomic,AtomicOp;SynchronizationOp,0,0,0,producer_029,MISSING_STRUCTURED_PARSER_DATA
go,C060,OperatorExpression,OperationExpr,0,0,0,producer_030,MISSING_STRUCTURED_PARSER_DATA
go,C061,ConditionalTernary,IfStmt;OperationExpr,0,0,0,producer_014,MISSING_STRUCTURED_PARSER_DATA
go,C062,GotoLabel,GotoLabelStmt,0,0,0,producer_031,MISSING_STRUCTURED_PARSER_DATA
go,C063,Interpolation,AggregateExpr;OperationExpr,0,0,0,producer_032,MISSING_STRUCTURED_PARSER_DATA
go,C064,OwnershipLifetime,OwnershipSemantics;LifetimeRegion,0,0,0,producer_033,MISSING_STRUCTURED_PARSER_DATA
java,C001,ModuleNamespace,ModuleDecl,0,0,0,producer_001,MISSING_STRUCTURED_PARSER_DATA
java,C002,ImportUse,ImportDecl,0,0,0,producer_002,MISSING_STRUCTURED_PARSER_DATA
java,C003,VariableDeclaration,VariableDecl;VariableDeclGroup,0,0,0,producer_003,MISSING_STRUCTURED_PARSER_DATA
java,C004,ConstantDeclaration,ConstantDecl,0,0,0,producer_003,MISSING_STRUCTURED_PARSER_DATA
java,C005,Assignment,AssignStmt,0,0,0,producer_004,MISSING_STRUCTURED_PARSER_DATA
java,C006,FunctionDeclaration,FunctionDecl;FunctionType,0,0,0,producer_005,MISSING_STRUCTURED_PARSER_DATA
java,C007,MethodDeclaration,MethodDecl,0,0,0,producer_005,MISSING_STRUCTURED_PARSER_DATA
java,C008,Parameter,ParameterDecl,0,0,0,producer_006,MISSING_STRUCTURED_PARSER_DATA
java,C009,ClosureLambda,ClosureExpr;CaptureRelation,0,0,0,producer_007,MISSING_STRUCTURED_PARSER_DATA
java,C010,Call,CallExpr;DispatchResolution,0,0,0,producer_008,MISSING_STRUCTURED_PARSER_DATA
java,C011,MemberAccess,MemberAccessExpr,0,0,0,producer_009,MISSING_STRUCTURED_PARSER_DATA
java,C012,Index,IndexExpr;MapIndexExpr,0,0,0,producer_010,MISSING_STRUCTURED_PARSER_DATA
java,C013,Slice,SliceExpr,0,0,0,producer_010,MISSING_STRUCTURED_PARSER_DATA
java,C014,Literal,LiteralExpr;NilLiteral,0,0,0,producer_011,MISSING_STRUCTURED_PARSER_DATA
java,C015,Tuple,TupleExpr;TupleType;TupleResult,0,0,0,producer_012,MISSING_STRUCTURED_PARSER_DATA
java,C016,AggregateCollection,AggregateExpr,0,0,0,producer_012,MISSING_STRUCTURED_PARSER_DATA
java,C017,Comprehension,ComprehensionExpr;ForEachStmt,0,0,0,producer_013,MISSING_STRUCTURED_PARSER_DATA
java,C018,IfConditional,IfStmt,0,0,0,producer_014,MISSING_STRUCTURED_PARSER_DATA
java,C019,SwitchMatchWhen,SwitchMatchStmt,0,0,0,producer_014,MISSING_STRUCTURED_PARSER_DATA
java,C020,PatternDestructuring,BindingPattern,0,0,0,producer_015,MISSING_STRUCTURED_PARSER_DATA
java,C021,ForLoop,LoopStmt;ForEachStmt,0,0,0,producer_016,MISSING_STRUCTURED_PARSER_DATA
java,C022,ForeachEnhancedFor,ForEachStmt,0,0,0,producer_016,MISSING_STRUCTURED_PARSER_DATA
java,C023,WhileLoop,LoopStmt,0,0,0,producer_016,MISSING_STRUCTURED_PARSER_DATA
java,C024,DoRepeatWhile,LoopStmt,0,0,0,producer_016,MISSING_STRUCTURED_PARSER_DATA
java,C025,Break,BreakStmt,0,0,0,producer_017,MISSING_STRUCTURED_PARSER_DATA
java,C026,Continue,ContinueStmt,0,0,0,producer_017,MISSING_STRUCTURED_PARSER_DATA
java,C027,Return,ReturnStmt,0,0,0,producer_017,MISSING_STRUCTURED_PARSER_DATA
java,C028,Yield,YieldExpr,0,0,0,producer_017,MISSING_STRUCTURED_PARSER_DATA
java,C029,Try,TryStmt,0,0,0,producer_018,MISSING_STRUCTURED_PARSER_DATA
java,C030,CatchExcept,TryStmt,0,0,0,producer_018,MISSING_STRUCTURED_PARSER_DATA
java,C031,Finally,DeferCleanupStmt,0,0,0,producer_018,MISSING_STRUCTURED_PARSER_DATA
java,C032,ThrowRaisePanic,RaisePanicStmt;PanicRecover,0,0,0,producer_018,MISSING_STRUCTURED_PARSER_DATA
java,C033,DeferCleanup,DeferStmt;DeferCleanupStmt,0,0,0,producer_018,MISSING_STRUCTURED_PARSER_DATA
java,C034,Async,ConcurrencyOp,0,0,0,producer_019,MISSING_STRUCTURED_PARSER_DATA
java,C035,Await,AwaitExpr,0,0,0,producer_019,MISSING_STRUCTURED_PARSER_DATA
java,C036,SpawnTask,SpawnStmt;ConcurrencyOp,0,0,0,producer_019,MISSING_STRUCTURED_PARSER_DATA
java,C037,Class,NominalTypeDecl,0,0,0,producer_020,MISSING_STRUCTURED_PARSER_DATA
java,C038,StructRecord,RecordTypeDecl,0,0,0,producer_020,MISSING_STRUCTURED_PARSER_DATA
java,C039,InterfaceTraitProtocol,InterfaceTypeDecl;InterfaceType,0,0,0,producer_020,MISSING_STRUCTURED_PARSER_DATA
java,C040,EnumVariant,VariantTypeDecl;UnionVariantType,0,0,0,producer_020,MISSING_STRUCTURED_PARSER_DATA
java,C041,TypeAlias,NominalTypeDecl;TypeRelation,0,0,0,producer_020,MISSING_STRUCTURED_PARSER_DATA
java,C042,GenericParameter,GenericParam;GenericParamDecl,0,0,0,producer_021,MISSING_STRUCTURED_PARSER_DATA
java,C043,GenericInstantiation,Instantiation,0,0,0,producer_021,MISSING_STRUCTURED_PARSER_DATA
java,C044,TypeConstraint,TypeConstraint;TypeSet,0,0,0,producer_021,MISSING_STRUCTURED_PARSER_DATA
java,C045,PointerReference,PointerType;ReferenceType;AddressOf;Deref,0,0,0,producer_022,MISSING_STRUCTURED_PARSER_DATA
java,C046,ArraySliceType,ArraySliceType;SliceType,0,0,0,producer_012,MISSING_STRUCTURED_PARSER_DATA
java,C047,MapDictionaryType,MapType,0,0,0,producer_012,MISSING_STRUCTURED_PARSER_DATA
java,C048,OptionalNullable,OptionalType,0,0,0,producer_012,MISSING_STRUCTURED_PARSER_DATA
java,C049,CastConversion,ConvertExpr,0,0,0,producer_023,MISSING_STRUCTURED_PARSER_DATA
java,C050,TypeAssertTest,TypeAssertExpr;TypeSwitchStmt,0,0,0,producer_023,MISSING_STRUCTURED_PARSER_DATA
java,C051,AnnotationAttribute,Annotation,0,0,0,producer_024,MISSING_STRUCTURED_PARSER_DATA
java,C052,VisibilityModifier,Visibility,0,0,0,producer_024,MISSING_STRUCTURED_PARSER_DATA
java,C053,MacroPreprocessor,MacroCompileTime;CompileTimeEval,0,0,0,producer_025,MISSING_STRUCTURED_PARSER_DATA
java,C054,Unsafe,UnsafeIntrinsic;SafetyRegion,0,0,0,producer_026,MISSING_STRUCTURED_PARSER_DATA
java,C055,ForeignFFI,ForeignDeclCall;ABIContract,0,0,0,producer_027,MISSING_STRUCTURED_PARSER_DATA
java,C056,Range,OperationExpr,0,0,0,producer_028,MISSING_STRUCTURED_PARSER_DATA
java,C057,ChannelSendReceive,ChannelType;SendStmt;ReceiveExpr,0,0,0,producer_029,MISSING_STRUCTURED_PARSER_DATA
java,C058,Select,SelectStmt,0,0,0,producer_029,MISSING_STRUCTURED_PARSER_DATA
java,C059,SynchronizationAtomic,AtomicOp;SynchronizationOp,0,0,0,producer_029,MISSING_STRUCTURED_PARSER_DATA
java,C060,OperatorExpression,OperationExpr,0,0,0,producer_030,MISSING_STRUCTURED_PARSER_DATA
java,C061,ConditionalTernary,IfStmt;OperationExpr,0,0,0,producer_014,MISSING_STRUCTURED_PARSER_DATA
java,C062,GotoLabel,GotoLabelStmt,0,0,0,producer_031,MISSING_STRUCTURED_PARSER_DATA
java,C063,Interpolation,AggregateExpr;OperationExpr,0,0,0,producer_032,MISSING_STRUCTURED_PARSER_DATA
java,C064,OwnershipLifetime,OwnershipSemantics;LifetimeRegion,0,0,0,producer_033,MISSING_STRUCTURED_PARSER_DATA
julia,C001,ModuleNamespace,ModuleDecl,0,0,0,producer_001,MISSING_STRUCTURED_PARSER_DATA
julia,C002,ImportUse,ImportDecl,0,0,0,producer_002,MISSING_STRUCTURED_PARSER_DATA
julia,C003,VariableDeclaration,VariableDecl;VariableDeclGroup,0,0,0,producer_003,MISSING_STRUCTURED_PARSER_DATA
julia,C004,ConstantDeclaration,ConstantDecl,0,0,0,producer_003,MISSING_STRUCTURED_PARSER_DATA
julia,C005,Assignment,AssignStmt,0,0,0,producer_004,MISSING_STRUCTURED_PARSER_DATA
julia,C006,FunctionDeclaration,FunctionDecl;FunctionType,0,0,0,producer_005,MISSING_STRUCTURED_PARSER_DATA
julia,C007,MethodDeclaration,MethodDecl,0,0,0,producer_005,MISSING_STRUCTURED_PARSER_DATA
julia,C008,Parameter,ParameterDecl,0,0,0,producer_006,MISSING_STRUCTURED_PARSER_DATA
julia,C009,ClosureLambda,ClosureExpr;CaptureRelation,0,0,0,producer_007,MISSING_STRUCTURED_PARSER_DATA
julia,C010,Call,CallExpr;DispatchResolution,0,0,0,producer_008,MISSING_STRUCTURED_PARSER_DATA
julia,C011,MemberAccess,MemberAccessExpr,0,0,0,producer_009,MISSING_STRUCTURED_PARSER_DATA
julia,C012,Index,IndexExpr;MapIndexExpr,0,0,0,producer_010,MISSING_STRUCTURED_PARSER_DATA
julia,C013,Slice,SliceExpr,0,0,0,producer_010,MISSING_STRUCTURED_PARSER_DATA
julia,C014,Literal,LiteralExpr;NilLiteral,0,0,0,producer_011,MISSING_STRUCTURED_PARSER_DATA
julia,C015,Tuple,TupleExpr;TupleType;TupleResult,0,0,0,producer_012,MISSING_STRUCTURED_PARSER_DATA
julia,C016,AggregateCollection,AggregateExpr,0,0,0,producer_012,MISSING_STRUCTURED_PARSER_DATA
julia,C017,Comprehension,ComprehensionExpr;ForEachStmt,0,0,0,producer_013,MISSING_STRUCTURED_PARSER_DATA
julia,C018,IfConditional,IfStmt,0,0,0,producer_014,MISSING_STRUCTURED_PARSER_DATA
julia,C019,SwitchMatchWhen,SwitchMatchStmt,0,0,0,producer_014,MISSING_STRUCTURED_PARSER_DATA
julia,C020,PatternDestructuring,BindingPattern,0,0,0,producer_015,MISSING_STRUCTURED_PARSER_DATA
julia,C021,ForLoop,LoopStmt;ForEachStmt,0,0,0,producer_016,MISSING_STRUCTURED_PARSER_DATA
julia,C022,ForeachEnhancedFor,ForEachStmt,0,0,0,producer_016,MISSING_STRUCTURED_PARSER_DATA
julia,C023,WhileLoop,LoopStmt,0,0,0,producer_016,MISSING_STRUCTURED_PARSER_DATA
julia,C024,DoRepeatWhile,LoopStmt,0,0,0,producer_016,MISSING_STRUCTURED_PARSER_DATA
julia,C025,Break,BreakStmt,0,0,0,producer_017,MISSING_STRUCTURED_PARSER_DATA
julia,C026,Continue,ContinueStmt,0,0,0,producer_017,MISSING_STRUCTURED_PARSER_DATA
julia,C027,Return,ReturnStmt,0,0,0,producer_017,MISSING_STRUCTURED_PARSER_DATA
julia,C028,Yield,YieldExpr,0,0,0,producer_017,MISSING_STRUCTURED_PARSER_DATA
julia,C029,Try,TryStmt,0,0,0,producer_018,MISSING_STRUCTURED_PARSER_DATA
julia,C030,CatchExcept,TryStmt,0,0,0,producer_018,MISSING_STRUCTURED_PARSER_DATA
julia,C031,Finally,DeferCleanupStmt,0,0,0,producer_018,MISSING_STRUCTURED_PARSER_DATA
julia,C032,ThrowRaisePanic,RaisePanicStmt;PanicRecover,0,0,0,producer_018,MISSING_STRUCTURED_PARSER_DATA
julia,C033,DeferCleanup,DeferStmt;DeferCleanupStmt,0,0,0,producer_018,MISSING_STRUCTURED_PARSER_DATA
julia,C034,Async,ConcurrencyOp,0,0,0,producer_019,MISSING_STRUCTURED_PARSER_DATA
julia,C035,Await,AwaitExpr,0,0,0,producer_019,MISSING_STRUCTURED_PARSER_DATA
julia,C036,SpawnTask,SpawnStmt;ConcurrencyOp,0,0,0,producer_019,MISSING_STRUCTURED_PARSER_DATA
julia,C037,Class,NominalTypeDecl,0,0,0,producer_020,MISSING_STRUCTURED_PARSER_DATA
julia,C038,StructRecord,RecordTypeDecl,0,0,0,producer_020,MISSING_STRUCTURED_PARSER_DATA
julia,C039,InterfaceTraitProtocol,InterfaceTypeDecl;InterfaceType,0,0,0,producer_020,MISSING_STRUCTURED_PARSER_DATA
julia,C040,EnumVariant,VariantTypeDecl;UnionVariantType,0,0,0,producer_020,MISSING_STRUCTURED_PARSER_DATA
julia,C041,TypeAlias,NominalTypeDecl;TypeRelation,0,0,0,producer_020,MISSING_STRUCTURED_PARSER_DATA
julia,C042,GenericParameter,GenericParam;GenericParamDecl,0,0,0,producer_021,MISSING_STRUCTURED_PARSER_DATA
julia,C043,GenericInstantiation,Instantiation,0,0,0,producer_021,MISSING_STRUCTURED_PARSER_DATA
julia,C044,TypeConstraint,TypeConstraint;TypeSet,0,0,0,producer_021,MISSING_STRUCTURED_PARSER_DATA
julia,C045,PointerReference,PointerType;ReferenceType;AddressOf;Deref,0,0,0,producer_022,MISSING_STRUCTURED_PARSER_DATA
julia,C046,ArraySliceType,ArraySliceType;SliceType,0,0,0,producer_012,MISSING_STRUCTURED_PARSER_DATA
julia,C047,MapDictionaryType,MapType,0,0,0,producer_012,MISSING_STRUCTURED_PARSER_DATA
julia,C048,OptionalNullable,OptionalType,0,0,0,producer_012,MISSING_STRUCTURED_PARSER_DATA
julia,C049,CastConversion,ConvertExpr,0,0,0,producer_023,MISSING_STRUCTURED_PARSER_DATA
julia,C050,TypeAssertTest,TypeAssertExpr;TypeSwitchStmt,0,0,0,producer_023,MISSING_STRUCTURED_PARSER_DATA
julia,C051,AnnotationAttribute,Annotation,0,0,0,producer_024,MISSING_STRUCTURED_PARSER_DATA
julia,C052,VisibilityModifier,Visibility,0,0,0,producer_024,MISSING_STRUCTURED_PARSER_DATA
julia,C053,MacroPreprocessor,MacroCompileTime;CompileTimeEval,0,0,0,producer_025,MISSING_STRUCTURED_PARSER_DATA
julia,C054,Unsafe,UnsafeIntrinsic;SafetyRegion,0,0,0,producer_026,MISSING_STRUCTURED_PARSER_DATA
julia,C055,ForeignFFI,ForeignDeclCall;ABIContract,0,0,0,producer_027,MISSING_STRUCTURED_PARSER_DATA
julia,C056,Range,OperationExpr,0,0,0,producer_028,MISSING_STRUCTURED_PARSER_DATA
julia,C057,ChannelSendReceive,ChannelType;SendStmt;ReceiveExpr,0,0,0,producer_029,MISSING_STRUCTURED_PARSER_DATA
julia,C058,Select,SelectStmt,0,0,0,producer_029,MISSING_STRUCTURED_PARSER_DATA
julia,C059,SynchronizationAtomic,AtomicOp;SynchronizationOp,0,0,0,producer_029,MISSING_STRUCTURED_PARSER_DATA
julia,C060,OperatorExpression,OperationExpr,0,0,0,producer_030,MISSING_STRUCTURED_PARSER_DATA
julia,C061,ConditionalTernary,IfStmt;OperationExpr,0,0,0,producer_014,MISSING_STRUCTURED_PARSER_DATA
julia,C062,GotoLabel,GotoLabelStmt,0,0,0,producer_031,MISSING_STRUCTURED_PARSER_DATA
julia,C063,Interpolation,AggregateExpr;OperationExpr,0,0,0,producer_032,MISSING_STRUCTURED_PARSER_DATA
julia,C064,OwnershipLifetime,OwnershipSemantics;LifetimeRegion,0,0,0,producer_033,MISSING_STRUCTURED_PARSER_DATA
kotlin,C001,ModuleNamespace,ModuleDecl,0,0,0,producer_001,MISSING_STRUCTURED_PARSER_DATA
kotlin,C002,ImportUse,ImportDecl,0,0,0,producer_002,MISSING_STRUCTURED_PARSER_DATA
kotlin,C003,VariableDeclaration,VariableDecl;VariableDeclGroup,0,0,0,producer_003,MISSING_STRUCTURED_PARSER_DATA
kotlin,C004,ConstantDeclaration,ConstantDecl,0,0,0,producer_003,MISSING_STRUCTURED_PARSER_DATA
kotlin,C005,Assignment,AssignStmt,0,0,0,producer_004,MISSING_STRUCTURED_PARSER_DATA
kotlin,C006,FunctionDeclaration,FunctionDecl;FunctionType,0,0,0,producer_005,MISSING_STRUCTURED_PARSER_DATA
kotlin,C007,MethodDeclaration,MethodDecl,0,0,0,producer_005,MISSING_STRUCTURED_PARSER_DATA
kotlin,C008,Parameter,ParameterDecl,0,0,0,producer_006,MISSING_STRUCTURED_PARSER_DATA
kotlin,C009,ClosureLambda,ClosureExpr;CaptureRelation,0,0,0,producer_007,MISSING_STRUCTURED_PARSER_DATA
kotlin,C010,Call,CallExpr;DispatchResolution,0,0,0,producer_008,MISSING_STRUCTURED_PARSER_DATA
kotlin,C011,MemberAccess,MemberAccessExpr,0,0,0,producer_009,MISSING_STRUCTURED_PARSER_DATA
kotlin,C012,Index,IndexExpr;MapIndexExpr,0,0,0,producer_010,MISSING_STRUCTURED_PARSER_DATA
kotlin,C013,Slice,SliceExpr,0,0,0,producer_010,MISSING_STRUCTURED_PARSER_DATA
kotlin,C014,Literal,LiteralExpr;NilLiteral,0,0,0,producer_011,MISSING_STRUCTURED_PARSER_DATA
kotlin,C015,Tuple,TupleExpr;TupleType;TupleResult,0,0,0,producer_012,MISSING_STRUCTURED_PARSER_DATA
kotlin,C016,AggregateCollection,AggregateExpr,0,0,0,producer_012,MISSING_STRUCTURED_PARSER_DATA
kotlin,C017,Comprehension,ComprehensionExpr;ForEachStmt,0,0,0,producer_013,MISSING_STRUCTURED_PARSER_DATA
kotlin,C018,IfConditional,IfStmt,0,0,0,producer_014,MISSING_STRUCTURED_PARSER_DATA
kotlin,C019,SwitchMatchWhen,SwitchMatchStmt,0,0,0,producer_014,MISSING_STRUCTURED_PARSER_DATA
kotlin,C020,PatternDestructuring,BindingPattern,0,0,0,producer_015,MISSING_STRUCTURED_PARSER_DATA
kotlin,C021,ForLoop,LoopStmt;ForEachStmt,0,0,0,producer_016,MISSING_STRUCTURED_PARSER_DATA
kotlin,C022,ForeachEnhancedFor,ForEachStmt,0,0,0,producer_016,MISSING_STRUCTURED_PARSER_DATA
kotlin,C023,WhileLoop,LoopStmt,0,0,0,producer_016,MISSING_STRUCTURED_PARSER_DATA
kotlin,C024,DoRepeatWhile,LoopStmt,0,0,0,producer_016,MISSING_STRUCTURED_PARSER_DATA
kotlin,C025,Break,BreakStmt,0,0,0,producer_017,MISSING_STRUCTURED_PARSER_DATA
kotlin,C026,Continue,ContinueStmt,0,0,0,producer_017,MISSING_STRUCTURED_PARSER_DATA
kotlin,C027,Return,ReturnStmt,0,0,0,producer_017,MISSING_STRUCTURED_PARSER_DATA
kotlin,C028,Yield,YieldExpr,0,0,0,producer_017,MISSING_STRUCTURED_PARSER_DATA
kotlin,C029,Try,TryStmt,0,0,0,producer_018,MISSING_STRUCTURED_PARSER_DATA
kotlin,C030,CatchExcept,TryStmt,0,0,0,producer_018,MISSING_STRUCTURED_PARSER_DATA
kotlin,C031,Finally,DeferCleanupStmt,0,0,0,producer_018,MISSING_STRUCTURED_PARSER_DATA
kotlin,C032,ThrowRaisePanic,RaisePanicStmt;PanicRecover,0,0,0,producer_018,MISSING_STRUCTURED_PARSER_DATA
kotlin,C033,DeferCleanup,DeferStmt;DeferCleanupStmt,0,0,0,producer_018,MISSING_STRUCTURED_PARSER_DATA
kotlin,C034,Async,ConcurrencyOp,0,0,0,producer_019,MISSING_STRUCTURED_PARSER_DATA
kotlin,C035,Await,AwaitExpr,0,0,0,producer_019,MISSING_STRUCTURED_PARSER_DATA
kotlin,C036,SpawnTask,SpawnStmt;ConcurrencyOp,0,0,0,producer_019,MISSING_STRUCTURED_PARSER_DATA
kotlin,C037,Class,NominalTypeDecl,0,0,0,producer_020,MISSING_STRUCTURED_PARSER_DATA
kotlin,C038,StructRecord,RecordTypeDecl,0,0,0,producer_020,MISSING_STRUCTURED_PARSER_DATA
kotlin,C039,InterfaceTraitProtocol,InterfaceTypeDecl;InterfaceType,0,0,0,producer_020,MISSING_STRUCTURED_PARSER_DATA
kotlin,C040,EnumVariant,VariantTypeDecl;UnionVariantType,0,0,0,producer_020,MISSING_STRUCTURED_PARSER_DATA
kotlin,C041,TypeAlias,NominalTypeDecl;TypeRelation,0,0,0,producer_020,MISSING_STRUCTURED_PARSER_DATA
kotlin,C042,GenericParameter,GenericParam;GenericParamDecl,0,0,0,producer_021,MISSING_STRUCTURED_PARSER_DATA
kotlin,C043,GenericInstantiation,Instantiation,0,0,0,producer_021,MISSING_STRUCTURED_PARSER_DATA
kotlin,C044,TypeConstraint,TypeConstraint;TypeSet,0,0,0,producer_021,MISSING_STRUCTURED_PARSER_DATA
kotlin,C045,PointerReference,PointerType;ReferenceType;AddressOf;Deref,0,0,0,producer_022,MISSING_STRUCTURED_PARSER_DATA
kotlin,C046,ArraySliceType,ArraySliceType;SliceType,0,0,0,producer_012,MISSING_STRUCTURED_PARSER_DATA
kotlin,C047,MapDictionaryType,MapType,0,0,0,producer_012,MISSING_STRUCTURED_PARSER_DATA
kotlin,C048,OptionalNullable,OptionalType,0,0,0,producer_012,MISSING_STRUCTURED_PARSER_DATA
kotlin,C049,CastConversion,ConvertExpr,0,0,0,producer_023,MISSING_STRUCTURED_PARSER_DATA
kotlin,C050,TypeAssertTest,TypeAssertExpr;TypeSwitchStmt,0,0,0,producer_023,MISSING_STRUCTURED_PARSER_DATA
kotlin,C051,AnnotationAttribute,Annotation,0,0,0,producer_024,MISSING_STRUCTURED_PARSER_DATA
kotlin,C052,VisibilityModifier,Visibility,0,0,0,producer_024,MISSING_STRUCTURED_PARSER_DATA
kotlin,C053,MacroPreprocessor,MacroCompileTime;CompileTimeEval,0,0,0,producer_025,MISSING_STRUCTURED_PARSER_DATA
kotlin,C054,Unsafe,UnsafeIntrinsic;SafetyRegion,0,0,0,producer_026,MISSING_STRUCTURED_PARSER_DATA
kotlin,C055,ForeignFFI,ForeignDeclCall;ABIContract,0,0,0,producer_027,MISSING_STRUCTURED_PARSER_DATA
kotlin,C056,Range,OperationExpr,0,0,0,producer_028,MISSING_STRUCTURED_PARSER_DATA
kotlin,C057,ChannelSendReceive,ChannelType;SendStmt;ReceiveExpr,0,0,0,producer_029,MISSING_STRUCTURED_PARSER_DATA
kotlin,C058,Select,SelectStmt,0,0,0,producer_029,MISSING_STRUCTURED_PARSER_DATA
kotlin,C059,SynchronizationAtomic,AtomicOp;SynchronizationOp,0,0,0,producer_029,MISSING_STRUCTURED_PARSER_DATA
kotlin,C060,OperatorExpression,OperationExpr,0,0,0,producer_030,MISSING_STRUCTURED_PARSER_DATA
kotlin,C061,ConditionalTernary,IfStmt;OperationExpr,0,0,0,producer_014,MISSING_STRUCTURED_PARSER_DATA
kotlin,C062,GotoLabel,GotoLabelStmt,0,0,0,producer_031,MISSING_STRUCTURED_PARSER_DATA
kotlin,C063,Interpolation,AggregateExpr;OperationExpr,0,0,0,producer_032,MISSING_STRUCTURED_PARSER_DATA
kotlin,C064,OwnershipLifetime,OwnershipSemantics;LifetimeRegion,0,0,0,producer_033,MISSING_STRUCTURED_PARSER_DATA
nim,C001,ModuleNamespace,ModuleDecl,0,0,0,producer_001,MISSING_STRUCTURED_PARSER_DATA
nim,C002,ImportUse,ImportDecl,0,0,0,producer_002,MISSING_STRUCTURED_PARSER_DATA
nim,C003,VariableDeclaration,VariableDecl;VariableDeclGroup,0,0,0,producer_003,MISSING_STRUCTURED_PARSER_DATA
nim,C004,ConstantDeclaration,ConstantDecl,0,0,0,producer_003,MISSING_STRUCTURED_PARSER_DATA
nim,C005,Assignment,AssignStmt,0,0,0,producer_004,MISSING_STRUCTURED_PARSER_DATA
nim,C006,FunctionDeclaration,FunctionDecl;FunctionType,0,0,0,producer_005,MISSING_STRUCTURED_PARSER_DATA
nim,C007,MethodDeclaration,MethodDecl,0,0,0,producer_005,MISSING_STRUCTURED_PARSER_DATA
nim,C008,Parameter,ParameterDecl,0,0,0,producer_006,MISSING_STRUCTURED_PARSER_DATA
nim,C009,ClosureLambda,ClosureExpr;CaptureRelation,0,0,0,producer_007,MISSING_STRUCTURED_PARSER_DATA
nim,C010,Call,CallExpr;DispatchResolution,0,0,0,producer_008,MISSING_STRUCTURED_PARSER_DATA
nim,C011,MemberAccess,MemberAccessExpr,0,0,0,producer_009,MISSING_STRUCTURED_PARSER_DATA
nim,C012,Index,IndexExpr;MapIndexExpr,0,0,0,producer_010,MISSING_STRUCTURED_PARSER_DATA
nim,C013,Slice,SliceExpr,0,0,0,producer_010,MISSING_STRUCTURED_PARSER_DATA
nim,C014,Literal,LiteralExpr;NilLiteral,0,0,0,producer_011,MISSING_STRUCTURED_PARSER_DATA
nim,C015,Tuple,TupleExpr;TupleType;TupleResult,0,0,0,producer_012,MISSING_STRUCTURED_PARSER_DATA
nim,C016,AggregateCollection,AggregateExpr,0,0,0,producer_012,MISSING_STRUCTURED_PARSER_DATA
nim,C017,Comprehension,ComprehensionExpr;ForEachStmt,0,0,0,producer_013,MISSING_STRUCTURED_PARSER_DATA
nim,C018,IfConditional,IfStmt,0,0,0,producer_014,MISSING_STRUCTURED_PARSER_DATA
nim,C019,SwitchMatchWhen,SwitchMatchStmt,0,0,0,producer_014,MISSING_STRUCTURED_PARSER_DATA
nim,C020,PatternDestructuring,BindingPattern,0,0,0,producer_015,MISSING_STRUCTURED_PARSER_DATA
nim,C021,ForLoop,LoopStmt;ForEachStmt,0,0,0,producer_016,MISSING_STRUCTURED_PARSER_DATA
nim,C022,ForeachEnhancedFor,ForEachStmt,0,0,0,producer_016,MISSING_STRUCTURED_PARSER_DATA
nim,C023,WhileLoop,LoopStmt,0,0,0,producer_016,MISSING_STRUCTURED_PARSER_DATA
nim,C024,DoRepeatWhile,LoopStmt,0,0,0,producer_016,MISSING_STRUCTURED_PARSER_DATA
nim,C025,Break,BreakStmt,0,0,0,producer_017,MISSING_STRUCTURED_PARSER_DATA
nim,C026,Continue,ContinueStmt,0,0,0,producer_017,MISSING_STRUCTURED_PARSER_DATA
nim,C027,Return,ReturnStmt,0,0,0,producer_017,MISSING_STRUCTURED_PARSER_DATA
nim,C028,Yield,YieldExpr,0,0,0,producer_017,MISSING_STRUCTURED_PARSER_DATA
nim,C029,Try,TryStmt,0,0,0,producer_018,MISSING_STRUCTURED_PARSER_DATA
nim,C030,CatchExcept,TryStmt,0,0,0,producer_018,MISSING_STRUCTURED_PARSER_DATA
nim,C031,Finally,DeferCleanupStmt,0,0,0,producer_018,MISSING_STRUCTURED_PARSER_DATA
nim,C032,ThrowRaisePanic,RaisePanicStmt;PanicRecover,0,0,0,producer_018,MISSING_STRUCTURED_PARSER_DATA
nim,C033,DeferCleanup,DeferStmt;DeferCleanupStmt,0,0,0,producer_018,MISSING_STRUCTURED_PARSER_DATA
nim,C034,Async,ConcurrencyOp,0,0,0,producer_019,MISSING_STRUCTURED_PARSER_DATA
