language,repository,node_type,field,required,multiple,child_type,child_named
rust,tree-sitter/tree-sitter-rust,call_expression,function,True,False,self,True
rust,tree-sitter/tree-sitter-rust,call_expression,function,True,False,struct_expression,True
rust,tree-sitter/tree-sitter-rust,call_expression,function,True,False,try_block,True
rust,tree-sitter/tree-sitter-rust,call_expression,function,True,False,try_expression,True
rust,tree-sitter/tree-sitter-rust,call_expression,function,True,False,tuple_expression,True
rust,tree-sitter/tree-sitter-rust,call_expression,function,True,False,type_cast_expression,True
rust,tree-sitter/tree-sitter-rust,call_expression,function,True,False,unary_expression,True
rust,tree-sitter/tree-sitter-rust,call_expression,function,True,False,unit_expression,True
rust,tree-sitter/tree-sitter-rust,call_expression,function,True,False,unsafe_block,True
rust,tree-sitter/tree-sitter-rust,call_expression,function,True,False,while_expression,True
rust,tree-sitter/tree-sitter-rust,call_expression,function,True,False,yield_expression,True
rust,tree-sitter/tree-sitter-rust,closure_expression,body,True,False,_,False
rust,tree-sitter/tree-sitter-rust,closure_expression,body,True,False,_expression,True
rust,tree-sitter/tree-sitter-rust,closure_expression,parameters,True,False,closure_parameters,True
rust,tree-sitter/tree-sitter-rust,closure_expression,return_type,False,False,_type,True
rust,tree-sitter/tree-sitter-rust,compound_assignment_expr,left,True,False,_expression,True
rust,tree-sitter/tree-sitter-rust,compound_assignment_expr,operator,True,False,%=,False
rust,tree-sitter/tree-sitter-rust,compound_assignment_expr,operator,True,False,&=,False
rust,tree-sitter/tree-sitter-rust,compound_assignment_expr,operator,True,False,*=,False
rust,tree-sitter/tree-sitter-rust,compound_assignment_expr,operator,True,False,+=,False
rust,tree-sitter/tree-sitter-rust,compound_assignment_expr,operator,True,False,-=,False
rust,tree-sitter/tree-sitter-rust,compound_assignment_expr,operator,True,False,/=,False
rust,tree-sitter/tree-sitter-rust,compound_assignment_expr,operator,True,False,<<=,False
rust,tree-sitter/tree-sitter-rust,compound_assignment_expr,operator,True,False,>>=,False
rust,tree-sitter/tree-sitter-rust,compound_assignment_expr,operator,True,False,^=,False
rust,tree-sitter/tree-sitter-rust,compound_assignment_expr,operator,True,False,|=,False
rust,tree-sitter/tree-sitter-rust,compound_assignment_expr,right,True,False,_expression,True
rust,tree-sitter/tree-sitter-rust,const_block,body,True,False,block,True
rust,tree-sitter/tree-sitter-rust,const_item,name,True,False,identifier,True
rust,tree-sitter/tree-sitter-rust,const_item,type,True,False,_type,True
rust,tree-sitter/tree-sitter-rust,const_item,value,False,False,_expression,True
rust,tree-sitter/tree-sitter-rust,const_parameter,name,True,False,identifier,True
rust,tree-sitter/tree-sitter-rust,const_parameter,type,True,False,_type,True
rust,tree-sitter/tree-sitter-rust,const_parameter,value,False,False,_literal,True
rust,tree-sitter/tree-sitter-rust,const_parameter,value,False,False,block,True
rust,tree-sitter/tree-sitter-rust,const_parameter,value,False,False,identifier,True
rust,tree-sitter/tree-sitter-rust,const_parameter,value,False,False,negative_literal,True
rust,tree-sitter/tree-sitter-rust,dynamic_type,trait,True,False,function_type,True
rust,tree-sitter/tree-sitter-rust,dynamic_type,trait,True,False,generic_type,True
rust,tree-sitter/tree-sitter-rust,dynamic_type,trait,True,False,higher_ranked_trait_bound,True
rust,tree-sitter/tree-sitter-rust,dynamic_type,trait,True,False,scoped_type_identifier,True
rust,tree-sitter/tree-sitter-rust,dynamic_type,trait,True,False,tuple_type,True
rust,tree-sitter/tree-sitter-rust,dynamic_type,trait,True,False,type_identifier,True
rust,tree-sitter/tree-sitter-rust,enum_item,body,True,False,enum_variant_list,True
rust,tree-sitter/tree-sitter-rust,enum_item,name,True,False,type_identifier,True
rust,tree-sitter/tree-sitter-rust,enum_item,type_parameters,False,False,type_parameters,True
rust,tree-sitter/tree-sitter-rust,enum_variant,body,False,False,field_declaration_list,True
rust,tree-sitter/tree-sitter-rust,enum_variant,body,False,False,ordered_field_declaration_list,True
rust,tree-sitter/tree-sitter-rust,enum_variant,name,True,False,identifier,True
rust,tree-sitter/tree-sitter-rust,enum_variant,value,False,False,_expression,True
rust,tree-sitter/tree-sitter-rust,extern_crate_declaration,alias,False,False,identifier,True
rust,tree-sitter/tree-sitter-rust,extern_crate_declaration,name,True,False,identifier,True
rust,tree-sitter/tree-sitter-rust,field_declaration,name,True,False,field_identifier,True
rust,tree-sitter/tree-sitter-rust,field_declaration,type,True,False,_type,True
rust,tree-sitter/tree-sitter-rust,field_expression,field,True,False,field_identifier,True
rust,tree-sitter/tree-sitter-rust,field_expression,field,True,False,integer_literal,True
rust,tree-sitter/tree-sitter-rust,field_expression,value,True,False,_expression,True
rust,tree-sitter/tree-sitter-rust,field_initializer,field,True,False,field_identifier,True
rust,tree-sitter/tree-sitter-rust,field_initializer,field,True,False,integer_literal,True
rust,tree-sitter/tree-sitter-rust,field_initializer,value,True,False,_expression,True
rust,tree-sitter/tree-sitter-rust,field_pattern,name,True,False,field_identifier,True
rust,tree-sitter/tree-sitter-rust,field_pattern,name,True,False,shorthand_field_identifier,True
rust,tree-sitter/tree-sitter-rust,field_pattern,pattern,False,False,_pattern,True
rust,tree-sitter/tree-sitter-rust,for_expression,body,True,False,block,True
rust,tree-sitter/tree-sitter-rust,for_expression,pattern,True,False,_pattern,True
rust,tree-sitter/tree-sitter-rust,for_expression,value,True,False,_expression,True
rust,tree-sitter/tree-sitter-rust,foreign_mod_item,body,False,False,declaration_list,True
rust,tree-sitter/tree-sitter-rust,function_item,body,True,False,block,True
rust,tree-sitter/tree-sitter-rust,function_item,name,True,False,identifier,True
rust,tree-sitter/tree-sitter-rust,function_item,name,True,False,metavariable,True
rust,tree-sitter/tree-sitter-rust,function_item,parameters,True,False,parameters,True
rust,tree-sitter/tree-sitter-rust,function_item,return_type,False,False,_type,True
rust,tree-sitter/tree-sitter-rust,function_item,type_parameters,False,False,type_parameters,True
rust,tree-sitter/tree-sitter-rust,function_signature_item,name,True,False,identifier,True
rust,tree-sitter/tree-sitter-rust,function_signature_item,name,True,False,metavariable,True
rust,tree-sitter/tree-sitter-rust,function_signature_item,parameters,True,False,parameters,True
rust,tree-sitter/tree-sitter-rust,function_signature_item,return_type,False,False,_type,True
rust,tree-sitter/tree-sitter-rust,function_signature_item,type_parameters,False,False,type_parameters,True
rust,tree-sitter/tree-sitter-rust,function_type,parameters,True,False,parameters,True
rust,tree-sitter/tree-sitter-rust,function_type,return_type,False,False,_type,True
rust,tree-sitter/tree-sitter-rust,function_type,trait,False,False,scoped_type_identifier,True
rust,tree-sitter/tree-sitter-rust,function_type,trait,False,False,type_identifier,True
rust,tree-sitter/tree-sitter-rust,generic_function,function,True,False,field_expression,True
rust,tree-sitter/tree-sitter-rust,generic_function,function,True,False,identifier,True
rust,tree-sitter/tree-sitter-rust,generic_function,function,True,False,scoped_identifier,True
rust,tree-sitter/tree-sitter-rust,generic_function,type_arguments,True,False,type_arguments,True
rust,tree-sitter/tree-sitter-rust,generic_pattern,type_arguments,True,False,type_arguments,True
rust,tree-sitter/tree-sitter-rust,generic_type,type,True,False,identifier,True
rust,tree-sitter/tree-sitter-rust,generic_type,type,True,False,scoped_identifier,True
rust,tree-sitter/tree-sitter-rust,generic_type,type,True,False,scoped_type_identifier,True
rust,tree-sitter/tree-sitter-rust,generic_type,type,True,False,type_identifier,True
rust,tree-sitter/tree-sitter-rust,generic_type,type_arguments,True,False,type_arguments,True
rust,tree-sitter/tree-sitter-rust,generic_type_with_turbofish,type,True,False,scoped_identifier,True
rust,tree-sitter/tree-sitter-rust,generic_type_with_turbofish,type,True,False,type_identifier,True
rust,tree-sitter/tree-sitter-rust,generic_type_with_turbofish,type_arguments,True,False,type_arguments,True
rust,tree-sitter/tree-sitter-rust,higher_ranked_trait_bound,type,True,False,_type,True
rust,tree-sitter/tree-sitter-rust,higher_ranked_trait_bound,type_parameters,True,False,type_parameters,True
rust,tree-sitter/tree-sitter-rust,if_expression,alternative,False,False,else_clause,True
rust,tree-sitter/tree-sitter-rust,if_expression,condition,True,False,_expression,True
rust,tree-sitter/tree-sitter-rust,if_expression,condition,True,False,let_chain,True
rust,tree-sitter/tree-sitter-rust,if_expression,condition,True,False,let_condition,True
rust,tree-sitter/tree-sitter-rust,if_expression,consequence,True,False,block,True
rust,tree-sitter/tree-sitter-rust,impl_item,body,False,False,declaration_list,True
rust,tree-sitter/tree-sitter-rust,impl_item,trait,False,False,generic_type,True
rust,tree-sitter/tree-sitter-rust,impl_item,trait,False,False,scoped_type_identifier,True
rust,tree-sitter/tree-sitter-rust,impl_item,trait,False,False,type_identifier,True
rust,tree-sitter/tree-sitter-rust,impl_item,type,True,False,_type,True
rust,tree-sitter/tree-sitter-rust,impl_item,type_parameters,False,False,type_parameters,True
rust,tree-sitter/tree-sitter-rust,let_condition,pattern,True,False,_pattern,True
rust,tree-sitter/tree-sitter-rust,let_condition,value,True,False,_expression,True
rust,tree-sitter/tree-sitter-rust,let_declaration,alternative,False,False,block,True
rust,tree-sitter/tree-sitter-rust,let_declaration,pattern,True,False,_pattern,True
rust,tree-sitter/tree-sitter-rust,let_declaration,type,False,False,_type,True
rust,tree-sitter/tree-sitter-rust,let_declaration,value,False,False,_expression,True
rust,tree-sitter/tree-sitter-rust,lifetime_parameter,bounds,False,False,trait_bounds,True
rust,tree-sitter/tree-sitter-rust,lifetime_parameter,name,True,False,lifetime,True
rust,tree-sitter/tree-sitter-rust,line_comment,doc,False,False,doc_comment,True
rust,tree-sitter/tree-sitter-rust,line_comment,inner,False,False,inner_doc_comment_marker,True
rust,tree-sitter/tree-sitter-rust,line_comment,outer,False,False,outer_doc_comment_marker,True
rust,tree-sitter/tree-sitter-rust,loop_expression,body,True,False,block,True
rust,tree-sitter/tree-sitter-rust,macro_definition,name,True,False,identifier,True
rust,tree-sitter/tree-sitter-rust,macro_invocation,macro,True,False,identifier,True
rust,tree-sitter/tree-sitter-rust,macro_invocation,macro,True,False,scoped_identifier,True
rust,tree-sitter/tree-sitter-rust,macro_rule,left,True,False,token_tree_pattern,True
rust,tree-sitter/tree-sitter-rust,macro_rule,right,True,False,token_tree,True
rust,tree-sitter/tree-sitter-rust,match_arm,pattern,True,False,match_pattern,True
rust,tree-sitter/tree-sitter-rust,match_arm,value,True,False,_expression,True
rust,tree-sitter/tree-sitter-rust,match_expression,body,True,False,match_block,True
rust,tree-sitter/tree-sitter-rust,match_expression,value,True,False,_expression,True
rust,tree-sitter/tree-sitter-rust,match_pattern,condition,False,False,_expression,True
rust,tree-sitter/tree-sitter-rust,match_pattern,condition,False,False,let_chain,True
rust,tree-sitter/tree-sitter-rust,match_pattern,condition,False,False,let_condition,True
rust,tree-sitter/tree-sitter-rust,mod_item,body,False,False,declaration_list,True
rust,tree-sitter/tree-sitter-rust,mod_item,name,True,False,identifier,True
rust,tree-sitter/tree-sitter-rust,ordered_field_declaration_list,type,False,True,_type,True
rust,tree-sitter/tree-sitter-rust,parameter,pattern,True,False,_pattern,True
rust,tree-sitter/tree-sitter-rust,parameter,pattern,True,False,self,True
rust,tree-sitter/tree-sitter-rust,parameter,type,True,False,_type,True
rust,tree-sitter/tree-sitter-rust,pointer_type,type,True,False,_type,True
rust,tree-sitter/tree-sitter-rust,qualified_type,alias,True,False,_type,True
rust,tree-sitter/tree-sitter-rust,qualified_type,type,True,False,_type,True
rust,tree-sitter/tree-sitter-rust,range_pattern,left,False,False,_literal_pattern,True
rust,tree-sitter/tree-sitter-rust,range_pattern,left,False,False,crate,True
rust,tree-sitter/tree-sitter-rust,range_pattern,left,False,False,identifier,True
rust,tree-sitter/tree-sitter-rust,range_pattern,left,False,False,metavariable,True
rust,tree-sitter/tree-sitter-rust,range_pattern,left,False,False,scoped_identifier,True
rust,tree-sitter/tree-sitter-rust,range_pattern,left,False,False,self,True
rust,tree-sitter/tree-sitter-rust,range_pattern,left,False,False,super,True
rust,tree-sitter/tree-sitter-rust,range_pattern,right,False,False,_literal_pattern,True
rust,tree-sitter/tree-sitter-rust,range_pattern,right,False,False,crate,True
rust,tree-sitter/tree-sitter-rust,range_pattern,right,False,False,identifier,True
rust,tree-sitter/tree-sitter-rust,range_pattern,right,False,False,metavariable,True
rust,tree-sitter/tree-sitter-rust,range_pattern,right,False,False,scoped_identifier,True
rust,tree-sitter/tree-sitter-rust,range_pattern,right,False,False,self,True
rust,tree-sitter/tree-sitter-rust,range_pattern,right,False,False,super,True
rust,tree-sitter/tree-sitter-rust,reference_expression,value,True,False,_expression,True
rust,tree-sitter/tree-sitter-rust,reference_type,type,True,False,_type,True
rust,tree-sitter/tree-sitter-rust,scoped_identifier,name,True,False,identifier,True
rust,tree-sitter/tree-sitter-rust,scoped_identifier,name,True,False,super,True
rust,tree-sitter/tree-sitter-rust,scoped_identifier,path,False,False,bracketed_type,True
rust,tree-sitter/tree-sitter-rust,scoped_identifier,path,False,False,crate,True
rust,tree-sitter/tree-sitter-rust,scoped_identifier,path,False,False,generic_type,True
rust,tree-sitter/tree-sitter-rust,scoped_identifier,path,False,False,identifier,True
rust,tree-sitter/tree-sitter-rust,scoped_identifier,path,False,False,metavariable,True
rust,tree-sitter/tree-sitter-rust,scoped_identifier,path,False,False,scoped_identifier,True
rust,tree-sitter/tree-sitter-rust,scoped_identifier,path,False,False,self,True
rust,tree-sitter/tree-sitter-rust,scoped_identifier,path,False,False,super,True
rust,tree-sitter/tree-sitter-rust,scoped_type_identifier,name,True,False,type_identifier,True
rust,tree-sitter/tree-sitter-rust,scoped_type_identifier,path,False,False,bracketed_type,True
rust,tree-sitter/tree-sitter-rust,scoped_type_identifier,path,False,False,crate,True
rust,tree-sitter/tree-sitter-rust,scoped_type_identifier,path,False,False,generic_type,True
rust,tree-sitter/tree-sitter-rust,scoped_type_identifier,path,False,False,identifier,True
rust,tree-sitter/tree-sitter-rust,scoped_type_identifier,path,False,False,metavariable,True
rust,tree-sitter/tree-sitter-rust,scoped_type_identifier,path,False,False,scoped_identifier,True
rust,tree-sitter/tree-sitter-rust,scoped_type_identifier,path,False,False,self,True
rust,tree-sitter/tree-sitter-rust,scoped_type_identifier,path,False,False,super,True
rust,tree-sitter/tree-sitter-rust,scoped_use_list,list,True,False,use_list,True
rust,tree-sitter/tree-sitter-rust,scoped_use_list,path,False,False,crate,True
rust,tree-sitter/tree-sitter-rust,scoped_use_list,path,False,False,identifier,True
rust,tree-sitter/tree-sitter-rust,scoped_use_list,path,False,False,metavariable,True
rust,tree-sitter/tree-sitter-rust,scoped_use_list,path,False,False,scoped_identifier,True
rust,tree-sitter/tree-sitter-rust,scoped_use_list,path,False,False,self,True
rust,tree-sitter/tree-sitter-rust,scoped_use_list,path,False,False,super,True
rust,tree-sitter/tree-sitter-rust,static_item,name,True,False,identifier,True
rust,tree-sitter/tree-sitter-rust,static_item,type,True,False,_type,True
rust,tree-sitter/tree-sitter-rust,static_item,value,False,False,_expression,True
rust,tree-sitter/tree-sitter-rust,struct_expression,body,True,False,field_initializer_list,True
rust,tree-sitter/tree-sitter-rust,struct_expression,name,True,False,generic_type_with_turbofish,True
rust,tree-sitter/tree-sitter-rust,struct_expression,name,True,False,scoped_type_identifier,True
rust,tree-sitter/tree-sitter-rust,struct_expression,name,True,False,type_identifier,True
rust,tree-sitter/tree-sitter-rust,struct_item,body,False,False,field_declaration_list,True
rust,tree-sitter/tree-sitter-rust,struct_item,body,False,False,ordered_field_declaration_list,True
rust,tree-sitter/tree-sitter-rust,struct_item,name,True,False,type_identifier,True
rust,tree-sitter/tree-sitter-rust,struct_item,type_parameters,False,False,type_parameters,True
rust,tree-sitter/tree-sitter-rust,struct_pattern,type,True,False,scoped_type_identifier,True
rust,tree-sitter/tree-sitter-rust,struct_pattern,type,True,False,type_identifier,True
rust,tree-sitter/tree-sitter-rust,token_binding_pattern,name,True,False,metavariable,True
rust,tree-sitter/tree-sitter-rust,token_binding_pattern,type,True,False,fragment_specifier,True
rust,tree-sitter/tree-sitter-rust,trait_item,body,True,False,declaration_list,True
rust,tree-sitter/tree-sitter-rust,trait_item,bounds,False,False,trait_bounds,True
rust,tree-sitter/tree-sitter-rust,trait_item,name,True,False,type_identifier,True
rust,tree-sitter/tree-sitter-rust,trait_item,type_parameters,False,False,type_parameters,True
rust,tree-sitter/tree-sitter-rust,tuple_struct_pattern,type,True,False,generic_type,True
rust,tree-sitter/tree-sitter-rust,tuple_struct_pattern,type,True,False,identifier,True
rust,tree-sitter/tree-sitter-rust,tuple_struct_pattern,type,True,False,scoped_identifier,True
rust,tree-sitter/tree-sitter-rust,type_binding,name,True,False,type_identifier,True
rust,tree-sitter/tree-sitter-rust,type_binding,type,True,False,_type,True
rust,tree-sitter/tree-sitter-rust,type_binding,type_arguments,False,False,type_arguments,True
rust,tree-sitter/tree-sitter-rust,type_cast_expression,type,True,False,_type,True
rust,tree-sitter/tree-sitter-rust,type_cast_expression,value,True,False,_expression,True
rust,tree-sitter/tree-sitter-rust,type_item,name,True,False,type_identifier,True
rust,tree-sitter/tree-sitter-rust,type_item,type,True,False,_type,True
rust,tree-sitter/tree-sitter-rust,type_item,type_parameters,False,False,type_parameters,True
rust,tree-sitter/tree-sitter-rust,type_parameter,bounds,False,False,trait_bounds,True
rust,tree-sitter/tree-sitter-rust,type_parameter,default_type,False,False,_type,True
rust,tree-sitter/tree-sitter-rust,type_parameter,name,True,False,type_identifier,True
rust,tree-sitter/tree-sitter-rust,union_item,body,True,False,field_declaration_list,True
rust,tree-sitter/tree-sitter-rust,union_item,name,True,False,type_identifier,True
rust,tree-sitter/tree-sitter-rust,union_item,type_parameters,False,False,type_parameters,True
rust,tree-sitter/tree-sitter-rust,use_as_clause,alias,True,False,identifier,True
rust,tree-sitter/tree-sitter-rust,use_as_clause,path,True,False,crate,True
rust,tree-sitter/tree-sitter-rust,use_as_clause,path,True,False,identifier,True
rust,tree-sitter/tree-sitter-rust,use_as_clause,path,True,False,metavariable,True
rust,tree-sitter/tree-sitter-rust,use_as_clause,path,True,False,scoped_identifier,True
rust,tree-sitter/tree-sitter-rust,use_as_clause,path,True,False,self,True
rust,tree-sitter/tree-sitter-rust,use_as_clause,path,True,False,super,True
rust,tree-sitter/tree-sitter-rust,use_declaration,argument,True,False,crate,True
rust,tree-sitter/tree-sitter-rust,use_declaration,argument,True,False,identifier,True
rust,tree-sitter/tree-sitter-rust,use_declaration,argument,True,False,metavariable,True
rust,tree-sitter/tree-sitter-rust,use_declaration,argument,True,False,scoped_identifier,True
rust,tree-sitter/tree-sitter-rust,use_declaration,argument,True,False,scoped_use_list,True
rust,tree-sitter/tree-sitter-rust,use_declaration,argument,True,False,self,True
rust,tree-sitter/tree-sitter-rust,use_declaration,argument,True,False,super,True
rust,tree-sitter/tree-sitter-rust,use_declaration,argument,True,False,use_as_clause,True
rust,tree-sitter/tree-sitter-rust,use_declaration,argument,True,False,use_list,True
rust,tree-sitter/tree-sitter-rust,use_declaration,argument,True,False,use_wildcard,True
rust,tree-sitter/tree-sitter-rust,variadic_parameter,pattern,False,False,_pattern,True
rust,tree-sitter/tree-sitter-rust,where_predicate,bounds,True,False,trait_bounds,True
rust,tree-sitter/tree-sitter-rust,where_predicate,left,True,False,array_type,True
rust,tree-sitter/tree-sitter-rust,where_predicate,left,True,False,generic_type,True
rust,tree-sitter/tree-sitter-rust,where_predicate,left,True,False,higher_ranked_trait_bound,True
rust,tree-sitter/tree-sitter-rust,where_predicate,left,True,False,lifetime,True
rust,tree-sitter/tree-sitter-rust,where_predicate,left,True,False,pointer_type,True
rust,tree-sitter/tree-sitter-rust,where_predicate,left,True,False,primitive_type,True
rust,tree-sitter/tree-sitter-rust,where_predicate,left,True,False,reference_type,True
rust,tree-sitter/tree-sitter-rust,where_predicate,left,True,False,scoped_type_identifier,True
rust,tree-sitter/tree-sitter-rust,where_predicate,left,True,False,tuple_type,True
rust,tree-sitter/tree-sitter-rust,where_predicate,left,True,False,type_identifier,True
rust,tree-sitter/tree-sitter-rust,while_expression,body,True,False,block,True
rust,tree-sitter/tree-sitter-rust,while_expression,condition,True,False,_expression,True
rust,tree-sitter/tree-sitter-rust,while_expression,condition,True,False,let_chain,True
rust,tree-sitter/tree-sitter-rust,while_expression,condition,True,False,let_condition,True
cpp,tree-sitter/tree-sitter-cpp,abstract_array_declarator,declarator,False,False,_abstract_declarator,True
cpp,tree-sitter/tree-sitter-cpp,abstract_array_declarator,size,False,False,*,False
cpp,tree-sitter/tree-sitter-cpp,abstract_array_declarator,size,False,False,expression,True
cpp,tree-sitter/tree-sitter-cpp,abstract_function_declarator,declarator,False,False,_abstract_declarator,True
cpp,tree-sitter/tree-sitter-cpp,abstract_function_declarator,parameters,True,False,parameter_list,True
cpp,tree-sitter/tree-sitter-cpp,abstract_pointer_declarator,declarator,False,False,_abstract_declarator,True
cpp,tree-sitter/tree-sitter-cpp,alias_declaration,name,True,False,type_identifier,True
cpp,tree-sitter/tree-sitter-cpp,alias_declaration,type,True,False,type_descriptor,True
cpp,tree-sitter/tree-sitter-cpp,alignof_expression,type,True,False,type_descriptor,True
cpp,tree-sitter/tree-sitter-cpp,array_declarator,declarator,True,False,_declarator,True
cpp,tree-sitter/tree-sitter-cpp,array_declarator,declarator,True,False,_field_declarator,True
cpp,tree-sitter/tree-sitter-cpp,array_declarator,declarator,True,False,_type_declarator,True
cpp,tree-sitter/tree-sitter-cpp,array_declarator,size,False,False,*,False
cpp,tree-sitter/tree-sitter-cpp,array_declarator,size,False,False,expression,True
cpp,tree-sitter/tree-sitter-cpp,assignment_expression,left,True,False,expression,True
cpp,tree-sitter/tree-sitter-cpp,assignment_expression,operator,True,False,%=,False
cpp,tree-sitter/tree-sitter-cpp,assignment_expression,operator,True,False,&=,False
cpp,tree-sitter/tree-sitter-cpp,assignment_expression,operator,True,False,*=,False
cpp,tree-sitter/tree-sitter-cpp,assignment_expression,operator,True,False,+=,False
cpp,tree-sitter/tree-sitter-cpp,assignment_expression,operator,True,False,-=,False
cpp,tree-sitter/tree-sitter-cpp,assignment_expression,operator,True,False,/=,False
cpp,tree-sitter/tree-sitter-cpp,assignment_expression,operator,True,False,<<=,False
cpp,tree-sitter/tree-sitter-cpp,assignment_expression,operator,True,False,=,False
cpp,tree-sitter/tree-sitter-cpp,assignment_expression,operator,True,False,>>=,False
cpp,tree-sitter/tree-sitter-cpp,assignment_expression,operator,True,False,^=,False
cpp,tree-sitter/tree-sitter-cpp,assignment_expression,operator,True,False,and_eq,False
cpp,tree-sitter/tree-sitter-cpp,assignment_expression,operator,True,False,or_eq,False
cpp,tree-sitter/tree-sitter-cpp,assignment_expression,operator,True,False,xor_eq,False
cpp,tree-sitter/tree-sitter-cpp,assignment_expression,operator,True,False,|=,False
cpp,tree-sitter/tree-sitter-cpp,assignment_expression,right,True,False,expression,True
cpp,tree-sitter/tree-sitter-cpp,assignment_expression,right,True,False,initializer_list,True
cpp,tree-sitter/tree-sitter-cpp,attribute,name,True,False,identifier,True
cpp,tree-sitter/tree-sitter-cpp,attribute,namespace,False,False,identifier,True
cpp,tree-sitter/tree-sitter-cpp,attribute,prefix,False,False,identifier,True
cpp,tree-sitter/tree-sitter-cpp,binary_expression,left,True,False,expression,True
cpp,tree-sitter/tree-sitter-cpp,binary_expression,left,True,False,preproc_defined,True
cpp,tree-sitter/tree-sitter-cpp,binary_expression,operator,True,False,!=,False
cpp,tree-sitter/tree-sitter-cpp,binary_expression,operator,True,False,%,False
cpp,tree-sitter/tree-sitter-cpp,binary_expression,operator,True,False,&,False
cpp,tree-sitter/tree-sitter-cpp,binary_expression,operator,True,False,&&,False
cpp,tree-sitter/tree-sitter-cpp,binary_expression,operator,True,False,*,False
cpp,tree-sitter/tree-sitter-cpp,binary_expression,operator,True,False,+,False
cpp,tree-sitter/tree-sitter-cpp,binary_expression,operator,True,False,-,False
cpp,tree-sitter/tree-sitter-cpp,binary_expression,operator,True,False,/,False
cpp,tree-sitter/tree-sitter-cpp,binary_expression,operator,True,False,<,False
cpp,tree-sitter/tree-sitter-cpp,binary_expression,operator,True,False,<<,False
cpp,tree-sitter/tree-sitter-cpp,binary_expression,operator,True,False,<=,False
cpp,tree-sitter/tree-sitter-cpp,binary_expression,operator,True,False,<=>,False
cpp,tree-sitter/tree-sitter-cpp,binary_expression,operator,True,False,==,False
cpp,tree-sitter/tree-sitter-cpp,binary_expression,operator,True,False,>,False
cpp,tree-sitter/tree-sitter-cpp,binary_expression,operator,True,False,>=,False
cpp,tree-sitter/tree-sitter-cpp,binary_expression,operator,True,False,>>,False
cpp,tree-sitter/tree-sitter-cpp,binary_expression,operator,True,False,^,False
cpp,tree-sitter/tree-sitter-cpp,binary_expression,operator,True,False,and,False
cpp,tree-sitter/tree-sitter-cpp,binary_expression,operator,True,False,bitand,False
cpp,tree-sitter/tree-sitter-cpp,binary_expression,operator,True,False,bitor,False
cpp,tree-sitter/tree-sitter-cpp,binary_expression,operator,True,False,not_eq,False
cpp,tree-sitter/tree-sitter-cpp,binary_expression,operator,True,False,or,False
cpp,tree-sitter/tree-sitter-cpp,binary_expression,operator,True,False,xor,False
cpp,tree-sitter/tree-sitter-cpp,binary_expression,operator,True,False,|,False
cpp,tree-sitter/tree-sitter-cpp,binary_expression,operator,True,False,||,False
cpp,tree-sitter/tree-sitter-cpp,binary_expression,right,True,False,expression,True
cpp,tree-sitter/tree-sitter-cpp,binary_expression,right,True,False,preproc_defined,True
cpp,tree-sitter/tree-sitter-cpp,call_expression,arguments,True,False,argument_list,True
cpp,tree-sitter/tree-sitter-cpp,call_expression,function,True,True,expression,True
cpp,tree-sitter/tree-sitter-cpp,call_expression,function,True,True,primitive_type,True
cpp,tree-sitter/tree-sitter-cpp,call_expression,function,True,True,splice_type_specifier,True
cpp,tree-sitter/tree-sitter-cpp,call_expression,function,True,True,typename,False
cpp,tree-sitter/tree-sitter-cpp,case_statement,value,False,False,expression,True
cpp,tree-sitter/tree-sitter-cpp,cast_expression,type,True,False,type_descriptor,True
cpp,tree-sitter/tree-sitter-cpp,cast_expression,value,True,False,expression,True
cpp,tree-sitter/tree-sitter-cpp,catch_clause,body,True,False,compound_statement,True
cpp,tree-sitter/tree-sitter-cpp,catch_clause,parameters,True,False,parameter_list,True
cpp,tree-sitter/tree-sitter-cpp,class_specifier,body,False,False,field_declaration_list,True
cpp,tree-sitter/tree-sitter-cpp,class_specifier,name,False,False,qualified_identifier,True
cpp,tree-sitter/tree-sitter-cpp,class_specifier,name,False,False,splice_type_specifier,True
cpp,tree-sitter/tree-sitter-cpp,class_specifier,name,False,False,template_type,True
cpp,tree-sitter/tree-sitter-cpp,class_specifier,name,False,False,type_identifier,True
cpp,tree-sitter/tree-sitter-cpp,co_await_expression,argument,True,False,expression,True
cpp,tree-sitter/tree-sitter-cpp,co_await_expression,operator,True,False,co_await,False
cpp,tree-sitter/tree-sitter-cpp,comma_expression,left,True,False,expression,True
cpp,tree-sitter/tree-sitter-cpp,comma_expression,right,True,False,comma_expression,True
cpp,tree-sitter/tree-sitter-cpp,comma_expression,right,True,False,expression,True
cpp,tree-sitter/tree-sitter-cpp,compound_literal_expression,type,True,True,primitive_type,True
cpp,tree-sitter/tree-sitter-cpp,compound_literal_expression,type,True,True,qualified_identifier,True
cpp,tree-sitter/tree-sitter-cpp,compound_literal_expression,type,True,True,splice_type_specifier,True
cpp,tree-sitter/tree-sitter-cpp,compound_literal_expression,type,True,True,template_type,True
cpp,tree-sitter/tree-sitter-cpp,compound_literal_expression,type,True,True,type_descriptor,True
cpp,tree-sitter/tree-sitter-cpp,compound_literal_expression,type,True,True,type_identifier,True
cpp,tree-sitter/tree-sitter-cpp,compound_literal_expression,type,True,True,typename,False
cpp,tree-sitter/tree-sitter-cpp,compound_literal_expression,value,True,False,initializer_list,True
cpp,tree-sitter/tree-sitter-cpp,concept_definition,name,True,False,identifier,True
