language,repository,node_type,named,has_fields,has_children,has_subtypes,payload_json
zig,tree-sitter-grammars/tree-sitter-zig,labeled_type_expression,True,False,True,False,"{""type"":""labeled_type_expression"",""named"":true,""fields"":{},""children"":{""multiple"":true,""required"":true,""types"":[{""type"":""block"",""named"":true},{""type"":""block_label"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,link_section,True,False,True,False,"{""type"":""link_section"",""named"":true,""fields"":{},""children"":{""multiple"":false,""required"":true,""types"":[{""type"":""expression"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,multiline_string,True,False,False,False,"{""type"":""multiline_string"",""named"":true,""fields"":{}}"
zig,tree-sitter-grammars/tree-sitter-zig,nosuspend_expression,True,False,True,False,"{""type"":""nosuspend_expression"",""named"":true,""fields"":{},""children"":{""multiple"":false,""required"":true,""types"":[{""type"":""expression"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,nosuspend_statement,True,False,True,False,"{""type"":""nosuspend_statement"",""named"":true,""fields"":{},""children"":{""multiple"":true,""required"":true,""types"":[{""type"":""block"",""named"":true},{""type"":""block_label"",""named"":true},{""type"":""expression_statement"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,null_coercion_expression,True,False,True,False,"{""type"":""null_coercion_expression"",""named"":true,""fields"":{},""children"":{""multiple"":false,""required"":true,""types"":[{""type"":""expression"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,nullable_type,True,False,True,False,"{""type"":""nullable_type"",""named"":true,""fields"":{},""children"":{""multiple"":false,""required"":true,""types"":[{""type"":""comptime_type_expression"",""named"":true},{""type"":""if_type_expression"",""named"":true},{""type"":""type_expression"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,opaque_declaration,True,False,True,False,"{""type"":""opaque_declaration"",""named"":true,""fields"":{},""children"":{""multiple"":true,""required"":true,""types"":[{""type"":""comptime_declaration"",""named"":true},{""type"":""container_field"",""named"":true},{""type"":""function_declaration"",""named"":true},{""type"":""test_declaration"",""named"":true},{""type"":""using_namespace_declaration"",""named"":true},{""type"":""variable_declaration"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,parameter,True,True,False,False,"{""type"":""parameter"",""named"":true,""fields"":{""name"":{""multiple"":false,""required"":false,""types"":[{""type"":""identifier"",""named"":true}]},""type"":{""multiple"":false,""required"":false,""types"":[{""type"":""comptime_type_expression"",""named"":true},{""type"":""if_type_expression"",""named"":true},{""type"":""type_expression"",""named"":true}]}}}"
zig,tree-sitter-grammars/tree-sitter-zig,parameters,True,False,True,False,"{""type"":""parameters"",""named"":true,""fields"":{},""children"":{""multiple"":true,""required"":false,""types"":[{""type"":""parameter"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,parenthesized_expression,True,False,True,False,"{""type"":""parenthesized_expression"",""named"":true,""fields"":{},""children"":{""multiple"":false,""required"":true,""types"":[{""type"":""expression"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,payload,True,False,True,False,"{""type"":""payload"",""named"":true,""fields"":{},""children"":{""multiple"":true,""required"":true,""types"":[{""type"":""identifier"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,pointer_type,True,False,True,False,"{""type"":""pointer_type"",""named"":true,""fields"":{},""children"":{""multiple"":true,""required"":true,""types"":[{""type"":""address_space"",""named"":true},{""type"":""expression"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,range_expression,True,True,False,False,"{""type"":""range_expression"",""named"":true,""fields"":{""left"":{""multiple"":false,""required"":true,""types"":[{""type"":""expression"",""named"":true}]},""right"":{""multiple"":false,""required"":false,""types"":[{""type"":""expression"",""named"":true}]}}}"
zig,tree-sitter-grammars/tree-sitter-zig,resume_expression,True,False,True,False,"{""type"":""resume_expression"",""named"":true,""fields"":{},""children"":{""multiple"":false,""required"":true,""types"":[{""type"":""expression"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,return_expression,True,False,True,False,"{""type"":""return_expression"",""named"":true,""fields"":{},""children"":{""multiple"":false,""required"":false,""types"":[{""type"":""expression"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,slice_type,True,True,True,False,"{""type"":""slice_type"",""named"":true,""fields"":{""sentinel"":{""multiple"":false,""required"":false,""types"":[{""type"":""expression"",""named"":true}]}},""children"":{""multiple"":true,""required"":true,""types"":[{""type"":""address_space"",""named"":true},{""type"":""byte_alignment"",""named"":true},{""type"":""type_expression"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,source_file,True,False,True,False,"{""type"":""source_file"",""named"":true,""root"":true,""fields"":{},""children"":{""multiple"":true,""required"":false,""types"":[{""type"":""comptime_declaration"",""named"":true},{""type"":""container_field"",""named"":true},{""type"":""function_declaration"",""named"":true},{""type"":""test_declaration"",""named"":true},{""type"":""using_namespace_declaration"",""named"":true},{""type"":""variable_declaration"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,string,True,False,True,False,"{""type"":""string"",""named"":true,""fields"":{},""children"":{""multiple"":true,""required"":false,""types"":[{""type"":""escape_sequence"",""named"":true},{""type"":""string_content"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,struct_declaration,True,False,True,False,"{""type"":""struct_declaration"",""named"":true,""fields"":{},""children"":{""multiple"":true,""required"":true,""types"":[{""type"":""comptime_declaration"",""named"":true},{""type"":""container_field"",""named"":true},{""type"":""expression"",""named"":true},{""type"":""function_declaration"",""named"":true},{""type"":""test_declaration"",""named"":true},{""type"":""using_namespace_declaration"",""named"":true},{""type"":""variable_declaration"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,struct_initializer,True,False,True,False,"{""type"":""struct_initializer"",""named"":true,""fields"":{},""children"":{""multiple"":true,""required"":true,""types"":[{""type"":""initializer_list"",""named"":true},{""type"":""primary_type_expression"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,suspend_statement,True,False,True,False,"{""type"":""suspend_statement"",""named"":true,""fields"":{},""children"":{""multiple"":true,""required"":true,""types"":[{""type"":""block"",""named"":true},{""type"":""block_label"",""named"":true},{""type"":""expression_statement"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,switch_case,True,False,True,False,"{""type"":""switch_case"",""named"":true,""fields"":{},""children"":{""multiple"":true,""required"":true,""types"":[{""type"":""expression"",""named"":true},{""type"":""payload"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,switch_expression,True,False,True,False,"{""type"":""switch_expression"",""named"":true,""fields"":{},""children"":{""multiple"":true,""required"":true,""types"":[{""type"":""block_label"",""named"":true},{""type"":""expression"",""named"":true},{""type"":""switch_case"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,test_declaration,True,False,True,False,"{""type"":""test_declaration"",""named"":true,""fields"":{},""children"":{""multiple"":true,""required"":true,""types"":[{""type"":""block"",""named"":true},{""type"":""identifier"",""named"":true},{""type"":""string"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,try_expression,True,False,True,False,"{""type"":""try_expression"",""named"":true,""fields"":{},""children"":{""multiple"":false,""required"":true,""types"":[{""type"":""expression"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,unary_expression,True,True,False,False,"{""type"":""unary_expression"",""named"":true,""fields"":{""argument"":{""multiple"":false,""required"":true,""types"":[{""type"":""expression"",""named"":true}]},""operator"":{""multiple"":false,""required"":true,""types"":[{""type"":""!"",""named"":false},{""type"":""&"",""named"":false},{""type"":""-"",""named"":false},{""type"":""-%"",""named"":false},{""type"":""~"",""named"":false}]}}}"
zig,tree-sitter-grammars/tree-sitter-zig,union_declaration,True,False,True,False,"{""type"":""union_declaration"",""named"":true,""fields"":{},""children"":{""multiple"":true,""required"":true,""types"":[{""type"":""comptime_declaration"",""named"":true},{""type"":""container_field"",""named"":true},{""type"":""expression"",""named"":true},{""type"":""function_declaration"",""named"":true},{""type"":""test_declaration"",""named"":true},{""type"":""using_namespace_declaration"",""named"":true},{""type"":""variable_declaration"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,using_namespace_declaration,True,False,True,False,"{""type"":""using_namespace_declaration"",""named"":true,""fields"":{},""children"":{""multiple"":false,""required"":true,""types"":[{""type"":""expression"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,variable_declaration,True,True,True,False,"{""type"":""variable_declaration"",""named"":true,""fields"":{""type"":{""multiple"":true,""required"":false,""types"":[{""type"":""comptime_type_expression"",""named"":true},{""type"":""if_type_expression"",""named"":true},{""type"":""type_expression"",""named"":true}]}},""children"":{""multiple"":true,""required"":true,""types"":[{""type"":""address_space"",""named"":true},{""type"":""byte_alignment"",""named"":true},{""type"":""expression"",""named"":true},{""type"":""identifier"",""named"":true},{""type"":""link_section"",""named"":true},{""type"":""string"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,while_expression,True,True,True,False,"{""type"":""while_expression"",""named"":true,""fields"":{""condition"":{""multiple"":false,""required"":true,""types"":[{""type"":""expression"",""named"":true}]}},""children"":{""multiple"":true,""required"":true,""types"":[{""type"":""block_label"",""named"":true},{""type"":""expression"",""named"":true},{""type"":""payload"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,while_statement,True,True,True,False,"{""type"":""while_statement"",""named"":true,""fields"":{""body"":{""multiple"":false,""required"":true,""types"":[{""type"":""block_expression"",""named"":true},{""type"":""expression"",""named"":true}]},""condition"":{""multiple"":false,""required"":true,""types"":[{""type"":""expression"",""named"":true}]}},""children"":{""multiple"":true,""required"":false,""types"":[{""type"":""else_clause"",""named"":true},{""type"":""expression"",""named"":true},{""type"":""payload"",""named"":true}]}}"
zig,tree-sitter-grammars/tree-sitter-zig,!,False,False,False,False,"{""type"":""!"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,!=,False,False,False,False,"{""type"":""!="",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,"""",False,False,False,False,"{""type"":""\"""",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,%,False,False,False,False,"{""type"":""%"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,%=,False,False,False,False,"{""type"":""%="",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,&,False,False,False,False,"{""type"":""&"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,&=,False,False,False,False,"{""type"":""&="",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,',False,False,False,False,"{""type"":""'"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,(,False,False,False,False,"{""type"":""("",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,),False,False,False,False,"{""type"":"")"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,*,False,False,False,False,"{""type"":""*"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,*%,False,False,False,False,"{""type"":""*%"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,*%=,False,False,False,False,"{""type"":""*%="",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,**,False,False,False,False,"{""type"":""**"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,*=,False,False,False,False,"{""type"":""*="",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,*|,False,False,False,False,"{""type"":""*|"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,*|=,False,False,False,False,"{""type"":""*|="",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,+,False,False,False,False,"{""type"":""+"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,+%,False,False,False,False,"{""type"":""+%"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,+%=,False,False,False,False,"{""type"":""+%="",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,++,False,False,False,False,"{""type"":""++"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,+=,False,False,False,False,"{""type"":""+="",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,+|,False,False,False,False,"{""type"":""+|"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,+|=,False,False,False,False,"{""type"":""+|="",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,",",False,False,False,False,"{""type"":"","",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,-,False,False,False,False,"{""type"":""-"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,-%,False,False,False,False,"{""type"":""-%"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,-%=,False,False,False,False,"{""type"":""-%="",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,-=,False,False,False,False,"{""type"":""-="",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,->,False,False,False,False,"{""type"":""->"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,-|,False,False,False,False,"{""type"":""-|"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,-|=,False,False,False,False,"{""type"":""-|="",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,.,False,False,False,False,"{""type"":""."",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,.*,False,False,False,False,"{""type"":"".*"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,..,False,False,False,False,"{""type"":"".."",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,...,False,False,False,False,"{""type"":""..."",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,.?,False,False,False,False,"{""type"":"".?"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,/,False,False,False,False,"{""type"":""/"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,/=,False,False,False,False,"{""type"":""/="",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,:,False,False,False,False,"{""type"":"":"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,;,False,False,False,False,"{""type"":"";"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,<,False,False,False,False,"{""type"":""<"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,<<,False,False,False,False,"{""type"":""<<"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,<<=,False,False,False,False,"{""type"":""<<="",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,<<|,False,False,False,False,"{""type"":""<<|"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,<<|=,False,False,False,False,"{""type"":""<<|="",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,<=,False,False,False,False,"{""type"":""<="",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,=,False,False,False,False,"{""type"":""="",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,==,False,False,False,False,"{""type"":""=="",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,=>,False,False,False,False,"{""type"":""=>"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,>,False,False,False,False,"{""type"":"">"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,>=,False,False,False,False,"{""type"":"">="",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,>>,False,False,False,False,"{""type"":"">>"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,>>=,False,False,False,False,"{""type"":"">>="",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,?,False,False,False,False,"{""type"":""?"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,@,False,False,False,False,"{""type"":""@"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,[,False,False,False,False,"{""type"":""["",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,],False,False,False,False,"{""type"":""]"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,^,False,False,False,False,"{""type"":""^"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,^=,False,False,False,False,"{""type"":""^="",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,addrspace,False,False,False,False,"{""type"":""addrspace"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,align,False,False,False,False,"{""type"":""align"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,allowzero,False,False,False,False,"{""type"":""allowzero"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,and,False,False,False,False,"{""type"":""and"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,anyerror,False,False,False,False,"{""type"":""anyerror"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,anyframe,False,False,False,False,"{""type"":""anyframe"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,anyopaque,False,False,False,False,"{""type"":""anyopaque"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,anytype,False,False,False,False,"{""type"":""anytype"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,asm,False,False,False,False,"{""type"":""asm"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,async,False,False,False,False,"{""type"":""async"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,await,False,False,False,False,"{""type"":""await"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,bool,False,False,False,False,"{""type"":""bool"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,break,False,False,False,False,"{""type"":""break"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,builtin_identifier,True,False,False,False,"{""type"":""builtin_identifier"",""named"":true}"
zig,tree-sitter-grammars/tree-sitter-zig,c,False,False,False,False,"{""type"":""c"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,c_int,False,False,False,False,"{""type"":""c_int"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,c_long,False,False,False,False,"{""type"":""c_long"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,c_longdouble,False,False,False,False,"{""type"":""c_longdouble"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,c_longlong,False,False,False,False,"{""type"":""c_longlong"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,c_short,False,False,False,False,"{""type"":""c_short"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,c_uint,False,False,False,False,"{""type"":""c_uint"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,c_ulong,False,False,False,False,"{""type"":""c_ulong"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,c_ulonglong,False,False,False,False,"{""type"":""c_ulonglong"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,c_ushort,False,False,False,False,"{""type"":""c_ushort"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,callconv,False,False,False,False,"{""type"":""callconv"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,catch,False,False,False,False,"{""type"":""catch"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,character_content,True,False,False,False,"{""type"":""character_content"",""named"":true}"
zig,tree-sitter-grammars/tree-sitter-zig,comment,True,False,False,False,"{""type"":""comment"",""named"":true,""extra"":true}"
zig,tree-sitter-grammars/tree-sitter-zig,comptime,False,False,False,False,"{""type"":""comptime"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,comptime_float,False,False,False,False,"{""type"":""comptime_float"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,comptime_int,False,False,False,False,"{""type"":""comptime_int"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,const,False,False,False,False,"{""type"":""const"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,continue,False,False,False,False,"{""type"":""continue"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,defer,False,False,False,False,"{""type"":""defer"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,else,False,False,False,False,"{""type"":""else"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,enum,False,False,False,False,"{""type"":""enum"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,errdefer,False,False,False,False,"{""type"":""errdefer"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,error,False,False,False,False,"{""type"":""error"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,escape_sequence,True,False,False,False,"{""type"":""escape_sequence"",""named"":true}"
zig,tree-sitter-grammars/tree-sitter-zig,export,False,False,False,False,"{""type"":""export"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,extern,False,False,False,False,"{""type"":""extern"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,f128,False,False,False,False,"{""type"":""f128"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,f16,False,False,False,False,"{""type"":""f16"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,f32,False,False,False,False,"{""type"":""f32"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,f64,False,False,False,False,"{""type"":""f64"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,false,False,False,False,False,"{""type"":""false"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,float,True,False,False,False,"{""type"":""float"",""named"":true}"
zig,tree-sitter-grammars/tree-sitter-zig,fn,False,False,False,False,"{""type"":""fn"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,for,False,False,False,False,"{""type"":""for"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,if,False,False,False,False,"{""type"":""if"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,inline,False,False,False,False,"{""type"":""inline"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,integer,True,False,False,False,"{""type"":""integer"",""named"":true}"
zig,tree-sitter-grammars/tree-sitter-zig,isize,False,False,False,False,"{""type"":""isize"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,linksection,False,False,False,False,"{""type"":""linksection"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,noalias,False,False,False,False,"{""type"":""noalias"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,noinline,False,False,False,False,"{""type"":""noinline"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,noreturn,False,False,False,False,"{""type"":""noreturn"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,nosuspend,False,False,False,False,"{""type"":""nosuspend"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,null,False,False,False,False,"{""type"":""null"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,opaque,False,False,False,False,"{""type"":""opaque"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,or,False,False,False,False,"{""type"":""or"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,orelse,False,False,False,False,"{""type"":""orelse"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,packed,False,False,False,False,"{""type"":""packed"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,pub,False,False,False,False,"{""type"":""pub"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,resume,False,False,False,False,"{""type"":""resume"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,return,False,False,False,False,"{""type"":""return"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,string_content,True,False,False,False,"{""type"":""string_content"",""named"":true}"
zig,tree-sitter-grammars/tree-sitter-zig,struct,False,False,False,False,"{""type"":""struct"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,suspend,False,False,False,False,"{""type"":""suspend"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,switch,False,False,False,False,"{""type"":""switch"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,test,False,False,False,False,"{""type"":""test"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,threadlocal,False,False,False,False,"{""type"":""threadlocal"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,true,False,False,False,False,"{""type"":""true"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,try,False,False,False,False,"{""type"":""try"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,type,False,False,False,False,"{""type"":""type"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,undefined,False,False,False,False,"{""type"":""undefined"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,union,False,False,False,False,"{""type"":""union"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,unreachable,False,False,False,False,"{""type"":""unreachable"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,usingnamespace,False,False,False,False,"{""type"":""usingnamespace"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,usize,False,False,False,False,"{""type"":""usize"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,var,False,False,False,False,"{""type"":""var"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,void,False,False,False,False,"{""type"":""void"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,volatile,False,False,False,False,"{""type"":""volatile"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,while,False,False,False,False,"{""type"":""while"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,{,False,False,False,False,"{""type"":""{"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,|,False,False,False,False,"{""type"":""|"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,|=,False,False,False,False,"{""type"":""|="",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,||,False,False,False,False,"{""type"":""||"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,},False,False,False,False,"{""type"":""}"",""named"":false}"
zig,tree-sitter-grammars/tree-sitter-zig,~,False,False,False,False,"{""type"":""~"",""named"":false}"
julia,tree-sitter/tree-sitter-julia,_definition,True,False,False,True,"{""type"":""_definition"",""named"":true,""subtypes"":[{""type"":""abstract_definition"",""named"":true},{""type"":""function_definition"",""named"":true},{""type"":""macro_definition"",""named"":true},{""type"":""module_definition"",""named"":true},{""type"":""primitive_definition"",""named"":true},{""type"":""struct_definition"",""named"":true}]}"
