language,repository,rule,atom_count,max_depth,symbol_ref_count,field_count,operators,operator_counts_json,symbol_refs,fields,rule_json
go,tree-sitter/tree-sitter-go,type_declaration,29,8,2,0,BLANK|CHOICE|PATTERN|REPEAT|SEQ|STRING|SYMBOL,"{""BLANK"":2,""CHOICE"":7,""PATTERN"":2,""REPEAT"":1,""SEQ"":4,""STRING"":7,""SYMBOL"":6}",type_alias|type_spec,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""type""},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""type_spec""},{""type"":""SYMBOL"",""name"":""type_alias""},{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""(""},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""type_spec""},{""type"":""SYMBOL"",""name"":""type_alias""}]},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""PATTERN"",""value"":""\\n""},{""type"":""STRING"",""value"":"";""},{""type"":""STRING"",""value"":""\u0000""}]},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""type_spec""},{""type"":""SYMBOL"",""name"":""type_alias""}]}]}},{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""PATTERN"",""value"":""\\n""},{""type"":""STRING"",""value"":"";""},{""type"":""STRING"",""value"":""\u0000""}]},{""type"":""BLANK""}]}]},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":"")""}]}]}]}"
go,tree-sitter/tree-sitter-go,type_spec,9,3,3,3,BLANK|CHOICE|FIELD|SEQ|SYMBOL,"{""BLANK"":1,""CHOICE"":1,""FIELD"":3,""SEQ"":1,""SYMBOL"":3}",_type|_type_identifier|type_parameter_list,name|type|type_parameters,"{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""_type_identifier""}},{""type"":""FIELD"",""name"":""type_parameters"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""type_parameter_list""},{""type"":""BLANK""}]}},{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""_type""}}]}"
go,tree-sitter/tree-sitter-go,field_name_list,6,3,1,0,REPEAT|SEQ|STRING|SYMBOL,"{""REPEAT"":1,""SEQ"":2,""STRING"":1,""SYMBOL"":2}",_field_identifier,,"{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""_field_identifier""},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""SYMBOL"",""name"":""_field_identifier""}]}}]}"
go,tree-sitter/tree-sitter-go,expression_list,6,3,1,0,REPEAT|SEQ|STRING|SYMBOL,"{""REPEAT"":1,""SEQ"":2,""STRING"":1,""SYMBOL"":2}",_expression,,"{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""_expression""},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""SYMBOL"",""name"":""_expression""}]}}]}"
go,tree-sitter/tree-sitter-go,_type,3,1,2,0,CHOICE|SYMBOL,"{""CHOICE"":1,""SYMBOL"":2}",_simple_type|parenthesized_type,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_simple_type""},{""type"":""SYMBOL"",""name"":""parenthesized_type""}]}"
go,tree-sitter/tree-sitter-go,parenthesized_type,4,1,1,0,SEQ|STRING|SYMBOL,"{""SEQ"":1,""STRING"":2,""SYMBOL"":1}",_type,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""(""},{""type"":""SYMBOL"",""name"":""_type""},{""type"":""STRING"",""value"":"")""}]}"
go,tree-sitter/tree-sitter-go,_simple_type,15,2,12,0,CHOICE|PREC_DYNAMIC|SYMBOL,"{""CHOICE"":1,""PREC_DYNAMIC"":2,""SYMBOL"":12}",_type_identifier|array_type|channel_type|function_type|generic_type|interface_type|map_type|negated_type|pointer_type|qualified_type|slice_type|struct_type,,"{""type"":""CHOICE"",""members"":[{""type"":""PREC_DYNAMIC"",""value"":-1,""content"":{""type"":""SYMBOL"",""name"":""_type_identifier""}},{""type"":""SYMBOL"",""name"":""generic_type""},{""type"":""SYMBOL"",""name"":""qualified_type""},{""type"":""SYMBOL"",""name"":""pointer_type""},{""type"":""SYMBOL"",""name"":""struct_type""},{""type"":""SYMBOL"",""name"":""interface_type""},{""type"":""SYMBOL"",""name"":""array_type""},{""type"":""SYMBOL"",""name"":""slice_type""},{""type"":""PREC_DYNAMIC"",""value"":3,""content"":{""type"":""SYMBOL"",""name"":""map_type""}},{""type"":""SYMBOL"",""name"":""channel_type""},{""type"":""SYMBOL"",""name"":""function_type""},{""type"":""SYMBOL"",""name"":""negated_type""}]}"
go,tree-sitter/tree-sitter-go,generic_type,9,4,4,2,CHOICE|FIELD|PREC_DYNAMIC|SEQ|SYMBOL,"{""CHOICE"":1,""FIELD"":2,""PREC_DYNAMIC"":1,""SEQ"":1,""SYMBOL"":4}",_type_identifier|negated_type|qualified_type|type_arguments,type|type_arguments,"{""type"":""PREC_DYNAMIC"",""value"":1,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_type_identifier""},{""type"":""SYMBOL"",""name"":""qualified_type""},{""type"":""SYMBOL"",""name"":""negated_type""}]}},{""type"":""FIELD"",""name"":""type_arguments"",""content"":{""type"":""SYMBOL"",""name"":""type_arguments""}}]}}"
go,tree-sitter/tree-sitter-go,type_arguments,13,5,1,0,BLANK|CHOICE|PREC_DYNAMIC|REPEAT|SEQ|STRING|SYMBOL,"{""BLANK"":1,""CHOICE"":1,""PREC_DYNAMIC"":1,""REPEAT"":1,""SEQ"":3,""STRING"":4,""SYMBOL"":2}",type_elem,,"{""type"":""PREC_DYNAMIC"",""value"":2,""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""[""},{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""type_elem""},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""SYMBOL"",""name"":""type_elem""}]}}]},{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":""]""}]}}"
go,tree-sitter/tree-sitter-go,pointer_type,4,2,1,0,PREC|SEQ|STRING|SYMBOL,"{""PREC"":1,""SEQ"":1,""STRING"":1,""SYMBOL"":1}",_type,,"{""type"":""PREC"",""value"":6,""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""*""},{""type"":""SYMBOL"",""name"":""_type""}]}}"
go,tree-sitter/tree-sitter-go,array_type,8,3,2,2,FIELD|PREC_RIGHT|SEQ|STRING|SYMBOL,"{""FIELD"":2,""PREC_RIGHT"":1,""SEQ"":1,""STRING"":2,""SYMBOL"":2}",_expression|_type,element|length,"{""type"":""PREC_RIGHT"",""value"":0,""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""[""},{""type"":""FIELD"",""name"":""length"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""STRING"",""value"":""]""},{""type"":""FIELD"",""name"":""element"",""content"":{""type"":""SYMBOL"",""name"":""_type""}}]}}"
go,tree-sitter/tree-sitter-go,implicit_length_array_type,6,2,1,1,FIELD|SEQ|STRING|SYMBOL,"{""FIELD"":1,""SEQ"":1,""STRING"":3,""SYMBOL"":1}",_type,element,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""[""},{""type"":""STRING"",""value"":""...""},{""type"":""STRING"",""value"":""]""},{""type"":""FIELD"",""name"":""element"",""content"":{""type"":""SYMBOL"",""name"":""_type""}}]}"
go,tree-sitter/tree-sitter-go,slice_type,6,3,1,1,FIELD|PREC_RIGHT|SEQ|STRING|SYMBOL,"{""FIELD"":1,""PREC_RIGHT"":1,""SEQ"":1,""STRING"":2,""SYMBOL"":1}",_type,element,"{""type"":""PREC_RIGHT"",""value"":0,""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""[""},{""type"":""STRING"",""value"":""]""},{""type"":""FIELD"",""name"":""element"",""content"":{""type"":""SYMBOL"",""name"":""_type""}}]}}"
go,tree-sitter/tree-sitter-go,struct_type,3,1,1,0,SEQ|STRING|SYMBOL,"{""SEQ"":1,""STRING"":1,""SYMBOL"":1}",field_declaration_list,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""struct""},{""type"":""SYMBOL"",""name"":""field_declaration_list""}]}"
go,tree-sitter/tree-sitter-go,negated_type,4,2,1,0,PREC_LEFT|SEQ|STRING|SYMBOL,"{""PREC_LEFT"":1,""SEQ"":1,""STRING"":1,""SYMBOL"":1}",_type,,"{""type"":""PREC_LEFT"",""value"":0,""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""~""},{""type"":""SYMBOL"",""name"":""_type""}]}}"
go,tree-sitter/tree-sitter-go,field_declaration_list,20,6,1,0,BLANK|CHOICE|PATTERN|REPEAT|SEQ|STRING|SYMBOL,"{""BLANK"":2,""CHOICE"":4,""PATTERN"":2,""REPEAT"":1,""SEQ"":3,""STRING"":6,""SYMBOL"":2}",field_declaration,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""{""},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""field_declaration""},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""PATTERN"",""value"":""\\n""},{""type"":""STRING"",""value"":"";""},{""type"":""STRING"",""value"":""\u0000""}]},{""type"":""SYMBOL"",""name"":""field_declaration""}]}},{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""PATTERN"",""value"":""\\n""},{""type"":""STRING"",""value"":"";""},{""type"":""STRING"",""value"":""\u0000""}]},{""type"":""BLANK""}]}]},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":""}""}]}"
go,tree-sitter/tree-sitter-go,field_declaration,26,7,6,3,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL,"{""BLANK"":2,""CHOICE"":4,""FIELD"":5,""REPEAT"":1,""SEQ"":5,""STRING"":2,""SYMBOL"":7}",_field_identifier|_string_literal|_type|_type_identifier|generic_type|qualified_type,name|tag|type,"{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""_field_identifier""}},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""_field_identifier""}}]}}]},{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""_type""}}]},{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""*""},{""type"":""BLANK""}]},{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_type_identifier""},{""type"":""SYMBOL"",""name"":""qualified_type""},{""type"":""SYMBOL"",""name"":""generic_type""}]}}]}]},{""type"":""FIELD"",""name"":""tag"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_string_literal""},{""type"":""BLANK""}]}}]}"
go,tree-sitter/tree-sitter-go,interface_type,21,6,1,0,BLANK|CHOICE|PATTERN|REPEAT|SEQ|STRING|SYMBOL,"{""BLANK"":2,""CHOICE"":4,""PATTERN"":2,""REPEAT"":1,""SEQ"":3,""STRING"":7,""SYMBOL"":2}",_interface_elem,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""interface""},{""type"":""STRING"",""value"":""{""},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""_interface_elem""},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""PATTERN"",""value"":""\\n""},{""type"":""STRING"",""value"":"";""},{""type"":""STRING"",""value"":""\u0000""}]},{""type"":""SYMBOL"",""name"":""_interface_elem""}]}},{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""PATTERN"",""value"":""\\n""},{""type"":""STRING"",""value"":"";""},{""type"":""STRING"",""value"":""\u0000""}]},{""type"":""BLANK""}]}]},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":""}""}]}"
go,tree-sitter/tree-sitter-go,_interface_elem,3,1,2,0,CHOICE|SYMBOL,"{""CHOICE"":1,""SYMBOL"":2}",method_elem|type_elem,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""method_elem""},{""type"":""SYMBOL"",""name"":""type_elem""}]}"
go,tree-sitter/tree-sitter-go,method_elem,11,4,3,3,BLANK|CHOICE|FIELD|SEQ|SYMBOL,"{""BLANK"":1,""CHOICE"":2,""FIELD"":3,""SEQ"":1,""SYMBOL"":4}",_field_identifier|_simple_type|parameter_list,name|parameters|result,"{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""_field_identifier""}},{""type"":""FIELD"",""name"":""parameters"",""content"":{""type"":""SYMBOL"",""name"":""parameter_list""}},{""type"":""FIELD"",""name"":""result"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""parameter_list""},{""type"":""SYMBOL"",""name"":""_simple_type""}]},{""type"":""BLANK""}]}}]}"
go,tree-sitter/tree-sitter-go,type_elem,6,3,1,0,REPEAT|SEQ|STRING|SYMBOL,"{""REPEAT"":1,""SEQ"":2,""STRING"":1,""SYMBOL"":2}",_type,,"{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""_type""},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""|""},{""type"":""SYMBOL"",""name"":""_type""}]}}]}"
go,tree-sitter/tree-sitter-go,map_type,9,3,1,2,FIELD|PREC_RIGHT|SEQ|STRING|SYMBOL,"{""FIELD"":2,""PREC_RIGHT"":1,""SEQ"":1,""STRING"":3,""SYMBOL"":2}",_type,key|value,"{""type"":""PREC_RIGHT"",""value"":0,""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""map""},{""type"":""STRING"",""value"":""[""},{""type"":""FIELD"",""name"":""key"",""content"":{""type"":""SYMBOL"",""name"":""_type""}},{""type"":""STRING"",""value"":""]""},{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""_type""}}]}}"
go,tree-sitter/tree-sitter-go,channel_type,17,5,1,1,CHOICE|FIELD|PREC|PREC_LEFT|SEQ|STRING|SYMBOL,"{""CHOICE"":1,""FIELD"":3,""PREC"":1,""PREC_LEFT"":1,""SEQ"":3,""STRING"":5,""SYMBOL"":3}",_type,value,"{""type"":""PREC_LEFT"",""value"":0,""content"":{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""chan""},{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""_type""}}]},{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""chan""},{""type"":""STRING"",""value"":""<-""},{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""_type""}}]},{""type"":""PREC"",""value"":6,""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""<-""},{""type"":""STRING"",""value"":""chan""},{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""_type""}}]}}]}}"
go,tree-sitter/tree-sitter-go,function_type,11,5,2,2,BLANK|CHOICE|FIELD|PREC_RIGHT|SEQ|STRING|SYMBOL,"{""BLANK"":1,""CHOICE"":2,""FIELD"":2,""PREC_RIGHT"":1,""SEQ"":1,""STRING"":1,""SYMBOL"":3}",_simple_type|parameter_list,parameters|result,"{""type"":""PREC_RIGHT"",""value"":0,""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""func""},{""type"":""FIELD"",""name"":""parameters"",""content"":{""type"":""SYMBOL"",""name"":""parameter_list""}},{""type"":""FIELD"",""name"":""result"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""parameter_list""},{""type"":""SYMBOL"",""name"":""_simple_type""}]},{""type"":""BLANK""}]}}]}}"
go,tree-sitter/tree-sitter-go,block,6,2,1,0,BLANK|CHOICE|SEQ|STRING|SYMBOL,"{""BLANK"":1,""CHOICE"":1,""SEQ"":1,""STRING"":2,""SYMBOL"":1}",statement_list,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""{""},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""statement_list""},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":""}""}]}"
go,tree-sitter/tree-sitter-go,statement_list,23,6,2,0,ALIAS|BLANK|CHOICE|PATTERN|REPEAT|SEQ|STRING|SYMBOL,"{""ALIAS"":2,""BLANK"":2,""CHOICE"":5,""PATTERN"":2,""REPEAT"":1,""SEQ"":3,""STRING"":4,""SYMBOL"":4}",_statement|empty_labeled_statement,,"{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""_statement""},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""PATTERN"",""value"":""\\n""},{""type"":""STRING"",""value"":"";""},{""type"":""STRING"",""value"":""\u0000""}]},{""type"":""SYMBOL"",""name"":""_statement""}]}},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""PATTERN"",""value"":""\\n""},{""type"":""STRING"",""value"":"";""},{""type"":""STRING"",""value"":""\u0000""}]},{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""empty_labeled_statement""},""named"":true,""value"":""labeled_statement""},{""type"":""BLANK""}]}]},{""type"":""BLANK""}]}]},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""empty_labeled_statement""},""named"":true,""value"":""labeled_statement""}]}"
go,tree-sitter/tree-sitter-go,_statement,18,1,17,0,CHOICE|SYMBOL,"{""CHOICE"":1,""SYMBOL"":17}",_declaration|_simple_statement|block|break_statement|continue_statement|defer_statement|empty_statement|expression_switch_statement|fallthrough_statement|for_statement|go_statement|goto_statement|if_statement|labeled_statement|return_statement|select_statement|type_switch_statement,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_declaration""},{""type"":""SYMBOL"",""name"":""_simple_statement""},{""type"":""SYMBOL"",""name"":""return_statement""},{""type"":""SYMBOL"",""name"":""go_statement""},{""type"":""SYMBOL"",""name"":""defer_statement""},{""type"":""SYMBOL"",""name"":""if_statement""},{""type"":""SYMBOL"",""name"":""for_statement""},{""type"":""SYMBOL"",""name"":""expression_switch_statement""},{""type"":""SYMBOL"",""name"":""type_switch_statement""},{""type"":""SYMBOL"",""name"":""select_statement""},{""type"":""SYMBOL"",""name"":""labeled_statement""},{""type"":""SYMBOL"",""name"":""fallthrough_statement""},{""type"":""SYMBOL"",""name"":""break_statement""},{""type"":""SYMBOL"",""name"":""continue_statement""},{""type"":""SYMBOL"",""name"":""goto_statement""},{""type"":""SYMBOL"",""name"":""block""},{""type"":""SYMBOL"",""name"":""empty_statement""}]}"
go,tree-sitter/tree-sitter-go,empty_statement,1,0,0,0,STRING,"{""STRING"":1}",,,"{""type"":""STRING"",""value"":"";""}"
go,tree-sitter/tree-sitter-go,_simple_statement,7,1,6,0,CHOICE|SYMBOL,"{""CHOICE"":1,""SYMBOL"":6}",assignment_statement|dec_statement|expression_statement|inc_statement|send_statement|short_var_declaration,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""expression_statement""},{""type"":""SYMBOL"",""name"":""send_statement""},{""type"":""SYMBOL"",""name"":""inc_statement""},{""type"":""SYMBOL"",""name"":""dec_statement""},{""type"":""SYMBOL"",""name"":""assignment_statement""},{""type"":""SYMBOL"",""name"":""short_var_declaration""}]}"
go,tree-sitter/tree-sitter-go,expression_statement,1,0,1,0,SYMBOL,"{""SYMBOL"":1}",_expression,,"{""type"":""SYMBOL"",""name"":""_expression""}"
go,tree-sitter/tree-sitter-go,send_statement,6,2,1,2,FIELD|SEQ|STRING|SYMBOL,"{""FIELD"":2,""SEQ"":1,""STRING"":1,""SYMBOL"":2}",_expression,channel|value,"{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""channel"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""STRING"",""value"":""<-""},{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}"
go,tree-sitter/tree-sitter-go,receive_statement,11,4,2,2,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL,"{""BLANK"":1,""CHOICE"":2,""FIELD"":2,""SEQ"":2,""STRING"":2,""SYMBOL"":2}",_expression|expression_list,left|right,"{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression_list""}},{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""=""},{""type"":""STRING"",""value"":"":=""}]}]},{""type"":""BLANK""}]},{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}"
go,tree-sitter/tree-sitter-go,inc_statement,3,1,1,0,SEQ|STRING|SYMBOL,"{""SEQ"":1,""STRING"":1,""SYMBOL"":1}",_expression,,"{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""_expression""},{""type"":""STRING"",""value"":""++""}]}"
go,tree-sitter/tree-sitter-go,dec_statement,3,1,1,0,SEQ|STRING|SYMBOL,"{""SEQ"":1,""STRING"":1,""SYMBOL"":1}",_expression,,"{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""_expression""},{""type"":""STRING"",""value"":""--""}]}"
go,tree-sitter/tree-sitter-go,assignment_statement,19,3,1,3,CHOICE|FIELD|SEQ|STRING|SYMBOL,"{""CHOICE"":1,""FIELD"":3,""SEQ"":1,""STRING"":12,""SYMBOL"":2}",expression_list,left|operator|right,"{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression_list""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""*=""},{""type"":""STRING"",""value"":""/=""},{""type"":""STRING"",""value"":""%=""},{""type"":""STRING"",""value"":""<<=""},{""type"":""STRING"",""value"":"">>=""},{""type"":""STRING"",""value"":""&=""},{""type"":""STRING"",""value"":""&^=""},{""type"":""STRING"",""value"":""+=""},{""type"":""STRING"",""value"":""-=""},{""type"":""STRING"",""value"":""|=""},{""type"":""STRING"",""value"":""^=""},{""type"":""STRING"",""value"":""=""}]}},{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression_list""}}]}"
go,tree-sitter/tree-sitter-go,short_var_declaration,6,2,1,2,FIELD|SEQ|STRING|SYMBOL,"{""FIELD"":2,""SEQ"":1,""STRING"":1,""SYMBOL"":2}",expression_list,left|right,"{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression_list""}},{""type"":""STRING"",""value"":"":=""},{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression_list""}}]}"
go,tree-sitter/tree-sitter-go,labeled_statement,6,3,2,1,ALIAS|FIELD|SEQ|STRING|SYMBOL,"{""ALIAS"":1,""FIELD"":1,""SEQ"":1,""STRING"":1,""SYMBOL"":2}",_statement|identifier,label,"{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""label"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""identifier""},""named"":true,""value"":""label_name""}},{""type"":""STRING"",""value"":"":""},{""type"":""SYMBOL"",""name"":""_statement""}]}"
go,tree-sitter/tree-sitter-go,empty_labeled_statement,5,3,1,1,ALIAS|FIELD|SEQ|STRING|SYMBOL,"{""ALIAS"":1,""FIELD"":1,""SEQ"":1,""STRING"":1,""SYMBOL"":1}",identifier,label,"{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""label"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""identifier""},""named"":true,""value"":""label_name""}},{""type"":""STRING"",""value"":"":""}]}"
go,tree-sitter/tree-sitter-go,fallthrough_statement,2,1,0,0,PREC_LEFT|STRING,"{""PREC_LEFT"":1,""STRING"":1}",,,"{""type"":""PREC_LEFT"",""value"":0,""content"":{""type"":""STRING"",""value"":""fallthrough""}}"
go,tree-sitter/tree-sitter-go,break_statement,6,3,1,0,ALIAS|BLANK|CHOICE|SEQ|STRING|SYMBOL,"{""ALIAS"":1,""BLANK"":1,""CHOICE"":1,""SEQ"":1,""STRING"":1,""SYMBOL"":1}",identifier,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""break""},{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""identifier""},""named"":true,""value"":""label_name""},{""type"":""BLANK""}]}]}"
go,tree-sitter/tree-sitter-go,continue_statement,6,3,1,0,ALIAS|BLANK|CHOICE|SEQ|STRING|SYMBOL,"{""ALIAS"":1,""BLANK"":1,""CHOICE"":1,""SEQ"":1,""STRING"":1,""SYMBOL"":1}",identifier,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""continue""},{""type"":""CHOICE"",""members"":[{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""identifier""},""named"":true,""value"":""label_name""},{""type"":""BLANK""}]}]}"
go,tree-sitter/tree-sitter-go,goto_statement,4,2,1,0,ALIAS|SEQ|STRING|SYMBOL,"{""ALIAS"":1,""SEQ"":1,""STRING"":1,""SYMBOL"":1}",identifier,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""goto""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""identifier""},""named"":true,""value"":""label_name""}]}"
go,tree-sitter/tree-sitter-go,return_statement,5,2,1,0,BLANK|CHOICE|SEQ|STRING|SYMBOL,"{""BLANK"":1,""CHOICE"":1,""SEQ"":1,""STRING"":1,""SYMBOL"":1}",expression_list,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""return""},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""expression_list""},{""type"":""BLANK""}]}]}"
go,tree-sitter/tree-sitter-go,go_statement,3,1,1,0,SEQ|STRING|SYMBOL,"{""SEQ"":1,""STRING"":1,""SYMBOL"":1}",_expression,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""go""},{""type"":""SYMBOL"",""name"":""_expression""}]}"
