feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield
ffi,0.03257,0.00216,0.00000,0.00000,0.00000,0.00154,0.00369,0.00000,0.00000,0.00000,0.00092,0.00000,0.00046,0.00087,0.00000,0.00236,0.00111,0.00000,0.00000,0.00000,0.00139,0.00000,0.00188,0.00000,0.02080,0.03044,1.00623,0.01648,0.00000,0.00314,0.03197,0.00066,0.00071,0.00103,0.00048,0.00064,0.00070,0.00044,0.00000,0.03094,0.00000,0.00215,0.00175,0.02935,0.00253,0.00000,0.02683,0.03212,0.00000,0.00000,0.01572,0.00133,0.00188,0.00100,0.00000,0.00000,0.00000,0.00359,0.02953,0.00000,0.00088,0.00035,0.00233,0.00000,0.00111,0.02980,0.00072,0.00000,0.00000,0.00163,0.01925,0.00000,0.00096,0.00043,0.00102,0.00000,0.00012,0.00000,0.00000,0.00000,0.00264,0.00111,0.00000,0.00000,0.00176,0.00281,0.00219,0.00000,0.00249,0.00000,0.00000,0.00000,0.00000,0.00119,0.03081,0.02394,0.00000,0.00108
filesystem,0.00212,0.00022,0.00000,0.00000,0.00000,0.00000,0.00526,0.00000,0.00000,0.00000,0.00015,0.00000,0.00108,0.00094,0.00082,0.00246,0.00084,0.00000,0.00000,0.00000,0.00126,0.00000,0.00342,0.00000,0.00140,0.04137,0.03647,1.00484,0.00000,0.00325,0.03869,0.00119,0.00035,0.00080,0.00098,0.00118,0.00081,0.00116,0.00000,0.00414,0.00000,0.03776,0.03720,0.04227,0.00089,0.00000,0.00424,0.00637,0.00000,0.00000,0.00050,0.00061,0.00000,0.00255,0.00000,0.00000,0.00000,0.00423,0.00412,0.00000,0.03711,0.00019,0.03567,0.00000,0.00000,0.04200,0.00047,0.00000,0.00000,0.00098,0.00059,0.00000,0.00195,0.00000,0.00148,0.00000,0.00017,0.00000,0.00000,0.00000,0.00053,0.00146,0.00000,0.00000,0.00250,0.00162,0.00366,0.00000,0.00195,0.00000,0.00000,0.00000,0.00000,0.00119,0.00363,0.03615,0.00000,0.00079
for,0.00000,0.00000,0.00000,0.00000,0.03545,0.00000,0.00070,0.04045,0.03928,0.00000,0.00000,0.00000,0.00000,0.00191,0.00000,0.00000,0.00278,0.00000,0.00000,0.04226,0.00157,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.02292,0.00076,0.00000,0.00190,0.00000,0.00433,0.00067,0.00102,0.00000,0.00104,0.06098,0.00000,0.03426,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00252,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00341,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00404,0.00157,0.03027,0.00048,0.00107,0.00000,0.00000,0.00000,0.00139,0.00353,0.00000,0.00000,0.00000,0.00137,0.00000,0.00000,0.04911,0.00000,0.00000,0.00000,0.00000,0.07239,0.00292
foreach_iteration,0.00109,0.00107,0.00000,0.00000,0.01240,0.00047,0.00578,0.00103,0.00090,0.00000,0.01178,0.00000,0.01092,0.01321,0.00000,0.00202,0.00221,0.00000,0.00000,0.00096,0.01889,0.00000,0.00175,0.00000,0.01367,0.02359,0.00194,0.00091,0.00022,1.00689,0.02329,0.00106,0.00033,0.00243,0.01064,0.00092,0.00040,0.00116,0.00000,0.00284,0.00122,0.01599,0.00174,0.02155,0.00106,0.00022,0.02066,0.02307,0.00000,0.00098,0.00036,0.00092,0.00029,0.01565,0.00000,0.00000,0.00000,0.00253,0.02196,0.00000,0.00095,0.01307,0.00206,0.00000,0.00000,0.02385,0.01558,0.00000,0.00000,0.00077,0.00012,0.00000,0.00086,0.00058,0.00842,0.00000,0.00083,0.00000,0.00000,0.00019,0.00107,0.00117,0.00000,0.00034,0.01749,0.00141,0.01979,0.00000,0.02184,0.00000,0.00000,0.00057,0.00000,0.00103,0.00182,0.01455,0.00000,0.01865
function,0.00831,0.00836,0.00000,0.00000,0.00073,0.00056,0.01416,0.00039,0.00067,0.00000,0.00553,0.00000,0.00106,0.00640,0.00000,0.01222,0.00988,0.00000,0.00000,0.00055,0.01001,0.00000,0.01079,0.00000,0.00679,0.01794,0.00945,0.00516,0.00000,0.01111,1.00786,0.00669,0.00582,0.00871,0.00078,0.00404,0.00698,0.00659,0.00000,0.01544,0.00044,0.00889,0.00795,0.01385,0.01046,0.00011,0.01511,0.01859,0.00000,0.00039,0.00058,0.00685,0.00155,0.00747,0.00000,0.00000,0.00000,0.01409,0.01329,0.00000,0.00110,0.00107,0.01045,0.00000,0.00052,0.01759,0.00106,0.00000,0.00000,0.00714,0.00097,0.00000,0.00586,0.00081,0.00445,0.00000,0.00061,0.00000,0.00000,0.00000,0.00943,0.00570,0.00000,0.00027,0.00957,0.00898,0.01203,0.00012,0.01406,0.00000,0.00020,0.00054,0.00000,0.00445,0.01358,0.00791,0.00000,0.00893
function_type,0.00093,0.00051,0.00000,0.00000,0.00087,0.00025,0.03551,0.00174,0.02710,0.00000,0.00110,0.00000,0.00055,0.00352,0.00000,0.00137,0.00139,0.00000,0.00000,0.00319,0.03235,0.00000,0.00081,0.00000,0.00089,0.03366,0.00101,0.00082,0.00133,0.00263,0.03466,1.00437,0.00056,0.03294,0.00160,0.00011,0.00097,0.00353,0.00051,0.00276,0.00338,0.00132,0.00062,0.00213,0.00147,0.00000,0.00342,0.00472,0.00000,0.00068,0.00019,0.00139,0.00077,0.00203,0.00000,0.00000,0.00000,0.00242,0.03279,0.00000,0.00037,0.00105,0.03047,0.00000,0.00000,0.03478,0.00223,0.00000,0.00000,0.00056,0.00022,0.00000,0.00091,0.00045,0.00118,0.00000,0.00127,0.00000,0.00000,0.00000,0.00080,0.00118,0.00000,0.00029,0.00224,0.00076,0.00193,0.00000,0.03321,0.00000,0.00000,0.03016,0.00000,0.00053,0.00190,0.00118,0.00000,0.03148
gc,0.00111,0.04446,0.00000,0.00000,0.00000,0.03103,0.00165,0.00000,0.00000,0.00000,0.00143,0.00000,0.00058,0.00060,0.00000,0.00129,0.00108,0.00000,0.00000,0.00000,0.00083,0.00000,0.03041,0.00000,0.00078,0.03309,0.00121,0.00027,0.00000,0.00089,0.03357,0.00062,1.00547,0.00147,0.00023,0.00034,0.00364,0.00034,0.00000,0.00364,0.00000,0.00077,0.00095,0.00160,0.03340,0.00000,0.00320,0.00534,0.00000,0.00000,0.00295,0.00156,0.04010,0.00069,0.00000,0.00000,0.00000,0.00240,0.03768,0.00000,0.00099,0.00336,0.00088,0.00000,0.00396,0.00286,0.00020,0.00000,0.00000,0.00121,0.00393,0.00000,0.00094,0.03286,0.00030,0.00000,0.00000,0.00000,0.00000,0.00000,0.00393,0.00055,0.00000,0.00045,0.00049,0.03889,0.00131,0.00000,0.00307,0.00000,0.00068,0.00000,0.00000,0.00084,0.03611,0.00105,0.00000,0.00046
generic,0.00073,0.00107,0.00000,0.00000,0.01667,0.00047,0.02356,0.00216,0.01681,0.00000,0.00080,0.00000,0.00020,0.01761,0.00000,0.00110,0.00180,0.00000,0.00000,0.02110,0.02302,0.00000,0.00070,0.00000,0.00068,0.02241,0.00081,0.00028,0.00155,0.00306,0.02304,0.01681,0.00067,1.00678,0.01352,0.00135,0.00084,0.01659,0.00023,0.00202,0.02141,0.00098,0.00054,0.00277,0.00158,0.00000,0.00205,0.02147,0.00000,0.00169,0.00036,0.00104,0.01764,0.00144,0.00000,0.00000,0.00000,0.00175,0.02184,0.00000,0.00049,0.00095,0.00245,0.00000,0.00028,0.02525,0.00189,0.00000,0.00000,0.00049,0.00047,0.00000,0.00058,0.00064,0.00057,0.00000,0.01487,0.00000,0.00023,0.00059,0.00113,0.00086,0.00000,0.01160,0.02244,0.00097,0.00105,0.00000,0.02517,0.00000,0.00000,0.01586,0.00000,0.00041,0.00150,0.00088,0.00000,0.00338
generic_constraint,0.00094,0.00035,0.00000,0.00000,0.00229,0.00028,0.03808,0.00082,0.00151,0.00000,0.00062,0.00000,0.00033,0.00229,0.00000,0.00125,0.00182,0.00000,0.00000,0.03550,0.00301,0.00000,0.00072,0.00000,0.00153,0.00540,0.00101,0.00093,0.00064,0.03623,0.00558,0.00220,0.00029,0.03649,1.00405,0.00118,0.00098,0.00186,0.00000,0.00289,0.00191,0.00296,0.00057,0.03613,0.00109,0.00000,0.00357,0.00443,0.00000,0.00055,0.00022,0.00077,0.00089,0.04166,0.00000,0.00000,0.00000,0.00256,0.03888,0.00000,0.00051,0.00095,0.03908,0.00000,0.00000,0.04083,0.00099,0.00000,0.00000,0.00054,0.00025,0.00000,0.00096,0.00053,0.00144,0.00000,0.00194,0.00000,0.00046,0.00000,0.00066,0.00128,0.00000,0.00115,0.00223,0.00035,0.00177,0.00000,0.03900,0.00000,0.00000,0.00156,0.00000,0.00055,0.00165,0.00169,0.00000,0.00237
global_state,0.00073,0.00168,0.00000,0.00000,0.03691,0.00038,0.00434,0.00158,0.00102,0.00000,0.03305,0.00000,0.00078,0.00018,0.00000,0.00112,0.00185,0.00000,0.00000,0.03928,0.00118,0.00000,0.00114,0.00000,0.00063,0.00379,0.00171,0.00141,0.00124,0.00395,0.03633,0.00018,0.00054,0.00459,0.00149,1.00654,0.00076,0.00018,0.00000,0.00106,0.00193,0.00123,0.03192,0.00320,0.00087,0.00000,0.00122,0.00381,0.00000,0.00110,0.00112,0.00062,0.00218,0.03467,0.00000,0.00000,0.00000,0.00179,0.00328,0.00000,0.00000,0.00131,0.00184,0.00000,0.00031,0.00502,0.00075,0.00000,0.00000,0.00060,0.00041,0.00000,0.00016,0.00038,0.00062,0.00000,0.04574,0.00000,0.00045,0.00055,0.00093,0.00016,0.00000,0.04068,0.00462,0.00172,0.00116,0.00000,0.00393,0.00000,0.00000,0.00111,0.00000,0.00066,0.04211,0.03298,0.00000,0.00325
goto_label,0.00088,0.03388,0.00000,0.00000,0.00024,0.00229,0.00221,0.00000,0.00000,0.00000,0.00067,0.00000,0.00016,0.00041,0.00000,0.00064,0.00081,0.00000,0.00000,0.00000,0.00083,0.00000,0.00051,0.00000,0.00137,0.00292,0.00097,0.00051,0.00000,0.00090,0.03276,0.00088,0.00297,0.00149,0.00065,0.00040,1.00748,0.00086,0.00000,0.00398,0.00025,0.00043,0.00039,0.00055,0.03240,0.00000,0.00237,0.03507,0.00000,0.00000,0.00188,0.00148,0.03983,0.00102,0.00000,0.00000,0.00000,0.00311,0.00305,0.00000,0.00000,0.00149,0.02977,0.00000,0.02354,0.00384,0.00019,0.00000,0.00000,0.00126,0.00336,0.00000,0.00015,0.03271,0.00061,0.00000,0.00020,0.00000,0.00000,0.00000,0.04179,0.00052,0.00000,0.00046,0.00047,0.00291,0.00059,0.00000,0.03496,0.00000,0.01962,0.00000,0.00000,0.00022,0.04442,0.00082,0.00000,0.00078
identifier,0.00064,0.00020,0.00000,0.00000,0.00194,0.00000,0.03469,0.00231,0.00324,0.00000,0.00131,0.00000,0.00055,0.00335,0.00000,0.00135,0.00137,0.00000,0.00000,0.00290,0.03946,0.00000,0.00081,0.00000,0.00062,0.03415,0.00069,0.00082,0.00075,0.00294,0.03491,0.00361,0.00031,0.03323,0.00138,0.00011,0.00097,1.00466,0.00049,0.00293,0.00353,0.00100,0.00062,0.00243,0.00145,0.00000,0.00360,0.00501,0.00000,0.02105,0.00000,0.00124,0.00050,0.00173,0.00000,0.00000,0.00000,0.00295,0.00275,0.00000,0.00075,0.00128,0.03029,0.00000,0.00000,0.03464,0.00291,0.00000,0.00000,0.00056,0.00000,0.00000,0.00069,0.00023,0.00108,0.00061,0.00162,0.00000,0.00000,0.00000,0.00080,0.00093,0.00000,0.00055,0.03043,0.00045,0.00191,0.00000,0.03324,0.00000,0.00000,0.02764,0.00000,0.00035,0.00190,0.00089,0.00000,0.03169
if,0.00000,0.00000,0.00000,0.00000,0.00361,0.00000,0.00000,0.00568,0.00756,0.00000,0.00000,0.00000,0.00000,0.00160,0.00000,0.00000,0.00000,0.00000,0.00000,0.00670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14267,0.00000,0.00000,0.00171,0.00000,0.00149,0.00000,0.00000,0.00000,0.00161,1.03846,0.00000,0.00574,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00151,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00336,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06752,0.00000,0.00000,0.00000,0.00000,0.18078,0.00000
import,0.01314,0.00178,0.00000,0.00000,0.00038,0.00046,0.01885,0.00020,0.00014,0.00000,0.00063,0.00000,0.00095,0.00078,0.00000,0.02176,0.00199,0.00000,0.00000,0.00000,0.00155,0.00000,0.01477,0.00000,0.00136,0.02439,0.01483,0.00090,0.00000,0.00220,0.02505,0.00086,0.00103,0.00124,0.00066,0.00019,0.00138,0.00090,0.00000,1.00682,0.00029,0.01244,0.00182,0.01816,0.01615,0.00000,0.02399,0.02802,0.00000,0.00000,0.00058,0.00984,0.00135,0.00139,0.00000,0.00000,0.00000,0.02366,0.01633,0.00000,0.00121,0.00067,0.01325,0.00000,0.00048,0.02161,0.00086,0.00000,0.00000,0.01145,0.00138,0.00000,0.00107,0.00059,0.00072,0.00000,0.00042,0.00000,0.00000,0.00000,0.01504,0.00116,0.00000,0.00011,0.01382,0.01352,0.01799,0.00000,0.01804,0.00000,0.00015,0.00000,0.00000,0.00069,0.01985,0.00138,0.00000,0.00136
index,0.00000,0.00000,0.00000,0.00000,0.03659,0.00000,0.00312,0.03002,0.04329,0.00000,0.00062,0.00000,0.00000,0.00358,0.00000,0.00000,0.00316,0.00000,0.00000,0.04049,0.02935,0.00000,0.00000,0.00000,0.00000,0.00253,0.00000,0.00000,0.02070,0.00259,0.00195,0.00291,0.00000,0.03611,0.00119,0.00096,0.00024,0.00297,0.00148,0.00080,1.01075,0.00000,0.00000,0.00094,0.00029,0.00000,0.00141,0.00250,0.00000,0.02090,0.00000,0.00054,0.00052,0.00024,0.00000,0.00000,0.00000,0.00080,0.00135,0.00000,0.00034,0.00089,0.00033,0.00000,0.00000,0.00256,0.02736,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00019,0.00038,0.00055,0.00233,0.00050,0.00045,0.01998,0.00028,0.00018,0.00000,0.00184,0.02791,0.00000,0.00060,0.00000,0.02623,0.00000,0.00000,0.04317,0.00000,0.00000,0.00033,0.00000,0.00106,0.00447
interface_trait,0.00194,0.00064,0.00000,0.00000,0.00050,0.00021,0.03159,0.00000,0.00000,0.00000,0.00073,0.00000,0.00055,0.00148,0.00050,0.00293,0.00119,0.00000,0.00000,0.00000,0.00220,0.00000,0.00270,0.00000,0.00152,0.03389,0.00236,0.01876,0.00000,0.02840,0.03310,0.00095,0.00050,0.00138,0.00154,0.00051,0.00034,0.00071,0.00000,0.02856,0.00000,1.00537,0.00199,0.03327,0.00163,0.00000,0.00438,0.03101,0.00000,0.00000,0.00016,0.00109,0.00043,0.02534,0.00000,0.00000,0.00000,0.02917,0.02958,0.00000,0.02286,0.00067,0.00321,0.00000,0.00000,0.03376,0.00113,0.00000,0.00000,0.00121,0.00018,0.00000,0.00171,0.00019,0.00075,0.00000,0.00032,0.00000,0.00000,0.00000,0.00140,0.01898,0.00000,0.00000,0.00339,0.00223,0.00383,0.00000,0.00439,0.00000,0.00000,0.00000,0.00000,0.00075,0.00194,0.00247,0.00000,0.00154
io,0.00190,0.00038,0.00000,0.00000,0.00048,0.00000,0.00351,0.00000,0.00000,0.00000,0.00073,0.00000,0.02678,0.00073,0.00000,0.03056,0.00358,0.00000,0.00000,0.00049,0.00173,0.00000,0.03204,0.00000,0.00073,0.03584,0.00215,0.02060,0.00000,0.00345,0.03297,0.00050,0.00068,0.00084,0.00033,0.01474,0.00034,0.00049,0.00000,0.00466,0.00000,0.00222,1.00564,0.03174,0.00133,0.00046,0.03356,0.03272,0.00000,0.00000,0.00000,0.00066,0.00019,0.00134,0.00000,0.00000,0.00000,0.03018,0.00226,0.00000,0.00175,0.00016,0.00283,0.00000,0.00000,0.03169,0.00117,0.00000,0.00000,0.00160,0.00000,0.00000,0.00155,0.00000,0.01643,0.00000,0.00072,0.00000,0.00000,0.00000,0.00104,0.00100,0.00000,0.00053,0.00196,0.00183,0.03223,0.00000,0.00247,0.00000,0.00000,0.00000,0.00000,0.00075,0.00212,0.00218,0.00000,0.00248
ir,0.01189,0.00033,0.00000,0.00000,0.00040,0.00011,0.01854,0.00019,0.00050,0.00000,0.00066,0.00000,0.00115,0.00981,0.00019,0.01617,0.00151,0.00000,0.00000,0.00025,0.01344,0.00000,0.01513,0.00000,0.00989,0.02220,0.01364,0.00888,0.00000,0.01617,0.02179,0.00065,0.00044,0.00165,0.00797,0.00056,0.00018,0.00072,0.00000,0.01761,0.00033,0.01406,0.01204,1.00751,0.00138,0.00019,0.01914,0.02063,0.00000,0.00032,0.00025,0.00074,0.00022,0.01220,0.00000,0.00000,0.00000,0.01691,0.01782,0.00000,0.00995,0.00087,0.00221,0.00000,0.00000,0.02213,0.00106,0.00000,0.00000,0.01053,0.00052,0.00000,0.00964,0.00010,0.00726,0.00000,0.00031,0.00000,0.00000,0.00000,0.00103,0.00912,0.00000,0.00011,0.01368,0.00171,0.01661,0.00020,0.00331,0.00000,0.00000,0.00022,0.00000,0.00667,0.00260,0.01243,0.00000,0.00139
layout_alignment,0.00171,0.02534,0.00000,0.00000,0.00034,0.00201,0.02442,0.00000,0.00000,0.00000,0.00054,0.00000,0.00045,0.00079,0.00000,0.00285,0.00154,0.00000,0.00000,0.00000,0.00131,0.00000,0.00192,0.00000,0.00128,0.02744,0.00213,0.00034,0.00000,0.00144,0.02986,0.00081,0.01654,0.00170,0.00044,0.00028,0.01970,0.00078,0.00000,0.02842,0.00018,0.00125,0.00091,0.00251,1.00606,0.00000,0.02663,0.03167,0.00000,0.00000,0.00125,0.00160,0.02627,0.00092,0.00000,0.00000,0.00000,0.00335,0.00394,0.00000,0.00028,0.00066,0.00271,0.00000,0.00196,0.02686,0.00088,0.00000,0.00000,0.01939,0.01873,0.00000,0.00071,0.00254,0.00032,0.00000,0.00041,0.00000,0.00000,0.00000,0.02578,0.00102,0.00000,0.00030,0.00164,0.00327,0.00204,0.00000,0.02619,0.00000,0.00055,0.00000,0.00000,0.00051,0.02968,0.00115,0.00000,0.00150
lifetime,0.00249,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00251,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00235,0.00237,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00243,0.00260,0.00000,1.00223,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00251,0.00000,0.00000,0.00000,0.00247,0.00000,0.00000,0.00251,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07843,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00241,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
literal_boolean,0.00145,0.00085,0.00000,0.00000,0.00092,0.00029,0.01872,0.00074,0.00031,0.00000,0.00086,0.00000,0.00911,0.00089,0.00000,0.02105,0.01364,0.00000,0.00000,0.00043,0.00178,0.00000,0.01646,0.00000,0.00102,0.02431,0.01187,0.00085,0.00000,0.01475,0.02261,0.00099,0.00083,0.00116,0.00075,0.00020,0.00076,0.00102,0.00000,0.02214,0.00047,0.00176,0.01211,0.01821,0.01396,0.00000,1.00705,0.02478,0.00000,0.00024,0.00041,0.00077,0.00072,0.00125,0.00000,0.00000,0.00000,0.01906,0.01593,0.00000,0.00119,0.00096,0.01232,0.00000,0.00015,0.02108,0.01024,0.00000,0.00000,0.01030,0.00064,0.00000,0.00835,0.00021,0.00075,0.00000,0.00054,0.00000,0.00000,0.00000,0.00128,0.00809,0.00000,0.00011,0.01347,0.01234,0.01988,0.00017,0.01687,0.00000,0.00000,0.00017,0.00000,0.00608,0.00269,0.00144,0.00000,0.01321
literal_null,0.00835,0.00900,0.00000,0.00000,0.00077,0.00059,0.01452,0.00052,0.00042,0.00000,0.00584,0.00000,0.00639,0.00092,0.00000,0.01493,0.00969,0.00000,0.00000,0.00043,0.01009,0.00000,0.01124,0.00000,0.00700,0.01892,0.01012,0.00091,0.00000,0.01173,0.01982,0.00097,0.00099,0.00866,0.00066,0.00045,0.00797,0.00101,0.00000,0.01842,0.00060,0.00888,0.00841,0.01398,0.01183,0.00000,0.01765,1.00764,0.00000,0.00029,0.00073,0.00727,0.00861,0.00112,0.00000,0.00000,0.00000,0.01565,0.01333,0.00000,0.00084,0.00113,0.01015,0.00000,0.00070,0.01754,0.00750,0.00000,0.00000,0.00787,0.00120,0.00000,0.00076,0.00088,0.00076,0.00000,0.00049,0.00000,0.00000,0.00000,0.01115,0.00590,0.00000,0.00024,0.00979,0.00940,0.01396,0.00000,0.01462,0.00000,0.00022,0.00022,0.00000,0.00443,0.01506,0.00810,0.00000,0.00977
literal_numeric,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
literal_string,0.00000,0.00000,0.00489,0.00000,0.03889,0.00000,0.00481,0.03991,0.00522,0.00000,0.00100,0.00000,0.00042,0.03175,0.00000,0.00000,0.00360,0.00000,0.00000,0.03997,0.05412,0.00000,0.00000,0.00000,0.00000,0.00415,0.00000,0.00000,0.00294,0.00404,0.00335,0.00113,0.00000,0.00549,0.00066,0.00106,0.00000,0.03421,0.00000,0.00000,0.04036,0.00000,0.00000,0.00173,0.00000,0.00000,0.00140,0.00232,0.00000,1.00736,0.00000,0.00065,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00000,0.00000,0.00070,0.00093,0.00000,0.00000,0.00419,0.03492,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00046,0.03050,0.00201,0.00354,0.00048,0.00126,0.00000,0.00000,0.00000,0.00144,0.00391,0.00000,0.00144,0.00000,0.00496,0.00000,0.00000,0.00584,0.00000,0.00000,0.00000,0.00000,0.00000,0.03628
lock_mutex,0.00254,0.04693,0.00000,0.00000,0.00000,0.04316,0.00037,0.00000,0.00000,0.00000,0.03363,0.00000,0.00000,0.00026,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00126,0.00000,0.00078,0.00000,0.00124,0.00257,0.03428,0.00049,0.00000,0.00128,0.00427,0.00026,0.00378,0.00101,0.00022,0.00092,0.00295,0.00000,0.00000,0.00265,0.00000,0.00031,0.00000,0.00116,0.00322,0.00000,0.00202,0.00504,0.00000,0.00000,1.00655,0.00123,0.04047,0.00030,0.00000,0.00000,0.00000,0.00130,0.03809,0.00000,0.00057,0.00403,0.00043,0.00000,0.03836,0.00167,0.00000,0.00000,0.00000,0.00032,0.03893,0.00000,0.00023,0.00346,0.00018,0.00000,0.00000,0.00000,0.00000,0.00000,0.00424,0.00025,0.00000,0.00045,0.00093,0.04918,0.00000,0.00000,0.00090,0.00000,0.00000,0.00000,0.00000,0.00069,0.03835,0.00136,0.00000,0.00091
macro,0.00217,0.03704,0.00000,0.00000,0.00026,0.00130,0.00337,0.00000,0.00040,0.00000,0.00150,0.00000,0.00038,0.00171,0.00000,0.00215,0.00151,0.00000,0.00000,0.00000,0.03615,0.00000,0.00168,0.00000,0.00134,0.03763,0.00239,0.00049,0.00000,0.00268,0.04178,0.00163,0.00165,0.00240,0.00066,0.00042,0.00192,0.00143,0.00000,0.03700,0.00074,0.00179,0.00097,0.00285,0.00342,0.00000,0.00314,0.04160,0.00000,0.00046,0.00101,1.00312,0.00227,0.00135,0.00000,0.00000,0.00000,0.00320,0.03734,0.00000,0.00018,0.00180,0.00254,0.00000,0.00086,0.03796,0.00116,0.00000,0.00000,0.00159,0.00127,0.00000,0.00080,0.00149,0.00099,0.00000,0.00038,0.00000,0.00000,0.00000,0.00303,0.00126,0.00000,0.00000,0.00158,0.00272,0.00198,0.00000,0.03745,0.00000,0.00000,0.00000,0.00000,0.00075,0.04014,0.00170,0.00000,0.00203
manual_memory,0.00123,0.04450,0.00000,0.00000,0.00085,0.02310,0.00143,0.00000,0.00028,0.00000,0.00156,0.00000,0.00011,0.00049,0.00000,0.00026,0.00017,0.00000,0.00000,0.00120,0.00081,0.00000,0.00114,0.00000,0.00104,0.00294,0.00181,0.00000,0.00000,0.00044,0.00503,0.00048,0.02260,0.02168,0.00041,0.00079,0.02756,0.00031,0.00000,0.00271,0.00038,0.00037,0.00015,0.00046,0.02989,0.00000,0.00157,0.02624,0.00000,0.00000,0.01782,0.00121,1.00911,0.00020,0.00000,0.00000,0.00000,0.00165,0.02585,0.00000,0.00028,0.00230,0.00123,0.00000,0.02119,0.00250,0.00014,0.00000,0.00000,0.00088,0.02440,0.00000,0.00015,0.02415,0.00012,0.00000,0.00130,0.00000,0.00000,0.00000,0.02937,0.00028,0.00000,0.01359,0.00106,0.02576,0.00024,0.00000,0.00386,0.00000,0.00116,0.00026,0.00000,0.00046,0.03462,0.00066,0.00000,0.00018
