feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield
ffi,0.84733,0.14330,0.02049,0.03775,0.08317,0.10118,0.15200,0.05310,0.04531,0.01637,0.09706,0.00462,0.07673,0.10236,0.04555,0.13314,0.11437,0.04979,0.03236,0.06515,0.13697,0.00401,0.13936,0.02891,0.12796,0.16673,0.00000,0.10102,0.02370,0.14262,0.17148,0.09818,0.74569,0.12442,0.08983,0.06871,0.07431,0.09477,0.03131,0.17812,0.06880,0.13857,0.10647,0.16048,0.78802,0.04913,0.15961,0.17546,0.01253,0.04988,0.09752,0.11625,0.77872,0.12066,0.02451,0.00000,0.00292,0.15602,0.15951,0.03179,0.09127,0.10523,0.13348,0.04490,0.71516,0.15854,0.10058,0.44135,0.01116,0.11724,0.11528,0.03406,0.09596,0.48843,0.07774,0.03540,0.07863,0.02697,0.04798,0.05216,0.14789,0.08738,0.02480,0.04286,0.12863,0.14181,0.14171,0.05841,0.14410,0.01489,0.05695,0.03714,0.02911,0.72963,0.17015,0.14299,0.01666,0.12142
filesystem,0.08217,0.71931,0.00000,0.00553,0.05261,0.04082,0.09571,0.04272,0.00208,0.00762,0.07327,0.02249,0.05753,0.07134,0.05440,0.08586,0.07188,0.02799,0.03588,0.04220,0.08066,0.01628,0.09573,0.66440,0.07645,0.10109,0.10102,0.00000,0.00218,0.09176,0.09628,0.06105,0.05419,0.06767,0.06028,0.69837,0.01565,0.06748,0.00944,0.08142,0.03417,0.10376,0.75643,0.10680,0.06086,0.05743,0.09542,0.09299,0.01644,0.03163,0.05152,0.05731,0.05465,0.08715,0.04301,0.00000,0.00000,0.09492,0.74575,0.02569,0.75568,0.06464,0.10247,0.03559,0.03622,0.10634,0.07047,0.00952,0.01447,0.07139,0.03313,0.02962,0.73682,0.03801,0.71687,0.00273,0.05790,0.00787,0.02420,0.04978,0.05811,0.05403,0.02084,0.03701,0.08294,0.07757,0.09624,0.69101,0.08805,0.00000,0.00809,0.00000,0.01165,0.07294,0.08470,0.10111,0.00362,0.08453
for,0.02689,0.00693,0.04167,0.00000,0.13879,0.00527,0.04081,0.15017,0.14234,0.65000,0.04337,0.04167,0.04217,0.11457,0.00000,0.03435,0.09488,0.02100,0.00000,0.14924,0.04988,0.65000,0.29920,0.01169,0.02415,0.28644,0.02370,0.00218,0.00000,0.69273,0.03460,0.05966,0.00184,0.05460,0.06092,0.02561,0.25834,0.08448,0.79486,0.03040,0.12537,0.01400,0.02678,0.04238,0.01465,0.00456,0.08079,0.07778,0.04945,0.11365,0.00184,0.02609,0.00736,0.07178,0.00000,0.04167,0.00000,0.03044,0.04634,0.00000,0.00192,0.04152,0.03995,0.00466,0.00476,0.03816,0.09407,0.00000,0.00000,0.03338,0.00438,0.00000,0.01533,0.01290,0.03657,0.72531,0.01471,0.13216,0.02525,0.07986,0.02393,0.00191,0.26009,0.01971,0.04599,0.00264,0.29927,0.00000,0.08245,0.00000,0.00000,0.16343,0.00000,0.00212,0.02969,0.02134,0.84180,0.09935
foreach_iteration,0.12125,0.12178,0.04434,0.02959,0.16539,0.09859,0.16961,0.13533,0.11145,0.65375,0.10988,0.05273,0.10701,0.17015,0.04218,0.16713,0.18718,0.05731,0.03558,0.14205,0.16594,0.66165,0.40515,0.02874,0.13729,0.43944,0.14262,0.09176,0.69273,0.00000,0.18783,0.11738,0.10755,0.15488,0.10344,0.07259,0.34302,0.15358,0.67601,0.16767,0.15646,0.15445,0.12498,0.17796,0.14314,0.04885,0.22490,0.22990,0.05668,0.11732,0.08025,0.10634,0.10897,0.18955,0.04193,0.04167,0.00000,0.16076,0.17987,0.03151,0.10194,0.12461,0.15575,0.06102,0.07763,0.18978,0.18984,0.01884,0.01214,0.10680,0.07785,0.02886,0.10562,0.09457,0.08236,0.67241,0.09489,0.07262,0.06292,0.09926,0.13229,0.10082,0.27877,0.05786,0.16426,0.12207,0.43409,0.05455,0.23267,0.02049,0.04806,0.09362,0.03188,0.08027,0.16234,0.14441,0.67258,0.21186
function,0.15773,0.15096,0.01644,0.08798,0.10721,0.09853,0.86418,0.08758,0.07372,0.01173,0.10383,0.00728,0.15613,0.12377,0.03789,0.86964,0.19333,0.05564,0.03786,0.09457,0.82387,0.01007,0.19177,0.02798,0.38035,0.24985,0.17148,0.09628,0.03460,0.18783,0.00000,0.17907,0.11248,0.41246,0.14733,0.07852,0.13380,0.12603,0.02665,0.90018,0.09544,0.41413,0.14413,0.20471,0.19003,0.10157,0.23801,0.26812,0.02411,0.06655,0.08818,0.13392,0.13811,0.14047,0.07926,0.00000,0.01152,0.89132,0.19856,0.08574,0.10147,0.11330,0.23594,0.10021,0.08543,0.89075,0.12806,0.10402,0.06750,0.18720,0.15535,0.08501,0.11547,0.15764,0.08328,0.02730,0.14598,0.02145,0.09895,0.05493,0.42478,0.16057,0.01918,0.11503,0.17821,0.16360,0.21162,0.05765,0.22218,0.06537,0.11218,0.06426,0.08840,0.08717,0.87203,0.79599,0.01389,0.16417
function_type,0.10155,0.08192,0.00000,0.67010,0.09322,0.04363,0.18472,0.09645,0.10319,0.00616,0.06555,0.00991,0.07724,0.50937,0.03454,0.16395,0.11989,0.04303,0.04334,0.11408,0.17296,0.00718,0.11104,0.04722,0.14205,0.12537,0.09818,0.06105,0.05966,0.11738,0.17907,0.00000,0.07133,0.57559,0.75138,0.05375,0.04715,0.10907,0.04325,0.15271,0.11416,0.54359,0.07962,0.10673,0.11447,0.03685,0.11469,0.11255,0.01784,0.06177,0.04988,0.08451,0.07246,0.11211,0.67036,0.00000,0.00000,0.15850,0.12847,0.03182,0.06676,0.08057,0.77343,0.71059,0.04467,0.17971,0.10551,0.30093,0.66169,0.72622,0.70206,0.69832,0.06909,0.31848,0.06611,0.03417,0.06043,0.03815,0.05732,0.04692,0.14717,0.73453,0.02748,0.04128,0.12159,0.08463,0.11639,0.03952,0.12377,0.67584,0.70249,0.12054,0.70320,0.05945,0.15088,0.16246,0.03222,0.12363
gc,0.74898,0.14780,0.00000,0.03948,0.05968,0.10911,0.10208,0.04566,0.01450,0.00645,0.08768,0.01038,0.05789,0.05081,0.03874,0.09868,0.08059,0.03826,0.06462,0.04521,0.10044,0.00751,0.11190,0.04066,0.08810,0.11364,0.74569,0.05419,0.00184,0.10755,0.11248,0.07133,0.00000,0.10594,0.05424,0.05052,0.10026,0.04483,0.00977,0.09525,0.07584,0.09047,0.06291,0.10518,0.76770,0.05454,0.10185,0.10513,0.01867,0.03122,0.09152,0.08579,0.78267,0.10651,0.00775,0.00000,0.00000,0.09904,0.12661,0.01601,0.06891,0.11071,0.08429,0.06665,0.73916,0.10782,0.06878,0.43751,0.01656,0.07300,0.07815,0.01832,0.07618,0.51845,0.06853,0.00000,0.05519,0.01331,0.04143,0.05758,0.10562,0.09294,0.01114,0.03615,0.10408,0.13250,0.08455,0.04537,0.10811,0.00492,0.06823,0.00194,0.03093,0.71672,0.11690,0.10939,0.00307,0.06435
generic,0.12363,0.12179,0.00000,0.49344,0.11921,0.08340,0.40928,0.09544,0.11385,0.00000,0.08928,0.00714,0.14084,0.53193,0.03402,0.38659,0.13216,0.05852,0.04583,0.14479,0.41237,0.00000,0.13238,0.03699,0.36947,0.15772,0.12442,0.06767,0.05460,0.15488,0.41246,0.57559,0.10594,0.00000,0.55584,0.06608,0.10004,0.12542,0.02689,0.38946,0.15602,0.76567,0.08847,0.14716,0.14649,0.09444,0.14691,0.15731,0.02803,0.07526,0.07328,0.10397,0.14119,0.12861,0.47949,0.00000,0.00377,0.39241,0.15548,0.08277,0.06902,0.10531,0.59561,0.50398,0.07758,0.42466,0.11850,0.08062,0.45842,0.54276,0.52943,0.50315,0.07322,0.15990,0.06648,0.02844,0.15659,0.02978,0.10630,0.04812,0.37788,0.55172,0.02938,0.13277,0.16101,0.10595,0.13648,0.04064,0.17286,0.47426,0.52087,0.10487,0.50004,0.06811,0.39961,0.36808,0.02146,0.13290
generic_constraint,0.08996,0.06494,0.00000,0.67244,0.10102,0.03639,0.15440,0.07362,0.07367,0.00000,0.05677,0.00000,0.07171,0.49562,0.02647,0.13972,0.10034,0.03632,0.03822,0.10797,0.14165,0.00000,0.08293,0.04733,0.14205,0.09550,0.08983,0.06028,0.06092,0.10344,0.14733,0.75138,0.05424,0.55584,0.00000,0.06705,0.05045,0.09767,0.02224,0.12794,0.09522,0.53145,0.06722,0.10256,0.06488,0.04510,0.09272,0.08490,0.00846,0.07720,0.03030,0.07741,0.06203,0.12024,0.68614,0.00000,0.00000,0.14116,0.10799,0.03170,0.05645,0.05986,0.76370,0.69501,0.04844,0.15979,0.09319,0.26402,0.66533,0.70654,0.67985,0.69001,0.04576,0.30803,0.08234,0.04480,0.08950,0.04724,0.02759,0.05432,0.12646,0.71453,0.00930,0.07064,0.10096,0.05938,0.08015,0.02122,0.10621,0.67156,0.68577,0.08279,0.67978,0.06498,0.13567,0.12498,0.03201,0.08452
global_state,0.06131,0.72317,0.05712,0.00232,0.08140,0.04329,0.07088,0.05472,0.04406,0.00961,0.08083,0.00000,0.07333,0.04514,0.02624,0.06632,0.07441,0.03950,0.02237,0.08380,0.07058,0.01119,0.07049,0.68630,0.06377,0.07092,0.06871,0.69837,0.02561,0.07259,0.07852,0.05375,0.05052,0.06608,0.06705,0.00000,0.04176,0.07616,0.00000,0.06598,0.06719,0.06854,0.72792,0.06932,0.05927,0.04932,0.07643,0.07785,0.01362,0.05839,0.04865,0.05281,0.07303,0.08469,0.00385,0.00000,0.00815,0.06802,0.72535,0.03558,0.70593,0.06184,0.06904,0.05161,0.05229,0.07644,0.06135,0.01668,0.01180,0.05501,0.03444,0.01074,0.69514,0.04697,0.70546,0.04196,0.10151,0.00413,0.03194,0.02819,0.06808,0.03035,0.03734,0.09153,0.07320,0.07700,0.06383,0.67330,0.07147,0.02687,0.01991,0.02816,0.00661,0.04617,0.10038,0.07936,0.00000,0.07292
goto_label,0.06423,0.13399,0.07371,0.05318,0.08777,0.08089,0.07880,0.06612,0.09525,0.27021,0.05863,0.04167,0.03587,0.11625,0.00491,0.06377,0.08804,0.03055,0.01378,0.07322,0.10138,0.25000,0.34415,0.02994,0.08872,0.34335,0.07431,0.01565,0.25834,0.34302,0.13380,0.04715,0.10026,0.10004,0.05045,0.04176,0.00000,0.11353,0.26484,0.11653,0.11734,0.04985,0.03472,0.08085,0.13453,0.02523,0.14066,0.18219,0.07488,0.07042,0.07871,0.07649,0.16423,0.10120,0.00810,0.04167,0.00000,0.11676,0.10240,0.01374,0.00818,0.08708,0.13330,0.01661,0.09725,0.12900,0.08309,0.02175,0.00000,0.07828,0.09861,0.03338,0.02516,0.13090,0.02254,0.28414,0.04261,0.04167,0.02637,0.06787,0.16643,0.05588,0.26784,0.03743,0.07526,0.08643,0.31877,0.01259,0.18596,0.00411,0.08759,0.08136,0.02781,0.03776,0.17845,0.05533,0.25000,0.09107
identifier,0.09025,0.08583,0.28484,0.02030,0.54633,0.05050,0.12686,0.31575,0.55137,0.04167,0.07202,0.45000,0.28341,0.36871,0.03852,0.10526,0.34528,0.05192,0.02714,0.36693,0.14976,0.04167,0.13541,0.01839,0.10330,0.16503,0.09477,0.06748,0.08448,0.15358,0.12603,0.10907,0.04483,0.12542,0.09767,0.07616,0.11353,0.00000,0.09330,0.10888,0.47825,0.08988,0.08662,0.10616,0.10423,0.24066,0.56655,0.56913,0.51445,0.53446,0.06795,0.09415,0.08561,0.34657,0.01781,0.45000,0.00000,0.11188,0.11592,0.23261,0.06177,0.07480,0.12006,0.04337,0.04919,0.12509,0.36420,0.02730,0.01112,0.08150,0.05704,0.05607,0.06492,0.05801,0.05604,0.07459,0.28100,0.26210,0.23094,0.29853,0.09316,0.05894,0.06387,0.26646,0.11986,0.06940,0.15906,0.03035,0.37221,0.02011,0.02838,0.56362,0.01680,0.05992,0.11485,0.09192,0.07464,0.37150
if,0.01529,0.01604,0.04167,0.00490,0.06780,0.02032,0.02615,0.07081,0.10824,0.65000,0.02977,0.04167,0.02210,0.07617,0.00000,0.02404,0.05953,0.00324,0.00000,0.09464,0.03943,0.69728,0.28870,0.00000,0.01479,0.27971,0.03131,0.00944,0.79486,0.67601,0.02665,0.04325,0.00977,0.02689,0.02224,0.00000,0.26484,0.09330,0.00000,0.02627,0.07999,0.01575,0.00534,0.02526,0.02103,0.00000,0.07607,0.07287,0.04167,0.07174,0.02555,0.03398,0.01310,0.06344,0.03659,0.04167,0.00000,0.02515,0.03506,0.00000,0.00370,0.01747,0.03681,0.00000,0.02755,0.02791,0.05795,0.00000,0.00000,0.01912,0.01688,0.02661,0.00355,0.02190,0.00513,0.66743,0.00994,0.04167,0.00000,0.04167,0.02052,0.01660,0.31424,0.01579,0.03541,0.01528,0.28153,0.00000,0.07532,0.00000,0.00315,0.12218,0.00000,0.01352,0.02859,0.01176,0.87195,0.07464
import,0.15669,0.13729,0.01217,0.08592,0.08672,0.08538,0.85546,0.06998,0.05822,0.00868,0.10119,0.00539,0.14532,0.10127,0.03854,0.90695,0.14733,0.05136,0.02859,0.07219,0.80804,0.00745,0.16997,0.02605,0.36595,0.24638,0.17812,0.08142,0.03040,0.16767,0.90018,0.15271,0.09525,0.38946,0.12794,0.06598,0.11653,0.10888,0.02627,0.00000,0.07494,0.40197,0.13097,0.19089,0.19059,0.09003,0.25928,0.28856,0.02348,0.05858,0.08070,0.12252,0.13187,0.11486,0.07167,0.00364,0.00853,0.90896,0.18218,0.08214,0.08975,0.10036,0.20729,0.08879,0.07010,0.86153,0.11684,0.09751,0.06173,0.18584,0.15182,0.07925,0.09816,0.13684,0.06769,0.02021,0.12891,0.01588,0.08918,0.04464,0.43465,0.14397,0.01508,0.09925,0.16825,0.16410,0.21033,0.05525,0.20199,0.06138,0.10326,0.04813,0.08786,0.07167,0.86826,0.78224,0.01825,0.15246
index,0.08005,0.08897,0.45000,0.03058,0.60134,0.07073,0.10400,0.37114,0.63669,0.05010,0.06948,0.46131,0.07171,0.35931,0.02580,0.08301,0.36107,0.02480,0.02668,0.61731,0.12873,0.05149,0.13032,0.05483,0.08681,0.13377,0.06880,0.03417,0.12537,0.15646,0.09544,0.11416,0.07584,0.15602,0.09522,0.06719,0.11734,0.47825,0.07999,0.07494,0.00000,0.06792,0.04739,0.08824,0.08959,0.02729,0.54024,0.53712,0.47131,0.54178,0.04758,0.07204,0.08380,0.53750,0.01887,0.45000,0.00000,0.08365,0.10238,0.03198,0.03425,0.09592,0.10054,0.05215,0.06586,0.10563,0.36945,0.02813,0.02166,0.06576,0.04181,0.06863,0.04466,0.09584,0.05677,0.07487,0.07556,0.50224,0.05981,0.54637,0.08351,0.07270,0.06959,0.06916,0.12294,0.06685,0.12193,0.02855,0.57091,0.04610,0.04817,0.63535,0.05254,0.05467,0.08721,0.07121,0.07911,0.35777
interface_trait,0.14325,0.10601,0.00291,0.48225,0.08449,0.07086,0.40949,0.06238,0.02899,0.00408,0.07449,0.00658,0.11504,0.50255,0.06099,0.39963,0.12013,0.04527,0.04435,0.06148,0.38485,0.01666,0.12512,0.03302,0.35870,0.16506,0.13857,0.10376,0.01400,0.15445,0.41413,0.54359,0.09047,0.76567,0.53145,0.06854,0.04985,0.08988,0.01575,0.40197,0.06792,0.00000,0.12144,0.16358,0.11980,0.09599,0.15191,0.15862,0.01334,0.03057,0.06652,0.09659,0.08789,0.14004,0.49570,0.00000,0.00000,0.40869,0.15260,0.08696,0.12857,0.08705,0.59800,0.51672,0.05039,0.41848,0.09908,0.08110,0.46323,0.54584,0.50631,0.47619,0.10444,0.11121,0.07512,0.00468,0.13123,0.01054,0.09066,0.05416,0.35175,0.55529,0.01822,0.08932,0.13373,0.11582,0.14850,0.06032,0.14709,0.47544,0.50634,0.01842,0.48965,0.07147,0.38126,0.38410,0.00194,0.10854
io,0.10067,0.72994,0.00346,0.01036,0.06161,0.04376,0.13262,0.06499,0.04245,0.00485,0.09176,0.00651,0.13412,0.09203,0.03463,0.13789,0.12317,0.04590,0.02259,0.06812,0.11158,0.01036,0.14906,0.66698,0.07389,0.15854,0.10647,0.75643,0.02678,0.12498,0.14413,0.07962,0.06291,0.08847,0.06722,0.72792,0.03472,0.08662,0.00534,0.13097,0.04739,0.12144,0.00000,0.14311,0.10674,0.05182,0.15140,0.14575,0.03079,0.04800,0.05876,0.06144,0.07200,0.08471,0.00389,0.00000,0.00000,0.14036,0.78340,0.03496,0.74515,0.08257,0.10612,0.04244,0.04901,0.14106,0.10287,0.01071,0.01571,0.08272,0.04595,0.01650,0.75188,0.04728,0.73534,0.02257,0.07746,0.03297,0.04201,0.05528,0.08739,0.05332,0.00838,0.04726,0.11649,0.11148,0.14685,0.69719,0.12602,0.00000,0.01345,0.03026,0.01150,0.06553,0.11426,0.10449,0.00231,0.11188
ir,0.14692,0.13487,0.00224,0.03441,0.10574,0.09246,0.18958,0.08866,0.05613,0.00314,0.73943,0.00927,0.09643,0.12613,0.04913,0.18783,0.14933,0.70872,0.69833,0.07389,0.16802,0.01281,0.17814,0.03263,0.12651,0.21293,0.16048,0.10680,0.04238,0.17796,0.20471,0.10673,0.10518,0.14716,0.10256,0.06932,0.08085,0.10616,0.02526,0.19089,0.08824,0.16358,0.14311,0.00000,0.15560,0.05574,0.20318,0.20513,0.03803,0.06925,0.08814,0.76794,0.12037,0.15318,0.03723,0.00000,0.00266,0.19144,0.18217,0.03092,0.11953,0.75428,0.15103,0.05571,0.07177,0.20815,0.12729,0.03171,0.01017,0.13592,0.09140,0.02510,0.11968,0.08348,0.09144,0.01844,0.08498,0.02729,0.05388,0.06205,0.14460,0.11631,0.02441,0.04459,0.16846,0.14337,0.18937,0.07304,0.17233,0.01717,0.05044,0.04235,0.04514,0.08561,0.16823,0.15303,0.01519,0.14307
layout_alignment,0.77596,0.16768,0.01957,0.05568,0.07936,0.10217,0.17348,0.06090,0.06210,0.01564,0.07841,0.00971,0.07307,0.11821,0.04723,0.17245,0.12978,0.04231,0.03865,0.06211,0.14507,0.00703,0.14250,0.03356,0.11633,0.18338,0.78802,0.06086,0.01465,0.14314,0.19003,0.11447,0.76770,0.14649,0.06488,0.05927,0.13453,0.10423,0.02103,0.19059,0.08959,0.11980,0.10674,0.15560,0.00000,0.03873,0.18409,0.20189,0.01724,0.05517,0.09240,0.10551,0.82648,0.11230,0.02539,0.00000,0.00279,0.16578,0.16278,0.03073,0.06236,0.10090,0.12242,0.04526,0.73385,0.17979,0.10066,0.46521,0.01452,0.13976,0.13313,0.03958,0.08854,0.49975,0.06241,0.02085,0.06400,0.00991,0.04340,0.04145,0.17046,0.10112,0.01958,0.03596,0.13270,0.13398,0.15625,0.06154,0.17634,0.01548,0.06015,0.05650,0.06391,0.72081,0.18604,0.12644,0.00287,0.10851
lifetime,0.05476,0.05959,0.00000,0.00386,0.04486,0.02893,0.10017,0.03459,0.00437,0.01598,0.04019,0.00000,0.68082,0.05106,0.03899,0.09093,0.05378,0.02402,0.03640,0.04093,0.10844,0.01862,0.04271,0.00977,0.09590,0.05068,0.04913,0.05743,0.00456,0.04885,0.10157,0.03685,0.05454,0.09444,0.04510,0.04932,0.02523,0.24066,0.00000,0.09003,0.02729,0.09599,0.05182,0.05574,0.03873,0.00000,0.04316,0.04661,0.06597,0.04223,0.03130,0.03281,0.04212,0.04445,0.00000,0.00000,0.00000,0.09868,0.04775,0.66630,0.04936,0.04185,0.04620,0.05574,0.06543,0.10255,0.04028,0.00876,0.00892,0.05424,0.01950,0.01320,0.04062,0.04990,0.07843,0.01144,0.70250,0.00000,0.67006,0.04066,0.08794,0.03704,0.03450,0.66520,0.06074,0.05691,0.04956,0.03229,0.04468,0.01219,0.02690,0.00240,0.00000,0.03581,0.09943,0.09399,0.00000,0.04298
literal_boolean,0.13025,0.12919,0.25171,0.03248,0.75208,0.08652,0.21073,0.33741,0.71804,0.05303,0.10380,0.65706,0.11208,0.35939,0.04222,0.25872,0.41900,0.05553,0.03537,0.33590,0.15869,0.05142,0.23829,0.02898,0.12022,0.29730,0.15961,0.09542,0.08079,0.22490,0.23801,0.11469,0.10185,0.14691,0.09272,0.07643,0.14066,0.56655,0.07607,0.25928,0.54024,0.15191,0.15140,0.20318,0.18409,0.04316,0.00000,0.91531,0.67337,0.71112,0.07827,0.11666,0.11414,0.37864,0.02837,0.65000,0.00203,0.22781,0.19433,0.03815,0.09928,0.11073,0.16209,0.04686,0.07467,0.22023,0.38236,0.03808,0.01536,0.13400,0.09103,0.02552,0.10964,0.08976,0.07569,0.05854,0.08666,0.26956,0.05077,0.30391,0.15199,0.10788,0.06004,0.04849,0.17638,0.16116,0.27483,0.05722,0.45326,0.01490,0.04395,0.70547,0.04390,0.08154,0.17669,0.13550,0.06557,0.41905
literal_null,0.14889,0.15058,0.26445,0.03427,0.74821,0.09351,0.21668,0.33208,0.71887,0.05198,0.10519,0.65641,0.10966,0.36101,0.04300,0.25454,0.41715,0.05286,0.03208,0.33501,0.17326,0.05052,0.22982,0.03033,0.12488,0.30341,0.17546,0.09299,0.07778,0.22990,0.26812,0.11255,0.10513,0.15731,0.08490,0.07785,0.18219,0.56913,0.07287,0.28856,0.53712,0.15862,0.14575,0.20513,0.20189,0.04661,0.91531,0.00000,0.67789,0.71078,0.08522,0.13277,0.14879,0.37951,0.02573,0.65432,0.00184,0.25213,0.19961,0.03230,0.09888,0.10833,0.18114,0.04427,0.07658,0.23606,0.38340,0.04750,0.01248,0.14116,0.10543,0.03475,0.10448,0.10000,0.07321,0.06567,0.08789,0.26886,0.04557,0.30175,0.19302,0.10677,0.05708,0.05675,0.17209,0.16009,0.27174,0.05610,0.48068,0.01352,0.05609,0.70619,0.04123,0.08062,0.23513,0.14471,0.06335,0.41914
literal_numeric,0.01566,0.02678,0.25000,0.00658,0.66844,0.01046,0.01207,0.26902,0.65000,0.04167,0.01789,0.65000,0.00701,0.28513,0.01091,0.01076,0.26253,0.00362,0.01517,0.26886,0.05110,0.04167,0.06377,0.01665,0.01555,0.06663,0.01253,0.01644,0.04945,0.05668,0.02411,0.01784,0.01867,0.02803,0.00846,0.01362,0.07488,0.51445,0.04167,0.02348,0.47131,0.01334,0.03079,0.03803,0.01724,0.06597,0.67337,0.67789,0.00000,0.70686,0.02906,0.00943,0.02345,0.27840,0.00000,0.65000,0.00000,0.02276,0.01244,0.00604,0.01695,0.01368,0.01613,0.02313,0.03475,0.01153,0.26920,0.00000,0.05171,0.02562,0.00869,0.00794,0.01389,0.02494,0.00976,0.04167,0.02028,0.26406,0.00000,0.27561,0.02942,0.01692,0.07303,0.01335,0.04693,0.02349,0.07119,0.00826,0.26255,0.00000,0.03528,0.65000,0.02499,0.00990,0.02734,0.01725,0.04167,0.27468
literal_string,0.04361,0.03818,0.31492,0.01056,0.73972,0.02351,0.06667,0.34313,0.71881,0.04167,0.04128,0.65000,0.06079,0.32939,0.01392,0.06123,0.31469,0.02078,0.02266,0.34201,0.12747,0.04167,0.10045,0.01759,0.06346,0.10487,0.04988,0.03163,0.11365,0.11732,0.06655,0.06177,0.03122,0.07526,0.07720,0.05839,0.07042,0.53446,0.07174,0.05858,0.54178,0.03057,0.04800,0.06925,0.05517,0.04223,0.71112,0.71078,0.70686,0.00000,0.01939,0.03439,0.02867,0.32706,0.01240,0.65000,0.00000,0.05497,0.05710,0.00823,0.02843,0.04615,0.05997,0.04918,0.02528,0.06397,0.32951,0.01347,0.02804,0.07324,0.01310,0.02812,0.03054,0.03089,0.05544,0.11984,0.05015,0.30824,0.04174,0.31248,0.04120,0.01654,0.06053,0.03887,0.07408,0.03853,0.11372,0.01655,0.31126,0.01527,0.00311,0.72797,0.01878,0.03462,0.05181,0.03856,0.08928,0.33139
lock_mutex,0.07943,0.11694,0.00000,0.03519,0.04003,0.76445,0.07868,0.03548,0.02681,0.00000,0.09638,0.00000,0.04000,0.07325,0.67985,0.06206,0.06090,0.03879,0.02877,0.02653,0.07867,0.00000,0.07503,0.01439,0.08743,0.08446,0.09752,0.05152,0.00184,0.08025,0.08818,0.04988,0.09152,0.07328,0.03030,0.04865,0.07871,0.06795,0.02555,0.08070,0.04758,0.06652,0.05876,0.08814,0.09240,0.03130,0.07827,0.08522,0.02906,0.01939,0.00000,0.07429,0.10166,0.06438,0.01162,0.00000,0.65656,0.08412,0.09511,0.01303,0.04836,0.07412,0.07108,0.02897,0.10278,0.07624,0.05149,0.04934,0.00432,0.06768,0.10015,0.01296,0.05136,0.08730,0.03836,0.01245,0.04667,0.00399,0.02413,0.02256,0.09257,0.05429,0.02114,0.02741,0.53974,0.77704,0.06093,0.04307,0.08199,0.00000,0.05378,0.00000,0.03664,0.05277,0.09467,0.08071,0.00981,0.06041
macro,0.12193,0.12910,0.00000,0.03286,0.06328,0.08581,0.11831,0.04293,0.05583,0.00510,0.74566,0.00821,0.04790,0.08700,0.03296,0.08923,0.07396,0.69756,0.69581,0.06434,0.12386,0.00594,0.08356,0.02195,0.10165,0.12205,0.11625,0.05731,0.02609,0.10634,0.13392,0.08451,0.08579,0.10397,0.07741,0.05281,0.07649,0.09415,0.03398,0.12252,0.07204,0.09659,0.06144,0.76794,0.10551,0.03281,0.11666,0.13277,0.00943,0.03439,0.07429,0.00000,0.11605,0.09275,0.01584,0.00000,0.00433,0.11286,0.12240,0.02748,0.06827,0.74695,0.10290,0.04122,0.06180,0.12364,0.07882,0.03611,0.01025,0.09959,0.09196,0.04880,0.05924,0.10075,0.05596,0.01223,0.07475,0.01974,0.02674,0.03876,0.12069,0.09752,0.03620,0.06386,0.10824,0.10117,0.09218,0.05359,0.12254,0.01167,0.06029,0.04522,0.02261,0.07670,0.13374,0.11773,0.02870,0.10656
manual_memory,0.77574,0.25375,0.00000,0.05671,0.06751,0.13096,0.11436,0.04474,0.04723,0.02259,0.08710,0.00766,0.06530,0.08965,0.02555,0.08508,0.08443,0.03746,0.03659,0.07737,0.12464,0.00554,0.10647,0.03673,0.11706,0.12446,0.77872,0.05465,0.00736,0.10897,0.13811,0.07246,0.78267,0.14119,0.06203,0.07303,0.16423,0.08561,0.01310,0.13187,0.08380,0.08789,0.07200,0.12037,0.82648,0.04212,0.11414,0.14879,0.02345,0.02867,0.10166,0.11605,0.00000,0.08895,0.01286,0.00000,0.00404,0.12235,0.14403,0.01593,0.04570,0.11094,0.09490,0.02572,0.76484,0.12782,0.06400,0.42709,0.00319,0.09002,0.13884,0.04159,0.07587,0.54033,0.04544,0.01311,0.08112,0.00982,0.03513,0.03554,0.16835,0.07558,0.02122,0.09096,0.11291,0.14377,0.07749,0.05725,0.13189,0.00363,0.07182,0.04075,0.04217,0.71453,0.18664,0.11895,0.00226,0.07610
