table_index,name,kernel,atomic_operation,required,rust_support
197,lchoose,numeric-binary,ARG_MATCH_POSITIONAL,1,0.975
197,lchoose,numeric-binary,NUMERIC_SCALAR,1,0.985
197,lchoose,numeric-binary,NUMERIC_VECTOR,1,0.985
197,lchoose,numeric-binary,NA_PROPAGATE_ARITH,1,0.985
197,lchoose,numeric-binary,NAN_DISTINGUISH,1,0.975
197,lchoose,numeric-binary,INFINITY_POLICY,1,0.975
197,lchoose,numeric-binary,SYMBOL_LOOKUP,1,0.975
197,lchoose,numeric-binary,PRIMITIVE_LOOKUP,1,0.975
197,lchoose,numeric-binary,VECTORIZE_UNARY,1,0.985
197,lchoose,numeric-binary,VECTORIZE_BINARY,1,0.985
198,choose,numeric-binary,ATTR_GET_GENERIC,1,0.985
198,choose,numeric-binary,RECYCLE_LENGTH,1,0.975
198,choose,numeric-binary,RECYCLE_INDEX,1,0.975
198,choose,numeric-binary,RECYCLE_WARNING,1,0.975
198,choose,numeric-binary,COERCE_COMMON_NUMERIC,1,0.985
198,choose,numeric-binary,COERCE_INTEGER,1,0.985
198,choose,numeric-binary,COERCE_DOUBLE,1,0.985
198,choose,numeric-binary,INTERNAL_GENERIC_LOOKUP,1,0.975
198,choose,numeric-binary,OPS_GROUP_DISPATCH,1,0.975
198,choose,numeric-binary,ARG_FORCE_EAGER,1,0.975
198,choose,numeric-binary,ARG_MATCH_EXACT,1,0.975
198,choose,numeric-binary,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
198,choose,numeric-binary,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
198,choose,numeric-binary,ARG_MATCH_POSITIONAL,1,0.975
198,choose,numeric-binary,NUMERIC_SCALAR,1,0.985
198,choose,numeric-binary,NUMERIC_VECTOR,1,0.985
198,choose,numeric-binary,NA_PROPAGATE_ARITH,1,0.985
198,choose,numeric-binary,NAN_DISTINGUISH,1,0.975
198,choose,numeric-binary,INFINITY_POLICY,1,0.975
198,choose,numeric-binary,SYMBOL_LOOKUP,1,0.975
198,choose,numeric-binary,PRIMITIVE_LOOKUP,1,0.975
198,choose,numeric-binary,VECTORIZE_UNARY,1,0.985
198,choose,numeric-binary,VECTORIZE_BINARY,1,0.985
199,besselJ,numeric-binary,ATTR_GET_GENERIC,1,0.985
199,besselJ,numeric-binary,RECYCLE_LENGTH,1,0.975
199,besselJ,numeric-binary,RECYCLE_INDEX,1,0.975
199,besselJ,numeric-binary,RECYCLE_WARNING,1,0.975
199,besselJ,numeric-binary,COERCE_COMMON_NUMERIC,1,0.985
199,besselJ,numeric-binary,COERCE_INTEGER,1,0.985
199,besselJ,numeric-binary,COERCE_DOUBLE,1,0.985
199,besselJ,numeric-binary,INTERNAL_GENERIC_LOOKUP,1,0.975
199,besselJ,numeric-binary,OPS_GROUP_DISPATCH,1,0.975
199,besselJ,numeric-binary,ARG_FORCE_EAGER,1,0.975
199,besselJ,numeric-binary,ARG_MATCH_EXACT,1,0.975
199,besselJ,numeric-binary,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
199,besselJ,numeric-binary,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
199,besselJ,numeric-binary,ARG_MATCH_POSITIONAL,1,0.975
199,besselJ,numeric-binary,NUMERIC_SCALAR,1,0.985
199,besselJ,numeric-binary,NUMERIC_VECTOR,1,0.985
199,besselJ,numeric-binary,NA_PROPAGATE_ARITH,1,0.985
199,besselJ,numeric-binary,NAN_DISTINGUISH,1,0.975
199,besselJ,numeric-binary,INFINITY_POLICY,1,0.975
199,besselJ,numeric-binary,SYMBOL_LOOKUP,1,0.975
199,besselJ,numeric-binary,PRIMITIVE_LOOKUP,1,0.975
199,besselJ,numeric-binary,VECTORIZE_UNARY,1,0.985
199,besselJ,numeric-binary,VECTORIZE_BINARY,1,0.985
200,besselY,numeric-binary,ATTR_GET_GENERIC,1,0.985
200,besselY,numeric-binary,RECYCLE_LENGTH,1,0.975
200,besselY,numeric-binary,RECYCLE_INDEX,1,0.975
200,besselY,numeric-binary,RECYCLE_WARNING,1,0.975
200,besselY,numeric-binary,COERCE_COMMON_NUMERIC,1,0.985
200,besselY,numeric-binary,COERCE_INTEGER,1,0.985
200,besselY,numeric-binary,COERCE_DOUBLE,1,0.985
200,besselY,numeric-binary,INTERNAL_GENERIC_LOOKUP,1,0.975
200,besselY,numeric-binary,OPS_GROUP_DISPATCH,1,0.975
200,besselY,numeric-binary,ARG_FORCE_EAGER,1,0.975
200,besselY,numeric-binary,ARG_MATCH_EXACT,1,0.975
200,besselY,numeric-binary,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
200,besselY,numeric-binary,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
200,besselY,numeric-binary,ARG_MATCH_POSITIONAL,1,0.975
200,besselY,numeric-binary,NUMERIC_SCALAR,1,0.985
200,besselY,numeric-binary,NUMERIC_VECTOR,1,0.985
200,besselY,numeric-binary,NA_PROPAGATE_ARITH,1,0.985
200,besselY,numeric-binary,NAN_DISTINGUISH,1,0.975
200,besselY,numeric-binary,INFINITY_POLICY,1,0.975
200,besselY,numeric-binary,SYMBOL_LOOKUP,1,0.975
200,besselY,numeric-binary,PRIMITIVE_LOOKUP,1,0.975
200,besselY,numeric-binary,VECTORIZE_UNARY,1,0.985
200,besselY,numeric-binary,VECTORIZE_BINARY,1,0.985
201,psigamma,numeric-binary,ATTR_GET_GENERIC,1,0.985
201,psigamma,numeric-binary,RECYCLE_LENGTH,1,0.975
201,psigamma,numeric-binary,RECYCLE_INDEX,1,0.975
201,psigamma,numeric-binary,RECYCLE_WARNING,1,0.975
201,psigamma,numeric-binary,COERCE_COMMON_NUMERIC,1,0.985
201,psigamma,numeric-binary,COERCE_INTEGER,1,0.985
201,psigamma,numeric-binary,COERCE_DOUBLE,1,0.985
201,psigamma,numeric-binary,INTERNAL_GENERIC_LOOKUP,1,0.975
201,psigamma,numeric-binary,OPS_GROUP_DISPATCH,1,0.975
201,psigamma,numeric-binary,ARG_FORCE_EAGER,1,0.975
201,psigamma,numeric-binary,ARG_MATCH_EXACT,1,0.975
201,psigamma,numeric-binary,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
201,psigamma,numeric-binary,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
201,psigamma,numeric-binary,ARG_MATCH_POSITIONAL,1,0.975
201,psigamma,numeric-binary,NUMERIC_SCALAR,1,0.985
201,psigamma,numeric-binary,NUMERIC_VECTOR,1,0.985
201,psigamma,numeric-binary,NA_PROPAGATE_ARITH,1,0.985
201,psigamma,numeric-binary,NAN_DISTINGUISH,1,0.975
201,psigamma,numeric-binary,INFINITY_POLICY,1,0.975
201,psigamma,numeric-binary,SYMBOL_LOOKUP,1,0.975
201,psigamma,numeric-binary,PRIMITIVE_LOOKUP,1,0.975
201,psigamma,numeric-binary,VECTORIZE_UNARY,1,0.985
201,psigamma,numeric-binary,VECTORIZE_BINARY,1,0.985
202,Re,numeric-complex,ATTR_GET_GENERIC,1,0.985
202,Re,numeric-complex,COERCE_COMPLEX,1,0.985
202,Re,numeric-complex,INTERNAL_GENERIC_LOOKUP,1,0.975
202,Re,numeric-complex,OPS_GROUP_DISPATCH,1,0.975
202,Re,numeric-complex,ARG_FORCE_EAGER,1,0.975
202,Re,numeric-complex,ARG_MATCH_EXACT,1,0.975
202,Re,numeric-complex,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
202,Re,numeric-complex,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
202,Re,numeric-complex,ARG_MATCH_POSITIONAL,1,0.975
202,Re,numeric-complex,NUMERIC_SCALAR,1,0.985
202,Re,numeric-complex,NUMERIC_VECTOR,1,0.985
202,Re,numeric-complex,NA_PROPAGATE_ARITH,1,0.985
202,Re,numeric-complex,NAN_DISTINGUISH,1,0.975
202,Re,numeric-complex,INFINITY_POLICY,1,0.975
202,Re,numeric-complex,SYMBOL_LOOKUP,1,0.975
202,Re,numeric-complex,PRIMITIVE_LOOKUP,1,0.975
203,Im,numeric-complex,ATTR_GET_GENERIC,1,0.985
203,Im,numeric-complex,COERCE_COMPLEX,1,0.985
203,Im,numeric-complex,INTERNAL_GENERIC_LOOKUP,1,0.975
203,Im,numeric-complex,OPS_GROUP_DISPATCH,1,0.975
203,Im,numeric-complex,ARG_FORCE_EAGER,1,0.975
203,Im,numeric-complex,ARG_MATCH_EXACT,1,0.975
203,Im,numeric-complex,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
203,Im,numeric-complex,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
203,Im,numeric-complex,ARG_MATCH_POSITIONAL,1,0.975
203,Im,numeric-complex,NUMERIC_SCALAR,1,0.985
203,Im,numeric-complex,NUMERIC_VECTOR,1,0.985
203,Im,numeric-complex,NA_PROPAGATE_ARITH,1,0.985
203,Im,numeric-complex,NAN_DISTINGUISH,1,0.975
203,Im,numeric-complex,INFINITY_POLICY,1,0.975
203,Im,numeric-complex,SYMBOL_LOOKUP,1,0.975
203,Im,numeric-complex,PRIMITIVE_LOOKUP,1,0.975
204,Mod,numeric-complex,ATTR_GET_GENERIC,1,0.985
204,Mod,numeric-complex,COERCE_COMPLEX,1,0.985
204,Mod,numeric-complex,INTERNAL_GENERIC_LOOKUP,1,0.975
204,Mod,numeric-complex,OPS_GROUP_DISPATCH,1,0.975
204,Mod,numeric-complex,ARG_FORCE_EAGER,1,0.975
204,Mod,numeric-complex,ARG_MATCH_EXACT,1,0.975
204,Mod,numeric-complex,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
204,Mod,numeric-complex,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
204,Mod,numeric-complex,ARG_MATCH_POSITIONAL,1,0.975
204,Mod,numeric-complex,NUMERIC_SCALAR,1,0.985
204,Mod,numeric-complex,NUMERIC_VECTOR,1,0.985
204,Mod,numeric-complex,NA_PROPAGATE_ARITH,1,0.985
204,Mod,numeric-complex,NAN_DISTINGUISH,1,0.975
204,Mod,numeric-complex,INFINITY_POLICY,1,0.975
204,Mod,numeric-complex,SYMBOL_LOOKUP,1,0.975
204,Mod,numeric-complex,PRIMITIVE_LOOKUP,1,0.975
205,Arg,numeric-complex,ATTR_GET_GENERIC,1,0.985
205,Arg,numeric-complex,COERCE_COMPLEX,1,0.985
205,Arg,numeric-complex,INTERNAL_GENERIC_LOOKUP,1,0.975
205,Arg,numeric-complex,OPS_GROUP_DISPATCH,1,0.975
205,Arg,numeric-complex,ARG_FORCE_EAGER,1,0.975
205,Arg,numeric-complex,ARG_MATCH_EXACT,1,0.975
205,Arg,numeric-complex,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
205,Arg,numeric-complex,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
205,Arg,numeric-complex,ARG_MATCH_POSITIONAL,1,0.975
205,Arg,numeric-complex,NUMERIC_SCALAR,1,0.985
205,Arg,numeric-complex,NUMERIC_VECTOR,1,0.985
205,Arg,numeric-complex,NA_PROPAGATE_ARITH,1,0.985
205,Arg,numeric-complex,NAN_DISTINGUISH,1,0.975
205,Arg,numeric-complex,INFINITY_POLICY,1,0.975
205,Arg,numeric-complex,SYMBOL_LOOKUP,1,0.975
205,Arg,numeric-complex,PRIMITIVE_LOOKUP,1,0.975
206,Conj,numeric-complex,ATTR_GET_GENERIC,1,0.985
206,Conj,numeric-complex,COERCE_COMPLEX,1,0.985
206,Conj,numeric-complex,INTERNAL_GENERIC_LOOKUP,1,0.975
206,Conj,numeric-complex,OPS_GROUP_DISPATCH,1,0.975
206,Conj,numeric-complex,ARG_FORCE_EAGER,1,0.975
206,Conj,numeric-complex,ARG_MATCH_EXACT,1,0.975
206,Conj,numeric-complex,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
206,Conj,numeric-complex,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
206,Conj,numeric-complex,ARG_MATCH_POSITIONAL,1,0.975
206,Conj,numeric-complex,NUMERIC_SCALAR,1,0.985
206,Conj,numeric-complex,NUMERIC_VECTOR,1,0.985
206,Conj,numeric-complex,NA_PROPAGATE_ARITH,1,0.985
206,Conj,numeric-complex,NAN_DISTINGUISH,1,0.975
206,Conj,numeric-complex,INFINITY_POLICY,1,0.975
206,Conj,numeric-complex,SYMBOL_LOOKUP,1,0.975
206,Conj,numeric-complex,PRIMITIVE_LOOKUP,1,0.975
207,besselI,numeric-ternary,ATTR_GET_GENERIC,1,0.985
207,besselI,numeric-ternary,RECYCLE_LENGTH,1,0.975
207,besselI,numeric-ternary,RECYCLE_INDEX,1,0.975
207,besselI,numeric-ternary,RECYCLE_WARNING,1,0.975
207,besselI,numeric-ternary,COERCE_COMMON_NUMERIC,1,0.985
207,besselI,numeric-ternary,COERCE_INTEGER,1,0.985
207,besselI,numeric-ternary,COERCE_DOUBLE,1,0.985
207,besselI,numeric-ternary,INTERNAL_GENERIC_LOOKUP,1,0.975
207,besselI,numeric-ternary,OPS_GROUP_DISPATCH,1,0.975
207,besselI,numeric-ternary,ARG_FORCE_EAGER,1,0.975
207,besselI,numeric-ternary,ARG_MATCH_EXACT,1,0.975
207,besselI,numeric-ternary,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
207,besselI,numeric-ternary,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
207,besselI,numeric-ternary,ARG_MATCH_POSITIONAL,1,0.975
207,besselI,numeric-ternary,NUMERIC_SCALAR,1,0.985
207,besselI,numeric-ternary,NUMERIC_VECTOR,1,0.985
207,besselI,numeric-ternary,NA_PROPAGATE_ARITH,1,0.985
207,besselI,numeric-ternary,NAN_DISTINGUISH,1,0.975
207,besselI,numeric-ternary,INFINITY_POLICY,1,0.975
207,besselI,numeric-ternary,SYMBOL_LOOKUP,1,0.975
207,besselI,numeric-ternary,PRIMITIVE_LOOKUP,1,0.975
207,besselI,numeric-ternary,VECTORIZE_UNARY,1,0.985
207,besselI,numeric-ternary,VECTORIZE_BINARY,1,0.985
208,besselK,numeric-ternary,ATTR_GET_GENERIC,1,0.985
208,besselK,numeric-ternary,RECYCLE_LENGTH,1,0.975
208,besselK,numeric-ternary,RECYCLE_INDEX,1,0.975
208,besselK,numeric-ternary,RECYCLE_WARNING,1,0.975
208,besselK,numeric-ternary,COERCE_COMMON_NUMERIC,1,0.985
208,besselK,numeric-ternary,COERCE_INTEGER,1,0.985
208,besselK,numeric-ternary,COERCE_DOUBLE,1,0.985
208,besselK,numeric-ternary,INTERNAL_GENERIC_LOOKUP,1,0.975
208,besselK,numeric-ternary,OPS_GROUP_DISPATCH,1,0.975
208,besselK,numeric-ternary,ARG_FORCE_EAGER,1,0.975
208,besselK,numeric-ternary,ARG_MATCH_EXACT,1,0.975
208,besselK,numeric-ternary,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
208,besselK,numeric-ternary,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
208,besselK,numeric-ternary,ARG_MATCH_POSITIONAL,1,0.975
208,besselK,numeric-ternary,NUMERIC_SCALAR,1,0.985
208,besselK,numeric-ternary,NUMERIC_VECTOR,1,0.985
208,besselK,numeric-ternary,NA_PROPAGATE_ARITH,1,0.985
208,besselK,numeric-ternary,NAN_DISTINGUISH,1,0.975
208,besselK,numeric-ternary,INFINITY_POLICY,1,0.975
208,besselK,numeric-ternary,SYMBOL_LOOKUP,1,0.975
208,besselK,numeric-ternary,PRIMITIVE_LOOKUP,1,0.975
208,besselK,numeric-ternary,VECTORIZE_UNARY,1,0.985
208,besselK,numeric-ternary,VECTORIZE_BINARY,1,0.985
209,rchisq,random,ATTR_DROP,1,0.985
209,rchisq,random,ATTR_POLICY_DROP,1,0.985
209,rchisq,random,RECYCLE_LENGTH,1,0.975
209,rchisq,random,RECYCLE_INDEX,1,0.975
209,rchisq,random,RECYCLE_WARNING,1,0.975
209,rchisq,random,COERCE_COMMON_NUMERIC,1,0.985
209,rchisq,random,COERCE_INTEGER,1,0.985
209,rchisq,random,COERCE_DOUBLE,1,0.985
209,rchisq,random,ARG_FORCE_EAGER,1,0.975
209,rchisq,random,ARG_MATCH_EXACT,1,0.975
209,rchisq,random,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
209,rchisq,random,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
209,rchisq,random,ARG_MATCH_POSITIONAL,1,0.975
209,rchisq,random,SYMBOL_LOOKUP,1,0.975
209,rchisq,random,PRIMITIVE_LOOKUP,1,0.975
209,rchisq,random,RNG_KIND_SELECT,1,0.9
209,rchisq,random,RNG_STATE_GET,1,0.94
209,rchisq,random,RNG_STATE_SET,1,0.94
209,rchisq,random,RNG_UNIFORM,1,0.96
209,rchisq,random,RNG_NORMAL,1,0.93
209,rchisq,random,RNG_SAMPLE,1,0.92
209,rchisq,random,RNG_SEED,1,0.96
209,rchisq,random,VECTORIZE_UNARY,1,0.985
209,rchisq,random,VECTORIZE_BINARY,1,0.985
210,rexp,random,ATTR_DROP,1,0.985
210,rexp,random,ATTR_POLICY_DROP,1,0.985
210,rexp,random,RECYCLE_LENGTH,1,0.975
210,rexp,random,RECYCLE_INDEX,1,0.975
210,rexp,random,RECYCLE_WARNING,1,0.975
210,rexp,random,COERCE_COMMON_NUMERIC,1,0.985
210,rexp,random,COERCE_INTEGER,1,0.985
210,rexp,random,COERCE_DOUBLE,1,0.985
210,rexp,random,ARG_FORCE_EAGER,1,0.975
210,rexp,random,ARG_MATCH_EXACT,1,0.975
210,rexp,random,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
210,rexp,random,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
210,rexp,random,ARG_MATCH_POSITIONAL,1,0.975
210,rexp,random,SYMBOL_LOOKUP,1,0.975
210,rexp,random,PRIMITIVE_LOOKUP,1,0.975
210,rexp,random,RNG_KIND_SELECT,1,0.9
210,rexp,random,RNG_STATE_GET,1,0.94
210,rexp,random,RNG_STATE_SET,1,0.94
210,rexp,random,RNG_UNIFORM,1,0.96
210,rexp,random,RNG_NORMAL,1,0.93
210,rexp,random,RNG_SAMPLE,1,0.92
210,rexp,random,RNG_SEED,1,0.96
210,rexp,random,VECTORIZE_UNARY,1,0.985
210,rexp,random,VECTORIZE_BINARY,1,0.985
211,rgeom,random,ATTR_DROP,1,0.985
211,rgeom,random,ATTR_POLICY_DROP,1,0.985
211,rgeom,random,RECYCLE_LENGTH,1,0.975
211,rgeom,random,RECYCLE_INDEX,1,0.975
211,rgeom,random,RECYCLE_WARNING,1,0.975
211,rgeom,random,COERCE_COMMON_NUMERIC,1,0.985
211,rgeom,random,COERCE_INTEGER,1,0.985
211,rgeom,random,COERCE_DOUBLE,1,0.985
211,rgeom,random,ARG_FORCE_EAGER,1,0.975
211,rgeom,random,ARG_MATCH_EXACT,1,0.975
211,rgeom,random,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
211,rgeom,random,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
211,rgeom,random,ARG_MATCH_POSITIONAL,1,0.975
211,rgeom,random,SYMBOL_LOOKUP,1,0.975
211,rgeom,random,PRIMITIVE_LOOKUP,1,0.975
211,rgeom,random,RNG_KIND_SELECT,1,0.9
211,rgeom,random,RNG_STATE_GET,1,0.94
211,rgeom,random,RNG_STATE_SET,1,0.94
211,rgeom,random,RNG_UNIFORM,1,0.96
211,rgeom,random,RNG_NORMAL,1,0.93
211,rgeom,random,RNG_SAMPLE,1,0.92
211,rgeom,random,RNG_SEED,1,0.96
211,rgeom,random,VECTORIZE_UNARY,1,0.985
211,rgeom,random,VECTORIZE_BINARY,1,0.985
212,rpois,random,ATTR_DROP,1,0.985
212,rpois,random,ATTR_POLICY_DROP,1,0.985
212,rpois,random,RECYCLE_LENGTH,1,0.975
212,rpois,random,RECYCLE_INDEX,1,0.975
212,rpois,random,RECYCLE_WARNING,1,0.975
212,rpois,random,COERCE_COMMON_NUMERIC,1,0.985
212,rpois,random,COERCE_INTEGER,1,0.985
212,rpois,random,COERCE_DOUBLE,1,0.985
212,rpois,random,ARG_FORCE_EAGER,1,0.975
212,rpois,random,ARG_MATCH_EXACT,1,0.975
212,rpois,random,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
212,rpois,random,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
212,rpois,random,ARG_MATCH_POSITIONAL,1,0.975
212,rpois,random,SYMBOL_LOOKUP,1,0.975
212,rpois,random,PRIMITIVE_LOOKUP,1,0.975
212,rpois,random,RNG_KIND_SELECT,1,0.9
212,rpois,random,RNG_STATE_GET,1,0.94
212,rpois,random,RNG_STATE_SET,1,0.94
212,rpois,random,RNG_UNIFORM,1,0.96
212,rpois,random,RNG_NORMAL,1,0.93
212,rpois,random,RNG_SAMPLE,1,0.92
212,rpois,random,RNG_SEED,1,0.96
212,rpois,random,VECTORIZE_UNARY,1,0.985
212,rpois,random,VECTORIZE_BINARY,1,0.985
213,rt,random,ATTR_DROP,1,0.985
213,rt,random,ATTR_POLICY_DROP,1,0.985
213,rt,random,RECYCLE_LENGTH,1,0.975
213,rt,random,RECYCLE_INDEX,1,0.975
213,rt,random,RECYCLE_WARNING,1,0.975
213,rt,random,COERCE_COMMON_NUMERIC,1,0.985
213,rt,random,COERCE_INTEGER,1,0.985
213,rt,random,COERCE_DOUBLE,1,0.985
213,rt,random,ARG_FORCE_EAGER,1,0.975
213,rt,random,ARG_MATCH_EXACT,1,0.975
213,rt,random,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
213,rt,random,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
213,rt,random,ARG_MATCH_POSITIONAL,1,0.975
213,rt,random,SYMBOL_LOOKUP,1,0.975
213,rt,random,PRIMITIVE_LOOKUP,1,0.975
213,rt,random,RNG_KIND_SELECT,1,0.9
213,rt,random,RNG_STATE_GET,1,0.94
213,rt,random,RNG_STATE_SET,1,0.94
213,rt,random,RNG_UNIFORM,1,0.96
213,rt,random,RNG_NORMAL,1,0.93
213,rt,random,RNG_SAMPLE,1,0.92
213,rt,random,RNG_SEED,1,0.96
213,rt,random,VECTORIZE_UNARY,1,0.985
213,rt,random,VECTORIZE_BINARY,1,0.985
214,rsignrank,random,ATTR_DROP,1,0.985
214,rsignrank,random,ATTR_POLICY_DROP,1,0.985
214,rsignrank,random,RECYCLE_LENGTH,1,0.975
214,rsignrank,random,RECYCLE_INDEX,1,0.975
214,rsignrank,random,RECYCLE_WARNING,1,0.975
214,rsignrank,random,COERCE_COMMON_NUMERIC,1,0.985
214,rsignrank,random,COERCE_INTEGER,1,0.985
214,rsignrank,random,COERCE_DOUBLE,1,0.985
214,rsignrank,random,ARG_FORCE_EAGER,1,0.975
214,rsignrank,random,ARG_MATCH_EXACT,1,0.975
214,rsignrank,random,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
214,rsignrank,random,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
214,rsignrank,random,ARG_MATCH_POSITIONAL,1,0.975
214,rsignrank,random,SYMBOL_LOOKUP,1,0.975
214,rsignrank,random,PRIMITIVE_LOOKUP,1,0.975
214,rsignrank,random,RNG_KIND_SELECT,1,0.9
214,rsignrank,random,RNG_STATE_GET,1,0.94
214,rsignrank,random,RNG_STATE_SET,1,0.94
214,rsignrank,random,RNG_UNIFORM,1,0.96
214,rsignrank,random,RNG_NORMAL,1,0.93
214,rsignrank,random,RNG_SAMPLE,1,0.92
214,rsignrank,random,RNG_SEED,1,0.96
214,rsignrank,random,VECTORIZE_UNARY,1,0.985
214,rsignrank,random,VECTORIZE_BINARY,1,0.985
215,rbeta,random,ATTR_DROP,1,0.985
215,rbeta,random,ATTR_POLICY_DROP,1,0.985
215,rbeta,random,RECYCLE_LENGTH,1,0.975
215,rbeta,random,RECYCLE_INDEX,1,0.975
215,rbeta,random,RECYCLE_WARNING,1,0.975
215,rbeta,random,COERCE_COMMON_NUMERIC,1,0.985
215,rbeta,random,COERCE_INTEGER,1,0.985
215,rbeta,random,COERCE_DOUBLE,1,0.985
215,rbeta,random,ARG_FORCE_EAGER,1,0.975
215,rbeta,random,ARG_MATCH_EXACT,1,0.975
215,rbeta,random,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
215,rbeta,random,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
215,rbeta,random,ARG_MATCH_POSITIONAL,1,0.975
215,rbeta,random,SYMBOL_LOOKUP,1,0.975
215,rbeta,random,PRIMITIVE_LOOKUP,1,0.975
215,rbeta,random,RNG_KIND_SELECT,1,0.9
215,rbeta,random,RNG_STATE_GET,1,0.94
215,rbeta,random,RNG_STATE_SET,1,0.94
215,rbeta,random,RNG_UNIFORM,1,0.96
215,rbeta,random,RNG_NORMAL,1,0.93
215,rbeta,random,RNG_SAMPLE,1,0.92
215,rbeta,random,RNG_SEED,1,0.96
215,rbeta,random,VECTORIZE_UNARY,1,0.985
215,rbeta,random,VECTORIZE_BINARY,1,0.985
216,rbinom,random,ATTR_DROP,1,0.985
216,rbinom,random,ATTR_POLICY_DROP,1,0.985
216,rbinom,random,RECYCLE_LENGTH,1,0.975
216,rbinom,random,RECYCLE_INDEX,1,0.975
216,rbinom,random,RECYCLE_WARNING,1,0.975
216,rbinom,random,COERCE_COMMON_NUMERIC,1,0.985
216,rbinom,random,COERCE_INTEGER,1,0.985
216,rbinom,random,COERCE_DOUBLE,1,0.985
216,rbinom,random,ARG_FORCE_EAGER,1,0.975
216,rbinom,random,ARG_MATCH_EXACT,1,0.975
216,rbinom,random,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
216,rbinom,random,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
216,rbinom,random,ARG_MATCH_POSITIONAL,1,0.975
216,rbinom,random,SYMBOL_LOOKUP,1,0.975
216,rbinom,random,PRIMITIVE_LOOKUP,1,0.975
216,rbinom,random,RNG_KIND_SELECT,1,0.9
216,rbinom,random,RNG_STATE_GET,1,0.94
216,rbinom,random,RNG_STATE_SET,1,0.94
216,rbinom,random,RNG_UNIFORM,1,0.96
216,rbinom,random,RNG_NORMAL,1,0.93
216,rbinom,random,RNG_SAMPLE,1,0.92
216,rbinom,random,RNG_SEED,1,0.96
216,rbinom,random,VECTORIZE_UNARY,1,0.985
216,rbinom,random,VECTORIZE_BINARY,1,0.985
217,rcauchy,random,ATTR_DROP,1,0.985
217,rcauchy,random,ATTR_POLICY_DROP,1,0.985
217,rcauchy,random,RECYCLE_LENGTH,1,0.975
217,rcauchy,random,RECYCLE_INDEX,1,0.975
217,rcauchy,random,RECYCLE_WARNING,1,0.975
217,rcauchy,random,COERCE_COMMON_NUMERIC,1,0.985
217,rcauchy,random,COERCE_INTEGER,1,0.985
217,rcauchy,random,COERCE_DOUBLE,1,0.985
217,rcauchy,random,ARG_FORCE_EAGER,1,0.975
217,rcauchy,random,ARG_MATCH_EXACT,1,0.975
217,rcauchy,random,ARG_MATCH_PARTIAL_UNIQUE,1,0.975
217,rcauchy,random,ARG_MATCH_PARTIAL_AMBIGUITY,1,0.94
217,rcauchy,random,ARG_MATCH_POSITIONAL,1,0.975
217,rcauchy,random,SYMBOL_LOOKUP,1,0.975
217,rcauchy,random,PRIMITIVE_LOOKUP,1,0.975
217,rcauchy,random,RNG_KIND_SELECT,1,0.9
217,rcauchy,random,RNG_STATE_GET,1,0.94
217,rcauchy,random,RNG_STATE_SET,1,0.94
217,rcauchy,random,RNG_UNIFORM,1,0.96
217,rcauchy,random,RNG_NORMAL,1,0.93
217,rcauchy,random,RNG_SAMPLE,1,0.92
217,rcauchy,random,RNG_SEED,1,0.96
217,rcauchy,random,VECTORIZE_UNARY,1,0.985
217,rcauchy,random,VECTORIZE_BINARY,1,0.985
218,rf,random,ATTR_DROP,1,0.985
