source_id,language,ecosystem,canonical_semantic_id,observed,source_feature_count,occurrences
cran:CopulaGAMM@0.6.5,r,cran,UASF_0181,1,1,47
cran:CopulaGAMM@0.6.5,r,cran,UASF_0315,1,1,1
cran:CopulaGAMM@0.6.5,r,cran,UASF_0325,1,1,3
cran:CopulaGAMM@0.6.5,r,cran,UASF_0306,1,1,99
cran:CopulaGAMM@0.6.5,r,cran,UASF_0171,1,1,5
cran:CopulaGAMM@0.6.5,r,cran,UASF_0014,1,1,1
cran:CopulaGAMM@0.6.5,r,cran,UASF_0220,1,1,1694
cran:CopulaGAMM@0.6.5,r,cran,UASF_0077,1,1,12
cran:CopulaGAMM@0.6.5,r,cran,UASF_0182,1,3,201
cran:CopulaGAMM@0.6.5,r,cran,UASF_0233,1,1,74
cran:CorrectOverloadedPeaks@1.3.5,r,cran,UASF_0241,1,1,2
cran:CorrectOverloadedPeaks@1.3.5,r,cran,UASF_0046,1,1,1
cran:CorrectOverloadedPeaks@1.3.5,r,cran,UASF_0181,1,1,32
cran:CorrectOverloadedPeaks@1.3.5,r,cran,UASF_0182,1,3,180
cran:CorrectOverloadedPeaks@1.3.5,r,cran,UASF_0219,1,1,84
cran:CorrectOverloadedPeaks@1.3.5,r,cran,UASF_0232,1,1,65
cran:CorrectOverloadedPeaks@1.3.5,r,cran,UASF_0042,1,1,11
cran:CorrectOverloadedPeaks@1.3.5,r,cran,UASF_0171,1,1,26
cran:CorrectOverloadedPeaks@1.3.5,r,cran,UASF_0315,1,1,2
cran:CorrectOverloadedPeaks@1.3.5,r,cran,UASF_0077,1,1,61
cran:CorrectOverloadedPeaks@1.3.5,r,cran,UASF_0220,1,1,613
cran:CorrectOverloadedPeaks@1.3.5,r,cran,UASF_0071,1,1,11
cran:CorrectOverloadedPeaks@1.3.5,r,cran,UASF_0233,1,1,84
cran:CorrectOverloadedPeaks@1.3.5,r,cran,UASF_0306,1,1,73
cran:Countr@3.6.1,r,cran,UASF_0182,1,2,255
cran:Countr@3.6.1,r,cran,UASF_0233,1,1,362
cran:Countr@3.6.1,r,cran,UASF_0237,1,1,7
cran:Countr@3.6.1,r,cran,UASF_0306,1,1,201
cran:Countr@3.6.1,r,cran,UASF_0315,1,1,11
cran:Countr@3.6.1,r,cran,UASF_0219,1,1,362
cran:Countr@3.6.1,r,cran,UASF_0071,1,1,106
cran:Countr@3.6.1,r,cran,UASF_0077,1,1,99
cran:Countr@3.6.1,r,cran,UASF_0014,1,1,47
cran:Countr@3.6.1,r,cran,UASF_0239,1,1,3
cran:Countr@3.6.1,r,cran,UASF_0171,1,1,49
cran:Countr@3.6.1,r,cran,UASF_0220,1,1,2556
cran:Countr@3.6.1,r,cran,UASF_0232,1,1,117
cran:Countr@3.6.1,r,cran,UASF_0217,1,1,18
cran:Countr@3.6.1,r,cran,UASF_0181,1,1,66
cran:CoxPlus@1.5.7,r,cran,UASF_0315,1,1,2
cran:CoxPlus@1.5.7,r,cran,UASF_0325,1,1,1
cran:CoxPlus@1.5.7,r,cran,UASF_0232,1,1,7
cran:CoxPlus@1.5.7,r,cran,UASF_0220,1,1,256
cran:CoxPlus@1.5.7,r,cran,UASF_0071,1,1,1
cran:CoxPlus@1.5.7,r,cran,UASF_0077,1,1,3
cran:CoxPlus@1.5.7,r,cran,UASF_0306,1,1,2
cran:CoxPlus@1.5.7,r,cran,UASF_0182,1,2,96
cran:CoxPlus@1.5.7,r,cran,UASF_0219,1,1,164
cran:CoxPlus@1.5.7,r,cran,UASF_0171,1,1,11
cran:CoxPlus@1.5.7,r,cran,UASF_0233,1,1,164
cran:CoxPlus@1.5.7,r,cran,UASF_0181,1,1,1
cran:CpGFilter@1.1,r,cran,UASF_0219,1,1,1
cran:CpGFilter@1.1,r,cran,UASF_0181,1,1,1
cran:CpGFilter@1.1,r,cran,UASF_0171,1,1,5
cran:CpGFilter@1.1,r,cran,UASF_0071,1,1,2
cran:CpGFilter@1.1,r,cran,UASF_0042,1,1,1
cran:CpGFilter@1.1,r,cran,UASF_0220,1,1,66
cran:CpGFilter@1.1,r,cran,UASF_0233,1,1,1
cran:CpGFilter@1.1,r,cran,UASF_0315,1,1,1
cran:CpGFilter@1.1,r,cran,UASF_0306,1,1,11
cran:CpGFilter@1.1,r,cran,UASF_0182,1,1,15
cran:CropBreeding@0.1.0,r,cran,UASF_0220,1,1,81
cran:CropBreeding@0.1.0,r,cran,UASF_0219,1,1,2
cran:CropBreeding@0.1.0,r,cran,UASF_0232,1,1,7
cran:CropBreeding@0.1.0,r,cran,UASF_0182,1,2,8
cran:CropBreeding@0.1.0,r,cran,UASF_0181,1,1,4
cran:CropBreeding@0.1.0,r,cran,UASF_0077,1,1,20
cran:CropBreeding@0.1.0,r,cran,UASF_0306,1,1,4
cran:CropBreeding@0.1.0,r,cran,UASF_0171,1,1,6
cran:CropBreeding@0.1.0,r,cran,UASF_0233,1,1,2
cran:CropWaterBalance@0.2.0,r,cran,UASF_0220,1,1,2141
cran:CropWaterBalance@0.2.0,r,cran,UASF_0219,1,1,11
cran:CropWaterBalance@0.2.0,r,cran,UASF_0077,1,1,6
cran:CropWaterBalance@0.2.0,r,cran,UASF_0182,1,2,47
cran:CropWaterBalance@0.2.0,r,cran,UASF_0306,1,1,11
cran:CropWaterBalance@0.2.0,r,cran,UASF_0171,1,1,21
cran:CropWaterBalance@0.2.0,r,cran,UASF_0181,1,1,10
cran:CropWaterBalance@0.2.0,r,cran,UASF_0233,1,1,11
cran:CropWaterBalance@0.2.0,r,cran,UASF_0315,1,1,37
cran:CrossCarry@1.2.0,r,cran,UASF_0219,1,1,30
cran:CrossCarry@1.2.0,r,cran,UASF_0182,1,3,55
cran:CrossCarry@1.2.0,r,cran,UASF_0233,1,1,30
cran:CrossCarry@1.2.0,r,cran,UASF_0232,1,1,2
cran:CrossCarry@1.2.0,r,cran,UASF_0077,1,1,61
cran:CrossCarry@1.2.0,r,cran,UASF_0306,1,1,5
cran:CrossCarry@1.2.0,r,cran,UASF_0315,1,1,1
cran:CrossCarry@1.2.0,r,cran,UASF_0220,1,1,331
cran:CrossCarry@1.2.0,r,cran,UASF_0239,1,1,1
cran:CrossCarry@1.2.0,r,cran,UASF_0181,1,1,4
cran:CrossCarry@1.2.0,r,cran,UASF_0171,1,1,7
cran:CrossValidate@2.3.5,r,cran,UASF_0071,1,1,1
cran:CrossValidate@2.3.5,r,cran,UASF_0213,1,1,3
cran:CrossValidate@2.3.5,r,cran,UASF_0077,1,1,2
cran:CrossValidate@2.3.5,r,cran,UASF_0220,1,1,94
cran:CrossValidate@2.3.5,r,cran,UASF_0232,1,1,3
cran:CrossValidate@2.3.5,r,cran,UASF_0182,1,2,9
cran:CrossValidate@2.3.5,r,cran,UASF_0306,1,1,6
cran:CrossValidate@2.3.5,r,cran,UASF_0241,1,1,4
cran:CrossValidate@2.3.5,r,cran,UASF_0171,1,1,1
cran:CrossValidate@2.3.5,r,cran,UASF_0315,1,1,5
cran:Crossover@0.1-22,r,cran,UASF_0232,1,1,21
cran:Crossover@0.1-22,r,cran,UASF_0014,1,1,7
cran:Crossover@0.1-22,r,cran,UASF_0325,1,1,1
cran:Crossover@0.1-22,r,cran,UASF_0046,1,1,1
cran:Crossover@0.1-22,r,cran,UASF_0239,1,1,1
cran:Crossover@0.1-22,r,cran,UASF_0220,1,1,1195
cran:Crossover@0.1-22,r,cran,UASF_0233,1,1,54
cran:Crossover@0.1-22,r,cran,UASF_0071,1,1,14
cran:Crossover@0.1-22,r,cran,UASF_0213,1,1,1
cran:Crossover@0.1-22,r,cran,UASF_0181,1,1,103
cran:Crossover@0.1-22,r,cran,UASF_0241,1,1,12
cran:Crossover@0.1-22,r,cran,UASF_0171,1,1,37
cran:Crossover@0.1-22,r,cran,UASF_0077,1,1,45
cran:Crossover@0.1-22,r,cran,UASF_0219,1,1,54
cran:Crossover@0.1-22,r,cran,UASF_0182,1,3,402
cran:Crossover@0.1-22,r,cran,UASF_0315,1,1,4
cran:Crossover@0.1-22,r,cran,UASF_0306,1,1,107
cran:D3mirt@2.1.0,r,cran,UASF_0237,1,1,1
cran:D3mirt@2.1.0,r,cran,UASF_0219,1,1,276
cran:D3mirt@2.1.0,r,cran,UASF_0306,1,1,28
cran:D3mirt@2.1.0,r,cran,UASF_0071,1,1,15
cran:D3mirt@2.1.0,r,cran,UASF_0232,1,1,35
cran:D3mirt@2.1.0,r,cran,UASF_0233,1,1,276
cran:D3mirt@2.1.0,r,cran,UASF_0182,1,2,346
cran:D3mirt@2.1.0,r,cran,UASF_0171,1,1,93
cran:D3mirt@2.1.0,r,cran,UASF_0077,1,1,123
cran:D3mirt@2.1.0,r,cran,UASF_0220,1,1,1175
cran:DACF@1.1.0,r,cran,UASF_0071,1,1,8
cran:DACF@1.1.0,r,cran,UASF_0181,1,1,16
cran:DACF@1.1.0,r,cran,UASF_0306,1,1,34
cran:DACF@1.1.0,r,cran,UASF_0325,1,1,5
cran:DACF@1.1.0,r,cran,UASF_0220,1,1,533
cran:DACF@1.1.0,r,cran,UASF_0232,1,1,17
cran:DACF@1.1.0,r,cran,UASF_0077,1,1,13
cran:DACF@1.1.0,r,cran,UASF_0233,1,1,51
cran:DACF@1.1.0,r,cran,UASF_0182,1,3,63
cran:DACF@1.1.0,r,cran,UASF_0213,1,1,1
cran:DACF@1.1.0,r,cran,UASF_0171,1,1,14
cran:DACF@1.1.0,r,cran,UASF_0169,1,1,1
cran:DACF@1.1.0,r,cran,UASF_0219,1,1,51
cran:DALEXtra@2.3.1,r,cran,UASF_0237,1,1,1
cran:DALEXtra@2.3.1,r,cran,UASF_0220,1,1,1129
cran:DALEXtra@2.3.1,r,cran,UASF_0217,1,1,1
cran:DALEXtra@2.3.1,r,cran,UASF_0219,1,1,219
cran:DALEXtra@2.3.1,r,cran,UASF_0077,1,1,115
cran:DALEXtra@2.3.1,r,cran,UASF_0071,1,1,58
cran:DALEXtra@2.3.1,r,cran,UASF_0232,1,1,29
cran:DALEXtra@2.3.1,r,cran,UASF_0171,1,1,43
cran:DALEXtra@2.3.1,r,cran,UASF_0306,1,1,101
cran:DALEXtra@2.3.1,r,cran,UASF_0233,1,1,219
cran:DALEXtra@2.3.1,r,cran,UASF_0315,1,1,7
cran:DALEXtra@2.3.1,r,cran,UASF_0181,1,1,20
cran:DALEXtra@2.3.1,r,cran,UASF_0182,1,2,138
cran:DALY@1.5.0,r,cran,UASF_0233,1,1,106
cran:DALY@1.5.0,r,cran,UASF_0171,1,1,25
cran:DALY@1.5.0,r,cran,UASF_0232,1,1,171
cran:DALY@1.5.0,r,cran,UASF_0315,1,1,2
cran:DALY@1.5.0,r,cran,UASF_0077,1,1,1
cran:DALY@1.5.0,r,cran,UASF_0237,1,1,1
cran:DALY@1.5.0,r,cran,UASF_0306,1,1,130
cran:DALY@1.5.0,r,cran,UASF_0219,1,1,106
cran:DALY@1.5.0,r,cran,UASF_0014,1,1,1
cran:DALY@1.5.0,r,cran,UASF_0046,1,1,1
cran:DALY@1.5.0,r,cran,UASF_0239,1,1,5
cran:DALY@1.5.0,r,cran,UASF_0182,1,2,247
cran:DALY@1.5.0,r,cran,UASF_0220,1,1,1252
cran:DALY@1.5.0,r,cran,UASF_0181,1,1,31
cran:DALY@1.5.0,r,cran,UASF_0071,1,1,42
cran:DBHC@0.0.4,r,cran,UASF_0171,1,1,18
cran:DBHC@0.0.4,r,cran,UASF_0219,1,1,45
cran:DBHC@0.0.4,r,cran,UASF_0077,1,1,26
cran:DBHC@0.0.4,r,cran,UASF_0182,1,3,51
cran:DBHC@0.0.4,r,cran,UASF_0325,1,1,9
cran:DBHC@0.0.4,r,cran,UASF_0220,1,1,270
cran:DBHC@0.0.4,r,cran,UASF_0306,1,1,15
cran:DBHC@0.0.4,r,cran,UASF_0232,1,1,15
cran:DBHC@0.0.4,r,cran,UASF_0181,1,1,12
cran:DBHC@0.0.4,r,cran,UASF_0233,1,1,45
cran:DBfit@2.0,r,cran,UASF_0071,1,1,9
cran:DBfit@2.0,r,cran,UASF_0219,1,1,36
cran:DBfit@2.0,r,cran,UASF_0237,1,1,1
cran:DBfit@2.0,r,cran,UASF_0181,1,1,12
cran:DBfit@2.0,r,cran,UASF_0233,1,1,36
cran:DBfit@2.0,r,cran,UASF_0220,1,1,463
cran:DBfit@2.0,r,cran,UASF_0077,1,1,1
cran:DBfit@2.0,r,cran,UASF_0306,1,1,23
cran:DBfit@2.0,r,cran,UASF_0182,1,3,77
cran:DBfit@2.0,r,cran,UASF_0315,1,1,4
cran:DCluster@0.2-10,r,cran,UASF_0233,1,1,129
cran:DCluster@0.2-10,r,cran,UASF_0071,1,1,77
cran:DCluster@0.2-10,r,cran,UASF_0315,1,1,13
cran:DCluster@0.2-10,r,cran,UASF_0306,1,1,66
cran:DCluster@0.2-10,r,cran,UASF_0325,1,1,1
cran:DCluster@0.2-10,r,cran,UASF_0219,1,1,129
cran:DCluster@0.2-10,r,cran,UASF_0182,1,3,82
cran:DCluster@0.2-10,r,cran,UASF_0171,1,1,6
cran:DCluster@0.2-10,r,cran,UASF_0220,1,1,517
cran:DCluster@0.2-10,r,cran,UASF_0239,1,1,4
cran:DCluster@0.2-10,r,cran,UASF_0181,1,1,63
cran:DCluster@0.2-10,r,cran,UASF_0014,1,1,2
cran:DCluster@0.2-10,r,cran,UASF_0077,1,1,5
cran:DCluster@0.2-10,r,cran,UASF_0232,1,1,17
cran:DDESONN@7.1.11,r,cran,UASF_0306,1,1,1028
cran:DDESONN@7.1.11,r,cran,UASF_0171,1,1,490
cran:DDESONN@7.1.11,r,cran,UASF_0325,1,1,13
cran:DDESONN@7.1.11,r,cran,UASF_0046,1,1,11
cran:DDESONN@7.1.11,r,cran,UASF_0232,1,1,1032
cran:DDESONN@7.1.11,r,cran,UASF_0220,1,1,14077
cran:DDESONN@7.1.11,r,cran,UASF_0315,1,1,645
cran:DDESONN@7.1.11,r,cran,UASF_0042,1,1,22
cran:DDESONN@7.1.11,r,cran,UASF_0071,1,1,87
cran:DDESONN@7.1.11,r,cran,UASF_0077,1,1,421
cran:DDESONN@7.1.11,r,cran,UASF_0169,1,1,1
cran:DDESONN@7.1.11,r,cran,UASF_0233,1,1,2669
cran:DDESONN@7.1.11,r,cran,UASF_0182,1,3,4486
cran:DDESONN@7.1.11,r,cran,UASF_0219,1,1,2669
cran:DDESONN@7.1.11,r,cran,UASF_0213,1,1,21
cran:DDESONN@7.1.11,r,cran,UASF_0181,1,1,693
cran:DDESONN@7.1.11,r,cran,UASF_0239,1,1,1
cran:DDM@1.0-0,r,cran,UASF_0233,1,1,130
cran:DDM@1.0-0,r,cran,UASF_0306,1,1,47
cran:DDM@1.0-0,r,cran,UASF_0171,1,1,5
cran:DDM@1.0-0,r,cran,UASF_0220,1,1,694
cran:DDM@1.0-0,r,cran,UASF_0315,1,1,2
cran:DDM@1.0-0,r,cran,UASF_0182,1,2,68
cran:DDM@1.0-0,r,cran,UASF_0219,1,1,130
cran:DDM@1.0-0,r,cran,UASF_0071,1,1,2
cran:DDM@1.0-0,r,cran,UASF_0232,1,1,8
cran:DDM@1.0-0,r,cran,UASF_0181,1,1,14
cran:DGEobj@1.1.2,r,cran,UASF_0233,1,1,121
cran:DGEobj@1.1.2,r,cran,UASF_0232,1,1,64
cran:DGEobj@1.1.2,r,cran,UASF_0315,1,1,3
cran:DGEobj@1.1.2,r,cran,UASF_0077,1,1,74
cran:DGEobj@1.1.2,r,cran,UASF_0220,1,1,862
cran:DGEobj@1.1.2,r,cran,UASF_0306,1,1,34
cran:DGEobj@1.1.2,r,cran,UASF_0219,1,1,121
cran:DGEobj@1.1.2,r,cran,UASF_0181,1,1,29
cran:DGEobj@1.1.2,r,cran,UASF_0171,1,1,27
cran:DGEobj@1.1.2,r,cran,UASF_0071,1,1,5
cran:DGEobj@1.1.2,r,cran,UASF_0239,1,1,5
cran:DGEobj@1.1.2,r,cran,UASF_0182,1,2,98
cran:DGP4LCF@1.0.0.1,r,cran,UASF_0169,1,1,1
cran:DGP4LCF@1.0.0.1,r,cran,UASF_0181,1,1,10
cran:DGP4LCF@1.0.0.1,r,cran,UASF_0233,1,1,195
cran:DGP4LCF@1.0.0.1,r,cran,UASF_0232,1,1,60
cran:DGP4LCF@1.0.0.1,r,cran,UASF_0306,1,1,15
cran:DGP4LCF@1.0.0.1,r,cran,UASF_0014,1,1,2
cran:DGP4LCF@1.0.0.1,r,cran,UASF_0077,1,1,19
cran:DGP4LCF@1.0.0.1,r,cran,UASF_0220,1,1,1063
cran:DGP4LCF@1.0.0.1,r,cran,UASF_0182,1,3,171
cran:DGP4LCF@1.0.0.1,r,cran,UASF_0171,1,1,12
cran:DGP4LCF@1.0.0.1,r,cran,UASF_0315,1,1,4
cran:DGP4LCF@1.0.0.1,r,cran,UASF_0219,1,1,195
cran:DIFplus@1.1,r,cran,UASF_0220,1,1,622
cran:DIFplus@1.1,r,cran,UASF_0171,1,1,3
cran:DIFplus@1.1,r,cran,UASF_0315,1,1,22
cran:DIFplus@1.1,r,cran,UASF_0077,1,1,15
cran:DIFplus@1.1,r,cran,UASF_0182,1,3,76
cran:DIFplus@1.1,r,cran,UASF_0219,1,1,131
cran:DIFplus@1.1,r,cran,UASF_0181,1,1,2
cran:DIFplus@1.1,r,cran,UASF_0233,1,1,131
cran:DIFplus@1.1,r,cran,UASF_0232,1,1,26
cran:DIFplus@1.1,r,cran,UASF_0306,1,1,3
cran:DMtest@1.0.0,r,cran,UASF_0306,1,1,14
cran:DMtest@1.0.0,r,cran,UASF_0219,1,1,42
cran:DMtest@1.0.0,r,cran,UASF_0182,1,2,22
cran:DMtest@1.0.0,r,cran,UASF_0171,1,1,5
cran:DMtest@1.0.0,r,cran,UASF_0233,1,1,42
cran:DMtest@1.0.0,r,cran,UASF_0213,1,1,1
cran:DMtest@1.0.0,r,cran,UASF_0220,1,1,174
cran:DMtest@1.0.0,r,cran,UASF_0181,1,1,7
cran:DMtest@1.0.0,r,cran,UASF_0077,1,1,17
cran:DMtest@1.0.0,r,cran,UASF_0315,1,1,15
cran:DMtest@1.0.0,r,cran,UASF_0071,1,1,3
cran:DOPE@2.1.0,r,cran,UASF_0315,1,1,3
cran:DOPE@2.1.0,r,cran,UASF_0077,1,1,75
cran:DOPE@2.1.0,r,cran,UASF_0217,1,1,4
cran:DOPE@2.1.0,r,cran,UASF_0071,1,1,2
cran:DOPE@2.1.0,r,cran,UASF_0219,1,1,35
cran:DOPE@2.1.0,r,cran,UASF_0306,1,1,8
cran:DOPE@2.1.0,r,cran,UASF_0171,1,1,1
cran:DOPE@2.1.0,r,cran,UASF_0233,1,1,35
cran:DOPE@2.1.0,r,cran,UASF_0220,1,1,390
cran:DOPE@2.1.0,r,cran,UASF_0182,1,1,16
cran:DOSPortfolio@0.1.0,r,cran,UASF_0233,1,1,1
cran:DOSPortfolio@0.1.0,r,cran,UASF_0220,1,1,207
cran:DOSPortfolio@0.1.0,r,cran,UASF_0219,1,1,1
cran:DOSPortfolio@0.1.0,r,cran,UASF_0077,1,1,21
cran:DOSPortfolio@0.1.0,r,cran,UASF_0306,1,1,11
cran:DOSPortfolio@0.1.0,r,cran,UASF_0182,1,2,19
cran:DOSPortfolio@0.1.0,r,cran,UASF_0181,1,1,2
cran:DOSPortfolio@0.1.0,r,cran,UASF_0171,1,1,8
cran:DOvalidation@1.1.0,r,cran,UASF_0171,1,1,6
cran:DOvalidation@1.1.0,r,cran,UASF_0233,1,1,12
cran:DOvalidation@1.1.0,r,cran,UASF_0315,1,1,22
cran:DOvalidation@1.1.0,r,cran,UASF_0220,1,1,505
cran:DOvalidation@1.1.0,r,cran,UASF_0306,1,1,92
cran:DOvalidation@1.1.0,r,cran,UASF_0182,1,1,135
cran:DOvalidation@1.1.0,r,cran,UASF_0219,1,1,12
cran:DOvalidation@1.1.0,r,cran,UASF_0181,1,1,42
cran:DPComb@1.0.1,r,cran,UASF_0219,1,1,74
cran:DPComb@1.0.1,r,cran,UASF_0181,1,1,19
cran:DPComb@1.0.1,r,cran,UASF_0232,1,1,17
cran:DPComb@1.0.1,r,cran,UASF_0325,1,1,3
cran:DPComb@1.0.1,r,cran,UASF_0220,1,1,282
cran:DPComb@1.0.1,r,cran,UASF_0171,1,1,30
cran:DPComb@1.0.1,r,cran,UASF_0233,1,1,74
cran:DPComb@1.0.1,r,cran,UASF_0182,1,2,77
cran:DPComb@1.0.1,r,cran,UASF_0306,1,1,27
cran:DPComb@1.0.1,r,cran,UASF_0077,1,1,9
cran:DREGAR@0.1.4.0,r,cran,UASF_0077,1,1,5
cran:DREGAR@0.1.4.0,r,cran,UASF_0182,1,2,71
cran:DREGAR@0.1.4.0,r,cran,UASF_0181,1,1,18
cran:DREGAR@0.1.4.0,r,cran,UASF_0171,1,1,5
cran:DREGAR@0.1.4.0,r,cran,UASF_0232,1,1,1
cran:DREGAR@0.1.4.0,r,cran,UASF_0306,1,1,15
cran:DREGAR@0.1.4.0,r,cran,UASF_0219,1,1,27
cran:DREGAR@0.1.4.0,r,cran,UASF_0315,1,1,4
cran:DREGAR@0.1.4.0,r,cran,UASF_0233,1,1,27
cran:DREGAR@0.1.4.0,r,cran,UASF_0071,1,1,1
cran:DREGAR@0.1.4.0,r,cran,UASF_0220,1,1,321
cran:DSBayes@2023.1.0,r,cran,UASF_0306,1,1,13
cran:DSBayes@2023.1.0,r,cran,UASF_0220,1,1,98
cran:DSBayes@2023.1.0,r,cran,UASF_0315,1,1,4
cran:DSBayes@2023.1.0,r,cran,UASF_0325,1,1,6
cran:DSBayes@2023.1.0,r,cran,UASF_0171,1,1,1
cran:DSBayes@2023.1.0,r,cran,UASF_0182,1,2,15
cran:DSBayes@2023.1.0,r,cran,UASF_0219,1,1,20
cran:DSBayes@2023.1.0,r,cran,UASF_0181,1,1,2
cran:DSBayes@2023.1.0,r,cran,UASF_0071,1,1,1
cran:DSBayes@2023.1.0,r,cran,UASF_0233,1,1,20
cran:DSIR@0.9.0,r,cran,UASF_0171,1,1,9
cran:DSIR@0.9.0,r,cran,UASF_0315,1,1,105
cran:DSIR@0.9.0,r,cran,UASF_0217,1,1,1
cran:DSIR@0.9.0,r,cran,UASF_0220,1,1,1510
cran:DSIR@0.9.0,r,cran,UASF_0213,1,1,1
cran:DSIR@0.9.0,r,cran,UASF_0232,1,1,34
cran:DSIR@0.9.0,r,cran,UASF_0219,1,1,322
cran:DSIR@0.9.0,r,cran,UASF_0181,1,1,53
cran:DSIR@0.9.0,r,cran,UASF_0169,1,1,8
cran:DSIR@0.9.0,r,cran,UASF_0325,1,1,10
cran:DSIR@0.9.0,r,cran,UASF_0042,1,1,6
cran:DSIR@0.9.0,r,cran,UASF_0306,1,1,85
cran:DSIR@0.9.0,r,cran,UASF_0071,1,1,6
cran:DSIR@0.9.0,r,cran,UASF_0233,1,1,322
cran:DSIR@0.9.0,r,cran,UASF_0182,1,2,174
cran:DSIR@0.9.0,r,cran,UASF_0077,1,1,313
cran:DSIR@0.9.0,r,cran,UASF_0046,1,1,1
cran:DSLite@1.4.1,r,cran,UASF_0306,1,1,141
cran:DSLite@1.4.1,r,cran,UASF_0181,1,1,1
cran:DSLite@1.4.1,r,cran,UASF_0241,1,1,27
cran:DSLite@1.4.1,r,cran,UASF_0169,1,1,3
cran:DSLite@1.4.1,r,cran,UASF_0220,1,1,562
cran:DSLite@1.4.1,r,cran,UASF_0046,1,1,3
cran:DSLite@1.4.1,r,cran,UASF_0071,1,1,2
cran:DSLite@1.4.1,r,cran,UASF_0232,1,1,42
cran:DSLite@1.4.1,r,cran,UASF_0171,1,1,25
cran:DSLite@1.4.1,r,cran,UASF_0077,1,1,129
cran:DSLite@1.4.1,r,cran,UASF_0219,1,1,332
cran:DSLite@1.4.1,r,cran,UASF_0315,1,1,4
cran:DSLite@1.4.1,r,cran,UASF_0233,1,1,332
cran:DSLite@1.4.1,r,cran,UASF_0239,1,1,8
cran:DSLite@1.4.1,r,cran,UASF_0182,1,2,137
cran:DTDA@3.0.1,r,cran,UASF_0232,1,1,22
cran:DTDA@3.0.1,r,cran,UASF_0315,1,1,24
cran:DTDA@3.0.1,r,cran,UASF_0171,1,1,26
cran:DTDA@3.0.1,r,cran,UASF_0181,1,1,43
cran:DTDA@3.0.1,r,cran,UASF_0233,1,1,3
cran:DTDA@3.0.1,r,cran,UASF_0220,1,1,2809
cran:DTDA@3.0.1,r,cran,UASF_0182,1,3,663
cran:DTDA@3.0.1,r,cran,UASF_0306,1,1,40
cran:DTDA@3.0.1,r,cran,UASF_0219,1,1,3
cran:DTDA.ni@1.0.1,r,cran,UASF_0077,1,1,7
cran:DTDA.ni@1.0.1,r,cran,UASF_0182,1,2,17
cran:DTDA.ni@1.0.1,r,cran,UASF_0306,1,1,3
cran:DTDA.ni@1.0.1,r,cran,UASF_0171,1,1,10
cran:DTDA.ni@1.0.1,r,cran,UASF_0233,1,1,11
cran:DTDA.ni@1.0.1,r,cran,UASF_0220,1,1,74
cran:DTDA.ni@1.0.1,r,cran,UASF_0219,1,1,11
cran:DTDA.ni@1.0.1,r,cran,UASF_0071,1,1,1
cran:DTEBOP2@1.0.3,r,cran,UASF_0171,1,1,4
cran:DTEBOP2@1.0.3,r,cran,UASF_0219,1,1,56
cran:DTEBOP2@1.0.3,r,cran,UASF_0077,1,1,12
cran:DTEBOP2@1.0.3,r,cran,UASF_0220,1,1,639
cran:DTEBOP2@1.0.3,r,cran,UASF_0213,1,1,7
cran:DTEBOP2@1.0.3,r,cran,UASF_0232,1,1,7
cran:DTEBOP2@1.0.3,r,cran,UASF_0182,1,3,88
cran:DTEBOP2@1.0.3,r,cran,UASF_0233,1,1,56
cran:DTEBOP2@1.0.3,r,cran,UASF_0325,1,1,3
cran:DTEBOP2@1.0.3,r,cran,UASF_0306,1,1,26
cran:DTEBOP2@1.0.3,r,cran,UASF_0181,1,1,25
cran:DandEFA@1.6.1,r,cran,UASF_0233,1,1,7
cran:DandEFA@1.6.1,r,cran,UASF_0220,1,1,167
cran:DandEFA@1.6.1,r,cran,UASF_0182,1,2,45
cran:DandEFA@1.6.1,r,cran,UASF_0306,1,1,5
cran:DandEFA@1.6.1,r,cran,UASF_0219,1,1,7
cran:DandEFA@1.6.1,r,cran,UASF_0171,1,1,4
cran:DeCAFS@3.3.5,r,cran,UASF_0325,1,1,1
cran:DeCAFS@3.3.5,r,cran,UASF_0306,1,1,31
cran:DeCAFS@3.3.5,r,cran,UASF_0181,1,1,13
cran:DeCAFS@3.3.5,r,cran,UASF_0219,1,1,24
cran:DeCAFS@3.3.5,r,cran,UASF_0233,1,1,24
cran:DeCAFS@3.3.5,r,cran,UASF_0014,1,1,2
cran:DeCAFS@3.3.5,r,cran,UASF_0213,1,1,2
cran:DeCAFS@3.3.5,r,cran,UASF_0171,1,1,9
cran:DeCAFS@3.3.5,r,cran,UASF_0071,1,1,2
cran:DeCAFS@3.3.5,r,cran,UASF_0220,1,1,173
cran:DeCAFS@3.3.5,r,cran,UASF_0182,1,3,29
cran:Delaporte@9.0.0,r,cran,UASF_0220,1,1,518
cran:Delaporte@9.0.0,r,cran,UASF_0315,1,1,22
cran:Delaporte@9.0.0,r,cran,UASF_0233,1,1,8
cran:Delaporte@9.0.0,r,cran,UASF_0077,1,1,6
cran:Delaporte@9.0.0,r,cran,UASF_0181,1,1,5
cran:Delaporte@9.0.0,r,cran,UASF_0014,1,1,9
cran:Delaporte@9.0.0,r,cran,UASF_0213,1,1,8
cran:Delaporte@9.0.0,r,cran,UASF_0306,1,1,16
cran:Delaporte@9.0.0,r,cran,UASF_0232,1,1,16
cran:Delaporte@9.0.0,r,cran,UASF_0171,1,1,15
cran:Delaporte@9.0.0,r,cran,UASF_0325,1,1,96
