source_id,language,ecosystem,source_feature_id,observed,occurrences,file_count
cran:CrossCarry@1.2.0,r,cran,R::r.double_bracket_index,1,2,1
cran:CrossCarry@1.2.0,r,cran,R::r.na_value,1,1,1
cran:CrossCarry@1.2.0,r,cran,GEN::assignment,1,331,9
cran:CrossCarry@1.2.0,r,cran,GEN::for,1,30,4
cran:CrossCarry@1.2.0,r,cran,GEN::if,1,23,4
cran:CrossCarry@1.2.0,r,cran,R::r.namespace_package,1,61,7
cran:CrossCarry@1.2.0,r,cran,R::r.quote_substitute_eval,1,1,1
cran:CrossCarry@1.2.0,r,cran,GEN::function,1,5,5
cran:CrossCarry@1.2.0,r,cran,GEN::return,1,4,4
cran:CrossCarry@1.2.0,r,cran,R::r.condition_system,1,7,4
cran:CrossValidate@2.3.5,r,cran,GEN::for,1,6,3
cran:CrossValidate@2.3.5,r,cran,GEN::function,1,6,2
cran:CrossValidate@2.3.5,r,cran,R::r.dots_ellipsis,1,1,1
cran:CrossValidate@2.3.5,r,cran,R::r.rng_state,1,3,2
cran:CrossValidate@2.3.5,r,cran,R::r.namespace_package,1,2,2
cran:CrossValidate@2.3.5,r,cran,R::r.s4_dispatch,1,4,1
cran:CrossValidate@2.3.5,r,cran,GEN::assignment,1,94,4
cran:CrossValidate@2.3.5,r,cran,GEN::if,1,3,1
cran:CrossValidate@2.3.5,r,cran,R::r.condition_system,1,1,1
cran:CrossValidate@2.3.5,r,cran,R::r.double_bracket_index,1,3,1
cran:CrossValidate@2.3.5,r,cran,R::r.na_value,1,5,1
cran:Crossover@0.1-22,r,cran,R::r.namespace_package,1,45,6
cran:Crossover@0.1-22,r,cran,R::r.s4_dispatch,1,12,1
cran:Crossover@0.1-22,r,cran,R::r.double_bracket_index,1,21,12
cran:Crossover@0.1-22,r,cran,R::r.ffi_C_Call_External,1,7,4
cran:Crossover@0.1-22,r,cran,R::r.nan_inf_semantics,1,1,1
cran:Crossover@0.1-22,r,cran,GEN::member_access,1,54,13
cran:Crossover@0.1-22,r,cran,GEN::while,1,6,5
cran:Crossover@0.1-22,r,cran,R::r.dollar_member_partial_match,1,54,13
cran:Crossover@0.1-22,r,cran,R::r.dots_ellipsis,1,14,3
cran:Crossover@0.1-22,r,cran,R::r.environment,1,1,1
cran:Crossover@0.1-22,r,cran,R::r.na_value,1,4,3
cran:Crossover@0.1-22,r,cran,R::r.quote_substitute_eval,1,1,1
cran:Crossover@0.1-22,r,cran,R::r.rng_state,1,1,1
cran:Crossover@0.1-22,r,cran,GEN::assignment,1,1195,27
cran:Crossover@0.1-22,r,cran,GEN::return,1,103,19
cran:Crossover@0.1-22,r,cran,GEN::if,1,232,23
cran:Crossover@0.1-22,r,cran,R::r.condition_system,1,37,13
cran:Crossover@0.1-22,r,cran,GEN::for,1,164,17
cran:Crossover@0.1-22,r,cran,GEN::function,1,107,26
cran:D3mirt@2.1.0,r,cran,GEN::if,1,256,9
cran:D3mirt@2.1.0,r,cran,GEN::member_access,1,276,13
cran:D3mirt@2.1.0,r,cran,R::r.condition_system,1,93,4
cran:D3mirt@2.1.0,r,cran,R::r.namespace_package,1,123,8
cran:D3mirt@2.1.0,r,cran,GEN::assignment,1,1175,15
cran:D3mirt@2.1.0,r,cran,GEN::function,1,28,11
cran:D3mirt@2.1.0,r,cran,R::r.dollar_member_partial_match,1,276,13
cran:D3mirt@2.1.0,r,cran,R::r.dots_ellipsis,1,15,11
cran:D3mirt@2.1.0,r,cran,R::r.double_bracket_index,1,35,7
cran:D3mirt@2.1.0,r,cran,R::r.s3_dispatch,1,1,1
cran:D3mirt@2.1.0,r,cran,GEN::for,1,90,13
cran:DACF@1.1.0,r,cran,R::r.dollar_member_partial_match,1,51,3
cran:DACF@1.1.0,r,cran,R::r.dots_ellipsis,1,8,1
cran:DACF@1.1.0,r,cran,GEN::for,1,5,2
cran:DACF@1.1.0,r,cran,GEN::if,1,57,5
cran:DACF@1.1.0,r,cran,GEN::return,1,16,7
cran:DACF@1.1.0,r,cran,GEN::while,1,1,1
cran:DACF@1.1.0,r,cran,GEN::function,1,34,9
cran:DACF@1.1.0,r,cran,R::r.nan_inf_semantics,1,5,2
cran:DACF@1.1.0,r,cran,R::r.rng_state,1,1,1
cran:DACF@1.1.0,r,cran,GEN::assignment,1,533,9
cran:DACF@1.1.0,r,cran,R::r.condition_system,1,14,3
cran:DACF@1.1.0,r,cran,R::r.double_bracket_index,1,17,2
cran:DACF@1.1.0,r,cran,R::r.on_exit_cleanup,1,1,1
cran:DACF@1.1.0,r,cran,GEN::member_access,1,51,3
cran:DACF@1.1.0,r,cran,R::r.namespace_package,1,13,2
cran:DALEXtra@2.3.1,r,cran,R::r.condition_system,1,43,12
cran:DALEXtra@2.3.1,r,cran,R::r.s3_dispatch,1,1,1
cran:DALEXtra@2.3.1,r,cran,GEN::assignment,1,1129,38
cran:DALEXtra@2.3.1,r,cran,GEN::closure_lambda,1,1,1
cran:DALEXtra@2.3.1,r,cran,GEN::for,1,17,5
cran:DALEXtra@2.3.1,r,cran,GEN::function,1,101,24
cran:DALEXtra@2.3.1,r,cran,GEN::if,1,121,20
cran:DALEXtra@2.3.1,r,cran,R::r.dollar_member_partial_match,1,219,28
cran:DALEXtra@2.3.1,r,cran,GEN::member_access,1,219,28
cran:DALEXtra@2.3.1,r,cran,R::r.na_value,1,7,4
cran:DALEXtra@2.3.1,r,cran,R::r.namespace_package,1,115,23
cran:DALEXtra@2.3.1,r,cran,GEN::return,1,20,5
cran:DALEXtra@2.3.1,r,cran,R::r.dots_ellipsis,1,58,18
cran:DALEXtra@2.3.1,r,cran,R::r.double_bracket_index,1,29,9
cran:DALY@1.5.0,r,cran,R::r.dollar_member_partial_match,1,106,12
cran:DALY@1.5.0,r,cran,R::r.environment,1,1,1
cran:DALY@1.5.0,r,cran,R::r.quote_substitute_eval,1,5,1
cran:DALY@1.5.0,r,cran,GEN::if,1,171,27
cran:DALY@1.5.0,r,cran,R::r.condition_system,1,25,8
cran:DALY@1.5.0,r,cran,R::r.s3_dispatch,1,1,1
cran:DALY@1.5.0,r,cran,GEN::assignment,1,1252,44
cran:DALY@1.5.0,r,cran,GEN::function,1,130,44
cran:DALY@1.5.0,r,cran,GEN::return,1,31,13
cran:DALY@1.5.0,r,cran,R::r.double_bracket_index,1,171,18
cran:DALY@1.5.0,r,cran,R::r.na_value,1,2,2
cran:DALY@1.5.0,r,cran,GEN::for,1,76,25
cran:DALY@1.5.0,r,cran,GEN::member_access,1,106,12
cran:DALY@1.5.0,r,cran,R::r.dots_ellipsis,1,42,11
cran:DALY@1.5.0,r,cran,R::r.ffi_C_Call_External,1,1,1
cran:DALY@1.5.0,r,cran,R::r.namespace_package,1,1,1
cran:DBHC@0.0.4,r,cran,GEN::while,1,3,1
cran:DBHC@0.0.4,r,cran,R::r.nan_inf_semantics,1,9,1
cran:DBHC@0.0.4,r,cran,GEN::return,1,12,1
cran:DBHC@0.0.4,r,cran,R::r.condition_system,1,18,2
cran:DBHC@0.0.4,r,cran,R::r.dollar_member_partial_match,1,45,2
cran:DBHC@0.0.4,r,cran,GEN::assignment,1,270,3
cran:DBHC@0.0.4,r,cran,GEN::for,1,6,1
cran:DBHC@0.0.4,r,cran,GEN::function,1,15,2
cran:DBHC@0.0.4,r,cran,GEN::if,1,42,2
cran:DBHC@0.0.4,r,cran,GEN::member_access,1,45,2
cran:DBHC@0.0.4,r,cran,R::r.double_bracket_index,1,15,1
cran:DBHC@0.0.4,r,cran,R::r.namespace_package,1,26,2
cran:DBfit@2.0,r,cran,GEN::return,1,12,12
cran:DBfit@2.0,r,cran,GEN::while,1,2,2
cran:DBfit@2.0,r,cran,R::r.dollar_member_partial_match,1,36,12
cran:DBfit@2.0,r,cran,R::r.dots_ellipsis,1,9,6
cran:DBfit@2.0,r,cran,R::r.na_value,1,4,2
cran:DBfit@2.0,r,cran,GEN::assignment,1,463,23
cran:DBfit@2.0,r,cran,GEN::for,1,36,9
cran:DBfit@2.0,r,cran,GEN::if,1,39,9
cran:DBfit@2.0,r,cran,R::r.namespace_package,1,1,1
cran:DBfit@2.0,r,cran,GEN::function,1,23,23
cran:DBfit@2.0,r,cran,GEN::member_access,1,36,12
cran:DBfit@2.0,r,cran,R::r.s3_dispatch,1,1,1
cran:DCluster@0.2-10,r,cran,GEN::if,1,68,17
cran:DCluster@0.2-10,r,cran,R::r.dollar_member_partial_match,1,129,29
cran:DCluster@0.2-10,r,cran,R::r.dots_ellipsis,1,77,22
cran:DCluster@0.2-10,r,cran,R::r.double_bracket_index,1,17,6
cran:DCluster@0.2-10,r,cran,R::r.na_value,1,13,9
cran:DCluster@0.2-10,r,cran,R::r.quote_substitute_eval,1,4,1
cran:DCluster@0.2-10,r,cran,GEN::function,1,66,41
cran:DCluster@0.2-10,r,cran,GEN::return,1,63,35
cran:DCluster@0.2-10,r,cran,R::r.condition_system,1,6,3
cran:DCluster@0.2-10,r,cran,R::r.nan_inf_semantics,1,1,1
cran:DCluster@0.2-10,r,cran,GEN::assignment,1,517,41
cran:DCluster@0.2-10,r,cran,GEN::while,1,2,2
cran:DCluster@0.2-10,r,cran,R::r.ffi_C_Call_External,1,2,2
cran:DCluster@0.2-10,r,cran,R::r.namespace_package,1,5,3
cran:DCluster@0.2-10,r,cran,GEN::for,1,12,5
cran:DCluster@0.2-10,r,cran,GEN::member_access,1,129,29
cran:DDESONN@7.1.11,r,cran,R::r.condition_system,1,490,21
cran:DDESONN@7.1.11,r,cran,R::r.dollar_member_partial_match,1,2669,24
cran:DDESONN@7.1.11,r,cran,R::r.na_value,1,645,14
cran:DDESONN@7.1.11,r,cran,R::r.nan_inf_semantics,1,13,4
cran:DDESONN@7.1.11,r,cran,GEN::while,1,4,2
cran:DDESONN@7.1.11,r,cran,GEN::member_access,1,2669,24
cran:DDESONN@7.1.11,r,cran,R::r.environment,1,11,6
cran:DDESONN@7.1.11,r,cran,R::r.quote_substitute_eval,1,1,1
cran:DDESONN@7.1.11,r,cran,R::r.rng_state,1,21,11
cran:DDESONN@7.1.11,r,cran,R::r.superassignment,1,22,5
cran:DDESONN@7.1.11,r,cran,GEN::if,1,4240,25
cran:DDESONN@7.1.11,r,cran,GEN::for,1,242,20
cran:DDESONN@7.1.11,r,cran,GEN::return,1,693,21
cran:DDESONN@7.1.11,r,cran,R::r.dots_ellipsis,1,87,13
cran:DDESONN@7.1.11,r,cran,R::r.double_bracket_index,1,1032,20
cran:DDESONN@7.1.11,r,cran,GEN::assignment,1,14077,28
cran:DDESONN@7.1.11,r,cran,R::r.namespace_package,1,421,25
cran:DDESONN@7.1.11,r,cran,R::r.on_exit_cleanup,1,1,1
cran:DDESONN@7.1.11,r,cran,GEN::function,1,1028,27
cran:DDM@1.0-0,r,cran,GEN::return,1,14,3
cran:DDM@1.0-0,r,cran,R::r.na_value,1,2,2
cran:DDM@1.0-0,r,cran,GEN::assignment,1,694,6
cran:DDM@1.0-0,r,cran,GEN::if,1,62,4
cran:DDM@1.0-0,r,cran,GEN::member_access,1,130,5
cran:DDM@1.0-0,r,cran,R::r.dollar_member_partial_match,1,130,5
cran:DDM@1.0-0,r,cran,R::r.dots_ellipsis,1,2,1
cran:DDM@1.0-0,r,cran,R::r.double_bracket_index,1,8,4
cran:DDM@1.0-0,r,cran,GEN::for,1,6,3
cran:DDM@1.0-0,r,cran,GEN::function,1,47,6
cran:DDM@1.0-0,r,cran,R::r.condition_system,1,5,3
cran:DGEobj@1.1.2,r,cran,GEN::assignment,1,862,24
cran:DGEobj@1.1.2,r,cran,GEN::function,1,34,11
cran:DGEobj@1.1.2,r,cran,GEN::member_access,1,121,15
cran:DGEobj@1.1.2,r,cran,R::r.dollar_member_partial_match,1,121,15
cran:DGEobj@1.1.2,r,cran,R::r.dots_ellipsis,1,5,2
cran:DGEobj@1.1.2,r,cran,R::r.double_bracket_index,1,64,13
cran:DGEobj@1.1.2,r,cran,R::r.na_value,1,3,2
cran:DGEobj@1.1.2,r,cran,R::r.namespace_package,1,74,12
cran:DGEobj@1.1.2,r,cran,R::r.quote_substitute_eval,1,5,1
cran:DGEobj@1.1.2,r,cran,GEN::for,1,14,7
cran:DGEobj@1.1.2,r,cran,GEN::if,1,84,10
cran:DGEobj@1.1.2,r,cran,GEN::return,1,29,10
cran:DGEobj@1.1.2,r,cran,R::r.condition_system,1,27,5
cran:DGP4LCF@1.0.0.1,r,cran,GEN::assignment,1,1063,16
cran:DGP4LCF@1.0.0.1,r,cran,GEN::if,1,82,10
cran:DGP4LCF@1.0.0.1,r,cran,R::r.dollar_member_partial_match,1,195,10
cran:DGP4LCF@1.0.0.1,r,cran,R::r.double_bracket_index,1,60,7
cran:DGP4LCF@1.0.0.1,r,cran,GEN::for,1,88,13
cran:DGP4LCF@1.0.0.1,r,cran,GEN::function,1,15,14
cran:DGP4LCF@1.0.0.1,r,cran,R::r.condition_system,1,12,2
cran:DGP4LCF@1.0.0.1,r,cran,R::r.na_value,1,4,1
cran:DGP4LCF@1.0.0.1,r,cran,R::r.ffi_C_Call_External,1,2,1
cran:DGP4LCF@1.0.0.1,r,cran,R::r.namespace_package,1,19,9
cran:DGP4LCF@1.0.0.1,r,cran,R::r.on_exit_cleanup,1,1,1
cran:DGP4LCF@1.0.0.1,r,cran,GEN::member_access,1,195,10
cran:DGP4LCF@1.0.0.1,r,cran,GEN::return,1,10,10
cran:DGP4LCF@1.0.0.1,r,cran,GEN::while,1,1,1
cran:DIFplus@1.1,r,cran,GEN::if,1,49,2
cran:DIFplus@1.1,r,cran,GEN::member_access,1,131,2
cran:DIFplus@1.1,r,cran,GEN::return,1,2,2
cran:DIFplus@1.1,r,cran,GEN::while,1,5,1
cran:DIFplus@1.1,r,cran,R::r.dollar_member_partial_match,1,131,2
cran:DIFplus@1.1,r,cran,R::r.double_bracket_index,1,26,2
cran:DIFplus@1.1,r,cran,GEN::assignment,1,622,2
cran:DIFplus@1.1,r,cran,GEN::function,1,3,2
cran:DIFplus@1.1,r,cran,R::r.condition_system,1,3,2
cran:DIFplus@1.1,r,cran,R::r.na_value,1,22,2
cran:DIFplus@1.1,r,cran,R::r.namespace_package,1,15,2
cran:DIFplus@1.1,r,cran,GEN::for,1,22,2
cran:DMtest@1.0.0,r,cran,R::r.rng_state,1,1,1
cran:DMtest@1.0.0,r,cran,GEN::assignment,1,174,2
cran:DMtest@1.0.0,r,cran,GEN::function,1,14,1
cran:DMtest@1.0.0,r,cran,GEN::member_access,1,42,2
cran:DMtest@1.0.0,r,cran,GEN::return,1,7,1
cran:DMtest@1.0.0,r,cran,R::r.namespace_package,1,17,2
cran:DMtest@1.0.0,r,cran,R::r.na_value,1,15,1
cran:DMtest@1.0.0,r,cran,GEN::for,1,3,1
cran:DMtest@1.0.0,r,cran,GEN::if,1,19,1
cran:DMtest@1.0.0,r,cran,R::r.condition_system,1,5,1
cran:DMtest@1.0.0,r,cran,R::r.dollar_member_partial_match,1,42,2
cran:DMtest@1.0.0,r,cran,R::r.dots_ellipsis,1,3,1
cran:DOPE@2.1.0,r,cran,R::r.na_value,1,3,2
cran:DOPE@2.1.0,r,cran,R::r.namespace_package,1,75,16
cran:DOPE@2.1.0,r,cran,GEN::closure_lambda,1,4,3
cran:DOPE@2.1.0,r,cran,GEN::function,1,8,5
cran:DOPE@2.1.0,r,cran,R::r.dots_ellipsis,1,2,1
cran:DOPE@2.1.0,r,cran,R::r.condition_system,1,1,1
cran:DOPE@2.1.0,r,cran,R::r.dollar_member_partial_match,1,35,14
cran:DOPE@2.1.0,r,cran,GEN::assignment,1,390,20
cran:DOPE@2.1.0,r,cran,GEN::if,1,16,3
cran:DOPE@2.1.0,r,cran,GEN::member_access,1,35,14
cran:DOSPortfolio@0.1.0,r,cran,GEN::function,1,11,4
cran:DOSPortfolio@0.1.0,r,cran,GEN::if,1,16,4
cran:DOSPortfolio@0.1.0,r,cran,GEN::return,1,2,1
cran:DOSPortfolio@0.1.0,r,cran,R::r.condition_system,1,8,2
cran:DOSPortfolio@0.1.0,r,cran,R::r.dollar_member_partial_match,1,1,1
cran:DOSPortfolio@0.1.0,r,cran,GEN::assignment,1,207,8
cran:DOSPortfolio@0.1.0,r,cran,GEN::for,1,3,2
cran:DOSPortfolio@0.1.0,r,cran,GEN::member_access,1,1,1
cran:DOSPortfolio@0.1.0,r,cran,R::r.namespace_package,1,21,3
cran:DOvalidation@1.1.0,r,cran,GEN::member_access,1,12,3
cran:DOvalidation@1.1.0,r,cran,GEN::return,1,42,3
cran:DOvalidation@1.1.0,r,cran,R::r.condition_system,1,6,2
cran:DOvalidation@1.1.0,r,cran,R::r.dollar_member_partial_match,1,12,3
cran:DOvalidation@1.1.0,r,cran,R::r.na_value,1,22,2
cran:DOvalidation@1.1.0,r,cran,GEN::assignment,1,505,3
cran:DOvalidation@1.1.0,r,cran,GEN::function,1,92,3
cran:DOvalidation@1.1.0,r,cran,GEN::if,1,135,3
cran:DPComb@1.0.1,r,cran,GEN::member_access,1,74,6
cran:DPComb@1.0.1,r,cran,GEN::return,1,19,3
cran:DPComb@1.0.1,r,cran,R::r.condition_system,1,30,3
cran:DPComb@1.0.1,r,cran,R::r.dollar_member_partial_match,1,74,6
cran:DPComb@1.0.1,r,cran,R::r.double_bracket_index,1,17,3
cran:DPComb@1.0.1,r,cran,R::r.nan_inf_semantics,1,3,1
cran:DPComb@1.0.1,r,cran,GEN::for,1,9,5
cran:DPComb@1.0.1,r,cran,GEN::function,1,27,4
cran:DPComb@1.0.1,r,cran,R::r.namespace_package,1,9,4
cran:DPComb@1.0.1,r,cran,GEN::assignment,1,282,6
cran:DPComb@1.0.1,r,cran,GEN::if,1,68,4
cran:DREGAR@0.1.4.0,r,cran,GEN::if,1,61,4
cran:DREGAR@0.1.4.0,r,cran,GEN::return,1,18,5
cran:DREGAR@0.1.4.0,r,cran,R::r.condition_system,1,5,4
cran:DREGAR@0.1.4.0,r,cran,R::r.dollar_member_partial_match,1,27,3
cran:DREGAR@0.1.4.0,r,cran,R::r.dots_ellipsis,1,1,1
cran:DREGAR@0.1.4.0,r,cran,R::r.double_bracket_index,1,1,1
cran:DREGAR@0.1.4.0,r,cran,GEN::assignment,1,321,5
cran:DREGAR@0.1.4.0,r,cran,GEN::for,1,10,4
cran:DREGAR@0.1.4.0,r,cran,GEN::function,1,15,5
cran:DREGAR@0.1.4.0,r,cran,GEN::member_access,1,27,3
cran:DREGAR@0.1.4.0,r,cran,R::r.na_value,1,4,3
cran:DREGAR@0.1.4.0,r,cran,R::r.namespace_package,1,5,2
cran:DSBayes@2023.1.0,r,cran,GEN::function,1,13,1
cran:DSBayes@2023.1.0,r,cran,GEN::if,1,13,1
cran:DSBayes@2023.1.0,r,cran,GEN::member_access,1,20,1
cran:DSBayes@2023.1.0,r,cran,GEN::return,1,2,1
cran:DSBayes@2023.1.0,r,cran,R::r.dots_ellipsis,1,1,1
cran:DSBayes@2023.1.0,r,cran,GEN::assignment,1,98,1
cran:DSBayes@2023.1.0,r,cran,GEN::for,1,2,1
cran:DSBayes@2023.1.0,r,cran,R::r.na_value,1,4,1
cran:DSBayes@2023.1.0,r,cran,R::r.nan_inf_semantics,1,6,1
cran:DSBayes@2023.1.0,r,cran,R::r.condition_system,1,1,1
cran:DSBayes@2023.1.0,r,cran,R::r.dollar_member_partial_match,1,20,1
cran:DSIR@0.9.0,r,cran,GEN::assignment,1,1510,51
cran:DSIR@0.9.0,r,cran,GEN::function,1,85,27
cran:DSIR@0.9.0,r,cran,GEN::if,1,168,16
cran:DSIR@0.9.0,r,cran,R::r.on_exit_cleanup,1,8,3
cran:DSIR@0.9.0,r,cran,R::r.rng_state,1,1,1
cran:DSIR@0.9.0,r,cran,R::r.dots_ellipsis,1,6,2
cran:DSIR@0.9.0,r,cran,R::r.double_bracket_index,1,34,10
cran:DSIR@0.9.0,r,cran,R::r.namespace_package,1,313,37
cran:DSIR@0.9.0,r,cran,R::r.nan_inf_semantics,1,10,5
cran:DSIR@0.9.0,r,cran,R::r.superassignment,1,6,3
cran:DSIR@0.9.0,r,cran,GEN::for,1,6,5
cran:DSIR@0.9.0,r,cran,R::r.condition_system,1,9,3
cran:DSIR@0.9.0,r,cran,R::r.dollar_member_partial_match,1,322,33
cran:DSIR@0.9.0,r,cran,R::r.environment,1,1,1
cran:DSIR@0.9.0,r,cran,R::r.na_value,1,105,25
cran:DSIR@0.9.0,r,cran,GEN::closure_lambda,1,1,1
cran:DSIR@0.9.0,r,cran,GEN::member_access,1,322,33
cran:DSIR@0.9.0,r,cran,GEN::return,1,53,9
cran:DSLite@1.4.1,r,cran,R::r.namespace_package,1,129,15
cran:DSLite@1.4.1,r,cran,GEN::function,1,141,15
cran:DSLite@1.4.1,r,cran,GEN::member_access,1,332,16
cran:DSLite@1.4.1,r,cran,GEN::return,1,1,1
cran:DSLite@1.4.1,r,cran,R::r.dots_ellipsis,1,2,2
cran:DSLite@1.4.1,r,cran,R::r.na_value,1,4,3
cran:DSLite@1.4.1,r,cran,R::r.dollar_member_partial_match,1,332,16
cran:DSLite@1.4.1,r,cran,R::r.double_bracket_index,1,42,6
cran:DSLite@1.4.1,r,cran,R::r.quote_substitute_eval,1,8,4
cran:DSLite@1.4.1,r,cran,R::r.s4_dispatch,1,27,3
cran:DSLite@1.4.1,r,cran,GEN::for,1,16,5
cran:DSLite@1.4.1,r,cran,R::r.on_exit_cleanup,1,3,1
cran:DSLite@1.4.1,r,cran,GEN::assignment,1,562,22
cran:DSLite@1.4.1,r,cran,GEN::if,1,121,8
cran:DSLite@1.4.1,r,cran,R::r.condition_system,1,25,6
cran:DSLite@1.4.1,r,cran,R::r.environment,1,3,2
cran:DTDA@3.0.1,r,cran,GEN::member_access,1,3,2
cran:DTDA@3.0.1,r,cran,GEN::return,1,43,6
cran:DTDA@3.0.1,r,cran,R::r.condition_system,1,26,6
cran:DTDA@3.0.1,r,cran,R::r.dollar_member_partial_match,1,3,2
cran:DTDA@3.0.1,r,cran,R::r.double_bracket_index,1,22,2
cran:DTDA@3.0.1,r,cran,R::r.na_value,1,24,5
cran:DTDA@3.0.1,r,cran,GEN::assignment,1,2809,6
cran:DTDA@3.0.1,r,cran,GEN::for,1,254,5
cran:DTDA@3.0.1,r,cran,GEN::while,1,22,6
cran:DTDA@3.0.1,r,cran,GEN::function,1,40,6
cran:DTDA@3.0.1,r,cran,GEN::if,1,387,6
cran:DTDA.ni@1.0.1,r,cran,GEN::assignment,1,74,4
cran:DTDA.ni@1.0.1,r,cran,GEN::member_access,1,11,2
cran:DTDA.ni@1.0.1,r,cran,R::r.dots_ellipsis,1,1,1
cran:DTDA.ni@1.0.1,r,cran,R::r.namespace_package,1,7,2
cran:DTDA.ni@1.0.1,r,cran,GEN::for,1,6,2
cran:DTDA.ni@1.0.1,r,cran,GEN::function,1,3,3
cran:DTDA.ni@1.0.1,r,cran,GEN::if,1,11,2
cran:DTDA.ni@1.0.1,r,cran,R::r.condition_system,1,10,1
cran:DTDA.ni@1.0.1,r,cran,R::r.dollar_member_partial_match,1,11,2
cran:DTEBOP2@1.0.3,r,cran,GEN::if,1,62,10
cran:DTEBOP2@1.0.3,r,cran,GEN::member_access,1,56,7
cran:DTEBOP2@1.0.3,r,cran,R::r.dollar_member_partial_match,1,56,7
cran:DTEBOP2@1.0.3,r,cran,R::r.namespace_package,1,12,2
cran:DTEBOP2@1.0.3,r,cran,R::r.nan_inf_semantics,1,3,1
cran:DTEBOP2@1.0.3,r,cran,GEN::assignment,1,639,11
cran:DTEBOP2@1.0.3,r,cran,GEN::for,1,21,8
cran:DTEBOP2@1.0.3,r,cran,GEN::function,1,26,11
cran:DTEBOP2@1.0.3,r,cran,R::r.rng_state,1,7,5
cran:DTEBOP2@1.0.3,r,cran,R::r.double_bracket_index,1,7,2
cran:DTEBOP2@1.0.3,r,cran,GEN::return,1,25,11
cran:DTEBOP2@1.0.3,r,cran,GEN::while,1,5,2
cran:DTEBOP2@1.0.3,r,cran,R::r.condition_system,1,4,2
cran:DandEFA@1.6.1,r,cran,GEN::for,1,14,2
cran:DandEFA@1.6.1,r,cran,GEN::function,1,5,2
cran:DandEFA@1.6.1,r,cran,GEN::if,1,31,2
cran:DandEFA@1.6.1,r,cran,GEN::member_access,1,7,1
cran:DandEFA@1.6.1,r,cran,R::r.condition_system,1,4,2
cran:DandEFA@1.6.1,r,cran,R::r.dollar_member_partial_match,1,7,1
cran:DandEFA@1.6.1,r,cran,GEN::assignment,1,167,2
cran:DeCAFS@3.3.5,r,cran,R::r.condition_system,1,9,3
cran:DeCAFS@3.3.5,r,cran,R::r.dots_ellipsis,1,2,1
cran:DeCAFS@3.3.5,r,cran,R::r.nan_inf_semantics,1,1,1
cran:DeCAFS@3.3.5,r,cran,GEN::assignment,1,173,12
cran:DeCAFS@3.3.5,r,cran,GEN::for,1,4,3
cran:DeCAFS@3.3.5,r,cran,GEN::function,1,31,12
cran:DeCAFS@3.3.5,r,cran,GEN::return,1,13,7
cran:DeCAFS@3.3.5,r,cran,GEN::while,1,1,1
cran:DeCAFS@3.3.5,r,cran,GEN::if,1,24,5
cran:DeCAFS@3.3.5,r,cran,GEN::member_access,1,24,7
cran:DeCAFS@3.3.5,r,cran,R::r.dollar_member_partial_match,1,24,7
cran:DeCAFS@3.3.5,r,cran,R::r.ffi_C_Call_External,1,2,1
cran:DeCAFS@3.3.5,r,cran,R::r.rng_state,1,2,1
cran:Delaporte@9.0.0,r,cran,GEN::if,1,36,5
cran:Delaporte@9.0.0,r,cran,R::r.condition_system,1,15,2
cran:Delaporte@9.0.0,r,cran,GEN::for,1,3,2
cran:Delaporte@9.0.0,r,cran,R::r.ffi_C_Call_External,1,9,3
cran:Delaporte@9.0.0,r,cran,R::r.nan_inf_semantics,1,96,6
cran:Delaporte@9.0.0,r,cran,R::r.dollar_member_partial_match,1,8,3
cran:Delaporte@9.0.0,r,cran,R::r.environment,1,3,2
cran:Delaporte@9.0.0,r,cran,R::r.namespace_package,1,6,4
cran:Delaporte@9.0.0,r,cran,R::r.rng_state,1,8,3
cran:Delaporte@9.0.0,r,cran,GEN::return,1,5,1
cran:Delaporte@9.0.0,r,cran,GEN::function,1,16,6
cran:Delaporte@9.0.0,r,cran,GEN::member_access,1,8,3
cran:Delaporte@9.0.0,r,cran,R::r.double_bracket_index,1,16,4
cran:Delaporte@9.0.0,r,cran,R::r.na_value,1,22,5
cran:Delaporte@9.0.0,r,cran,GEN::assignment,1,518,12
cran:Delta@0.2.0.3,r,cran,GEN::member_access,1,183,9
cran:Delta@0.2.0.3,r,cran,GEN::return,1,24,15
cran:Delta@0.2.0.3,r,cran,R::r.condition_system,1,18,3
cran:Delta@0.2.0.3,r,cran,R::r.namespace_package,1,2,2
cran:Delta@0.2.0.3,r,cran,GEN::if,1,152,19
cran:Delta@0.2.0.3,r,cran,GEN::function,1,26,20
cran:Delta@0.2.0.3,r,cran,R::r.dollar_member_partial_match,1,183,9
cran:Delta@0.2.0.3,r,cran,R::r.dots_ellipsis,1,6,6
cran:Delta@0.2.0.3,r,cran,R::r.nan_inf_semantics,1,12,2
cran:Delta@0.2.0.3,r,cran,GEN::assignment,1,642,20
cran:DepCens@0.2.3,r,cran,GEN::if,1,29,3
cran:DepCens@0.2.3,r,cran,R::r.dollar_member_partial_match,1,95,5
cran:DepCens@0.2.3,r,cran,GEN::member_access,1,95,5
cran:DepCens@0.2.3,r,cran,GEN::return,1,17,2
cran:DepCens@0.2.3,r,cran,GEN::for,1,61,3
cran:DepCens@0.2.3,r,cran,R::r.condition_system,1,4,1
cran:DepCens@0.2.3,r,cran,R::r.double_bracket_index,1,20,3
cran:DepCens@0.2.3,r,cran,R::r.na_value,1,12,1
cran:DepCens@0.2.3,r,cran,R::r.namespace_package,1,27,3
